5cd900907e471d4e455071f69329ffd13a54bb4c5a3230b30b9fe384316613a5,8bcbcf13bbb359bff1cf6419d63b05acef4d0f1ef3e554b8e9af206392b430be,4d0b36144bbca4238187d9d21d943a5a549f2a3807e329480b972035cbaf05d5,3e0eb79664f96d50c5cb8295182c00df939b2245dda545b40f49824027ac85d9,fd50632dc410ef3be743328b54a9eae8a698a024d697b08182e24fa2c21d24fc,b7f983bccbc3912f13032dc90c98fbace3ace4a4f735b84901a7f3dee1cf7870,2990c2d7dad6feeb47b5fcff44dbadadc642fcf612e23bf7879096e15d298c41,f74218ca7a4711858388ca4d941024d1bb80707ea02659e087bab5b45bef62ea,0b7d76cf9f9ec4d310ac8dbc11e9b232e91b8912c67f094f876742f853d403f0,872887a792e977a3b3e8197fa4c401cb0ce7d02a7452dd24c7d5cafb88826315,81a5383eecceadd02306c28937ffe7ebb80afccee146ed01bfe57655991487e8,08cb0747ebc1b63686fe3697116b1d0705861c3e95d226b8e4373d76cab0b420
"1011612555","0","0","1","10116125","3.03","4","0","0","0","0","55"
"1011612556","0","14","0","10116125","0","1","0","220","0","1.284","56"
"1011613501","0","0","1","10116135","0.8","4","0","0","0","0","1"
"1011613502","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_01","0","2"
"1011613503","0","1","0","10116135","0","1","0","248","0","2.046","3"
"1011613504","0","0","1","10116135","2.601","4","0","0","0","0","4"
"1011613505","0","1","0","10116135","0","1","248","450","0","1.646","5"
"1011613506","0","0","1","10116135","2.101","4","0","0","0","0","6"
"1011613507","0","2","0","10116135","0","1","0","410","0","2.992","7"
"1011613508","0","0","1","10116135","4.249","4","0","0","0","0","8"
"1011613509","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_02","0","9"
"1011613510","0","3","0","10116135","0","1","0","110","0","0.865","10"
"1011613511","0","0","1","10116135","1.349","4","0","0","0","0","11"
"1011613512","0","3","0","10116135","0","1","110","450","0","2.925","12"
"1011613513","0","0","1","10116135","2.925","4","0","0","0","0","13"
"1011613514","0","4","0","10116135","0","1","0","56","0","0.64","14"
"1011613515","0","0","1","10116135","1.089","4","0","0","0","0","15"
"1011613516","0","4","0","10116135","0","1","56","289","0","1.967","16"
"1011613517","0","0","1","10116135","3.198","4","0","0","0","0","17"
"1011613518","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_03","0","18"
"1011613519","0","4","0","10116135","0","1","289","450","0","1.26","19"
"1011613520","0","0","1","10116135","1.26","4","0","0","0","0","20"
"1011613521","0","5","0","10116135","0","1","0","202","0","1.394","21"
"1011613522","0","0","1","10116135","2.162","4","0","0","0","0","22"
"1011613523","0","5","0","10116135","0","1","202","450","0","2.355","23"
"1011613524","0","0","1","10116135","2.355","4","0","0","0","0","24"
"1011613525","0","6","0","10116135","0","1","0","273","0","2.646","25"
"1011613526","0","0","1","10116135","4.005","4","0","0","0","0","26"
"1011613527","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_04","0","27"
"1011613528","0","6","0","10116135","0","1","273","450","0","1.54","28"
"1011613529","0","0","1","10116135","2.182","4","0","0","0","0","29"
"1011613530","0","7","0","10116135","0","1","0","334","0","2.931","30"
"1011613531","0","0","1","10116135","4.229","4","0","0","0","0","31"
"1011613532","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_05","0","32"
"1011613533","0","7","0","10116135","0","1","334","450","0","0.876","33"
"1011613534","0","0","1","10116135","1.994","4","0","0","0","0","34"
"1011613535","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_06","0","35"
"1011613536","0","8","0","10116135","0","1","0","450","0","3.336","36"
"1011613537","0","0","1","10116135","3.882","4","0","0","0","0","37"
"1011613538","0","9","0","10116135","0","1","0","450","0","4.02399999999999","38"
"1011613539","0","0","1","10116135","5.214","4","0","0","0","0","39"
"1011613540","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_07","0","40"
"1011613541","0","10","0","10116135","0","1","0","69","0","0.536","41"
"1011613542","0","0","1","10116135","0.952","4","0","0","0","0","42"
"1011613543","0","10","0","10116135","0","1","69","305","0","1.989","43"
"1011613544","0","0","1","10116135","3.059","4","0","0","0","0","44"
"1011613545","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_08","0","45"
"1011613546","0","10","0","10116135","0","1","305","450","0","1.83600000000001","46"
"1011613547","0","0","1","10116135","1.83600000000001","4","0","0","0","0","47"
"1011613548","0","11","0","10116135","0","1","0","386","0","2.392","48"
"1011613549","0","0","1","10116135","3.659","4","0","0","0","0","49"
"1011613550","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_09","0","50"
"1011613551","0","11","0","10116135","0","1","386","450","0","0.558","51"
"1011613552","0","0","1","10116135","0.558","4","0","0","0","0","52"
"1011613553","0","12","0","10116135","0","1","0","257","0","2.208","53"
"1011613554","0","0","1","10116135","3.355","4","0","0","0","0","54"
"1011613555","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_10","0","55"
"1011613556","0","12","0","10116135","0","1","257","450","0","1.939","56"
"1011613557","0","0","1","10116135","1.939","4","0","0","0","0","57"
"1011613558","0","13","0","10116135","0","1","0","228","0","1.895","58"
"1011613559","0","0","1","10116135","3.56","4","0","0","0","0","59"
"1011613560","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_11","0","60"
"1011613561","0","13","0","10116135","0","1","228","450","0","1.826","61"
"1011613562","0","0","1","10116135","2.452","4","0","0","0","0","62"
"1011613563","vo_won","0","0","10116135","0","2","0","0","vo_won_10116135_12","0","63"
"1011613564","0","14","0","10116135","0","1","0","153","0","1.196","64"
"1011613565","0","0","1","10116135","1.679","4","0","0","0","0","65"
"1011613566","0","14","0","10116135","0","1","153","450","0","2.542","66"
"1011621501","0","0","1","10116215","0.8","4","0","0","0","0","1"
"1011621502","0","1","0","10116215","0","1","0","58","0","0.388","2"
"1011621503","0","0","1","10116215","0.388","4","0","0","0","0","3"
"1011621504","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_01","0","4"
"1011621505","0","1","0","10116215","0","1","58","320","0","2.36","5"
"1011621506","0","0","1","10116215","3.141","4","0","0","0","0","6"
"1011621507","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_02","0","7"
"1011621508","0","2","0","10116215","0","1","0","164","0","1.385","8"
"1011621509","0","0","1","10116215","1.9","4","0","0","0","0","9"
"1011621510","0","2","0","10116215","0","1","164","450","0","1.933","10"
"1011621511","0","0","1","10116215","1.933","4","0","0","0","0","11"
"1011621512","0","3","0","10116215","0","1","0","132","0","1.385","12"
"1011621513","0","0","1","10116215","1.9","4","0","0","0","0","13"
"1011621514","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_03","0","14"
"1011621515","0","3","0","10116215","0","1","132","440","0","2.347","15"
"1011621516","0","0","1","10116215","2.347","4","0","0","0","0","16"
"1011621517","0","4","0","10116215","0","1","0","168","0","1.01","17"
"1011621518","0","0","1","10116215","1.545","4","0","0","0","0","18"
"1011621519","0","4","0","10116215","0","1","168","440","0","1.84","19"
"1011621520","0","0","1","10116215","2.212","4","0","0","0","0","20"
"1011621521","0","5","0","10116215","0","1","0","440","0","2.916","21"
"1011621522","0","0","1","10116215","4.146","4","0","0","0","0","22"
"1011621523","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_04","0","23"
"1011621524","0","6","0","10116215","0","1","0","216","0","1.386","24"
"1011621525","0","0","1","10116215","1.878","4","0","0","0","0","25"
"1011621526","0","6","0","10116215","0","1","216","440","0","1.523","26"
"1011621527","0","0","1","10116215","1.523","4","0","0","0","0","27"
"1011621528","0","7","0","10116215","0","1","0","190","0","1.493","28"
"1011621529","0","0","1","10116215","2.416","4","0","0","0","0","29"
"1011621530","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_05","0","30"
"1011621531","0","8","0","10116215","0","1","0","41","0","0.341","31"
"1011621532","0","0","1","10116215","0.921","4","0","0","0","0","32"
"1011621533","0","8","0","10116215","0","1","41","450","0","3.701","33"
"1011621534","0","0","1","10116215","4.45","4","0","0","0","0","34"
"1011621535","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_06","0","35"
"1011621536","0","9","0","10116215","0","1","0","56","0","0.447","36"
"1011621537","0","0","1","10116215","1.219","4","0","0","0","0","37"
"1011621538","0","9","0","10116215","0","1","56","410","0","3.295","38"
"1011621539","0","0","1","10116215","3.769","4","0","0","0","0","39"
"1011621540","0","10","0","10116215","0","1","0","430","0","3.474","40"
"1011621541","0","0","1","10116215","4.818","4","0","0","0","0","41"
"1011621542","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_07","0","42"
"1011621543","0","11","0","10116215","0","1","0","450","0","2.628","43"
"1011621544","0","0","1","10116215","3.159","4","0","0","0","0","44"
"1011621545","0","12","0","10116215","0","1","0","390","0","2.454","45"
"1011621546","0","0","1","10116215","3.582","4","0","0","0","0","46"
"1011621547","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_08","0","47"
"1011621548","0","13","0","10116215","0","1","0","360","0","2.514","48"
"1011621549","0","0","1","10116215","3.089","4","0","0","0","0","49"
"1011621550","0","14","0","10116215","0","1","0","300","0","2.104","50"
"1011621551","0","0","1","10116215","2.494","4","0","0","0","0","51"
"1011621552","vo_won","0","0","10116215","0","2","0","0","vo_won_10116215_09","0","52"
"1011621553","0","14","0","10116215","0","1","300","430","0","0.799","53"
"1011622501","0","0","1","10116225","0.8","4","0","0","0","0","1"
"1011622502","vo_won","0","0","10116225","0","2","0","0","vo_won_10116225_01","0","2"
"1011622503","0","1","0","10116225","0","1","0","430","0","3.617","3"
"1011622504","0","0","1","10116225","3.913","4","0","0","0","0","4"
"1011622505","0","2","0","10116225","0","1","0","311","0","2.134","5"
"1011622506","0","0","1","10116225","2.83","4","0","0","0","0","6"
"1011622507","0","2","0","10116225","0","1","311","450","0","1.272","7"
"1011622508","0","0","1","10116225","1.697","4","0","0","0","0","8"
"1011622509","0","3","0","10116225","0","1","0","400","0","2.973","9"
"1011622510","0","0","1","10116225","4.106","4","0","0","0","0","10"
"1011622511","vo_won","0","0","10116225","0","2","0","0","vo_won_10116225_02","0","11"
"1011622512","0","4","0","10116225","0","1","0","430","0","3.799","12"
"1011622513","0","0","1","10116225","4.289","4","0","0","0","0","13"
"1011622514","0","5","0","10116225","0","1","0","370","0","3.027","14"
"1011622515","0","0","1","10116225","3.596","4","0","0","0","0","15"
"1011622516","0","6","0","10116225","0","1","0","420","0","2.979","16"
"1011622517","0","0","1","10116225","3.713","4","0","0","0","0","17"
"1011622518","0","7","0","10116225","0","1","0","450","0","3.625","18"
"1011622519","0","0","1","10116225","4.113","4","0","0","0","0","19"
"1011622520","0","8","0","10116225","0","1","0","450","0","4.389","20"
"1011622521","0","0","1","10116225","5.693","4","0","0","0","0","21"
"1011622522","vo_won","0","0","10116225","0","2","0","0","vo_won_10116225_03","0","22"
"1011622523","0","9","0","10116225","0","1","0","450","0","4.285","23"
"1011622524","0","0","1","10116225","4.285","4","0","0","0","0","24"
"1011622525","0","10","0","10116225","0","1","0","230","0","1.638","25"
"1011622526","0","0","1","10116225","2.675","4","0","0","0","0","26"
"1011622527","vo_won","0","0","10116225","0","2","0","0","vo_won_10116225_04","0","27"
"1011622528","0","11","0","10116225","0","1","0","287","0","2.181","28"
"1011622529","0","0","1","10116225","2.757","4","0","0","0","0","29"
"1011622530","0","11","0","10116225","0","1","287","410","0","0.688","30"
"1011622531","0","0","1","10116225","1.004","4","0","0","0","0","31"
"1011622532","0","12","0","10116225","0","1","0","450","0","4.031","32"
"1011622533","0","0","1","10116225","4.031","4","0","0","0","0","33"
"1011622534","0","13","0","10116225","0","1","0","280","0","1.989","34"
"1011622535","0","0","1","10116225","2.935","4","0","0","0","0","35"
"1011622536","vo_won","0","0","10116225","0","2","0","0","vo_won_10116225_05","0","36"
"1011622537","0","14","0","10116225","0","1","0","272","0","1.9","37"
"1011622538","0","0","1","10116225","2.389","4","0","0","0","0","38"
"1011622539","0","14","0","10116225","0","1","272","430","0","1.731","39"
"1011623501","0","0","1","10116235","0.8","4","0","0","0","0","1"
"1011623502","vo_won","0","0","10116235","0","2","0","0","vo_won_10116235_01","0","2"
"1011623503","0","1","0","10116235","0","1","0","450","0","3.959","3"
"1011623504","0","0","1","10116235","4.004","4","0","0","0","0","4"
"1011623505","0","2","0","10116235","0","1","0","450","0","3.661","5"
"1011623506","0","0","1","10116235","4.388","4","0","0","0","0","6"
"1011623507","0","3","0","10116235","0","1","0","450","0","4.078","7"
"1011623508","0","0","1","10116235","4.692","4","0","0","0","0","8"
"1011623509","0","4","0","10116235","0","1","0","450","0","3.755","9"
"1011623510","0","0","1","10116235","3.755","4","0","0","0","0","10"
"1011623511","0","5","0","10116235","0","1","0","120","0","0.508","11"
"1011623512","0","0","1","10116235","1.54","4","0","0","0","0","12"
"1011623513","vo_won","0","0","10116235","0","2","0","0","vo_won_10116235_02","0","13"
"1011623514","0","6","0","10116235","0","1","0","430","0","2.822","14"
"1011623515","0","0","1","10116235","2.822","4","0","0","0","0","15"
"1011623516","0","7","0","10116235","0","1","0","450","0","3.483","16"
"1011623517","0","0","1","10116235","3.483","4","0","0","0","0","17"
"1011623518","0","8","0","10116235","0","1","0","125","0","0.916","18"
"1011623519","0","0","1","10116235","1.779","4","0","0","0","0","19"
"1011623520","0","8","0","10116235","0","1","125","450","0","3.202","20"
"1011623521","0","0","1","10116235","3.202","4","0","0","0","0","21"
"1011623522","0","9","0","10116235","0","1","0","440","0","3.61","22"
"1011623523","0","0","1","10116235","4.249","4","0","0","0","0","23"
"1011623524","0","10","0","10116235","0","1","0","380","0","3.269","24"
"1011623525","0","0","1","10116235","3.269","4","0","0","0","0","25"
"1011623526","0","11","0","10116235","0","1","0","260","0","2.274","26"
"1011623527","0","0","1","10116235","2.643","4","0","0","0","0","27"
"1011623528","vo_won","0","0","10116235","0","2","0","0","vo_won_10116235_03","0","28"
"1011623529","0","12","0","10116235","0","1","0","380","0","3.522","29"
"1011623530","0","0","1","10116235","4.483","4","0","0","0","0","30"
"1011623531","0","13","0","10116235","0","1","0","440","0","2.691","31"
"1011623532","0","0","1","10116235","2.828","4","0","0","0","0","32"
"1011623533","0","14","0","10116235","0","1","0","300","0","1.702","33"
