d3f4ec15f24cf8a72b23e3de7313804bd473c00371b23742e15f9409543b270b,c0ff582646ef57c0cbb46f43594d3fb9335d28434d7ea7f67c9b461c8cb5bc61,aee04b73c405f623f6ffa89351d2ddac275b2525c49e4b1f911098670a851a03,1a7f23e8c8264e556dace7651679878dff279366e0237b4e1996503b0657f840,32c5bf02d5945bff63809825cd6aea7278c315719dff26c749ce4d4b67996db5,0c5b390a098cd1776c00ef1eca49ae0344605af73a04ed59c9ad5f385115d4eb,6b9c4031df6e39fb8233ff75a028eb6db785661789923a543a2a3485a9765969,94ad4a08d1fe1774ff98d97a1b93b6bfbb7d5c0e72c5cb49f30f93e2272fb3f4,9ebec54d326d3663565c2a185265aeb3d09ba485b054797e5fd35da0e8182c83,c4fcdd3dd189e8d4c0bb77fa5d0a21d23abc38de27f423b7f5890577117d34c2,b8a79faddcada59ca7dbe60483afc2a3c4b70608c9354af6cdcee74eaeadf5c0,5f115372acd258242fd2db0c3db68bf36de485c9338ff28538afc242f54e3c04,e3e7077f0e2db422fa69936c43622f695995192f24d6d9350aca391eb29db4a0,6654eb42e240a308f84291747b521c4c1315654f8fbdc17520507b7b7b78486c,777a78474b52b0bc54510c94f852687826aa34dbcef3e020cb5432a1feec89eb
"4411","0","0","2022/03/30 5:00:00","2","0","200","4413","4412","44","343","2","2816","441","0"
"4511","9105803","105801","2022/03/31 5:00:00","2","0","200","4513","4512","45","260","2","2816","451","0"
"4611","0","0","2022/04/01 5:00:00","2","0","200","4613","4612","46","313","2","2816","461","0"
"4711","0","0","2022/04/02 5:00:00","2","0","200","4713","4712","47","285","2","2816","471","0"
"4811","9102003","102001","2022/04/03 5:00:00","2","0","200","4813","4812","48","260","2","2816","481","0"
"4911","0","0","2022/04/04 5:00:00","2","0","200","4913","4912","49","257","2","2816","491","0"
"5011","9100203","100201","2022/04/05 5:00:00","2","0","200","5013","5012","50","173","2","2816","501","0"
"5111","0","0","2022/04/06 5:00:00","2","0","200","5113","5112","51","227","2","2816","511","0"
"5211","9105503","105501","2022/04/07 5:00:00","2","0","200","5213","5212","52","57","2","2816","521","0"
"5311","0","0","2022/04/08 5:00:00","2","0","200","5313","5312","53","197","2","2816","531","0"
"5411","0","0","2022/04/09 5:00:00","2","0","200","5413","5412","54","169","2","2816","541","0"
"5511","9101603","101601","2022/04/10 5:00:00","2","0","200","5513","5512","55","-55","2","2816","551","0"
"5611","0","0","2022/04/11 5:00:00","2","0","200","5613","5612","56","141","2","2816","561","0"
"5711","0","0","2022/04/12 5:00:00","2","0","200","5713","5712","57","111","2","2816","571","0"
"5811","0","0","2022/04/13 5:00:00","2","0","200","5813","5812","58","81","2","2816","581","0"
"5911","0","0","2022/04/14 5:00:00","2","0","200","5913","5912","59","53","2","2816","591","0"
"6011","0","0","2022/04/15 5:00:00","2","0","200","6013","6012","60","-180","2","2816","601","0"
"6111","0","0","2022/04/16 5:00:00","2","0","200","6113","6112","61","-210","2","2816","611","0"
"6211","9106703","106701","2022/04/17 5:00:00","2","0","200","6213","6212","62","-221","2","2816","621","0"
"6311","0","0","2022/04/18 5:00:00","2","0","200","6313","6312","63","24","2","2816","631","0"
"6411","0","0","2022/04/19 5:00:00","2","0","200","6413","6412","64","-6","2","2816","641","0"
"6511","0","0","2022/04/20 5:00:00","2","0","200","6513","6512","65","-33","2","2816","651","0"
"6611","0","0","2022/04/21 5:00:00","2","0","200","6613","6612","66","-63","2","2816","661","0"
"6711","0","0","2022/04/22 5:00:00","2","0","200","6713","6712","67","-91","2","2816","671","0"
"6811","0","0","2022/04/23 5:00:00","2","0","200","6813","6812","68","-121","2","2816","681","0"
"6911","0","0","2022/04/24 5:00:00","2","0","200","6913","6912","69","-150","2","2816","691","0"
"7011","0","0","2022/04/25 5:00:00","2","0","200","7013","7012","70","-180","2","2816","701","0"
"7111","0","0","2022/04/26 5:00:00","2","0","200","7113","7112","71","-208","2","2816","711","0"
"7211","0","0","2022/04/27 5:00:00","2","0","200","7213","7212","72","-236","2","2816","721","0"
"7311","0","0","2022/04/28 5:00:00","2","0","200","7313","7312","73","-266","2","2816","731","0"
"7411","0","0","2022/04/29 5:00:00","2","0","200","7413","7412","74","-295","2","2816","741","0"
"7511","0","0","2022/04/30 5:00:00","2","0","200","7513","7512","75","-360","2","2816","751","1"
"7611","0","0","2022/05/01 5:00:00","3","0","100","7613","7612","76","344","1","2816","761","0"
"7711","0","0","2022/05/02 5:00:00","3","0","100","7713","7712","77","306","1","2816","771","0"
"7811","0","0","2022/05/03 5:00:00","3","0","100","7813","7812","78","390","1","2816","781","0"
"7911","0","0","2022/05/04 5:00:00","3","0","100","7913","7912","79","267","1","2816","791","0"
"8011","9104403","104401","2022/05/05 5:00:00","3","0","100","8013","8012","80","254","1","2816","801","0"
"8111","0","0","2022/05/06 5:00:00","3","0","100","8113","8112","81","230","1","2816","811","0"
"8211","0","0","2022/05/07 5:00:00","3","0","100","8213","8212","82","192","1","2816","821","0"
"8311","0","0","2022/05/08 5:00:00","3","0","100","8313","8312","83","284","1","2816","831","0"
"8411","0","0","2022/05/09 5:00:00","3","0","100","8413","8412","84","153","1","2816","841","0"
"8511","9102303","102301","2022/05/10 5:00:00","3","0","100","8513","8512","85","0","1","2816","851","0"
"8611","9105903","105901","2022/05/11 5:00:00","3","0","100","8613","8612","86","-207","1","2816","861","0"
"8711","0","0","2022/05/12 5:00:00","3","0","100","8713","8712","87","116","1","2816","871","0"
"8811","0","0","2022/05/13 5:00:00","3","0","100","8813","8812","88","78","1","2816","881","0"
"8911","0","0","2022/05/14 5:00:00","3","0","100","8913","8912","89","173","1","2816","891","0"
"9011","0","0","2022/05/15 5:00:00","3","0","100","9013","9012","90","145","1","2816","901","0"
"9111","0","0","2022/05/16 5:00:00","3","0","100","9113","9112","91","40","1","2816","911","0"
"9211","0","0","2022/05/17 5:00:00","3","0","100","9213","9212","92","0","1","2816","921","0"
"9311","0","0","2022/05/18 5:00:00","3","0","100","9313","9312","93","-36","1","2816","931","0"
"9411","0","0","2022/05/19 5:00:00","3","0","100","9413","9412","94","-75","1","2816","941","0"
"9511","0","0","2022/05/20 5:00:00","3","0","100","9513","9512","95","-111","1","2816","951","0"
"9611","0","0","2022/05/21 5:00:00","3","0","100","9613","9612","96","-113","1","2816","961","0"
"9711","0","0","2022/05/22 5:00:00","3","0","100","9713","9712","97","-150","1","2816","971","0"
"9811","0","0","2022/05/23 5:00:00","3","0","100","9813","9812","98","-226","1","2816","981","0"
"9911","0","0","2022/05/24 5:00:00","3","0","100","9913","9912","99","0","1","2816","991","0"
"10011","0","0","2022/05/25 5:00:00","3","0","100","10013","10012","100","-70","1","2816","1001","0"
"10111","0","0","2022/05/26 5:00:00","3","0","100","10113","10112","101","-171","1","2816","1011","0"
"10211","0","0","2022/05/27 5:00:00","3","0","100","10213","10212","102","-263","1","2816","1021","0"
"10311","0","0","2022/05/28 5:00:00","3","0","100","10313","10312","103","-302","1","2816","1031","0"
"10411","0","0","2022/05/29 5:00:00","3","0","100","10413","10412","104","-245","1","2816","1041","0"
"10511","0","0","2022/05/30 5:00:00","3","0","100","10513","10512","105","-318","1","2816","1051","0"
"10611","0","0","2022/05/31 5:00:00","3","0","100","10613","10612","106","-348","1","2816","1061","1"
"10711","0","0","2022/06/01 5:00:00","4","0","300","10713","10712","107","328","0","2816","1071","0"
"10811","0","0","2022/06/02 5:00:00","4","0","300","10813","10812","108","287","0","2816","1081","0"
"10911","9104203","104201","2022/06/03 5:00:00","4","0","300","10913","10912","109","220","0","2816","1091","0"
"11011","0","0","2022/06/04 5:00:00","4","0","300","11013","11012","110","360","0","2816","1101","0"
"11111","0","0","2022/06/05 5:00:00","4","0","300","11113","11112","111","324","0","2816","1111","0"
"11211","9104003","104001","2022/06/06 5:00:00","4","0","300","11213","11212","112","110","0","2816","1121","0"
"11311","0","0","2022/06/07 5:00:00","4","0","300","11313","11312","113","246","0","2816","1131","0"
"11411","0","0","2022/06/08 5:00:00","4","0","300","11413","11412","114","205","0","2816","1141","0"
"11511","9102103","102101","2022/06/09 5:00:00","4","0","300","11513","11512","115","-70","0","2816","1151","0"
"11611","0","0","2022/06/10 5:00:00","4","0","300","11613","11612","116","334","0","2816","1161","0"
"11711","0","0","2022/06/11 5:00:00","4","0","300","11713","11712","117","280","0","2816","1171","0"
"11811","0","0","2022/06/12 5:00:00","4","0","300","11813","11812","118","164","0","2816","1181","0"
"11911","0","0","2022/06/13 5:00:00","4","0","300","11913","11912","119","123","0","2816","1191","0"
"12011","0","0","2022/06/14 5:00:00","4","0","300","12013","12012","120","82","0","2816","1201","0"
"12111","0","0","2022/06/15 5:00:00","4","0","300","12113","12112","121","122","0","2816","1211","0"
"12211","0","0","2022/06/16 5:00:00","4","0","300","12213","12212","122","92","0","2816","1221","0"
"12311","9106303","106301","2022/06/17 5:00:00","4","0","300","12313","12312","123","-100","0","2816","1231","0"
"12411","0","0","2022/06/18 5:00:00","4","0","300","12413","12412","124","41","0","2816","1241","0"
"12511","0","0","2022/06/19 5:00:00","4","0","300","12513","12512","125","0","0","2816","1251","0"
"12611","0","0","2022/06/20 5:00:00","4","0","300","12613","12612","126","70","0","2816","1261","0"
"12711","0","0","2022/06/21 5:00:00","4","0","300","12713","12712","127","31","0","2816","1271","0"
"12811","0","0","2022/06/22 5:00:00","4","0","300","12813","12812","128","-41","0","2816","1281","0"
"12911","0","0","2022/06/23 5:00:00","4","0","300","12913","12912","129","-82","0","2816","1291","0"
"13011","0","0","2022/06/24 5:00:00","4","0","300","13013","13012","130","-123","0","2816","1301","0"
"13111","9106503","106501","2022/06/25 5:00:00","4","0","300","13113","13112","131","-180","0","2816","1311","0"
"13211","0","0","2022/06/26 5:00:00","4","0","300","13213","13212","132","-164","0","2816","1321","0"
"13311","0","0","2022/06/27 5:00:00","4","0","300","13313","13312","133","-205","0","2816","1331","0"
"13411","0","0","2022/06/28 5:00:00","4","0","300","13413","13412","134","-246","0","2816","1341","0"
"13511","0","0","2022/06/29 5:00:00","4","0","300","13513","13512","135","-287","0","2816","1351","0"
"13611","0","0","2022/06/30 5:00:00","4","0","300","13613","13612","136","-370","0","2816","1361","1"
"13711","0","0","2022/07/01 5:00:00","5","0","400","13713","13712","137","357","3","2816","1371","0"
"13811","0","0","2022/07/02 5:00:00","5","0","400","13813","13812","138","319","3","2816","1381","0"
"13911","0","0","2022/07/03 5:00:00","5","0","400","13913","13912","139","330","3","2816","1391","0"
"14011","0","0","2022/07/04 5:00:00","5","0","400","14013","14012","140","305","3","2816","1401","0"
"14111","9100903","100901","2022/07/05 5:00:00","5","0","400","14113","14112","141","310","3","2816","1411","0"
"14211","0","0","2022/07/06 5:00:00","5","0","400","14213","14212","142","282","3","2816","1421","0"
"14311","9101703","101701","2022/07/07 5:00:00","5","0","400","14313","14312","143","133","3","2816","1431","0"
"14411","0","0","2022/07/08 5:00:00","5","0","400","14413","14412","144","246","3","2816","1441","0"
"14511","0","0","2022/07/09 5:00:00","5","0","400","14513","14512","145","209","3","2816","1451","0"
"14611","0","0","2022/07/10 5:00:00","5","0","400","14613","14612","146","172","3","2816","1461","0"
"14711","9105603","105601","2022/07/11 5:00:00","5","0","400","14713","14712","147","129","3","2816","1471","0"
"14811","0","0","2022/07/12 5:00:00","5","0","400","14813","14812","148","134","3","2816","1481","0"
"14911","0","0","2022/07/13 5:00:00","5","0","400","14913","14912","149","97","3","2816","1491","0"
"15011","0","0","2022/07/14 5:00:00","5","0","400","15013","15012","150","60","3","2816","1501","0"
"15111","0","0","2022/07/15 5:00:00","5","0","400","15113","15112","151","22","3","2816","1511","0"
"15211","0","0","2022/07/16 5:00:00","5","0","400","15213","15212","152","-12","3","2816","1521","0"
"15311","0","0","2022/07/17 5:00:00","5","0","400","15313","15312","153","-49","3","2816","1531","0"
"15411","0","0","2022/07/18 5:00:00","5","0","400","15413","15412","154","-86","3","2816","1541","0"
"15511","0","0","2022/07/19 5:00:00","5","0","400","15513","15512","155","-29","3","2816","1551","0"
"15611","0","0","2022/07/20 5:00:00","5","0","400","15613","15612","156","-55","3","2816","1561","0"
"15711","0","0","2022/07/21 5:00:00","5","0","400","15713","15712","157","-124","3","2816","1571","0"
"15811","0","0","2022/07/22 5:00:00","5","0","400","15813","15812","158","-161","3","2816","1581","0"
"15911","0","0","2022/07/23 5:00:00","5","0","400","15913","15912","159","-199","3","2816","1591","0"
"16011","0","0","2022/07/24 5:00:00","5","0","400","16013","16012","160","-235","3","2816","1601","0"
"16111","9106803","106801","2022/07/25 5:00:00","5","0","400","16113","16112","161","0","3","2816","1611","0"
"16211","0","0","2022/07/26 5:00:00","5","0","400","16213","16212","162","-272","3","2816","1621","0"
"16311","0","0","2022/07/27 5:00:00","5","0","400","16313","16312","163","-309","3","2816","1631","0"
"16411","9105303","105301","2022/07/28 5:00:00","5","0","400","16413","16412","164","-172","3","2816","1641","0"
"16511","0","0","2022/07/29 5:00:00","5","0","400","16513","16512","165","-299","3","2816","1651","0"
"16611","9102703","102701","2022/07/30 5:00:00","5","0","400","16613","16612","166","-233","3","2816","1661","0"
"16711","0","0","2022/07/31 5:00:00","5","0","400","16713","16712","167","-356","3","2816","1671","1"
"16811","0","0","2022/08/01 5:00:00","6","0","400","16813","16812","168","306","3","2816","1681","0"
"16911","0","0","2022/08/02 5:00:00","6","0","400","16913","16912","169","226","3","2816","1691","0"
"17011","0","0","2022/08/03 5:00:00","6","0","400","17013","17012","170","146","3","2816","1701","0"
"17111","0","0","2022/08/04 5:00:00","6","0","400","17113","17112","171","66","3","2816","1711","0"
"17211","0","0","2022/08/05 5:00:00","6","0","400","17213","17212","172","-14","3","2816","1721","0"
"17311","0","0","2022/08/06 5:00:00","6","0","400","17313","17312","173","-94","3","2816","1731","0"
"17411","9110803","110801","2022/08/07 5:00:00","6","0","400","17413","17412","174","270","3","2816","1741","0"
"17511","0","0","2022/08/08 5:00:00","6","0","400","17513","17512","175","-174","3","2816","1751","0"
"17611","9104303","104301","2022/08/09 5:00:00","6","0","400","17613","17612","176","55","3","2816","1761","0"
"17711","9100403","100401","2022/08/10 5:00:00","6","0","400","17713","17712","177","50","3","2816","1771","0"
"17811","9103703","103701","2022/08/11 5:00:00","6","0","400","17813","17812","178","-120","3","2816","1781","0"
"17821","9106103","106101","2022/08/11 5:00:00","6","0","400","17823","17822","179","-210","3","2816","1782","0"
"17911","0","0","2022/08/12 5:00:00","6","0","400","17913","17912","180","-254","3","2816","1791","0"
"18011","0","0","2022/08/13 5:00:00","6","0","400","18013","18012","181","-369","3","2816","1801","1"
"18111","9101803","101801","2022/08/14 5:00:00","7","0","400","18113","18112","182","295","3","2816","1811","0"
"18211","0","0","2022/08/15 5:00:00","7","0","400","18213","18212","183","326","3","2816","1821","0"
"18311","0","0","2022/08/16 5:00:00","7","0","400","18313","18312","184","271","3","2816","1831","0"
"18411","0","0","2022/08/17 5:00:00","7","0","400","18413","18412","185","216","3","2816","1841","0"
"18511","0","0","2022/08/18 5:00:00","7","0","400","18513","18512","186","161","3","2816","1851","0"
"18611","0","0","2022/08/19 5:00:00","7","0","400","18613","18612","187","106","3","2816","1861","0"
"18711","0","0","2022/08/20 5:00:00","7","0","400","18713","18712","188","51","3","2816","1871","0"
"18811","9101303","101301","2022/08/21 5:00:00","7","0","400","18813","18812","189","150","3","2816","1881","0"
"18911","0","0","2022/08/22 5:00:00","7","0","400","18913","18912","190","-4","3","2816","1891","0"
"19011","0","0","2022/08/23 5:00:00","7","0","400","19013","19012","191","-59","3","2816","1901","0"
"19111","0","0","2022/08/24 5:00:00","7","0","400","19113","19112","192","-114","3","2816","1911","0"
"19211","9101103","101101","2022/08/25 5:00:00","7","0","400","19213","19212","193","5","3","2816","1921","0"
"19311","0","0","2022/08/26 5:00:00","7","0","400","19313","19312","194","-169","3","2816","1931","0"
"19411","9100103","100101","2022/08/27 5:00:00","7","0","400","19413","19412","195","-130","3","2816","1941","0"
"19511","0","0","2022/08/28 5:00:00","7","0","400","19513","19512","196","-224","3","2816","1951","0"
"19611","0","0","2022/08/29 5:00:00","7","0","400","19613","19612","197","-279","3","2816","1961","0"
"19711","0","0","2022/08/30 5:00:00","7","0","400","19713","19712","198","-369","3","2816","1971","0"
"19811","9103003","103001","2022/08/31 5:00:00","7","0","400","19813","19812","199","-250","3","2816","1981","1"
"19911","0","0","2022/09/01 5:00:00","8","0","500","19913","19912","200","571","0","2816","1991","0"
"20011","9106003","106001","2022/09/02 5:00:00","8","0","500","20013","20012","201","480","0","2816","2001","0"
"20111","0","0","2022/09/03 5:00:00","8","0","500","20113","20112","202","516","0","2816","2011","0"
"20211","0","0","2022/09/04 5:00:00","8","0","500","20213","20212","203","461","0","2816","2021","0"
"20311","9101503","101501","2022/09/05 5:00:00","8","0","500","20313","20312","204","390","0","2816","2031","0"
"20411","0","0","2022/09/06 5:00:00","8","0","500","20413","20412","205","406","0","2816","2041","0"
"20511","9105403","105401","2022/09/07 5:00:00","8","0","500","20513","20512","206","340","0","2816","2051","0"
"20611","0","0","2022/09/08 5:00:00","8","0","500","20613","20612","207","351","0","2816","2061","0"
"20711","0","0","2022/09/09 5:00:00","8","0","500","20713","20712","208","296","0","2816","2071","0"
"20811","0","0","2022/09/10 5:00:00","8","0","500","20813","20812","209","241","0","2816","2081","0"
"20911","0","0","2022/09/11 5:00:00","8","0","500","20913","20912","210","186","0","2816","2091","0"
"21011","9118503","118501","2022/09/12 5:00:00","8","0","500","21013","21012","211","170","0","2816","2101","0"
"21111","0","0","2022/09/13 5:00:00","8","0","500","21113","21112","212","131","0","2816","2111","0"
"21211","0","0","2022/09/14 5:00:00","8","0","500","21213","21212","213","76","0","2816","2121","0"
"21311","9110903","110901","2022/09/15 5:00:00","8","0","500","21313","21312","214","50","0","2816","2131","0"
"21411","0","0","2022/09/16 5:00:00","8","0","500","21413","21412","215","21","0","2816","2141","0"
"21511","0","0","2022/09/17 5:00:00","8","0","500","21513","21512","216","-34","0","2816","2151","0"
"21611","0","0","2022/09/18 5:00:00","8","0","500","21613","21612","217","-89","0","2816","2161","0"
"21711","9118003","118001","2022/09/19 5:00:00","8","0","500","21713","21712","218","-120","0","2816","2171","0"
"21811","0","0","2022/09/20 5:00:00","8","0","500","21813","21812","219","-144","0","2816","2181","0"
"21911","0","0","2022/09/21 5:00:00","8","0","500","21913","21912","220","-199","0","2816","2191","0"
"22011","9101003","101001","2022/09/22 5:00:00","8","0","500","22013","22012","221","-270","0","2816","2201","0"
"22111","0","0","2022/09/23 5:00:00","8","0","500","22113","22112","222","-254","0","2816","2211","0"
"22211","0","0","2022/09/24 5:00:00","8","0","500","22213","22212","223","-309","0","2816","2221","0"
"22311","0","0","2022/09/25 5:00:00","8","0","500","22313","22312","224","-364","0","2816","2231","0"
"22411","0","0","2022/09/26 5:00:00","8","0","500","22413","22412","225","-419","0","2816","2241","0"
"22511","0","0","2022/09/27 5:00:00","8","0","500","22513","22512","226","-474","0","2816","2251","0"
"22611","0","0","2022/09/28 5:00:00","8","0","500","22613","22612","227","-529","0","2816","2261","0"
"22711","9106603","106601","2022/09/29 5:00:00","8","0","500","22713","22712","228","-370","0","2816","2271","0"
"22811","0","0","2022/09/30 5:00:00","8","0","500","22813","22812","229","-579","0","2816","2281","1"
"22911","0","0","2022/10/01 5:00:00","9","0","500","22913","22912","230","383","0","2816","2291","0"
"23011","0","0","2022/10/02 5:00:00","9","0","500","23013","23012","231","339","0","2816","2301","0"
"23111","0","0","2022/10/03 5:00:00","9","0","500","23113","23112","232","296","0","2816","2311","0"
"23211","9102803","102801","2022/10/04 5:00:00","9","0","500","23213","23212","233","290","0","2816","2321","0"
"23311","0","0","2022/10/05 5:00:00","9","0","500","23313","23312","234","253","0","2816","2331","0"
"23411","0","0","2022/10/06 5:00:00","9","0","500","23413","23412","235","210","0","2816","2341","0"
"23511","0","0","2022/10/07 5:00:00","9","0","500","23513","23512","236","167","0","2816","2351","0"
"23611","0","0","2022/10/08 5:00:00","9","0","500","23613","23612","237","200","0","2816","2361","0"
"23711","0","0","2022/10/09 5:00:00","9","0","500","23713","23712","238","180","0","2816","2371","0"
"23811","9100803","100801","2022/10/10 5:00:00","9","0","500","23813","23812","239","130","0","2816","2381","0"
"23911","0","0","2022/10/11 5:00:00","9","0","500","23913","23912","240","125","0","2816","2391","0"
"24011","0","0","2022/10/12 5:00:00","9","0","500","24013","24012","241","83","0","2816","2401","0"
"24111","0","0","2022/10/13 5:00:00","9","0","500","24113","24112","242","100","0","2816","2411","0"
"24211","0","0","2022/10/14 5:00:00","9","0","500","24213","24212","243","80","0","2816","2421","0"
"24311","0","0","2022/10/15 5:00:00","9","0","500","24313","24312","244","41","0","2816","2431","0"
"24411","0","0","2022/10/16 5:00:00","9","0","500","24413","24412","245","-1","0","2816","2441","0"
"24511","0","0","2022/10/17 5:00:00","9","0","500","24513","24512","246","-43","0","2816","2451","0"
"24611","0","0","2022/10/18 5:00:00","9","0","500","24613","24612","247","10","0","2816","2461","0"
"24711","0","0","2022/10/19 5:00:00","9","0","500","24713","24712","248","-10","0","2816","2471","0"
"24811","0","0","2022/10/20 5:00:00","9","0","500","24813","24812","249","-10","0","2816","2481","0"
"24911","0","0","2022/10/21 5:00:00","9","0","500","24913","24912","250","-40","0","2816","2491","0"
"25011","0","0","2022/10/22 5:00:00","9","0","500","25013","25012","251","-85","0","2816","2501","0"
"25111","0","0","2022/10/23 5:00:00","9","0","500","25113","25112","252","-127","0","2816","2511","0"
"25211","9104903","104901","2022/10/24 5:00:00","9","0","500","25213","25212","253","-130","0","2816","2521","0"
"25311","9104703","104701","2022/10/25 5:00:00","9","0","500","25313","25312","254","-270","0","2816","2531","0"
"25411","0","0","2022/10/26 5:00:00","9","0","500","25413","25412","255","-169","0","2816","2541","0"
"25511","0","0","2022/10/27 5:00:00","9","0","500","25513","25512","256","-211","0","2816","2551","0"
"25611","0","0","2022/10/28 5:00:00","9","0","500","25613","25612","257","-253","0","2816","2561","0"
"25711","0","0","2022/10/29 5:00:00","9","0","500","25713","25712","258","-295","0","2816","2571","0"
"25811","0","0","2022/10/30 5:00:00","9","0","500","25813","25812","259","-337","0","2816","2581","0"
"25911","0","0","2022/10/31 5:00:00","9","0","500","25913","25912","260","-379","0","2816","2591","1"
"26011","0","0","2022/11/01 5:00:00","10","0","500","26013","26012","261","600","0","2816","2601","0"
"26111","0","0","2022/11/02 5:00:00","10","0","500","26113","26112","262","560","0","2816","2611","0"
