0702b48fe245c3ba67b800e10acac603a290a4486272b69d55c904f3e318ff88,a453e1535b4519557ece95bcb7f626d84ed05dbf13a30a0227bc5976eeb0c416,f047204c03eab3c1b1c94bc03912abe1654cf961a61c71f0af93f39c3cc824ef,8b3ecbd81a30176905983370aab042729bb2cc276229a4f60b5d628e1b349069,544707d1fddd1779e950a2e8ac8c095a3e86b6bdf39727850cd8cea30a307cb5,a763c6a97fd376399e8c0d21bce34934260c0eed8d6e4f344bf946991cce9f4c,7d1fd35bd42bf15ab375b10c714f7ca6c30bd3f8b87d1141ed52d5c12f299215,d31b6d631ea04b96dfd14f947b9be90827c8e26fc7cd74ae1fb8ebaee94bd112,ece70ebf70b008ec62aef9de69781196d87a66a4e769eb194631a2cdc652594e,4d380083d51c7204991f4f9fbd0aa0f00438990783fea95be67c028c7ca7680c,e866f0b2869e6c0473195aefcde1513aca5fa0700dd867e8456d1d42c63538b9,5c4b9b2d1801d9e33cbc4211b036d3e1548359342c44f160c43738212aa79d91,6c71f13db569cf03a140b9ee6e1f5d25dbea77aaa4c033fa60badab76aee4ec8,7f264febd71c2f953a7750116d6596c3bbe500c13196cc815f2a0fc66fac62fe,0ccb51cb392a11626d9bc465ca50b4e18a068502dae7222c6980d855c708439a,aa5324346cee84f3f1d45c7ba3f5515b105351a420ffaa0ab92496d70ddce2db,c285b0f3821a60f8fd831387a49d44d939e9f758ad6587aae5aee2cea23062c0,66b759238b6133fb6f73ae348fa10f8306ca65e0353aed89b61338a9e3e7dba5,89255af8f823427f485575b97c7477b51564f42395a5a2ae8296a4d89244a26e,14c35c761fd8fd29d2f485ca9538e2107e9a8f98124f918ac5f63a6ef87cc206,de4e023bb57aeaecbe684e65e4d2fa7ae07874844cf76d427942fbf58ddeb5c2,16f744d892a9e2bfc69f388d11250706852ee10309ceab7c520798dbeb6e48bd,e34484c78e5f924f2759c8691a1033640c6fcb7e027c9027d71e818fbfb728e3,9ee1bd246e60a4b2b5d9035ee82cb74df3ebfac5c6054dfe04b3d31ca605c411,31b3af6e9d2180c7a5921fe7fcbb8401bcf91ef5660920a0132824827c59bb99,0e3a9b5e5987286e9d5b2099d18095b117b3c0e39246615bde1d1ed86ead6311,eee09654708e0a23b587203ebe139e63fd333f271e2e9ed9f4aed782e7673296,e9b7a1e654a67a18bf73f743523e1e4c1c0779fdca905b27cb4ec6c0b0c6b67e,58810338d370f561ce54bb175ba6c5a667587d15218b3f8feb09539d223a9198,81e5c9aff704f1abdb936d28327d7a1397062cf59914114356ccbbc36a3babad,6c4e1e74c35789cd12e6434e256273b703f4307e05ca77cef8d2e274ad8a7654,37960317ca5fb101cc8d28c3dbd06cf9c139478bddf0fb3ed35f183e0a72024c,b9b1aa008c785e6737680355bfc3b7779acd02bc309eaa46efbe60d0b9c6b9e6,c78a83b4f09d4a3725028eedc1f411722e3e2c9d6d42cacb8b817d2d8566593a
"1807","0","0","0","1033","1123","1052","11","牧場（エリザベスパーク）","0","0","0","1038","0","0","0","1254","0","0","1026","1235","0","0","0","0","1192","0","1127","1128","1158","1033","0","山の上の牧場ギルド。活動内容はいわゆる牧場で、牛や馬などを飼育している。獣人たちが休暇を過ごすピクニック場や病人の静養地でもある。","0"
"1146","0","0","0","1032","1267","1048","12","メルクリウス財団","0","1251","0","1034","1222","0","0","1268","0","0","1046","1169","0","1809","0","0","1168","0","1079","1080","1144","1032","0","莫大な資金を元手に、さまざまな事業への融資や買収を行っているギルド。悪どい稼ぎ方をしている商売人たちをこらしめるのが、裏の活動目的。","0"
"1132","0","0","0","1056","1009","1051","13","トワイライトキャラバン","0","1237","0","1027","1247","0","0","1131","0","0","1013","1208","1276","1219","0","0","1175","0","1170","1090","1133","1056","1299","とある目的の元に結成された、危険な依頼も請け負う何でも屋ギルド。ほとんどのメンバーが二つ名を持つ、ランドソルで最も危険なギルドとのうわさも。","0"
"1273","0","0","0","1018","1179","1050","14","ルーセント学院","0","0","0","1016","0","0","0","1101","0","0","1083","0","0","0","0","0","1329","0","1190","1100","1214","1018","0","ランドソルに存在する学舎の一つ。ギルド管理協会が運営する公立の教育機関。共学で、通学している生徒の年齢、種族、学力もさまざま。","0"
"1142","0","0","0","1053","1055","1008","15","ヴァイスフリューゲル　ランドソル支部","0","1263","0","1030","1215","0","0","1096","0","0","1045","1191","1270","1252","0","0","1178","0","1095","1176","1130","1053","1332","モニカをギルドマスターとして結成されたギルド。いつも間の抜けた行動で、ピンチを呼び込んではメンバー自らが華麗に解決している。","0"
"0","0","0","0","1110","1162","1108","16","聖テレサ女学院（なかよし部）","0","0","0","1109","0","0","0","1293","0","0","1164","0","0","0","0","0","0","0","1294","1163","1295","1110","0","奨学金審査に通過することを目的として、その達成条件である「親和性の高い共同体」をアピールするためノリで結成された、新感覚の部活風ギルド。","0"
"1318","0","0","0","1067","1165","1065","17","ドラゴンズネスト","0","0","0","1066","0","0","0","1245","0","0","1166","0","0","0","0","0","0","0","1249","1216","1283","1067","0","希少な種族、ドラゴン族の発見と保護を目的に結成。各地の探索などを行なっているが、裏ではギャングとつながっているという黒い噂も絶えないギルド。","0"
"0","0","0","0","1180","0","1280","18","リッチモンド商工会","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1180","0","","0"
"0","0","0","0","1181","1312","1182","19","レイジ・レギオン","0","0","0","1233","0","0","0","1343","0","0","1269","0","0","0","0","0","0","0","0","1311","0","1923","0","","0"
"0","0","0","0","1258","0","1260","20","アルターメイデン","0","0","0","1261","0","0","0","0","0","0","1316","0","0","0","0","0","0","0","0","0","0","1258","0","","0"
"0","0","0","0","1300","0","1301","21","バンディ・シスターズ","0","0","0","1302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1300","0","","0"
"0","0","0","0","1323","0","1324","22","アルケス錬金堂","0","0","0","1325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1323","0","禁断の秘薬を完成させるため奮闘する錬金術ギルド。妄想爆発な天才錬金術師ルイズマリー。クワガタ推しの美女剣士イロハ。怠惰な子ども店長ソノの３人組。","0"
"0","0","0","0","1124","0","1125","100","ニュージェネレーションズ","0","0","0","1126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1124","0","","0"
"0","0","0","0","0","0","0","500","フォレスティエ、牧場（エリザベスパーク）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"0","0","0","0","0","0","0","501","メルクリウス財団、サレンディア救護院","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
