b18da38e93d281f21a3fa73854aa2ed6e920a84ae655d42d8cbce82fbc9a60aa,2c01fb120fb9cc6fb8a07623d178653c07810a921ea8ccbcbc187f31c9c9c5af,4466e6eb2feb30a9f88e7999100fe1950fc9f0cd9bd5d10fc25a6b354004fd72,bbb2387e8d1c56186e9cee4ab9aeb2b46f6bb35d1ab33bcf638fe0d4cac8ba76,e8f8a98e8934a188e955439dd8b1a477a88442125ed52701258337a8c371ab60,5afffc24d4748dad1fbb7175313bf045dbdc34f37ee6256d2fe307b6d13a7420,132fd768f90fcda31e24adc7fe4c27515630a0cce204670a93326b29d16528ad
"1","1","0","312300","0","81005601","1005601"
"1","1","0","312302","0","81005602","1005602"
"1","1","0","310000","0","81003101","1005701"
"1","1","0","310000","0","81003102","1005702"
"1.75","1.75","0","312600","0","100021","1005801"
"1.75","1.75","0","312600","0","100531","1005802"
"1","1","0","312700","0","101821","1005901"
"1","1","0","312700","0","101841","1005902"
"1","1","0","310300","0","81000605","1006001"
"1","1","0","310300","0","81003301","1006002"
"0.65","0.65","-27","312800","0","81006101","1006101"
"0.65","0.65","-27","312800","0","81006102","1006102"
"2.5","2.5","0","310500","0","100021","1006201"
"2.5","2.5","0","310500","0","100531","1006202"
"0.4","0.4","0","310600","0","81003601","1006301"
"0.4","0.4","0","310600","0","81003602","1006302"
"1","1","-30","313200","0","81006401","1006401"
"1","1","-30","313200","0","81006402","1006402"
"1.2","1.2","0","310700","0","81003801","1006501"
"1.2","1.2","0","310700","0","81003802","1006502"
"0.7","0.7","-25","313100","0","81006601","1006601"
"0.7","0.7","-25","313100","0","81006602","1006602"
"1","1","0","310800","0","81004001","1006701"
"1","1","0","310800","0","81004002","1006702"
"1.25","1.25","-26","313300","0","81006801","1006801"
"1.25","1.25","-26","313300","0","81006802","1006802"
"1","1","0","311100","0","81004201","1006901"
"1","1","0","311100","0","81004202","1006902"
"1.25","1.25","-30","314001","0","81007001","1007001"
"1.25","1.25","-30","314002","0","81007002","1007002"
"1","1","0","311300","0","81004401","1007101"
"1","1","0","311300","0","81004402","1007102"
"0.77","0.77","-27","314100","0","81007201","1007201"
"0.77","0.77","-27","314100","0","81007202","1007202"
"1","1","0","311400","0","81004601","1007301"
"1","1","0","311400","0","81004602","1007302"
"1.33","1.33","-33","314200","0","81007401","1007401"
"1.33","1.33","-33","314200","0","81007402","1007402"
"1","1","0","311500","0","81002405","1007501"
"1","1","0","311500","0","81002406","1007502"
"1.7","1.7","-20","314300","0","81007601","1007601"
"1.7","1.7","-20","314300","0","81007602","1007602"
"1.4","1.4","-28","311600","0","81005001","1007701"
"1.4","1.4","-28","311600","0","81005002","1007702"
"1.25","1.25","-33","314400","0","81007801","1007801"
"1.25","1.25","-33","314400","0","81007802","1007802"
"1","1","0","312100","0","81000605","1007901"
"1","1","0","312100","0","81003301","1007902"
"1","1","-20","314500","0","81003006","1008001"
"1","1","-20","314500","0","81008002","1008002"
"1","1","0","312200","0","81003005","1008101"
"1","1","0","312200","0","81003006","1008102"
"1.6","1.6","-25","314600","0","81003205","1008201"
"1.6","1.6","-25","314600","0","81003206","1008202"
"1","1","0","312300","0","81005601","1008301"
"1","1","0","312302","0","81005602","1008302"
"1","1","0","314700","0","100111","1008401"
"1","1","0","314700","0","100431","1008402"
"0.9","0.9","0","314800","0","81008501","1008501"
"0.9","0.9","0","314800","0","81008504","1008502"
"1.75","1.75","0","312600","0","100021","1008601"
"1.75","1.75","0","312600","0","100531","1008602"
"1","1","0","312700","0","101821","1008701"
"1","1","0","312700","0","101841","1008702"
"0.8","0.8","-20","315100","0","81008801","1008801"
"0.8","0.8","-20","315100","0","81008802","1008802"
"0.65","0.65","-27","312800","0","81006101","1008901"
"0.65","0.65","-27","312800","0","81006102","1008902"
"0.85","0.85","-25","315400","0","102994","1009001"
"0.85","0.85","-25","315400","0","102997","1009002"
"1","1","-30","313200","0","81006401","1009101"
"1","1","-30","313200","0","81006402","1009102"
"0.95","0.95","-20","316000","0","103021","1009201"
"0.95","0.95","-20","316000","0","103011","1009202"
"0.7","0.7","-25","313100","0","81006601","1009301"
"0.7","0.7","-25","313100","0","81006602","1009302"
"1.5","1.5","-20","316200","0","102091","1009401"
"1.5","1.5","-20","316200","0","102111","1009402"
"1.25","1.25","-26","313300","0","81006801","1009501"
"1.25","1.25","-26","313300","0","81006802","1009502"
"0.77","0.77","-27","316300","0","102591","1009601"
"0.77","0.77","-27","316300","0","102601","1009602"
"1.25","1.25","-30","314001","0","81007001","1009701"
"1.25","1.25","-30","314002","0","81007002","1009702"
"0.8","0.8","-27","316400","0","81000405","1009801"
"0.8","0.8","-27","316400","0","81000406","1009802"
"0.77","0.77","-27","314100","0","81007201","1009901"
"0.77","0.77","-27","314100","0","81007202","1009902"
"0.95","0.95","-20","316500","0","81010001","1010001"
"0.95","0.95","-20","316500","0","81010002","1010002"
"1.33","1.33","-33","314200","0","81007401","1010101"
"1.33","1.33","-33","314200","0","81007402","1010102"
"0.8","0.8","-27","316700","0","81010201","1010201"
"0.8","0.8","-27","316700","0","81010202","1010202"
"1.7","1.7","-20","314300","0","81007601","1010301"
"1.7","1.7","-20","314300","0","81007602","1010302"
"1","1","-20","318000","0","100091","1010401"
"1","1","-20","318000","0","100381","1010402"
"1.25","1.25","-33","314400","0","81007801","1010501"
"1.25","1.25","-33","314400","0","81007802","1010502"
"1","1","-27","318200","0","101361","1010601"
"1","1","-27","318200","0","102961","1010602"
"1","1","-20","314500","0","81003006","1010701"
"1","1","-20","314500","0","81008002","1010702"
"1.1","1.1","-17","318100","0","81001505","1010801"
"1.1","1.1","-17","318100","0","81010802","1010802"
"1.6","1.6","-25","314600","0","81003205","1010901"
"1.6","1.6","-25","314600","0","81003206","1010902"
"0.7","0.7","-25","318500","0","101581","1011001"
"0.7","0.7","-25","318500","0","103141","1011002"
"0.92","0.92","-28","318600","0","103151","1011101"
"0.92","0.92","-28","318600","0","103161","1011102"
"1","1","0","314700","0","100111","1011201"
"1","1","0","314700","0","100431","1011202"
"0.9","0.9","0","314800","0","81008501","1011301"
"0.9","0.9","0","314800","0","81008504","1011302"
"1.1","1.1","-27","318300","0","81011401","1011401"
"1.1","1.1","-27","318300","0","81011402","1011402"
"0.8","0.8","-20","315100","0","81008801","1011501"
"0.8","0.8","-20","315100","0","81008802","1011502"
"1.18","1.18","0","318800","0","102091","1011601"
"1.18","1.18","0","318800","0","102111","1011602"
"0.85","0.85","-25","315400","0","102994","1011701"
"0.85","0.85","-25","315400","0","102997","1011702"
"1.1","1.1","-25","319100","0","81011801","1011801"
"1.1","1.1","-25","319100","0","81011802","1011802"
"0.95","0.95","-20","316000","0","103021","1011901"
"0.95","0.95","-20","316000","0","103011","1011902"
"1.1","1.1","-17","318900","0","81012001","1012001"
"1.1","1.1","-17","318900","0","81012002","1012002"
"1.5","1.5","-20","316200","0","102091","1012101"
"1.5","1.5","-20","316200","0","102111","1012102"
"1.4","1.4","0","319000","0","81012207","1012201"
"1.4","1.4","0","319000","0","81012208","1012202"
"0.77","0.77","-27","316300","0","102591","1012301"
"0.77","0.77","-27","316300","0","102601","1012302"
"0.77","0.77","-55","319300","0","103051","1012401"
"0.77","0.77","-55","319300","0","102601","1012402"
"0.8","0.8","-27","316400","0","81000405","1012501"
"0.8","0.8","-27","316400","0","81000406","1012502"
"1.18","1.18","-30","319500","0","81012601","1012601"
"1.18","1.18","-30","319500","0","81012602","1012602"
"0.95","0.95","-20","316500","0","81010001","1012701"
"0.95","0.95","-20","316500","0","81010002","1012702"
"1.5","1.5","0","320000","0","101111","1012801"
"1.5","1.5","0","320000","0","101131","1012802"
"0.8","0.8","-27","316700","0","81010201","1012901"
"0.8","0.8","-27","316700","0","81010202","1012902"
"1","1","0","313702","0","81011401","1013001"
"1","1","0","313702","0","81013002","1013002"
"1","1","-20","318000","0","100091","1013101"
"1","1","-20","318000","0","100381","1013102"
"0.7","0.7","-50","320200","0","100941","1013201"
"0.7","0.7","-50","320200","0","100961","1013202"
"0.7","0.7","-50","320200","0","100961","1013203"
"1","1","-27","318200","0","101361","1013301"
"1","1","-27","318200","0","102961","1013302"
"1","1","-27","318200","0","102961","1013303"
"1","1","-50","320300","-20","81013401","1013401"
"1","1","-50","320300","-20","81013402","1013402"
"1","1","-50","320300","-20","81013402","1013403"
"1.1","1.1","-17","318100","0","81001505","1013501"
"1.1","1.1","-17","318100","0","81010802","1013502"
"1.1","1.1","-17","318100","0","81010802","1013503"
"1","1","0","320400","0","81013601","1013601"
"1","1","0","320400","0","81013602","1013602"
"1","1","0","320400","0","81013602","1013603"
"0.65","0.65","10","320500","0","81013701","1013701"
"0.65","0.65","10","320500","0","81013702","1013702"
"0.65","0.65","10","320500","0","81013702","1013703"
"0.7","0.7","-25","318500","0","101581","1013801"
"0.7","0.7","-25","318500","0","103141","1013802"
"0.7","0.7","-25","318500","0","103141","1013803"
"0.9","0.9","0","318600","0","103151","1013901"
"0.9","0.9","0","318600","0","103161","1013902"
"0.9","0.9","0","318600","0","103161","1013903"
"1.2","1.2","-20","320700","0","101951","1014001"
"1.2","1.2","-20","320700","0","101951","1014002"
"1.2","1.2","-20","320700","0","101951","1014003"
"1.1","1.1","-27","318300","0","81011401","1014101"
"1.1","1.1","-27","318300","0","81011402","1014102"
"1.1","1.1","-27","318300","0","81011402","1014103"
"1","1","-10","320900","0","100371","1014201"
"1","1","-10","320900","0","100381","1014202"
"1","1","-10","320900","0","100381","1014203"
"1.18","1.18","0","318800","0","102091","1014301"
"1.18","1.18","0","318800","0","102111","1014302"
"1.18","1.18","0","318800","0","102111","1014303"
"0.75","0.75","-10","321100","0","100021","1014401"
"0.75","0.75","-10","321100","0","100691","1014402"
"0.75","0.75","-10","321100","0","100691","1014403"
"1.1","1.1","-25","319100","0","81011801","1014501"
"1.1","1.1","-25","319100","0","81011802","1014502"
"1.1","1.1","-25","319100","0","81011802","1014503"
"0.85","0.85","-25","321200","0","81014601","1014601"
"0.85","0.85","-25","321200","0","81014602","1014602"
"0.85","0.85","-25","321200","0","81014602","1014603"
"1.1","1.1","-17","318900","0","81012001","1014701"
"1.1","1.1","-17","318900","0","81012002","1014702"
"1.1","1.1","-17","318900","0","81012002","1014703"
"1.1","1.1","-30","321300","0","81014801","1014801"
"1.1","1.1","-30","321300","0","81014802","1014802"
"1.1","1.1","-30","321300","0","81014802","1014803"
"1.4","1.4","0","319000","0","81012207","1014901"
"1.4","1.4","0","319000","0","81012208","1014902"
"1.4","1.4","0","319000","0","81012208","1014903"
"0.91","0.91","-10","321400","0","81015001","1015001"
"0.91","0.91","-10","321400","0","81015001","1015002"
"0.91","0.91","-10","321400","0","81015001","1015003"
"0.77","0.77","-55","319300","0","103051","1015101"
"0.77","0.77","-55","319300","0","102601","1015102"
"0.77","0.77","-55","319300","0","102601","1015103"
"0.61","0.61","0","321700","-20","81015201","1015201"
"0.61","0.61","0","321700","-20","81015202","1015202"
"0.61","0.61","0","321700","-20","81015202","1015203"
"1","1","0","307400","0","81001705","1015301"
"1","1","0","307400","0","81001706","1015302"
"1","1","0","307400","0","81001706","1015303"
"1","1","-10","321800","0","100051","1015401"
"1","1","-10","321800","0","100931","1015402"
"1","1","-10","321800","0","100931","1015403"
"1.18","1.18","-30","319500","0","103311","1015501"
"1.18","1.18","-30","319500","0","103321","1015502"
"1.18","1.18","-30","319500","0","103321","1015503"
"0.73","0.73","13","322100","0","81015601","1015601"
"0.73","0.73","13","322100","0","81015602","1015602"
"0.73","0.73","13","322100","0","81015602","1015603"
"1.5","1.5","0","320000","0","101111","1015701"
"1.5","1.5","0","320000","0","101131","1015702"
"1.5","1.5","0","320000","0","101131","1015703"
"1.5","1.5","-10","322200","0","81003006","1015801"
"1.5","1.5","-10","322200","0","81008002","1015802"
"1.5","1.5","-10","322200","0","81008002","1015803"
"1","1","0","313702","0","81011401","1015901"
"1","1","0","313702","0","81013002","1015902"
"1","1","0","313702","0","81013002","1015903"
"1.33","1.33","-55","322400","-20","81001205","1016001"
"1.33","1.33","-55","322400","-20","81001206","1016002"
"1.33","1.33","-55","322400","-20","81001206","1016003"
"0.7","0.7","-50","320200","0","100941","1016101"
"0.7","0.7","-50","320200","0","100961","1016102"
"0.7","0.7","-50","320200","0","100961","1016103"
"1","1","-50","320300","-20","81013401","1016301"
"1","1","-50","320300","-20","81013402","1016302"
"1","1","-50","320300","-20","81013402","1016303"
"1","1","0","320400","0","81013601","1016401"
"1","1","0","320400","0","81013602","1016402"
"1","1","0","320400","0","81013602","1016403"
"0.65","0.65","10","320500","0","81013701","1016501"
"0.65","0.65","10","320500","0","81013702","1016502"
"0.65","0.65","10","320500","0","81013702","1016503"
"1.2","1.2","-20","320700","0","101951","1016601"
"1.2","1.2","-20","320700","0","101951","1016602"
"1.2","1.2","-20","320700","0","101951","1016603"
"1","1","-10","320900","0","100371","1016701"
"1","1","-10","320900","0","100381","1016702"
"1","1","-10","320900","0","100381","1016703"
"0.75","0.75","-10","321100","0","100021","1016801"
"0.75","0.75","-10","321100","0","100691","1016802"
"0.75","0.75","-10","321100","0","100691","1016803"
"0.85","0.85","-25","321200","0","81014601","1016901"
"0.85","0.85","-25","321200","0","81014602","1016902"
"0.85","0.85","-25","321200","0","81014602","1016903"
"1.1","1.1","-30","321300","0","81014801","1017001"
"1.1","1.1","-30","321300","0","81014802","1017002"
"1.1","1.1","-30","321300","0","81014802","1017003"
"0.91","0.91","-10","321400","0","81015001","1017101"
"0.91","0.91","-10","321400","0","81015001","1017102"
"0.91","0.91","-10","321400","0","81015001","1017103"
"0.61","0.61","0","321700","-20","81015201","1017201"
"0.61","0.61","0","321700","-20","81015202","1017202"
"0.61","0.61","0","321700","-20","81015202","1017203"
"1","1","-10","321800","0","100051","1017301"
"1","1","-10","321800","0","100931","1017302"
"1","1","-10","321800","0","100931","1017303"
"2.5","2.5","0","310500","0","100021","1017401"
"2.5","2.5","0","310500","0","100531","1017402"
"2.5","2.5","0","310500","0","100531","1017403"
"0.4","0.4","0","310600","0","81003601","1017501"
"0.4","0.4","0","310600","0","81003602","1017502"
"0.4","0.4","0","310600","0","81003602","1017503"
"0.73","0.73","13","322100","0","81015601","1017601"
"0.73","0.73","13","322100","0","81015602","1017602"
"0.73","0.73","13","322100","0","81015602","1017603"
"1.5","1.5","-10","322200","0","81003006","1017701"
"1.5","1.5","-10","322200","0","81008002","1017702"
"1.5","1.5","-10","322200","0","81008002","1017703"
