a60e5c1a8bcd63f6dec3b263c67ee56bc469ff88106facc29a7a1dd04acd13f8,5dcae5a2bdc1631a81d33fb16bc473dc59be9788330509295c326fa95fa66e56,1307fd13d254fbe6d91336ff63b74064b9f4baff700d7cc2bc24a6efa94eb751,effa7e05301d20be36a4f40b2a89ab85518deb047cc3ae23e4a48b9b93450ba4,c02c70520035be985a51f7bd4e7d8841b553fc1e66a1a0babc7055184be2cbed,887edbf5434b5461c5a49a0e1855de7e2910aff94e0b80768dbf4bd6055d6461,1841b977ee94226c5936e413c124280fb4beb2a13ada35d9534e29ce9e6fdb50,b8710183f104230a3b6e058c0e033ec1990a9a0b027d0a3f4b1f08cfb7872699,406a6ade2f00ec92ccd337c78ecf3556514d6421feb5c14043e198598ebe3e1b,4194959e113da5f3285e01d1aa972669280ac8979b8bc013a5e8d723bb8c791f,2235121b014eec09f7ee459d9c22e1eab5b31770c29f8ddee8b4f37733322f1e,24bcb9ec546e2f5bf05003a6cc1a1c3cacb2551961e4d0febffe0c27ebd2887d
"0","4","1","1005802","0","0","100580204","0","0","1.689","4","0"
"327","5","0","1005802","0","1.13","100580205","1","0","0","1","130"
"0","6","1","1005802","0","0","100580206","0","0","2.883","4","0"
"0","7","0","1005802","vo_ske_0202","0","100580207","0","vo_ske","0","2","0"
"119","8","0","1005802","0","1.057","100580208","2","0","0","1","0"
"0","9","1","1005802","0","0","100580209","0","0","1.962","4","0"
"266","10","0","1005802","0","1.166","100580210","2","0","0","1","119"
"0","11","1","1005802","0","0","100580211","0","0","1.747","4","0"
"389","12","0","1005802","0","1.216","100580212","2","0","0","1","266"
"0","13","1","1005802","0","0","100580213","0","0","1.216","4","0"
"272","14","0","1005802","0","1.868","100580214","3","0","0","1","0"
"0","15","1","1005802","0","0","100580215","0","0","3.78","4","0"
"0","16","0","1005802","vo_ske_0203","0","100580216","0","vo_ske","0","2","0"
"90","17","0","1005802","0","0.655","100580217","4","0","0","1","0"
"0","18","1","1005802","0","0","100580218","0","0","1.632","4","0"
"270","19","0","1005802","0","1.586","100580219","4","0","0","1","90"
"0","20","1","1005802","0","0","100580220","0","0","2.357","4","0"
"336","21","0","1005802","0","0.386","100580221","4","0","0","1","270"
"0","22","1","1005802","0","0","100580222","0","0","0.386","4","0"
"110","23","0","1005802","0","0.872","100580223","5","0","0","1","0"
"0","24","1","1005802","0","0","100580224","0","0","3.189","4","0"
"0","25","0","1005802","vo_ske_0204","0","100580225","0","vo_ske","0","2","0"
"241","26","0","1005802","0","1.065","100580226","5","0","0","1","110"
"0","27","1","1005802","0","0","100580227","0","0","1.882","4","0"
"359","28","0","1005802","0","0.888","100580228","5","0","0","1","241"
"0","29","1","1005802","0","0","100580229","0","0","0.888","4","0"
"66","30","0","1005802","0","0.607","100580230","6","0","0","1","0"
"0","31","1","1005802","0","0","100580231","0","0","1.21","4","0"
"158","32","0","1005802","0","0.933","100580232","6","0","0","1","66"
"0","33","1","1005802","0","0","100580233","0","0","2.332","4","0"
"360","34","0","1005802","0","1.649","100580234","6","0","0","1","158"
"0","35","1","1005802","0","0","100580235","0","0","4.223","4","0"
"0","36","0","1005802","vo_ske_0205","0","100580236","0","vo_ske","0","2","0"
"102","37","0","1005802","0","0.349","100580237","7","0","0","1","0"
"0","38","1","1005802","0","0","100580238","0","0","1.46","4","0"
"285","39","0","1005802","0","1.532","100580239","7","0","0","1","102"
"0","40","1","1005802","0","0","100580240","0","0","2.11","4","0"
"336","41","0","1005802","0","0.341","100580241","7","0","0","1","285"
"0","42","1","1005802","0","0","100580242","0","0","0.341","4","0"
"176","43","0","1005802","0","1.202","100580243","8","0","0","1","0"
"0","44","1","1005802","0","0","100580244","0","0","3.101","4","0"
"0","45","0","1005802","vo_ske_0206","0","100580245","0","vo_ske","0","2","0"
"85","46","0","1005802","0","0.706","100580246","9","0","0","1","0"
"0","47","1","1005802","0","0","100580247","0","0","1.796","4","0"
"331","48","0","1005802","0","1.854","100580248","9","0","0","1","85"
"0","49","1","1005802","0","0","100580249","0","0","2.709","4","0"
"139","50","0","1005802","0","1.202","100580250","10","0","0","1","0"
"0","51","1","1005802","0","0","100580251","0","0","3.52","4","0"
"0","52","0","1005802","vo_ske_0207","0","100580252","0","vo_ske","0","2","0"
"228","53","0","1005802","0","0.754","100580253","10","0","0","1","139"
"0","54","1","1005802","0","0","100580254","0","0","1.291","4","0"
"293","55","0","1005802","0","0.505","100580255","10","0","0","1","228"
"0","56","1","1005802","0","0","100580256","0","0","2.624","4","0"
"0","57","0","1005802","vo_ske_0208","0","100580257","0","vo_ske","0","2","0"
"130","58","0","1005802","0","1.061","100580258","11","0","0","1","0"
"0","59","1","1005802","0","0","100580259","0","0","1.6","4","0"
"310","60","0","1005802","0","1.645","100580260","11","0","0","1","130"
"0","61","1","1005802","0","0","100580261","0","0","2.3","4","0"
"240","62","0","1005802","0","1.616","100580262","12","0","0","1","0"
"0","63","1","1005802","0","0","100580263","0","0","3.913","4","0"
"0","64","0","1005802","vo_ske_0209","0","100580264","0","vo_ske","0","2","0"
"128","65","0","1005802","0","1.258","100580265","13","0","0","1","0"
"0","66","1","1005802","0","0","100580266","0","0","3.579","4","0"
"0","67","0","1005802","vo_ske_0210","0","100580267","0","vo_ske","0","2","0"
"250","68","0","1005802","0","1.496","100580268","14","0","0","1","0"
"0","69","1","1005802","0","0","100580269","0","0","3.996","4","0"
"0","1","1","1005803","0","0","100580301","0","0","0.8","4","0"
"0","2","0","1005803","vo_ske_0301","0","100580302","0","vo_ske","0","2","0"
"200","3","0","1005803","0","1.797","100580303","1","0","0","1","0"
"0","4","1","1005803","0","0","100580304","0","0","2.514","4","0"
"304","5","0","1005803","0","0.612","100580305","1","0","0","1","200"
"0","6","1","1005803","0","0","100580306","0","0","0.612","4","0"
"56","7","0","1005803","0","0.464","100580307","2","0","0","1","0"
"0","8","1","1005803","0","0","100580308","0","0","0.889","4","0"
"179","9","0","1005803","0","1.164","100580309","2","0","0","1","56"
"0","10","1","1005803","0","0","100580310","0","0","2.59","4","0"
"0","11","0","1005803","vo_ske_0302","0","100580311","0","vo_ske","0","2","0"
"316","12","0","1005803","0","1.185","100580312","2","0","0","1","179"
"0","13","1","1005803","0","0","100580313","0","0","1.185","4","0"
"137","14","0","1005803","0","0.952","100580314","3","0","0","1","0"
"0","15","1","1005803","0","0","100580315","0","0","1.747","4","0"
"219","16","0","1005803","0","0.961","100580316","3","0","0","1","137"
"0","17","1","1005803","0","0","100580317","0","0","2.398","4","0"
"0","18","0","1005803","vo_ske_0303","0","100580318","0","vo_ske","0","2","0"
"188","19","0","1005803","0","1.401","100580319","4","0","0","1","0"
"0","20","1","1005803","0","0","100580320","0","0","1.935","4","0"
"356","21","0","1005803","0","1.288","100580321","4","0","0","1","188"
"0","22","1","1005803","0","0","100580322","0","0","2.418","4","0"
"0","23","0","1005803","vo_ske_0304","0","100580323","0","vo_ske","0","2","0"
"55","24","0","1005803","0","0.619","100580324","5","0","0","1","0"
"0","25","1","1005803","0","0","100580325","0","0","1.407","4","0"
"333","26","0","1005803","0","2.1","100580326","5","0","0","1","55"
"0","27","1","1005803","0","0","100580327","0","0","4.561","4","0"
"0","28","0","1005803","vo_ske_0305","0","100580328","0","vo_ske","0","2","0"
"280","29","0","1005803","0","2.309","100580329","6","0","0","1","0"
"0","30","1","1005803","0","0","100580330","0","0","3.378","4","0"
"79","31","0","1005803","0","0.664","100580331","7","0","0","1","0"
"0","32","1","1005803","0","0","100580332","0","0","1.555","4","0"
"328","33","0","1005803","0","1.706","100580333","7","0","0","1","79"
"0","34","1","1005803","0","0","100580334","0","0","4.399","4","0"
"0","35","0","1005803","vo_ske_0306","0","100580335","0","vo_ske","0","2","0"
"212","36","0","1005803","0","2.137","100580336","8","0","0","1","0"
"0","37","1","1005803","0","0","100580337","0","0","3.014","4","0"
"340","38","0","1005803","0","0.788","100580338","8","0","0","1","212"
"0","39","1","1005803","0","0","100580339","0","0","2.288","4","0"
"0","40","0","1005803","vo_ske_0307","0","100580340","0","vo_ske","0","2","0"
"267","41","0","1005803","0","2.054","100580341","9","0","0","1","0"
"0","42","1","1005803","0","0","100580342","0","0","2.931","4","0"
"358","43","0","1005803","0","0.801","100580343","9","0","0","1","267"
"0","44","1","1005803","0","0","100580344","0","0","1.48","4","0"
"347","45","0","1005803","0","2.75","100580345","10","0","0","1","0"
"0","46","1","1005803","0","0","100580346","0","0","5.052","4","0"
"0","47","0","1005803","vo_ske_0308","0","100580347","0","vo_ske","0","2","0"
"71","48","0","1005803","0","0.527","100580348","11","0","0","1","0"
"0","49","1","1005803","0","0","100580349","0","0","1.38","4","0"
"247","50","0","1005803","0","1.473","100580350","11","0","0","1","71"
"0","51","1","1005803","0","0","100580351","0","0","1.759","4","0"
"354","52","0","1005803","0","0.68","100580352","11","0","0","1","247"
"0","53","1","1005803","0","0","100580353","0","0","1.838","4","0"
"0","54","0","1005803","vo_ske_0309","0","100580354","0","vo_ske","0","2","0"
"63","55","0","1005803","0","0.477","100580355","12","0","0","1","0"
"0","56","1","1005803","0","0","100580356","0","0","1.108","4","0"
"323","57","0","1005803","0","2.144","100580357","12","0","0","1","63"
"0","58","1","1005803","0","0","100580358","0","0","3.802","4","0"
"0","59","0","1005803","vo_ske_0310","0","100580359","0","vo_ske","0","2","0"
"113","60","0","1005803","0","1.251","100580360","13","0","0","1","0"
"0","61","1","1005803","0","0","100580361","0","0","2.672","4","0"
"197","62","0","1005803","0","0.65","100580362","13","0","0","1","113"
"0","63","1","1005803","0","0","100580363","0","0","1.349","4","0"
"290","64","0","1005803","0","0.589","100580364","13","0","0","1","197"
"0","65","1","1005803","0","0","100580365","0","0","3.089","4","0"
"0","1","1","1005804","0","0","100580401","0","0","0.8","4","0"
"0","2","0","1005804","vo_ske_0401","0","100580402","0","vo_ske","0","2","0"
"186","3","0","1005804","0","1.769","100580403","1","0","0","1","0"
"0","4","1","1005804","0","0","100580404","0","0","3.723","4","0"
"0","5","0","1005804","vo_ske_0402","0","100580405","0","vo_ske","0","2","0"
"70","6","0","1005804","0","0.818","100580406","2","0","0","1","0"
"0","7","1","1005804","0","0","100580407","0","0","1.553","4","0"
"289","8","0","1005804","0","1.87","100580408","2","0","0","1","70"
"0","9","1","1005804","0","0","100580409","0","0","2.537","4","0"
"347","10","0","1005804","0","0.487","100580410","2","0","0","1","289"
"0","11","1","1005804","0","0","100580411","0","0","0.487","4","0"
"101","12","0","1005804","0","0.822","100580412","3","0","0","1","0"
"0","13","1","1005804","0","0","100580413","0","0","2.459","4","0"
"268","14","0","1005804","0","1.696","100580414","3","0","0","1","101"
"0","15","1","1005804","0","0","100580415","0","0","2.551","4","0"
"356","16","0","1005804","0","0.688","100580416","3","0","0","1","268"
"0","17","1","1005804","0","0","100580417","0","0","1.121","4","0"
"221","18","0","1005804","0","1.807","100580418","4","0","0","1","0"
"0","19","1","1005804","0","0","100580419","0","0","4.87","4","0"
"0","20","0","1005804","vo_ske_0403","0","100580420","0","vo_ske","0","2","0"
"101","21","0","1005804","0","0.78","100580421","5","0","0","1","0"
"0","22","1","1005804","0","0","100580422","0","0","2.288","4","0"
"324","23","0","1005804","0","1.497","100580423","5","0","0","1","101"
"0","24","1","1005804","0","0","100580424","0","0","3.177","4","0"
"0","25","0","1005804","vo_ske_0404","0","100580425","0","vo_ske","0","2","0"
"102","26","0","1005804","0","0.729","100580426","6","0","0","1","0"
"0","27","1","1005804","0","0","100580427","0","0","1.799","4","0"
"177","28","0","1005804","0","0.823","100580428","6","0","0","1","102"
"0","29","1","1005804","0","0","100580429","0","0","1.447","4","0"
"275","30","0","1005804","0","0.982","100580430","6","0","0","1","177"
"0","31","1","1005804","0","0","100580431","0","0","1.587","4","0"
"325","32","0","1005804","0","0.639","100580432","6","0","0","1","275"
"0","33","1","1005804","0","0","100580433","0","0","0.639","4","0"
"266","34","0","1005804","0","1.712","100580434","7","0","0","1","0"
"0","35","1","1005804","0","0","100580435","0","0","3.735","4","0"
"0","36","0","1005804","vo_ske_0405","0","100580436","0","vo_ske","0","2","0"
"58","37","0","1005804","0","0.793","100580437","8","0","0","1","0"
"0","38","1","1005804","0","0","100580438","0","0","2.073","4","0"
"80","39","0","1005804","0","0.405","100580439","8","0","0","1","58"
"0","40","1","1005804","0","0","100580440","0","0","1.081","4","0"
"228","41","0","1005804","0","0.962","100580441","8","0","0","1","80"
"0","42","1","1005804","0","0","100580442","0","0","3.994","4","0"
"0","43","0","1005804","vo_ske_0406","0","100580443","0","vo_ske","0","2","0"
"117","44","0","1005804","0","0.869","100580444","9","0","0","1","0"
"0","45","1","1005804","0","0","100580445","0","0","2.298","4","0"
"0","46","0","1005804","vo_ske_0407","0","100580446","0","vo_ske","0","2","0"
"242","47","0","1005804","0","1.07","100580447","9","0","0","1","117"
"0","48","1","1005804","0","0","100580448","0","0","2.401","4","0"
"0","49","0","1005804","vo_ske_0408","0","100580449","0","vo_ske","0","2","0"
"368","50","0","1005804","0","0.939","100580450","9","0","0","1","242"
"0","51","1","1005804","0","0","100580451","0","0","0.939","4","0"
"124","52","0","1005804","0","0.816","100580452","10","0","0","1","0"
"0","53","1","1005804","0","0","100580453","0","0","2.428","4","0"
"0","54","0","1005804","vo_ske_0409","0","100580454","0","vo_ske","0","2","0"
"172","55","0","1005804","0","0.626","100580455","10","0","0","1","124"
"0","56","1","1005804","0","0","100580456","0","0","1.776","4","0"
"360","57","0","1005804","0","1.439","100580457","10","0","0","1","172"
"0","58","1","1005804","0","0","100580458","0","0","1.439","4","0"
"71","59","0","1005804","0","0.447","100580459","11","0","0","1","0"
"0","60","1","1005804","0","0","100580460","0","0","2.012","4","0"
"0","61","0","1005804","vo_ske_0410","0","100580461","0","vo_ske","0","2","0"
"130","62","0","1005804","0","0.504","100580462","11","0","0","1","71"
"0","63","1","1005804","0","0","100580463","0","0","1.659","4","0"
"235","64","0","1005804","0","0.488","100580464","11","0","0","1","130"
"0","65","1","1005804","0","0","100580465","0","0","3.099","4","0"
"0","66","0","1005804","vo_ske_0411","0","100580466","0","vo_ske","0","2","0"
"89","67","0","1005804","0","0.743","100580467","12","0","0","1","0"
"0","68","1","1005804","0","0","100580468","0","0","1.683","4","0"
"319","69","0","1005804","0","2.16","100580469","12","0","0","1","89"
"0","70","1","1005804","0","0","100580470","0","0","3.689","4","0"
"220","71","0","1005804","0","1.846","100580471","13","0","0","1","0"
"0","72","1","1005804","0","0","100580472","0","0","4.239","4","0"
"0","73","0","1005804","vo_ske_0412","0","100580473","0","vo_ske","0","2","0"
"80","74","0","1005804","0","0.584","100580474","14","0","0","1","0"
"0","75","1","1005804","0","0","100580475","0","0","1.837","4","0"
"275","76","0","1005804","0","1.393","100580476","14","0","0","1","80"
"0","77","1","1005804","0","0","100580477","0","0","3.893","4","0"
"0","1","1","1005805","0","0","100580501","0","0","0.8","4","0"
"0","2","0","1005805","vo_ske_0501","0","100580502","0","vo_ske","0","2","0"
"123","3","0","1005805","0","1.013","100580503","1","0","0","1","0"
"0","4","1","1005805","0","0","100580504","0","0","1.598","4","0"
"271","5","0","1005805","0","1.062","100580505","1","0","0","1","123"
"0","6","1","1005805","0","0","100580506","0","0","2.428","4","0"
"0","7","0","1005805","vo_ske_0502","0","100580507","0","vo_ske","0","2","0"
"107","8","0","1005805","0","1.244","100580508","2","0","0","1","0"
"0","9","1","1005805","0","0","100580509","0","0","1.839","4","0"
"357","10","0","1005805","0","1.989","100580510","2","0","0","1","107"
"0","11","1","1005805","0","0","100580511","0","0","3.898","4","0"
"0","12","0","1005805","vo_ske_0503","0","100580512","0","vo_ske","0","2","0"
"188","13","0","1005805","0","1.43","100580513","3","0","0","1","0"
"0","14","1","1005805","0","0","100580514","0","0","1.915","4","0"
"309","15","0","1005805","0","0.906","100580515","3","0","0","1","188"
"0","16","1","1005805","0","0","100580516","0","0","2.75","4","0"
"0","17","0","1005805","vo_ske_0504","0","100580517","0","vo_ske","0","2","0"
"103","18","0","1005805","0","1.11","100580518","4","0","0","1","0"
"0","19","1","1005805","0","0","100580519","0","0","1.656","4","0"
"235","20","0","1005805","0","1.445","100580520","4","0","0","1","103"
"0","21","1","1005805","0","0","100580521","0","0","1.899","4","0"
"326","22","0","1005805","0","0.574","100580522","4","0","0","1","235"
"0","23","1","1005805","0","0","100580523","0","0","2.491","4","0"
"0","24","0","1005805","vo_ske_0505","0","100580524","0","vo_ske","0","2","0"
"167","25","0","1005805","0","1.192","100580525","5","0","0","1","0"
"0","26","1","1005805","0","0","100580526","0","0","1.943","4","0"
"279","27","0","1005805","0","0.864","100580527","5","0","0","1","167"
"0","28","1","1005805","0","0","100580528","0","0","1.47","4","0"
"340","29","0","1005805","0","0.713","100580529","5","0","0","1","279"
"0","30","1","1005805","0","0","100580530","0","0","3.073","4","0"
"0","31","0","1005805","vo_ske_0506","0","100580531","0","vo_ske","0","2","0"
"153","32","0","1005805","0","1.159","100580532","6","0","0","1","0"
"0","33","1","1005805","0","0","100580533","0","0","1.779","4","0"
"391","34","0","1005805","0","1.634","100580534","6","0","0","1","153"
"0","35","1","1005805","0","0","100580535","0","0","5.206","4","0"
"0","36","0","1005805","vo_ske_0507","0","100580536","0","vo_ske","0","2","0"
"183","37","0","1005805","0","1.363","100580537","7","0","0","1","0"
"0","38","1","1005805","0","0","100580538","0","0","2.334","4","0"
"343","39","0","1005805","0","1.128","100580539","7","0","0","1","183"
"0","40","1","1005805","0","0","100580540","0","0","3.267","4","0"
"0","41","0","1005805","vo_ske_0508","0","100580541","0","vo_ske","0","2","0"
"305","42","0","1005805","0","2.341","100580542","8","0","0","1","0"
"0","43","1","1005805","0","0","100580543","0","0","3.817","4","0"
"360","44","0","1005805","0","0.614","100580544","8","0","0","1","305"
"0","45","1","1005805","0","0","100580545","0","0","1.798","4","0"
"286","46","0","1005805","0","1.942","100580546","9","0","0","1","0"
"0","47","1","1005805","0","0","100580547","0","0","4.447","4","0"
"0","48","0","1005805","vo_ske_0509","0","100580548","0","vo_ske","0","2","0"
"108","49","0","1005805","0","0.441","100580549","10","0","0","1","0"
"0","50","1","1005805","0","0","100580550","0","0","1.691","4","0"
"382","51","0","1005805","0","2.177","100580551","10","0","0","1","108"
"0","52","1","1005805","0","0","100580552","0","0","4.215","4","0"
"0","53","0","1005805","vo_ske_0510","0","100580553","0","vo_ske","0","2","0"
"118","54","0","1005805","0","1.116","100580554","11","0","0","1","0"
"0","55","1","1005805","0","0","100580555","0","0","2.252","4","0"
"380","56","0","1005805","0","2.025","100580556","11","0","0","1","118"
"0","57","1","1005805","0","0","100580557","0","0","4.486","4","0"
"0","58","0","1005805","vo_ske_0511","0","100580558","0","vo_ske","0","2","0"
"64","59","0","1005805","0","0.473","100580559","12","0","0","1","0"
"0","60","1","1005805","0","0","100580560","0","0","1.015","4","0"
"164","61","0","1005805","0","0.759","100580561","12","0","0","1","64"
"0","62","1","1005805","0","0","100580562","0","0","2.172","4","0"
"362","63","0","1005805","0","2.606","100580563","13","0","0","1","0"
"0","64","1","1005805","0","0","100580564","0","0","5.313","4","0"
"0","65","0","1005805","vo_ske_0512","0","100580565","0","vo_ske","0","2","0"
"197","66","0","1005805","0","1.072","100580566","14","0","0","1","0"
"0","67","1","1005805","0","0","100580567","0","0","2.416","4","0"
"362","68","0","1005805","0","1.331","100580568","14","0","0","1","197"
"0","69","1","1005805","0","0","100580569","0","0","3.831","4","0"
"0","1","1","1005901","0","0","100590101","0","0","0.8","4","0"
"0","2","0","1005901","vo_ske_0601","0","100590102","0","vo_ske","0","2","0"
"198","3","0","1005901","0","1.86","100590103","1","0","0","1","0"
"0","4","1","1005901","0","0","100590104","0","0","2.5","4","0"
"365","5","0","1005901","0","1.2","100590105","1","0","0","1","198"
"0","6","1","1005901","0","0","100590106","0","0","3.1","4","0"
"0","7","0","1005901","vo_ske_0602","0","100590107","0","vo_ske","0","2","0"
"268","8","0","1005901","0","2.2","100590108","2","0","0","1","0"
"0","9","1","1005901","0","0","100590109","0","0","3.3","4","0"
"356","10","0","1005901","0","0.9","100590110","2","0","0","1","268"
"0","11","1","1005901","0","0","100590111","0","0","1.5","4","0"
"186","12","0","1005901","0","1.5","100590112","3","0","0","1","0"
"0","13","1","1005901","0","0","100590113","0","0","3.7","4","0"
"0","14","0","1005901","vo_ske_0603","0","100590114","0","vo_ske","0","2","0"
"381","15","0","1005901","0","1.5","100590115","3","0","0","1","186"
"0","16","1","1005901","0","0","100590116","0","0","1.5","4","0"
"50","17","0","1005901","0","0.3","100590117","4","0","0","1","0"
"0","18","1","1005901","0","0","100590118","0","0","1.5","4","0"
"132","19","0","1005901","0","0.8","100590119","4","0","0","1","50"
"0","20","1","1005901","0","0","100590120","0","0","1.5","4","0"
"378","21","0","1005901","0","1.9","100590121","4","0","0","1","132"
"0","22","1","1005901","0","0","100590122","0","0","4.5","4","0"
"0","23","0","1005901","vo_ske_0604","0","100590123","0","vo_ske","0","2","0"
"273","24","0","1005901","0","2.3","100590124","5","0","0","1","0"
"0","25","1","1005901","0","0","100590125","0","0","3.3","4","0"
"385","26","0","1005901","0","1.1","100590126","5","0","0","1","273"
"0","27","1","1005901","0","0","100590127","0","0","1.1","4","0"
"223","28","0","1005901","0","1.1","100590128","6","0","0","1","0"
"0","29","1","1005901","0","0","100590129","0","0","3.9","4","0"
"0","30","0","1005901","vo_ske_0605","0","100590130","0","vo_ske","0","2","0"
"76","31","0","1005901","0","0.5","100590131","7","0","0","1","0"
"0","32","1","1005901","0","0","100590132","0","0","1.7","4","0"
"210","33","0","1005901","0","1.2","100590133","7","0","0","1","76"
"0","34","1","1005901","0","0","100590134","0","0","1.9","4","0"
"292","35","0","1005901","0","0.9","100590135","7","0","0","1","210"
"0","36","1","1005901","0","0","100590136","0","0","2.6","4","0"
"0","37","0","1005901","vo_ske_0606","0","100590137","0","vo_ske","0","2","0"
"217","38","0","1005901","0","1.6","100590138","8","0","0","1","0"
"0","39","1","1005901","0","0","100590139","0","0","2","4","0"
"340","40","0","1005901","0","1","100590140","8","0","0","1","217"
"0","41","1","1005901","0","0","100590141","0","0","1","4","0"
"166","42","0","1005901","0","1.3","100590142","9","0","0","1","0"
"0","43","1","1005901","0","0","100590143","0","0","2.2","4","0"
"372","44","0","1005901","0","1.4","100590144","9","0","0","1","166"
"0","45","1","1005901","0","0","100590145","0","0","4","4","0"
"0","46","0","1005901","vo_ske_0607","0","100590146","0","vo_ske","0","2","0"
"115","47","0","1005901","0","1.1","100590147","10","0","0","1","0"
"0","48","1","1005901","0","0","100590148","0","0","1.8","4","0"
"220","49","0","1005901","0","1","100590149","10","0","0","1","115"
"0","50","1","1005901","0","0","100590150","0","0","2.3","4","0"
"366","51","0","1005901","0","1.4","100590151","10","0","0","1","220"
