39a867fd6a26a68e0c6d52298e1f86fb5704019eef34c41922c918e9596f2738,73cf363534c208fb8d07f901b52a15130eb6a4e630be35fdd8114b8e37d5703c,f7edbc222ffdfda44b328b02805cc2d1c40efb94810432512edc6ce6990d1776,574f17aa7f706c46fa94d3c6c54553f92303017beaf4a2f56e098846f31670e7,dd1932d5d01e3470e61113347bf9e5f1381418f9d428993b442efc7398b60f40,bfee307c5293f4e6199a277e7e544ebb229ce260f0153c92ea7973d1f3b7951d,ca507aeb19f20a0fb92bf75ba83ae0f6e98a3c7ef0a84dd5c1dd54acba4fed8a,b40de16dfbe06aae603fa9c11d8b046b95488cc709ffe263ee222112c97bc123,a3b4d1762176620288fddcb4daa03fcf052a48e651c236acdf84bc548f4d2c3e,fb5e50af42e96b3ac5ec09f135693083bd5c0bee7c53bf07cb9dd13488b7113c,8b4ab318b196449f33bac7a640bc54d4082d5a17cffac1051c2467266d7198da,7b05733e474cd13dd7606af237172304b7e7c99706c33b387adfb362b11e2434,64a8640a3445786908ca5812803f6cab663205b9cd08882065883abe020b920e,0094617f7d0ddb0480790ed39b6d35850cd3212a485c7b86492887d8ce630faa
"33","2000","0","41","1","40","0","0","-1","2018/07/20 05:00:00","0","2018/07/25 04:59:59","101","1"
"34","2000","0","32","1","30","0","0","-1","2018/07/25 05:00:00","0","2018/07/31 04:59:59","102","1"
"35","2000","0","42","1","40","0","0","-1","2018/07/25 05:00:00","0","2018/07/31 04:59:59","102","1"
"36","2000","0","34","1","30","0","0","-1","2018/07/31 05:00:00","0","2018/08/10 04:59:59","103","1"
"37","2000","0","44","1","40","0","0","-1","2018/07/31 05:00:00","0","2018/08/10 04:59:59","103","1"
"38","2000","0","45","1","40","0","0","-1","2018/08/10 05:00:00","0","2018/08/21 04:59:59","104","1"
"39","3000","0","34","1","30","0","0","-1","2018/08/15 05:00:00","0","2018/08/21 04:59:59","103","1"
"40","3000","0","44","1","40","0","0","-1","2018/08/15 05:00:00","0","2018/08/21 04:59:59","103","1"
"41","3000","0","31","1","30","0","0","-1","2018/08/21 05:00:00","0","2018/08/25 04:59:59","101","1"
"42","3000","0","41","1","40","0","0","-1","2018/08/21 05:00:00","0","2018/08/25 04:59:59","101","1"
"43","3000","0","32","1","30","0","0","-1","2018/08/25 05:00:00","0","2018/08/31 04:59:59","102","1"
"44","3000","0","42","1","40","0","0","-1","2018/08/25 05:00:00","0","2018/08/31 04:59:59","102","1"
"45","2000","0","34","1","30","0","0","-1","2018/08/31 05:00:00","0","2018/09/10 04:59:59","103","1"
"46","2000","0","44","1","40","0","0","-1","2018/08/31 05:00:00","0","2018/09/10 04:59:59","103","1"
"47","2000","0","45","1","40","0","0","-1","2018/09/10 05:00:00","0","2018/09/20 04:59:59","104","1"
"48","2000","0","31","1","30","0","0","-1","2018/09/20 05:00:00","0","2018/09/25 04:59:59","101","1"
"49","2000","0","41","1","40","0","0","-1","2018/09/20 05:00:00","0","2018/09/25 04:59:59","101","1"
"50","2000","0","32","1","30","0","0","-1","2018/09/25 05:00:00","0","2018/09/30 04:59:59","102","1"
"51","2000","0","42","1","40","0","0","-1","2018/09/25 05:00:00","0","2018/09/30 04:59:59","102","1"
"52","2000","0","34","1","30","0","0","-1","2018/09/30 05:00:00","0","2018/10/10 04:59:59","103","1"
"53","2000","0","44","1","40","0","0","-1","2018/09/30 05:00:00","0","2018/10/10 04:59:59","103","1"
"54","2000","0","45","1","40","0","0","-1","2018/10/10 05:00:00","0","2018/10/21 04:59:59","104","1"
"57","2000","0","31","1","30","0","0","-1","2018/10/21 05:00:00","0","2018/10/26 04:59:59","101","1"
"58","2000","0","41","1","40","0","0","-1","2018/10/21 05:00:00","0","2018/10/26 04:59:59","101","1"
"59","2000","0","32","1","30","0","0","-1","2018/10/26 05:00:00","0","2018/10/31 04:59:59","102","1"
"60","2000","0","42","1","40","0","0","-1","2018/10/26 05:00:00","0","2018/10/31 04:59:59","102","1"
"61","2000","0","34","1","30","0","0","-1","2018/10/31 05:00:00","0","2018/11/10 04:59:59","103","1"
"62","2000","0","44","1","40","0","0","-1","2018/10/31 05:00:00","0","2018/11/10 04:59:59","103","1"
"63","1500","0","151","1","80","0","0","-1","2018/10/31 12:00:00","0","2018/11/14 14:59:59","6004","1"
"64","1500","0","152","1","80","0","0","-1","2018/10/31 12:00:00","0","2018/11/14 14:59:59","6005","1"
"65","2000","0","45","1","40","0","0","-1","2018/11/10 05:00:00","0","2018/11/19 04:59:59","104","1"
"66","2000","0","31","1","30","0","0","-1","2018/11/19 05:00:00","0","2018/11/24 04:59:59","101","1"
"67","2000","0","41","1","40","0","0","-1","2018/11/19 05:00:00","0","2018/11/24 04:59:59","101","1"
"68","2000","0","32","1","30","0","0","-1","2018/11/24 05:00:00","0","2018/11/29 04:59:59","102","1"
"69","2000","0","42","1","40","0","0","-1","2018/11/24 05:00:00","0","2018/11/29 04:59:59","102","1"
"70","2000","0","34","1","30","0","0","-1","2018/11/29 05:00:00","0","2018/12/10 04:59:59","103","1"
"71","2000","0","44","1","40","0","0","-1","2018/11/29 05:00:00","0","2018/12/10 04:59:59","103","1"
"72","1500","0","151","1","80","0","0","-1","2018/11/30 12:00:00","0","2018/12/14 14:59:59","6004","1"
"73","1500","0","152","1","80","0","0","-1","2018/11/30 12:00:00","0","2018/12/14 14:59:59","6005","1"
"74","2000","0","45","1","40","0","0","-1","2018/12/10 05:00:00","0","2018/12/19 04:59:59","104","1"
"75","2000","0","31","1","30","0","0","-1","2018/12/19 05:00:00","0","2018/12/24 04:59:59","101","1"
"76","2000","0","41","1","40","0","0","-1","2018/12/19 05:00:00","0","2018/12/24 04:59:59","101","1"
"77","2000","0","32","1","30","0","0","-1","2018/12/24 05:00:00","0","2018/12/30 04:59:59","102","1"
"78","2000","0","42","1","40","0","0","-1","2018/12/24 05:00:00","0","2018/12/30 04:59:59","102","1"
"79","2000","0","34","1","30","0","0","-1","2018/12/30 05:00:00","0","2019/1/11 04:59:59","103","1"
"80","2000","0","44","1","40","0","0","-1","2018/12/30 05:00:00","0","2019/1/11 04:59:59","103","1"
"81","1500","0","151","1","80","0","0","-1","2018/12/31 12:00:00","0","2019/1/14 14:59:59","6004","1"
"82","1500","0","152","1","80","0","0","-1","2018/12/31 12:00:00","0","2019/1/14 14:59:59","6005","1"
"83","2000","0","45","1","40","0","0","-1","2019/1/11 05:00:00","0","2019/1/21 04:59:59","104","1"
"84","2000","0","31","1","30","0","0","-1","2019/1/15 05:00:00","0","2019/1/22 04:59:59","101","1"
"85","2000","0","41","1","40","0","0","-1","2019/1/15 05:00:00","0","2019/1/22 04:59:59","101","1"
"86","2000","0","32","1","30","0","0","-1","2019/1/22 05:00:00","0","2019/1/27 04:59:59","102","1"
"87","2000","0","42","1","40","0","0","-1","2019/1/22 05:00:00","0","2019/1/27 04:59:59","102","1"
"88","2000","0","31","1","30","0","0","-1","2019/1/27 05:00:00","0","2019/1/31 04:59:59","101","1"
"89","2000","0","41","1","40","0","0","-1","2019/1/27 05:00:00","0","2019/1/31 04:59:59","101","1"
"90","2000","0","34","1","30","0","0","-1","2019/1/31 05:00:00","0","2019/2/11 04:59:59","103","1"
"91","2000","0","44","1","40","0","0","-1","2019/1/31 05:00:00","0","2019/2/11 04:59:59","103","1"
"92","1500","0","151","1","80","0","0","-1","2019/1/31 12:00:00","0","2019/2/14 14:59:59","6004","1"
"93","1500","0","152","1","80","0","0","-1","2019/1/31 12:00:00","0","2019/2/14 14:59:59","6005","1"
"94","2000","0","45","1","40","0","0","-1","2019/2/11 05:00:00","0","2019/2/18 04:59:59","104","1"
"95","3000","0","31","1","30","0","0","-1","2019/02/11 05:00:00","0","2019/02/22 04:59:59","101","1"
"96","3000","0","41","1","40","0","0","-1","2019/02/11 05:00:00","0","2019/02/22 04:59:59","101","1"
"97","3000","0","32","1","30","0","0","-1","2019/02/22 05:00:00","0","2019/02/28 04:59:59","102","1"
"98","3000","0","42","1","40","0","0","-1","2019/02/22 05:00:00","0","2019/02/28 04:59:59","102","1"
"99","2000","0","34","1","30","0","0","-1","2019/2/28 05:00:00","0","2019/3/11 04:59:59","103","1"
"100","2000","0","44","1","40","0","0","-1","2019/2/28 05:00:00","0","2019/3/11 04:59:59","103","1"
"101","1500","0","151","1","80","0","0","-1","2019/2/28 12:00:00","0","2019/3/14 14:59:59","6004","1"
"102","1500","0","152","1","80","0","0","-1","2019/2/28 12:00:00","0","2019/3/14 14:59:59","6005","1"
"103","2000","0","45","1","40","0","0","-1","2019/3/11 05:00:00","0","2019/3/21 04:59:59","104","1"
"104","2000","0","31","1","30","0","0","-1","2019/3/15 05:00:00","0","2019/3/22 04:59:59","101","1"
"105","2000","0","41","1","40","0","0","-1","2019/3/15 05:00:00","0","2019/3/22 04:59:59","101","1"
"106","2000","0","34","1","30","0","0","-1","2019/3/19 05:00:00","0","2019/3/23 04:59:59","103","1"
"107","2000","0","44","1","40","0","0","-1","2019/3/19 05:00:00","0","2019/3/23 04:59:59","103","1"
"108","2000","0","32","1","30","0","0","-1","2019/3/22 05:00:00","0","2019/3/27 04:59:59","102","1"
"109","2000","0","42","1","40","0","0","-1","2019/3/22 05:00:00","0","2019/3/27 04:59:59","102","1"
"110","2000","0","37","1","30","0","0","-1","2019/3/22 05:00:00","0","2019/3/27 04:59:59","109","1"
"111","2000","0","31","1","30","0","0","-1","2019/3/27 05:00:00","0","2019/3/31 04:59:59","101","1"
"112","2000","0","41","1","40","0","0","-1","2019/3/27 05:00:00","0","2019/3/31 04:59:59","101","1"
"113","2000","0","34","1","30","0","0","-1","2019/3/31 05:00:00","0","2019/4/10 04:59:59","103","1"
"114","2000","0","44","1","40","0","0","-1","2019/3/31 05:00:00","0","2019/4/10 04:59:59","103","1"
"115","1500","0","151","1","80","0","0","-1","2019/3/31 12:00:00","0","2019/4/12 20:59:59","6004","1"
"116","1500","0","152","1","80","0","0","-1","2019/3/31 12:00:00","0","2019/4/12 20:59:59","6005","1"
"117","2000","0","31","1","30","0","0","-1","2019/4/10 05:00:00","0","2019/4/13 04:59:59","101","1"
"118","2000","0","41","1","40","0","0","-1","2019/4/10 05:00:00","0","2019/4/13 04:59:59","101","1"
"119","2000","0","45","1","40","0","0","-1","2019/4/10 05:00:00","0","2019/4/20 04:59:59","104","1"
"120","2000","0","37","1","30","0","0","-1","2019/4/13 05:00:00","0","2019/4/17 04:59:59","109","1"
"121","1500","0","251","1","80","0","0","-1","2019/4/15 12:00:00","0","2019/4/22 20:59:59","7004","1"
"122","1500","0","252","1","80","0","0","-1","2019/4/15 12:00:00","0","2019/4/22 20:59:59","7005","1"
"123","2000","0","31","1","30","0","0","-1","2019/4/17 05:00:00","0","2019/4/20 04:59:59","101","1"
"124","2000","0","41","1","40","0","0","-1","2019/4/17 05:00:00","0","2019/4/20 04:59:59","101","1"
"125","2000","0","34","1","30","0","0","-1","2019/4/19 05:00:00","0","2019/4/23 04:59:59","103","1"
"126","2000","0","44","1","40","0","0","-1","2019/4/19 05:00:00","0","2019/4/23 04:59:59","103","1"
"127","2000","0","32","1","30","0","0","-1","2019/4/20 05:00:00","0","2019/4/27 04:59:59","102","1"
"128","2000","0","42","1","40","0","0","-1","2019/4/20 05:00:00","0","2019/4/27 04:59:59","102","1"
"129","3000","0","31","1","30","0","0","-1","2019/04/27 05:00:00","0","2019/05/02 04:59:59","101","1"
"130","3000","0","41","1","40","0","0","-1","2019/04/27 05:00:00","0","2019/05/02 04:59:59","101","1"
"131","2000","0","34","1","30","0","0","-1","2019/04/27 05:00:00","0","2019/05/02 04:59:59","103","1"
"132","2000","0","44","1","40","0","0","-1","2019/04/27 05:00:00","0","2019/05/02 04:59:59","103","1"
"133","3000","0","32","1","30","0","0","-1","2019/05/02 05:00:00","0","2019/05/07 04:59:59","102","1"
"134","3000","0","42","1","40","0","0","-1","2019/05/02 05:00:00","0","2019/05/07 04:59:59","102","1"
"135","2000","0","45","1","40","0","0","-1","2019/05/02 05:00:00","0","2019/05/07 04:59:59","104","1"
"136","2000","0","34","1","30","0","0","-1","2019/05/07 05:00:00","0","2019/05/11 04:59:59","103","1"
"137","2000","0","44","1","40","0","0","-1","2019/05/07 05:00:00","0","2019/05/11 04:59:59","103","1"
"138","1500","0","151","1","80","0","0","-1","2019/04/30 12:00:00","0","2019/05/12 20:59:59","6004","1"
"139","1500","0","152","1","80","0","0","-1","2019/04/30 12:00:00","0","2019/05/12 20:59:59","6005","1"
"140","2000","0","45","1","40","0","0","-1","2019/05/11 05:00:00","0","2019/05/21 04:59:59","104","1"
"141","2000","0","31","1","30","0","0","-1","2019/05/11 05:00:00","0","2019/05/14 04:59:59","101","1"
"142","2000","0","41","1","40","0","0","-1","2019/05/11 05:00:00","0","2019/05/14 04:59:59","101","1"
"143","2000","0","37","1","30","0","0","-1","2019/05/14 05:00:00","0","2019/05/18 04:59:59","109","1"
"144","1500","0","251","1","80","0","0","-1","2019/05/15 12:00:00","0","2019/05/22 20:59:59","7004","1"
"145","1500","0","252","1","80","0","0","-1","2019/05/15 12:00:00","0","2019/05/22 20:59:59","7005","1"
"146","2000","0","34","1","30","0","0","-1","2019/05/17 05:00:00","0","2019/05/22 04:59:59","103","1"
"147","2000","0","44","1","40","0","0","-1","2019/05/17 05:00:00","0","2019/05/22 04:59:59","103","1"
"148","2000","0","31","1","30","0","0","-1","2019/05/18 05:00:00","0","2019/05/25 04:59:59","101","1"
"149","2000","0","41","1","40","0","0","-1","2019/05/18 05:00:00","0","2019/05/25 04:59:59","101","1"
"150","2000","0","32","1","30","0","0","-1","2019/05/25 05:00:00","0","2019/05/31 04:59:59","102","1"
"151","2000","0","42","1","40","0","0","-1","2019/05/25 05:00:00","0","2019/05/31 04:59:59","102","1"
"152","2000","0","34","1","30","0","0","-1","2019/05/31 05:00:00","0","2019/06/11 04:59:59","103","1"
"153","2000","0","44","1","40","0","0","-1","2019/05/31 05:00:00","0","2019/06/11 04:59:59","103","1"
"154","1500","0","151","1","80","0","0","-1","2019/05/31 12:00:00","0","2019/06/14 20:59:59","6004","1"
"155","1500","0","152","1","80","0","0","-1","2019/05/31 12:00:00","0","2019/06/14 20:59:59","6005","1"
"156","2000","0","31","1","30","0","0","-1","2019/06/07 05:00:00","0","2019/06/11 04:59:59","101","1"
"157","2000","0","41","1","40","0","0","-1","2019/06/07 05:00:00","0","2019/06/11 04:59:59","101","1"
"158","2000","0","45","1","40","0","0","-1","2019/06/11 05:00:00","0","2019/06/20 04:59:59","104","1"
"159","2000","0","31","1","30","0","0","-1","2019/06/14 05:00:00","0","2019/06/22 04:59:59","101","1"
"160","2000","0","41","1","40","0","0","-1","2019/06/14 05:00:00","0","2019/06/22 04:59:59","101","1"
"161","1500","0","251","1","80","0","0","-1","2019/06/15 12:00:00","0","2019/06/22 20:59:59","7004","1"
"162","1500","0","252","1","80","0","0","-1","2019/06/15 12:00:00","0","2019/06/22 20:59:59","7005","1"
"163","2000","0","34","1","30","0","0","-1","2019/06/14 05:00:00","0","2019/06/18 04:59:59","103","1"
"164","2000","0","44","1","40","0","0","-1","2019/06/14 05:00:00","0","2019/06/18 04:59:59","103","1"
"165","2000","0","32","1","30","0","0","-1","2019/06/21 05:00:00","0","2019/06/27 04:59:59","102","1"
"166","2000","0","42","1","40","0","0","-1","2019/06/21 05:00:00","0","2019/06/27 04:59:59","102","1"
"167","2000","0","37","1","30","0","0","-1","2019/06/21 05:00:00","0","2019/06/27 04:59:59","109","1"
"168","2000","0","31","1","30","0","0","-1","2019/06/27 05:00:00","0","2019/06/30 04:59:59","101","1"
"169","2000","0","41","1","40","0","0","-1","2019/06/27 05:00:00","0","2019/06/30 04:59:59","101","1"
"170","2000","0","34","1","30","0","0","-1","2019/06/30 05:00:00","0","2019/07/06 04:59:59","103","1"
"171","2000","0","44","1","40","0","0","-1","2019/06/30 05:00:00","0","2019/07/06 04:59:59","103","1"
"172","1500","0","151","1","80","0","0","-1","2019/06/30 12:00:00","0","2019/07/14 20:59:59","6004","1"
"173","1500","0","152","1","80","0","0","-1","2019/06/30 12:00:00","0","2019/07/14 20:59:59","6005","1"
"174","2000","0","31","1","30","0","0","-1","2019/07/6 05:00:00","0","2019/07/11 04:59:59","101","1"
"175","2000","0","41","1","40","0","0","-1","2019/07/6 05:00:00","0","2019/07/11 04:59:59","101","1"
"176","2000","0","37","1","30","0","0","-1","2019/07/11 05:00:00","0","2019/07/15 04:59:59","109","1"
"177","2000","0","45","1","40","0","0","-1","2019/07/11 05:00:00","0","2019/07/21 04:59:59","104","1"
"178","2000","0","34","1","30","0","0","-1","2019/07/14 05:00:00","0","2019/07/23 04:59:59","103","1"
"179","2000","0","44","1","40","0","0","-1","2019/07/14 05:00:00","0","2019/07/23 04:59:59","103","1"
"180","2000","0","31","1","30","0","0","-1","2019/07/15 05:00:00","0","2019/07/22 04:59:59","101","1"
"181","2000","0","41","1","40","0","0","-1","2019/07/15 05:00:00","0","2019/07/22 04:59:59","101","1"
"182","2000","0","32","1","30","0","0","-1","2019/07/22 05:00:00","0","2019/07/28 04:59:59","102","1"
"183","2000","0","42","1","40","0","0","-1","2019/07/22 05:00:00","0","2019/07/28 04:59:59","102","1"
"184","2000","0","37","1","30","0","0","-1","2019/07/25 05:00:00","0","2019/07/28 04:59:59","109","1"
"185","2000","0","31","1","30","0","0","-1","2019/07/28 05:00:00","0","2019/07/31 04:59:59","101","1"
"186","2000","0","41","1","40","0","0","-1","2019/07/28 05:00:00","0","2019/07/31 04:59:59","101","1"
"187","2000","0","34","1","30","0","0","-1","2019/07/31 05:00:00","0","2019/08/6 04:59:59","103","1"
"188","2000","0","44","1","40","0","0","-1","2019/07/31 05:00:00","0","2019/08/6 04:59:59","103","1"
"189","1500","0","251","1","80","0","0","-1","2019/07/15 12:00:00","0","2019/07/22 20:59:59","7004","1"
"190","1500","0","252","1","80","0","0","-1","2019/07/15 12:00:00","0","2019/07/22 20:59:59","7005","1"
"191","1500","0","151","1","80","0","0","-1","2019/07/31 12:00:00","0","2019/08/13 20:59:59","6004","1"
"192","1500","0","152","1","80","0","0","-1","2019/07/31 12:00:00","0","2019/08/13 20:59:59","6005","1"
"193","2000","0","31","1","30","0","0","-1","2019/08/06 05:00:00","0","2019/08/11 04:59:59","101","1"
"194","2000","0","41","1","40","0","0","-1","2019/08/06 05:00:00","0","2019/08/11 04:59:59","101","1"
"195","2000","0","45","1","40","0","0","-1","2019/08/11 05:00:00","0","2019/08/21 04:59:59","104","1"
"196","2000","0","37","1","30","0","0","-1","2019/08/22 05:00:00","0","2019/08/28 04:59:59","109","1"
"197","2000","0","31","1","30","0","0","-1","2019/08/28 05:00:00","0","2019/08/31 04:59:59","101","1"
"198","2000","0","41","1","40","0","0","-1","2019/08/28 05:00:00","0","2019/08/31 04:59:59","101","1"
"199","2000","0","34","1","30","0","0","-1","2019/08/31 05:00:00","0","2019/09/06 04:59:59","103","1"
"200","2000","0","44","1","40","0","0","-1","2019/08/31 05:00:00","0","2019/09/06 04:59:59","103","1"
"201","3000","0","31","1","30","0","0","-1","2019/08/15 05:00:00","0","2019/08/22 04:59:59","101","1"
"202","3000","0","41","1","40","0","0","-1","2019/08/15 05:00:00","0","2019/08/22 04:59:59","101","1"
"203","2000","0","34","1","30","0","0","-1","2019/08/15 05:00:00","0","2019/08/19 04:59:59","103","1"
"204","2000","0","44","1","40","0","0","-1","2019/08/15 05:00:00","0","2019/08/19 04:59:59","103","1"
"205","3000","0","32","1","30","0","0","-1","2019/08/22 05:00:00","0","2019/08/28 04:59:59","102","1"
"206","3000","0","42","1","40","0","0","-1","2019/08/22 05:00:00","0","2019/08/28 04:59:59","102","1"
"207","1500","0","151","1","80","0","0","-1","2019/08/31 12:00:00","0","2019/09/14 20:59:59","6004","1"
"208","1500","0","152","1","80","0","0","-1","2019/08/31 12:00:00","0","2019/09/14 20:59:59","6005","1"
"209","1500","0","251","1","80","0","0","-1","2019/08/15 12:00:00","0","2019/08/22 20:59:59","7004","1"
"210","1500","0","252","1","80","0","0","-1","2019/08/15 12:00:00","0","2019/08/22 20:59:59","7005","1"
"211","1500","0","91","1","100","0","0","-1","2019/08/31 05:00:00","0","2019/09/04 04:59:59","101","1"
"212","1500","0","92","1","100","0","0","-1","2019/08/31 05:00:00","0","2019/09/04 04:59:59","102","1"
"213","1500","0","93","1","100","0","0","-1","2019/08/31 12:00:00","0","2019/09/04 04:59:59","111","1"
"214","1500","0","94","1","100","0","0","-1","2019/08/31 05:00:00","0","2019/09/04 04:59:59","109","1"
"215","1500","0","95","1","100","0","0","-1","2019/08/31 12:00:00","0","2019/09/04 04:59:59","112","1"
"216","1500","0","96","1","100","0","0","-1","2019/08/31 12:00:00","0","2019/09/04 04:59:59","6004","1"
"217","1500","0","97","1","100","0","0","-1","2019/08/31 12:00:00","0","2019/09/04 04:59:59","6005","1"
"220","2000","0","31","1","30","0","0","-1","2019/09/04 05:00:00","0","2019/09/09 04:59:59","101","1"
"221","2000","0","41","1","40","0","0","-1","2019/09/04 05:00:00","0","2019/09/09 04:59:59","101","1"
"222","2000","0","37","1","30","0","0","-1","2019/09/09 05:00:00","0","2019/09/14 04:59:59","109","1"
"223","2000","0","45","1","40","0","0","-1","2019/09/11 05:00:00","0","2019/09/20 04:59:59","104","1"
"224","2000","0","31","1","30","0","0","-1","2019/09/14 05:00:00","0","2019/09/20 04:59:59","101","1"
"225","2000","0","41","1","40","0","0","-1","2019/09/14 05:00:00","0","2019/09/20 04:59:59","101","1"
"226","2000","0","34","1","30","0","0","-1","2019/09/14 05:00:00","0","2019/09/21 04:59:59","103","1"
"227","2000","0","44","1","40","0","0","-1","2019/09/14 05:00:00","0","2019/09/21 04:59:59","103","1"
"228","2000","0","32","1","30","0","0","-1","2019/09/20 05:00:00","0","2019/09/26 04:59:59","102","1"
"229","2000","0","42","1","40","0","0","-1","2019/09/20 05:00:00","0","2019/09/26 04:59:59","102","1"
"230","2000","0","37","1","30","0","0","-1","2019/09/26 05:00:00","0","2019/09/29 04:59:59","109","1"
"231","2000","0","31","1","30","0","0","-1","2019/09/27 05:00:00","0","2019/09/30 04:59:59","101","1"
"232","2000","0","41","1","40","0","0","-1","2019/09/27 05:00:00","0","2019/09/30 04:59:59","101","1"
"233","2000","0","34","1","30","0","0","-1","2019/09/30 05:00:00","0","2019/10/06 04:59:59","103","1"
"234","2000","0","44","1","40","0","0","-1","2019/09/30 05:00:00","0","2019/10/06 04:59:59","103","1"
"235","1500","0","251","1","80","0","0","-1","2019/09/16 12:00:00","0","2019/09/23 20:59:59","7004","1"
"236","1500","0","252","1","80","0","0","-1","2019/09/16 12:00:00","0","2019/09/23 20:59:59","7005","1"
"237","2000","0","38","1","30","0","0","-1","2019/09/09 05:00:00","0","2019/09/14 04:59:59","112","1"
"238","1500","0","151","1","80","0","0","-1","2019/09/30 12:00:00","0","2019/10/14 20:59:59","6004","1"
"239","1500","0","152","1","80","0","0","-1","2019/09/30 12:00:00","0","2019/10/14 20:59:59","6005","1"
"240","2000","0","38","1","30","0","0","-1","2019/09/26 05:00:00","0","2019/09/29 04:59:59","112","1"
