50bcafa3da9e03593dd3c9dc3bf57fd5593d6186c171fa398264a858b5641101,55ac4f1cf3bed5511742978e85d34c9cc9042a526a6e50e855091b9246bc11f1,b8e8a7ae3cc88011cf8625c61d3408ca6706f208046625a2e090be12e0a6b6ca,85a263d7f6dfac05778e04304a0543a831ac50181e3441f18b191f772d4b0827,1713a86eba9c45b9f90788810070310896883daad991e47df7d6c5fdce9b72ad
"25001","2","137","9","100512"
"94002","12","138","1000000","100513"
"20004","2","139","400","100513"
"90008","2","140","1500","100514"
"41000","2","141","1","100515"
"94002","12","142","1000000","100516"
"20004","2","143","500","100516"
"91002","8","144","40","100517"
"90008","2","145","1500","100517"
"94002","12","146","2000000","100518"
"90008","2","147","2000","100518"
"94002","12","148","3000000","100601"
"20004","2","149","300","100601"
"90008","2","150","1000","100602"
"25001","2","151","12","100603"
"94002","12","152","1000000","100604"
"20004","2","153","300","100604"
"90008","2","154","1000","100605"
"25001","2","155","10","100606"
"91002","8","156","40","100607"
"94002","12","157","1000000","100607"
"20004","2","158","300","100607"
"90008","2","159","1000","100608"
"41000","2","160","1","100609"
"25001","2","161","10","100609"
"94002","12","162","1000000","100610"
"20004","2","163","400","100610"
"90008","2","164","1500","100611"
"91002","8","165","40","100612"
"25001","2","166","9","100612"
"94002","12","167","1000000","100613"
"20004","2","168","400","100613"
"90008","2","169","1500","100614"
"41000","2","170","1","100615"
"94002","12","171","1000000","100616"
"20004","2","172","500","100616"
"91002","8","173","40","100617"
"90008","2","174","1500","100617"
"94002","12","175","2000000","100618"
"90008","2","176","2000","100618"
"94002","12","177","3000000","100701"
"20004","2","178","300","100701"
"90008","2","179","1000","100702"
"25001","2","180","12","100703"
"94002","12","181","1000000","100704"
"20004","2","182","300","100704"
"90008","2","183","1000","100705"
"25001","2","184","10","100706"
"91002","8","185","40","100707"
"94002","12","186","1000000","100707"
"20004","2","187","300","100707"
"90008","2","188","1000","100708"
"41000","2","189","1","100709"
"25001","2","190","10","100709"
"94002","12","191","1000000","100710"
"20004","2","192","400","100710"
"90008","2","193","1500","100711"
"91002","8","194","40","100712"
"25001","2","195","9","100712"
"94002","12","196","1000000","100713"
"20004","2","197","400","100713"
"90008","2","198","1500","100714"
"41000","2","199","1","100715"
"94002","12","200","1000000","100716"
"20004","2","201","500","100716"
"91002","8","202","40","100717"
"90008","2","203","1500","100717"
"94002","12","204","2000000","100718"
"90008","2","205","2000","100718"
"94002","12","206","3000000","100801"
"20004","2","207","300","100801"
"90008","2","208","1000","100802"
"25001","2","209","12","100803"
"94002","12","210","1000000","100804"
"20004","2","211","300","100804"
"90008","2","212","1000","100805"
"25001","2","213","10","100806"
"91002","8","214","40","100807"
"94002","12","215","1000000","100807"
"20004","2","216","300","100807"
"90008","2","217","1000","100808"
"41000","2","218","1","100809"
"25001","2","219","10","100809"
"94002","12","220","1000000","100810"
"20004","2","221","400","100810"
"90008","2","222","1500","100811"
"91002","8","223","40","100812"
"25001","2","224","9","100812"
"94002","12","225","1000000","100813"
"20004","2","226","400","100813"
"90008","2","227","1500","100814"
"41000","2","228","1","100815"
"94002","12","229","1000000","100816"
"20004","2","230","500","100816"
"91002","8","231","40","100817"
"90008","2","232","1500","100817"
"94002","12","233","2000000","100818"
"90008","2","234","2000","100818"
"94002","12","235","3000000","100901"
"20004","2","236","300","100901"
"90008","2","237","1000","100902"
"23003","2","238","150","100902"
"25001","2","239","12","100903"
"94002","12","240","1000000","100904"
"20004","2","241","300","100904"
"90008","2","242","1000","100905"
"23003","2","243","150","100905"
"25001","2","244","10","100906"
"91002","8","245","40","100907"
"94002","12","246","1000000","100907"
"20004","2","247","300","100907"
"90008","2","248","1000","100908"
"23003","2","249","200","100908"
"41000","2","250","1","100909"
"25001","2","251","10","100909"
"94002","12","252","1000000","100910"
"20004","2","253","400","100910"
"90008","2","254","1500","100911"
"91002","8","255","40","100912"
"25001","2","256","9","100912"
"94002","12","257","1000000","100913"
"20004","2","258","400","100913"
"90008","2","259","1500","100914"
"41000","2","260","1","100915"
"94002","12","261","1000000","100916"
"20004","2","262","500","100916"
"91002","8","263","40","100917"
"90008","2","264","1500","100917"
"94002","12","265","2000000","100918"
"90008","2","266","2000","100918"
"94002","12","267","3000000","101001"
"20004","2","268","300","101001"
"90008","2","269","1000","101002"
"23003","2","270","150","101002"
"25001","2","271","12","101003"
"94002","12","272","1000000","101004"
"20004","2","273","300","101004"
"90008","2","274","1000","101005"
"23003","2","275","150","101005"
"25001","2","276","10","101006"
"91002","8","277","40","101007"
"94002","12","278","1000000","101007"
"20004","2","279","300","101007"
"90008","2","280","1000","101008"
"23003","2","281","200","101008"
"41000","2","282","1","101009"
"25001","2","283","10","101009"
"94002","12","284","1000000","101010"
"20004","2","285","400","101010"
"90008","2","286","1500","101011"
"91002","8","287","40","101012"
"25001","2","288","9","101012"
"94002","12","289","1000000","101013"
"20004","2","290","400","101013"
"90008","2","291","1500","101014"
"41000","2","292","1","101015"
"94002","12","293","1000000","101016"
"20004","2","294","500","101016"
"91002","8","295","40","101017"
"90008","2","296","1500","101017"
"94002","12","297","2000000","101018"
"90008","2","298","2000","101018"
"94002","12","299","3000000","101101"
"20004","2","300","300","101101"
"90008","2","301","1000","101102"
"23003","2","302","150","101102"
"25001","2","303","12","101103"
"94002","12","304","1000000","101104"
"20004","2","305","300","101104"
"90008","2","306","1000","101105"
"23003","2","307","150","101105"
"25001","2","308","10","101106"
"91002","8","309","40","101107"
"94002","12","310","1000000","101107"
"20004","2","311","300","101107"
"90008","2","312","1000","101108"
"23003","2","313","200","101108"
"41000","2","314","1","101109"
"25001","2","315","10","101109"
"94002","12","316","1000000","101110"
"20004","2","317","400","101110"
"90008","2","318","1500","101111"
"91002","8","319","40","101112"
"25001","2","320","9","101112"
"94002","12","321","1000000","101113"
"20004","2","322","400","101113"
"90008","2","323","1500","101114"
"41000","2","324","1","101115"
"94002","12","325","1000000","101116"
"20004","2","326","500","101116"
"91002","8","327","40","101117"
"90008","2","328","1500","101117"
"94002","12","329","2000000","101118"
"90008","2","330","2000","101118"
"94002","12","331","3000000","101201"
"20004","2","332","300","101201"
"90008","2","333","1000","101202"
"23003","2","334","150","101202"
"25001","2","335","12","101203"
"94002","12","336","1000000","101204"
"20004","2","337","300","101204"
"90008","2","338","1000","101205"
"23003","2","339","150","101205"
"25001","2","340","10","101206"
"91002","8","341","40","101207"
"94002","12","342","1000000","101207"
"20004","2","343","300","101207"
"90008","2","344","1000","101208"
"23003","2","345","200","101208"
"41000","2","346","1","101209"
"25001","2","347","10","101209"
"94002","12","348","1000000","101210"
"20004","2","349","400","101210"
"90008","2","350","1500","101211"
"91002","8","351","40","101212"
"25001","2","352","9","101212"
"94002","12","353","1000000","101213"
"20004","2","354","400","101213"
"90008","2","355","1500","101214"
"41000","2","356","1","101215"
"94002","12","357","1000000","101216"
"20004","2","358","500","101216"
"91002","8","359","40","101217"
"90008","2","360","1500","101217"
"94002","12","361","2000000","101218"
"90008","2","362","2000","101218"
"94002","12","363","3000000","101301"
"20004","2","364","300","101301"
"90008","2","365","1000","101302"
"23003","2","366","150","101302"
"25001","2","367","12","101303"
"94002","12","368","1000000","101304"
"20004","2","369","300","101304"
"90008","2","370","1000","101305"
"23003","2","371","150","101305"
"25001","2","372","10","101306"
"91002","8","373","40","101307"
"94002","12","374","1000000","101307"
"20004","2","375","300","101307"
"90008","2","376","1000","101308"
"23003","2","377","200","101308"
"41000","2","378","1","101309"
"25001","2","379","10","101309"
"94002","12","380","1000000","101310"
"20004","2","381","400","101310"
"90008","2","382","1500","101311"
"91002","8","383","40","101312"
"25001","2","384","9","101312"
"94002","12","385","1000000","101313"
"20004","2","386","400","101313"
"90008","2","387","1500","101314"
"41000","2","388","1","101315"
"94002","12","389","1000000","101316"
"20004","2","390","500","101316"
"91002","8","391","40","101317"
"90008","2","392","1500","101317"
"94002","12","393","2000000","101318"
"90008","2","394","2000","101318"
"94002","12","395","3000000","101401"
"20004","2","396","300","101401"
"90008","2","397","1000","101402"
"23003","2","398","150","101402"
"25001","2","399","12","101403"
"94002","12","400","1000000","101404"
"20004","2","401","300","101404"
"90008","2","402","1000","101405"
"23003","2","403","150","101405"
"25001","2","404","10","101406"
"91002","8","405","40","101407"
"94002","12","406","1000000","101407"
"20004","2","407","300","101407"
"90008","2","408","1000","101408"
"23003","2","409","200","101408"
"41000","2","410","1","101409"
"25001","2","411","10","101409"
"94002","12","412","1000000","101410"
"20004","2","413","400","101410"
"90008","2","414","1500","101411"
"91002","8","415","40","101412"
"25001","2","416","9","101412"
"94002","12","417","1000000","101413"
"20004","2","418","400","101413"
"90008","2","419","1500","101414"
"41000","2","420","1","101415"
"94002","12","421","1000000","101416"
"20004","2","422","500","101416"
"91002","8","423","40","101417"
"90008","2","424","1500","101417"
"94002","12","425","2000000","101418"
"90008","2","426","2000","101418"
"94002","12","427","3000000","101501"
"20004","2","428","300","101501"
"90008","2","429","1000","101502"
"23003","2","430","150","101502"
"25001","2","431","12","101503"
"94002","12","432","1000000","101504"
"20004","2","433","300","101504"
"90008","2","434","1000","101505"
"23003","2","435","150","101505"
"25001","2","436","10","101506"
"91002","8","437","40","101507"
"94002","12","438","1000000","101507"
"20004","2","439","300","101507"
"90008","2","440","1000","101508"
"23003","2","441","200","101508"
"41000","2","442","1","101509"
"25001","2","443","10","101509"
"94002","12","444","1000000","101510"
"20004","2","445","400","101510"
"90008","2","446","1500","101511"
"91002","8","447","40","101512"
"25001","2","448","9","101512"
"94002","12","449","1000000","101513"
"20004","2","450","400","101513"
"90008","2","451","1500","101514"
"41000","2","452","1","101515"
"94002","12","453","1000000","101516"
"20004","2","454","500","101516"
"91002","8","455","40","101517"
"90008","2","456","1500","101517"
"94002","12","457","2000000","101518"
"90008","2","458","2000","101518"
"94002","12","459","3000000","101601"
"20004","2","460","300","101601"
"90008","2","461","1000","101602"
"23003","2","462","150","101602"
"25001","2","463","12","101603"
"94002","12","464","1000000","101604"
"20004","2","465","300","101604"
"90008","2","466","1000","101605"
"23003","2","467","150","101605"
"25001","2","468","10","101606"
"91002","8","469","40","101607"
"94002","12","470","1000000","101607"
"20004","2","471","300","101607"
"90008","2","472","1000","101608"
"23003","2","473","200","101608"
"41000","2","474","1","101609"
"25001","2","475","10","101609"
"94002","12","476","1000000","101610"
"20004","2","477","400","101610"
"90008","2","478","1500","101611"
"91002","8","479","40","101612"
"25001","2","480","9","101612"
"94002","12","481","1000000","101613"
"20004","2","482","400","101613"
"90008","2","483","1500","101614"
"41000","2","484","1","101615"
"94002","12","485","1000000","101616"
"20004","2","486","500","101616"
"91002","8","487","40","101617"
"90008","2","488","1500","101617"
"94002","12","489","2000000","101618"
"90008","2","490","2000","101618"
"94002","12","491","3000000","101701"
"20004","2","492","300","101701"
"90008","2","493","1000","101702"
"23003","2","494","150","101702"
"25001","2","495","12","101703"
"94002","12","496","1000000","101704"
"20004","2","497","300","101704"
"90008","2","498","1000","101705"
"23003","2","499","150","101705"
"25001","2","500","10","101706"
"91002","8","501","40","101707"
"94002","12","502","1000000","101707"
"20004","2","503","300","101707"
"90008","2","504","1000","101708"
"23003","2","505","200","101708"
"41000","2","506","1","101709"
"25001","2","507","10","101709"
"94002","12","508","1000000","101710"
"20004","2","509","400","101710"
"90008","2","510","1500","101711"
"91002","8","511","40","101712"
"25001","2","512","9","101712"
"94002","12","513","1000000","101713"
"20004","2","514","400","101713"
"90008","2","515","1500","101714"
"41000","2","516","1","101715"
"94002","12","517","1000000","101716"
"20004","2","518","500","101716"
"91002","8","519","40","101717"
"90008","2","520","1500","101717"
"94002","12","521","2000000","101718"
"90008","2","522","2000","101718"
"94002","12","523","3000000","101801"
"20004","2","524","300","101801"
"90008","2","525","1000","101802"
"23003","2","526","150","101802"
"25001","2","527","12","101803"
"94002","12","528","1000000","101804"
"20004","2","529","300","101804"
"90008","2","530","1000","101805"
"23003","2","531","150","101805"
"25001","2","532","10","101806"
"91002","8","533","40","101807"
"94002","12","534","1000000","101807"
"20004","2","535","300","101807"
"90008","2","536","1000","101808"
"23003","2","537","200","101808"
"41000","2","538","1","101809"
"25001","2","539","10","101809"
"94002","12","540","1000000","101810"
"20004","2","541","400","101810"
"90008","2","542","1500","101811"
"91002","8","543","40","101812"
"25001","2","544","9","101812"
"94002","12","545","1000000","101813"
"20004","2","546","400","101813"
"90008","2","547","1500","101814"
"41000","2","548","1","101815"
"94002","12","549","1000000","101816"
"20004","2","550","500","101816"
"91002","8","551","40","101817"
"90008","2","552","1500","101817"
"94002","12","553","2000000","101818"
"90008","2","554","2000","101818"
"94002","12","555","3000000","101901"
"20004","2","556","300","101901"
"90008","2","557","1000","101902"
"23003","2","558","150","101902"
"25001","2","559","12","101903"
"94002","12","560","1000000","101904"
"20004","2","561","300","101904"
"90008","2","562","1000","101905"
"23003","2","563","150","101905"
"25001","2","564","10","101906"
"91002","8","565","40","101907"
"94002","12","566","1000000","101907"
"20004","2","567","300","101907"
"90008","2","568","1000","101908"
"23003","2","569","200","101908"
"41000","2","570","1","101909"
"25001","2","571","10","101909"
"94002","12","572","1000000","101910"
"20004","2","573","400","101910"
"90008","2","574","1500","101911"
"91002","8","575","40","101912"
"25001","2","576","9","101912"
"94002","12","577","1000000","101913"
"20004","2","578","400","101913"
"90008","2","579","1500","101914"
"41000","2","580","1","101915"
"94002","12","581","1000000","101916"
"20004","2","582","500","101916"
"91002","8","583","40","101917"
"90008","2","584","1500","101917"
"94002","12","585","2000000","101918"
"90008","2","586","2000","101918"
"94002","12","587","3000000","102001"
"20004","2","588","300","102001"
"90008","2","589","1000","102002"
"23003","2","590","150","102002"
"25001","2","591","12","102003"
"94002","12","592","1000000","102004"
"20004","2","593","300","102004"
"90008","2","594","1000","102005"
"23003","2","595","150","102005"
"25001","2","596","10","102006"
"91002","8","597","40","102007"
"94002","12","598","1000000","102007"
"20004","2","599","300","102007"
"90008","2","600","1000","102008"
"23003","2","601","200","102008"
"41000","2","602","1","102009"
"25001","2","603","10","102009"
"94002","12","604","1000000","102010"
"20004","2","605","400","102010"
"90008","2","606","1500","102011"
"91002","8","607","40","102012"
"25001","2","608","9","102012"
"94002","12","609","1000000","102013"
"20004","2","610","400","102013"
"90008","2","611","1500","102014"
"41000","2","612","1","102015"
"94002","12","613","1000000","102016"
"20004","2","614","500","102016"
"91002","8","615","40","102017"
"90008","2","616","1500","102017"
"94002","12","617","2000000","102018"
"90008","2","618","2000","102018"
"94002","12","619","3000000","102101"
"20004","2","620","300","102101"
"90008","2","621","1000","102102"
"23003","2","622","150","102102"
"25001","2","623","12","102103"
"94002","12","624","1000000","102104"
"20004","2","625","300","102104"
"90008","2","626","1000","102105"
"23003","2","627","150","102105"
"25001","2","628","10","102106"
"91002","8","629","40","102107"
"94002","12","630","1000000","102107"
"20004","2","631","300","102107"
"90008","2","632","1000","102108"
"23003","2","633","200","102108"
"41000","2","634","1","102109"
"25001","2","635","10","102109"
"94002","12","636","1000000","102110"
"20004","2","637","400","102110"
"90008","2","638","1500","102111"
"91002","8","639","40","102112"
"25001","2","640","9","102112"
"94002","12","641","1000000","102113"
"20004","2","642","400","102113"
"90008","2","643","1500","102114"
"41000","2","644","1","102115"
"94002","12","645","1000000","102116"
"20004","2","646","500","102116"
"91002","8","647","40","102117"
"90008","2","648","1500","102117"
"94002","12","649","2000000","102118"
"90008","2","650","2000","102118"
"94002","12","651","3000000","102201"
"20004","2","652","300","102201"
"90008","2","653","1000","102202"
"23003","2","654","150","102202"
"25001","2","655","12","102203"
"94002","12","656","1000000","102204"
"20004","2","657","300","102204"
"90008","2","658","1000","102205"
"23003","2","659","150","102205"
"25001","2","660","10","102206"
"91002","8","661","40","102207"
"94002","12","662","1000000","102207"
"20004","2","663","300","102207"
"90008","2","664","1000","102208"
"23003","2","665","200","102208"
"41000","2","666","1","102209"
"25001","2","667","10","102209"
"94002","12","668","1000000","102210"
"20004","2","669","400","102210"
"90008","2","670","1500","102211"
"91002","8","671","40","102212"
"25001","2","672","9","102212"
"94002","12","673","1000000","102213"
"20004","2","674","400","102213"
"90008","2","675","1500","102214"
"41000","2","676","1","102215"
"94002","12","677","1000000","102216"
"20004","2","678","500","102216"
"91002","8","679","40","102217"
"90008","2","680","1500","102217"
"94002","12","681","2000000","102218"
"90008","2","682","2000","102218"
