e288c889af88fa345fc51b430d1d64f29a72423cf15a1c2cab0cc4d3ebad4bbd,8bd817cdadfa158968d8044e42bb5f631c0337a33dcffe93829cac43f488fb6b,4a72944267ebc860585bfe632e8d76c3769e7c9955fbd8685e5ef10dfea95b27,236f9cb4edfb966ed8f1a269f6df62b3f50155cc28ab1d0d99998f91c0683cb6,09714572dfb275f58d99db66f3e87065254548a24eb9a23e3d4f7ea8102fd631,9497a3a3cb1f7b3f584251a0791e85f6cd187bc9b6a7e04d1bb29b86a201551d,ddaf69678efb70298e5af5c15c7896349ee5570ac1ca9455dc57ba48ba3cc240,bb5112b7d844b8b3f771000bced0a5f9e1cf02f115a0c68fad543045028c0148,57308c9b0e285464d67a19f124cdd1b3065525eac8233293ed38ffc1f4795638,7c3374447993feebd998a4de92ce600bcde3785208441789b318adbe62d3c5b5,dba735ca51f3e0ac86e9f428901f6423d2b81624de3d22ebc47ad9afbb6d8b6a,b553495c9bf292bee81d8c987fb0c6ddc2088d3f93d652991b3ee14d10bb609c
"2","1","107611","10140","0","0","10","0","0","潜水","251","10140252"
"2","1","108011","10140","0","0","20","0","0","潜水","251","10140256"
"2","1","110011","10140","0","0","10","0","0","潜水","251","10140257"
"1","1","110311","10140","0","0","3","0","0","潜水","251","10140259"
"2","1","110411","10140","0","0","10","0","0","潜水","251","10140260"
"2","1","110511","10140","0","0","10","0","0","潜水","251","10140261"
"1","1","113111","10140","0","0","5","0","0","潜水","251","10140263"
"1","1","113211","10140","0","0","5","0","0","潜水","251","10140264"
"2","1","113411","10140","0","0","10","0","0","潜水","251","10140266"
"2","1","113611","10140","0","0","10","0","0","潜水","251","10140268"
"1","1","115711","10140","0","0","5","0","0","潜水","251","10140269"
"2","1","117011","10140","0","0","10","0","0","潜水","251","10140270"
"2","1","117211","10140","0","0","10","0","0","潜水","251","10140272"
"2","1","117311","10140","0","0","10","0","0","潜水","251","10140273"
"2","1","117411","10140","0","0","10","0","0","潜水","251","10140274"
"2","1","122411","10140","0","0","10","0","0","潜水","251","10140275"
"1","1","122511","10140","0","0","5","0","0","潜水","251","10140276"
"2","1","122611","10140","0","0","10","0","0","潜水","251","10140277"
"1","1","126711","10140","0","0","5","0","0","潜水","251","10140282"
"1","1","127011","10140","0","0","5","0","0","潜水","251","10140285"
"2","1","107511","10140","0","0","10","0","0","浮き輪+バタ足（黄）","303","10140301"
"2","1","107611","10140","0","0","15","0","0","浮き輪+バタ足（青）","302","10140302"
"2","1","108011","10140","0","0","20","0","0","浮き輪+バタ足（青）","302","10140306"
"2","1","110011","10140","0","0","10","0","0","浮き輪+バタ足（ピンク）","301","10140307"
"1","1","110311","10140","0","0","3","0","0","浮き輪+バタ足（黄）","303","10140309"
"2","1","110411","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140310"
"2","1","110511","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140311"
"1","1","113111","10140","0","0","5","0","0","浮き輪+バタ足（青）","302","10140313"
"1","1","113211","10140","0","0","5","0","0","浮き輪+バタ足（青）","302","10140314"
"1","1","113311","10140","0","0","5","0","0","浮き輪+バタ足（青）","302","10140315"
"2","1","113411","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140316"
"2","1","113511","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140317"
"2","1","113611","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140318"
"1","1","115711","10140","0","0","5","0","0","浮き輪+バタ足（青）","302","10140319"
"2","1","117011","10140","0","0","10","0","0","浮き輪+バタ足（ピンク）","301","10140320"
"2","1","117111","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140321"
"2","1","117211","10140","0","0","10","0","0","浮き輪+バタ足（黄）","303","10140322"
"2","1","117311","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140323"
"2","1","117411","10140","0","0","10","0","0","浮き輪+バタ足（ピンク）","301","10140324"
"2","1","122411","10140","0","0","10","0","0","浮き輪+バタ足（黄）","303","10140325"
"1","1","122511","10140","0","0","5","0","0","浮き輪+バタ足（青）","302","10140326"
"2","1","122611","10140","0","0","10","0","0","浮き輪+バタ足（ピンク）","301","10140327"
"1","1","122711","10140","0","0","10","0","0","浮き輪+バタ足（青）","302","10140328"
"1","1","122811","10140","0","0","10","0","0","浮き輪+バタ足（黄）","303","10140329"
"1","1","122911","10140","0","0","10","0","0","浮き輪+バタ足（ピンク）","301","10140330"
"1","1","126711","10140","0","0","5","0","0","浮き輪+バタ足（ピンク）","301","10140332"
"2","1","126811","10140","0","0","10","0","0","浮き輪+バタ足（黄）","303","10140333"
"1","1","127011","10140","0","0","5","0","0","浮き輪+バタ足（ピンク）","301","10140335"
"2","1","129411","10140","0","0","10","0","0","浮き輪+バタ足（黄）","303","10140338"
"2","1","129511","10140","0","0","10","0","0","浮き輪+バタ足（ピンク）","301","10140339"
"2","1","107511","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140351"
"2","1","107611","10140","0","0","15","0","0","ビート板+バタ足（青）","352","10140352"
"2","1","108011","10140","0","0","20","0","0","ビート板+バタ足（青）","352","10140356"
"2","1","110011","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140357"
"1","1","110311","10140","0","0","3","0","0","ビート板+バタ足（青）","352","10140359"
"2","1","110411","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140360"
"2","1","110511","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140361"
"1","1","113111","10140","0","0","5","0","0","ビート板+バタ足（青）","352","10140363"
"1","1","113211","10140","0","0","5","0","0","ビート板+バタ足（青）","352","10140364"
"1","1","113311","10140","0","0","5","0","0","ビート板+バタ足（青）","352","10140365"
"2","1","113411","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140366"
"2","1","113511","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140367"
"2","1","113611","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140368"
"1","1","115711","10140","0","0","5","0","0","ビート板+バタ足（青）","352","10140369"
"2","1","117011","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140370"
"2","1","117111","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140371"
"2","1","117211","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140372"
"2","1","117311","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140373"
"2","1","117411","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140374"
"2","1","122411","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140375"
"1","1","122511","10140","0","0","5","0","0","ビート板+バタ足（青）","352","10140376"
"2","1","122611","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140377"
"1","1","122711","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140378"
"1","1","122811","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140379"
"1","1","122911","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140380"
"1","1","126711","10140","0","0","5","0","0","ビート板+バタ足（ピンク）","351","10140382"
"2","1","126811","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140383"
"1","1","127011","10140","0","0","5","0","0","ビート板+バタ足（ピンク）","351","10140385"
"2","1","129411","10140","0","0","10","0","0","ビート板+バタ足（青）","352","10140388"
"2","1","129511","10140","0","0","10","0","0","ビート板+バタ足（ピンク）","351","10140389"
"2","1","107511","10140","0","0","10","0","0","漂う（ノーマル）","401","10140401"
"2","1","107611","10140","0","0","15","0","0","漂う（子供）","402","10140402"
"1","1","107711","10140","0","0","10","0","0","漂う（ノーマル）","401","10140403"
"2","1","108011","10140","0","0","20","0","0","漂う（ノーマル）","401","10140406"
"2","1","110011","10140","0","0","10","0","0","漂う（ノーマル）","401","10140407"
"1","1","110111","10140","0","0","10","0","0","漂う（ノーマル）","401","10140408"
"1","1","110311","10140","0","0","3","0","0","漂う（ノーマル）","401","10140409"
"2","1","110411","10140","0","0","10","0","0","漂う（ノーマル）","401","10140410"
"2","1","110511","10140","0","0","10","0","0","漂う（ノーマル）","401","10140411"
"2","1","110611","10140","0","0","50","0","0","漂う（ノーマル）","401","10140412"
"1","1","113111","10140","0","0","5","0","0","漂う（ノーマル）","401","10140413"
"1","1","113211","10140","0","0","5","0","0","漂う（ノーマル）","401","10140414"
"1","1","113311","10140","0","0","5","0","0","漂う（ノーマル）","401","10140415"
"2","1","113411","10140","0","0","10","0","0","漂う（ノーマル）","401","10140416"
"2","1","113511","10140","0","0","10","0","0","漂う（ノーマル）","401","10140417"
"2","1","113611","10140","0","0","10","0","0","漂う（ノーマル）","401","10140418"
"1","1","115711","10140","0","0","5","0","0","漂う（ノーマル）","401","10140419"
"2","1","117011","10140","0","0","10","0","0","漂う（ノーマル）","401","10140420"
"2","1","117111","10140","0","0","10","0","0","漂う（ノーマル）","401","10140421"
"2","1","117211","10140","0","0","10","0","0","漂う（ノーマル）","401","10140422"
"2","1","117311","10140","0","0","10","0","0","漂う（ノーマル）","401","10140423"
"2","1","117411","10140","0","0","10","0","0","漂う（ノーマル）","401","10140424"
"2","1","122411","10140","0","0","10","0","0","漂う（ノーマル）","401","10140425"
"1","1","122511","10140","0","0","5","0","0","漂う（ノーマル）","401","10140426"
"2","1","122611","10140","0","0","10","0","0","漂う（ノーマル）","401","10140427"
"1","1","122711","10140","0","0","10","0","0","漂う（子供）","402","10140428"
"1","1","122811","10140","0","0","10","0","0","漂う（子供）","402","10140429"
"1","1","122911","10140","0","0","10","0","0","漂う（子供）","402","10140430"
"2","1","126611","10140","0","0","10","0","0","漂う（ノーマル）","401","10140431"
"1","1","126711","10140","0","0","5","0","0","漂う（ノーマル）","401","10140432"
"2","1","126811","10140","0","0","10","0","0","漂う（ノーマル）","401","10140433"
"2","1","126911","10140","0","0","30","0","0","漂う（ノーマル）","401","10140434"
"1","1","127011","10140","0","0","5","0","0","漂う（ノーマル）","401","10140435"
"2","1","127111","10140","0","0","10","0","0","漂う（ノーマル）","401","10140436"
"2","1","129311","10140","0","0","30","0","0","漂う（子供）","402","10140437"
"2","1","129411","10140","0","0","10","0","0","漂う（ノーマル）","401","10140438"
"2","1","129511","10140","0","0","10","0","0","漂う（ノーマル）","401","10140439"
"2","1","107511","10140","0","0","10","0","0","クロール","451","10140451"
"2","1","108011","10140","0","0","20","0","0","クロール","451","10140456"
"2","1","110011","10140","0","0","10","0","0","クロール","451","10140457"
"1","1","110311","10140","0","0","3","0","0","クロール","451","10140459"
"2","1","110411","10140","0","0","10","0","0","クロール","451","10140460"
"2","1","110511","10140","0","0","10","0","0","クロール","451","10140461"
"1","1","113111","10140","0","0","5","0","0","クロール","451","10140463"
"1","1","113211","10140","0","0","5","0","0","クロール","451","10140464"
"2","1","113411","10140","0","0","10","0","0","クロール","451","10140466"
"2","1","113511","10140","0","0","10","0","0","クロール","451","10140467"
"1","1","115711","10140","0","0","5","0","0","クロール","451","10140469"
"2","1","117011","10140","0","0","10","0","0","クロール","451","10140470"
"2","1","117111","10140","0","0","10","0","0","クロール","451","10140471"
"2","1","117211","10140","0","0","10","0","0","クロール","451","10140472"
"2","1","117311","10140","0","0","10","0","0","クロール","451","10140473"
"2","1","117411","10140","0","0","10","0","0","クロール","451","10140474"
"2","1","122411","10140","0","0","10","0","0","クロール","451","10140475"
"1","1","122511","10140","0","0","5","0","0","クロール","451","10140476"
"2","1","122611","10140","0","0","10","0","0","クロール","451","10140477"
"1","1","126711","10140","0","0","5","0","0","クロール","451","10140482"
"2","1","126811","10140","0","0","10","0","0","クロール","451","10140483"
"1","1","127011","10140","0","0","5","0","0","クロール","451","10140485"
"2","1","129411","10140","0","0","10","0","0","クロール","451","10140488"
"2","1","107511","10140","0","0","10","0","0","サーフィン","501","10140501"
"2","1","107911","10140","0","0","20","0","0","サーフィン","501","10140505"
"2","1","108011","10140","0","0","20","0","0","サーフィン","501","10140506"
"2","1","110011","10140","0","0","10","0","0","サーフィン","501","10140507"
"1","1","110311","10140","0","0","3","0","0","サーフィン","501","10140509"
"2","1","110411","10140","0","0","10","0","0","サーフィン","501","10140510"
"2","1","110511","10140","0","0","10","0","0","サーフィン","501","10140511"
"1","1","113111","10140","0","0","5","0","0","サーフィン","501","10140513"
"1","1","113211","10140","0","0","5","0","0","サーフィン","501","10140514"
"1","1","113311","10140","0","0","5","0","0","サーフィン","501","10140515"
"2","1","113411","10140","0","0","10","0","0","サーフィン","501","10140516"
"1","1","115711","10140","0","0","5","0","0","サーフィン","501","10140519"
"2","1","117111","10140","0","0","10","0","0","サーフィン","501","10140521"
"2","1","117211","10140","0","0","10","0","0","サーフィン","501","10140522"
"2","1","117411","10140","0","0","10","0","0","サーフィン","501","10140524"
"2","1","122411","10140","0","0","10","0","0","サーフィン","501","10140525"
"1","1","122511","10140","0","0","5","0","0","サーフィン","501","10140526"
"1","1","122811","10140","0","0","10","0","0","サーフィン","501","10140529"
"1","1","126711","10140","0","0","5","0","0","サーフィン","501","10140532"
"2","1","126811","10140","0","0","10","0","0","サーフィン","501","10140533"
"1","1","127011","10140","0","0","5","0","0","サーフィン","501","10140535"
"2","1","129411","10140","0","0","10","0","0","サーフィン","501","10140538"
"2","1","129511","10140","0","0","10","0","0","サーフィン","501","10140539"
"2","1","107511","10140","0","107811","10","107611","0","ぺコリーヌ / コッコロ / キャル","851","10140851"
"2","1","122411","10140","0","122511","10","122611","0","ヒヨリ / ユイ / レイ","852","10140852"
"2","1","117211","10140","0","117311","10","117411","0","チカ / ノゾミ / ツムギ","853","10140853"
"1","1","122911","10140","0","122811","10","122711","0","ミソギ / ミミ / キョウカ","854","10140854"
"1","1","113411","10140","0","113511","20","0","0","ハツネ / ミサト","855","10140855"
"1","1","110311","10140","0","107711","20","0","0","サレン / スズメ","856","10140856"
"2","1","110411","10140","0","115711","10","110611","110511","マコト / カスミ / マホ / カオリ","857","10140857"
"2","1","126811","10140","0","107911","10","126711","108011","ミフユ / アキノ / タマキ / ユカリ","858","10140858"
"1","1","117011","10140","0","113211","10","113311","113111","エリコ / アンナ / ナナカ / ルカ","859","10140859"
"1","1","110111","10140","0","110011","20","0","0","イオ / スズナ","860","10140860"
"2","1","129311","10140","0","129411","10","129511","0","チエル / ユニ / クロエ","861","10140861"
"1","1","126611","10140","0","126711","20","126811","0","ネネカ / アキノ / ユカリ","862","10140862"
"2","1","127111","10140","0","127011","20","126911","0","シノブ / クウカ / ランファ","863","10140863"
"2","1","107811","10140","0","110011","20","0","0","キャル / スズナ","864","10140864"
"1","1","110311","10140","0","113111","20","0","0","サレン / ルカ","865","10140865"
"1","1","113411","10140","0","115711","20","0","0","ハツネ / カスミ","866","10140866"
"2","1","113211","10140","0","127111","20","0","0","アンナ / シノブ","867","10140867"
"2","1","117011","10140","0","117111","20","0","0","エリコ / シズル","868","10140868"
"2","1","110011","10140","0","110511","20","0","0","スズナ / カオリ","869","10140869"
"2","1","110111","10140","0","127011","20","117111","0","イオ / クウカ / シズル","870","10140870"
"2","1","122511","10140","0","117411","20","0","0","レイ / ツムギ","871","10140871"
"1","1","110311","10140","0","126711","20","0","0","サレン / アキノ","872","10140872"
"2","1","110411","10140","0","115711","20","0","0","マコト / カスミ","873","10140873"
"2","1","122611","10140","0","110411","20","0","0","ユイ / マコト","874","10140874"
"2","1","129411","10140","0","108011","20","0","0","クロエ / ミフユ","875","10140875"
"2","1","129311","10140","0","117111","20","0","0","ユニ / シズル","876","10140876"
"2","1","129511","10140","0","117211","20","117411","117311","チエル / ノゾミ / ツムギ / チカ","877","10140877"
"2","1","129511","10140","0","110611","20","0","0","チエル / マホ","878","10140878"
"2","1","107611","10140","0","122611","20","0","0","コッコロ / ユイ","879","10140879"
"2","1","129311","10140","0","110311","20","0","0","ユニ / サレン","880","10140880"
"2","1","129311","10140","0","113511","20","0","0","ユニ / ミサト","881","10140881"
"2","1","107911","10140","0","108011","20","0","0","タマキ / ミフユ","882","10140882"
"2","1","110411","10140","0","110511","20","115711","122411","マコト / カオリ / カスミ / ヒヨリ","883","10140883"
"2","1","126611","10140","0","107511","20","0","0","ネネカ / ペコリーヌ","884","10140884"
"2","1","107711","10140","0","107611","20","0","0","スズメ / コッコロ","885","10140885"
"1","1","113111","10140","0","122511","20","0","0","ルカ / レイ","886","10140886"
"1","1","107711","10140","0","122711","20","0","0","スズメ / キョウカ","887","10140887"
"1","1","122811","10140","0","0","10","0","0","プールサイドを走るミソギ","889","10140889"
"2","1","107911","10140","0","0","10","0","0","プールサイドを走るタマキ","890","10140890"
"2","1","122411","10140","0","0","10","0","0","バタ足で逆走するヒヨリ","891","10140891"
"2","1","107911","10140","0","0","10","0","0","ボートの上で怖がるタマキ","892","10140892"
"2","1","107811","10140","0","0","10","0","0","ボートの上で怖がるキャル","893","10140893"
"1","1","127011","10140","0","0","5","0","0","クラゲと一緒に流れるクウカ","894","10140894"
"2","1","107811","10140","0","0","10","0","0","浮き輪で流れるキャル","895","10140895"
"2","1","126611","10140","0","0","10","0","0","浮き輪で流れるネネカ","896","10140896"
"1","2","126811","10140","1","0","10","0","0","麦しゅわ飲んでも飲まれるな","901","10140901"
"2","2","126611","10140","1","0","10","0","0","流れる大妃","902","10140902"
"2","2","113211","10140","1","113311","10","0","0","彼女が伝説に着替えたら","903","10140903"
"1","2","122911","10140","1","122811","10","122711","129311","同年代だ、いいね？","904","10140904"
"1","2","117111","10140","1","117011","30","107611","0","流れるオーラ","905","10140905"
"1","2","126911","10140","1","117311","30","0","0","セッション・イン・ザ・プール","906","10140906"
"2","2","127111","10140","1","427111","10","113111","0","水も滴る下心","907","10140907"
"1","2","126911","10140","1","107811","10","0","0","うかぶぺんぽこりん","908","10140908"
"1","2","113611","10140","1","113511","30","113411","0","彼女のドレスコード","909","10140909"
"1","2","107911","10140","1","110511","10","110411","0","商魂、水泡に帰す","910","10140910"
"1","2","122911","10140","1","122811","10","122711","129311","楽しいリトルリリカル一家","911","10140911"
"1","2","127111","10140","1","126911","10","122711","0","おわかりいただけただろうか","912","10140912"
"2","2","127011","10140","1","0","5","0","0","水切りドM","913","10140913"
"1","2","110611","10140","1","110511","20","110411","0","出発！　リゾートクルーズ","914","10140914"
"2","2","107711","10140","1","110311","10","0","0","プールサイド・メイド","915","10140915"
"2","2","113111","10140","1","113311","5","117411","117011","釣り好きのサガ","916","10140916"
"2","2","126711","10140","1","110311","5","0","0","アキノ・ザ・ループ","917","10140917"
"2","2","110111","10140","1","113511","20","0","0","先生だって頑張る子！","918","10140918"
"1","2","117211","10140","1","110011","30","117411","0","キラキラ☆インフルエンサー","919","10140919"
"2","2","115711","10140","1","0","2","0","0","名探偵カスミのメルクリゾート事件簿①","920","10140920"
"2","2","115711","10140","1","0","2","0","0","名探偵カスミのメルクリゾート事件簿②","921","10140921"
"2","2","115711","10140","1","0","2","0","0","名探偵カスミのメルクリゾート事件簿③","922","10140922"
"2","2","115711","10140","1","0","2","0","0","名探偵カスミのメルクリゾート事件簿④","923","10140923"
"1","2","107511","10140","2","107811","30","107611","0","エンジョイリゾート！　美食殿♪","941","10140941"
"2","2","113211","10140","2","127111","10","0","0","あれからの冒険譚","942","10140942"
"2","2","117411","10140","2","122511","10","0","0","魚心わかれば釣心？","943","10140943"
"1","2","107911","10140","2","126811","10","108011","0","STOP！　無許可営業","944","10140944"
"1","2","122611","10140","2","110411","30","117011","0","恋愛トークはご用心？","945","10140945"
"1","2","122411","10140","2","107811","30","107911","0","十猫十色","946","10140946"
"1","2","129511","10140","2","129411","30","129311","0","ほの明るい水の底から","947","10140947"
"2","1","0","10140","0","0","5","0","0","ウキキーのおもちゃ","951","10140951"
"1","1","0","10140","0","0","5","0","0","エルダークラウドのおもちゃ","952","10140952"
