50ead598366b74f505ab99025bc523511296767a9bef7cebd5e05083afae0726,282a1ea678c92bdf2047f5976d542896f9640e24c0c47a5d81ccf8753ced1a86,4d9386d46128d0e205239604731367f4c8f2a743299ef29fc2f93fcdb94a3eb0,0f9e542eceaefd1c480f412ea586926f7adce0912e7fd380819dc7eee811f488,617717901f1b6a128426341c953f1b8232d089cf9cda84e3c5e24bc79dac4476,a71e6726a84322327fcfbc4a8cd6d7c160fe5e7b6e2556ef73cf112d9469a657,b9a996d4bdab5b6209c83670857bd3a58771be9342893ba6a855f0ac46f4697c,7dac878f9dbcd7660cd0811b827dade977b74a50b84e6c841d1b23d3fbf60570,e9fb2748640b61a1a59b1b96c8d91adcc66a2b605c2a6db6c036251f0ac73984,a88f25f295f07b0ef4e34a3e034c544eb82f002281fc122ce278f81e16510edf,c4aa40b173077ed30c966dbb8004f33cb4b962c6a75534e85077cd157d764cfd,5ac013bcef33da809633f5e14cced5b59a350a0702b106dd1690f197582573be,f8a9a63794700bdac0c9ecc8bc4b954bb568339d0316cedf5ffca6573629dd08,531660ebd5642e3bfab1cdc613bc11a6ad482b2eb9f11146722ae3798c9a7d11,186afc9a9899bb5588bb3013708c1f899f70c6d47bed308df585c4b485d36a32
"4113","411","0","0","2816","4112","-438","1","0","0","1","4111","41","100","2022/03/27 5:00:00"
"4213","421","0","0","2816","4212","0","1","0","0","1","4211","42","100","2022/03/28 5:00:00"
"4313","431","0","0","2816","4312","371","2","0","0","2","4311","43","200","2022/03/29 5:00:00"
"4413","441","0","0","2816","4412","343","2","0","0","2","4411","44","200","2022/03/30 5:00:00"
"4513","451","0","0","2816","4512","260","2","105801","9105803","2","4511","45","200","2022/03/31 5:00:00"
"4613","461","0","0","2816","4612","313","2","0","0","2","4611","46","200","2022/04/01 5:00:00"
"4713","471","0","0","2816","4712","285","2","0","0","2","4711","47","200","2022/04/02 5:00:00"
"4813","481","0","0","2816","4812","260","2","102001","9102003","2","4811","48","200","2022/04/03 5:00:00"
"4913","491","0","0","2816","4912","257","2","0","0","2","4911","49","200","2022/04/04 5:00:00"
"5013","501","0","0","2816","5012","173","2","100201","9100203","2","5011","50","200","2022/04/05 5:00:00"
"5113","511","0","0","2816","5112","227","2","0","0","2","5111","51","200","2022/04/06 5:00:00"
"5213","521","0","0","2816","5212","57","2","105501","9105503","2","5211","52","200","2022/04/07 5:00:00"
"5313","531","0","0","2816","5312","197","2","0","0","2","5311","53","200","2022/04/08 5:00:00"
"5413","541","0","0","2816","5412","169","2","0","0","2","5411","54","200","2022/04/09 5:00:00"
"5513","551","0","0","2816","5512","-55","2","101601","9101603","2","5511","55","200","2022/04/10 5:00:00"
"5613","561","0","0","2816","5612","141","2","0","0","2","5611","56","200","2022/04/11 5:00:00"
"5713","571","0","0","2816","5712","111","2","0","0","2","5711","57","200","2022/04/12 5:00:00"
"5813","581","0","0","2816","5812","81","2","0","0","2","5811","58","200","2022/04/13 5:00:00"
"5913","591","0","0","2816","5912","53","2","0","0","2","5911","59","200","2022/04/14 5:00:00"
"6013","601","0","0","2816","6012","-180","2","0","0","2","6011","60","200","2022/04/15 5:00:00"
"6113","611","0","0","2816","6112","-210","2","0","0","2","6111","61","200","2022/04/16 5:00:00"
"6213","621","0","0","2816","6212","-221","2","106701","9106703","2","6211","62","200","2022/04/17 5:00:00"
"6313","631","0","0","2816","6312","24","2","0","0","2","6311","63","200","2022/04/18 5:00:00"
"6413","641","0","0","2816","6412","-6","2","0","0","2","6411","64","200","2022/04/19 5:00:00"
"6513","651","0","0","2816","6512","-33","2","0","0","2","6511","65","200","2022/04/20 5:00:00"
"6613","661","0","0","2816","6612","-63","2","0","0","2","6611","66","200","2022/04/21 5:00:00"
"6713","671","0","0","2816","6712","-91","2","0","0","2","6711","67","200","2022/04/22 5:00:00"
"6813","681","0","0","2816","6812","-121","2","0","0","2","6811","68","200","2022/04/23 5:00:00"
"6913","691","0","0","2816","6912","-150","2","0","0","2","6911","69","200","2022/04/24 5:00:00"
"7013","701","0","0","2816","7012","-180","2","0","0","2","7011","70","200","2022/04/25 5:00:00"
"7113","711","0","0","2816","7112","-208","2","0","0","2","7111","71","200","2022/04/26 5:00:00"
"7213","721","0","0","2816","7212","-236","2","0","0","2","7211","72","200","2022/04/27 5:00:00"
"7313","731","0","0","2816","7312","-266","2","0","0","2","7311","73","200","2022/04/28 5:00:00"
"7413","741","0","0","2816","7412","-295","2","0","0","2","7411","74","200","2022/04/29 5:00:00"
"7513","751","1","0","2816","7512","-360","2","0","0","2","7511","75","200","2022/04/30 5:00:00"
"7613","761","0","0","2816","7612","344","1","0","0","3","7611","76","100","2022/05/01 5:00:00"
"7713","771","0","0","2816","7712","306","1","0","0","3","7711","77","100","2022/05/02 5:00:00"
"7813","781","0","0","2816","7812","390","1","0","0","3","7811","78","100","2022/05/03 5:00:00"
"7913","791","0","0","2816","7912","267","1","0","0","3","7911","79","100","2022/05/04 5:00:00"
"8013","801","0","0","2816","8012","254","1","104401","9104403","3","8011","80","100","2022/05/05 5:00:00"
"8113","811","0","0","2816","8112","230","1","0","0","3","8111","81","100","2022/05/06 5:00:00"
"8213","821","0","0","2816","8212","192","1","0","0","3","8211","82","100","2022/05/07 5:00:00"
"8313","831","0","0","2816","8312","284","1","0","0","3","8311","83","100","2022/05/08 5:00:00"
"8413","841","0","0","2816","8412","153","1","0","0","3","8411","84","100","2022/05/09 5:00:00"
"8513","851","0","0","2816","8512","0","1","102301","9102303","3","8511","85","100","2022/05/10 5:00:00"
"8613","861","0","0","2816","8612","-207","1","105901","9105903","3","8611","86","100","2022/05/11 5:00:00"
"8713","871","0","0","2816","8712","116","1","0","0","3","8711","87","100","2022/05/12 5:00:00"
"8813","881","0","0","2816","8812","78","1","0","0","3","8811","88","100","2022/05/13 5:00:00"
"8913","891","0","0","2816","8912","173","1","0","0","3","8911","89","100","2022/05/14 5:00:00"
"9013","901","0","0","2816","9012","145","1","0","0","3","9011","90","100","2022/05/15 5:00:00"
"9113","911","0","0","2816","9112","40","1","0","0","3","9111","91","100","2022/05/16 5:00:00"
"9213","921","0","0","2816","9212","0","1","0","0","3","9211","92","100","2022/05/17 5:00:00"
"9313","931","0","0","2816","9312","-36","1","0","0","3","9311","93","100","2022/05/18 5:00:00"
"9413","941","0","0","2816","9412","-75","1","0","0","3","9411","94","100","2022/05/19 5:00:00"
"9513","951","0","0","2816","9512","-111","1","0","0","3","9511","95","100","2022/05/20 5:00:00"
"9613","961","0","0","2816","9612","-113","1","0","0","3","9611","96","100","2022/05/21 5:00:00"
"9713","971","0","0","2816","9712","-150","1","0","0","3","9711","97","100","2022/05/22 5:00:00"
"9813","981","0","0","2816","9812","-226","1","0","0","3","9811","98","100","2022/05/23 5:00:00"
"9913","991","0","0","2816","9912","0","1","0","0","3","9911","99","100","2022/05/24 5:00:00"
"10013","1001","0","0","2816","10012","-70","1","0","0","3","10011","100","100","2022/05/25 5:00:00"
"10113","1011","0","0","2816","10112","-171","1","0","0","3","10111","101","100","2022/05/26 5:00:00"
"10213","1021","0","0","2816","10212","-263","1","0","0","3","10211","102","100","2022/05/27 5:00:00"
"10313","1031","0","0","2816","10312","-302","1","0","0","3","10311","103","100","2022/05/28 5:00:00"
"10413","1041","0","0","2816","10412","-245","1","0","0","3","10411","104","100","2022/05/29 5:00:00"
"10513","1051","0","0","2816","10512","-318","1","0","0","3","10511","105","100","2022/05/30 5:00:00"
"10613","1061","1","0","2816","10612","-348","1","0","0","3","10611","106","100","2022/05/31 5:00:00"
"10713","1071","0","0","2816","10712","328","0","0","0","4","10711","107","300","2022/06/01 5:00:00"
"10813","1081","0","0","2816","10812","287","0","0","0","4","10811","108","300","2022/06/02 5:00:00"
"10913","1091","0","0","2816","10912","220","0","104201","9104203","4","10911","109","300","2022/06/03 5:00:00"
"11013","1101","0","0","2816","11012","360","0","0","0","4","11011","110","300","2022/06/04 5:00:00"
"11113","1111","0","0","2816","11112","324","0","0","0","4","11111","111","300","2022/06/05 5:00:00"
"11213","1121","0","0","2816","11212","110","0","104001","9104003","4","11211","112","300","2022/06/06 5:00:00"
"11313","1131","0","0","2816","11312","246","0","0","0","4","11311","113","300","2022/06/07 5:00:00"
"11413","1141","0","0","2816","11412","205","0","0","0","4","11411","114","300","2022/06/08 5:00:00"
"11513","1151","0","0","2816","11512","-70","0","102101","9102103","4","11511","115","300","2022/06/09 5:00:00"
"11613","1161","0","0","2816","11612","334","0","0","0","4","11611","116","300","2022/06/10 5:00:00"
"11713","1171","0","0","2816","11712","280","0","0","0","4","11711","117","300","2022/06/11 5:00:00"
"11813","1181","0","0","2816","11812","164","0","0","0","4","11811","118","300","2022/06/12 5:00:00"
"11913","1191","0","0","2816","11912","123","0","0","0","4","11911","119","300","2022/06/13 5:00:00"
"12013","1201","0","0","2816","12012","82","0","0","0","4","12011","120","300","2022/06/14 5:00:00"
"12113","1211","0","0","2816","12112","122","0","0","0","4","12111","121","300","2022/06/15 5:00:00"
"12213","1221","0","0","2816","12212","92","0","0","0","4","12211","122","300","2022/06/16 5:00:00"
"12313","1231","0","0","2816","12312","-100","0","106301","9106303","4","12311","123","300","2022/06/17 5:00:00"
"12413","1241","0","0","2816","12412","41","0","0","0","4","12411","124","300","2022/06/18 5:00:00"
"12513","1251","0","0","2816","12512","0","0","0","0","4","12511","125","300","2022/06/19 5:00:00"
"12613","1261","0","0","2816","12612","70","0","0","0","4","12611","126","300","2022/06/20 5:00:00"
"12713","1271","0","0","2816","12712","31","0","0","0","4","12711","127","300","2022/06/21 5:00:00"
"12813","1281","0","0","2816","12812","-41","0","0","0","4","12811","128","300","2022/06/22 5:00:00"
"12913","1291","0","0","2816","12912","-82","0","0","0","4","12911","129","300","2022/06/23 5:00:00"
"13013","1301","0","0","2816","13012","-123","0","0","0","4","13011","130","300","2022/06/24 5:00:00"
"13113","1311","0","0","2816","13112","-180","0","106501","9106503","4","13111","131","300","2022/06/25 5:00:00"
"13213","1321","0","0","2816","13212","-164","0","0","0","4","13211","132","300","2022/06/26 5:00:00"
"13313","1331","0","0","2816","13312","-205","0","0","0","4","13311","133","300","2022/06/27 5:00:00"
"13413","1341","0","0","2816","13412","-246","0","0","0","4","13411","134","300","2022/06/28 5:00:00"
"13513","1351","0","0","2816","13512","-287","0","0","0","4","13511","135","300","2022/06/29 5:00:00"
"13613","1361","1","0","2816","13612","-370","0","0","0","4","13611","136","300","2022/06/30 5:00:00"
"13713","1371","0","0","2816","13712","357","3","0","0","5","13711","137","400","2022/07/01 5:00:00"
"13813","1381","0","0","2816","13812","319","3","0","0","5","13811","138","400","2022/07/02 5:00:00"
"13913","1391","0","0","2816","13912","330","3","0","0","5","13911","139","400","2022/07/03 5:00:00"
"14013","1401","0","0","2816","14012","305","3","0","0","5","14011","140","400","2022/07/04 5:00:00"
"14113","1411","0","0","2816","14112","310","3","100901","9100903","5","14111","141","400","2022/07/05 5:00:00"
"14213","1421","0","0","2816","14212","282","3","0","0","5","14211","142","400","2022/07/06 5:00:00"
"14313","1431","0","0","2816","14312","133","3","101701","9101703","5","14311","143","400","2022/07/07 5:00:00"
"14413","1441","0","0","2816","14412","246","3","0","0","5","14411","144","400","2022/07/08 5:00:00"
"14513","1451","0","0","2816","14512","209","3","0","0","5","14511","145","400","2022/07/09 5:00:00"
"14613","1461","0","0","2816","14612","172","3","0","0","5","14611","146","400","2022/07/10 5:00:00"
"14713","1471","0","0","2816","14712","129","3","105601","9105603","5","14711","147","400","2022/07/11 5:00:00"
"14813","1481","0","0","2816","14812","134","3","0","0","5","14811","148","400","2022/07/12 5:00:00"
"14913","1491","0","0","2816","14912","97","3","0","0","5","14911","149","400","2022/07/13 5:00:00"
"15013","1501","0","0","2816","15012","60","3","0","0","5","15011","150","400","2022/07/14 5:00:00"
"15113","1511","0","0","2816","15112","22","3","0","0","5","15111","151","400","2022/07/15 5:00:00"
"15213","1521","0","0","2816","15212","-12","3","0","0","5","15211","152","400","2022/07/16 5:00:00"
"15313","1531","0","0","2816","15312","-49","3","0","0","5","15311","153","400","2022/07/17 5:00:00"
"15413","1541","0","0","2816","15412","-86","3","0","0","5","15411","154","400","2022/07/18 5:00:00"
"15513","1551","0","0","2816","15512","-29","3","0","0","5","15511","155","400","2022/07/19 5:00:00"
"15613","1561","0","0","2816","15612","-55","3","0","0","5","15611","156","400","2022/07/20 5:00:00"
"15713","1571","0","0","2816","15712","-124","3","0","0","5","15711","157","400","2022/07/21 5:00:00"
"15813","1581","0","0","2816","15812","-161","3","0","0","5","15811","158","400","2022/07/22 5:00:00"
"15913","1591","0","0","2816","15912","-199","3","0","0","5","15911","159","400","2022/07/23 5:00:00"
"16013","1601","0","0","2816","16012","-235","3","0","0","5","16011","160","400","2022/07/24 5:00:00"
"16113","1611","0","0","2816","16112","0","3","106801","9106803","5","16111","161","400","2022/07/25 5:00:00"
"16213","1621","0","0","2816","16212","-272","3","0","0","5","16211","162","400","2022/07/26 5:00:00"
"16313","1631","0","0","2816","16312","-309","3","0","0","5","16311","163","400","2022/07/27 5:00:00"
"16413","1641","0","0","2816","16412","-172","3","105301","9105303","5","16411","164","400","2022/07/28 5:00:00"
"16513","1651","0","0","2816","16512","-299","3","0","0","5","16511","165","400","2022/07/29 5:00:00"
"16613","1661","0","0","2816","16612","-233","3","102701","9102703","5","16611","166","400","2022/07/30 5:00:00"
"16713","1671","1","0","2816","16712","-356","3","0","0","5","16711","167","400","2022/07/31 5:00:00"
"16813","1681","0","0","2816","16812","306","3","0","0","6","16811","168","400","2022/08/01 5:00:00"
"16913","1691","0","0","2816","16912","226","3","0","0","6","16911","169","400","2022/08/02 5:00:00"
"17013","1701","0","0","2816","17012","146","3","0","0","6","17011","170","400","2022/08/03 5:00:00"
"17113","1711","0","0","2816","17112","66","3","0","0","6","17111","171","400","2022/08/04 5:00:00"
"17213","1721","0","0","2816","17212","-14","3","0","0","6","17211","172","400","2022/08/05 5:00:00"
"17313","1731","0","0","2816","17312","-94","3","0","0","6","17311","173","400","2022/08/06 5:00:00"
"17413","1741","0","0","2816","17412","270","3","110801","9110803","6","17411","174","400","2022/08/07 5:00:00"
"17513","1751","0","0","2816","17512","-174","3","0","0","6","17511","175","400","2022/08/08 5:00:00"
"17613","1761","0","0","2816","17612","55","3","104301","9104303","6","17611","176","400","2022/08/09 5:00:00"
"17713","1771","0","0","2816","17712","50","3","100401","9100403","6","17711","177","400","2022/08/10 5:00:00"
"17813","1781","0","0","2816","17812","-120","3","103701","9103703","6","17811","178","400","2022/08/11 5:00:00"
"17823","1782","0","0","2816","17822","-210","3","106101","9106103","6","17821","179","400","2022/08/11 5:00:00"
"17913","1791","0","0","2816","17912","-254","3","0","0","6","17911","180","400","2022/08/12 5:00:00"
"18013","1801","1","0","2816","18012","-369","3","0","0","6","18011","181","400","2022/08/13 5:00:00"
"18113","1811","0","0","2816","18112","295","3","101801","9101803","7","18111","182","400","2022/08/14 5:00:00"
"18213","1821","0","0","2816","18212","326","3","0","0","7","18211","183","400","2022/08/15 5:00:00"
"18313","1831","0","0","2816","18312","271","3","0","0","7","18311","184","400","2022/08/16 5:00:00"
"18413","1841","0","0","2816","18412","216","3","0","0","7","18411","185","400","2022/08/17 5:00:00"
"18513","1851","0","0","2816","18512","161","3","0","0","7","18511","186","400","2022/08/18 5:00:00"
"18613","1861","0","0","2816","18612","106","3","0","0","7","18611","187","400","2022/08/19 5:00:00"
"18713","1871","0","0","2816","18712","51","3","0","0","7","18711","188","400","2022/08/20 5:00:00"
"18813","1881","0","0","2816","18812","150","3","101301","9101303","7","18811","189","400","2022/08/21 5:00:00"
"18913","1891","0","0","2816","18912","-4","3","0","0","7","18911","190","400","2022/08/22 5:00:00"
"19013","1901","0","0","2816","19012","-59","3","0","0","7","19011","191","400","2022/08/23 5:00:00"
"19113","1911","0","0","2816","19112","-114","3","0","0","7","19111","192","400","2022/08/24 5:00:00"
"19213","1921","0","0","2816","19212","5","3","101101","9101103","7","19211","193","400","2022/08/25 5:00:00"
"19313","1931","0","0","2816","19312","-169","3","0","0","7","19311","194","400","2022/08/26 5:00:00"
"19413","1941","0","0","2816","19412","-130","3","100101","9100103","7","19411","195","400","2022/08/27 5:00:00"
"19513","1951","0","0","2816","19512","-224","3","0","0","7","19511","196","400","2022/08/28 5:00:00"
"19613","1961","0","0","2816","19612","-279","3","0","0","7","19611","197","400","2022/08/29 5:00:00"
"19713","1971","0","0","2816","19712","-369","3","0","0","7","19711","198","400","2022/08/30 5:00:00"
"19813","1981","1","0","2816","19812","-250","3","103001","9103003","7","19811","199","400","2022/08/31 5:00:00"
"19913","1991","0","0","2816","19912","571","0","0","0","8","19911","200","500","2022/09/01 5:00:00"
"20013","2001","0","0","2816","20012","480","0","106001","9106003","8","20011","201","500","2022/09/02 5:00:00"
"20113","2011","0","0","2816","20112","516","0","0","0","8","20111","202","500","2022/09/03 5:00:00"
"20213","2021","0","0","2816","20212","461","0","0","0","8","20211","203","500","2022/09/04 5:00:00"
"20313","2031","0","0","2816","20312","390","0","101501","9101503","8","20311","204","500","2022/09/05 5:00:00"
"20413","2041","0","0","2816","20412","406","0","0","0","8","20411","205","500","2022/09/06 5:00:00"
"20513","2051","0","0","2816","20512","340","0","105401","9105403","8","20511","206","500","2022/09/07 5:00:00"
"20613","2061","0","0","2816","20612","351","0","0","0","8","20611","207","500","2022/09/08 5:00:00"
"20713","2071","0","0","2816","20712","296","0","0","0","8","20711","208","500","2022/09/09 5:00:00"
"20813","2081","0","0","2816","20812","241","0","0","0","8","20811","209","500","2022/09/10 5:00:00"
"20913","2091","0","0","2816","20912","186","0","0","0","8","20911","210","500","2022/09/11 5:00:00"
"21013","2101","0","0","2816","21012","170","0","118501","9118503","8","21011","211","500","2022/09/12 5:00:00"
"21113","2111","0","0","2816","21112","131","0","0","0","8","21111","212","500","2022/09/13 5:00:00"
"21213","2121","0","0","2816","21212","76","0","0","0","8","21211","213","500","2022/09/14 5:00:00"
"21313","2131","0","0","2816","21312","50","0","110901","9110903","8","21311","214","500","2022/09/15 5:00:00"
"21413","2141","0","0","2816","21412","21","0","0","0","8","21411","215","500","2022/09/16 5:00:00"
"21513","2151","0","0","2816","21512","-34","0","0","0","8","21511","216","500","2022/09/17 5:00:00"
"21613","2161","0","0","2816","21612","-89","0","0","0","8","21611","217","500","2022/09/18 5:00:00"
"21713","2171","0","0","2816","21712","-120","0","118001","9118003","8","21711","218","500","2022/09/19 5:00:00"
"21813","2181","0","0","2816","21812","-144","0","0","0","8","21811","219","500","2022/09/20 5:00:00"
"21913","2191","0","0","2816","21912","-199","0","0","0","8","21911","220","500","2022/09/21 5:00:00"
"22013","2201","0","0","2816","22012","-270","0","101001","9101003","8","22011","221","500","2022/09/22 5:00:00"
"22113","2211","0","0","2816","22112","-254","0","0","0","8","22111","222","500","2022/09/23 5:00:00"
"22213","2221","0","0","2816","22212","-309","0","0","0","8","22211","223","500","2022/09/24 5:00:00"
"22313","2231","0","0","2816","22312","-364","0","0","0","8","22311","224","500","2022/09/25 5:00:00"
"22413","2241","0","0","2816","22412","-419","0","0","0","8","22411","225","500","2022/09/26 5:00:00"
"22513","2251","0","0","2816","22512","-474","0","0","0","8","22511","226","500","2022/09/27 5:00:00"
"22613","2261","0","0","2816","22612","-529","0","0","0","8","22611","227","500","2022/09/28 5:00:00"
"22713","2271","0","0","2816","22712","-370","0","106601","9106603","8","22711","228","500","2022/09/29 5:00:00"
"22813","2281","1","0","2816","22812","-579","0","0","0","8","22811","229","500","2022/09/30 5:00:00"
"22913","2291","0","0","2816","22912","383","0","0","0","9","22911","230","500","2022/10/01 5:00:00"
"23013","2301","0","0","2816","23012","339","0","0","0","9","23011","231","500","2022/10/02 5:00:00"
"23113","2311","0","0","2816","23112","296","0","0","0","9","23111","232","500","2022/10/03 5:00:00"
"23213","2321","0","0","2816","23212","290","0","102801","9102803","9","23211","233","500","2022/10/04 5:00:00"
"23313","2331","0","0","2816","23312","253","0","0","0","9","23311","234","500","2022/10/05 5:00:00"
"23413","2341","0","0","2816","23412","210","0","0","0","9","23411","235","500","2022/10/06 5:00:00"
"23513","2351","0","0","2816","23512","167","0","0","0","9","23511","236","500","2022/10/07 5:00:00"
"23613","2361","0","0","2816","23612","200","0","0","0","9","23611","237","500","2022/10/08 5:00:00"
"23713","2371","0","0","2816","23712","180","0","0","0","9","23711","238","500","2022/10/09 5:00:00"
"23813","2381","0","0","2816","23812","130","0","100801","9100803","9","23811","239","500","2022/10/10 5:00:00"
"23913","2391","0","0","2816","23912","125","0","0","0","9","23911","240","500","2022/10/11 5:00:00"
"24013","2401","0","0","2816","24012","83","0","0","0","9","24011","241","500","2022/10/12 5:00:00"
"24113","2411","0","0","2816","24112","100","0","0","0","9","24111","242","500","2022/10/13 5:00:00"
"24213","2421","0","0","2816","24212","80","0","0","0","9","24211","243","500","2022/10/14 5:00:00"
"24313","2431","0","0","2816","24312","41","0","0","0","9","24311","244","500","2022/10/15 5:00:00"
"24413","2441","0","0","2816","24412","-1","0","0","0","9","24411","245","500","2022/10/16 5:00:00"
"24513","2451","0","0","2816","24512","-43","0","0","0","9","24511","246","500","2022/10/17 5:00:00"
"24613","2461","0","0","2816","24612","10","0","0","0","9","24611","247","500","2022/10/18 5:00:00"
"24713","2471","0","0","2816","24712","-10","0","0","0","9","24711","248","500","2022/10/19 5:00:00"
"24813","2481","0","0","2816","24812","-10","0","0","0","9","24811","249","500","2022/10/20 5:00:00"
"24913","2491","0","0","2816","24912","-40","0","0","0","9","24911","250","500","2022/10/21 5:00:00"
"25013","2501","0","0","2816","25012","-85","0","0","0","9","25011","251","500","2022/10/22 5:00:00"
"25113","2511","0","0","2816","25112","-127","0","0","0","9","25111","252","500","2022/10/23 5:00:00"
"25213","2521","0","0","2816","25212","-130","0","104901","9104903","9","25211","253","500","2022/10/24 5:00:00"
"25313","2531","0","0","2816","25312","-270","0","104701","9104703","9","25311","254","500","2022/10/25 5:00:00"
"25413","2541","0","0","2816","25412","-169","0","0","0","9","25411","255","500","2022/10/26 5:00:00"
"25513","2551","0","0","2816","25512","-211","0","0","0","9","25511","256","500","2022/10/27 5:00:00"
"25613","2561","0","0","2816","25612","-253","0","0","0","9","25611","257","500","2022/10/28 5:00:00"
"25713","2571","0","0","2816","25712","-295","0","0","0","9","25711","258","500","2022/10/29 5:00:00"
"25813","2581","0","0","2816","25812","-337","0","0","0","9","25811","259","500","2022/10/30 5:00:00"
"25913","2591","1","0","2816","25912","-379","0","0","0","9","25911","260","500","2022/10/31 5:00:00"
"26013","2601","0","0","2816","26012","600","0","0","0","10","26011","261","500","2022/11/01 5:00:00"
"26113","2611","0","0","2816","26112","560","0","0","0","10","26111","262","500","2022/11/02 5:00:00"
