80d0ac449933ec5cac83ba9eec1977b1cf3452a796a1e6738b06944b5dbb6ee8,6c5acdacef8c8c8afebd5f528f2b3a76ffcb515f5c1de68757bcb783e1949a8e,7c71cfa9625430229a9ea1aca299ec1a2a60ed6beefdde46e945eca629d2d8d0,95c0017e2efadffbfaeb3798b5060131547114226ca3ebba3ad671590accd232,4d197f2e4f73e2e127a58d58b0418cb4154220fe481853ab56827d738dedb06e
"energy_recover","74001405","バトル開始時、ボスモンスターが敵全員のTPを中アップさせる。","開始時TP回復","40"
"boss_physics_cut","74001405","バトル開始時、ボスモンスターが物理ダメージ100％カット状態になる。","ボス物理ダメージカット","41"
"add_shadow","74001405","クウカ（オーエド）とネネカのシャドウが追加される。","シャドウ2体追加","42"
"boss_atk_up","74001502","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","開始時攻撃力アップ","43"
"limit_chara_num","74001503","編成可能キャラ数が4キャラになる。","編成キャラ数制限","44"
"boss_atk_up","74001503","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","開始時攻撃力アップ","45"
"limit_chara_num","74001504","編成可能キャラ数が4キャラになる。","編成キャラ数制限","46"
"boss_ub_enhance","74001504","ボスモンスターのユニオンバーストが強化される。","ボスUB強化","47"
"boss_atk_up","74001504","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","開始時攻撃力アップ","48"
"limit_chara_num","74001505","編成可能キャラ数が4キャラになる。","編成キャラ数制限","49"
"max_hp_down","74001505","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","50"
"boss_ub_enhance","74001505","ボスモンスターのユニオンバーストが強化される。","ボスUB強化","51"
"boss_atk_up","74001505","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","開始時攻撃力アップ","52"
"add_shadow","74002102","カリンのシャドウが追加される。","シャドウ1体追加","53"
"star6_shadow","74002103","ミヤコ、ユカリ、アユミのシャドウに専用装備が追加される。","シャドウ強化","54"
"add_shadow","74002103","カリンのシャドウが追加される。","シャドウ1体追加","55"
"star6_shadow","74002104","ミヤコ、ユカリ、アユミのシャドウが★6になる。","シャドウ強化","56"
"add_shadow","74002104","カリンのシャドウが追加される。","シャドウ1体追加","57"
"boss_atk_up","74002105","すべてのシャドウの物理攻撃力が大幅に上昇する。","シャドウ物理攻撃力アップ","58"
"star6_shadow","74002105","ミヤコ、ユカリ、アユミのシャドウが★6になる。","シャドウ強化","59"
"add_shadow","74002105","カリンのシャドウが追加される。","シャドウ1体追加","60"
"add_shadow","74002202","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加","61"
"star6_shadow","74002203","ツムギ（ハロウィン）、マヒル（クリスマス）、ミツキ、カスミ（マジカル）のシャドウに専用装備が追加される。","シャドウ強化","62"
"add_shadow","74002203","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加","63"
"star6_shadow","74002204","ミツキのシャドウが★6になる。ツムギ（ハロウィン）、マヒル（クリスマス）、カスミ（マジカル）のシャドウに専用装備が追加される。","シャドウ強化","64"
"add_shadow","74002204","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加","65"
"boss_magic_def_up","74002205","すべてのシャドウの魔法防御力が大幅に上昇する。","シャドウ魔法防御力アップ","66"
"star6_shadow","74002205","ツムギ（ハロウィン）、マヒル（クリスマス）、カスミ（マジカル）のシャドウに専用装備が追加され、ミツキのシャドウが★6になる。","シャドウ強化","67"
"add_shadow","74002205","カヤ（リベレイター）のシャドウが追加される。","シャドウ1体追加","68"
"add_shadow","74002302","ノゾミのシャドウが追加される。","シャドウ1体追加","69"
"add_shadow","74002303","ノゾミとキャル（プリンセス）のシャドウが追加される。","シャドウ2体追加","70"
"limit_chara_num","74002304","編成可能キャラ数が4キャラになる。","編成キャラ数制限","71"
"star6_shadow","74002304","ノゾミのシャドウが★6になる。キャル（プリンセス）のシャドウに専用装備が追加される。","シャドウ強化","72"
"add_shadow","74002304","ノゾミとキャル（プリンセス）のシャドウが追加される。","シャドウ2体追加","73"
"limit_chara_num","74002305","編成可能キャラ数が4キャラになる。","編成キャラ数制限","74"
"boss_def_up","74002305","バトル開始時、ボスモンスターが敵全員の物理防御力を特大アップさせる。","開始時物理防御力アップ","75"
"boss_magic_def_up","74002305","バトル開始時、ボスモンスターが敵全員の魔法防御力を特大アップさせる。","開始時魔法防御力アップ","76"
"star6_shadow","74002305","ノゾミのシャドウが★6になる。キャル（プリンセス）のシャドウに専用装備が追加される。","シャドウ強化","77"
"add_shadow","74002305","ノゾミとキャル（プリンセス）のシャドウが追加される。","シャドウ2体追加","78"
"add_shadow","74002402","アヤネのシャドウが追加される。","シャドウ1体追加","79"
"add_shadow","74002403","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","シャドウ2体追加","80"
"limit_chara_num","74002404","編成可能キャラ数が4キャラになる。","編成キャラ数制限","81"
"star6_shadow","74002404","アヤネとぺコリーヌ（サマー）のシャドウが★6になる。","シャドウ強化","82"
"add_shadow","74002404","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","シャドウ2体追加","83"
"limit_chara_num","74002405","編成可能キャラ数が4キャラになる。","編成キャラ数制限","84"
"boss_def_up","74002405","バトル開始時、ボスモンスターが敵全員の物理防御力を特大アップさせる。","開始時物理防御力アップ","85"
"boss_magic_def_up","74002405","バトル開始時、ボスモンスターが敵全員の魔法防御力を特大アップさせる。","開始時魔法防御力アップ","86"
"star6_shadow","74002405","アヤネとぺコリーヌ（サマー）のシャドウが★6になる。","シャドウ強化","87"
"add_shadow","74002405","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","シャドウ2体追加","88"
"limit_time","74002502","バトル時間が70秒になる。","バトル時間制限","89"
"limit_time","74002503","バトル時間が60秒になる。","バトル時間制限","90"
"limit_time","74002504","バトル時間が60秒になる。","バトル時間制限","91"
"boss_ub_enhance","74002504","ボスモンスターのユニオンバーストが強化される。","ボスUB強化","92"
"limit_time","74002505","バトル時間が45秒になる。","バトル時間制限","93"
"boss_ub_enhance","74002505","ボスモンスターのユニオンバーストが強化される。","ボスUB強化","94"
"star6_shadow","74003102","カスミ、ハツネ、ユイ（プリンセス）のシャドウに専用装備が追加される。","シャドウ強化","95"
"add_shadow","74003103","ユキのシャドウが追加される。","シャドウ1体追加","96"
"star6_shadow","74003103","ハツネ、ユキのシャドウが★6になる。","シャドウ強化","97"
"limit_chara_num","74003104","編成可能キャラ数が4キャラになる。","編成キャラ数制限","98"
"limit_chara_num","74003105","編成可能キャラ数が4キャラになる。","編成キャラ数制限","99"
"max_hp_up","74003105","すべてのシャドウの最大ＨＰが大幅に上昇する。","シャドウ最大ＨＰアップ","100"
"add_shadow","74003202","カーズ・レリックが追加される。","モンスター1体追加","101"
"star6_shadow","74003203","アオイのシャドウが★6になる。","シャドウ強化","102"
"boss_magic_cut","74003204","バトル開始時、カーズ・レリックが味方全体を魔法ダメージ50%カット状態にさせる。","開始時魔法ダメージカット","103"
"boss_ub_enhance","74003204","カーズ・レリックのスキルが強化される。","モンスター強化","104"
"boss_magic_cut","74003205","バトル開始時、カーズ・レリックが味方全体を魔法ダメージ75%カット状態にさせる。","開始時魔法ダメージカット","105"
"limit_chara_num","74003205","編成可能キャラ数が4キャラになる。","編成キャラ数制限","106"
"add_shadow","74003302","ヒール・レリックが追加される。","モンスター1体追加","107"
"star6_shadow","74003303","キャル（ニューイヤー）のシャドウに専用装備が追加される。","シャドウ強化","108"
"boss_physics_cut","74003304","バトル開始時、ヒール・レリックが味方全体を物理ダメージ50%カット状態にさせる。","開始時物理ダメージカット","109"
"boss_ub_enhance","74003304","ヒール・レリックのスキルが強化される。","モンスター強化","110"
"boss_physics_cut","74003305","バトル開始時、ヒール・レリックが味方全体を物理ダメージ75%カット状態にさせる。","開始時物理ダメージカット","111"
"limit_chara_num","74003305","編成可能キャラ数が4キャラになる。","編成キャラ数制限","112"
"boss_def_lower_limit","74003402","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","113"
"boss_magic_def_lower_limit","74003402","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","114"
"limit_time","74003403","バトル時間が70秒になる。","バトル時間制限","115"
"boss_def_lower_limit","74003403","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","116"
"boss_magic_def_lower_limit","74003403","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","117"
"limit_time","74003404","バトル時間が70秒になる。","バトル時間制限","118"
"boss_ub_enhance","74003404","ボスモンスターのユニオンバーストが強化される。","ボスUB強化","119"
"boss_tp_down_cut","74003404","バトル開始時、ボスモンスターがＴＰダウン100％カット状態になる。","ボスＴＰダウンカット","120"
"boss_def_lower_limit","74003404","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","121"
"boss_magic_def_lower_limit","74003404","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","122"
"limit_time","74003405","バトル時間が50秒になる。","バトル時間制限","123"
"boss_ub_enhance","74003405","ボスモンスターのユニオンバーストが強化される。","ボスUB強化","124"
"boss_tp_down_cut","74003405","バトル開始時、ボスモンスターがＴＰダウン100％カット状態になる。","ボスＴＰダウンカット","125"
"boss_def_lower_limit","74003405","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","126"
"boss_magic_def_lower_limit","74003405","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","127"
"boss_def_lower_limit","74003502","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","128"
"boss_magic_def_lower_limit","74003502","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","129"
"boss_def_lower_limit","74003503","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","130"
"boss_magic_def_lower_limit","74003503","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","131"
"add_shadow","74003504","ルナポッドが追加される。","モンスター1体追加","132"
"boss_def_lower_limit","74003504","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","133"
"boss_magic_def_lower_limit","74003504","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","134"
"add_shadow","74003505","カイザーインサイトのシャドウが追加される。","シャドウ1体追加","135"
"boss_def_lower_limit","74003505","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","ボス物理防御力（ダウン不可）アップ","136"
"boss_magic_def_lower_limit","74003505","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","ボス魔法防御力（ダウン不可）アップ","137"
"star6_shadow","74004102","イノリ、サレン、ヨリ、ユニのシャドウに専用装備が追加される。","シャドウ強化","138"
"add_shadow","74004103","サレン（サマー）のシャドウが追加される。","シャドウ1体追加","139"
"star6_shadow","74004103","サレン、ヨリのシャドウが★6になる。","シャドウ強化","140"
"limit_chara_num","74004104","編成可能キャラ数が4キャラになる。","編成キャラ数制限","141"
"limit_chara_num","74004105","編成可能キャラ数が4キャラになる。","編成キャラ数制限","142"
"max_hp_up","74004105","すべてのシャドウの最大ＨＰが大幅に上昇する。","シャドウ最大ＨＰアップ","143"
"add_shadow","74004202","シールド・レリックが追加される。","モンスター1体追加","144"
"star6_shadow","74004203","ネネカ（ニューイヤー）のシャドウに専用装備が追加される。","シャドウ強化","145"
"boss_ub_enhance","74004204","シールド・レリックのスキルが強化される。","モンスター強化","146"
"hp_recover","74004204","バトル開始時、シールド・レリックのが味方全体のＨＰを特大回復させる。","開始時ＨＰ回復","147"
"hp_recover","74004205","バトル開始時、シールド・レリックのが味方全体のＨＰを特大回復させる。","開始時ＨＰ回復","148"
"energy_recover","74004205","バトル開始時、シールド・レリックのが味方全体に継続ＴＰ回復状態を付与する。","開始時ＴＰ継続回復付与","149"
"add_shadow","74004302","アタック・レリックが追加される。","モンスター1体追加","150"
"star6_shadow","74004303","リマのシャドウが★6になる。","シャドウ強化","151"
"boss_ub_enhance","74004304","アタック・レリックのスキルが強化される。","モンスター強化","152"
"boss_haste","74004305","バトル開始時、アタック・レリックが味方全体の行動速度を特大アップさせるフィールドを展開する。","開始時行動速度アップフィールド","153"
"max_hp_down","74004402","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","154"
"limit_time","74004403","バトル時間が75秒になる。","バトル時間制限","155"
"max_hp_down","74004403","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","156"
"limit_time","74004404","バトル時間が75秒になる。","バトル時間制限","157"
"limit_chara_num","74004404","編成可能キャラ数が4キャラになる。","編成キャラ数制限","158"
"max_hp_down","74004404","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","159"
"limit_time","74004405","バトル時間が60秒になる。","バトル時間制限","160"
"limit_chara_num","74004405","編成可能キャラ数が4キャラになる。","編成キャラ数制限","161"
"max_hp_down","74004405","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","162"
"max_hp_down","74004502","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","163"
"boss_ub_enhance","74004503","ボスモンスターのユニオンバーストとスキルが強化される。","ボスUB・スキル強化","164"
"boss_tp_down_cut","74004503","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ボスＴＰダウンカット","165"
"max_hp_down","74004503","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","166"
"add_shadow","74004504","ルナポッドが追加される。","モンスター1体追加","167"
"boss_tp_down_cut","74004504","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ボスＴＰダウンカット","168"
"max_hp_down","74004504","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","169"
"add_shadow","74004505","アヤネのシャドウが追加される。","シャドウ1体追加","170"
"boss_tp_down_cut","74004505","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ボスＴＰダウンカット","171"
"max_hp_down","74004505","パーティキャラの最大HPが20％ダウンする。","キャラ最大HPダウン","172"
"star6_shadow","74005102","リマ、カヤ、イノリ、サレン（サマー）のシャドウに専用装備が追加される。","シャドウ強化","173"
"star6_shadow","74005103","リマ、カヤ、イノリのシャドウが★6になる。","シャドウ強化","174"
"boss_physics_cut","74005103","バトル開始時、すべてのモンスターが物理ダメージ50％カット状態になる。","物理ダメージカット","175"
"limit_chara_num","74005104","編成可能キャラ数が4キャラになる。","編成キャラ数制限","176"
"boss_physics_cut","74005104","バトル開始時、すべてのモンスターが物理ダメージ50％カット状態になる。","物理ダメージカット","177"
"limit_chara_num","74005105","編成可能キャラ数が4キャラになる。","編成キャラ数制限","178"
"boss_physics_cut","74005105","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","物理ダメージカット","179"
"star6_shadow","74005202","ミヤコ、レイ（ニューイヤー）、ユカリ、ハツネ、ミサキ（ハロウィン）のシャドウに専用装備が追加される。","シャドウ強化","180"
"star6_shadow","74005203","ミヤコ、レイ（ニューイヤー）、ユカリ、ハツネのシャドウが★6になる。","シャドウ強化","181"
"boss_magic_cut","74005203","バトル開始時、すべてのモンスターが魔法ダメージ50％カット状態になる。","魔法ダメージカット","182"
"limit_chara_num","74005204","編成可能キャラ数が4キャラになる。","編成キャラ数制限","183"
"boss_magic_cut","74005204","バトル開始時、すべてのモンスターが魔法ダメージ50％カット状態になる。","魔法ダメージカット","184"
"limit_chara_num","74005205","編成可能キャラ数が4キャラになる。","編成キャラ数制限","185"
"boss_magic_cut","74005205","バトル開始時、すべてのモンスターが魔法ダメージ100％カット状態になる。","魔法ダメージカット","186"
"18","74005301","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","187"
"17","74005301","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","188"
"boss_def_lower_limit","74005301","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","189"
"boss_magic_def_lower_limit","74005301","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","190"
"9","74005301","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","191"
"add_shadow","74005302","ゼラチナ、エルダークラウドが追加される。","モンスター追加","192"
"18","74005302","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","193"
"17","74005302","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","194"
"boss_def_lower_limit","74005302","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","195"
"boss_magic_def_lower_limit","74005302","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","196"
"9","74005302","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","197"
"add_shadow","74005303","ユカリ、ホマレ（ニューイヤー）が追加される。","モンスター追加","198"
"18","74005303","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","199"
"17","74005303","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","200"
"boss_def_lower_limit","74005303","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","201"
"boss_magic_def_lower_limit","74005303","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","202"
"9","74005303","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","203"
"add_shadow","74005304","ルナポッドが追加される。","モンスター追加","204"
"18","74005304","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","205"
"17","74005304","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","206"
"boss_def_lower_limit","74005304","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","207"
"boss_magic_def_lower_limit","74005304","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","208"
"9","74005304","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","209"
"limit_time","74005305","バトル時間が60秒になる。","バトル時間制限","210"
"18","74005305","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","211"
"17","74005305","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","212"
"boss_def_lower_limit","74005305","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","213"
"boss_magic_def_lower_limit","74005305","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","214"
"9","74005305","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","215"
"18","74005401","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","216"
"17","74005401","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","217"
"boss_def_lower_limit","74005401","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","218"
"boss_magic_def_lower_limit","74005401","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","219"
"9","74005401","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","220"
"add_shadow","74005402","タートルタイラント、ホオズキムシが追加される。","モンスター追加","221"
"18","74005402","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","222"
"17","74005402","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","223"
"boss_def_lower_limit","74005402","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","224"
"boss_magic_def_lower_limit","74005402","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","225"
"9","74005402","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","226"
"add_shadow","74005403","シズル（ノワール）、コッコロ（サマー）が追加される。","モンスター追加","227"
"18","74005403","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","228"
"17","74005403","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","229"
"boss_def_lower_limit","74005403","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","230"
"boss_magic_def_lower_limit","74005403","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","231"
"9","74005403","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン","232"
"add_shadow","74005404","ルナポッドが追加される。","モンスター追加","233"
"18","74005404","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰","234"
"17","74005404","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","235"
