b0cd4096fdeaa7bef2009b32d98b691dd63645abc2c4003ce4fcedb77be0fd92,fa337bc1e452a310e1314654680e230528e8e87cb3704584925a569142a371c3,2231890bd03941c77dfa992251ef7c82ca8424d413dac475791fa6d7b465a858,ee4a959b431a86688f0d60919f830f39cbf279bb3699220b0cfe56a721df5a60,d992359c11bb078e84bcd2ae4cc815670436b926abce6b26fc7ff7c75b806e55,be8b748252c0ff839bd4c449f82ee3f974444150602143bc1a6d6a0bf5334748,bb40b0ba54d894b592cd7e56dbaa0a6767906d4f2755f280d239c7e8d4468861,9f3f1c78b281d0200dc60645e30720371bab3d276f637cd6a93a3f751a514c8c,d5ecfa1cef5a2e918870a7dd03de1b90ec1dda1aaa25623bd20d7089ef175401,409ca9b948c6ae35824a1f79f7e0e7b8718c3041150f28cdc0dd5adc5d09029f
"かすがい","0","1","小判","0","2120023","0","0","念仏","論語"
"巾着","0","1","とっくり","0","2120025","0","0","花瓶","ひょうたん"
"虎","0","1","馬","0","2120026","0","0","牛","雀"
"一兆一億","0","1","一鳥一石","0","2120027","0","0","一長一短","一朝一夕"
"8つ","0","1","2つ","0","2120028","0","0","6つ","4つ"
"harro","0","1","hallo","0","2120029","0","0","herro","hello"
"日進月歩","0","1","不言実行","0","2120031","0","0","一進一退","優柔不断"
"月曜日","0","1","木曜日","0","2120033","0","0","日曜日","金曜日"
"火曜日","0","1","金曜日","0","2120034","0","0","木曜日","水曜日"
"ダイビングメッセージ","0","1","ダビングメッセージ","0","2120035","0","0","ダンシングメッセージ","ダイイングメッセージ"
"獅子","0","1","牛","0","2120036","0","0","犬","馬"
"キッチン","0","1","川","0","2120037","0","0","クローゼット","トイレ"
"こころみる","0","1","かんがえる","0","2120038","0","0","かいまみる","かんがみる"
"二百万","0","1","三百万","0","2120039","0","0","五百万","八百万"
"猪","0","1","熊","0","2120042","0","0","猿","蛇"
"すべて正しい","0","1","瀕死","0","2120045","0","0","状態","一死"
"すべて正しい","0","1","人物","0","2120046","0","0","追跡","不信"
"すべて正しい","0","1","紙幣","0","2120047","0","0","両替","硬化"
"さんしゃさんよう","0","1","はちめんろっぴ","0","2120048","0","0","しぶんごれつ","きゅうしいっしょう"
"いちもうだじん","0","1","ひゃっぱちひゃくちゅう","0","2120049","0","0","しめんそか","せんざいいちぐう"
"測る","0","1","謀る","0","2120050","0","0","計る","図る"
"付く","0","1","着く","0","2120051","0","0","突く","就く"
"白","0","1","赤","0","2120053","0","0","黒","青"
"二分","0","1","三分","0","2120054","0","0","七分","五分"
"師弟","0","1","家族","0","2120055","0","0","カップル","敵同士"
"アスパラ","0","1","マツタケ","0","2120056","0","0","シイタケ","タケノコ"
"命","0","1","女","0","2120057","0","0","仕事","金"
"糸","0","1","麻","0","2120058","0","0","髪の毛","真綿"
"うなじ","0","1","耳","0","2120059","0","0","あご","眉"
"猫","0","1","鶴","0","2120060","0","0","犬","亀"
"兎","0","1","狸","0","2120061","0","0","猫","狐"
"バイトばっかり団","0","1","ばたんきゅー冒険団","0","2121001","0","0","ぼくらの防衛団","バイバイぼっち団"
"ジ・オーダー・オブ・ハデス・イモータル","0","1","ザ・バタリオン・オブ・ハデス・イモータル","0","2121002","0","0","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ゲヘナ・イモータルズ"
"獰猛女君","0","1","誓約女君","0","2121003","0","0","聖夜女君","絶対妻君"
"しっぷうのダークプリンセス","0","1","しっぷうのめいひめ","0","2121004","0","0","しっぷうのめいひ","しっぷうのヘカーテ"
"100000000","0","1","10000000","0","2121005","0","0","1000","1000000"
"中指","0","1","親指","0","2130004","0","0","小指","薬指"
"人差し指","0","1","薬指","0","2130005","0","0","親指","中指"
"親指","0","1","中指","0","2130006","0","0","薬指","人差し指"
"米","0","1","肉","0","2130007","0","0","野菜","酒"
"料理人","0","1","貧乏人","0","2130008","0","0","頑固者","世間知らず"
"尾","0","1","病","0","2130009","0","0","原","床"
"北","0","1","東","0","2130011","0","0","西","南"
"納戸","0","1","トイレ","0","2130014","0","0","居間","台所"
"八","0","1","七","0","2130015","0","0","六","九"
"ピアノ","0","1","琴","0","2130016","0","0","ギター","三味線"
"馬耳東風","0","1","再三再四","0","2130018","0","0","千変万化","天衣無法"
"穀物","0","1","貢献","0","2130019","0","0","貴重","格下"
"木刀","0","1","貝殻","0","2130020","0","0","金券","掛軸"
"汚名返上","0","1","器用貧乏","0","2130021","0","0","無芸大食","羊頭苦肉"
"冬","0","1","春","0","2130022","0","0","夏","秋"
"タン","0","1","ホン","0","2130023","0","0","チュウ","ハン"
"コン","0","1","イツ","0","2130024","0","0","サン","タン"
"テン","0","1","イン","0","2130025","0","0","キン","シン"
"乃伊木","0","1","伊乃木","0","2130026","0","0","木伊乃","木乃伊"
"ねっとう","0","1","さらゆ","0","2130027","0","0","ちょうおんとう","ぬるまゆ"
"鉄琴","0","1","手風琴","0","2130028","0","0","口風琴","自鳴琴"
"寸描","0","1","点描","0","2130029","0","0","線描","素描"
"平凡","0","1","大胆","0","2130030","0","0","不注意","用心しすぎ"
"双六","0","1","将棋","0","2130031","0","0","麻雀","囲碁"
"女性","0","1","賭け事","0","2130033","0","0","食事","釣り"
"鰹","0","1","鮪","0","2130034","0","0","鯵","鰯"
"災難続き","0","1","悪いときの助け船","0","2130035","0","0","突然のチャンス","良いときの邪魔者"
"百合","0","1","菊","0","2130036","0","0","薔薇","蓮"
"松","0","1","桜","0","2130037","0","0","梅","菊"
"いっぺん","0","1","いちまつ","0","2130039","0","0","いっき","いちる"
"指圧","0","1","タコ漁","0","2130041","0","0","生け花","サイコロ博打"
"ヤモリ","0","1","カマキリ","0","2130044","0","0","カエル","クモ"
"スズムシ","0","1","カエル","0","2130045","0","0","ネコ","カラス"
"武士","0","1","盗人","0","2130046","0","0","居候","江戸っ子"
"サギ","0","1","カラス","0","2130047","0","0","カモ","キジ"
"芽","0","1","カビ","0","2130048","0","0","草","苔"
"すいさつ","0","1","ついかく","0","2130049","0","0","ずいし","すいこう"
"獅子","0","1","刀","0","2130050","0","0","車","翼"
"辛子をつける","0","1","塩をつける","0","2130052","0","0","酢をつける","味噌をつける"
"筆あわ","0","1","筆むぎ","0","2130053","0","0","筆いね","筆まめ"
"ことごとく","0","1","しばらく","0","2130054","0","0","あまねく","ようやく"
"詩を書く","0","1","詩集","0","2130055","0","0","詩","詩人"
"ざくろ","0","1","びわ","0","2130058","0","0","あけび","いちじく"
"つくし","0","1","わらび","0","2130059","0","0","ぜんまい","うど"
"さるすべり","0","1","しょうぶ","0","2130061","0","0","おみなえし","かきつばた"
"エターナルアビス＝エアスラッシャー","0","1","ディープエターナル＝エアスラッシャー","0","2131001","0","0","ディープエターナル＝ディヴァイダー","エターナルアビス＝ディヴァイダー"
"ギアスグリモワール・ナンバーオブサタン","0","1","アポカリプスコード・スリーシックス","0","2131002","0","0","アビステクノロジー・ヘルコード","ギアスアポクリフォ・タイラントコード"
"百人一首","0","1","百貨店","0","2131003","0","0","百点満点","百面相"
"愛言葉","0","1","胸の内","0","2131004","0","0","お仕事","推し事"
"マラソン","0","1","クルーズ","0","2131005","0","0","ファイト","キャンプ"
"ゲンゴロウ","0","1","アオダイショウ","0","2210001","0","0","ヤゴ","オタマジャクシ"
"耳","0","1","翼","0","2210003","0","0","しっぽ","角"
"ロンゴ","0","1","ダンゴ","0","2210004","0","0","サンゴ","イナゴ"
"オウム","0","1","ペリカン","0","2210005","0","0","コウノトリ","カラス"
"ターメリック","0","1","ガーリック","0","2210006","0","0","オニオン","ジンジャー"
"ランブータン","0","1","マンゴー","0","2210007","0","0","ドリアン","アボカド"
"パーシー","0","1","パンジー","0","2210008","0","0","パール","パクチー"
"キュウリ","0","1","ピーマン","0","2210009","0","0","ハクサイ","ニンジン"
"は虫類","0","1","哺乳類","0","2210011","0","0","鳥類","魚類"
"自己防衛","0","1","罷免","0","2210012","0","0","慣れ","免疫"
"目","0","1","鼻","0","2210013","0","0","口","耳"
"ネコ科","0","1","リス科","0","2210015","0","0","イヌ科","イタチ科"
"おばあさん","0","1","お父さん","0","2210016","0","0","おじいさん","お母さん"
"目","0","1","口","0","2210018","0","0","耳","鼻"
"コイ","0","1","サバ","0","2210019","0","0","アユ","サケ"
"ゴリラ","0","1","パンダ","0","2210020","0","0","ヒツジ","ラクダ"
"トラ","0","1","ダチョウ","0","2210021","0","0","ライオン","チーター"
"フクロウ","0","1","カッコウ","0","2210022","0","0","キツツキ","オウム"
"八重歯","0","1","情知らず","0","2210024","0","0","物知らず","親知らず"
"ライチョウ","0","1","フラミンゴ","0","2210025","0","0","コウノトリ","クジャク"
"モクズガニ","0","1","ズワイガニ","0","2210026","0","0","タカアシガニ","タラバガニ"
"イチゴ糖","0","1","ミカン糖","0","2210027","0","0","レモン糖","ブドウ糖"
"マイタケ","0","1","マツタケ","0","2210029","0","0","シイタケ","ソデタケ"
"ナツメグ","0","1","フォアグラ","0","2210030","0","0","キャビア","トリュフ"
"変体動物","0","1","剛体動物","0","2210032","0","0","解体動物","軟体動物"
"キャベツ","0","1","モヤシ","0","2210034","0","0","レタス","ピーマン"
"くろまめ","0","1","えんどうまめ","0","2210035","0","0","なたまめ","そらまめ"
"上腕五頭筋","0","1","上腕一頭筋","0","2210037","0","0","ヒラメ筋","上腕二頭筋"
"緑","0","1","青","0","2210040","0","0","黄","赤"
"10匹","0","1","20匹","0","2210041","0","0","5匹","1匹"
"尻尾","0","1","鼻","0","2210042","0","0","前脚","耳"
"池","0","1","川","0","2210045","0","0","湖","海"
"木をつついて穴をあける","0","1","地上を高速で走る","0","2210046","0","0","首が360度回る","くちばしが膨らむ"
"小石","0","1","サンゴ","0","2210047","0","0","ペンション","貝"
"キク","0","1","アサガオ","0","2210048","0","0","サザンカ","サクラ"
"あくび","0","1","しゃっくり","0","2210049","0","0","くしゃみ","いびき"
"頭こう骨","0","1","頭とう骨","0","2210050","0","0","頭あい骨","頭がい骨"
"56℃前後","0","1","26℃前後","0","2210051","0","0","46℃前後","36℃前後"
"ハンミョウ","0","1","キリギリス","0","2210052","0","0","カマドウマ","カメレオン"
"シチミトウガラシウオ","0","1","コショウウオ","0","2210054","0","0","タバスコウオ","サンショウウオ"
"ヒグマ","0","1","ホッキョクグマ","0","2210056","0","0","ツキノワグマ","クマゲラ"
"あまい","0","1","にがい","0","2210057","0","0","すっぱい","あつい"
"ハチ","0","1","セミ","0","2210058","0","0","トンボ","ホタル"
"アメリカンドッグ","0","1","ソルティドッグ","0","2210059","0","0","ホットドッグ","ブルドッグ"
"ハゼノキ","0","1","モミジ","0","2210060","0","0","ツツジ","イチョウ"
"ミミ","0","1","ミソギ","0","2211001","0","0","キョウカ","ユニ"
"～だぴょん♪","0","1","～ガオッ","0","2211002","0","0","～であーる","～ッス"
"シェフィ","0","1","ぺコリーヌ","0","2211003","0","0","コッコロ","キャル"
"イオ殿","0","1","イオっち","0","2211004","0","0","イオせんせー","ちゃんイオ"
"プレシア","0","1","リリ","0","2211005","0","0","クリア","ミソラ"
"ゆのみ","0","1","やしのみ","0","2220001","0","0","このみ","くまのみ"
"アサガオ","0","1","タンポポ","0","2220002","0","0","アジサイ","サザンカ"
"12本","0","1","10本","0","2220005","0","0","6本","8本"
"ウリ科","0","1","バラ科","0","2220006","0","0","ミカン科","ナス科"
"ババガメ","0","1","ジジガメ","0","2220007","0","0","トノガメ","オサガメ"
"マンゴー","0","1","パパイヤ","0","2220008","0","0","パイナップル","キーウィ"
"カカト","0","1","ミミ","0","2220009","0","0","カミ","アシ"
"解毒の機能がある","0","1","食べ物を消化する","0","2220010","0","0","血液を作る","役に立っていない"
"オランウータン","0","1","ゴリラ","0","2220012","0","0","チンパンジー","ニホンザル"
"クワガタムシ","0","1","マツムシ","0","2220015","0","0","クツワムシ","スズムシ"
"ペルセウスオオカブト","0","1","アキレスオオカブト","0","2220016","0","0","アマゾネスオオカブト","ヘラクレスオオカブト"
"分かれていない","0","1","2つ","0","2220017","0","0","3つ","4つ"
"アメリカクロクマ","0","1","ツキノワグマ","0","2220018","0","0","ヒグマ","ホッキョクグマ"
"セミ","0","1","クワガタ","0","2220019","0","0","テントウムシ","カマキリ"
"頬冠","0","1","肌頬","0","2220020","0","0","貯頬","頬袋"
"ボタンキンバイ","0","1","ベニバナクサギ","0","2220021","0","0","カノコユリ","コチョウラン"
"棍棒","0","1","脂肪","0","2220022","0","0","心房","細胞"
"アリ","0","1","キリギリス","0","2220023","0","0","バッタ","コオロギ"
"シャチ","0","1","アンコウ","0","2220024","0","0","サメ","フグ"
"て","0","1","い","0","2220025","0","0","め","く"
"タコ","0","1","ウニ","0","2220026","0","0","イカ","クラゲ"
"タコ","0","1","クラゲ","0","2220027","0","0","イカ","ウニ"
"ラクダ","0","1","犬","0","2220028","0","0","羊","牛"
"さかき","0","1","なぎさ","0","2220030","0","0","うさぎ","さなぎ"
"カバ","0","1","ヘビ","0","2220031","0","0","カメレオン","ワニ"
"オランウータン","0","1","ゴリラ","0","2220033","0","0","チンパンジー","マントヒヒ"
"カマキリ","0","1","カブトムシ","0","2220034","0","0","カナブン","クワガタ"
"7日後","0","1","7ヵ月後","0","2220038","0","0","7週間後","7年後"
"コスモス","0","1","ヒマワリ","0","2220040","0","0","アジサイ","ウメ"
"腰","0","1","手","0","2220042","0","0","頭","足"
"実名","0","1","本名","0","2220043","0","0","和名","学名"
"イモ・アジエンス","0","1","ホモ・アジエンス","0","2220044","0","0","モモ・サピエンス","ホモ・サピエンス"
"スズムシ","0","1","セミ","0","2220046","0","0","カブトムシ","トンボ"
"芥子植物","0","1","硝子植物","0","2220047","0","0","束子植物","種子植物"
"毛深血管","0","1","毛様血管","0","2220048","0","0","毛頭血管","毛細血管"
"魚類","0","1","鳥類","0","2220049","0","0","両生類","貝類"
"フジツボ","0","1","エビ","0","2220050","0","0","カニ","クラゲ"
"オオアリクイ","0","1","ハリネズミ","0","2220051","0","0","ヤマアラシ","アルマジロ"
"炭水化物","0","1","たんぱく質","0","2220052","0","0","脂質","水"
"カワセミ","0","1","カッコウ","0","2220054","0","0","スズメ","ライチョウ"
"脂肪","0","1","毛","0","2220056","0","0","骨","皮膚"
"消化器","0","1","循環器","0","2220057","0","0","泌尿器","呼吸器"
"エビ","0","1","タコ","0","2220058","0","0","イカ","ウニ"
"奉仕","0","1","法師","0","2220059","0","0","法子","胞子"
"ナメコ","0","1","マイタケ","0","2220060","0","0","マツタケ","シメジ"
"イノリ","0","1","キョウカ","0","2221001","0","0","リリ","ミミ"
"トラライオン","0","1","タラトイガー","0","2221002","0","0","トライロッカー","トラタイガー"
"ぷんぽこりん","0","1","ぽんこりん","0","2221003","0","0","ぺんぺこりん","ぺんぽこりん"
"クルミ","0","1","トモ","0","2221004","0","0","ミサキ","ミヤコ"
"タテマツリワニ","0","1","ワニゴン","0","2221005","0","0","ワニドロロ","ドロゲーター"
"アルキン","0","1","アルヘナ","0","2230001","0","0","アルガン","アルベド"
"シャーリング","0","1","アイドリング","0","2230003","0","0","トラベリング","シバリング"
"心臓","0","1","肝臓","0","2230005","0","0","腎臓","膵臓"
"ピーチ","0","1","ピーラー","0","2230007","0","0","ピーナッツ","ピーヘン"
"ギャザリング","0","1","グルーミング","0","2230008","0","0","マウンティング","クラッタリング"
"イタチザメ科","0","1","ネコザメ科","0","2230010","0","0","イヌザメ科","ネズミザメ科"
"サンフラワーマリー","0","1","デイジーマリー","0","2230012","0","0","ポピーマリー","ローズマリー"
"ラチェット","0","1","レバー","0","2230013","0","0","スリット","フランジ"
"シダレザクラ","0","1","スミレ","0","2230014","0","0","フジ","アジサイ"
"茎","0","1","葉","0","2230015","0","0","根","実"
"パッションフルーツ","0","1","ジャックフルーツ","0","2230016","0","0","ミラクルフルーツ","ドラゴンフルーツ"
"チンゲンサイ","0","1","キャベツ","0","2230017","0","0","ホウレンソウ","ブロッコリー"
"けいご","0","1","でいご","0","2230018","0","0","こんご","ぜいご"
"個体によって違う","0","1","キリンのほうが多い","0","2230019","0","0","人間のほうが多い","同じ"
"ジャコウウマ科","0","1","ジャコウイヌ科","0","2230021","0","0","ジャコウクマ科","ジャコウネコ科"
"イネ科","0","1","キク科","0","2230022","0","0","セリ科","シソ科"
"赤","0","1","黒","0","2230023","0","0","縞模様","白"
"チンチラ","0","1","ビーバー","0","2230024","0","0","ヌートリア","カピバラ"
"マグロ","0","1","ウナギ","0","2230026","0","0","ドジョウ","ナマズ"
"タンポポトンボ","0","1","バナナトンボ","0","2230027","0","0","ヒマワリトンボ","ムギワラトンボ"
"クワガタ","0","1","トンボ","0","2230028","0","0","カブトムシ","カイコ"
"鮪","0","1","山女魚","0","2230029","0","0","鰆","鰻"
"5つ","0","1","2つ","0","2230030","0","0","1つ","3つ"
"ミミックオクトパス","0","1","マンタ","0","2230031","0","0","ホホジロザメ","シーラカンス"
"王帽筋","0","1","兵帽筋","0","2230032","0","0","侍帽筋","僧帽筋"
"口","0","1","目","0","2230033","0","0","尾ひれ","うろこ"
"XZ","0","1","XX","0","2230034","0","0","YY","XY"
"23本","0","1","15本","0","2230036","0","0","7本","0本"
"タカハシ","0","1","サトウ","0","2230037","0","0","スズキ","イトウ"
"ネコ科","0","1","リス科","0","2230038","0","0","イヌ科","イタチ科"
"ジャコウネコ科","0","1","ネコ科","0","2230040","0","0","ブタ科","イヌ科"
"アリジゴク","0","1","イモムシ","0","2230043","0","0","ヤゴ","ボウフラ"
"クワガタ","0","1","クモ","0","2230044","0","0","カブトムシ","カマキリ"
"生き返り","0","1","おうむ返し","0","2230045","0","0","ふり返り","こむら返り"
"ユリ科","0","1","ツツジ科","0","2230046","0","0","スミレ科","イネ科"
"常緑樹","0","1","針葉樹","0","2230048","0","0","広葉樹","落葉樹"
"キロロフィル","0","1","ケロロフィル","0","2230049","0","0","カロロフィル","クロロフィル"
"ハト","0","1","カッコウ","0","2230050","0","0","ニワトリ","フクロウ"
"星夜草","0","1","月夜草","0","2230051","0","0","星見草","月見草"
"スズメ貝","0","1","カラス貝","0","2230052","0","0","ウグイス貝","オウム貝"
"ハイハイ","0","1","マイマイ","0","2230053","0","0","カイカイ","アイアイ"
"マグロ筋","0","1","アナゴ筋","0","2230055","0","0","カツオ筋","ヒラメ筋"
"夢","0","1","水","0","2230058","0","0","石油","脂肪"
"キツネ","0","1","イヌ","0","2230059","0","0","タヌキ","ネコ"
"アッパー","0","1","ペッパー","0","2230061","0","0","ラッパー","ケッパー"
"白銀マスク","0","1","マスク・ド・ジュン","0","2231001","0","0","ノエルの淑女","聖女仮面"
"イリヤ","0","1","アヤネ","0","2231002","0","0","コッコロ","アオイ"
"マラカス","0","1","太鼓","0","2231003","0","0","カスタネット","タンバリン"
"アオイ","0","1","チエル","0","2231004","0","0","クロエ","ユニ"
"キャル","0","1","エリコ","0","2231005","0","0","ニノン","スズナ"
"0.5","0","1","0","0","2310002","0","0","2","1"
"水星","0","1","太陽","0","2310003","0","0","火星","月"
"金星","0","1","水星","0","2310005","0","0","火星","土星"
"真珠","0","1","エメラルド","0","2310006","0","0","トルコ石","ルビー"
"乾燥帯低気圧","0","1","温帯低気圧","0","2310009","0","0","寒帯低気圧","熱帯低気圧"
"キログラム","0","1","ヘクトパスカル","0","2310010","0","0","ミリバール","デシベル"
"リットル","0","1","メートル","0","2310011","0","0","キログラム","カロリー"
"9","0","1","12","0","2310012","0","0","24","6"
"48時間","0","1","12時間","0","2310014","0","0","36時間","24時間"
"1kgの綿","0","1","1kgの鉄","0","2310015","0","0","1kgの砂","すべて同じ"
"1600分","0","1","1360分","0","2310016","0","0","1520分","1440分"
"W","0","1","N","0","2310017","0","0","E","M"
"赤夜","0","1","黒夜","0","2310018","0","0","黄夜","白夜"
"ピンク","0","1","赤","0","2310019","0","0","白","黒"
"90度","0","1","30度","0","2310020","0","0","60度","45度"
"ホワイトホール","0","1","レッドホール","0","2310021","0","0","ブルーホール","ブラックホール"
"540度","0","1","180度","0","2310023","0","0","360度","720度"
"23","0","1","20","0","2310024","0","0","22","21"
"紀の川","0","1","湯の川","0","2310025","0","0","泥の川","天の川"
"炭素","0","1","窒素","0","2310026","0","0","水素","質素"
"100メートル","0","1","0.1メートル","0","2310027","0","0","10メートル","0.01メートル"
"ワッツ","0","1","ワルツ","0","2310028","0","0","スパッツ","ヘルツ"
"イコール","0","1","クロール","0","2310030","0","0","ショール","スコール"
"地面からの爆発","0","1","ロケットとの衝突","0","2310031","0","0","人工衛星との衝突","隕石との衝突"
"465.24日","0","1","265.24日","0","2310032","0","0","165.24日","365.24日"
"約59.5日","0","1","約39.5日","0","2310034","0","0","約49.5日","約29.5日"
"高層","0","1","切層","0","2310035","0","0","割層","断層"
"液化","0","1","爆発","0","2310036","0","0","酸化","沸騰"
"冷点","0","1","固点","0","2310037","0","0","寒点","氷点"
"8キロ","0","1","4キロ","0","2310038","0","0","6キロ","2キロ"
"-500","0","1","50","0","2310039","0","0","5050","0"
"全体日食","0","1","部分日食","0","2310041","0","0","金環日食","皆既日食"
"対立","0","1","反抗","0","2310042","0","0","反発","抵抗"
"ネイル","0","1","ホイル","0","2310043","0","0","マイル","コイル"
"キロリットル","0","1","ミリリットル","0","2310044","0","0","デシリットル","ミリメートル"
"155","0","1","160","0","2310045","0","0","150","200"
"2＋3","0","1","3＋2","0","2310047","0","0","3－2","3×2"
"新月","0","1","半月","0","2310049","0","0","三日月","満月"
"鉄","0","1","銀","0","2310051","0","0","銅","銭"
"中縁体","0","1","不導体","0","2310052","0","0","未絶体","半導体"
"S波","0","1","Q波","0","2310053","0","0","R波","P波"
"1万円札で100万円","0","1","1円玉100枚","0","2310054","0","0","米1合","水1リットル"
"満潮","0","1","赤潮","0","2310056","0","0","黒潮","干潮"
"2","0","1","底辺","0","2310059","0","0","高さ","円周率"
"雹","0","1","雷","0","2310060","0","0","霰","霜"
"1000","0","1","1480","0","2311001","0","0","1100","1200"
"540","0","1","460","0","2311002","0","0","700","630"
"7980","0","1","1600","0","2311003","0","0","5400","6400"
"セントールス","0","1","オーマ","0","2311004","0","0","トーゴク","ランドソル"
"950ルピ","0","1","1000ルピ","0","2311005","0","0","1150ルピ","1100ルピ"
"360度","0","1","0度","0","2320001","0","0","180度","90度"
"9本","0","1","2本","0","2320004","0","0","7本","5本"
"オイラレス","0","1","ボクレス","0","2320005","0","0","キミレス","アンタレス"
"ファール","0","1","ノネナール","0","2320006","0","0","ゼミナール","ルミノール"
"60000℃","0","1","60℃","0","2320008","0","0","600℃","6000℃"
