4cb465b6d9979d88f5c4fcb1a83c221fb3dea4a4907d43da217d125c330f7b0a,4420bce317c0423a4b64934b8bce9c98643c26ae0ddf89df117a865688a88dc6,49e08293afaad42068a21a43c2464cebf4b5a26dde10ad93ad4d50e5aa349892,a95de0a349b79f6d69208f1a902040edad1e62343afce4fae26a78d4e0eaefac,81f2846587f79ef6953d310ed0ebdd514a61c29f50067abec19e7079f14886d5,917b41a684aa2f54090df62ab31263f00079cbc9006c973f0079757971d78d7b,f6b5437d63590dc55794961c949cf077357a9901778158f36fa675c3a2378c95,ec58de48b825a0c3391cb7e3e68ef2b4bdc8ef6f44bbb0a5a6eded38f1bad00f,ddb64bc6f8723593f7fb2ca504312b8e6b3fcce8f124f55138b8306400e3e22b,22ae711adb79b717b3962e7c0f7dc9dbdce966a83b99e6ddf30e94e5fa01984b,423dd76eb4b92b57439d847650b9cc449a9da9f5b5c27bdcd6ae5ea61f3b3ecd
"107131","1.5","nop_idle_arm_crossed","106","-150","215","114","1","1","1","106002"
"103731","1.5","nop_idle_normal","106","-135","-100","111","1","0","1","106003"
"100511","1.5","nop_idle_joy1","106","-135","100","110","1","1","1","106004"
"102831","1.5","nop_idle_normal","107","-150","-100","115","1","0","1","107001"
"102111","1.5","nop_idle_normal","107","-150","100","114","1","1","1","107002"
"102511","1.5","nop_idle_normal","107","-127","-215","111","1","0","1","107003"
"102311","1.5","nop_idle_normal","107","-127","215","110","1","1","1","107004"
"101011","1.5","nop_idle_joy_normal","108","-150","-100","115","1","0","1","108001"
"104331","1.5","nop_idle_arm_crossed","108","-150","100","114","1","1","1","108002"
"101711","1.5","nop_idle_joy1","108","-127","-215","111","1","0","1","108003"
"101431","1.5","nop_idle_normal","108","-127","215","110","1","1","1","108004"
"103311","1.5","nop_idle_joy1","109","-150","-100","115","1","0","1","109001"
"105211","1.5","nop_idle_joy_normal","109","-127","-215","111","1","0","1","109002"
"102611","1.5","nop_idle_sad2","109","-150","100","114","1","1","1","109003"
"103811","1.5","nop_idle_normal","109","-127","215","110","1","1","1","109004"
"103231","1.5","nop_idle_joy1","110","-150","-100","115","1","0","1","110001"
"103411","1.5","nop_10_yukari_02","110","-127","215","110","1","1","1","110002"
"11","1.5","nop_10_yukari_02","110","-127","215","111","5","1","1","110003"
"104811","1.5","nop_idle_doya","110","-150","100","114","1","1","1","110004"
"104611","1.5","nop_idle_joy_normal","110","-127","-215","111","1","0","1","110005"
"100911","1.5","nop_11_anna_idle_arm_crossed","111","-150","-100","115","1","0","1","111001"
"101311","1.5","nop_idle_joy_normal","111","-150","100","114","1","1","1","111002"
"102711","1.5","nop_11_eriko_idle_wish","111","-127","-215","111","1","0","1","111003"
"105111","1.5","nop_idle_normal","111","-127","215","110","1","1","1","111004"
"101831","1.5","nop_idle_joy1","112","-143","100","115","1","1","1","112001"
"101611","1.5","nop_idle_joy_normal","112","-135","-100","110","1","0","1","112002"
"105011","1.5","nop_idle_joy_normal","112","-150","-215","114","1","0","1","112003"
"105331","1.5","nop_idle_normal_joy","113","-150","100","113","1","1","1","113001"
"104511","1.5","nop_13_kuka_idle_memory2","113","-150","-100","114","1","0","1","113002"
"103031","1.5","nop_idle_joy1","113","-127","-215","110","1","0","1","113003"
"100811","1.5","nop_idle_thinking","113","-150","-330","111","1","0","1","113004"
"105511","1.5","nop_idle_sad","113","-150","240","115","1","1","1","113005"
"106831","1.5","nop_idle_normal","114","-150","100","115","1","1","1","114001"
"101131","1.5","nop_idle_normal","114","-150","-100","114","1","0","1","114002"
"104931","1.5","nop_idle_normal","114","-127","-215","110","1","0","1","114003"
"102931","1.5","nop_idle_joy1","115","-143","100","115","1","1","1","115001"
"104211","1.5","nop_idle_wish","115","-135","-100","110","1","0","1","115002"
"105411","1.5","nop_idle_normal","115","-150","-215","114","1","0","1","115003"
"106731","1.5","nop_idle_normal","116","-150","100","115","1","1","1","116001"
"106631","1.5","nop_idle_joy1","116","-150","-100","114","1","0","1","116002"
"106531","1.5","nop_16_kaya_idle_normal2","116","-127","-215","110","1","0","1","116003"
"2","1.5","nop_rago_idle","116","-150","180","116","5","1","1","116004"
"111031","1.5","nop_idle_normal","117","-150","100","115","1","1","1","117001"
"110931","1.5","nop_idle_joy2","117","-150","-100","114","1","0","1","117002"
"110831","1.5","nop_17_chloe_idle_normal2","117","-127","-215","110","1","0","1","117003"
"1","1.5","NoItem_idle","117","-150","-100","115","5","0","1","117004"
"114711","1.5","nop_18_muimi_idle_joy_normal","118","-150","-100","115","1","1","1","118001"
"118511","1.5","nop_18_karin_idle_normal","118","-150","100","114","1","0","1","118002"
"115031","1.5","nop_idle_normal","118","-127","-215","111","1","0","1","118003"
"118031","1.5","nop_idle_joy1","118","-127","215","110","1","1","1","118004"
"111831","1.2","nop_idle_joy1","201","0","-60","100","1","0","1","201001"
"120731","1.2","nop_idle_normal_joy","201","0","60","101","1","1","1","201002"
"120831","1.2","nop_idle_arm_crossed","201","-5","-130","102","1","0","1","201003"
"111931","1.2","nop_idle_normal","201","-5","130","103","1","1","1","201004"
"120931","1.2","nop_idle_thinking","201","-20","-200","104","1","0","1","201005"
"112031","1.2","nop_idle_normal","201","-20","200","105","1","1","1","201006"
"108731","1.2","nop_idle_joy1","202","0","-60","100","1","0","1","202001"
"108831","1.2","nop_idle_joy_normal","202","0","60","101","1","1","1","202002"
"108931","1.2","nop_idle_normal","202","-5","-130","102","1","0","1","202003"
"102011","1.2","nop_idle_joy1","203","0","-60","100","1","0","1","203001"
"100411","1.2","nop_idle_normal","203","-5","-130","101","1","0","1","203002"
"103631","1.2","nop_idle_wish","203","-5","60","102","1","1","1","203003"
"101231","1.2","nop_idle_normal","204","0","-60","100","1","0","1","204001"
"104011","1.2","nop_idle_normal","204","0","60","101","1","1","1","204002"
"101511","1.2","nop_idle_normal","204","-5","-130","102","1","0","1","204003"
"103111","1.2","nop_idle_normal","205","0","-80","100","1","0","1","205001"
"102211","1.2","nop_idle_sad","205","0","60","101","1","1","1","205002"
"100711","1.2","nop_05_miyako_idle_normal","205","-5","-150","104","1","0","1","205003"
"100611","1.2","nop_idle_joy1","205","-5","130","103","1","1","1","205004"
"2051","1.2","nop_skull_idle","205","0","-20","102","5","1","1","205005"
"104731","1.2","nop_idle_arm_crossed","206","-5","-130","102","1","0","1","206001"
"107131","1.2","nop_idle_arm_crossed","206","-5","130","103","1","1","1","206002"
"103731","1.2","nop_idle_normal","206","0","-60","100","1","0","1","206003"
"100511","1.2","nop_idle_joy1","206","0","60","101","1","1","1","206004"
"102831","1.2","nop_idle_normal","207","0","-60","100","1","0","1","207001"
"102111","1.2","nop_idle_normal","207","0","60","101","1","1","1","207002"
"102511","1.2","nop_idle_normal","207","-5","-130","102","1","0","1","207003"
"102311","1.2","nop_idle_normal","207","-5","130","103","1","1","1","207004"
"101011","1.2","nop_idle_joy_normal","208","0","-60","100","1","0","1","208001"
"104331","1.2","nop_idle_arm_crossed","208","0","60","101","1","1","1","208002"
"101711","1.2","nop_idle_joy1","208","-5","-130","102","1","0","1","208003"
"101431","1.2","nop_idle_normal","208","-5","130","103","1","1","1","208004"
"103311","1.2","nop_idle_joy1","209","0","-60","100","1","0","1","209001"
"105211","1.2","nop_idle_joy_normal","209","-5","-130","102","1","0","1","209002"
"102611","1.2","nop_idle_sad2","209","0","60","101","1","1","1","209003"
"103811","1.2","nop_idle_normal","209","-5","130","103","1","1","1","209004"
"103231","1.2","nop_idle_joy1","210","0","-60","100","1","0","1","210001"
"103411","1.2","nop_10_yukari_02","210","-5","130","103","1","1","1","210002"
"11","1.2","nop_10_yukari_02","210","-5","130","104","5","1","1","210003"
"104811","1.2","nop_idle_doya","210","0","60","101","1","1","1","210004"
"104611","1.2","nop_idle_joy_normal","210","-5","-130","102","1","0","1","210005"
"100911","1.2","nop_11_anna_idle_arm_crossed","211","0","-60","100","1","0","1","211001"
"101311","1.2","nop_idle_joy_normal","211","0","60","101","1","1","1","211002"
"102711","1.2","nop_11_eriko_idle_wish","211","-5","-130","102","1","0","1","211003"
"105111","1.2","nop_idle_normal","211","-5","130","103","1","1","1","211004"
"101831","1.2","nop_idle_joy1","212","0","60","100","1","1","1","212001"
"101611","1.2","nop_idle_joy_normal","212","0","-60","101","1","0","1","212002"
"105011","1.2","nop_idle_joy_normal","212","-5","-130","102","1","0","1","212003"
"105331","1.2","nop_idle_normal_joy","213","0","60","100","1","1","1","213001"
"104511","1.2","nop_13_kuka_idle_memory2","213","0","-60","101","1","0","1","213002"
"103031","1.2","nop_idle_joy1","213","-5","-130","102","1","0","1","213003"
"100811","1.2","nop_idle_thinking","213","-20","-200","103","1","0","1","213004"
"105511","1.2","nop_idle_sad","213","-20","130","104","1","1","1","213005"
"106831","1.2","nop_idle_normal","214","0","60","100","1","1","1","214001"
"101131","1.2","nop_idle_normal","214","0","-60","101","1","0","1","214002"
"104931","1.2","nop_idle_normal","214","-5","-130","103","1","0","1","214003"
"102931","1.2","nop_idle_joy1","215","0","60","100","1","1","1","215001"
"104211","1.2","nop_idle_wish","215","0","-60","101","1","0","1","215002"
"105411","1.2","nop_idle_normal","215","-5","-130","102","1","0","1","215003"
"106731","1.2","nop_idle_normal","216","0","60","100","1","1","1","216001"
"106631","1.2","nop_idle_joy1","216","0","-60","101","1","0","1","216002"
"106531","1.2","nop_16_kaya_idle_normal2","216","-5","-130","103","1","0","1","216003"
"2","1.2","nop_rago_idle","216","0","140","101","5","1","1","216004"
"111031","1.2","nop_idle_normal","217","0","60","100","1","1","1","217001"
"110931","1.2","nop_idle_joy2","217","0","-60","101","1","0","1","217002"
"110831","1.2","nop_17_chloe_idle_normal2","217","-5","-130","103","1","0","1","217003"
"1","1.2","NoItem_idle","217","0","-60","102","5","0","1","217004"
"114711","1.2","nop_18_muimi_idle_joy_normal","218","0","-40","100","1","1","1","218001"
"118511","1.2","nop_18_karin_idle_normal","218","0","40","101","1","0","1","218002"
"115031","1.2","nop_idle_normal","218","-5","-130","102","1","0","1","218003"
"118031","1.2","nop_idle_joy1","218","-5","130","103","1","1","1","218004"
"nop_talk_joy1","0.2","","301","","","1","3","","111831","301001"
"次は何を食べましょうか。\nキャルちゃんは何がいいです？","0","0.5","301","0","0","8","11","0","111831","301002"
"","","","301","","","","91","","301002","301003"
"nop_idle_joy_normal","0.2","","301","","","1","3","","111831","301004"
"nop_18_neneka_humu","0.2","","301","1","nop_idle_doya","0","3","0.3","112031","301005"
"そうねー\n普段は食べられない珍しい物とかどう？","0","0.5","301","0","0","8","11","0","112031","301006"
"","","","301","","","","91","","301006","301007"
"nop_talk_arm_crossed","0.2","","301","1","nop_talk_arm_crossed_loop","0","3","0","120831","301008"
"ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0","0.5","301","0","0","8","11","0","120831","301009"
"","","","301","","","","91","","301009","301010"
"nop_idle_arm_crossed","0.2","","301","","","1","3","","120831","301011"
"nop_11_anna_huhuStand_in","0.2","","301","1","nop_11_anna_huhuStand_loop","0","3","0","120931","301012"
"ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0","0.5","301","0","0","8","11","0","120931","301013"
"0","","","301","","","","93","","1","301014"
"nop_11_anna_ahahaStand_in","0.2","","301","1","nop_11_anna_ahahaStand_loop","0","3","0","120931","301015"
"","","","301","","","","91","","301013","301016"
"nop_11_anna_ahahaStand_loop","0.2","","301","1","","1","3","","120931","301017"
"nop_01_coccoro_an_in","0.2","","301","1","nop_01_coccoro_an_loop","0","3","0","111931","301018"
"シェフィさま。こちらをどうぞ。\nはい、あーん。","0","0.5","301","0","0","8","11","0","111931","301019"
"0","","","301","","","","93","","0.2","301020"
"0","","","301","","","","4","","120731","301021"
"0","","","301","","","","93","","0.8","301022"
"nop_surprise","0.2","","301","1","nop_idle_shy","0","3","0.2","120731","301023"
"","","","301","","","","91","","301019","301024"
"nop_talk_shy","0.2","","301","","","1","3","","120731","301025"
"コ、コッコロさん……\n恥ずかしいわ……","0","0.5","301","0","0","8","11","0","120731","301026"
"","","","301","","","","91","","301026","301027"
"nop_idle_shy","0.2","","301","","","1","3","","120731","301028"
"0","","","301","","","","93","","0.5","301029"
"nop_01_coccoro_an_out","0.2","","301","1","nop_idle_normal","0","3","0","111931","301030"
"0","","","301","","","","93","","1","301031"
"1","","","301","","","","4","","120731","301032"
"nop_idle_joy1","0.2","","301","","","1","3","","120731","301033"
"せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0","0.5","302","0","0","8","11","0","108831","302001"
"nop_talk_joy3_blink","0.2","","302","","","1","3","","108831","302002"
"1","","","302","","","","93","","2.75","302003"
"nop_talk_joy1_normal","0.2","","302","","","1","3","","108831","302004"
"","","","302","","","","91","","302001","302005"
"nop_idle_joy_normal","0.2","","302","1","","1","3","","108831","302006"
"今年もいい年にしないとね。","0","0.5","302","0","0","8","11","0","108931","302007"
"nop_talk_joy1_normal","0.2","","302","","","1","3","","108931","302008"
"","","","302","","","","91","","302007","302009"
"nop_idle_normal","0.2","","302","","","1","3","","108931","302010"
"みんながいればきっと大丈夫だよ！","0","0.5","302","0","0","8","11","0","108731","302011"
"nop_talk_joy2","0.2","","302","","","1","3","","108731","302012"
"","","","302","","","","91","","302011","302013"
"nop_idle_joy1","0.2","","302","1","","1","3","","108731","302014"
"","","","302","","","","91","","0","302015"
"わあ！　おっきい会場だね！\nお料理もたくさん！","0","0.5","303","0","0","8","11","0","102011","303001"
"nop_talk_joy2","0.2","","303","","","1","3","","102011","303002"
"","","","303","","","","91","","303001","303003"
"nop_idle_joy1","0.2","","303","1","","1","3","","102011","303004"
"えっへっへ、これは\nイタズラしがいがあるねー","0","0.5","303","0","0","8","11","0","100411","303005"
"nop_talk_joy2","0.2","","303","","","1","3","","100411","303006"
"","","","303","","","","91","","303005","303007"
"nop_idle_normal","0.2","","303","1","","1","3","","100411","303008"
"へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0","0.5","303","0","0","8","11","0","103631","303009"
"nop_talk_wish","0.2","","303","","","1","3","","103631","303010"
"","","","303","","","","91","","303009","303011"
"nop_idle_wish","0.2","","303","","","1","3","","103631","303012"
"立派な新年会ね。\nみんな笑顔で素敵だわ。","0","0.5","304","0","0","8","11","0","101511","304001"
"nop_talk_normal","0.2","","304","","","1","3","","101511","304002"
"0","","","304","","","","93","","1.5","304003"
"nop_talk_joy3","0.2","","304","","","1","3","","101511","304004"
"","","","304","","","","91","","304001","304005"
"nop_idle_joy1","0.2","","304","","","1","3","","101511","304006"
"あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0","0.5","304","0","0","8","11","0","101231","304007"
"nop_idle_surprise_kira","0.2","","304","","","1","3","","101231","304008"
"0","","","304","","","","93","","1.5","304009"
"nop_talk_joy2","0.2","","304","","","1","3","","101231","304010"
"","","","304","","","","91","","304007","304011"
"nop_idle_joy_normal","0.2","","304","","","1","3","","101231","304012"
"はわわ……キラキラした人が\nいっぱいいます～！","0","0.5","304","0","0","8","11","0","104011","304013"
"nop_idle_surprise2","0.2","","304","","","1","3","","104011","304014"
"","","","304","","","","91","","304013","304015"
"nop_idle_normal","0.2","","304","1","","1","3","","104011","304016"
"nop_idle_normal","0.2","","304","","","1","3","","101511","304017"
"nop_idle_normal","0.2","","304","","","1","3","","101231","304018"
"プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0","0.5","305","0","0","8","11","0","100711","305001"
"nop_05_miyako_talk_anger","0.2","","305","","","1","3","","100711","305002"
"","","","305","","","","91","","305001","305003"
"nop_05_miyako_idle_anger","0.2","","305","1","","1","3","","100711","305004"
"お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0","0.5","305","0","0","8","11","0","103111","305005"
"nop_talk_worry","0.2","","305","","","1","3","","103111","305006"
"","","","305","","","","91","","305005","305007"
"nop_idle_worry","0.2","","305","1","","1","3","","103111","305008"
"わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0","0.5","305","0","0","8","11","0","100611","305009"
"nop_talk_surprise_kira","0.2","","305","","","1","3","","100611","305010"
"0","","","305","","","","93","","2","305011"
"nop_talk_memory","0.2","","305","","","1","3","","100611","305012"
"","","","305","","","","91","","305009","305013"
"nop_idle_memory2","0.2","","305","","","1","3","","100611","305014"
"アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0","0.5","305","0","0","8","11","0","102211","305015"
"nop_talk_sad","0.2","","305","","","1","3","","102211","305016"
"0","","","305","","","","93","","2.8","305017"
"nop_talk_anger2","0.2","","305","","","1","3","","102211","305018"
"","","","305","","","","91","","305015","305019"
"nop_idle_anger2","0.2","","305","1","","1","3","","102211","305020"
"はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0","0.5","306","0","0","8","11","0","107131","306001"
"nop_06_cris_ahaha_in","0.2","","306","1","nop_06_cris_ahaha_loop","0","3","0","107131","306002"
"0","","","306","","","","93","","1.5","306003"
"nop_talk_arm_crossed","0.2","","306","1","nop_talk_arm_crossed_loop","0","3","0.2","107131","306004"
"","","","306","","","","91","","306001","306005"
"nop_idle_arm_crossed","0.2","","306","1","","1","3","","107131","306006"
"美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0","0.5","306","0","0","8","11","0","100511","306007"
"nop_talk_surprise_kira","0.2","","306","","","1","3","","100511","306008"
"0","","","306","","","","93","","4.5","306009"
"nop_talk_joy2","0.2","","306","","","1","3","","100511","306010"
"","","","306","","","","91","","306007","306011"
"nop_idle_normal","0.2","","306","","","1","3","","100511","306012"
"マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0","0.5","306","0","0","8","11","0","103731","306013"
"nop_talk_worry","0.2","","306","","","1","3","","103731","306014"
"","","","306","","","","91","","306013","306015"
"nop_idle_worry","0.2","","306","1","","1","3","","103731","306016"
"みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0","0.5","306","0","0","8","11","0","104731","306017"
"nop_talk_arm_crossed_loop","0.2","","306","","","1","3","","104731","306018"
"","","","306","","","","91","","306017","306019"
"nop_idle_arm_crossed","0.2","","306","1","","1","3","","104731","306020"
"すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0","0.5","307","0","0","8","11","0","102831","307001"
"nop_talk_surprise1","0.2","","307","","","1","3","","102831","307002"
"0","","","307","","","","93","","1.2","307003"
"nop_talk_joy1_normal","0.2","","307","","","1","3","","102831","307004"
"","","","307","","","","91","","307001","307005"
"nop_idle_normal","0.2","","307","1","","1","3","","102831","307006"
"はーい、ママ・サレン！\nみんないい子にしてるよ。","0","0.5","307","0","0","8","11","0","102111","307007"
"nop_talk_joy3_dere","0.2","","307","","","1","3","","102111","307008"
"0","","","307","","","","93","","1.7","307009"
"nop_talk_wish","0.2","","307","","","1","3","","102111","307010"
"","","","307","","","","91","","307007","307011"
"お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0","0.5","307","0","0","8","11","0","102511","307012"
"nop_talk_guts3_NoBlink","0.2","","307","1","nop_talk_guts3_loop","0","3","0","102511","307013"
"","","","307","","","","91","","307012","307014"
"そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0","0.5","307","0","0","8","11","0","102311","307015"
"nop_talk_worry","0.2","","307","","","1","3","","102311","307016"
"","","","307","","","","91","","307015","307017"
"nop_idle_normal","0.2","","307","","","1","3","","102311","307018"
"nop_idle_normal","0.2","","307","1","","1","3","","102111","307019"
"nop_idle_normal","0.2","","307","1","","1","3","","102511","307020"
"立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0","0.5","308","0","0","8","11","0","101011","308001"
"nop_talk_joy3_blink2","0.2","","308","","","1","3","","101011","308002"
"1","","","308","","","1","93","","1.5","308003"
"nop_talk_joy1","0.2","","308","","","1","3","","101011","308004"
"","","","308","","","","91","","308001","308005"
"nop_idle_joy_normal","0.2","","308","1","","1","3","","101011","308006"
"お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0","0.5","308","0","0","8","11","0","104331","308007"
"nop_talk_arm_crossed2","0.2","","308","1","nop_talk_arm_crossed_loop2","0","3","0.2","104331","308008"
"1","","","308","","","1","93","","3","308009"
"nop_talk_thinking","0.2","","308","","","1","3","","104331","308010"
"","","","308","","","","91","","308007","308011"
"nop_idle_thinking","0.2","","308","1","","1","3","","104331","308012"
"賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0","0.5","308","0","0","8","11","0","101711","308013"
"nop_talk_joy1_wink","0.2","","308","","","1","3","","101711","308014"
"1","","","308","","","1","93","","2.5","308015"
"nop_talk_joy2","0.2","","308","","","1","3","","101711","308016"
"","","","308","","","","91","","308013","308017"
"nop_idle_joy1","0.2","","308","1","","1","3","","101711","308018"
"事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0","0.5","308","0","0","8","11","0","101431","308019"
"nop_talk_joy3_blink2","0.2","","308","","","1","3","","101431","308020"
"1","","","308","","","1","93","","3","308021"
"nop_talk_arm_crossed","0.2","","308","1","nop_talk_arm_crossed_loop","0","3","0.2","101431","308022"
"","","","308","","","","91","","308019","308023"
"nop_idle_arm_crossed","0.2","","308","","","1","3","","101431","308024"
"","","","308","","","1","91","","0","308025"
"新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0","0.5","309","0","0","8","11","0","103311","309001"
"nop_talk_guts2","0.2","","309","1","nop_talk_guts2_loop","0","3","0.2","103311","309002"
"1","","","309","","","","93","","2.5","309003"
"nop_talk_joy2","0.2","","309","","","1","3","","103311","309004"
"","","","309","","","","91","","309001","309005"
"nop_idle_joy1","0.2","","309","1","","1","3","","103311","309006"
"舞踏会が開けそうな会場ね。\n素敵だわ。","0","0.5","309","0","0","8","11","0","105211","309007"
"nop_talk_joy1_normal","0.2","","309","","","1","3","","105211","309008"
"1","","","309","","","","93","","2","309009"
"nop_talk_memory","0.2","","309","","","1","3","","105211","309010"
"","","","309","","","","91","","309007","309011"
"nop_idle_memory","0.2","","309","1","","1","3","","105211","309012"
"人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0","0.5","309","0","0","8","11","0","102611","309013"
"nop_talk_sad2","0.2","","309","","","1","3","","102611","309014"
"1","","","309","","","","93","","1.5","309015"
"nop_talk_worry","0.2","","309","","","1","3","","102611","309016"
"","","","309","","","","91","","309013","309017"
"nop_idle_worry","0.2","","309","1","","1","3","","102611","309018"
"あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0","0.5","309","0","0","8","11","0","103811","309019"
"nop_talk_joy3_blink","0.2","","309","","","1","3","","103811","309020"
"","","","309","","","","91","","309019","309021"
"nop_idle_normal_joy","0.2","","309","","","1","3","","103811","309022"
"","","","309","","","","91","","0","309023"
"こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0","0.5","310","0","0","8","11","0","103231","310001"
"nop_talk_joy1","0.2","","310","","","1","3","","103231","310002"
"","","","310","","","","91","","310001","310003"
"nop_idle_joy1","0.2","","310","1","","1","3","","103231","310004"
"珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0","0.5","310","0","0","8","11","0","104611","310005"
"nop_talk_joy2","0.2","","310","","","1","3","","104611","310006"
"1","","","310","","","","93","","2.5","310007"
"nop_talk_thinking","0.2","","310","","","1","3","","104611","310008"
"","","","310","","","","91","","310005","310009"
"nop_idle_thinking","0.2","","310","","","1","3","","104611","310010"
"みんな～、あけおめ～！\nなんちゃって。ヒック。","0","0.5","310","0","0","8","11","0","103411","310011"
"nop_10_yukari_04","0.2","","310","","","1","3","","103411","310012"
"nop_10_yukari_04","0.2","","310","","","1","3","","11","310013"
"1","","","310","","","","93","","2.5","310014"
"nop_10_yukari_06","0.2","","310","1","nop_10_yukari_02","0","3","0.5","103411","310015"
"nop_10_yukari_06","0.2","","310","1","nop_10_yukari_02","0","3","0.5","11","310016"
"","","","310","","","","91","","310011","310017"
"え？　ユカリさん？\nもう酔っぱらっちゃってる……","0","0.5","310","0","0","8","11","0","104811","310018"
"nop_talk_surprise1","0.2","","310","","","1","3","","104811","310019"
"0","","","310","","","","4","","104811","310020"
"1","","","310","","","","93","","1","310021"
"nop_talk_worry","0.2","","310","","","1","3","","104811","310022"
"","","","310","","","","91","","310018","310023"
"nop_idle_worry","0.2","","310","1","","1","3","","104811","310024"
"","","","310","","","","91","","0","310025"
"nop_talk_wish","0.2","","311","","","1","3","","102711","311001"
"この広い会場のどこかに\nあのおかたの存在を感じますわ……","0","0.5","311","0","0","8","11","0","102711","311002"
"","","","311","","","","91","","311002","311003"
"nop_idle_wish","0.2","","311","","","1","3","","102711","311004"
"nop_11_anna_huhuStand_in","0.2","","311","1","nop_11_anna_huhuStand_loop","0","3","0","100911","311005"
"疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0","0.5","311","0","0","8","11","0","100911","311006"
"","","","311","","","","91","","311006","311007"
"nop_11_anna_huhuStand_loop","0.2","","311","","","1","3","","100911","311008"
"nop_talk_joy2","0.2","","311","","","1","3","","101311","311009"
"アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","0","0.5","311","0","0","8","11","0","101311","311010"
