d3e1c8779a4b73c5d98f37dd346d8af770284fab4f0fca26f117da7caf4b1e6f,f2368674e53240b067bd47d0b469250492d891de870c9ad1de53498ff28df7e2,7bfd07cc9b497359e91c719fc4d0916b086c181d78d6023f6b001ebc27aa98eb,250053748cc2b8ea8b37fce13e887a0ceefba08ba5b33095f0802b1c51b24718,a00ea6dc514aeeb967f0f6673ce7478aa6351618daeed27b0e4dceda454195b4,f9be5d74dfccb37aa8a72949b7800073f357b30dd20f3c17c224030b148f118c,0a45a374828b7471f75ded7617069c74c6c185bdd3921b86b9160d88f04e2cd5,6b52b879a2c997c92eca82e6298173ce7402ec19e9cd0955fef0fc4c8e188d39,eee729380b01d474c34a874aec1fb552c5f4b88aadd2c4923244238e4d6f7c36,1840f81189ab7e93e48721c6008ab9c365f802825501d60e4131362dacd8a36d,0c652e65e25e26e3e0a54f45f54d93b7b3f43e48e2456efeccc320e1d8f1bb7f,6c20fac9727425fbacc56ea070b674c29129329824c9c00cbd9e1dd6aadf3ad8
"100580342","1","0","42","0","0","0","1005803","4","0","2.931","0"
"100580343","0","358","43","0","9","0.801","1005803","1","267","0","0"
"100580344","1","0","44","0","0","0","1005803","4","0","1.48","0"
"100580345","0","347","45","0","10","2.75","1005803","1","0","0","0"
"100580346","1","0","46","0","0","0","1005803","4","0","5.052","0"
"100580347","0","0","47","vo_ske_0308","0","0","1005803","2","0","0","vo_ske"
"100580348","0","71","48","0","11","0.527","1005803","1","0","0","0"
"100580349","1","0","49","0","0","0","1005803","4","0","1.38","0"
"100580350","0","247","50","0","11","1.473","1005803","1","71","0","0"
"100580351","1","0","51","0","0","0","1005803","4","0","1.759","0"
"100580352","0","354","52","0","11","0.68","1005803","1","247","0","0"
"100580353","1","0","53","0","0","0","1005803","4","0","1.838","0"
"100580354","0","0","54","vo_ske_0309","0","0","1005803","2","0","0","vo_ske"
"100580355","0","63","55","0","12","0.477","1005803","1","0","0","0"
"100580356","1","0","56","0","0","0","1005803","4","0","1.108","0"
"100580357","0","323","57","0","12","2.144","1005803","1","63","0","0"
"100580358","1","0","58","0","0","0","1005803","4","0","3.802","0"
"100580359","0","0","59","vo_ske_0310","0","0","1005803","2","0","0","vo_ske"
"100580360","0","113","60","0","13","1.251","1005803","1","0","0","0"
"100580361","1","0","61","0","0","0","1005803","4","0","2.672","0"
"100580362","0","197","62","0","13","0.65","1005803","1","113","0","0"
"100580363","1","0","63","0","0","0","1005803","4","0","1.349","0"
"100580364","0","290","64","0","13","0.589","1005803","1","197","0","0"
"100580365","1","0","65","0","0","0","1005803","4","0","3.089","0"
"100580401","1","0","1","0","0","0","1005804","4","0","0.8","0"
"100580402","0","0","2","vo_ske_0401","0","0","1005804","2","0","0","vo_ske"
"100580403","0","186","3","0","1","1.769","1005804","1","0","0","0"
"100580404","1","0","4","0","0","0","1005804","4","0","3.723","0"
"100580405","0","0","5","vo_ske_0402","0","0","1005804","2","0","0","vo_ske"
"100580406","0","70","6","0","2","0.818","1005804","1","0","0","0"
"100580407","1","0","7","0","0","0","1005804","4","0","1.553","0"
"100580408","0","289","8","0","2","1.87","1005804","1","70","0","0"
"100580409","1","0","9","0","0","0","1005804","4","0","2.537","0"
"100580410","0","347","10","0","2","0.487","1005804","1","289","0","0"
"100580411","1","0","11","0","0","0","1005804","4","0","0.487","0"
"100580412","0","101","12","0","3","0.822","1005804","1","0","0","0"
"100580413","1","0","13","0","0","0","1005804","4","0","2.459","0"
"100580414","0","268","14","0","3","1.696","1005804","1","101","0","0"
"100580415","1","0","15","0","0","0","1005804","4","0","2.551","0"
"100580416","0","356","16","0","3","0.688","1005804","1","268","0","0"
"100580417","1","0","17","0","0","0","1005804","4","0","1.121","0"
"100580418","0","221","18","0","4","1.807","1005804","1","0","0","0"
"100580419","1","0","19","0","0","0","1005804","4","0","4.87","0"
"100580420","0","0","20","vo_ske_0403","0","0","1005804","2","0","0","vo_ske"
"100580421","0","101","21","0","5","0.78","1005804","1","0","0","0"
"100580422","1","0","22","0","0","0","1005804","4","0","2.288","0"
"100580423","0","324","23","0","5","1.497","1005804","1","101","0","0"
"100580424","1","0","24","0","0","0","1005804","4","0","3.177","0"
"100580425","0","0","25","vo_ske_0404","0","0","1005804","2","0","0","vo_ske"
"100580426","0","102","26","0","6","0.729","1005804","1","0","0","0"
"100580427","1","0","27","0","0","0","1005804","4","0","1.799","0"
"100580428","0","177","28","0","6","0.823","1005804","1","102","0","0"
"100580429","1","0","29","0","0","0","1005804","4","0","1.447","0"
"100580430","0","275","30","0","6","0.982","1005804","1","177","0","0"
"100580431","1","0","31","0","0","0","1005804","4","0","1.587","0"
"100580432","0","325","32","0","6","0.639","1005804","1","275","0","0"
"100580433","1","0","33","0","0","0","1005804","4","0","0.639","0"
"100580434","0","266","34","0","7","1.712","1005804","1","0","0","0"
"100580435","1","0","35","0","0","0","1005804","4","0","3.735","0"
"100580436","0","0","36","vo_ske_0405","0","0","1005804","2","0","0","vo_ske"
"100580437","0","58","37","0","8","0.793","1005804","1","0","0","0"
"100580438","1","0","38","0","0","0","1005804","4","0","2.073","0"
"100580439","0","80","39","0","8","0.405","1005804","1","58","0","0"
"100580440","1","0","40","0","0","0","1005804","4","0","1.081","0"
"100580441","0","228","41","0","8","0.962","1005804","1","80","0","0"
"100580442","1","0","42","0","0","0","1005804","4","0","3.994","0"
"100580443","0","0","43","vo_ske_0406","0","0","1005804","2","0","0","vo_ske"
"100580444","0","117","44","0","9","0.869","1005804","1","0","0","0"
"100580445","1","0","45","0","0","0","1005804","4","0","2.298","0"
"100580446","0","0","46","vo_ske_0407","0","0","1005804","2","0","0","vo_ske"
"100580447","0","242","47","0","9","1.07","1005804","1","117","0","0"
"100580448","1","0","48","0","0","0","1005804","4","0","2.401","0"
"100580449","0","0","49","vo_ske_0408","0","0","1005804","2","0","0","vo_ske"
"100580450","0","368","50","0","9","0.939","1005804","1","242","0","0"
"100580451","1","0","51","0","0","0","1005804","4","0","0.939","0"
"100580452","0","124","52","0","10","0.816","1005804","1","0","0","0"
"100580453","1","0","53","0","0","0","1005804","4","0","2.428","0"
"100580454","0","0","54","vo_ske_0409","0","0","1005804","2","0","0","vo_ske"
"100580455","0","172","55","0","10","0.626","1005804","1","124","0","0"
"100580456","1","0","56","0","0","0","1005804","4","0","1.776","0"
"100580457","0","360","57","0","10","1.439","1005804","1","172","0","0"
"100580458","1","0","58","0","0","0","1005804","4","0","1.439","0"
"100580459","0","71","59","0","11","0.447","1005804","1","0","0","0"
"100580460","1","0","60","0","0","0","1005804","4","0","2.012","0"
"100580461","0","0","61","vo_ske_0410","0","0","1005804","2","0","0","vo_ske"
"100580462","0","130","62","0","11","0.504","1005804","1","71","0","0"
"100580463","1","0","63","0","0","0","1005804","4","0","1.659","0"
"100580464","0","235","64","0","11","0.488","1005804","1","130","0","0"
"100580465","1","0","65","0","0","0","1005804","4","0","3.099","0"
"100580466","0","0","66","vo_ske_0411","0","0","1005804","2","0","0","vo_ske"
"100580467","0","89","67","0","12","0.743","1005804","1","0","0","0"
"100580468","1","0","68","0","0","0","1005804","4","0","1.683","0"
"100580469","0","319","69","0","12","2.16","1005804","1","89","0","0"
"100580470","1","0","70","0","0","0","1005804","4","0","3.689","0"
"100580471","0","220","71","0","13","1.846","1005804","1","0","0","0"
"100580472","1","0","72","0","0","0","1005804","4","0","4.239","0"
"100580473","0","0","73","vo_ske_0412","0","0","1005804","2","0","0","vo_ske"
"100580474","0","80","74","0","14","0.584","1005804","1","0","0","0"
"100580475","1","0","75","0","0","0","1005804","4","0","1.837","0"
"100580476","0","275","76","0","14","1.393","1005804","1","80","0","0"
"100580477","1","0","77","0","0","0","1005804","4","0","3.893","0"
"100580501","1","0","1","0","0","0","1005805","4","0","0.8","0"
"100580502","0","0","2","vo_ske_0501","0","0","1005805","2","0","0","vo_ske"
"100580503","0","123","3","0","1","1.013","1005805","1","0","0","0"
"100580504","1","0","4","0","0","0","1005805","4","0","1.598","0"
"100580505","0","271","5","0","1","1.062","1005805","1","123","0","0"
"100580506","1","0","6","0","0","0","1005805","4","0","2.428","0"
"100580507","0","0","7","vo_ske_0502","0","0","1005805","2","0","0","vo_ske"
"100580508","0","107","8","0","2","1.244","1005805","1","0","0","0"
"100580509","1","0","9","0","0","0","1005805","4","0","1.839","0"
"100580510","0","357","10","0","2","1.989","1005805","1","107","0","0"
"100580511","1","0","11","0","0","0","1005805","4","0","3.898","0"
"100580512","0","0","12","vo_ske_0503","0","0","1005805","2","0","0","vo_ske"
"100580513","0","188","13","0","3","1.43","1005805","1","0","0","0"
"100580514","1","0","14","0","0","0","1005805","4","0","1.915","0"
"100580515","0","309","15","0","3","0.906","1005805","1","188","0","0"
"100580516","1","0","16","0","0","0","1005805","4","0","2.75","0"
"100580517","0","0","17","vo_ske_0504","0","0","1005805","2","0","0","vo_ske"
"100580518","0","103","18","0","4","1.11","1005805","1","0","0","0"
"100580519","1","0","19","0","0","0","1005805","4","0","1.656","0"
"100580520","0","235","20","0","4","1.445","1005805","1","103","0","0"
"100580521","1","0","21","0","0","0","1005805","4","0","1.899","0"
"100580522","0","326","22","0","4","0.574","1005805","1","235","0","0"
"100580523","1","0","23","0","0","0","1005805","4","0","2.491","0"
"100580524","0","0","24","vo_ske_0505","0","0","1005805","2","0","0","vo_ske"
"100580525","0","167","25","0","5","1.192","1005805","1","0","0","0"
"100580526","1","0","26","0","0","0","1005805","4","0","1.943","0"
"100580527","0","279","27","0","5","0.864","1005805","1","167","0","0"
"100580528","1","0","28","0","0","0","1005805","4","0","1.47","0"
"100580529","0","340","29","0","5","0.713","1005805","1","279","0","0"
"100580530","1","0","30","0","0","0","1005805","4","0","3.073","0"
"100580531","0","0","31","vo_ske_0506","0","0","1005805","2","0","0","vo_ske"
"100580532","0","153","32","0","6","1.159","1005805","1","0","0","0"
"100580533","1","0","33","0","0","0","1005805","4","0","1.779","0"
"100580534","0","391","34","0","6","1.634","1005805","1","153","0","0"
"100580535","1","0","35","0","0","0","1005805","4","0","5.206","0"
"100580536","0","0","36","vo_ske_0507","0","0","1005805","2","0","0","vo_ske"
"100580537","0","183","37","0","7","1.363","1005805","1","0","0","0"
"100580538","1","0","38","0","0","0","1005805","4","0","2.334","0"
"100580539","0","343","39","0","7","1.128","1005805","1","183","0","0"
"100580540","1","0","40","0","0","0","1005805","4","0","3.267","0"
"100580541","0","0","41","vo_ske_0508","0","0","1005805","2","0","0","vo_ske"
"100580542","0","305","42","0","8","2.341","1005805","1","0","0","0"
"100580543","1","0","43","0","0","0","1005805","4","0","3.817","0"
"100580544","0","360","44","0","8","0.614","1005805","1","305","0","0"
"100580545","1","0","45","0","0","0","1005805","4","0","1.798","0"
"100580546","0","286","46","0","9","1.942","1005805","1","0","0","0"
"100580547","1","0","47","0","0","0","1005805","4","0","4.447","0"
"100580548","0","0","48","vo_ske_0509","0","0","1005805","2","0","0","vo_ske"
"100580549","0","108","49","0","10","0.441","1005805","1","0","0","0"
"100580550","1","0","50","0","0","0","1005805","4","0","1.691","0"
"100580551","0","382","51","0","10","2.177","1005805","1","108","0","0"
"100580552","1","0","52","0","0","0","1005805","4","0","4.215","0"
"100580553","0","0","53","vo_ske_0510","0","0","1005805","2","0","0","vo_ske"
"100580554","0","118","54","0","11","1.116","1005805","1","0","0","0"
"100580555","1","0","55","0","0","0","1005805","4","0","2.252","0"
"100580556","0","380","56","0","11","2.025","1005805","1","118","0","0"
"100580557","1","0","57","0","0","0","1005805","4","0","4.486","0"
"100580558","0","0","58","vo_ske_0511","0","0","1005805","2","0","0","vo_ske"
"100580559","0","64","59","0","12","0.473","1005805","1","0","0","0"
"100580560","1","0","60","0","0","0","1005805","4","0","1.015","0"
"100580561","0","164","61","0","12","0.759","1005805","1","64","0","0"
"100580562","1","0","62","0","0","0","1005805","4","0","2.172","0"
"100580563","0","362","63","0","13","2.606","1005805","1","0","0","0"
"100580564","1","0","64","0","0","0","1005805","4","0","5.313","0"
"100580565","0","0","65","vo_ske_0512","0","0","1005805","2","0","0","vo_ske"
"100580566","0","197","66","0","14","1.072","1005805","1","0","0","0"
"100580567","1","0","67","0","0","0","1005805","4","0","2.416","0"
"100580568","0","362","68","0","14","1.331","1005805","1","197","0","0"
"100580569","1","0","69","0","0","0","1005805","4","0","3.831","0"
"100590101","1","0","1","0","0","0","1005901","4","0","0.8","0"
"100590102","0","0","2","vo_ske_0601","0","0","1005901","2","0","0","vo_ske"
"100590103","0","198","3","0","1","1.86","1005901","1","0","0","0"
"100590104","1","0","4","0","0","0","1005901","4","0","2.5","0"
"100590105","0","365","5","0","1","1.2","1005901","1","198","0","0"
"100590106","1","0","6","0","0","0","1005901","4","0","3.1","0"
"100590107","0","0","7","vo_ske_0602","0","0","1005901","2","0","0","vo_ske"
"100590108","0","268","8","0","2","2.2","1005901","1","0","0","0"
"100590109","1","0","9","0","0","0","1005901","4","0","3.3","0"
"100590110","0","356","10","0","2","0.9","1005901","1","268","0","0"
"100590111","1","0","11","0","0","0","1005901","4","0","1.5","0"
"100590112","0","186","12","0","3","1.5","1005901","1","0","0","0"
"100590113","1","0","13","0","0","0","1005901","4","0","3.7","0"
"100590114","0","0","14","vo_ske_0603","0","0","1005901","2","0","0","vo_ske"
"100590115","0","381","15","0","3","1.5","1005901","1","186","0","0"
"100590116","1","0","16","0","0","0","1005901","4","0","1.5","0"
"100590117","0","50","17","0","4","0.3","1005901","1","0","0","0"
"100590118","1","0","18","0","0","0","1005901","4","0","1.5","0"
"100590119","0","132","19","0","4","0.8","1005901","1","50","0","0"
"100590120","1","0","20","0","0","0","1005901","4","0","1.5","0"
"100590121","0","378","21","0","4","1.9","1005901","1","132","0","0"
"100590122","1","0","22","0","0","0","1005901","4","0","4.5","0"
"100590123","0","0","23","vo_ske_0604","0","0","1005901","2","0","0","vo_ske"
"100590124","0","273","24","0","5","2.3","1005901","1","0","0","0"
"100590125","1","0","25","0","0","0","1005901","4","0","3.3","0"
"100590126","0","385","26","0","5","1.1","1005901","1","273","0","0"
"100590127","1","0","27","0","0","0","1005901","4","0","1.1","0"
"100590128","0","223","28","0","6","1.1","1005901","1","0","0","0"
"100590129","1","0","29","0","0","0","1005901","4","0","3.9","0"
"100590130","0","0","30","vo_ske_0605","0","0","1005901","2","0","0","vo_ske"
"100590131","0","76","31","0","7","0.5","1005901","1","0","0","0"
"100590132","1","0","32","0","0","0","1005901","4","0","1.7","0"
"100590133","0","210","33","0","7","1.2","1005901","1","76","0","0"
"100590134","1","0","34","0","0","0","1005901","4","0","1.9","0"
"100590135","0","292","35","0","7","0.9","1005901","1","210","0","0"
"100590136","1","0","36","0","0","0","1005901","4","0","2.6","0"
"100590137","0","0","37","vo_ske_0606","0","0","1005901","2","0","0","vo_ske"
"100590138","0","217","38","0","8","1.6","1005901","1","0","0","0"
"100590139","1","0","39","0","0","0","1005901","4","0","2","0"
"100590140","0","340","40","0","8","1","1005901","1","217","0","0"
"100590141","1","0","41","0","0","0","1005901","4","0","1","0"
"100590142","0","166","42","0","9","1.3","1005901","1","0","0","0"
"100590143","1","0","43","0","0","0","1005901","4","0","2.2","0"
"100590144","0","372","44","0","9","1.4","1005901","1","166","0","0"
"100590145","1","0","45","0","0","0","1005901","4","0","4","0"
"100590146","0","0","46","vo_ske_0607","0","0","1005901","2","0","0","vo_ske"
"100590147","0","115","47","0","10","1.1","1005901","1","0","0","0"
"100590148","1","0","48","0","0","0","1005901","4","0","1.8","0"
"100590149","0","220","49","0","10","1","1005901","1","115","0","0"
"100590150","1","0","50","0","0","0","1005901","4","0","2.3","0"
"100590151","0","366","51","0","10","1.4","1005901","1","220","0","0"
"100590152","1","0","52","0","0","0","1005901","4","0","3.4","0"
