32f6ecddfc1c8ac5e57b6fafebc799e7b34ed5ee3726824b98beb27b0801931e,d28292d4efdce1c3b05f8eef035a2e26d0989d4aff57fc9d6afb7e3c179ca5cd,fe0e4ee165fda23eaad47b50e0c5d706bbe68dd66f881a21ce0853f2eb87ac11,fd41eb04ba8270c65c139aca2294abb7dbf6829f79d43572aeb065d55a83a1cf,de72f6fa474873494bb80326d879f8b843ceb4e7197bbc34adc0b81b2f79bd2f,56124ae399138f1e61e76192248b0d959efa5b0e0d7fee5bb45556add1a9008a
"133701","10201501","2025/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201026"
"123001","10201551","2025/01/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10201027"
"123001","10201551","2025/01/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10201028"
"106901","10201551","2025/01/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10201029"
"106901","10201551","2025/01/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10201030"
"107101","10201551","2025/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10201031"
"107101","10201551","2025/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201032"
"107001","10201551","2025/01/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10201033"
"107001","10201551","2025/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201034"
"106801","10201551","2025/01/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201035"
"106801","10201551","2025/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10201036"
"111501","10201551","2025/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10201037"
"111501","10201551","2025/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201038"
"123801","10201551","2025/01/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10201039"
"123801","10201551","2025/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201040"
"133901","10201551","2025/02/10 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10201041"
"133901","10201551","2025/02/10 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201042"
"115001","10201551","2025/01/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10201043"
"115001","10201551","2025/01/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10201044"
"126601","10201551","2025/01/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10201045"
"126601","10201551","2025/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10201046"
"133801","10201551","2025/02/20 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10201047"
"133801","10201551","2025/02/20 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10201048"
"121201","10201551","2025/01/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201049"
"121201","10201551","2025/01/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10201050"
"133701","10201551","2025/01/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10201051"
"133701","10201551","2025/01/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201052"
"104201","10202501","2025/02/28 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10202001"
"104201","10202501","2025/02/28 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10202002"
"118101","10202501","2025/02/28 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10202003"
"118101","10202501","2025/02/28 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10202004"
"108401","10202501","2025/02/28 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10202005"
"108401","10202501","2025/02/28 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10202006"
"117301","10202501","2025/02/28 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10202007"
"117301","10202501","2025/02/28 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10202008"
"134401","10202501","2025/03/15 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10202009"
"134401","10202501","2025/03/15 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10202010"
"126901","10202501","2025/02/28 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10202011"
"126901","10202501","2025/02/28 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10202012"
"134301","10202501","2025/03/03 19:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10202013"
"134301","10202501","2025/03/03 19:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10202014"
"105901","10202501","2025/02/28 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10202015"
"105901","10202501","2025/02/28 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10202016"
"106401","10202501","2025/02/28 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10202017"
"106401","10202501","2025/02/28 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10202018"
"105401","10202501","2025/02/28 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10202019"
"105401","10202501","2025/02/28 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10202020"
"104001","10203501","2025/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10203001"
"104001","10203501","2025/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203002"
"126401","10203501","2025/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10203003"
"126401","10203501","2025/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203004"
"110701","10203501","2025/03/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10203005"
"110701","10203501","2025/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203006"
"116701","10203501","2025/03/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10203007"
"116701","10203501","2025/03/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10203008"
"122101","10203501","2025/03/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10203009"
"122101","10203501","2025/03/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10203010"
"134601","10203501","2025/03/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10203011"
"134601","10203501","2025/03/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10203012"
"134501","10203501","2025/04/08 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10203013"
"134501","10203501","2025/04/08 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10203014"
"127801","10203501","2025/03/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10203015"
"127801","10203501","2025/03/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10203016"
"126501","10203501","2025/03/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10203017"
"126501","10203501","2025/03/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203018"
"134701","10203501","2025/04/15 15:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10203019"
"134701","10203501","2025/04/15 15:00:00","3014","バトル開始後味方全体のＴＰ大回復","10203020"
"132501","10204501","2025/05/15 15:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10204001"
"132501","10204501","2025/05/15 15:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10204002"
"132301","10204501","2025/05/03 19:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10204003"
"132301","10204501","2025/05/03 19:00:00","3014","バトル開始後味方全体のＴＰ大回復","10204004"
"100901","10204501","2025/04/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10204005"
"100901","10204501","2025/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10204006"
"102701","10204501","2025/04/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10204007"
"102701","10204501","2025/04/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10204008"
"101301","10204501","2025/04/30 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10204009"
"101301","10204501","2025/04/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10204010"
"105101","10204501","2025/04/30 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10204011"
"105101","10204501","2025/04/30 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10204012"
"105601","10204501","2025/04/30 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10204013"
"105601","10204501","2025/04/30 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10204014"
"134901","10205501","2025/06/10 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10205001"
"134901","10205501","2025/06/10 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10205002"
"105401","10205501","2025/05/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10205003"
"105401","10205501","2025/05/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10205004"
"113901","10205501","2025/05/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10205005"
"113901","10205501","2025/05/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10205006"
"117401","10205501","2025/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10205007"
"117401","10205501","2025/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10205008"
"134801","10205501","2025/05/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10205009"
"134801","10205501","2025/05/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10205010"
"106501","10205501","2025/05/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10205011"
"106501","10205501","2025/05/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10205012"
"104501","10205501","2025/05/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10205013"
"104501","10205501","2025/05/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10205014"
"129701","10205501","2025/05/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10205015"
"129701","10205501","2025/05/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10205016"
"129001","10206501","2025/06/30 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10206001"
"129001","10206501","2025/06/30 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10206002"
"106401","10206501","2025/06/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10206003"
"106401","10206501","2025/06/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10206004"
"126101","10206501","2025/06/30 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10206005"
"126101","10206501","2025/06/30 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10206006"
"135001","10206501","2025/06/30 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10206007"
"135001","10206501","2025/06/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10206008"
"120701","10206501","2025/06/30 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10206009"
"120701","10206501","2025/06/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10206010"
"181201","10206501","2025/06/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10206011"
"181201","10206501","2025/06/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10206012"
"135101","10206501","2025/07/10 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10206013"
"135101","10206501","2025/07/10 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10206014"
"129601","10207501","2025/07/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10207001"
"129601","10207501","2025/07/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10207002"
"126001","10207501","2025/07/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10207003"
"126001","10207501","2025/07/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10207004"
"135401","10207501","2025/08/10 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10207005"
"135401","10207501","2025/08/10 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10207006"
"135301","10207501","2025/07/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10207007"
"135301","10207501","2025/07/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10207008"
"106001","10207501","2025/07/31 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10207009"
"106001","10207501","2025/07/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10207010"
"103001","10207501","2025/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10207011"
"103001","10207501","2025/07/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207012"
"129701","10207501","2025/07/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10207013"
"129701","10207501","2025/07/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10207014"
"125801","10207501","2025/07/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10207015"
"125801","10207501","2025/07/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207016"
"107801","10207501","2025/07/31 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10207017"
"107801","10207501","2025/07/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207018"
"137101","10207501","2025/08/15 15:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10207019"
"137101","10207501","2025/08/15 15:00:00","3014","バトル開始後味方全体のＴＰ大回復","10207020"
"131601","10207501","2025/07/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10207021"
"131601","10207501","2025/07/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10207022"
"135501","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10208001"
"135501","10208501","2025/08/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208002"
"135601","10208501","2025/09/08 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10208003"
"135601","10208501","2025/09/08 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208004"
"100101","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10208005"
"100101","10208501","2025/08/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208006"
"100301","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10208007"
"100301","10208501","2025/08/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208008"
"108701","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10208009"
"108701","10208501","2025/08/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10208010"
"180101","10208501","2025/08/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10208011"
"180101","10208501","2025/08/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10208012"
"122401","10208501","2025/08/31 12:00:00","3005","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10208013"
"122401","10208501","2025/08/31 12:00:00","3013","バトル開始後味方全体の行動不能\n2回無効","10208014"
"128701","10208501","2025/08/31 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10208015"
"128701","10208501","2025/08/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10208016"
"135701","10208501","2025/09/16 15:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10208017"
"135701","10208501","2025/09/16 15:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10208018"
"108901","10208501","2025/08/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10208019"
"108901","10208501","2025/08/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10208020"
"114001","10208501","2025/08/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10208021"
"114001","10208501","2025/08/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10208022"
"180301","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10208023"
"180301","10208501","2025/08/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208024"
"122501","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10208025"
"122501","10208501","2025/08/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10208026"
"128801","10208501","2025/08/31 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10208027"
"128801","10208501","2025/08/31 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208028"
"135901","10209501","2025/10/10 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10209001"
"135901","10209501","2025/10/10 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10209002"
"135801","10209501","2025/09/30 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10209003"
"135801","10209501","2025/09/30 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10209004"
"133101","10209501","2025/09/30 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10209005"
"133101","10209501","2025/09/30 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10209006"
"133001","10209501","2025/09/30 12:00:00","3001","バトル開始後90秒間物理攻撃力極大\nアップ","10209007"
"133001","10209501","2025/09/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10209008"
"100701","10209501","2025/09/30 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10209009"
"100701","10209501","2025/09/30 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10209010"
"108201","10209501","2025/09/30 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10209011"
"108201","10209501","2025/09/30 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10209012"
"119901","10209501","2025/09/30 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10209013"
"119901","10209501","2025/09/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10209014"
"136001","10210501","2025/10/31 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10210001"
"136001","10210501","2025/10/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10210002"
"101401","10210501","2025/10/31 12:00:00","3011","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10210003"
"101401","10210501","2025/10/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10210004"
"136201","10210501","2025/11/14 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210005"
"136201","10210501","2025/11/14 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10210006"
"112201","10210501","2025/10/31 12:00:00","3011","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10210007"
"112201","10210501","2025/10/31 12:00:00","3011","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10210008"
"115701","10210501","2025/10/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10210009"
"115701","10210501","2025/10/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10210010"
"128501","10210501","2025/10/31 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10210011"
"128501","10210501","2025/10/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10210012"
"137401","10210501","2025/11/03 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10210013"
"137401","10210501","2025/11/03 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10210014"
"134901","10210501","2025/10/31 12:00:00","3002","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10210015"
"134901","10210501","2025/10/31 12:00:00","3004","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10210016"
"129701","10210501","2025/10/31 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10210017"
"129701","10210501","2025/10/31 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10210018"
"134701","10210501","2025/10/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210019"
"134701","10210501","2025/10/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10210020"
"134801","10210501","2025/10/31 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210021"
"134801","10210501","2025/10/31 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10210022"
"118201","10211501","2025/11/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10211001"
"118201","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211002"
"100201","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10211003"
"100201","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10211004"
"131201","10211501","2025/11/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10211005"
"131201","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211006"
"136301","10211501","2025/12/15 15:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10211007"
"136301","10211501","2025/12/15 15:00:00","3014","バトル開始後味方全体のＴＰ大回復","10211008"
"108801","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10211009"
"108801","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10211010"
"180201","10211501","2025/11/30 12:00:00","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","10211011"
"180201","10211501","2025/11/30 12:00:00","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211012"
"115601","10211501","2025/11/30 12:00:00","3001","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10211013"
"115601","10211501","2025/11/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10211014"
"122601","10211501","2025/11/30 12:00:00","3003","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10211015"
"122601","10211501","2025/11/30 12:00:00","3014","バトル開始後味方全体のＴＰ大回復","10211016"
