d668d8fdd1b4898f08d452d15468060ea9dda3ed56a17077981448ba9fce8851,bb0ecf6e0d8011ceb06f8f47c77d1bfde59f349e63a29fc56343c6867e13fd24,3ead664e8583dc52390a29a6ccc97d2f21cc7a7639d6874cb9ade7f68744e406,29fefa0eb6e2f41c21d8a389754a9e03f1c02011910693f03024d7fa7fc5e164,cbbe51d03e01c3a3bb307f96bbeec9c35823aa73cc1e4e80bb2c3f48e5a26bde,9312ed64d6fc8c009781a788eeebb5bc3968b1820c43916d18f8dd7cd75a0a3a,57fcb5138f706faba6d71868fc382f5248ced64c363e738af4bfc86908cbd2d7,bb3f44c683066c822d2b9a70a9c3d9d0635b00dbe7ade777bfd329b0cd7deb54,bbf8a83689b7112302bcb0d586a05150d2cceaeec692c0df55ff19a4707dc4df
"0.43","119","1","0","1","-85","-45","320030210","0"
"0.43","120","2","0","2","85","-45","320030210","0"
"0.7","121","1","0","1","43.5","11","320030306","502003302"
"0.65","122","2","0","2","13","67","320030306","502003303"
"0.65","123","3","0","3","-74","49","320030306","0"
"0.7","124","1","0","1","-49","13","320030307","502003308"
"0.85","125","2","0","3","-4","62","320030307","502003309"
"0.65","126","3","0","2","59","50","320030307","0"
"1.05","127","1","0","1","0","-10","320030308","0"
"1.05","128","1","0","1","-15","-10","320030309","0"
"0.43","129","1","0","1","-85","-45","320030310","0"
"0.43","130","2","0","2","85","-45","320030310","0"
"0.7","131","1","0","1","43.5","11","320030406","502003402"
"0.65","132","2","0","2","13","67","320030406","502003403"
"0.65","133","3","0","3","-74","49","320030406","0"
"0.7","134","1","0","1","-49","13","320030407","502003408"
"0.85","135","2","0","3","-4","62","320030407","502003409"
"0.65","136","3","0","2","59","50","320030407","0"
"1.05","137","1","0","1","0","-10","320030408","0"
"1.05","138","1","0","1","-15","-10","320030409","0"
"0.43","139","1","0","1","-85","-45","320030410","0"
"0.43","140","2","0","2","85","-45","320030410","0"
"0.7","141","1","0","1","43.5","11","320030506","502003502"
"0.65","142","2","0","2","13","67","320030506","502003503"
"0.65","143","3","0","3","-74","49","320030506","0"
"0.7","144","1","0","1","-49","13","320030507","502003508"
"0.85","145","2","0","3","-4","62","320030507","502003509"
"0.65","146","3","0","2","59","50","320030507","0"
"1.05","147","1","0","1","0","-10","320030508","0"
"1.05","148","1","0","1","-15","-10","320030509","0"
"0.43","149","1","0","1","-85","-45","320030510","0"
"0.43","150","2","0","2","85","-45","320030510","0"
"0.7","151","1","0","1","-74","49","320040106","502004103"
"0.85","152","2","0","3","13","67","320040106","502004104"
"0.65","153","3","0","2","43.5","11","320040106","0"
"0.7","154","1","0","1","59","50","320040107","502004107"
"0.85","155","2","0","3","-4","62","320040107","502004109"
"0.65","156","3","0","2","-49","13","320040107","0"
"0.8","157","1","0","1","0","-10","320040108","0"
"0.9","158","1","0","1","30","20","320040109","0"
"1","159","1","0","1","20","-25","320040110","0"
"0.7","160","1","0","1","-74","49","320040206","502004203"
"0.85","161","2","0","3","13","67","320040206","502004204"
"0.65","162","3","0","2","43.5","11","320040206","0"
"0.7","163","1","0","1","59","50","320040207","502004207"
"0.85","164","2","0","3","-4","62","320040207","502004209"
"0.65","165","3","0","2","-49","13","320040207","0"
"0.8","166","1","0","1","0","-10","320040208","0"
"0.9","167","1","0","1","30","20","320040209","0"
"1","168","1","0","1","20","-25","320040210","0"
"0.7","169","1","0","1","-74","49","320040306","502004303"
"0.85","170","2","0","3","13","67","320040306","502004304"
"0.65","171","3","0","2","43.5","11","320040306","0"
"0.7","172","1","0","1","59","50","320040307","502004307"
"0.85","173","2","0","3","-4","62","320040307","502004309"
"0.65","174","3","0","2","-49","13","320040307","0"
"0.8","175","1","0","1","0","-10","320040308","0"
"0.9","176","1","0","1","30","20","320040309","0"
"1","177","1","0","1","20","-25","320040310","0"
"0.7","178","1","0","1","-74","49","320040406","502004403"
"0.85","179","2","0","3","13","67","320040406","502004404"
"0.65","180","3","0","2","43.5","11","320040406","0"
"0.7","181","1","0","1","59","50","320040407","502004407"
"0.85","182","2","0","3","-4","62","320040407","502004409"
"0.65","183","3","0","2","-49","13","320040407","0"
"0.8","184","1","0","1","0","-10","320040408","0"
"0.9","185","1","0","1","30","20","320040409","0"
"1","186","1","0","1","20","-25","320040410","0"
"0.7","187","1","0","1","-74","49","320040506","502004503"
"0.85","188","2","0","3","13","67","320040506","502004504"
"0.65","189","3","0","2","43.5","11","320040506","0"
"0.7","190","1","0","1","59","50","320040507","502004507"
"0.85","191","2","0","3","-4","62","320040507","502004509"
"0.65","192","3","0","2","-49","13","320040507","0"
"0.8","193","1","0","1","0","-10","320040508","0"
"0.9","194","1","0","1","30","20","320040509","0"
"1","195","1","0","1","20","-25","320040510","0"
"0.7","196","1","0","2","-74","40","320050106","502005101"
"1","197","2","0","3","13","67","320050106","502005103"
"0.65","198","3","0","1","43.5","11","320050106","0"
"0.7","199","1","0","2","59","50","320050107","502005106"
"0.9","200","2","0","3","30","62","320050107","502005108"
"0.65","201","3","0","1","-49","13","320050107","0"
"0.75","202","1","0","1","5","10","320050108","0"
"0.75","203","1","0","1","-10","10","320050109","0"
"1","204","1","0","1","20","-25","320050110","0"
"0.7","205","1","0","2","-74","40","320050206","502005201"
"1","206","2","0","3","13","67","320050206","502005203"
"0.65","207","3","0","1","43.5","11","320050206","0"
"0.7","208","1","0","2","59","50","320050207","502005206"
"0.9","209","2","0","3","30","62","320050207","502005208"
"0.65","210","3","0","1","-49","13","320050207","0"
"0.75","211","1","0","1","5","10","320050208","0"
"0.75","212","1","0","1","-10","10","320050209","0"
"1","213","1","0","1","20","-25","320050210","0"
"0.7","214","1","0","2","-74","40","320050306","502005301"
"1","215","2","0","3","13","67","320050306","502005303"
"0.65","216","3","0","1","43.5","11","320050306","0"
"0.7","217","1","0","2","59","50","320050307","502005306"
"0.9","218","2","0","3","30","62","320050307","502005308"
"0.65","219","3","0","1","-49","13","320050307","0"
"0.75","220","1","0","1","5","10","320050308","0"
"0.75","221","1","0","1","-10","10","320050309","0"
"1","222","1","0","1","20","-25","320050310","0"
"0.7","223","1","0","2","-74","40","320050406","502005401"
"1","224","2","0","3","13","67","320050406","502005403"
"0.65","225","3","0","1","43.5","11","320050406","0"
"0.7","226","1","0","2","59","50","320050407","502005406"
"0.9","227","2","0","3","30","62","320050407","502005408"
"0.65","228","3","0","1","-49","13","320050407","0"
"0.75","229","1","0","1","5","10","320050408","0"
"0.75","230","1","0","1","-10","10","320050409","0"
"1","231","1","0","1","20","-25","320050410","0"
"0.7","232","1","0","2","-74","40","320050506","502005501"
"1","233","2","0","3","13","67","320050506","502005503"
"0.65","234","3","0","1","43.5","11","320050506","0"
"0.7","235","1","0","2","59","50","320050507","502005506"
"0.9","236","2","0","3","30","62","320050507","502005508"
"0.65","237","3","0","1","-49","13","320050507","0"
"0.75","238","1","0","1","5","10","320050508","0"
"0.75","239","1","0","1","-10","10","320050509","0"
"1","240","1","0","1","20","-25","320050510","0"
"0.7","241","1","0","2","-74","40","320060106","502006101"
"0.7","242","2","0","3","13","67","320060106","502006103"
"0.65","243","3","0","1","43.5","11","320060106","0"
"0.7","244","1","0","2","59","50","320060107","502006106"
"0.9","245","2","0","3","30","62","320060107","502006108"
"0.65","246","3","0","1","-49","13","320060107","0"
"1","247","1","0","1","5","10","320060108","0"
"1.2","248","1","0","1","-10","10","320060109","0"
"1","249","1","0","1","20","-25","320060110","0"
"0.7","250","1","0","2","-74","40","320060206","502006201"
"0.7","251","2","0","3","13","67","320060206","502006203"
"0.65","252","3","0","1","43.5","11","320060206","0"
"0.7","253","1","0","2","59","50","320060207","502006206"
"0.9","254","2","0","3","30","62","320060207","502006208"
"0.65","255","3","0","1","-49","13","320060207","0"
"1","256","1","0","1","5","10","320060208","0"
"1.2","257","1","0","1","-10","10","320060209","0"
"1","258","1","0","1","20","-25","320060210","0"
"0.7","259","1","0","2","-74","40","320060306","502006301"
"0.7","260","2","0","3","13","67","320060306","502006303"
"0.65","261","3","0","1","43.5","11","320060306","0"
"0.7","262","1","0","2","59","50","320060307","502006306"
"0.9","263","2","0","3","30","62","320060307","502006308"
"0.65","264","3","0","1","-49","13","320060307","0"
"1","265","1","0","1","5","10","320060308","0"
"1.2","266","1","0","1","-10","10","320060309","0"
"1","267","1","0","1","20","-25","320060310","0"
"0.7","268","1","0","2","-74","40","320060406","502006401"
"0.7","269","2","0","3","13","67","320060406","502006403"
"0.65","270","3","0","1","43.5","11","320060406","0"
"0.7","271","1","0","2","59","50","320060407","502006406"
"0.9","272","2","0","3","30","62","320060407","502006408"
"0.65","273","3","0","1","-49","13","320060407","0"
"1","274","1","0","1","5","10","320060408","0"
"1.2","275","1","0","1","-10","10","320060409","0"
"1","276","1","0","1","20","-25","320060410","0"
"0.7","277","1","0","2","-74","40","320060506","502006501"
"0.7","278","2","0","3","13","67","320060506","502006503"
"0.65","279","3","0","1","43.5","11","320060506","0"
"0.7","280","1","0","2","59","50","320060507","502006506"
"0.9","281","2","0","3","30","62","320060507","502006508"
"0.65","282","3","0","1","-49","13","320060507","0"
"1","283","1","0","1","5","10","320060508","0"
"1.2","284","1","0","1","-10","10","320060509","0"
"1","285","1","0","1","20","-25","320060510","0"
"0.7","286","1","0","2","-74","40","320070106","502007101"
"0.7","287","2","0","3","43","67","320070106","502007103"
"0.65","288","3","0","1","43.5","11","320070106","0"
"0.7","289","1","0","2","59","50","320070107","502007106"
"0.9","290","2","0","3","30","62","320070107","502007108"
"0.65","291","3","0","1","-49","13","320070107","0"
"0.9","292","1","0","1","5","20","320070108","0"
"0.9","293","1","0","1","0","20","320070109","0"
"1","294","1","0","1","-20","-20","320070110","0"
"0.7","295","1","0","2","-74","40","320070206","502007201"
"0.7","296","2","0","3","43","67","320070206","502007203"
"0.65","297","3","0","1","43.5","11","320070206","0"
"0.7","298","1","0","2","59","50","320070207","502007206"
"0.9","299","2","0","3","30","62","320070207","502007208"
"0.65","300","3","0","1","-49","13","320070207","0"
"0.9","301","1","0","1","5","20","320070208","0"
"0.9","302","1","0","1","0","20","320070209","0"
"1","303","1","0","1","-20","-20","320070210","0"
"0.7","304","1","0","2","-74","40","320070306","502007301"
"0.7","305","2","0","3","43","67","320070306","502007303"
"0.65","306","3","0","1","43.5","11","320070306","0"
"0.7","307","1","0","2","59","50","320070307","502007306"
"0.9","308","2","0","3","30","62","320070307","502007308"
"0.65","309","3","0","1","-49","13","320070307","0"
"0.9","310","1","0","1","5","20","320070308","0"
"0.9","311","1","0","1","0","20","320070309","0"
"1","312","1","0","1","-20","-20","320070310","0"
"0.7","313","1","0","2","-74","40","320070406","502007401"
"0.7","314","2","0","3","43","67","320070406","502007403"
"0.65","315","3","0","1","43.5","11","320070406","0"
"0.7","316","1","0","2","59","50","320070407","502007406"
"0.9","317","2","0","3","30","62","320070407","502007408"
"0.65","318","3","0","1","-49","13","320070407","0"
"0.9","319","1","0","1","5","20","320070408","0"
"0.9","320","1","0","1","0","20","320070409","0"
"1","321","1","0","1","-20","-20","320070410","0"
"0.7","322","1","0","2","-74","40","320070506","502007501"
"0.7","323","2","0","3","43","67","320070506","502007503"
"0.65","324","3","0","1","43.5","11","320070506","0"
"0.7","325","1","0","2","59","50","320070507","502007506"
"0.9","326","2","0","3","30","62","320070507","502007508"
"0.65","327","3","0","1","-49","13","320070507","0"
"0.9","328","1","0","1","5","20","320070508","0"
"0.9","329","1","0","1","0","20","320070509","0"
"1","330","1","0","1","-20","-20","320070510","0"
"0.7","331","1","0","2","-74","40","320080106","502008101"
"0.9","332","2","0","3","43","67","320080106","502008103"
"0.65","333","3","0","1","43.5","11","320080106","0"
"0.7","334","1","0","2","59","50","320080107","502008106"
"0.9","335","2","0","3","30","62","320080107","502008108"
"0.65","336","3","0","1","-49","13","320080107","0"
"0.8","337","1","0","1","5","20","320080108","0"
"1.1","338","1","0","1","0","20","320080109","0"
"1","339","1","0","1","-20","-20","320080110","0"
"0.7","340","1","0","2","-74","40","320080206","502008201"
"0.9","341","2","0","3","43","67","320080206","502008203"
"0.65","342","3","0","1","43.5","11","320080206","0"
"0.7","343","1","0","2","59","50","320080207","502008206"
"0.9","344","2","0","3","30","62","320080207","502008208"
"0.65","345","3","0","1","-49","13","320080207","0"
"0.8","346","1","0","1","5","20","320080208","0"
"1.1","347","1","0","1","0","20","320080209","0"
"1","348","1","0","1","-20","-20","320080210","0"
"0.7","349","1","0","2","-74","40","320080306","502008301"
"0.9","350","2","0","3","43","67","320080306","502008303"
"0.65","351","3","0","1","43.5","11","320080306","0"
"0.7","352","1","0","2","59","50","320080307","502008306"
"0.9","353","2","0","3","30","62","320080307","502008308"
"0.65","354","3","0","1","-49","13","320080307","0"
"0.8","355","1","0","1","5","20","320080308","0"
"1.1","356","1","0","1","0","20","320080309","0"
"1","357","1","0","1","-20","-20","320080310","0"
"0.7","358","1","0","2","-74","40","320080406","502008401"
"0.9","359","2","0","3","43","67","320080406","502008403"
"0.65","360","3","0","1","43.5","11","320080406","0"
"0.7","361","1","0","2","59","50","320080407","502008406"
"0.9","362","2","0","3","30","62","320080407","502008408"
"0.65","363","3","0","1","-49","13","320080407","0"
"0.8","364","1","0","1","5","20","320080408","0"
"1.1","365","1","0","1","0","20","320080409","0"
"1","366","1","0","1","-20","-20","320080410","0"
"0.7","367","1","0","2","-74","40","320080506","502008501"
"0.9","368","2","0","3","43","67","320080506","502008503"
"0.65","369","3","0","1","43.5","11","320080506","0"
"0.7","370","1","0","2","59","50","320080507","502008506"
"0.9","371","2","0","3","30","62","320080507","502008508"
"0.65","372","3","0","1","-49","13","320080507","0"
"0.8","373","1","0","1","5","20","320080508","0"
"1.1","374","1","0","1","0","20","320080509","0"
"1","375","1","0","1","-20","-20","320080510","0"
"0.7","376","1","0","2","-74","40","320090106","502009101"
"1","377","2","0","3","13","67","320090106","502009103"
"0.65","378","3","0","1","43.5","11","320090106","0"
"0.7","379","1","0","2","-68","50","320090107","502009106"
"0.9","380","2","0","3","30","62","320090107","502009108"
"0.65","381","3","0","1","29","13","320090107","0"
"0.75","382","1","0","1","5","10","320090108","0"
"1","383","1","0","1","0","10","320090109","0"
"1","384","1","0","1","-20","-20","320090110","0"
"0.7","385","1","0","2","-74","40","320090206","502009201"
"1","386","2","0","3","13","67","320090206","502009203"
"0.65","387","3","0","1","43.5","11","320090206","0"
"0.7","388","1","0","2","-68","50","320090207","502009206"
"0.9","389","2","0","3","30","62","320090207","502009208"
"0.65","390","3","0","1","29","13","320090207","0"
"0.75","391","1","0","1","5","10","320090208","0"
"1","392","1","0","1","0","10","320090209","0"
"1","393","1","0","1","-20","-20","320090210","0"
"0.7","394","1","0","2","-74","40","320090306","502009301"
"1","395","2","0","3","13","67","320090306","502009303"
"0.65","396","3","0","1","43.5","11","320090306","0"
"0.7","397","1","0","2","-68","50","320090307","502009306"
"0.9","398","2","0","3","30","62","320090307","502009308"
"0.65","399","3","0","1","29","13","320090307","0"
"0.75","400","1","0","1","5","10","320090308","0"
"1","401","1","0","1","0","10","320090309","0"
"1","402","1","0","1","-20","-20","320090310","0"
"0.7","403","1","0","2","-74","40","320090406","502009401"
"1","404","2","0","3","13","67","320090406","502009403"
"0.65","405","3","0","1","43.5","11","320090406","0"
"0.7","406","1","0","2","-68","50","320090407","502009406"
"0.9","407","2","0","3","30","62","320090407","502009408"
"0.65","408","3","0","1","29","13","320090407","0"
"0.75","409","1","0","1","5","10","320090408","0"
"1","410","1","0","1","0","10","320090409","0"
"1","411","1","0","1","-20","-20","320090410","0"
"0.7","412","1","0","2","-74","40","320090506","502009501"
"1","413","2","0","3","13","67","320090506","502009503"
"0.65","414","3","0","1","43.5","11","320090506","0"
"0.7","415","1","0","2","-68","50","320090507","502009506"
"0.9","416","2","0","3","30","62","320090507","502009508"
"0.65","417","3","0","1","29","13","320090507","0"
"0.75","418","1","0","1","5","10","320090508","0"
"1","419","1","0","1","0","10","320090509","0"
"1","420","1","0","1","-20","-20","320090510","0"
"0.7","421","1","0","2","-74","40","320100106","502010101"
"1","422","2","0","3","13","67","320100106","502010103"
"0.65","423","3","0","1","43.5","11","320100106","0"
"0.7","424","1","0","2","-68","50","320100107","502010106"
"0.9","425","2","0","3","30","62","320100107","502010108"
"0.65","426","3","0","1","29","13","320100107","0"
"0.9","427","1","0","1","40","60","320100108","0"
"1","428","1","0","1","0","10","320100109","0"
"1","429","1","0","1","-20","-35","320100110","0"
"0.7","430","1","0","2","-74","40","320100206","502010201"
"1","431","2","0","3","13","67","320100206","502010203"
"0.65","432","3","0","1","43.5","11","320100206","0"
"0.7","433","1","0","2","-68","50","320100207","502010206"
"0.9","434","2","0","3","30","62","320100207","502010208"
"0.65","435","3","0","1","29","13","320100207","0"
"0.9","436","1","0","1","40","60","320100208","0"
"1","437","1","0","1","0","10","320100209","0"
"1","438","1","0","1","-20","-35","320100210","0"
"0.7","439","1","0","2","-74","40","320100306","502010301"
"1","440","2","0","3","13","67","320100306","502010303"
"0.65","441","3","0","1","43.5","11","320100306","0"
"0.7","442","1","0","2","-68","50","320100307","502010306"
"0.9","443","2","0","3","30","62","320100307","502010308"
"0.65","444","3","0","1","29","13","320100307","0"
"0.9","445","1","0","1","40","60","320100308","0"
"1","446","1","0","1","0","10","320100309","0"
"1","447","1","0","1","-20","-35","320100310","0"
"0.7","448","1","0","2","-74","40","320100406","502010401"
"1","449","2","0","3","13","67","320100406","502010403"
"0.65","450","3","0","1","43.5","11","320100406","0"
"0.7","451","1","0","2","-68","50","320100407","502010406"
"0.9","452","2","0","3","30","62","320100407","502010408"
"0.65","453","3","0","1","29","13","320100407","0"
"0.9","454","1","0","1","40","60","320100408","0"
"1","455","1","0","1","0","10","320100409","0"
"1","456","1","0","1","-20","-35","320100410","0"
"0.7","457","1","0","2","-74","40","320100506","502010501"
"1","458","2","0","3","13","67","320100506","502010503"
"0.65","459","3","0","1","43.5","11","320100506","0"
"0.7","460","1","0","2","-68","50","320100507","502010506"
"0.9","461","2","0","3","30","62","320100507","502010508"
"0.65","462","3","0","1","29","13","320100507","0"
"0.9","463","1","0","1","40","60","320100508","0"
"1","464","1","0","1","0","10","320100509","0"
"1","465","1","0","1","-20","-35","320100510","0"
"0.7","466","1","0","2","-74","40","320110106","502011101"
"1","467","2","0","3","13","67","320110106","502011103"
"0.65","468","3","0","1","43.5","11","320110106","0"
"0.7","469","1","0","2","-98","50","320110107","502011106"
"1.1","470","2","0","3","0","72","320110107","502011108"
"0.65","471","3","0","1","49","13","320110107","0"
"0.75","472","1","0","1","-40","30","320110108","0"
"1.2","473","1","0","1","20","50","320110109","0"
"1.1","474","1","0","1","-20","-35","320110110","0"
"0.7","475","1","0","2","-74","40","320110206","502011201"
"1","476","2","0","3","13","67","320110206","502011203"
"0.65","477","3","0","1","43.5","11","320110206","0"
"0.7","478","1","0","2","-98","50","320110207","502011206"
"1.1","479","2","0","3","0","72","320110207","502011208"
"0.65","480","3","0","1","49","13","320110207","0"
"0.75","481","1","0","1","-40","30","320110208","0"
"1.2","482","1","0","1","20","50","320110209","0"
"1.1","483","1","0","1","-20","-35","320110210","0"
"0.7","484","1","0","2","-74","40","320110306","502011301"
"1","485","2","0","3","13","67","320110306","502011303"
"0.65","486","3","0","1","43.5","11","320110306","0"
"0.7","487","1","0","2","-98","50","320110307","502011306"
"1.1","488","2","0","3","0","72","320110307","502011308"
"0.65","489","3","0","1","49","13","320110307","0"
"0.75","490","1","0","1","-40","30","320110308","0"
"1.2","491","1","0","1","20","50","320110309","0"
"1.1","492","1","0","1","-20","-35","320110310","0"
"0.7","493","1","0","2","-74","40","320110406","502011401"
"1","494","2","0","3","13","67","320110406","502011403"
"0.65","495","3","0","1","43.5","11","320110406","0"
"0.7","496","1","0","2","-98","50","320110407","502011406"
"1.1","497","2","0","3","0","72","320110407","502011408"
"0.65","498","3","0","1","49","13","320110407","0"
"0.75","499","1","0","1","-40","30","320110408","0"
"1.2","500","1","0","1","20","50","320110409","0"
"1.1","501","1","0","1","-20","-35","320110410","0"
"0.7","502","1","0","2","-74","40","320110506","502011501"
"1","503","2","0","3","13","67","320110506","502011503"
"0.65","504","3","0","1","43.5","11","320110506","0"
"0.7","505","1","0","2","-98","50","320110507","502011506"
"1.1","506","2","0","3","0","72","320110507","502011508"
"0.65","507","3","0","1","49","13","320110507","0"
"0.75","508","1","0","1","-40","30","320110508","0"
"1.2","509","1","0","1","20","50","320110509","0"
"1.1","510","1","0","1","-20","-35","320110510","0"
