4dc8cd011fbaa95884ba6c12fde1edda7d546ef9c60c284dbb6fa4eb8f361ec5,ac0bbc1fe9c9c615dfadcce2f097fe282a1821f0d896822b855fa1195f0db63f,21181390136c676cd4cee40100863086cb1745b37cd196c24e0ce8ecb25b89eb,5a16b450362a65934ea202446d06bfadf73ad8097a60060d8f890f993417fe85,b70463cd16f15de0b878cca5dda69c9fbdb002196e16fead8d908e85f8c0515a,968f91d7fda04aa645fc0b27d98d1d8dcfba2fbd0d680e0c2052d0f46a7aaea3,cf7317beec9d4eb9c584f7ce3bb5fca51527d115663200c77f5533b2efa0e362,9f7b5b37e07cc9bde126d09b1e08f80a03b932e72b28d3e6c9b54c19160c5a2e,4130e3fed9afbc7d7ef85ee3176c1e9adf503057e1e3a401a89e246dcf7021a5,a1c9e275ce66d1c4b315c7e660fd274ff46aa298999eb6224a50a64166b27e2d,7aa606e566a43efb21b2fc8b5058155190a5d8f164a24984706b413c625898f0,9893a0dc4a02c7696daea64246c63b5df10afe931de1bf225d007a5d0f6c0a7c,f6241c120f0536b22a71213d0e8a1a66fdd18e6297061fc435751fde74780a60,5922f14f94f7ed7dd79c3ddea991f5377f196c19bba3725fde43a824dd613948,85b643a2e99980842f5819ef7a692f367a04816c26adff28a0230a091780298a,1dcbbddd29cc9f085474d9daa7e78dd42a5d357209e91e6ec5e6b09284ef8817,c7f69d6e1bf410cec23dd034ac2f806cc34d54bc53f342e2bee46dd07d24c5e2,e35401e8d5d5e60b8d55260c54d068c2c34c017ca2c41d7143d5cd5e1dfbef4b,2bd64e1477af002f7e9020b0b6a1ebc5b70a2fc48dd9181511aba6513660ba6d,e65c76afc88da581e13277b063543d435a0677dfc57d795d078a83f547c14448,c4f1e69c294a337c0ab95ba40c52ddf256d24aec9f0a7f0ed496592ed2482181,240b2fedb08c43ce1d169feaba3275f771b909f6f32a442edfbbb5abae03c96e
"bgm_M55","101042","450","-55","0","101042","1","-30","0","1.8","5","150","1003","1","0","210","5","-50","1.35","1.1","1","10030105"
"bgm_M64","101161","-480","-120","10","101161","1","-30","-30","0.8","1","250","1004","1","0","210","1","0","0.7","0.6","1","10040101"
"bgm_M64","101161","-260","-120","10","101161","1","-30","0","1.2","2","0","1004","1","0","200","2","0","1","0.75","1","10040102"
"bgm_M64","101161","-20","55","0","101161","1","-30","-10","1.4","3","100","1004","1","-15","200","3","-30","1","0.9","1","10040103"
"bgm_M64","101161","180","-30","0","101161","1","-30","0","1.3","4","0","1004","1","0","200","4","-30","1","0.9","1","10040104"
"bgm_M55","101162","470","-60","0","101162","1","-30","-30","1.2","5","200","1004","1","-40","250","5","-50","0.9","0.9","1","10040105"
"bgm_M64","101161","-480","-120","10","101171","1","-30","-30","0.8","1","250","1005","1","0","210","1","0","0.7","0.6","1","10050101"
"bgm_M64","101161","-260","-120","10","101171","1","-30","0","1.2","2","0","1005","1","0","200","2","0","1","0.75","1","10050102"
"bgm_M64","101161","-20","45","0","101171","1","-30","-10","1.4","3","100","1005","1","-15","200","3","-30","1","0.9","1","10050103"
"bgm_M64","101161","190","-70","0","101171","1","-30","0","1","4","0","1005","1","0","200","4","0","1","0.7","1","10050104"
"bgm_M55","101162","445","-25","0","101172","1","-30","0","1.3","5","200","1005","1","-40","240","5","-30","1","1","1","10050105"
"bgm_M64","101161","-480","-120","10","101191","1","-30","-30","0.8","1","250","1006","1","0","210","1","0","0.7","0.6","1","10060101"
"bgm_M64","101161","-260","-100","10","101191","1","-30","0","1.2","2","0","1006","1","0","200","2","0","1","0.75","1","10060102"
"bgm_M64","101161","-10","65","0","101191","1","-30","-10","1.1","3","100","1006","1","-15","200","3","0","1","0.8","1","10060103"
"bgm_M64","101161","190","-110","0","101191","1","-30","0","1.2","4","0","1006","1","0","200","4","0","1","0.8","1","10060104"
"bgm_M55","101162","485","-70","-10","101192","1","-30","-45","1.15","5","270","1006","1","0","280","5","-50","1","0.9","1","10060105"
"bgm_M64","101161","-480","-120","10","101201","1","-30","-30","0.8","1","250","1007","1","0","210","1","0","0.7","0.6","1","10070101"
"bgm_M64","101161","-260","-120","10","101201","1","-30","0","1.2","2","120","1007","1","0","240","2","0","1","0.9","1","10070102"
"bgm_M64","101161","-10","65","0","101201","1","-30","-10","1.1","3","100","1007","1","-15","200","3","0","1","0.8","1","10070103"
"bgm_M64","101161","190","-110","0","101201","1","-30","0","1.2","4","100","1007","1","0","200","4","0","1","0.9","1","10070104"
"bgm_M55","101162","475","-30","10","101202","1","-30","-45","1.45","5","270","1007","1","-20","250","5","-50","1","1","1","10070105"
"bgm_M64","101161","-480","-120","10","101291","1","-30","-30","0.8","1","250","1008","1","0","210","1","0","0.7","0.6","1","10080101"
"bgm_M64","101161","-260","-120","10","101291","1","-30","0","1.2","2","120","1008","1","0","240","2","0","1","0.9","1","10080102"
"bgm_M64","101161","-40","65","0","101291","1","-30","-10","1.1","3","100","1008","1","-15","200","3","0","1","0.8","1","10080103"
"bgm_M64","101161","150","-110","0","101291","1","-30","0","1.3","4","100","1008","1","0","200","4","0","1.3","0.9","1","10080104"
"bgm_M55","101162","490","-15","30","101292","1","-30","30","1.45","5","45","1008","1","-20","230","5","15","1.3","1.1","1","10080105"
"bgm_M64","101161","-480","-120","10","101301","1","-30","-30","0.8","1","250","1009","1","0","210","1","0","0.7","0.6","1","10090101"
"bgm_M64","101161","-260","-120","10","101301","1","-30","0","1.2","2","120","1009","1","0","200","2","0","1","0.75","1","10090102"
"bgm_M64","101161","-50","100","0","101301","1","-30","-10","2.3","3","100","1009","1","-15","200","3","0","2.2","1.55","1","10090103"
"bgm_M64","101161","180","-100","0","101301","1","-30","0","1.3","4","100","1009","1","0","200","4","15","1.3","1","1","10090104"
"bgm_M55","101162","470","-55","10","101302","1","-30","-30","1.2","5","200","1009","1","-20","270","5","-15","1.1","1","1","10090105"
"bgm_M64","101161","-450","-130","10","101441","1","-30","-30","1","1","170","1010","1","0","210","1","-25","0.9","0.575","1","10100101"
"bgm_M64","101161","-250","-120","10","101441","1","-30","0","1.2","2","120","1010","1","0","200","2","0","1","0.75","1","10100102"
"bgm_M64","101161","-10","50","0","101441","1","-30","-10","1.1","3","100","1010","1","-15","200","3","0","1","0.8","1","10100103"
"bgm_M64","101161","180","-100","0","101441","1","-30","0","1.3","4","0","1010","1","0","200","4","-30","1","0.9","1","10100104"
"bgm_M55","101162","470","-70","10","101442","1","-30","-30","1.2","5","200","1010","1","-20","270","5","-35","1.1","0.95","1","10100105"
"bgm_M64","101451","-450","-130","10","101451","1","-30","-30","1","1","170","1011","1","0","210","1","-25","0.9","0.575","1","10110101"
"bgm_M64","101451","-250","-120","10","101451","1","-30","0","1.2","2","120","1011","1","0","200","2","0","1","0.75","1","10110102"
"bgm_M64","101451","-20","50","0","101451","1","-30","-10","1.4","3","100","1011","1","-15","200","3","-30","1","0.9","1","10110103"
"bgm_M64","101451","200","-100","0","101451","1","-30","0","0.9","4","100","1011","1","0","220","4","20","0.8","0.65","1","10110104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","200","1011","1","0","290","5","-35","1.4","1.25","1","10110105"
"bgm_M64","101451","-450","-130","10","101561","1","-30","-30","1","1","170","1012","1","0","210","1","-25","0.9","0.575","1","10120101"
"bgm_M64","101451","-240","-120","0","101561","1","-30","0","1.2","2","120","1012","1","0","240","2","0","1","0.9","1","10120102"
"bgm_M64","101451","-30","60","5","101561","1","-30","-10","0.9","3","100","1012","1","-5","200","3","0","0.8","0.6","1","10120103"
"bgm_M64","101451","180","-100","0","101561","1","-30","0","1.5","4","100","1012","1","0","200","4","-30","1.2","0.9","1","10120104"
"bgm_M55","101452","460","-70","0","101562","1","-30","-50","1.55","5","400","1012","1","0","290","5","-60","1.35","1.25","1","10120105"
"bgm_M64","101001","-480","-120","10","101001","1","-30","-30","0.8","1","250","1013","1","0","210","1","0","0.7","0.6","1","10130101"
"bgm_M64","101001","-260","-120","10","101001","1","-30","0","1.2","2","0","1013","1","0","200","2","0","1","0.75","1","10130102"
"bgm_M64","101001","-40","0","0","101001","1","-30","-10","1.1","3","100","1013","1","-13","200","3","0","1","0.7","1","10130103"
"bgm_M64","101001","240","-50","0","101001","1","-30","0","1.2","4","0","1013","1","0","200","4","0","1","0.7","1","10130104"
"bgm_M55","101011","480","-40","0","101011","1","-30","0","1.3","5","200","1013","1","0","250","5","0","1","1.2","1","10130105"
"bgm_M64","101041","-450","-130","10","101041","1","-30","-30","1","1","170","1014","1","0","210","1","-25","0.9","0.575","1","10140101"
"bgm_M64","101041","-250","-120","10","101041","1","-30","0","1.2","2","120","1014","1","0","200","2","0","1","0.75","1","10140102"
"bgm_M64","101041","-50","100","0","101041","1","-30","-10","2.3","3","100","1014","1","-15","200","3","0","2.2","1.55","1","10140103"
"bgm_M64","101041","190","-70","0","101041","1","-30","0","1","4","0","1014","1","0","200","4","0","1","0.7","1","10140104"
"bgm_M55","101042","440","0","0","101042","1","-30","0","1.8","5","200","1014","1","0","250","5","0","1.6","1.4","1","10140105"
"bgm_M64","101161","-470","-125","10","101041","1","-30","-30","0.8","1","250","1015","1","0","210","1","0","0.7","0.6","1","10150101"
"bgm_M64","101161","-210","-95","10","101041","1","-30","0","1.2","2","120","1015","1","0","200","2","0","1","0.75","1","10150102"
"bgm_M64","101161","50","-120","0","101041","1","-30","-10","1.4","3","100","1015","1","-15","200","3","-30","1","0.9","1","10150103"
"bgm_M64","101162","195","35","0","101041","1","-30","0","1","4","150","1015","1","0","200","4","43","1","0.7","1","10150104"
"bgm_M55","101161","450","-55","0","101042","1","-30","0","1.8","5","150","1015","1","0","210","5","-50","1.35","1.1","1","10150105"
"bgm_M64","101451","-480","-120","10","101161","1","-30","0","0.8","1","250","1016","1","0","210","1","0","0.85","0.6","1","10160101"
"bgm_M64","101451","-260","-100","10","101161","1","-30","0","1.2","2","0","1016","1","0","200","2","0","1.1","0.75","1","10160102"
"bgm_M64","101451","-10","65","0","101161","1","-30","-10","1.1","3","100","1016","1","-15","200","3","0","1","0.8","1","10160103"
"bgm_M64","101451","190","-110","0","101161","1","-30","0","1","4","0","1016","1","0","200","4","0","0.85","0.8","1","10160104"
"bgm_M55","101452","485","-70","-10","101162","1","-30","-45","1.15","5","270","1016","1","0","280","5","-50","1","0.9","1","10160105"
"bgm_M64","101171","-480","-120","10","101171","1","-30","-30","0.8","1","250","1017","1","0","210","1","0","0.7","0.6","1","10170101"
"bgm_M64","101171","-260","-120","10","101171","1","-30","0","1","2","0","1017","1","0","240","2","0","0.7","0.6","1","10170102"
"bgm_M64","101171","-10","65","0","101171","1","-30","-10","1.4","3","0","1017","1","-15","200","3","-30","1","0.9","1","10170103"
"bgm_M64","101171","190","-110","0","101171","1","-30","0","1.3","4","100","1017","1","0","200","4","-30","1","0.9","1","10170104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","270","1017","1","-20","250","5","-50","1","1","1","10170105"
"bgm_M64","101171","-480","-120","10","101191","1","-30","-30","0.8","1","100","1018","1","0","210","1","0","0.7","0.6","1","10180101"
"bgm_M64","101171","-260","-100","10","101191","1","-30","0","1.2","2","100","1018","1","0","200","2","0","1","0.75","1","10180102"
"bgm_M64","101171","-10","65","5","101191","1","-30","-10","0.9","3","100","1018","1","-5","200","3","0","0.8","0.6","1","10180103"
"bgm_M64","101171","190","-110","0","101191","1","-30","0","1.2","4","100","1018","1","-30","200","4","0","1","0.9","1","10180104"
"bgm_M55","101172","485","-70","-10","101192","1","-30","-45","1.3","5","100","1018","1","0","280","5","-50","1","1.1","1","10180105"
"bgm_M64","101161","-480","-120","10","101201","1","-30","0","0.8","1","100","1019","1","0","210","1","0","0.85","0.6","1","10190101"
"bgm_M64","101161","-260","-120","10","101201","1","-30","0","1.2","2","100","1019","1","0","240","2","0","1.1","0.75","1","10190102"
"bgm_M64","101161","-10","65","0","101201","1","-30","-10","1.1","3","100","1019","1","-15","200","3","0","1","0.8","1","10190103"
"bgm_M64","101161","190","-110","0","101201","1","-30","0","1","4","100","1019","1","0","200","4","43","1","0.7","1","10190104"
"bgm_M55","101162","475","-30","10","101202","1","-30","-45","1.45","5","100","1019","1","-20","250","5","-50","1","1","1","10190105"
"bgm_M64","101161","-480","-120","10","101291","1","-30","0","0.8","1","100","1020","1","0","210","1","0","0.85","0.6","1","10200101"
"bgm_M64","101161","-260","-120","10","101291","1","-30","0","1.2","2","100","1020","1","0","240","2","0","1.1","0.75","1","10200102"
"bgm_M64","101161","-40","65","0","101291","1","-30","-10","1.1","3","100","1020","1","-15","200","3","0","1","0.8","1","10200103"
"bgm_M64","101161","150","-110","0","101291","1","-30","0","1.5","4","100","1020","1","0","200","4","-30","1","0.8","1","10200104"
"bgm_M55","101162","490","-15","30","101292","1","-30","30","1.45","5","100","1020","1","-20","230","5","15","1","1.1","1","10200105"
"bgm_M64","101161","-480","-120","10","101301","1","-30","-30","0.8","1","100","1021","1","0","210","1","0","0.7","0.58","1","10210101"
"bgm_M64","101161","-260","-120","10","101301","1","-30","0","1.2","2","100","1021","1","0","200","2","0","1","0.9","1","10210102"
"bgm_M64","101161","-50","100","-10","101301","1","-30","-10","1.4","3","100","1021","1","0","200","3","-30","1","0.93","1","10210103"
"bgm_M64","101161","180","-100","0","101301","1","-30","0","1.3","4","100","1021","1","0","200","4","15","1.3","0.9","1","10210104"
"bgm_M55","101162","470","-55","10","101302","1","-30","-30","1.2","5","100","1021","1","-20","270","5","-15","1.1","1","1","10210105"
"bgm_M64","101161","-450","-130","10","101441","1","-30","0","0.8","1","100","1022","1","0","210","1","0","0.85","0.575","1","10220101"
"bgm_M64","101161","-250","-120","10","101441","1","-30","0","1.2","2","100","1022","1","0","200","2","0","1.1","0.75","1","10220102"
"bgm_M64","101161","-10","50","0","101441","1","-30","-10","1.2","3","100","1022","1","-15","200","3","0","1.1","0.8","1","10220103"
"bgm_M64","101161","180","-100","0","101441","1","-30","0","1.3","4","100","1022","1","0","200","4","15","1.3","0.9","1","10220104"
"bgm_M55","101162","470","-70","10","101442","1","-30","-30","1.2","5","100","1022","1","-20","230","5","-35","1.1","0.95","1","10220105"
"bgm_M64","101451","-450","-130","10","101451","1","-30","-30","0.8","1","100","1023","1","0","210","1","0","0.7","0.58","1","10230101"
"bgm_M64","101451","-250","-120","10","101451","1","-30","0","1.2","2","100","1023","1","0","200","2","0","1","0.9","1","10230102"
"bgm_M64","101451","-20","50","0","101451","1","-30","-10","1.4","3","100","1023","1","-15","200","3","-30","1","0.9","1","10230103"
"bgm_M64","101451","200","-100","0","101451","1","-30","0","1","4","100","1023","1","0","200","4","0","0.85","0.8","1","10230104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1023","1","0","290","5","-35","1.4","1.25","1","10230105"
"bgm_M64","101451","-450","-130","10","101561","1","-30","-30","0.8","1","100","1024","1","0","210","1","0","0.7","0.58","1","10240101"
"bgm_M64","101451","-240","-120","0","101561","1","-30","0","1.2","2","100","1024","1","0","240","2","0","1.1","0.75","1","10240102"
"bgm_M64","101451","-30","60","5","101561","1","-30","-10","1.1","3","100","1024","1","-5","200","3","0","1","0.65","1","10240103"
"bgm_M64","101451","180","-100","0","101561","1","-30","0","1.2","4","100","1024","1","0","200","4","0","1","0.7","1","10240104"
"bgm_M55","101452","460","-70","0","101562","1","-30","-50","1.55","5","400","1024","1","0","290","5","-60","1.35","1.25","1","10240105"
"bgm_M64","101451","-480","-120","10","101001","1","-30","-30","0.8","1","100","1025","1","0","210","1","0","0.7","0.58","1","10250101"
"bgm_M64","101451","-260","-120","10","101001","1","-30","0","1.2","2","100","1025","1","0","200","2","0","1.1","0.75","1","10250102"
"bgm_M64","101451","-40","0","0","101001","1","-30","-10","0.9","3","100","1025","1","-13","200","3","0","0.8","0.6","1","10250103"
"bgm_M64","101451","240","-50","0","101001","1","-30","0","1.5","4","100","1025","1","0","200","4","-30","1","0.8","1","10250104"
"bgm_M55","101452","480","-40","0","101011","1","-30","0","1.3","5","100","1025","1","0","250","5","0","1","1.2","1","10250105"
"bgm_M64","101021","-450","-130","10","101021","1","-30","-30","1","1","170","1026","1","0","210","1","-25","0.9","0.575","1","10260101"
"bgm_M64","101021","-250","-120","10","101021","1","-30","0","1.2","2","120","1026","1","0","200","2","0","1","0.75","1","10260102"
"bgm_M64","101021","-50","100","0","101021","1","-30","-10","2.3","3","100","1026","1","-15","200","3","0","2.2","1.55","1","10260103"
"bgm_M64","101021","190","-70","0","101021","1","-30","0","1","4","150","1026","1","0","200","4","43","1","0.7","1","10260104"
"bgm_M55","101031","440","0","0","101031","1","-30","0","1.8","5","200","1026","1","0","220","5","0","1.6","1.4","1","10260105"
"bgm_M64","101161","-470","-125","10","101041","1","-30","-30","0.8","1","250","1027","1","0","210","1","0","0.7","0.6","1","10270101"
"bgm_M64","101161","-210","-95","10","101041","1","-30","0","1.2","2","120","1027","1","0","200","2","0","1","0.75","1","10270102"
"bgm_M64","101161","50","-120","10","101041","1","-30","-10","1.2","3","100","1027","1","-15","200","3","-10","1","0.75","1","10270103"
"bgm_M64","101162","195","35","0","101041","1","-30","0","1.1","4","100","1027","1","0","200","4","20","1","0.7","1","10270104"
"bgm_M55","101161","450","-55","0","101042","1.3","-30","0","1.8","5","150","1027","1","0","210","5","-50","1.35","1.1","1","10270105"
"bgm_M64","101161","-480","-120","10","101161","1","-30","0","0.8","1","250","1028","1","0","210","1","0","0.85","0.6","1","10280101"
"bgm_M64","101161","-260","-100","10","101161","1","-30","0","1.2","2","0","1028","1","0","200","2","0","1.1","0.75","1","10280102"
"bgm_M64","101161","-10","65","5","101161","1","-30","-10","1.1","3","100","1028","1","-5","200","3","0","1","0.65","1","10280103"
"bgm_M64","101161","190","-110","0","101161","1","-30","0","1.35","4","100","1028","1","0","200","4","0","1.3","0.9","1","10280104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1028","1","-40","280","5","-50","1","0.9","1","10280105"
"bgm_M64","101171","-480","-120","10","101171","1","-30","-30","0.8","1","250","1029","1","0","210","1","0","0.7","0.6","1","10290101"
"bgm_M64","101171","-260","-120","10","101171","1","-30","0","1","2","0","1029","1","0","240","2","0","0.7","0.6","1","10290102"
"bgm_M64","101171","-10","65","0","101171","1","-30","-10","1.4","3","0","1029","1","-15","200","3","-30","1","0.9","1","10290103"
"bgm_M64","101171","190","-110","0","101171","1","-30","0","1.3","4","100","1029","1","0","200","4","-30","1","0.9","1","10290104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","270","1029","1","-20","250","5","-50","1","1","1","10290105"
"bgm_M64","101171","-480","-120","10","101191","1","-30","-30","0.8","1","100","1030","1","0","210","1","0","0.7","0.6","1","10300101"
"bgm_M64","101171","-260","-100","10","101191","1","-30","0","1.2","2","100","1030","1","0","200","2","0","1","0.8","1","10300102"
"bgm_M64","101171","-10","65","5","101191","1","-30","-10","0.9","3","100","1030","1","-5","200","3","0","0.8","0.6","1","10300103"
"bgm_M64","101171","190","-110","0","101191","1","-30","0","1.2","4","100","1030","1","0","200","4","0","1","0.9","1","10300104"
"bgm_M55","101172","485","-70","-10","101192","1","-30","-45","1.3","5","200","1030","1","0","280","5","-50","1","1.1","1.2","10300105"
"bgm_M64","101161","-480","-120","10","101201","1","-30","0","0.8","1","100","1031","1","0","210","1","0","0.85","0.6","1","10310101"
"bgm_M64","101161","-260","-120","10","101201","1","-30","0","1.2","2","100","1031","1","0","240","2","0","1.1","0.75","1","10310102"
"bgm_M64","101161","-10","65","0","101201","1","-30","-10","1.1","3","100","1031","1","-15","200","3","0","1","0.8","1","10310103"
"bgm_M64","101161","190","-110","0","101201","1","-30","0","1","4","100","1031","1","0","200","4","43","1","0.7","1","10310104"
"bgm_M55","101162","475","-30","10","101202","1","-30","-45","1.45","5","100","1031","1","-20","250","5","-50","1","1","1","10310105"
"bgm_M64","101291","-480","-120","10","101291","1","-30","0","0.8","1","100","1032","1","0","210","1","0","0.85","0.6","1","10320101"
"bgm_M64","101291","-260","-120","10","101291","1","-30","0","1.2","2","100","1032","1","0","240","2","0","1.1","0.75","1","10320102"
"bgm_M64","101291","-40","65","0","101291","1","-30","-10","1.3","3","100","1032","1","-15","200","3","0","1","0.9","1","10320103"
"bgm_M64","101291","150","-110","0","101291","1","-30","0","1.3","4","100","1032","1","0","200","4","-30","1","0.8","1","10320104"
"bgm_M55","101292","490","-15","30","101292","1","-30","30","1.45","5","100","1032","1","-20","230","5","15","1","1.1","1","10320105"
"bgm_M64","101301","-480","-120","10","101301","1","-30","-30","0.8","1","100","1033","1","0","210","1","0","0.7","0.58","1","10330101"
"bgm_M64","101301","-260","-120","10","101301","1","-30","0","1.2","2","100","1033","1","0","200","2","0","1","0.9","1","10330102"
"bgm_M64","101301","-50","100","-10","101301","1","-30","-10","1.4","3","200","1033","1","0","200","3","-30","1","0.93","1","10330103"
"bgm_M64","101301","100","-100","0","101301","1","-30","0","1.3","4","100","1033","1","0","200","4","15","1","0.9","1","10330104"
"bgm_M55","101302","470","-55","10","101302","1","-30","-30","1.2","5","100","1033","1","-20","270","5","-15","1.1","1","1","10330105"
"bgm_M64","101161","-450","-130","10","101441","1","-30","0","0.8","1","100","1034","1","0","210","1","0","0.85","0.575","1","10340101"
"bgm_M64","101161","-250","-120","10","101441","1","-30","0","1","2","200","1034","1","0","200","2","0","0.7","0.75","1","10340102"
"bgm_M64","101161","-10","50","0","101441","1","-30","-10","1.2","3","100","1034","1","-15","200","3","0","1.1","0.8","1","10340103"
"bgm_M64","101161","180","-100","0","101441","1","-30","0","1","4","150","1034","1","0","200","4","43","1","0.9","1","10340104"
"bgm_M55","101162","470","-70","10","101442","1","-30","-30","1.2","5","100","1034","1","-20","230","5","-35","1.1","0.95","1","10340105"
"bgm_M64","101451","-450","-130","10","101451","1","-30","-30","0.8","1","100","1035","1","0","210","1","0","0.7","0.58","1","10350101"
"bgm_M64","101451","-250","-120","10","101451","1","-30","0","1.2","2","100","1035","1","0","200","2","0","1","0.9","1","10350102"
"bgm_M64","101451","-20","50","0","101451","1","-30","-10","1.4","3","100","1035","1","-15","200","3","-30","1","0.9","1","10350103"
"bgm_M64","101451","200","-100","0","101451","1","-30","0","1","4","100","1035","1","0","200","4","0","0.85","0.8","1","10350104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1035","1","0","290","5","-35","1.4","1.25","1.2","10350105"
"bgm_M64","101451","-450","-130","10","101561","1","-30","-30","0.8","1","100","1036","1","0","210","1","0","0.7","0.58","1","10360101"
"bgm_M64","101451","-240","-120","0","101561","1","-30","0","1.2","2","100","1036","1","0","240","2","0","1.1","0.75","1","10360102"
"bgm_M64","101451","-30","60","5","101561","1","-30","-10","1.1","3","100","1036","1","-5","200","3","0","1","0.65","1","10360103"
"bgm_M64","101451","180","-100","0","101561","1","-30","0","1.2","4","100","1036","1","0","200","4","0","1","1.1","1","10360104"
"bgm_M55","101452","460","-70","0","101562","1","-30","-50","1.55","5","400","1036","1","0","290","5","-60","1.35","1.25","1.4","10360105"
"bgm_M64","101451","-480","-120","10","101001","1","-30","-30","0.8","1","100","1037","1","0","210","1","0","0.7","0.58","1","10370101"
"bgm_M64","101451","-260","-120","10","101001","1","-30","0","1.2","2","100","1037","1","0","200","2","0","1.1","0.75","1","10370102"
"bgm_M64","101451","-40","0","0","101001","1","-30","-60","0.9","3","150","1037","1","-13","200","3","-50","0.55","0.6","1.4","10370103"
"bgm_M64","101451","240","-50","0","101001","1","-30","0","1.3","4","100","1037","1","0","200","4","-30","1","0.8","1","10370104"
"bgm_M55","101452","480","-40","0","101011","1","-30","0","1.3","5","100","1037","1","0","250","5","0","1","1.2","1.2","10370105"
"bgm_M64","101021","-450","-110","10","101021","1","-30","-30","1","1","170","1038","1","0","210","1","-25","0.9","0.575","1","10380101"
"bgm_M64","101021","-250","-120","10","101021","1","-30","0","1.2","2","120","1038","1","0","200","2","0","1","0.75","1","10380102"
"bgm_M64","101021","-50","100","0","101021","1","-30","-10","1.2","3","100","1038","1","-15","200","3","0","1.1","0.8","1","10380103"
