6b964766611f1c87007a0b501707ca3f2e0dd6ed78554fdce376b24eb32a4c09,407170839d7610e40934d3773c186d25eecc577239ba8a890107307026e44ee3,1a3a5130b88d5494b6f7f5f7185d4650ed535db04016e94dcfa90796a67360fd,33ad8e5401767bc2c1e9a6e40e645dc3fab821d9bcc5987d6c5213c93c292d27,972247a432bf0dacad7b7f93644d56338094d9092e30b17894ea370806a68968,6810d75d4a9b88e3cd0ebb53fb4235b998442d0a9be2e8efb63fd9f6f0826673,cd04bbffd505edb18a3e0abab2fa4f3ee79f5bea8350493ef9f0efc4cfec40d6,45c7b74278cb3b152cf129ce616898b7b13dd01250a414399e376406eda61b06,262b63f676d65d34d74216e54eb03cd34f18c97a8220560effecce3537ee9b11,f958230ba5e82c989b314640d29e905a1a329b1837b5dc9ab34889b3f4ca0977,05b873c761d47754f09c59a4f3662c6dcaa650b46e74b1897813b625bd3a5913,09028f59081f226c92fc6340192e8ecabe0f5b808efd0b89558a29e7f024f82c,4d0c76d3bd04733b369496d8e56fb83269c00a2d7b14799d9b07a1c4727a057d,6f448ab5ed0e04eb12277f15533a782f63d771acbf3e18137f64cc1d461367ed,0ecb059923e9aa033180ceee465fdbd94487dc4e1de78c401ea143c43746ae59,af11a2d1871718f6328fbec14d00c162b305c791c0e72430f3c331d4687b023a,aeb7b05bb316e5196496e701448a97d301024cb2fdc2ed7540b25f177e2738e0,e0b46775ea8756993cc3933cfd33de59cbf54d1756659ac8ecd1e25506879dea,1b7e918846cc30951c16ef2beb9079b45a288324bdb536b72770044acf24c604,d22f6d49d4b47dd292fe4ab261c1d9b196e20d464884af9a597c7e6d6909653e,b837e05caad067609022312ef83c03f6a843688d68ae229153af13c5c2634beb,be59a5da0b75e1530701b15efdedf39539d2568a090d3dc773a6232728cf5c30
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101001","-480","bgm_M64","0","10130101","250","1","101001","1","0.7","1013"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101001","-260","bgm_M64","0","10130102","0","2","101001","2","1","1013"
"-10","0","1.1","1","-30","1","0","0","200","1","0.7","101001","-40","bgm_M64","-13","10130103","100","3","101001","3","1","1013"
"0","0","1.2","1","-30","1","-50","0","200","1","0.7","101001","240","bgm_M64","0","10130104","0","4","101001","4","1","1013"
"0","0","1.3","1","-30","1","-40","0","250","1","1.2","101011","480","bgm_M55","0","10130105","200","5","101011","5","1","1013"
"-30","10","1","1","-30","1","-130","-25","210","1","0.575","101041","-450","bgm_M64","0","10140101","170","1","101041","1","0.9","1014"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101041","-250","bgm_M64","0","10140102","120","2","101041","2","1","1014"
"-10","0","2.3","1","-30","1","100","0","200","1","1.55","101041","-50","bgm_M64","-15","10140103","100","3","101041","3","2.2","1014"
"0","0","1","1","-30","1","-70","0","200","1","0.7","101041","190","bgm_M64","0","10140104","0","4","101041","4","1","1014"
"0","0","1.8","1","-30","1","0","0","250","1","1.4","101042","440","bgm_M55","0","10140105","200","5","101042","5","1.6","1014"
"-30","10","0.8","1","-30","1","-125","0","210","1","0.6","101041","-470","bgm_M64","0","10150101","250","1","101161","1","0.7","1015"
"0","10","1.2","1","-30","1","-95","0","200","1","0.75","101041","-210","bgm_M64","0","10150102","120","2","101161","2","1","1015"
"-10","0","1.4","1","-30","1","-120","-30","200","1","0.9","101041","50","bgm_M64","-15","10150103","100","3","101161","3","1","1015"
"0","0","1","1","-30","1","35","43","200","1","0.7","101041","195","bgm_M64","0","10150104","150","4","101162","4","1","1015"
"0","0","1.8","1","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10150105","150","5","101161","5","1.35","1015"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101161","-480","bgm_M64","0","10160101","250","1","101451","1","0.85","1016"
"0","10","1.2","1","-30","1","-100","0","200","1","0.75","101161","-260","bgm_M64","0","10160102","0","2","101451","2","1.1","1016"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101161","-10","bgm_M64","-15","10160103","100","3","101451","3","1","1016"
"0","0","1","1","-30","1","-110","0","200","1","0.8","101161","190","bgm_M64","0","10160104","0","4","101451","4","0.85","1016"
"-45","-10","1.15","1","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","0","10160105","270","5","101452","5","1","1016"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101171","-480","bgm_M64","0","10170101","250","1","101171","1","0.7","1017"
"0","10","1","1","-30","1","-120","0","240","1","0.6","101171","-260","bgm_M64","0","10170102","0","2","101171","2","0.7","1017"
"-10","0","1.4","1","-30","1","65","-30","200","1","0.9","101171","-10","bgm_M64","-15","10170103","0","3","101171","3","1","1017"
"0","0","1.3","1","-30","1","-110","-30","200","1","0.9","101171","190","bgm_M64","0","10170104","100","4","101171","4","1","1017"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10170105","270","5","101172","5","1","1017"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101191","-480","bgm_M64","0","10180101","100","1","101171","1","0.7","1018"
"0","10","1.2","1","-30","1","-100","0","200","1","0.75","101191","-260","bgm_M64","0","10180102","100","2","101171","2","1","1018"
"-10","5","0.9","1","-30","1","65","0","200","1","0.6","101191","-10","bgm_M64","-5","10180103","100","3","101171","3","0.8","1018"
"0","0","1.2","1","-30","1","-110","0","200","1","0.9","101191","190","bgm_M64","-30","10180104","100","4","101171","4","1","1018"
"-45","-10","1.3","1","-30","1","-70","-50","280","1","1.1","101192","485","bgm_M55","0","10180105","100","5","101172","5","1","1018"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101201","-480","bgm_M64","0","10190101","100","1","101161","1","0.85","1019"
"0","10","1.2","1","-30","1","-120","0","240","1","0.75","101201","-260","bgm_M64","0","10190102","100","2","101161","2","1.1","1019"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101201","-10","bgm_M64","-15","10190103","100","3","101161","3","1","1019"
"0","0","1","1","-30","1","-110","43","200","1","0.7","101201","190","bgm_M64","0","10190104","100","4","101161","4","1","1019"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10190105","100","5","101162","5","1","1019"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101291","-480","bgm_M64","0","10200101","100","1","101161","1","0.85","1020"
"0","10","1.2","1","-30","1","-120","0","240","1","0.75","101291","-260","bgm_M64","0","10200102","100","2","101161","2","1.1","1020"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101291","-40","bgm_M64","-15","10200103","100","3","101161","3","1","1020"
"0","0","1.5","1","-30","1","-110","-30","200","1","0.8","101291","150","bgm_M64","0","10200104","100","4","101161","4","1","1020"
"30","30","1.45","1","-30","1","-15","15","230","1","1.1","101292","490","bgm_M55","-20","10200105","100","5","101162","5","1","1020"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.58","101301","-480","bgm_M64","0","10210101","100","1","101161","1","0.7","1021"
"0","10","1.2","1","-30","1","-120","0","200","1","0.9","101301","-260","bgm_M64","0","10210102","100","2","101161","2","1","1021"
"-10","-10","1.4","1","-30","1","100","-30","200","1","0.93","101301","-50","bgm_M64","0","10210103","100","3","101161","3","1","1021"
"0","0","1.3","1","-30","1","-100","15","200","1","0.9","101301","180","bgm_M64","0","10210104","100","4","101161","4","1.3","1021"
"-30","10","1.2","1","-30","1","-55","-15","270","1","1","101302","470","bgm_M55","-20","10210105","100","5","101162","5","1.1","1021"
"0","10","0.8","1","-30","1","-130","0","210","1","0.575","101441","-450","bgm_M64","0","10220101","100","1","101161","1","0.85","1022"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101441","-250","bgm_M64","0","10220102","100","2","101161","2","1.1","1022"
"-10","0","1.2","1","-30","1","50","0","200","1","0.8","101441","-10","bgm_M64","-15","10220103","100","3","101161","3","1.1","1022"
"0","0","1.3","1","-30","1","-100","15","200","1","0.9","101441","180","bgm_M64","0","10220104","100","4","101161","4","1.3","1022"
"-30","10","1.2","1","-30","1","-70","-35","230","1","0.95","101442","470","bgm_M55","-20","10220105","100","5","101162","5","1.1","1022"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101451","-450","bgm_M64","0","10230101","100","1","101451","1","0.7","1023"
"0","10","1.2","1","-30","1","-120","0","200","1","0.9","101451","-250","bgm_M64","0","10230102","100","2","101451","2","1","1023"
"-10","0","1.4","1","-30","1","50","-30","200","1","0.9","101451","-20","bgm_M64","-15","10230103","100","3","101451","3","1","1023"
"0","0","1","1","-30","1","-100","0","200","1","0.8","101451","200","bgm_M64","0","10230104","100","4","101451","4","0.85","1023"
"-50","0","1.55","1","-30","1","-70","-35","290","1","1.25","101452","510","bgm_M55","0","10230105","100","5","101452","5","1.4","1023"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101561","-450","bgm_M64","0","10240101","100","1","101451","1","0.7","1024"
"0","0","1.2","1","-30","1","-120","0","240","1","0.75","101561","-240","bgm_M64","0","10240102","100","2","101451","2","1.1","1024"
"-10","5","1.1","1","-30","1","60","0","200","1","0.65","101561","-30","bgm_M64","-5","10240103","100","3","101451","3","1","1024"
"0","0","1.2","1","-30","1","-100","0","200","1","0.7","101561","180","bgm_M64","0","10240104","100","4","101451","4","1","1024"
"-50","0","1.55","1","-30","1","-70","-60","290","1","1.25","101562","460","bgm_M55","0","10240105","400","5","101452","5","1.35","1024"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.58","101001","-480","bgm_M64","0","10250101","100","1","101451","1","0.7","1025"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101001","-260","bgm_M64","0","10250102","100","2","101451","2","1.1","1025"
"-10","0","0.9","1","-30","1","0","0","200","1","0.6","101001","-40","bgm_M64","-13","10250103","100","3","101451","3","0.8","1025"
"0","0","1.5","1","-30","1","-50","-30","200","1","0.8","101001","240","bgm_M64","0","10250104","100","4","101451","4","1","1025"
"0","0","1.3","1","-30","1","-40","0","250","1","1.2","101011","480","bgm_M55","0","10250105","100","5","101452","5","1","1025"
"-30","10","1","1","-30","1","-130","-25","210","1","0.575","101021","-450","bgm_M64","0","10260101","170","1","101021","1","0.9","1026"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101021","-250","bgm_M64","0","10260102","120","2","101021","2","1","1026"
"-10","0","2.3","1","-30","1","100","0","200","1","1.55","101021","-50","bgm_M64","-15","10260103","100","3","101021","3","2.2","1026"
"0","0","1","1","-30","1","-70","43","200","1","0.7","101021","190","bgm_M64","0","10260104","150","4","101021","4","1","1026"
"0","0","1.8","1","-30","1","0","0","220","1","1.4","101031","440","bgm_M55","0","10260105","200","5","101031","5","1.6","1026"
"-30","10","0.8","1","-30","1","-125","0","210","1","0.6","101041","-470","bgm_M64","0","10270101","250","1","101161","1","0.7","1027"
"0","10","1.2","1","-30","1","-95","0","200","1","0.75","101041","-210","bgm_M64","0","10270102","120","2","101161","2","1","1027"
"-10","10","1.2","1","-30","1","-120","-10","200","1","0.75","101041","50","bgm_M64","-15","10270103","100","3","101161","3","1","1027"
"0","0","1.1","1","-30","1","35","20","200","1","0.7","101041","195","bgm_M64","0","10270104","100","4","101162","4","1","1027"
"0","0","1.8","1.3","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10270105","150","5","101161","5","1.35","1027"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101161","-480","bgm_M64","0","10280101","250","1","101161","1","0.85","1028"
"0","10","1.2","1","-30","1","-100","0","200","1","0.75","101161","-260","bgm_M64","0","10280102","0","2","101161","2","1.1","1028"
"-10","5","1.1","1","-30","1","65","0","200","1","0.65","101161","-10","bgm_M64","-5","10280103","100","3","101161","3","1","1028"
"0","0","1.35","1","-30","1","-110","0","200","1","0.9","101161","190","bgm_M64","0","10280104","100","4","101161","4","1.3","1028"
"-45","-10","1.15","1.3","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","-40","10280105","270","5","101162","5","1","1028"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101171","-480","bgm_M64","0","10290101","250","1","101171","1","0.7","1029"
"0","10","1","1","-30","1","-120","0","240","1","0.6","101171","-260","bgm_M64","0","10290102","0","2","101171","2","0.7","1029"
"-10","0","1.4","1","-30","1","65","-30","200","1","0.9","101171","-10","bgm_M64","-15","10290103","0","3","101171","3","1","1029"
"0","0","1.3","1","-30","1","-110","-30","200","1","0.9","101171","190","bgm_M64","0","10290104","100","4","101171","4","1","1029"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10290105","270","5","101172","5","1","1029"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.6","101191","-480","bgm_M64","0","10300101","100","1","101171","1","0.7","1030"
"0","10","1.2","1","-30","1","-100","0","200","1","0.8","101191","-260","bgm_M64","0","10300102","100","2","101171","2","1","1030"
"-10","5","0.9","1","-30","1","65","0","200","1","0.6","101191","-10","bgm_M64","-5","10300103","100","3","101171","3","0.8","1030"
"0","0","1.2","1","-30","1","-110","0","200","1","0.9","101191","190","bgm_M64","0","10300104","100","4","101171","4","1","1030"
"-45","-10","1.3","1","-30","1","-70","-50","280","1.2","1.1","101192","485","bgm_M55","0","10300105","200","5","101172","5","1","1030"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101201","-480","bgm_M64","0","10310101","100","1","101161","1","0.85","1031"
"0","10","1.2","1","-30","1","-120","0","240","1","0.75","101201","-260","bgm_M64","0","10310102","100","2","101161","2","1.1","1031"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101201","-10","bgm_M64","-15","10310103","100","3","101161","3","1","1031"
"0","0","1","1","-30","1","-110","43","200","1","0.7","101201","190","bgm_M64","0","10310104","100","4","101161","4","1","1031"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10310105","100","5","101162","5","1","1031"
"0","10","0.8","1","-30","1","-120","0","210","1","0.6","101291","-480","bgm_M64","0","10320101","100","1","101291","1","0.85","1032"
"0","10","1.2","1","-30","1","-120","0","240","1","0.75","101291","-260","bgm_M64","0","10320102","100","2","101291","2","1.1","1032"
"-10","0","1.3","1","-30","1","65","0","200","1","0.9","101291","-40","bgm_M64","-15","10320103","100","3","101291","3","1","1032"
"0","0","1.3","1","-30","1","-110","-30","200","1","0.8","101291","150","bgm_M64","0","10320104","100","4","101291","4","1","1032"
"30","30","1.45","1","-30","1","-15","15","230","1","1.1","101292","490","bgm_M55","-20","10320105","100","5","101292","5","1","1032"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.58","101301","-480","bgm_M64","0","10330101","100","1","101301","1","0.7","1033"
"0","10","1.2","1","-30","1","-120","0","200","1","0.9","101301","-260","bgm_M64","0","10330102","100","2","101301","2","1","1033"
"-10","-10","1.4","1","-30","1","100","-30","200","1","0.93","101301","-50","bgm_M64","0","10330103","200","3","101301","3","1","1033"
"0","0","1.3","1","-30","1","-100","15","200","1","0.9","101301","100","bgm_M64","0","10330104","100","4","101301","4","1","1033"
"-30","10","1.2","1","-30","1","-55","-15","270","1","1","101302","470","bgm_M55","-20","10330105","100","5","101302","5","1.1","1033"
"0","10","0.8","1","-30","1","-130","0","210","1","0.575","101441","-450","bgm_M64","0","10340101","100","1","101161","1","0.85","1034"
"0","10","1","1","-30","1","-120","0","200","1","0.75","101441","-250","bgm_M64","0","10340102","200","2","101161","2","0.7","1034"
"-10","0","1.2","1","-30","1","50","0","200","1","0.8","101441","-10","bgm_M64","-15","10340103","100","3","101161","3","1.1","1034"
"0","0","1","1","-30","1","-100","43","200","1","0.9","101441","180","bgm_M64","0","10340104","150","4","101161","4","1","1034"
"-30","10","1.2","1","-30","1","-70","-35","230","1","0.95","101442","470","bgm_M55","-20","10340105","100","5","101162","5","1.1","1034"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101451","-450","bgm_M64","0","10350101","100","1","101451","1","0.7","1035"
"0","10","1.2","1","-30","1","-120","0","200","1","0.9","101451","-250","bgm_M64","0","10350102","100","2","101451","2","1","1035"
"-10","0","1.4","1","-30","1","50","-30","200","1","0.9","101451","-20","bgm_M64","-15","10350103","100","3","101451","3","1","1035"
"0","0","1","1","-30","1","-100","0","200","1","0.8","101451","200","bgm_M64","0","10350104","100","4","101451","4","0.85","1035"
"-50","0","1.55","1","-30","1","-70","-35","290","1.2","1.25","101452","510","bgm_M55","0","10350105","100","5","101452","5","1.4","1035"
"-30","10","0.8","1","-30","1","-130","0","210","1","0.58","101561","-450","bgm_M64","0","10360101","100","1","101451","1","0.7","1036"
"0","0","1.2","1","-30","1","-120","0","240","1","0.75","101561","-240","bgm_M64","0","10360102","100","2","101451","2","1.1","1036"
"-10","5","1.1","1","-30","1","60","0","200","1","0.65","101561","-30","bgm_M64","-5","10360103","100","3","101451","3","1","1036"
"0","0","1.2","1","-30","1","-100","0","200","1","1.1","101561","180","bgm_M64","0","10360104","100","4","101451","4","1","1036"
"-50","0","1.55","1","-30","1","-70","-60","290","1.4","1.25","101562","460","bgm_M55","0","10360105","400","5","101452","5","1.35","1036"
"-30","10","0.8","1","-30","1","-120","0","210","1","0.58","101001","-480","bgm_M64","0","10370101","100","1","101451","1","0.7","1037"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101001","-260","bgm_M64","0","10370102","100","2","101451","2","1.1","1037"
"-60","0","0.9","1","-30","1","0","-50","200","1.4","0.6","101001","-40","bgm_M64","-13","10370103","150","3","101451","3","0.55","1037"
"0","0","1.3","1","-30","1","-50","-30","200","1","0.8","101001","240","bgm_M64","0","10370104","100","4","101451","4","1","1037"
"0","0","1.3","1","-30","1","-40","0","250","1.2","1.2","101011","480","bgm_M55","0","10370105","100","5","101452","5","1","1037"
"-30","10","1","1","-30","1","-110","-25","210","1","0.575","101021","-450","bgm_M64","0","10380101","170","1","101021","1","0.9","1038"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101021","-250","bgm_M64","0","10380102","120","2","101021","2","1","1038"
"-10","0","1.2","1","-30","1","100","0","200","1","0.8","101021","-50","bgm_M64","-15","10380103","100","3","101021","3","1.1","1038"
"0","0","1.3","1","-30","1","-70","-30","200","1","0.9","101021","190","bgm_M64","0","10380104","200","4","101021","4","1","1038"
