c70924df1e1d1286a022ba3494fe1a5b52dafde295d866cb33238ad90d093fbd,b42cd0d71305173f166113cabb6aa4917b0ce30e4d53689432258d8d0d5a15f4,5ffd8798ed0dbf6ad76acb80173cc6d80cdd483540eaf41925bf7003ba9c7da8,b032cc8056b4bff193dd9873419901e2cde0d921dc061258f5f225707617786e,059d38e829ec2a289efde84689c8d31cd1d8793f0bd0852f760a38465c37bc06,cf64b525a215d710d537e5773208fe0fe9c921819cddd16bc5ef38daaeb5bf8e,9f79d4adb4461767e930115a3a2c7aeae141bf812d9a07426640bf89d9bcb66a,fb692c91a458780dc63591783e9206a81428d0bb9d40a6173308287211717e2a
"710021705","710021701","710021704","100","710021702","710021703","710802171","710000217"
"710021805","710021801","710021804","100","710021802","710021803","710802181","710000218"
"710021905","710021901","710021904","100","710021902","710021903","710802191","710000219"
"0","710022002","710022004","100","710022003","710022001","710802201","710000220"
"710022105","710022101","710022104","100","710022102","710022103","710802211","710000221"
"710022205","710022201","710022204","100","710022202","710022203","710802221","710000222"
"710022305","710022301","710022304","100","710022302","710022303","710802231","710000223"
"710022405","710022401","710022404","100","710022402","710022403","710802241","710000224"
"710022505","710022501","710022504","100","710022502","710022503","710802251","710000225"
"710022605","710022601","710022604","100","710022602","710022603","710802261","710000226"
"710022705","710022701","710022704","100","710022702","710022703","710802271","710000227"
"710022805","710022801","710022804","100","710022802","710022803","710802281","710000228"
"710022905","710022901","710022904","100","710022902","710022903","710802291","710000229"
"0","710023003","710023004","100","710023002","710023001","710802301","710000230"
"710023105","710023101","710023104","100","710023102","710023103","710902311","710000231"
"710023205","710023201","710023204","100","710023202","710023203","710902321","710000232"
"710023305","710023301","710023304","100","710023302","710023303","710902331","710000233"
"710023405","710023401","710023404","100","710023402","710023403","710902341","710000234"
"710023505","710023501","710023504","100","710023502","710023503","710902351","710000235"
"710023605","710023601","710023604","100","710023602","710023603","710902361","710000236"
"710023705","710023701","710023704","100","710023702","710023703","710902371","710000237"
"710023805","710023801","710023804","100","710023802","710023803","710902381","710000238"
"710023905","710023901","710023904","100","710023902","710023903","710902391","710000239"
"0","710024001","710024004","100","710024002","710024003","710902401","710000240"
"710024105","710024101","710024104","100","710024102","710024103","710902411","710000241"
"710024205","710024201","710024204","100","710024202","710024203","710902421","710000242"
"710024305","710024301","710024304","100","710024302","710024303","710902431","710000243"
"710024405","710024401","710024404","100","710024402","710024403","710902441","710000244"
"710024505","710024501","710024504","100","710024502","710024503","710902451","710000245"
"710024605","710024601","710024604","100","710024602","710024603","710902461","710000246"
"710024705","710024701","710024704","100","710024702","710024703","710902471","710000247"
"710024805","710024801","710024804","100","710024802","710024803","710902481","710000248"
"710024905","710024901","710024904","100","710024902","710024903","710902491","710000249"
"0","710025001","710025004","100","710025002","710025003","710902501","710000250"
"710025105","710025101","710025104","100","710025102","710025103","711002511","710000251"
"710025205","710025201","710025204","100","710025202","710025203","711002521","710000252"
"710025305","710025301","710025304","100","710025302","710025303","711002531","710000253"
"710025405","710025401","710025404","100","710025402","710025403","711002541","710000254"
"710025505","710025501","710025504","100","710025502","710025503","711002551","710000255"
"710025605","710025601","710025604","100","710025602","710025603","711002561","710000256"
"710025705","710025701","710025704","100","710025702","710025703","711002571","710000257"
"710025805","710025801","710025804","100","710025802","710025803","711002581","710000258"
"710025905","710025901","710025904","100","710025902","710025903","711002591","710000259"
"0","710026001","710026004","100","710026002","710026003","711002601","710000260"
"710026105","710026101","710026104","100","710026102","710026103","711002611","710000261"
"710026205","710026201","710026204","100","710026202","710026203","711002621","710000262"
"710026305","710026302","710026304","100","710026301","710026303","711002631","710000263"
"710026405","710026401","710026404","100","710026402","710026403","711002641","710000264"
"710026505","710026501","710026503","100","710026502","710026504","711002651","710000265"
"710026605","710026601","710026604","100","710026602","710026603","711002661","710000266"
"710026705","710026701","710026704","100","710026702","710026703","711002671","710000267"
"710026805","710026801","710026804","100","710026802","710026803","711002681","710000268"
"710026905","710026901","710026904","100","710026902","710026903","711002691","710000269"
"710027005","710027001","710027004","100","710027002","710027003","711002701","710000270"
"710027105","710027101","710027103","100","710027102","710027104","711102711","710000271"
"710027204","710027201","710027205","100","710027202","710027203","711102721","710000272"
"710027305","710027301","710027304","100","710027302","710027303","711102731","710000273"
"710027405","710027401","710027404","100","710027402","710027403","711102741","710000274"
"710027505","710027501","710027504","100","710027503","710027502","711102751","710000275"
"710027605","710027602","710027603","100","710027601","710027604","711102761","710000276"
"710027705","710027701","710027703","100","710027702","710027704","711102771","710000277"
"710027805","710027801","710027804","100","710027802","710027803","711102781","710000278"
"710027902","710027901","710027905","100","710027901","710027904","711102791","710000279"
"0","710028001","710028004","100","710028002","710028003","711102801","710000280"
"710028105","710028101","710028104","100","710028102","710028103","711102811","710000281"
"710028205","710028201","710028204","100","710028203","710028202","711102821","710000282"
"710028305","710028303","710028302","100","710028304","710028301","711102831","710000283"
"710028405","710028401","710028403","100","710028402","710028404","711102841","710000284"
"710028505","710028503","710028502","100","710028501","710028504","711102851","710000285"
"710028604","710028601","710028605","100","710028603","710028602","711102861","710000286"
"710028705","710028701","710028702","100","710028703","710028704","711102871","710000287"
"710028805","710028801","710028804","100","710028803","710028802","711102881","710000288"
"710028905","710028901","710028903","100","710028902","710028904","711102891","710000289"
"710029005","710029001","710029004","100","710029002","710029003","711102901","710000290"
"710029105","710029101","710029103","100","710029102","710029104","711202911","710000291"
"710029205","710029201","710029203","100","710029202","710029204","711202921","710000292"
"710029305","710029301","710029304","100","710029302","710029303","711202931","710000293"
"710029405","710029401","710029404","100","710029402","710029403","711202941","710000294"
"710029505","710029501","710029504","100","710029502","710029503","711202951","710000295"
"710029605","710029601","710029604","100","710029602","710029603","711202961","710000296"
"710029705","710029701","710029704","100","710029702","710029703","711202971","710000297"
"710029805","710029801","710029803","100","710029802","710029804","711202981","710000298"
"710029903","710029901","710029902","100","710029904","710029905","711202991","710000299"
"0","710030004","710030001","100","710030002","710030003","711203001","710000300"
"710030105","710030101","710030103","100","710030102","710030104","711203011","710000301"
"710030205","710030201","710030202","100","710030203","710030204","711203021","710000302"
"710030305","710030301","710030302","100","710030303","710030304","711203031","710000303"
"710030405","710030401","710030404","100","710030402","710030403","711203041","710000304"
"710030505","710030503","710030502","100","710030501","710030504","711203051","710000305"
"710030605","710030602","710030604","100","710030601","710030603","711203061","710000306"
"710030705","710030701","710030702","100","710030703","710030704","711203071","710000307"
"710030805","710030801","710030804","100","710030802","710030803","711203081","710000308"
"710030905","710030901","710030904","100","710030902","710030903","711203091","710000309"
"710031005","710031004","710031003","100","710031001","710031002","711203101","710000310"
"710031105","710031101","710031103","100","710031104","710031102","711303111","710000311"
"710031205","710031201","710031204","100","710031202","710031203","711303121","710000312"
"710031305","710031301","710031303","100","710031302","710031304","711303131","710000313"
"710031405","710031401","710031403","100","710031402","710031404","711303141","710000314"
"710031505","710031501","710031504","100","710031503","710031502","711303151","710000315"
"710031605","710031602","710031603","100","710031601","710031604","711303161","710000316"
"710031705","710031701","710031703","100","710031702","710031704","711303171","710000317"
"710031804","710031802","710031805","100","710031801","710031803","711303181","710000318"
"710031903","710031901","710031905","100","710031904","710031902","711303191","710000319"
"0","710032001","710032004","100","710032002","710032003","711303201","710000320"
"710032105","710032101","710032104","100","710032102","710032103","711303211","710000321"
"710032205","710032201","710032202","100","710032203","710032204","711303221","710000322"
"710032305","710032303","710032304","100","710032301","710032302","711303231","710000323"
"710032405","710032401","710032403","100","710032402","710032404","711303241","710000324"
"710032505","710032503","710032502","100","710032504","710032501","711303251","710000325"
"710032605","710032601","710032604","100","710032602","710032603","711303261","710000326"
"710032705","710032701","710032704","100","710032703","710032702","711303271","710000327"
"710032805","710032802","710032803","100","710032801","710032804","711303281","710000328"
"710032905","710032901","710032904","100","710032902","710032903","711303291","710000329"
"710033003","710033001","710033004","100","710033002","710033005","711303301","710000330"
"710033105","710033103","710033104","100","710033101","710033102","711403311","710000331"
"710033205","710033203","710033202","100","710033201","710033204","711403321","710000332"
"710033305","710033303","710033304","100","710033301","710033302","711403331","710000333"
"710033405","710033401","710033402","100","710033403","710033404","711403341","710000334"
"710033505","710033503","710033502","100","710033504","710033501","711403351","710000335"
"710033605","710033603","710033604","100","710033601","710033602","711403361","710000336"
"710033705","710033703","710033704","100","710033701","710033702","711403371","710000337"
"710033805","710033803","710033802","100","710033804","710033801","711403381","710000338"
"710033905","710033903","710033902","100","710033904","710033901","711403391","710000339"
"0","710034001","710034002","100","710034005","710034003","711403401","710000340"
"710034105","710034103","710034102","100","710034104","710034101","711403411","710000341"
"710034205","710034203","710034202","100","710034201","710034204","711403421","710000342"
"710034305","710034303","710034302","100","710034301","710034304","711403431","710000343"
"710034405","710034403","710034402","100","710034401","710034404","711403441","710000344"
"710034504","710034503","710034502","100","710034503","710034501","711403451","710000345"
"710034605","710034603","710034602","100","710034601","710034604","711403461","710000346"
"710034705","710034703","710034702","100","710034701","710034704","711403471","710000347"
"710034805","710034803","710034802","100","710034801","710034804","711403481","710000348"
"710034905","710034903","710034902","100","710034901","710034904","711403491","710000349"
"710035005","710035004","710035003","100","710035001","710035002","711403501","710000350"
"710035105","710035101","710035102","100","710035103","710035104","711503511","710000351"
"710035205","710035203","710035202","100","710035201","710035204","711503521","710000352"
"710035302","710035303","710035305","100","710035301","710035304","711503531","710000353"
"710035405","710035403","710035402","100","710035401","710035404","711503541","710000354"
"710035505","710035503","710035504","100","710035501","710035502","711503551","710000355"
"710035605","710035603","710035602","100","710035601","710035604","711503561","710000356"
"710035702","710035701","710035705","100","710035703","710035704","711503571","710000357"
"710035805","710035803","710035802","100","710035801","710035804","711503581","710000358"
"710035902","710035903","710035905","100","710035901","710035904","711503591","710000359"
"710036005","710036004","710036003","100","710036001","710036002","711503601","710000360"
"710036102","710036103","710036105","100","710036101","710036104","711603611","710000361"
"710036205","710036203","710036202","100","710036201","710036204","711603621","710000362"
"710036302","710036303","710036305","100","710036301","710036304","711603631","710000363"
"710036405","710036403","710036404","100","710036401","710036402","711603641","710000364"
"710036505","710036503","710036502","100","710036504","710036501","711603651","710000365"
"710036605","710036603","710036604","100","710036601","710036602","711603661","710000366"
"710036705","710036701","710036704","100","710036703","710036702","711603671","710000367"
"710036805","710036803","710036802","100","710036804","710036801","711603681","710000368"
"710036905","710036903","710036902","100","710036904","710036901","711603691","710000369"
"710037005","710037001","710037003","100","710037004","710037002","711603701","710000370"
"710037105","710037101","710037102","100","710037103","710037104","711703711","710000371"
"710037205","710037201","710037202","100","710037203","710037204","711703721","710000372"
"710037305","710037303","710037302","100","710037301","710037304","711703731","710000373"
"710037405","710037403","710037402","100","710037401","710037404","711703741","710000374"
"710037505","710037503","710037502","100","710037501","710037504","711703751","710000375"
"710037605","710037603","710037602","100","710037601","710037604","711703761","710000376"
"710037705","710037703","710037704","100","710037701","710037702","711703771","710000377"
"710037805","710037803","710037802","100","710037801","710037804","711703781","710000378"
"710037905","710037903","710037902","100","710037901","710037904","711703791","710000379"
"710038002","710038001","710038003","100","710038004","710038005","711703801","710000380"
"710038102","710038103","710038105","100","710038101","710038104","711803811","710000381"
"710038202","710038203","710038201","100","710038203","710038204","711803821","710000382"
"710038305","710038303","710038302","100","710038301","710038304","711803831","710000383"
"710038405","710038403","710038402","100","710038401","710038404","711803841","710000384"
"710038505","710038503","710038502","100","710038501","710038504","711803851","710000385"
"710038605","710038603","710038602","100","710038601","710038604","711803861","710000386"
"710038705","710038703","710038702","100","710038701","710038704","711803871","710000387"
"710038805","710038801","710038802","100","710038803","710038804","711803881","710000388"
"710038905","710038901","710038904","100","710038903","710038902","711803891","710000389"
"710039005","710039001","710039003","100","710039004","710039002","711803901","710000390"
"710039102","710039103","710039105","100","710039101","710039104","711903911","710000391"
"710039205","710039203","710039202","100","710039201","710039204","711903921","710000392"
"710039305","710039303","710039302","100","710039304","710039301","711903931","710000393"
"710039405","710039403","710039402","100","710039401","710039404","711903941","710000394"
"710039505","710039503","710039502","100","710039504","710039501","711903951","710000395"
"710039605","710039603","710039604","100","710039601","710039602","711903961","710000396"
"710039705","710039703","710039704","100","710039701","710039702","711903971","710000397"
"710039805","710039803","710039802","100","710039801","710039804","711903981","710000398"
"710039902","710039903","710039905","100","710039904","710039901","711903991","710000399"
"710040002","710040004","710040003","100","710040001","710040005","711904001","710000400"
"710040105","710040103","710040102","100","710040101","710040104","712004011","710000401"
"710040202","710040203","710040205","100","710040201","710040204","712004021","710000402"
"710040305","710040303","710040302","100","710040304","710040301","712004031","710000403"
"710040405","710040403","710040402","100","710040404","710040401","712004041","710000404"
"710040505","710040503","710040504","100","710040501","710040502","712004051","710000405"
"710040605","710040603","710040602","100","710040604","710040601","712004061","710000406"
"710040705","710040701","710040702","100","710040703","710040704","712004071","710000407"
"710040805","710040803","710040804","100","710040801","710040802","712004081","710000408"
"710040905","710040903","710040902","100","710040904","710040901","712004091","710000409"
"710041002","710041004","710041003","100","710041001","710041005","712004101","710000410"
"710041105","710041103","710041104","100","710041101","710041102","712104111","710000411"
"710041205","710041201","710041202","100","710041203","710041204","712104121","710000412"
"710041305","710041303","710041302","100","710041304","710041301","712104131","710000413"
"710041402","710041403","710041405","100","710041404","710041401","712104141","710000414"
"710041505","710041503","710041502","100","710041504","710041501","712104151","710000415"
"710041605","710041603","710041602","100","710041601","710041604","712104161","710000416"
"710041705","710041703","710041704","100","710041701","710041702","712104171","710000417"
"710041805","710041801","710041802","100","710041803","710041804","712104181","710000418"
