947d8984e0fe7d606827568b73bbf7a455e97a0cb07e683bcd03de192a06dc0d,be737bdf6e77e9b3454384f2c94e154a6db4b0285f2d4352da28e58011952d8e,3d20dcb65e79dfa0bfcc9c28bb2b93c8e26c5a5c5b197ad3552159eaa988f784,94a1f7b15fe4a51d1451ce80fcbd1a4e1506981977359d15a17a408264aaeea7,6b6bf6cf91ca57cfecd27c6ad51e33abb7517dfe0f910b01df65b5f90f3367e9,ba4b377b9d7e8bad2767e132ce45cf8a569bd4a5bb775b1d68bcc88fbbc70323
"-1153","761","3","2","2816","-1226"
"-1115","771","3","2","2816","-1153"
"-1115","781","3","2","2816","-1115"
"-1077","791","3","2","2816","-1115"
"-1077","801","3","2","2816","-1077"
"-1039","811","3","2","2816","-1077"
"-1001","821","3","2","2816","-1039"
"-1001","831","3","2","2816","-1001"
"-963","841","3","2","2816","-1001"
"-963","851","3","2","2816","-963"
"-963","861","3","2","2816","-963"
"-925","871","3","2","2816","-963"
"-887","881","3","2","2816","-925"
"-887","891","3","2","2816","-887"
"-887","901","3","2","2816","-887"
"-849","911","3","2","2816","-887"
"-811","921","3","2","2816","-849"
"-773","931","3","2","2816","-811"
"-735","941","3","2","2816","-773"
"-697","951","3","2","2816","-735"
"-659","961","3","2","2816","-697"
"-621","971","3","2","2816","-659"
"-583","981","3","2","2816","-621"
"-583","991","3","2","2816","-583"
"-583","1001","3","2","2816","-583"
"-583","1011","3","2","2816","-583"
"-545","1021","3","2","2816","-583"
"-507","1031","3","2","2816","-545"
"-507","1041","3","2","2816","-507"
"-507","1051","3","2","2816","-507"
"-434","1061","3","2","2816","-507"
"-1137","1071","4","2","2816","-1220"
"-1096","1081","4","2","2816","-1137"
"-1096","1091","4","2","2816","-1096"
"-1096","1101","4","2","2816","-1096"
"-1096","1111","4","2","2816","-1096"
"-1096","1121","4","2","2816","-1096"
"-1055","1131","4","2","2816","-1096"
"-1014","1141","4","2","2816","-1055"
"-1014","1151","4","2","2816","-1014"
"-1014","1161","4","2","2816","-1014"
"-1014","1171","4","2","2816","-1014"
"-973","1181","4","2","2816","-1014"
"-932","1191","4","2","2816","-973"
"-891","1201","4","2","2816","-932"
"-891","1211","4","2","2816","-891"
"-891","1221","4","2","2816","-891"
"-891","1231","4","2","2816","-891"
"-850","1241","4","2","2816","-891"
"-809","1251","4","2","2816","-850"
"-809","1261","4","2","2816","-809"
"-809","1271","4","2","2816","-809"
"-768","1281","4","2","2816","-809"
"-727","1291","4","2","2816","-768"
"-686","1301","4","2","2816","-727"
"-686","1311","4","2","2816","-686"
"-645","1321","4","2","2816","-686"
"-604","1331","4","2","2816","-645"
"-563","1341","4","2","2816","-604"
"-522","1351","4","2","2816","-563"
"-439","1361","4","2","2816","-522"
"-1166","1371","5","2","2816","-1230"
"-1129","1381","5","2","2816","-1166"
"-1129","1391","5","2","2816","-1129"
"-1129","1401","5","2","2816","-1129"
"-1129","1411","5","2","2816","-1129"
"-1092","1421","5","2","2816","-1129"
"-1092","1431","5","2","2816","-1092"
"-1055","1441","5","2","2816","-1092"
"-1018","1451","5","2","2816","-1055"
"-981","1461","5","2","2816","-1018"
"-981","1471","5","2","2816","-981"
"-944","1481","5","2","2816","-981"
"-907","1491","5","2","2816","-944"
"-870","1501","5","2","2816","-907"
"-833","1511","5","2","2816","-870"
"-796","1521","5","2","2816","-833"
"-759","1531","5","2","2816","-796"
"-722","1541","5","2","2816","-759"
"-722","1551","5","2","2816","-722"
"-722","1561","5","2","2816","-722"
"-685","1571","5","2","2816","-722"
"-648","1581","5","2","2816","-685"
"-611","1591","5","2","2816","-648"
"-574","1601","5","2","2816","-611"
"-574","1611","5","2","2816","-574"
"-537","1621","5","2","2816","-574"
"-500","1631","5","2","2816","-537"
"-500","1641","5","2","2816","-500"
"-500","1651","5","2","2816","-500"
"-500","1661","5","2","2816","-500"
"-436","1671","5","2","2816","-500"
"-1115","1681","6","2","2816","-1230"
"-1035","1691","6","2","2816","-1115"
"-955","1701","6","2","2816","-1035"
"-875","1711","6","2","2816","-955"
"-795","1721","6","2","2816","-875"
"-715","1731","6","2","2816","-795"
"-715","1741","6","2","2816","-715"
"-635","1751","6","2","2816","-715"
"-635","1761","6","2","2816","-635"
"-635","1771","6","2","2816","-635"
"-635","1781","6","2","2816","-635"
"-635","1782","6","2","2816","-635"
"-555","1791","6","2","2816","-635"
"-440","1801","6","2","2816","-555"
"-1225","1811","7","2","2816","-1225"
"-1135","1821","7","2","2816","-1225"
"-1080","1831","7","2","2816","-1135"
"-1025","1841","7","2","2816","-1080"
"-970","1851","7","2","2816","-1025"
"-915","1861","7","2","2816","-970"
"-860","1871","7","2","2816","-915"
"-860","1881","7","2","2816","-860"
"-805","1891","7","2","2816","-860"
"-750","1901","7","2","2816","-805"
"-695","1911","7","2","2816","-750"
"-695","1921","7","2","2816","-695"
"-640","1931","7","2","2816","-695"
"-640","1941","7","2","2816","-640"
"-585","1951","7","2","2816","-640"
"-530","1961","7","2","2816","-585"
"-440","1971","7","2","2816","-530"
"-440","1981","7","2","2816","-440"
"-1380","1991","8","1","2816","-1480"
"-1380","2001","8","1","2816","-1380"
"-1325","2011","8","1","2816","-1380"
"-1270","2021","8","1","2816","-1325"
"-1270","2031","8","1","2816","-1270"
"-1215","2041","8","1","2816","-1270"
"-1215","2051","8","1","2816","-1215"
"-1160","2061","8","1","2816","-1215"
"-1105","2071","8","1","2816","-1160"
"-1050","2081","8","1","2816","-1105"
"-995","2091","8","1","2816","-1050"
"-995","2101","8","1","2816","-995"
"-940","2111","8","1","2816","-995"
"-885","2121","8","1","2816","-940"
"-885","2131","8","1","2816","-885"
"-830","2141","8","1","2816","-885"
"-775","2151","8","1","2816","-830"
"-720","2161","8","1","2816","-775"
"-720","2171","8","1","2816","-720"
"-665","2181","8","1","2816","-720"
"-610","2191","8","1","2816","-665"
"-610","2201","8","1","2816","-610"
"-555","2211","8","1","2816","-610"
"-500","2221","8","1","2816","-555"
"-445","2231","8","1","2816","-500"
"-390","2241","8","1","2816","-445"
"-335","2251","8","1","2816","-390"
"-280","2261","8","1","2816","-335"
"-280","2271","8","1","2816","-280"
"-230","2281","8","1","2816","-280"
"-1192","2291","9","2","2816","-1240"
"-1148","2301","9","2","2816","-1192"
"-1105","2311","9","2","2816","-1148"
"-1105","2321","9","2","2816","-1105"
"-1062","2331","9","2","2816","-1105"
"-1019","2341","9","2","2816","-1062"
"-976","2351","9","2","2816","-1019"
"-976","2361","9","2","2816","-976"
"-976","2371","9","2","2816","-976"
"-976","2381","9","2","2816","-976"
"-934","2391","9","2","2816","-976"
"-892","2401","9","2","2816","-934"
"-892","2411","9","2","2816","-892"
"-892","2421","9","2","2816","-892"
"-850","2431","9","2","2816","-892"
"-808","2441","9","2","2816","-850"
"-766","2451","9","2","2816","-808"
"-766","2461","9","2","2816","-766"
"-766","2471","9","2","2816","-766"
"-766","2481","9","2","2816","-766"
"-766","2491","9","2","2816","-766"
"-724","2501","9","2","2816","-766"
"-682","2511","9","2","2816","-724"
"-682","2521","9","2","2816","-682"
"-682","2531","9","2","2816","-682"
"-640","2541","9","2","2816","-682"
"-598","2551","9","2","2816","-640"
"-556","2561","9","2","2816","-598"
"-514","2571","9","2","2816","-556"
"-472","2581","9","2","2816","-514"
"-430","2591","9","2","2816","-472"
"-1440","2601","10","1","2816","-1440"
"-1440","2611","10","1","2816","-1440"
"-1440","2621","10","1","2816","-1440"
"-1440","2622","10","1","2816","-1440"
"-1440","2623","10","1","2816","-1440"
"-1373","2631","10","1","2816","-1440"
"-1308","2641","10","1","2816","-1373"
"-1244","2651","10","1","2816","-1308"
"-1181","2661","10","1","2816","-1244"
"-1118","2671","10","1","2816","-1181"
"-1055","2681","10","1","2816","-1118"
"-992","2691","10","1","2816","-1055"
"-992","2701","10","1","2816","-992"
"-929","2711","10","1","2816","-992"
"-866","2721","10","1","2816","-929"
"-803","2731","10","1","2816","-866"
"-740","2741","10","1","2816","-803"
"-677","2751","10","1","2816","-740"
"-614","2761","10","1","2816","-677"
"-551","2771","10","1","2816","-614"
"-551","2781","10","1","2816","-551"
"-551","2791","10","1","2816","-551"
"-551","2801","10","1","2816","-551"
"-551","2811","10","1","2816","-551"
"-551","2821","10","1","2816","-551"
"-551","2831","10","1","2816","-551"
"-551","2841","10","1","2816","-551"
"-488","2851","10","1","2816","-551"
"-425","2861","10","1","2816","-488"
"-361","2871","10","1","2816","-425"
"-296","2881","10","1","2816","-361"
"-230","2891","10","1","2816","-296"
"-1240","2901","11","2","2816","-1240"
"-1203","2911","11","2","2816","-1240"
"-1168","2921","11","2","2816","-1203"
"-1133","2931","11","2","2816","-1168"
"-1098","2941","11","2","2816","-1133"
"-1063","2951","11","2","2816","-1098"
"-1028","2961","11","2","2816","-1063"
"-993","2971","11","2","2816","-1028"
"-958","2981","11","2","2816","-993"
"-923","2991","11","2","2816","-958"
"-888","3001","11","2","2816","-923"
"-888","3011","11","2","2816","-888"
"-853","3021","11","2","2816","-888"
"-853","3031","11","2","2816","-853"
"-818","3041","11","2","2816","-853"
"-783","3051","11","2","2816","-818"
"-748","3061","11","2","2816","-783"
"-713","3071","11","2","2816","-748"
"-678","3081","11","2","2816","-713"
"-643","3091","11","2","2816","-678"
"-608","3101","11","2","2816","-643"
"-608","3111","11","2","2816","-608"
"-573","3121","11","2","2816","-608"
"-573","3131","11","2","2816","-573"
"-573","3141","11","2","2816","-573"
"-573","3151","11","2","2816","-573"
"-538","3161","11","2","2816","-573"
"-538","3171","11","2","2816","-538"
"-503","3181","11","2","2816","-538"
"-468","3191","11","2","2816","-503"
"-430","3201","11","2","2816","-468"
"-1240","3211","12","2","2816","-1240"
"-1240","3221","12","2","2816","-1240"
"-1240","3231","12","2","2816","-1240"
"-1194","3241","12","2","2816","-1240"
"-1150","3251","12","2","2816","-1194"
"-1108","3261","12","2","2816","-1150"
"-1066","3271","12","2","2816","-1108"
"-1024","3281","12","2","2816","-1066"
"-982","3291","12","2","2816","-1024"
"-940","3301","12","2","2816","-982"
"-898","3311","12","2","2816","-940"
"-898","3321","12","2","2816","-898"
"-856","3331","12","2","2816","-898"
"-814","3341","12","2","2816","-856"
"-772","3351","12","2","2816","-814"
"-730","3361","12","2","2816","-772"
"-688","3371","12","2","2816","-730"
"-688","3381","12","2","2816","-688"
"-688","3391","12","2","2816","-688"
"-646","3401","12","2","2816","-688"
"-604","3411","12","2","2816","-646"
"-562","3421","12","2","2816","-604"
"-562","3431","12","2","2816","-562"
"-562","3441","12","2","2816","-562"
"-519","3451","12","2","2816","-562"
"-519","3461","12","2","2816","-519"
"-519","3471","12","2","2816","-519"
"-475","3481","12","2","2816","-519"
"-475","3491","12","2","2816","-475"
"-475","3501","12","2","2816","-475"
"-430","3511","12","2","2816","-475"
"-1190","3521","13","2","2816","-1240"
"-1190","3531","13","2","2816","-1190"
"-1190","3541","13","2","2816","-1190"
"-1190","3551","13","2","2816","-1190"
"-1190","3561","13","2","2816","-1190"
"-1190","3571","13","2","2816","-1190"
"-1190","3581","13","2","2816","-1190"
"-1141","3591","13","2","2816","-1190"
"-1094","3601","13","2","2816","-1141"
"-1047","3611","13","2","2816","-1094"
"-1000","3621","13","2","2816","-1047"
"-953","3631","13","2","2816","-1000"
"-906","3641","13","2","2816","-953"
"-859","3651","13","2","2816","-906"
"-812","3661","13","2","2816","-859"
"-765","3671","13","2","2816","-812"
"-718","3681","13","2","2816","-765"
"-718","3691","13","2","2816","-718"
"-718","3701","13","2","2816","-718"
"-671","3711","13","2","2816","-718"
"-624","3721","13","2","2816","-671"
"-577","3731","13","2","2816","-624"
"-577","3741","13","2","2816","-577"
"-577","3751","13","2","2816","-577"
"-529","3761","13","2","2816","-577"
"-480","3771","13","2","2816","-529"
"-430","3781","13","2","2816","-480"
"-430","3791","13","2","2816","-430"
"-1440","3801","14","1","2816","-1440"
"-1440","3811","14","1","2816","-1440"
"-1440","3821","14","1","2816","-1440"
"-1362","3831","14","1","2816","-1440"
"-1285","3841","14","1","2816","-1362"
"-1209","3851","14","1","2816","-1285"
"-1209","3861","14","1","2816","-1209"
"-1134","3871","14","1","2816","-1209"
"-1059","3881","14","1","2816","-1134"
"-1059","3891","14","1","2816","-1059"
"-984","3901","14","1","2816","-1059"
"-984","3911","14","1","2816","-984"
"-984","3921","14","1","2816","-984"
"-984","3931","14","1","2816","-984"
"-984","3941","14","1","2816","-984"
"-984","3951","14","1","2816","-984"
"-984","3961","14","1","2816","-984"
"-984","3971","14","1","2816","-984"
"-909","3981","14","1","2816","-984"
"-834","3991","14","1","2816","-909"
"-759","4001","14","1","2816","-834"
"-684","4011","14","1","2816","-759"
"-684","4021","14","1","2816","-684"
"-684","4031","14","1","2816","-684"
"-609","4041","14","1","2816","-684"
"-534","4051","14","1","2816","-609"
"-459","4061","14","1","2816","-534"
"-384","4071","14","1","2816","-459"
"-308","4081","14","1","2816","-384"
"-230","4091","14","1","2816","-308"
"-200","4092","1","1","2816","-200"
