217c1fe033d48a1c59f300c9b06c8ff8e0697e15bb9088fd08de3e4f7dabc79a,07468f0a66f3ef35bbb83f07a3bd77b3a1816964c4e639e1a8492890c1c00104,39a08ba03d7226d5a83b06406488cb928377f99e00cd4257f6aba9917d21ff41,c5f4fc3e044c351b665a939a40eea3ae416079ded5ffb77db20cb149d160d22d,12e674ba3a3d7fd3e915ec9f2ae3bfbbe392c3f453ddbe09f339274f04c83020,21b7512f32144d88beb6223076a982d0ce2c004a9100b6b066e8999555b5fbbf
"17","3004","2023/11/30 12:00:00","180401","1013206","バトル開始後90秒間魔法防御力極大\nアップ"
"18","3005","2023/11/30 12:00:00","180401","1013206","バトル開始後90秒間ＨＰが０になると\n倒れずにHP回復（１回のみ）"
"19","3003","2023/11/30 12:00:00","127901","1013206","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"20","3004","2023/11/30 12:00:00","127901","1013206","バトル開始後90秒間魔法防御力極大\nアップ、行動不能無効"
"21","3001","2023/12/31 12:00:00","106601","1013406","バトル開始後90秒間物理攻撃力絶大\nアップ"
"22","3012","2023/12/31 12:00:00","106601","1013406","バトル開始後90秒間物理/魔法無効バ\nリア"
"23","3003","2023/12/31 12:00:00","101401","1013406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"24","3010","2023/12/31 12:00:00","101401","1013406","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"25","3003","2023/12/31 12:00:00","101201","1013406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"26","3010","2023/12/31 12:00:00","101201","1013406","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"27","3001","2023/12/31 12:00:00","116501","1013406","バトル開始後90秒間物理攻撃力絶大\nアップ"
"28","3012","2023/12/31 12:00:00","116501","1013406","バトル開始後90秒間物理/魔法無効バ\nリア"
"29","3001","2023/12/31 12:00:00","121601","1013406","バトル開始後90秒間物理攻撃力絶大\nアップ"
"30","3012","2023/12/31 12:00:00","121601","1013406","バトル開始後90秒間物理/魔法無効バ\nリア"
"31","3001","2023/12/31 12:00:00","128301","1013406","バトル開始後90秒間物理攻撃力極大\nアップ"
"32","3012","2023/12/31 12:00:00","128301","1013406","バトル開始後90秒間物理/魔法無効バ\nリア"
"33","3003","2023/12/31 12:00:00","112201","1013406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"34","3010","2023/12/31 12:00:00","112201","1013406","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"35","3003","2023/12/31 12:00:00","115701","1013406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"36","3010","2023/12/31 12:00:00","115701","1013406","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"37","3003","2023/12/31 12:00:00","113401","1013406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"38","3010","2023/12/31 12:00:00","113401","1013406","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"39","3003","2024/01/03 19:00:00","128401","1013406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"40","3010","2024/01/03 19:00:00","128401","1013406","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"41","3001","2023/12/31 12:00:00","180701","1013406","バトル開始後90秒間物理攻撃力絶大\nアップ"
"42","3010","2023/12/31 12:00:00","180701","1013406","バトル開始後90秒間ＴＰ上昇大アップ"
"43","3001","2024/01/31 12:00:00","100101","1013606","バトル開始後90秒間物理攻撃力極大\nアップ"
"44","3010","2024/01/31 12:00:00","100101","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"45","3013","2024/01/31 12:00:00","100101","1013606","攻撃力吸収無効"
"46","3003","2024/01/31 12:00:00","100201","1013606","バトル開始後90秒間魔法攻撃力極大\nアップ"
"47","3004","2024/01/31 12:00:00","100201","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"48","3010","2024/01/31 12:00:00","100201","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"49","3013","2024/01/31 12:00:00","100201","1013606","攻撃力吸収無効"
"50","3001","2024/01/31 12:00:00","100301","1013606","バトル開始後90秒間物理攻撃力極大\nアップ"
"51","3004","2024/01/31 12:00:00","100301","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"52","3013","2024/01/31 12:00:00","100301","1013606","攻撃力吸収無効"
"53","3001","2024/01/31 12:00:00","108701","1013606","バトル開始後90秒間物理攻撃力極大\nアップ"
"54","3010","2024/01/31 12:00:00","108701","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"55","3013","2024/01/31 12:00:00","108701","1013606","攻撃力吸収無効"
"56","3001","2024/01/31 12:00:00","180101","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"57","3010","2024/01/31 12:00:00","180101","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"58","3001","2024/01/31 12:00:00","122401","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"59","3010","2024/01/31 12:00:00","122401","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"60","3001","2024/02/15 0:00:00","128701","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"61","3010","2024/02/15 0:00:00","128701","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"62","3003","2024/01/31 12:00:00","108801","1013606","バトル開始後90秒間魔法攻撃力極大\nアップ"
"63","3004","2024/01/31 12:00:00","108801","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"64","3010","2024/01/31 12:00:00","108801","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"65","3013","2024/01/31 12:00:00","108801","1013606","攻撃力吸収無効"
"66","3004","2024/01/31 12:00:00","115601","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"67","3010","2024/01/31 12:00:00","115601","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"68","3004","2024/01/31 12:00:00","180201","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"69","3010","2024/01/31 12:00:00","180201","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"70","3004","2024/01/31 12:00:00","122601","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"71","3010","2024/01/31 12:00:00","122601","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"72","3004","2024/01/31 12:00:00","128901","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"73","3010","2024/01/31 12:00:00","128901","1013606","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"74","3001","2024/01/31 12:00:00","108901","1013606","バトル開始後90秒間物理攻撃力極大\nアップ"
"75","3002","2024/01/31 12:00:00","108901","1013606","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"76","3013","2024/01/31 12:00:00","108901","1013606","攻撃力吸収無効"
"77","3001","2024/01/31 12:00:00","114001","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"78","3004","2024/01/31 12:00:00","114001","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"79","3001","2024/01/31 12:00:00","180301","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"80","3004","2024/01/31 12:00:00","180301","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"81","3001","2024/01/31 12:00:00","122501","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"82","3004","2024/01/31 12:00:00","122501","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"83","3001","2024/01/31 12:00:00","128801","1013606","バトル開始後90秒間物理攻撃力絶大\nアップ"
"84","3004","2024/01/31 12:00:00","128801","1013606","バトル開始後90秒間魔法防御力極大\nアップ"
"85","3001","2024/02/07 12:00:00","100101","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"86","3002","2024/02/07 12:00:00","100101","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"87","3003","2024/02/07 12:00:00","100201","1013706","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"88","3002","2024/02/07 12:00:00","100201","1013706","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"89","3001","2024/02/07 12:00:00","100301","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"90","3002","2024/02/07 12:00:00","100301","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"91","3001","2024/02/07 12:00:00","108701","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"92","3002","2024/02/07 12:00:00","108701","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"93","3001","2024/02/07 12:00:00","180101","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"94","3002","2024/02/07 12:00:00","180101","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"95","3001","2024/02/07 12:00:00","122401","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"96","3002","2024/02/07 12:00:00","122401","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"97","3001","2024/02/15 0:00:00","128701","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"98","3002","2024/02/15 0:00:00","128701","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"99","3003","2024/02/07 12:00:00","108801","1013706","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"100","3002","2024/02/07 12:00:00","108801","1013706","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"101","3003","2024/02/07 12:00:00","115601","1013706","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"102","3002","2024/02/07 12:00:00","115601","1013706","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"103","3003","2024/02/07 12:00:00","180201","1013706","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"104","3002","2024/02/07 12:00:00","180201","1013706","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"105","3003","2024/02/07 12:00:00","122601","1013706","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"106","3002","2024/02/07 12:00:00","122601","1013706","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"107","3003","2024/02/07 12:00:00","128901","1013706","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"108","3002","2024/02/07 12:00:00","128901","1013706","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"109","3001","2024/02/07 12:00:00","108901","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"110","3002","2024/02/07 12:00:00","108901","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"111","3001","2024/02/07 12:00:00","114001","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"112","3002","2024/02/07 12:00:00","114001","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"113","3001","2024/02/07 12:00:00","180301","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"114","3002","2024/02/07 12:00:00","180301","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"115","3001","2024/02/07 12:00:00","122501","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"116","3002","2024/02/07 12:00:00","122501","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"117","3001","2024/02/07 12:00:00","128801","1013706","バトル開始後90秒間物理攻撃力絶大\nアップ"
"118","3002","2024/02/07 12:00:00","128801","1013706","バトル開始後90秒間物理防御力極大\nアップ"
"10140001","3001","2024/02/29 12:00:00","110801","1014006","バトル開始後90秒間物理攻撃力極大\nアップ"
"10140002","3002","2024/02/29 12:00:00","110801","1014006","バトル開始後90秒間物理防御力極大\nアップ"
"10140003","3005","2024/02/29 12:00:00","110801","1014006","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"10140004","3010","2024/02/29 12:00:00","110801","1014006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10140005","3001","2024/02/29 12:00:00","110901","1014006","バトル開始後90秒間物理攻撃力極大\nアップ"
"10140006","3010","2024/02/29 12:00:00","110901","1014006","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与"
"10140007","3002","2024/02/29 12:00:00","111001","1014006","バトル開始後90秒間物理防御力極大\nアップ"
"10140008","3005","2024/02/29 12:00:00","111001","1014006","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"10140009","3010","2024/02/29 12:00:00","111001","1014006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10140010","3001","2024/02/29 12:00:00","116201","1014006","バトル開始後90秒間物理攻撃力極大\nアップ"
"10140011","3002","2024/02/29 12:00:00","116201","1014006","バトル開始後90秒間物理防御力極大\nアップ"
"10140012","3005","2024/02/29 12:00:00","116201","1014006","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"10140013","3010","2024/02/29 12:00:00","116201","1014006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10140014","3001","2024/02/29 12:00:00","116301","1014006","バトル開始後90秒間物理攻撃力極大\nアップ"
"10140015","3010","2024/02/29 12:00:00","116301","1014006","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与"
"10140016","3002","2024/02/29 12:00:00","116401","1014006","バトル開始後90秒間物理防御力極大\nアップ"
"10140017","3005","2024/02/29 12:00:00","116401","1014006","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"10140018","3010","2024/02/29 12:00:00","116401","1014006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10140019","3002","2024/03/03 19:00:00","129301","1014006","バトル開始後90秒間物理防御力極大\nアップ"
"10140020","3005","2024/03/03 19:00:00","129301","1014006","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"10140021","3010","2024/03/03 19:00:00","129301","1014006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10142001","3001","2024/03/31 12:00:00","102701","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142002","3002","2024/03/31 12:00:00","102701","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10142003","3010","2024/03/31 12:00:00","102701","1014206","バトル開始後90秒間ＴＰ上昇大アップ"
"10142004","3001","2024/03/31 12:00:00","104301","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142005","3002","2024/03/31 12:00:00","104301","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10142006","3013","2024/03/31 12:00:00","104301","1014206","【狼牙の咆哮】付与"
"10142007","3001","2024/03/31 12:00:00","109001","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142008","3002","2024/03/31 12:00:00","109001","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10142009","3006","2024/03/31 12:00:00","109001","1014206","バトル開始後90秒間物理クリティカル\nダメージ極大アップ"
"10142010","3001","2024/03/31 12:00:00","117001","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142011","3002","2024/03/31 12:00:00","117001","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10142012","3001","2024/03/31 12:00:00","110401","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142013","3002","2024/03/31 12:00:00","110401","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10142014","3001","2024/03/31 12:00:00","115901","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142015","3002","2024/03/31 12:00:00","115901","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10142016","3001","2024/03/31 12:00:00","129801","1014206","バトル開始後90秒間物理攻撃力極大\nアップ"
"10142017","3002","2024/03/31 12:00:00","129801","1014206","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10144001","3003","2024/04/30 12:00:00","103601","1014406","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10144002","3004","2024/04/30 12:00:00","103601","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144003","3010","2024/04/30 12:00:00","103601","1014406","バトル開始後90秒間ＴＰ上昇大アップ"
"10144004","3003","2024/04/30 12:00:00","102501","1014406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10144005","3004","2024/04/30 12:00:00","102501","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144006","3014","2024/04/30 12:00:00","102501","1014406","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"10144007","3003","2024/04/30 12:00:00","111101","1014406","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10144008","3004","2024/04/30 12:00:00","111101","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144009","3010","2024/04/30 12:00:00","111101","1014406","バトル開始後90秒間ＴＰ上昇大アップ"
"10144010","3003","2024/04/30 12:00:00","122701","1014406","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10144011","3004","2024/04/30 12:00:00","122701","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144012","3010","2024/04/30 12:00:00","122701","1014406","バトル開始後90秒間ＴＰ上昇大アップ"
"10144013","3003","2024/05/03 19:00:00","130701","1014406","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10144014","3004","2024/05/03 19:00:00","130701","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144015","3010","2024/05/03 19:00:00","130701","1014406","バトル開始後90秒間ＴＰ上昇大アップ"
"10144016","3001","2024/04/30 12:00:00","180801","1014406","バトル開始後90秒間物理攻撃力極大\nアップ"
"10144017","3002","2024/04/30 12:00:00","180801","1014406","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10144018","3003","2024/04/30 12:00:00","107701","1014406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10144019","3004","2024/04/30 12:00:00","107701","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144020","3014","2024/04/30 12:00:00","107701","1014406","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"10144021","3003","2024/04/30 12:00:00","112101","1014406","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10144022","3004","2024/04/30 12:00:00","112101","1014406","バトル開始後90秒間魔法防御力極大\nアップ"
"10144023","3014","2024/04/30 12:00:00","112101","1014406","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"10146001","3003","2024/05/31 12:00:00","101001","1014606","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10146002","3002","2024/05/31 12:00:00","101001","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146003","3013","2024/05/31 12:00:00","101001","1014606","ボスの毒無効"
"10146004","3003","2024/05/31 12:00:00","110601","1014606","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10146005","3002","2024/05/31 12:00:00","110601","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146006","3010","2024/05/31 12:00:00","110601","1014606","バトル開始後90秒間ＴＰ上昇特大アップ"
"10146007","3013","2024/05/31 12:00:00","110601","1014606","ボスの毒無効"
"10146008","3002","2024/05/31 12:00:00","116001","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146009","3013","2024/05/31 12:00:00","116001","1014606","ボスの毒無効"
"10146010","3003","2024/05/31 12:00:00","123101","1014606","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10146011","3002","2024/05/31 12:00:00","123101","1014606","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10146012","3010","2024/05/31 12:00:00","123101","1014606","バトル開始後90秒間ＴＰ上昇特大アップ"
"10146013","3003","2024/05/31 12:00:00","131001","1014606","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10146014","3002","2024/05/31 12:00:00","131001","1014606","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10146015","3010","2024/05/31 12:00:00","131001","1014606","バトル開始後90秒間ＴＰ上昇特大アップ"
"10146016","3013","2024/05/31 12:00:00","131001","1014606","ボスの毒無効"
"10146017","3001","2024/05/31 12:00:00","102301","1014606","バトル開始後90秒間物理攻撃力極大\nアップ"
"10146018","3002","2024/05/31 12:00:00","102301","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146019","3001","2024/05/31 12:00:00","106601","1014606","バトル開始後90秒間物理攻撃力極大\nアップ"
"10146020","3002","2024/05/31 12:00:00","106601","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146021","3001","2024/05/31 12:00:00","102101","1014606","バトル開始後90秒間物理攻撃力極大\nアップ"
"10146022","3002","2024/05/31 12:00:00","102101","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146023","3001","2024/05/31 12:00:00","126401","1014606","バトル開始後90秒間物理攻撃力極大\nアップ"
"10146024","3002","2024/05/31 12:00:00","126401","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10146025","3003","2024/05/31 12:00:00","126101","1014606","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10146026","3002","2024/05/31 12:00:00","126101","1014606","バトル開始後90秒間物理防御力極大\nアップ"
"10148001","3001","2024/06/30 12:00:00","123301","1014806","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10148002","3002","2024/06/30 12:00:00","123301","1014806","バトル開始後90秒間物理防御力極大\nアップ"
"10148003","3014","2024/06/30 12:00:00","123301","1014806","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"10148004","3013","2024/06/30 12:00:00","123301","1014806","ボスのフィールド効果無効"
"10148005","3003","2024/06/30 12:00:00","118201","1014806","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10148006","3002","2024/06/30 12:00:00","118201","1014806","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10148007","3003","2024/06/30 12:00:00","118101","1014806","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10148008","3002","2024/06/30 12:00:00","118101","1014806","バトル開始後90秒間物理防御力極大\nアップ"
"10148009","3013","2024/06/30 12:00:00","118101","1014806","ボスのフィールド効果無効"
"10148010","3001","2024/06/30 12:00:00","125801","1014806","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10148011","3002","2024/06/30 12:00:00","125801","1014806","バトル開始後90秒間物理防御力極大\nアップ"
"10148012","3013","2024/06/30 12:00:00","125801","1014806","ボスのフィールド効果無効"
"10148013","3001","2024/06/30 12:00:00","131101","1014806","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10148014","3002","2024/06/30 12:00:00","131101","1014806","バトル開始後90秒間物理防御力極大\nアップ"
"10148015","3014","2024/06/30 12:00:00","131101","1014806","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"10148016","3013","2024/06/30 12:00:00","131101","1014806","ボスのフィールド効果無効"
"10148017","3003","2024/07/03 19:00:00","131201","1014806","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10148018","3002","2024/07/03 19:00:00","131201","1014806","バトル開始後90秒間物理防御力極大\nアップ"
"10148019","3003","2024/06/30 12:00:00","126901","1014806","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"10148020","3002","2024/06/30 12:00:00","126901","1014806","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"10150001","3002","2024/07/31 12:00:00","123001","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150002","3010","2024/07/31 12:00:00","123001","1015006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10150003","3013","2024/07/31 12:00:00","123001","1015006","ボスの環境効果無効"
"10150004","3003","2024/07/31 12:00:00","106701","1015006","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10150005","3002","2024/07/31 12:00:00","106701","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150006","3010","2024/07/31 12:00:00","106701","1015006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10150007","3013","2024/07/31 12:00:00","106701","1015006","ボスの環境効果無効"
"10150008","3003","2024/07/31 12:00:00","131701","1015006","バトル開始後90秒間魔法攻撃力極大\nアップ"
"10150009","3002","2024/07/31 12:00:00","131701","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150010","3010","2024/07/31 12:00:00","131701","1015006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"10150011","3013","2024/07/31 12:00:00","131701","1015006","ボスの環境効果無効"
"10150012","3001","2024/07/31 12:00:00","127001","1015006","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10150013","3013","2024/07/31 12:00:00","127001","1015006","ボスの環境効果無効"
"10150014","3001","2024/07/31 12:00:00","113601","1015006","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10150015","3002","2024/07/31 12:00:00","113601","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150016","3013","2024/07/31 12:00:00","113601","1015006","ボスの環境効果無効"
"10150017","3001","2024/07/31 12:00:00","107501","1015006","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10150018","3002","2024/07/31 12:00:00","107501","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150019","3013","2024/07/31 12:00:00","107501","1015006","ボスの環境効果無効"
"10150020","3002","2024/07/31 12:00:00","124501","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150021","3013","2024/07/31 12:00:00","124501","1015006","ボスの環境効果無効"
"10150022","3001","2024/07/31 12:00:00","122801","1015006","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10150023","3002","2024/07/31 12:00:00","122801","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150024","3013","2024/07/31 12:00:00","122801","1015006","ボスの環境効果無効"
"10150025","3001","2024/07/31 12:00:00","122501","1015006","バトル開始後90秒間物理攻撃力絶大\nアップ"
"10150026","3002","2024/07/31 12:00:00","122501","1015006","バトル開始後90秒間物理防御力極大\nアップ"
"10150027","3013","2024/07/31 12:00:00","122501","1015006","ボスの環境効果無効"
