ddd2dc90cb4e2aca39f2ae7ccae1e727ea8422d97a2bdc5b56c0fd7e347b88cc,1044319fd232c61d647419f84fd64c2b34e04f284f1073d69e29afde3898260d,07074b991a457cd446e2924250a6c4f51f60f4863701cde7caefd42da9af789d,3147dcef27b734becdabbd0fd6f33b14fed6f580ac5eccaa55710b930ffed6e5,0c16c4f4fcc926f95f9214fb5234779f0d59e7d48f6e01972cd0094edaadaeea,bbcf130b2a06e1e8af762aed03dadbf2946546f36d35e4a887468bbef12466eb,3cd816e3db14e32b7035392008b213e50f23c9c3ba81fc29b7b9eae121f6e628,118d4d21ce98f51442479489e4af46ebc37ede0c2a831b3b8f915145b840fd55,bb8e809e3af5d4736444eeb635034c4883fb0989282776a197785697d4de576f,324dcb6443504ed937e5ea45f4b919ed242522311d5e34a9800293f40bfe13aa,c40288f98c9261902a480acfaccbb6ffe4490d35efcb92e958030add270c6210,1a6d68f2b1203e68383a27001da7763e63693ef5f3a20477be8fccfa24d7e350
"22","0","0","108001","2018/08/19 14:59:59","0","2018/07/31 12:00:00","0","10005","20","1003","5005411"
"23","0","1","103701","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","1000603","1002","5006402"
"24","0","0","100501","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","10","1001","5006403"
"25","0","0","103701","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","20","1001","5006404"
"26","0","0","104701","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","30","1001","5006405"
"27","0","0","100501","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","2","1003","5006406"
"28","0","0","103701","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","5","1003","5006407"
"29","0","0","104701","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","8","1003","5006408"
"30","0","0","107101","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","12","1003","5006409"
"31","0","0","100501","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","16","1003","5006410"
"32","0","0","104701","2018/09/18 14:59:59","0","2018/08/31 12:00:00","0","10006","19","1003","5006411"
"33","0","0","108201","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","108201","1004","5007401"
"34","0","1","108101","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","1000703","1002","5007402"
"35","0","0","108101","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","10","1001","5007403"
"36","0","0","108201","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","20","1001","5007404"
"37","0","0","108101","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","30","1001","5007405"
"38","0","0","108201","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","2","1003","5007406"
"39","0","0","108101","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","5","1003","5007407"
"40","0","0","108201","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","8","1003","5007408"
"41","0","0","108101","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","12","1003","5007409"
"42","0","0","108201","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","16","1003","5007410"
"43","0","0","108101","2018/10/18 14:59:59","0","2018/09/30 12:00:00","0","10007","19","1003","5007411"
"44","0","1","105601","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","1000803","1002","5008402"
"45","0","0","101301","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","10","1001","5008403"
"46","0","0","100901","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","20","1001","5008404"
"47","0","0","105601","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","30","1001","5008405"
"48","0","0","105601","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","2","1003","5008406"
"49","0","0","100901","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","4","1003","5008407"
"50","0","0","101301","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","7","1003","5008408"
"51","0","0","105101","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","10","1003","5008409"
"52","0","0","102701","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","13","1003","5008410"
"53","0","0","105601","2018/11/14 14:59:59","0","2018/10/31 12:00:00","0","10008","15","1003","5008411"
"54","0","0","108501","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","108501","1004","5009401"
"55","0","1","108401","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","1000903","1002","5009402"
"56","0","0","108601","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","10","1001","5009403"
"57","0","0","108501","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","20","1001","5009404"
"58","0","0","108401","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","30","1001","5009405"
"59","0","0","108601","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","2","1003","5009406"
"60","0","0","108601","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","4","1003","5009407"
"61","0","0","108501","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","7","1003","5009408"
"62","0","0","108501","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","10","1003","5009409"
"63","0","0","108401","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","13","1003","5009410"
"64","0","0","108401","2018/12/14 14:59:59","0","2018/11/30 12:00:00","0","10009","15","1003","5009411"
"65","0","0","108901","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","108901","1004","5010401"
"66","0","1","108801","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","1001003","1002","5010402"
"67","0","0","108901","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","10","1001","5010403"
"68","0","0","108701","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","20","1001","5010404"
"69","0","0","108801","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","30","1001","5010405"
"70","0","0","108801","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","2","1003","5010406"
"71","0","0","108901","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","4","1003","5010407"
"72","0","0","108701","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","7","1003","5010408"
"73","0","0","108901","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","10","1003","5010409"
"74","0","0","108801","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","13","1003","5010410"
"75","0","0","108701","2019/01/14 14:59:59","0","2018/12/31 12:00:00","0","10010","15","1003","5010411"
"76","0","0","109001","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","109001","1004","5011401"
"77","0","1","101101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","1001103","1002","5011402"
"78","0","0","101101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","10","1001","5011403"
"79","0","0","109101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","20","1001","5011404"
"80","0","0","109001","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","30","1001","5011405"
"81","0","0","109101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","2","1003","5011406"
"82","0","0","109001","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","4","1003","5011407"
"83","0","0","109101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","7","1003","5011408"
"84","0","0","109001","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","10","1003","5011409"
"85","0","0","101101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","13","1003","5011410"
"86","0","0","109101","2019/02/14 14:59:59","0","2019/01/31 12:00:00","0","10011","15","1003","5011411"
"87","0","1","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","1001203","1002","5012402"
"88","0","0","105501","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","10","1001","5012403"
"89","0","0","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","20","1001","5012404"
"90","0","0","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","30","1001","5012405"
"91","0","0","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","2","1003","5012406"
"92","0","0","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","4","1003","5012407"
"93","0","0","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","7","1003","5012408"
"94","0","0","105501","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","10","1003","5012409"
"95","0","0","105501","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","13","1003","5012410"
"96","0","0","101401","2019/03/14 14:59:59","0","2019/02/28 12:00:00","0","10012","15","1003","5012411"
"97","0","0","109301","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","109301","1004","5013401"
"98","0","1","109201","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","1001303","1002","5013402"
"99","0","0","109301","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","10","1001","5013403"
"100","0","0","109401","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","20","1001","5013404"
"101","0","0","109201","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","30","1001","5013405"
"102","0","0","109201","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","2","1003","5013406"
"103","0","0","109401","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","4","1003","5013407"
"104","0","0","109301","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","6","1003","5013408"
"105","0","0","109201","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","8","1003","5013409"
"106","0","0","109401","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","10","1003","5013410"
"107","0","0","109201","2019/04/12 20:59:59","0","2019/03/31 12:00:00","0","10013","13","1003","5013411"
"108","0","1","105301","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","1001503","1002","5015402"
"109","0","0","105301","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","10","1001","5015403"
"110","0","0","109501","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","20","1001","5015404"
"111","0","0","109601","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","30","1001","5015405"
"112","0","0","109501","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","2","1003","5015406"
"113","0","0","109501","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","4","1003","5015407"
"114","0","0","105301","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","6","1003","5015408"
"115","0","0","109601","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","8","1003","5015409"
"116","0","0","109601","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","10","1003","5015410"
"117","0","0","105301","2019/05/12 20:59:59","0","2019/04/30 12:00:00","0","10015","13","1003","5015411"
"118","0","0","109801","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","109801","1004","5017401"
"119","0","1","109901","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","1001703","1002","5017402"
"120","0","0","109801","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","10","1001","5017403"
"121","0","0","109701","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","20","1001","5017404"
"122","0","0","109901","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","30","1001","5017405"
"123","0","0","109701","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","2","1003","5017406"
"124","0","0","109701","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","4","1003","5017407"
"125","0","0","109801","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","7","1003","5017408"
"126","0","0","109901","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","10","1003","5017409"
"127","0","0","109901","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","13","1003","5017410"
"128","0","0","109901","2019/06/14 20:59:59","0","2019/05/31 12:00:00","0","10017","15","1003","5017411"
"129","0","0","110101","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","110101","1004","5019401"
"130","0","1","110201","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","1001903","1002","5019402"
"131","0","0","110001","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","10","1001","5019403"
"132","0","0","110201","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","20","1001","5019404"
"133","0","0","110101","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","30","1001","5019405"
"134","0","0","110001","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","2","1003","5019406"
"135","0","0","110001","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","4","1003","5019407"
"136","0","0","110201","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","7","1003","5019408"
"137","0","0","110101","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","10","1003","5019409"
"138","0","0","110101","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","13","1003","5019410"
"139","0","0","110201","2019/07/14 20:59:59","0","2019/06/30 12:00:00","0","10019","15","1003","5019411"
"140","0","0","107601","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","107601","1004","5004401"
"141","0","1","107601","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","1002003","1002","5004402"
"142","0","0","107701","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","10","1001","5004403"
"143","0","0","107501","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","20","1001","5004404"
"144","0","0","107601","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","30","1001","5004405"
"145","0","0","107501","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","2","1003","5004406"
"146","0","0","107601","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","3","1003","5004407"
"147","0","0","107801","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","4","1003","5004408"
"148","0","0","107701","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","5","1003","5004409"
"149","0","0","107501","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","6","1003","5004410"
"150","0","0","107601","2019/07/22 20:59:59","0","2019/07/15 12:00:00","0","10020","8","1003","5004411"
"151","0","0","110501","2019/08/14 20:59:59","0","2019/07/31 12:00:00","0","10021","110501","1004","5021401"
"152","0","1","110401","2019/08/14 20:59:59","0","2019/07/31 12:00:00","0","10021","1002103","1002","5021402"
"153","0","0","110501","2019/08/14 20:59:59","0","2019/07/31 12:00:00","0","10021","10","1001","5021403"
"154","0","0","110401","2019/08/14 20:59:59","0","2019/07/31 12:00:00","0","10021","20","1001","5021404"
"155","0","0","110601","2019/08/14 20:59:59","0","2019/07/31 12:00:00","0","10021","30","1001","5021405"
"156","0","0","110601","2019/08/13 20:59:59","0","2019/07/31 12:00:00","0","10021","2","1003","5021406"
"157","0","0","110401","2019/08/13 20:59:59","0","2019/07/31 12:00:00","0","10021","4","1003","5021407"
"158","0","0","110501","2019/08/13 20:59:59","0","2019/07/31 12:00:00","0","10021","6","1003","5021408"
"159","0","0","110401","2019/08/13 20:59:59","0","2019/07/31 12:00:00","0","10021","8","1003","5021409"
"160","0","0","110601","2019/08/13 20:59:59","0","2019/07/31 12:00:00","0","10021","11","1003","5021410"
"161","0","0","110501","2019/08/13 20:59:59","0","2019/07/31 12:00:00","0","10021","14","1003","5021411"
"162","0","0","108001","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","108001","1004","5005401"
"163","0","1","107901","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","1002203","1002","5005402"
"164","0","0","108001","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","10","1001","5005403"
"165","0","0","107901","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","20","1001","5005404"
"166","0","0","108001","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","30","1001","5005405"
"167","0","0","107901","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","2","1003","5005406"
"168","0","0","108001","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","3","1003","5005407"
"169","0","0","107901","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","4","1003","5005408"
"170","0","0","108001","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","5","1003","5005409"
"171","0","0","107901","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","6","1003","5005410"
"172","0","0","108001","2019/08/22 20:59:59","0","2019/08/15 12:00:00","0","10022","8","1003","5005411"
"173","0","1","110701","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","1002303","1002","5023402"
"174","0","0","110801","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","10","1001","5023403"
"175","0","0","110901","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","20","1001","5023404"
"176","0","0","111001","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","30","1001","5023405"
"177","0","0","110701","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","2","1003","5023406"
"178","0","0","110701","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","4","1003","5023407"
"179","0","0","111001","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","7","1003","5023408"
"180","0","0","110801","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","10","1003","5023409"
"181","0","0","110901","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","13","1003","5023410"
"182","0","0","110701","2019/09/14 20:59:59","0","2019/08/31 12:00:00","0","10023","15","1003","5023411"
"183","0","0","111201","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","111201","1004","5025401"
"184","0","1","111301","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","1002503","1002","5025402"
"185","0","0","111201","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","10","1001","5025403"
"186","0","0","111101","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","20","1001","5025404"
"187","0","0","111301","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","30","1001","5025405"
"188","0","0","111101","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","2","1003","5025406"
"189","0","0","111101","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","4","1003","5025407"
"190","0","0","111201","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","7","1003","5025408"
"191","0","0","111301","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","10","1003","5025409"
"192","0","0","111301","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","13","1003","5025410"
"193","0","0","111301","2019/10/18 14:59:59","0","2019/09/30 12:00:00","0","10025","15","1003","5025411"
"194","0","1","103701","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","1002403","1002","5006402"
"195","0","0","100501","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","10","1001","5006403"
"196","0","0","103701","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","20","1001","5006404"
"197","0","0","104701","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","30","1001","5006405"
"198","0","0","100501","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","2","1003","5006406"
"199","0","0","103701","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","3","1003","5006407"
"200","0","0","104701","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","4","1003","5006408"
"201","0","0","107101","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","5","1003","5006409"
"202","0","0","100501","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","6","1003","5006410"
"203","0","0","104701","2019/09/23 20:59:59","0","2019/09/16 12:00:00","0","10024","8","1003","5006411"
"214","0","0","108201","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","108201","1004","5007401"
"215","0","1","108101","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","1002603","1002","5007402"
"216","0","0","108101","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","10","1001","5007403"
"217","0","0","108201","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","20","1001","5007404"
"218","0","0","108101","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","30","1001","5007405"
"219","0","0","108201","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","2","1003","5007406"
"220","0","0","108101","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","3","1003","5007407"
"221","0","0","108201","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","4","1003","5007408"
"222","0","0","108101","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","5","1003","5007409"
"223","0","0","108201","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","6","1003","5007410"
"224","0","0","108101","2019/10/23 20:59:59","0","2019/10/16 12:00:00","0","10026","8","1003","5007411"
"225","0","1","106601","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","1002703","1002","5027402"
"226","0","0","100501","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","10","1001","5027403"
"227","0","0","103701","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","20","1001","5027404"
"228","0","0","106501","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","30","1001","5027405"
"229","0","0","100501","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","2","1003","5027406"
"230","0","0","103701","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","4","1003","5027407"
"231","0","0","106501","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","7","1003","5027408"
"232","0","0","100501","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","10","1003","5027409"
"233","0","0","103701","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","13","1003","5027410"
"234","0","0","100501","2019/11/14 20:59:59","0","2019/10/31 12:00:00","0","10027","15","1003","5027411"
"235","0","1","105601","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","1002803","1002","5008402"
"236","0","0","101301","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","10","1001","5008403"
"237","0","0","100901","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","20","1001","5008404"
"238","0","0","105601","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","30","1001","5008405"
"239","0","0","105601","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","2","1003","5008406"
"240","0","0","100901","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","3","1003","5008407"
"241","0","0","101301","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","4","1003","5008408"
"242","0","0","105101","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","5","1003","5008409"
"243","0","0","102701","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","6","1003","5008410"
"244","0","0","105601","2019/11/22 20:59:59","0","2019/11/15 12:00:00","0","10028","8","1003","5008411"
"245","0","0","111601","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","111601","1004","5029401"
"246","0","1","111501","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","1002903","1002","5029402"
"247","0","0","111601","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","10","1001","5029403"
"248","0","0","111701","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","20","1001","5029404"
"249","0","0","111501","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","30","1001","5029405"
"250","0","0","111501","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","2","1003","5029406"
"251","0","0","111701","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","4","1003","5029407"
"252","0","0","111601","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","7","1003","5029408"
"253","0","0","111701","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","10","1003","5029409"
"254","0","0","111501","2019/12/14 20:59:59","0","2019/11/30 12:00:00","0","10029","13","1003","5029410"
