9dc812e73984a79ed6f011a73267363e9831b7f8645d71cd9172ac4a5dc1c3de,c176052983849a4d1836580b89355a4a7cae5d4d728bd07e77312b8347f0ed7f,0b9a01345e83da58c93c5ca0300ee496ff1d04b31bae3690b163799d5c2672b7,5f7682e55f1d84a6444aaa4679eccfbfed5c59c6ecef181d14b36f12fad2b655,64b5b921d6bf7e4157e5c8135ae883eec5f3a3cd3107802c0b28493a42f359a6,380813d6d3ffe459f20c409f9e3a223c3a13cfffed7648f9e5b60199cbb69750,8894d334f6b61e4ce2ee9d3ca8052dfae63c8b4073face8036934d8dd27b6c29,e36c94302f038ca2d33c5f560501efe16f695c6efe55e22d6557acf6f7ff8a4d,37a5fd25bae4f9db511d6ad81085898c3451bb1c89868dec476542e9d235681e,186583cf62fd71480af98c3f5d875ce88ce8f4f17a7b647d183e24e945b78a44,f65921b7a112f75cc28b19c243a88501c7d9b738b4150d04afe5ad795290347f,a54bab93233186b7e548ee1fdd552a1672d2b13c92ee3ae9e2993417fdbb69fd,f5ec68e5f32d4d80a696b547098c39723d2177c318966a2a1f9c0f4684181dab,43ef7f0023528d74df20c780fc38ef85706a38203f74200832c2e7a63bf2d19f,b19b16b0e059bed2ba2049dd9fa661453e4012deadaa55616ee5c2e8eb2eae3a,c185d8ec17b6add6f5352753e47f499484ab52b6b48693b497309bd2cf034f7f,522146757c7b31a6b70d2826bd836a61f6096158db357498aa179cfbcded9d6b,8df74ad93cd9ceba8c044e58c236cb768aa6e207dfefaf90966ee6d3b586d8c4,50038840efa81c88580126ee0bd0d49ef521417def642892cedf6d5e5602c9c5,ef1d0ae0e44c7fcb0c0854c1ef9f91d2e99fa2ab687c13e5f6be6d3e7c3f6df5,22816c4bf40aebee00bc7c72ce482fe6e3af081158c62599dc94e4fad449ae5e
"ブルーブラッド","27","0","0","0","0","0","0","0","0","0","60","剣","0","0","0","0","2","0","0","102013"
"オーロラの剣","27","0","0","0","0","0","0","0","1","1","0","剣","0","0","0","0","2","0","0","102014"
"クレセントソード","30","0","0","0","0","0","0","0","0","0","35","刀","0","0","0","0","2","0","0","102041"
"コマンドナイフ","13","0","0","0","0","0","0","0","0","0","0","短剣","5","0","0","0","2","0","0","102071"
"レザーナックル","27","0","0","0","0","0","0","0","0","0","0","ナックル","10","0","0","0","2","0","0","102101"
"クリスタルボウ","27","0","0","0","0","0","0","0","1","0","0","弓","0","0","0","0","2","0","0","102131"
"トライデント","12","0","0","0","0","0","0","0","0","1","0","槍","0","0","0","0","2","0","0","102162"
"フレイムスピア","20","0","0","0","0","0","0","0","0","3","0","槍","0","0","0","0","2","0","0","102163"
"メタルアックス","16","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","2","0","0","102191"
"ハイメタルアックス","34","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","2","0","0","102192"
"グリーンロッド","0","0","0","0","0","0","16","0","0","0","0","攻撃杖","0","0","0","0","2","0","0","102221"
"リトルドラゴンロッド","0","0","0","0","0","0","34","0","0","0","0","攻撃杖","0","0","0","0","2","0","0","102222"
"医者いらずの杖","0","0","0","0","0","0","13","0","1","0","0","回復杖","0","0","0","0","2","0","0","102251"
"ユニコーンの慈愛","0","0","0","0","0","0","27","0","1","0","0","回復杖","0","0","0","0","2","0","0","102252"
"智慧の衣","5","0","0","0","0","0","0","0","0","0","90","軽装鎧","0","0","0","0","2","0","0","102281"
"ライトプレート","7","0","0","0","0","0","0","0","1","1","150","軽装鎧","0","0","0","0","2","0","0","102282"
"スケイルメイル","0","0","0","0","0","0","0","0","0","1","95","重装鎧","0","0","0","0","2","0","0","102311"
"ハイメタルプレート","0","0","0","0","0","0","0","0","1","2","180","重装鎧","0","0","0","0","2","0","0","102312"
"フォークロアクロース","6","0","0","0","0","0","0","0","0","0","90","服","0","0","0","0","2","0","0","102341"
"忍び装束","7","0","0","0","110","0","0","0","1","1","120","服","0","0","0","0","2","0","0","102342"
"春色ローブ","0","0","0","0","0","0","4","0","1","0","65","魔法服","0","0","0","0","2","0","0","102371"
"ノルディックローブ","0","0","0","0","0","0","7","0","2","1","120","魔法服","0","0","0","0","2","0","0","102372"
"タワーシールド","7","0","0","0","0","0","0","0","0","3","135","盾","0","0","0","0","2","0","0","102401"
"クラウンブーツ","2","0","0","1","0","0","0","0","0","1","30","靴","0","0","0","0","2","0","0","102431"
"ハンティングブーツ","3","0","0","2","0","0","0","0","1","2","60","靴","0","0","0","0","2","0","0","102432"
"ウィッチブーツ","0","0","0","0","0","0","8","0","1","0","30","魔法靴","0","0","0","0","2","0","0","102461"
"かわいいキャスケット","3","0","0","0","0","0","0","0","0","1","90","兜","0","0","0","0","2","0","0","102491"
"レギオンヘルム","0","0","0","0","0","0","0","0","1","1","90","兜","0","0","0","0","2","0","0","102493"
"修道女のフード","0","10","0","0","0","0","7","0","3","1","0","魔法帽子","0","0","0","0","2","0","0","102521"
"勇気の宝珠","11","0","0","0","30","0","0","0","0","0","0","攻撃アクセサリ","5","0","0","0","2","0","0","102551"
"スパイクバングル","20","5","0","0","0","0","0","0","0","1","0","攻撃アクセサリ","10","0","0","0","2","0","0","102552"
"仁愛の宝珠","0","0","0","0","25","0","0","0","1","1","55","防御アクセサリ","0","0","0","0","2","0","0","102581"
"勝利のミサンガ","0","0","0","0","0","0","0","0","2","2","120","防御アクセサリ","0","0","0","0","2","0","0","102582"
"マジックグラス","0","0","0","0","0","0","11","0","1","0","0","魔法アクセサリ","0","0","0","0","2","0","0","102611"
"智慧の宝珠","0","0","0","0","25","0","10","0","0","0","0","魔法アクセサリ","5","0","0","0","2","0","0","102612"
"マジックモノクル","0","0","0","0","0","0","24","0","2","0","0","魔法アクセサリ","0","0","0","0","2","0","0","102613"
"文様の腕輪","0","0","0","0","0","0","20","0","1","0","0","魔法アクセサリ","10","0","0","0","2","0","0","102614"
"煌めきの剣","13.4","0","0","0","0","0","0","0","0","0","30","剣","0","0","0","0","3","0","0","103011"
"竜紋剣","17.7","0","0","0","0","0","0","0","0","0","38.4","剣","0","0","0","0","3","0","0","103012"
"フェザーブレード","20.4","0","0","0","0","0","0","0","0","0","45","剣","0","0","0","0","3","0","0","103013"
"月光刀","19.4","0","0","0","0","0","0","0","0","0","21.7","刀","0","0","0","0","3","0","0","103041"
"雷神刀","22.7","0","0","0","0","0","0","0","0","0","25","刀","0","0","0","0","3","0","0","103042"
"プラチナナイフ","13.4","0","0","0","0","0","0","0","0","0","0","短剣","5","0","0","0","3","0","0","103071"
"ヴァンパイアダガー","20.4","0","1","0","0","0","0","0","0","0","0","短剣","0","0","0","0","3","0","0","103072"
"ドラゴンズクロー","17.7","0","0","0","0","0","0","0","0","0","0","ナックル","5","0","0","0","3","0","0","103101"
"キューピッドの弓","17.7","0","0","0","0","0","0","0","1","0","0","弓","0","0","0","0","3","0","0","103131"
"デビルズボウ","20.4","0","0","0","0","0","0","0","1","0","0","弓","0","0","0","0","3","0","0","103132"
"騎士の誇り","11.7","0","0","0","0","0","0","0","0","1","0","槍","0","0","0","0","3","0","0","103161"
"アブソリュートスピア","15.4","0","0","0","0","0","0","0","0","1.7","0","槍","0","0","0","0","3","0","0","103162"
"ブルースフィアアックス","16.7","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","3","0","0","103191"
"麗花の戦斧","22","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","3","0","0","103192"
"稲妻の斧","25.7","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","3","0","0","103193"
"ソーンブラッドロッド","0","0","0","0","0","0","16.7","0","0","0","0","攻撃杖","0","0","0","0","3","0","0","103221"
"デビルズホーン","0","0","0","0","0","0","25.7","0","0","0","0","攻撃杖","0","0","0","0","3","0","0","103222"
"天球の見守り","0","0","0","0","0","0","13.4","0","0.7","0","0","回復杖","0","0","0","0","3","0","0","103251"
"花蕾の杖","0","0","0","0","0","0","17.7","0","1","0","0","回復杖","0","0","0","0","3","0","0","103252"
"ファッションアーマー","3.7","0","0","0","0","0","0","0","0.4","0.4","81.7","軽装鎧","0","0","0","0","3","0","0","103281"
"バトリングドレス","5","0","0","0","0","0","0","0","0.7","0.7","108.4","軽装鎧","0","0","0","0","3","0","0","103282"
"ヘビーメタルアーマー","5.7","0","0","0","0","0","0","0","0.7","0.7","126.7","軽装鎧","0","0","0","0","3","0","0","103283"
"ゴージャスアーマー","0","0","0","0","0","0","0","0","0.7","1","81.7","重装鎧","0","0","0","0","3","0","0","103311"
"ミルフィーユクロース","3.4","0","0","0","53.4","0","0","0","0.4","0.4","60","服","0","0","0","0","3","0","0","103341"
"パレスクロース","4.4","0","0","0","70","0","0","0","0.4","0.7","78.4","服","0","0","0","0","3","0","0","103342"
"コスモスクロース","5","0","0","0","123.4","0","0","0","0.7","0.7","68.4","服","0","0","0","0","3","0","0","103343"
"キューピッドのローブ","0","0","0","0","0","0","4.4","0","1.4","0.7","78.4","魔法服","0","0","0","0","3","0","0","103371"
"哲学者のローブ","0","1.7","0","0","0","0","4.7","0","1.4","0.7","81.7","魔法服","0","0","0","0","3","0","0","103372"
"ガーネットシールド","2.7","0","0","0","0","0","0","0","0","2","96.7","盾","0","0","0","0","3","0","0","103401"
"忍び足","1.7","0","0","1","0","0","0","0","0.4","0.7","30","靴","0","0","0","0","3","0","0","103431"
"フェンサーブーツ","8.7","0","0","1.4","0","0","0","0","0","0","38.4","靴","0","0","0","0","3","0","0","103432"
"ウィッチパレスブーツ","0","0","0","0","0","0","6.7","0","1.4","1","38.4","魔法靴","0","0","0","0","3","0","0","103461"
"ドラゴンヘッド","0","0","0","0","0","0","0","0","1.4","1.7","78.4","兜","0","0","0","0","3","0","0","103491"
"ウィッチカチューシャ","0","0","0","0","0","0","6.7","0","1.4","0","30","魔法帽子","0","0","0","0","3","0","0","103521"
"ウィッチハット","0","0","0","0","0","0","8.7","0","2","0","38.4","魔法帽子","0","0","0","0","3","0","0","103522"
"オパールイヤリング","11","0","0","0","30","0","0","0","0","1","0","攻撃アクセサリ","0","0","0","0","3","0","0","103551"
"鷲獅子の羽飾り","14.7","0","0","0","78.4","0","0","0","0","0.7","0","攻撃アクセサリ","0","0","0","0","3","0","0","103552"
"スカーレットダイヤ","18","0","0","0","0","0","0","0","0","1.4","23.4","攻撃アクセサリ","0","0","0","0","3","0","0","103553"
"エメラルドイヤリング","0","0","0","0","0","0","0","0","1","1","60","防御アクセサリ","0","0","0","0","3","0","0","103581"
"オクタグラムペンダント","8.7","0","0","0","0","0","0","0","1.4","1.7","0","防御アクセサリ","0","0","0","0","3","0","0","103582"
"獅子王の守護","0","0","0","0","0","0","0","0","1.7","1.7","90","防御アクセサリ","0","0","0","0","3","0","0","103583"
"ターコイズイヤリング","0","0","0","0","0","0","10","0","0","0","0","魔法アクセサリ","8.4","0","0","0","3","0","0","103611"
"パールイヤリング","0","5","0","0","0","0","3.4","0","1.7","0","0","魔法アクセサリ","0","0","0","0","3","0","0","103612"
"ソーサラーグラス","0","0","0","0","0","0","13","0","0","0","0","魔法アクセサリ","11.7","0","0","0","3","0","0","103613"
"月桂樹の哀しみ","0","5","0","0","0","0","15.4","0","1","0","0","魔法アクセサリ","0","0","0","0","3","0","0","103614"
"エンジェルブレード","14.6","0","0","0","0","0","0","0","0","0","33","剣","0","0","0","0","4","0","0","104011"
"太陽剣","16","0","0","0","0","0","0","0","0","0","14","剣","3","0","0","0","4","0","0","104012"
"アイスクレイモア","19","0","0","0","0","0.8","0","0","0","0","0","剣","0","0","2","0","4","0","0","104013"
"カオスブレード","19","0","0.4","0","0","0","0","0","0","0","28","剣","0","0","0","0","4","0","0","104014"
"妖蝶の刀","14.6","0","0.4","0","0","0","0","0","0","0","16","刀","0","0","0","0","4","0","0","104041"
"光輝の剣","20.8","0","0","0","0","1.6","0","0","0","0","0","刀","0","0","0","0","4","0","0","104042"
"鷹神の煌剣","21","0","0","0","0","0","0","0","0","0","0","刀","0","0","3","0","4","0","0","104043"
"鳳凰刀","22","0","0","0","20","0","0","0","0","0","0","刀","0","0","2","0","4","0","0","104044"
"プレシャスナイフ","14.6","0","0","0","0","0","0","0","0","0","0","短剣","5","0","0","0","4","0","0","104071"
"プリンセスの懐剣","15","0","0","0","60","0","0","0","0","0","10","短剣","0","0","0","0","4","0","0","104072"
"ダークマターエッジ","16","0","0","0","30","0","0","0","1","0","0","短剣","0","0","0","0","4","0","0","104073"
"ユニコーンナイフ","16.8","0","0","0","30","0","0","0","0","0","20","短剣","0","0","0","0","4","0","1","104074"
"火焔のガントレット","14.6","0","0","0","0","0","0","0","0","0","0","ナックル","5","0","0","0","4","0","0","104101"
"獅子王のガントレット","22.2","0","0","0","0","1.8","0","0","0","0","0","ナックル","0","0","2","0","4","0","0","104102"
"ブリザードクロー","18","0","0","0","0","0","0","1","0","0","0","ナックル","0","0","2","0","4","0","0","104103"
"蒼雷拳","20","0","0","0","0","0","0","0","0.8","0","0","ナックル","0","0","2","0","4","0","0","104104"
"雷光弓","14.6","0","0","0","0","0","0","0","0.8","0","0","弓","0","0","0","0","4","0","0","104131"
"エンジェルボウ","15","0","0","0","24","0.8","0","0","0.8","0","0","弓","0","0","0","0","4","0","0","104132"
"アルテミスボウ","15","0","0","0","0","0","0","0","1.2","0","0","弓","0","0","3","0","4","0","0","104133"
"精霊樹の弓","16","0","0","0","12","0","0","0","0.8","0","0","弓","0","0","0","0","4","0","1","104134"
"緋竜槍","12.8","0","0","0","0","0","0","0","0","1.2","0","槍","0","0","0","0","4","0","0","104161"
"クイーンビースピア","13.6","0","0","0","0","0","0","0","0.4","1","0","槍","0","0","0","0","4","0","0","104162"
"ストームブリンガー","17","0","0","0","0","0","0","0","0.4","0.6","0","槍","0","0","1","0","4","0","0","104163"
"ガイアバルディッシュ","16","0","0","0","0","0.6","0","0","0.4","0.6","0","槍","0","0","0","0","4","0","0","104164"
"紫龍斧","18.2","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","4","0","0","104191"
"ヘルファイアアックス","19.4","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","4","0","0","104192"
"戦女王の烈斧","22.8","0","0","0","0","0","0","0","0","0","0","斧","0","0","0","0","4","0","0","104193"
"アクアスラッシャー","24","0","0","0","0","0","0","0","0","0","0","斧","0","0","2","0","4","0","0","104194"
"フューリーロッド","0","0","0","0","0","0","18.2","0","0","0","0","攻撃杖","0","0","0","0","4","0","0","104221"
"太陽のロッド","0","0","0.2","0","0","0","18.4","0","0","0","0","攻撃杖","0","0","0","0","4","0","0","104222"
"司法神の錫杖","0","0","0","0","0","0","20.8","0","0","0","0","攻撃杖","0","0","0","0","4","1","0","104223"
"ハイデビルズワンド","0","0","0.2","0","20","0","21.6","0","0","0","0","攻撃杖","0","0","0","0","4","1","0","104224"
"月華杖","0","0","0","0","0","0","14.6","0","0.8","0","0","回復杖","0","0","0","0","4","0","0","104251"
"生命のロッド","0","3","0","0","0","0","13.4","0","0.8","0","0","回復杖","0","0","0","0","4","0","0","104252"
"フェニックスロッド","0","0","0","0","0","0","15.4","1","0.8","0","0","回復杖","0","0","0","0","4","0","0","104253"
"ハイエンジェルロッド","0","1","0","0","20","0","17.2","0","0.8","0","0","回復杖","0","0","0","0","4","0","0","104254"
"インビジブルドレス","4","0","0","0","0","0","0","0","0.4","0.4","90","軽装鎧","0","0","0","0","4","0","0","104281"
"ミスリルプレート","5","0","0","0","0","0","0","0","0.4","0.6","50","軽装鎧","5","0","0","0","4","0","0","104282"
"クルセイダープレート","7","0","0","0","0","0","0","0","0.8","1","30","軽装鎧","0","0","2","0","4","0","0","104283"
"スカーレットメイル","8.8","0","0","0","0","0","0","0","0.6","0.8","32","軽装鎧","0","0","2","0","4","0","0","104284"
"エンジェルアーマー","0","0","0","0","0","0","0","0","0.8","1","90","重装鎧","0","0","0","0","4","0","0","104311"
"バーミリオンメイル","0","0","0","0","80","0","0","0","0.8","0.8","60","重装鎧","0","0","0","0","4","0","0","104312"
"バイオレットアーマー","0","0","0","0","0","0","0","0","2","0.8","60","重装鎧","0","0","0","0","4","0","0","104313"
"ドラゴニックアーマー","0","0","0.2","0","0","0","0","0","2","1.4","20","重装鎧","0","0","0","0","4","0","0","104314"
"月下の法衣","2","0","0","0","65","0","0","0","0.4","0.4","72","服","0","0","0","0","4","0","0","104341"
"ハーミットクロース","7","0","0","0.2","0","0","0","0","0.6","1","36","服","0","0","0","0","4","0","0","104342"
"蒼天のローブ","9","0","0","0","0","0","0","0","0.4","0.6","40","服","0","0","2","0","4","0","0","104343"
"ダークテラードレス","6","0","0","0","50","0","0","0","0","1.4","40","服","0","0","0","0","4","0","0","104344"
"大魔導師のローブ","0","0","0","0","0","0.8","9.4","0","0.8","0.4","33","魔法服","0","0","0","0","4","0","0","104371"
"聖者のローブ","0","1","0","0","0","0","7.4","0","0.8","0.4","48","魔法服","0","0","0","0","4","0","0","104372"
"翠緑の霊衣","0","0.6","0","0","0","0","5","0","1.2","0.8","40","魔法服","0","0","0","0","4","0","0","104373"
"エンプレスシールド","3.6","0","0.8","0","0","0","0","0","0.8","0.8","33","盾","0","0","0","0","4","0","0","104401"
"ガーディアンシールド","10","0","0.6","0","0","0","0","0","0.8","0.8","0","盾","0","0","0","0","4","0","0","104402"
"パラディングリーブ","1.8","0","0","1.2","0","0","0","0","0.4","0.8","33","靴","0","0","0","0","4","0","0","104431"
"エンジェルブーツ","0","3","0","1","0","0","0","0","0.6","0.6","44","靴","0","0","0","0","4","0","0","104432"
"フェアリアルブーツ","7.6","2","0","1","0","0","0","0","0.6","0","0","靴","0","0","0","0","4","0","0","104433"
"ウィザードブーツ","0","0","0","0","0","0","5.4","0","1.2","0.8","33","魔法靴","0","0","0","0","4","0","0","104461"
"ネクロマンサーブーツ","0","0","0","0","40","0","3","0","2.4","0.2","20","魔法靴","0","0","0","0","4","0","0","104462"
"アクエリアスブーツ","0","0","0","0","0","0","10","0.4","1","0","8","魔法靴","0","0","0","0","4","1.4","0","104463"
"フェザーワルツ","3.6","0","0","0","0","0","0","0","0","0.8","98","兜","0","0","0","0","4","0","0","104491"
"ウィザードフード","0","0","0","0","0","0","7.4","0","1.6","0","33","魔法帽子","0","0","0","0","4","0","0","104521"
"法王のフード","0","0","0","0","0","0","9","0","0.8","0","18","魔法帽子","4","0","0","0","4","1","0","104522"
"福音のティアラ","0","0","0","0","0","0","9","0","1","0.6","20","魔法帽子","0","0","0","0","4","1","0","104523"
"エレメンタルハート","13.2","0","0","0","0","1","0","0","0","0.4","0","攻撃アクセサリ","0","0","2","0","4","0","0","104551"
"太陽のアミュレット","14","2","0","0","0","0","0","0","0.4","0","0","攻撃アクセサリ","0","0","2","0","4","0","0","104552"
"焔帝の指輪","14.8","0","0","0","0","0","0","0","0","0","40","攻撃アクセサリ","0","0","2.4","0","4","0","0","104553"
"猫神のペンダント","10.8","0","0","0.4","0","0","0","0","0","0","0","命中アクセサリ","0","0","1.6","0","4","0","2","104554"
"身代わりのバングル","0","0","0","0","0","1","2","0","1.2","1","26","防御アクセサリ","0","0","0","0","4","0","0","104581"
"月のブレスレット","0","0","0","0","0","0","0","0","1","1.8","60","防御アクセサリ","0","0","0","0","4","0","0","104582"
"聖信徒のペンダント","0","2","0","0","0","0","0","0","1.2","1.2","40","防御アクセサリ","0","0","0","0","4","0","0","104583"
"三日月の嘆き","0","0","0","0","0","1","9.2","0","0","0","10","魔法アクセサリ","3","0","0","0","4","1.2","0","104611"
"竜の涙","0","0","0","0","24","0","14","0","0","0","24","魔法アクセサリ","0","0","0","0","4","1.6","0","104612"
"大賢者の宝珠","0","0","0","0","0","0","16","0","0","0","0","魔法アクセサリ","3.2","0","0","0","4","2","0","104613"
"ライトニングブレード","21","0","0","0","0","0","0","0","0","0","24","剣","0","0","2","0","5","0","0.6","105011"
"天開の聖剣","23","0","0","0","0","0","0","0","0","0","24","剣","0","0","0","0","5","0","0.6","105012"
"罪過の大剣","24","0","0","0","0","0","0","0","0","0","28","剣","1.6","0","0","0","5","0","0","105013"
"神湊剣アクアルーラー","26.4","0","0","0","0","0","0","0","0","0","32","剣","0","0","0.8","0","5","0","0","105014"
"覇王光龍剣","29","0","0","0","0","0","0","0","0","0","12","剣","0","0","2","0","5","0","0","105015"
"星核剣エルツシュナイド","30.6","0","0","0","0","0","0","0","0","0","16","剣","0","0","2.8","0","5","0","0","105016"
"神兎乃大剣","33.4","0","0","0","0","0","0","0","0","0","12","剣","0","0","3.2","0","5","0","0","105017"
"百華白桜刀","23.6","0","0","0","0","0","0","0","0","0","0","刀","0","0","2.4","0","5","0","0.6","105041"
"流禍の蒼刃","24","1.2","0","0","0","0","0","0","0","0","0","刀","0","0","2.4","0","5","0","0","105042"
"妖刀血鴉","25","0","0.4","0","0","0","0","0","0","0","0","刀","0","0","2.8","0","5","0","0","105043"
"焔神刀イグニース","26.8","0","0","0","0","0","0","0","0","0","16","刀","0","0","3.2","0","5","0","0","105044"
"翠風神ノ太刀","24","0","0","0","0","0","0","0","0","0.8","20","刀","0","0","2","0","5","0","0","105045"
"神降りの枝刃刀","30","0","0","0","0","0","0","0","0","0","0","刀","0","0","5","0","5","0","0.4","105046"
"旺鯉乃神刀","34.4","0","0","0","0","0","0","0","0","0","0","刀","0","0","4","0","5","0","0","105047"
"エメラルドダガー","20","0","0","0","30","0","0","0","0","0","24","短剣","0","0","4","0","5","0","0","105071"
"ラヴァエッジ","23","0","0","0","0","0.4","0","0","0","0","8","短剣","0","0","4","0","5","0","0","105072"
"ティルナノーグダガー","24","0","0","0","24","0","0","0","0","0","12","短剣","0","0","3.2","0","5","0","0","105073"
"天雷の双神剣","24.8","0","0","0","0","0","0","0","0","0","22","短剣","1.2","0","4","0","5","0","0","105074"
"天黒剣オブシウス","29.2","0","0","0","0","0","0","0","0","0","0","短剣","0","0","4","0","5","0","0","105075"
"ゲヘナドラグーン","32.2","0","0","0","0","0","0","0","0","0","0","短剣","0","0","2.8","0","5","0","0","105076"
"冥刃・鴉天狗","30.6","0","0","0","0","0","0","0","0","0","0","短剣","0","0","6","0","5","0","0.8","105077"
"ムーンセスタス","24","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","5","0","0.6","105101"
"クリムゾンクロー","26","0","0","0","0","0","0","0","0","0","0","拳","0","0","3.2","0","5","0","0","105102"
"コキュートスネイル","24","0","0","0","0","0","0","0","0","0.6","0","拳","0","0","2.8","0","5","0","0","105103"
"嵐神テンペストギア","24.8","0","0","0","0","0","0","0","0","0.8","0","拳","0","0","3.2","0","5","0","0","105104"
"極闇爪ブラッディハウル","22.2","0","0","0","0","0","0","0","1.2","0","0","拳","0","0","6","0","5","0","0","105105"
"星核拳エルツロア","30.8","0","0","0","0","0","0","0","0","0","0","拳","0","0","6","0","5","0","0","105106"
"通天手甲・犀打ち","26.6","0","0","0","0","0","0","0","0.6","0.8","0","拳","0","0","5.6","0","5","0","0","105107"
"白銀の大翼弓","20","0","0","0","0","0.4","0","0","0.8","0","0","弓","0","0","0.8","0","5","0","0","105131"
"アビスボウ","22","0","0.4","0","0","0","0","0","0.6","0","0","弓","0","0","1.4","0","5","0","0","105132"
"紅天弓","25.2","0","0","0","0","0","0","0","0","0","0","弓","0","0","3","0","5","0","0.6","105133"
"装號弓デウスフォール","26.4","0","0","0","0","0","0","0","0.4","0.4","0","弓","0","0","0","0","5","0","0","105134"
"氷涙弓フリージングティア","27.4","0","0","0","0","0","0","0","0.2","0.6","0","弓","0","0","0","0","5","0","0","105135"
"星核弓エルツボーゲン","27.8","0","0","0","0","0","0","0","0.4","0.8","0","弓","0","0","0","0","5","0","0","105136"
"天穿乃隼弓","32","0","0","0","0","0","0","0","0.4","0","0","弓","0","0","4.4","0","5","0","0","105137"
"ゼロフロストランス","19.6","0","0","0","0","0","0","0","0.4","0.8","0","槍","0","0","2","0","5","0","0","105161"
"ゲイルスティンガー","18.4","0","0","0.4","0","0","0","0","0.6","0.8","0","槍","0","0","0","0","5","0","0","105162"
"護天の聖槍","20.4","0","0","0","0","0","0","0","0.8","0.8","0","槍","0","0","0","0","5","0","0","105163"
"冥神槍ドゥームペイン","22.6","0","0.4","0","0","0","0","0","0.6","0.6","0","槍","0","0","0","0","5","0","0","105164"
