bbc47f77f927962730ce5f4aecbc2834a94eba81487a3885ee33c82159fd7f4b,d2553a2935de1a7e5d03c4f592ef5d4189d3941a49073bf27cd763afef140f5e
"1","1130043"
"0","1130045"
"0","1130046"
"0","1130048"
"1","1130049"
"1","1130050"
"1","1130051"
"1","1130052"
"0","1130053"
"1","1130054"
"0","1130055"
"0","1130056"
"1","1130058"
"1","1130059"
"1","1130060"
"0","1131001"
"0","1131002"
"1","1131003"
"1","1131004"
"0","1131005"
"0","1210001"
"0","1210002"
"1","1210003"
"0","1210004"
"1","1210005"
"0","1210006"
"1","1210009"
"0","1210011"
"0","1210012"
"1","1210013"
"0","1210014"
"1","1210015"
"1","1210016"
"0","1210018"
"0","1210019"
"1","1210020"
"1","1210021"
"0","1210022"
"1","1210024"
"1","1210026"
"0","1210027"
"0","1210028"
"0","1210029"
"1","1210031"
"1","1210033"
"0","1210034"
"1","1210035"
"0","1210036"
"0","1210037"
"1","1210039"
"0","1210040"
"0","1210041"
"0","1210042"
"1","1210043"
"0","1210045"
"0","1210047"
"1","1210048"
"1","1210049"
"0","1210050"
"1","1210052"
"0","1210054"
"1","1210055"
"0","1210057"
"0","1210058"
"1","1210060"
"0","1211001"
"0","1211002"
"1","1211003"
"1","1211004"
"0","1211005"
"1","1220001"
"0","1220003"
"1","1220004"
"0","1220006"
"1","1220008"
"0","1220009"
"1","1220010"
"1","1220012"
"0","1220013"
"1","1220015"
"1","1220016"
"0","1220017"
"1","1220018"
"0","1220019"
"1","1220020"
"0","1220021"
"1","1220023"
"0","1220024"
"0","1220025"
"0","1220026"
"1","1220027"
"0","1220028"
"0","1220029"
"0","1220032"
"0","1220034"
"0","1220035"
"1","1220036"
"1","1220037"
"0","1220038"
"0","1220039"
"1","1220041"
"0","1220043"
"1","1220044"
"0","1220045"
"0","1220046"
"1","1220047"
"0","1220048"
"0","1220049"
"1","1220051"
"1","1220052"
"0","1220054"
"1","1220057"
"0","1220059"
"1","1220060"
"1","1220061"
"1","1221001"
"0","1221002"
"1","1221003"
"0","1221004"
"0","1221005"
"0","1230002"
"0","1230003"
"0","1230004"
"1","1230006"
"0","1230007"
"1","1230008"
"1","1230009"
"0","1230011"
"0","1230012"
"1","1230013"
"0","1230014"
"1","1230017"
"0","1230018"
"1","1230019"
"0","1230020"
"0","1230021"
"1","1230022"
"0","1230023"
"0","1230024"
"1","1230025"
"0","1230027"
"0","1230029"
"0","1230030"
"0","1230033"
"1","1230036"
"1","1230037"
"0","1230038"
"0","1230039"
"1","1230040"
"0","1230041"
"1","1230043"
"0","1230044"
"1","1230046"
"1","1230047"
"0","1230050"
"0","1230051"
"0","1230052"
"1","1230053"
"0","1230054"
"1","1230055"
"0","1230056"
"1","1230057"
"0","1230058"
"0","1230059"
"0","1230061"
"1","1231001"
"0","1231002"
"0","1231003"
"1","1231004"
"0","1231005"
"0","1310001"
"1","1310002"
"0","1310004"
"0","1310005"
"1","1310006"
"0","1310008"
"1","1310009"
"0","1310010"
"1","1310012"
"1","1310014"
"0","1310015"
"0","1310016"
"0","1310017"
"1","1310018"
"1","1310019"
"0","1310020"
"0","1310022"
"1","1310024"
"0","1310025"
"1","1310026"
"0","1310029"
"0","1310030"
"1","1310031"
"1","1310034"
"0","1310036"
"1","1310037"
"0","1310038"
"1","1310040"
"1","1310042"
"0","1310043"
"0","1310044"
"1","1310045"
"1","1310046"
"0","1310047"
"1","1310048"
"1","1310049"
"1","1310050"
"0","1310051"
"0","1310052"
"1","1310053"
"0","1310054"
"1","1310055"
"1","1310058"
"0","1310059"
"1","1310060"
"0","1311001"
"1","1311002"
"1","1311003"
"0","1311004"
"1","1311005"
"1","1320002"
"0","1320004"
"0","1320006"
"1","1320007"
"1","1320008"
"0","1320009"
"1","1320010"
"0","1320011"
"1","1320012"
"1","1320014"
"0","1320017"
"0","1320019"
"1","1320020"
"0","1320022"
"1","1320023"
"0","1320024"
"0","1320025"
"0","1320027"
"0","1320028"
"0","1320029"
"1","1320030"
"1","1320032"
"0","1320034"
"1","1320035"
"0","1320036"
"1","1320037"
"0","1320038"
"1","1320039"
"0","1320040"
"1","1320041"
"1","1320043"
"0","1320044"
"1","1320046"
"0","1320047"
"0","1320049"
"0","1320050"
"1","1320051"
"0","1320053"
"1","1320054"
"1","1320055"
"0","1320056"
"0","1320057"
"1","1320058"
"0","1320060"
"1","1320061"
"0","1321001"
"0","1321002"
"1","1321003"
"0","1321004"
"1","1321005"
"0","1330001"
"1","1330002"
"0","1330005"
"0","1330006"
"1","1330007"
"0","1330008"
"0","1330009"
"1","1330011"
"0","1330012"
"0","1330013"
"0","1330015"
"1","1330016"
"1","1330018"
"1","1330020"
"0","1330021"
"0","1330022"
"0","1330023"
"1","1330024"
"1","1330025"
"1","1330026"
"0","1330027"
"1","1330028"
"0","1330029"
"1","1330031"
"0","1330032"
"1","1330033"
"0","1330034"
"1","1330035"
"1","1330036"
"1","1330039"
"0","1330040"
"1","1330042"
"0","1330043"
"1","1330045"
"0","1330046"
"1","1330047"
"0","1330050"
"1","1330051"
"0","1330052"
"0","1330054"
"1","1330056"
"0","1330057"
"1","1330058"
"0","1330059"
"1","1330061"
"1","1331001"
"0","1331002"
"0","1331003"
"1","1331004"
"0","1331005"
"0","1410001"
"0","1410002"
"1","1410003"
"0","1410004"
"1","1410005"
"0","1410006"
"0","1410007"
"0","1410008"
"1","1410009"
"1","1410010"
"0","1410011"
"1","1410012"
"1","1410013"
"1","1410015"
"1","1410016"
"1","1410019"
"0","1410020"
"0","1410022"
"0","1410024"
"1","1410025"
"0","1410026"
"1","1410027"
"0","1410028"
"0","1410029"
"1","1410030"
"1","1410031"
"1","1410032"
"0","1410033"
"1","1410036"
"0","1410037"
"1","1410038"
"0","1410039"
"1","1410041"
"1","1410043"
"0","1410044"
"0","1410045"
"0","1410047"
"1","1410048"
"0","1410049"
"1","1410051"
"1","1410053"
"0","1410055"
"1","1410056"
"1","1410059"
"1","1410060"
"0","1411001"
"0","1411002"
"0","1411003"
"0","1411004"
"1","1411005"
"0","1420001"
"0","1420002"
"1","1420004"
"1","1420005"
"0","1420007"
"1","1420008"
"1","1420009"
"0","1420010"
"1","1420011"
"1","1420012"
"0","1420013"
"0","1420014"
"1","1420016"
"0","1420017"
"0","1420018"
"1","1420019"
"1","1420020"
"0","1420021"
"0","1420022"
"1","1420026"
"1","1420027"
"0","1420028"
"1","1420029"
"0","1420030"
"1","1420031"
"0","1420033"
"1","1420034"
"1","1420035"
"0","1420036"
"0","1420037"
"0","1420038"
"1","1420041"
"0","1420042"
"0","1420043"
"1","1420044"
"0","1420046"
"1","1420048"
"1","1420049"
"0","1420050"
"0","1420054"
"1","1420055"
"1","1420056"
"0","1420057"
"0","1420059"
"1","1420060"
"1","1421001"
"1","1421002"
"1","1421003"
"0","1421004"
"0","1421005"
"0","1430001"
"1","1430003"
"1","1430004"
"0","1430006"
"0","1430007"
"1","1430008"
"1","1430010"
"0","1430011"
"1","1430013"
"1","1430014"
"0","1430016"
"1","1430017"
"0","1430018"
"1","1430019"
"0","1430020"
"0","1430021"
"1","1430022"
"1","1430023"
"1","1430025"
"0","1430026"
"1","1430027"
"0","1430028"
"1","1430029"
"0","1430030"
"1","1430032"
"0","1430034"
"0","1430037"
"1","1430038"
"1","1430039"
"0","1430040"
"1","1430042"
"0","1430044"
"0","1430046"
"0","1430048"
"1","1430049"
"1","1430050"
"0","1430051"
"0","1430052"
"0","1430055"
"1","1430056"
"1","1430057"
"0","1430058"
"0","1430059"
"1","1430060"
"1","1430061"
"0","1431001"
"1","1431002"
"0","1431003"
"1","1431004"
"0","1431005"
"1","1510001"
"1","1510002"
"0","1510005"
"0","1510006"
"1","1510007"
"1","1510008"
"0","1510010"
"1","1510011"
"1","1510013"
"0","1510014"
"1","1510017"
"1","1510018"
"0","1510019"
"0","1510020"
"1","1510021"
"1","1510022"
"0","1510023"
"1","1510024"
"0","1510025"
"1","1510027"
"1","1510028"
"0","1510030"
"0","1510031"
"1","1510032"
"0","1510033"
"0","1510034"
"1","1510036"
"1","1510037"
"0","1510039"
"0","1510041"
"0","1510043"
"1","1510044"
"1","1510045"
"0","1510046"
"0","1510047"
"1","1510048"
"1","1510049"
"0","1510050"
"1","1510051"
"1","1510053"
"0","1510055"
"1","1510056"
"1","1510058"
"1","1510059"
"1","1510060"
"0","1511001"
"1","1511002"
"0","1511003"
"0","1511004"
"1","1511005"
"1","1520002"
"1","1520004"
"0","1520005"
"1","1520006"
"0","1520007"
"1","1520008"
"1","1520009"
"0","1520011"
"0","1520013"
"1","1520015"
"1","1520016"
"1","1520017"
"0","1520018"
"0","1520019"
"0","1520020"
"0","1520021"
"0","1520023"
"0","1520024"
"1","1520025"
"1","1520026"
"0","1520027"
"1","1520029"
"0","1520031"
"1","1520032"
"0","1520034"
"0","1520035"
"1","1520037"
"0","1520038"
"1","1520039"
"1","1520041"
"0","1520042"
"0","1520043"
"1","1520044"
"1","1520045"
"0","1520047"
"0","1520048"
"0","1520049"
"1","1520050"
"0","1520052"
"1","1520053"
"1","1520054"
"1","1520055"
"1","1520057"
"0","1520058"
"0","1520059"
"0","1521001"
"0","1521002"
"0","1521003"
"1","1521004"
"0","1521005"
"0","1530001"
"1","1530002"
"1","1530003"
"0","1530004"
"0","1530006"
"1","1530007"
"0","1530008"
"0","1530009"
"1","1530010"
"1","1530011"
"0","1530012"
"0","1530013"
"0","1530014"
"0","1530018"
"1","1530019"
"1","1530020"
"1","1530021"
"0","1530022"
"1","1530024"
"0","1530025"
"1","1530026"
"1","1530028"
"1","1530029"
"0","1530030"
"1","1530031"
"0","1530032"
"1","1530034"
"1","1530035"
"1","1530036"
"0","1530037"
"0","1530038"
"0","1530040"
"0","1530041"
"0","1530042"
"1","1530043"
"0","1530045"
"1","1530047"
"0","1530049"
"1","1530050"
"1","1530051"
"0","1530052"
"1","1530054"
"0","1530058"
"0","1530059"
"0","1530060"
"0","1531001"
"0","1531002"
"1","1531003"
"1","1531004"
"0","1531005"
"1","1610001"
"1","1610002"
"0","1610003"
"0","1610004"
"0","1610005"
"1","1610006"
"0","1610007"
"0","1610009"
"1","1610010"
"1","1610013"
"0","1610014"
"1","1610015"
"1","1610018"
"1","1610021"
"0","1610022"
"0","1610023"
"1","1610024"
"1","1610025"
"0","1610026"
"1","1610027"
"0","1610028"
"0","1610029"
"1","1610031"
"1","1610032"
"0","1610033"
"1","1610035"
"1","1610036"
"0","1610037"
"1","1610039"
"1","1610040"
"0","1610041"
"1","1610042"
"1","1610044"
"0","1610046"
"1","1610047"
"1","1610048"
"0","1610049"
"0","1610050"
"1","1610051"
"1","1610053"
"0","1610054"
"0","1610056"
"1","1610058"
"1","1610059"
"1","1610060"
"1","1611001"
"0","1611002"
"0","1611003"
"1","1611004"
"0","1611005"
"1","1620001"
"0","1620002"
"1","1620003"
"1","1620004"
"0","1620005"
"1","1620006"
"1","1620008"
"0","1620009"
"1","1620010"
"0","1620011"
"1","1620012"
"0","1620013"
"0","1620014"
"1","1620015"
"1","1620017"
"0","1620018"
"0","1620019"
"0","1620020"
"0","1620022"
"1","1620023"
"1","1620025"
"1","1620026"
"1","1620028"
"1","1620029"
"1","1620032"
"1","1620033"
"0","1620034"
"0","1620035"
"1","1620036"
"0","1620039"
"1","1620040"
"0","1620041"
"0","1620042"
"0","1620044"
"1","1620047"
"1","1620048"
"0","1620049"
"1","1620050"
"0","1620051"
"1","1620052"
"0","1620054"
"1","1620057"
"0","1620058"
"1","1620059"
"1","1620060"
"0","1621001"
"0","1621002"
"1","1621003"
"1","1621004"
"1","1621005"
"0","1630001"
"1","1630003"
"1","1630004"
"0","1630006"
"0","1630007"
"1","1630010"
"1","1630011"
"0","1630012"
"0","1630014"
"0","1630015"
"1","1630016"
"0","1630018"
"1","1630020"
"0","1630021"
"1","1630022"
"1","1630023"
"0","1630026"
"1","1630027"
"1","1630028"
"0","1630029"
"1","1630030"
"0","1630031"
"0","1630033"
"1","1630034"
"0","1630035"
"0","1630036"
"1","1630038"
"0","1630039"
"1","1630040"
"1","1630041"
"1","1630043"
"1","1630044"
"0","1630045"
"0","1630047"
"1","1630048"
"0","1630051"
"1","1630052"
"0","1630053"
"1","1630054"
"0","1630055"
"1","1630057"
"1","1630058"
"0","1630059"
"1","1630060"
"1","1630061"
"0","1631001"
"1","1631002"
"1","1631003"
"0","1631004"
"0","1631005"
