4ff7b1d6c1ca5686da017d9553a7157883eb27c83151ae53ae523b155f53441c,c0ca60b856c588204450148c8322792bd24c8bc5afd52f62f4b3a8c1a302d77c,df6375d52338711e23a3613e2443a1b9a92162c976eb4620ecbfee668323d394,b1c9b20c2a85865dfcec1cd68333d78f7b602c9f668fdf1668489c368a0bbcb4,8f83865a5d2350fc8687364ee53e95c80eed64eb7c3976057e22bacb923aee23,0e7aa044648a91ba7550e89cd325e388515e37fae725ad3a02230e8e29d00484,6953b35cb5d63afcca04cc122d55d1e2f00dcd59758ab559da21ee150c70bb10,1c4e952ccafb4634b6fdf18134fcee923e03c96ddce64638e16266f8e284656d,2bf248728ed6650d6203734dc638d2e7168d73273af99a7fcdfdf5d00c4ed95b,60e50ac61c901c0e356805ce34f634897005018a8d3ae5ca33415cb1338e64c4,83416f619258bc691f585572cab7453047e20242c4991f9d039dd1613c69953f,0c2c34a60a69dbc7064b09bc49f437cf36187e3cf8625396a603f7ae05978cde,e9602d2680e39048b4fa37e50dc7abf33adc2d38c817ea1b80d7536772db4c1a,6c55f0387351900d58de72607fb1fa5dfae819dc8274b13feaed93021f5ecdcf,c0a69aeed1618f2bf6492fd0c66b560656f6d0dc245a82202ef4040dd336942a,3f55d3332b1312b96b2c90b0496f25f72c39e177499614c7ac93764008192bc2
"1","201","2019/01/14 14:59:59","1","0","0","2018/12/31 12:00:00","0","bgm_M182","180","bgm_M182","1","0","10010101","神殿への参道","10010"
"0","201","2019/01/14 14:59:59","1","0","0","2018/12/31 12:00:00","0","bgm_M182","0","bgm_M182","1","0","10010201","神殿への参道","10010"
"0","201","2019/02/14 14:59:59","1","0","0","2019/01/31 12:00:00","0","bgm_M189","0","bgm_M189","1","0","10011101","王都ランドソル","10011"
"110","201","2019/02/14 14:59:59","2","0","0","2019/01/31 12:00:00","0","bgm_M189","0","bgm_M189","1","0","10011102","キッチンスタジアム","10011"
"0","201","2019/02/14 14:59:59","1","0","0","2019/01/31 12:00:00","0","bgm_M189","0","bgm_M189","1","0","10011201","キッチンスタジアム","10011"
"115","201","2019/03/14 14:59:59","1","0","0","2019/02/28 12:00:00","0","bgm_M206","0","bgm_M206","1","0","10012101","王都ランドソル","10012"
"0","201","2019/03/14 14:59:59","1","0","0","2019/02/28 12:00:00","0","bgm_M206","0","bgm_M206","1","0","10012201","王都ランドソル","10012"
"110","201","2019/04/12 20:59:59","1","0","0","2019/03/31 12:00:00","0","bgm_M215","0","bgm_M215","1","0","10013101","ガストロス山","10013"
"0","201","2019/04/12 20:59:59","2","1","202","2019/03/31 12:00:00","208","bgm_M215","0","bgm_M215","1","11","10013102","光の裂け目","10013"
"0","201","2019/04/12 20:59:59","1","0","0","2019/03/31 12:00:00","0","bgm_M215","0","bgm_M215","1","0","10013201","光の裂け目","10013"
"0","201","2019/04/22 20:59:59","1","0","0","2019/04/15 12:00:00","0","bgm_M32","0","bgm_M32","1","0","10014101","タルグム地方","10014"
"0","201","2019/04/22 20:59:59","0","0","0","2019/04/15 12:00:00","0","bgm_M32","0","bgm_M32","1","0","10014201","タルグム地方","10014"
"120","201","2019/05/12 20:59:59","1","0","0","2019/04/30 12:00:00","0","bgm_M223","0","bgm_M223","1","0","10015101","オーエド町","10015"
"0","201","2019/05/12 20:59:59","1","0","0","2019/04/30 12:00:00","0","bgm_M223","0","bgm_M223","1","0","10015201","オーエド町","10015"
"0","201","2019/05/22 20:59:59","0","0","0","2019/05/15 12:00:00","0","bgm_M98_2","0","bgm_M98","1","0","10016101","マシーナ地方","10016"
"0","201","2019/05/22 20:59:59","0","0","0","2019/05/15 12:00:00","0","bgm_M98_2","0","bgm_M98","1","0","10016201","マシーナ地方","10016"
"70","201","2019/06/14 20:59:59","1","0","0","2019/05/31 12:00:00","0","bgm_M228","0","bgm_M228","1","0","10017101","ランドソル近郊","10017"
"0","201","2019/06/14 20:59:59","2","0","0","2019/05/31 12:00:00","0","bgm_M228","0","bgm_M228","1","0","10017102","郊外の村","10017"
"0","201","2019/06/14 20:59:59","1","0","0","2019/05/31 12:00:00","0","bgm_M228","0","bgm_M228","1","0","10017201","郊外の村","10017"
"0","201","2019/06/22 20:59:59","0","0","0","2019/06/15 12:00:00","0","bgm_M106","0","bgm_M106","1","0","10018101","ランドソル郊外","10018"
"0","201","2019/06/22 20:59:59","0","0","0","2019/06/15 12:00:00","0","bgm_M106","0","bgm_M106","1","0","10018201","ランドソル郊外","10018"
"100","201","2019/07/14 20:59:59","1","0","0","2019/06/30 12:00:00","0","bgm_M237","0","bgm_M237","1","12","10019101","サンレインビーチ","10019"
"0","201","2019/07/14 20:59:59","0","0","0","2019/06/30 12:00:00","0","bgm_M237","0","bgm_M237","1","0","10019201","サンレインビーチ","10019"
"0","201","2019/07/22 20:59:59","0","0","0","2019/07/15 12:00:00","0","bgm_M112","0","bgm_M112","1","0","10020101","タパスビーチ周辺","10020"
"0","201","2019/07/22 20:59:59","0","0","0","2019/07/15 12:00:00","0","bgm_M112","0","bgm_M112","1","0","10020201","タパスビーチ周辺","10020"
"150","201","2019/08/13 20:59:59","0","0","0","2019/07/31 12:00:00","0","bgm_M245_02","0","bgm_M245","1","0","10021101","マホマホ王国避暑地？","10021"
"0","201","2019/08/13 20:59:59","0","0","0","2019/07/31 12:00:00","0","bgm_M245_02","0","bgm_M245","1","0","10021201","マホマホ王国避暑地？","10021"
"0","201","2019/08/22 20:59:59","0","0","0","2019/08/15 12:00:00","0","bgm_M121","0","bgm_M121","1","0","10022101","イルシオンの孤島","10022"
"0","201","2019/08/22 20:59:59","0","0","0","2019/08/15 12:00:00","0","bgm_M121","0","bgm_M121","1","0","10022201","イルシオンの孤島","10022"
"70","201","2019/09/14 20:59:59","1","0","0","2019/08/31 12:00:00","0","bgm_M254","0","bgm_M254","1","0","10023101","聖テレサ女学院","10023"
"0","201","2019/09/14 20:59:59","0","0","0","2019/08/31 12:00:00","0","bgm_M254","0","bgm_M254","1","0","10023201","聖テレサ女学院","10023"
"0","201","2019/09/23 20:59:59","0","0","0","2019/09/16 12:00:00","0","bgm_M128","0","bgm_M128","1","0","10024101","王都ランドソル","10024"
"0","201","2019/09/23 20:59:59","0","0","0","2019/09/16 12:00:00","0","bgm_M128","0","bgm_M128","1","0","10024201","王都ランドソル","10024"
"0","201","2019/10/14 20:59:59","1","0","0","2019/09/30 12:00:00","0","bgm_M265_Top","0","bgm_M265","1","0","10025101","テラーハウス周辺","10025"
"0","201","2019/10/14 20:59:59","2","1","202","2019/09/30 12:00:00","0","bgm_M265_Top","0","bgm_M265","1","0","10025102","ゴーストグレイヴ","10025"
"0","201","2019/10/14 20:59:59","1","0","0","2019/09/30 12:00:00","0","bgm_M265_Top","0","bgm_M265","1","0","10025201","ゴーストグレイヴ","10025"
"0","201","2019/10/23 20:59:59","1","0","0","2019/10/16 12:00:00","0","bgm_M135","0","bgm_M135","1","0","10026101","ランドソル郊外","10026"
"0","201","2019/10/23 20:59:59","2","1","202","2019/10/16 12:00:00","208","bgm_M29","80","bgm_M29","1","0","10026102","霊界","10026"
"0","201","2019/10/23 20:59:59","3","1","202","2019/10/16 12:00:00","209","bgm_M135","0","bgm_M135","1","1","10026103","ランドソル中央部","10026"
"0","201","2019/10/23 20:59:59","1","0","0","2019/10/16 12:00:00","0","bgm_M135","0","bgm_M135","1","31","10026201","ランドソル郊外","10026"
"90","201","2019/11/14 20:59:59","0","0","0","2019/10/31 12:00:00","0","bgm_M273","0","bgm_M273","1","0","10027101","エルピス島 開拓キャンプ一帯","10027"
"0","201","2019/11/14 20:59:59","0","0","0","2019/10/31 12:00:00","0","bgm_M273","0","bgm_M273","1","0","10027201","エルピス島 開拓キャンプ一帯","10027"
"35","201","2019/11/22 20:59:59","0","0","0","2019/11/15 12:00:00","0","bgm_M162","0","bgm_M162","1","0","10028101","ランドソル近郊","10028"
"0","201","2019/11/22 20:59:59","0","0","0","2019/11/15 12:00:00","0","bgm_M162","0","bgm_M162","1","0","10028201","ランドソル近郊","10028"
"0","201","2019/12/14 20:59:59","1","0","0","2019/11/30 12:00:00","0","bgm_M281","0","bgm_M281","1","0","10029101","王都ランドソル 郊外","10029"
"0","201","2019/12/14 20:59:59","2","0","0","2019/11/30 12:00:00","0","bgm_M281","0","bgm_M281","1","11","10029102","王都ランドソル 中央広場","10029"
"0","201","2019/12/14 20:59:59","1","0","0","2019/11/30 12:00:00","0","bgm_M281","0","bgm_M281","1","0","10029201","王都ランドソル 中央広場","10029"
"110","201","2019/12/23 20:59:59","1","0","0","2019/12/16 12:00:00","0","bgm_M171","0","bgm_M171","1","11","10030101","サレンディア救護院","10030"
"0","201","2019/12/23 20:59:59","1","0","0","2019/12/16 12:00:00","0","bgm_M171","0","bgm_M171","1","0","10030201","王都ランドソル","10030"
"30","201","2020/01/14 20:59:59","1","0","0","2019/12/31 12:00:00","0","bgm_M294","0","bgm_M294","1","0","10031101","ギルドレース　１区→２区","10031"
"30","201","2020/01/14 20:59:59","2","0","0","2019/12/31 12:00:00","0","bgm_M294","0","bgm_M294","1","0","10031102","ギルドレース　３区→４区","10031"
"0","201","2020/01/14 20:59:59","1","0","0","2019/12/31 12:00:00","0","bgm_M294","0","bgm_M294","1","0","10031201","ギルドレース　３区→４区","10031"
"1","201","2020/01/24 20:59:59","1","0","0","2020/01/17 12:00:00","0","bgm_M182","180","bgm_M182","1","0","10032101","神殿への参道","10032"
"0","201","2020/01/24 20:59:59","1","0","0","2020/01/17 12:00:00","0","bgm_M182","0","bgm_M182","1","0","10032201","神殿への参道","10032"
"90","201","2020/02/13 20:59:59","1","0","0","2020/01/31 12:00:00","0","bgm_M316","0","bgm_M316","1","0","10033101","王都ランドソル","10033"
"0","201","2020/02/13 20:59:59","1","0","0","2020/01/31 12:00:00","0","bgm_M316","0","bgm_M316","1","0","10033201","王都ランドソル","10033"
"0","201","2020/02/22 20:59:59","1","0","0","2020/02/15 12:00:00","0","bgm_M189","0","bgm_M189","1","0","10034101","王都ランドソル","10034"
"110","201","2020/02/22 20:59:59","2","0","0","2020/02/15 12:00:00","0","bgm_M189","0","bgm_M189","1","0","10034102","キッチンスタジアム","10034"
"0","201","2020/02/22 20:59:59","1","0","0","2020/02/15 12:00:00","0","bgm_M189","0","bgm_M189","1","0","10034201","キッチンスタジアム","10034"
"70","201","2020/03/21 20:59:59","1","0","0","2020/02/29 12:00:00","0","bgm_M330","0","bgm_M330","1","0","10035101","ランドソル近郊","10035"
"0","201","2020/03/21 20:59:59","0","0","0","2020/02/29 12:00:00","0","bgm_M330","0","bgm_M330","1","0","10035201","ランドソル近郊","10035"
"40","201","2020/03/21 20:59:59","0","0","0","2020/03/12 15:00:00","0","bgm_M341","0","bgm_M341","1","0","10036101","ムーサの町","10036"
"0","201","2020/03/21 20:59:59","0","0","0","2020/03/12 15:00:00","0","bgm_M341","0","bgm_M341","1","0","10036201","ムーサの町","10036"
"115","201","2020/03/24 20:59:59","1","0","0","2020/03/17 12:00:00","0","bgm_M206","0","bgm_M206","1","0","10037101","王都ランドソル","10037"
"0","201","2020/03/24 20:59:59","1","0","0","2020/03/17 12:00:00","0","bgm_M206","0","bgm_M206","1","0","10037201","王都ランドソル","10037"
"45","201","2020/04/14 20:59:59","1","0","0","2020/03/31 12:00:00","0","bgm_M343","0","bgm_M343","1","0","10038101","聖テレサ女学院","10038"
"0","201","2020/04/14 20:59:59","0","0","0","2020/03/31 12:00:00","0","bgm_M343","0","bgm_M343","1","0","10038201","聖テレサ女学院","10038"
"110","201","2020/04/24 20:59:59","1","0","0","2020/04/17 12:00:00","0","bgm_M215","0","bgm_M215","1","0","10039101","ガストロス山","10039"
"0","201","2020/04/24 20:59:59","2","1","202","2020/04/17 12:00:00","208","bgm_M215","0","bgm_M215","1","11","10039102","光の裂け目","10039"
"0","201","2020/04/24 20:59:59","1","0","0","2020/04/17 12:00:00","0","bgm_M215","0","bgm_M215","1","0","10039201","光の裂け目","10039"
"0","201","2020/05/14 20:59:59","1","0","0","2020/04/30 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10040101","エリザベスパーク","10040"
"0","201","2020/05/14 20:59:59","2","0","0","2020/04/30 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10040102","王都ランドソル","10040"
"0","201","2020/05/14 20:59:59","3","0","0","2020/04/30 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10040103","エリザベスパーク","10040"
"0","201","2020/05/14 20:59:59","1","0","0","2020/04/30 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10040201","エリザベスパーク","10040"
"120","201","2020/05/25 20:59:59","1","0","0","2020/05/18 12:00:00","0","bgm_M223","0","bgm_M223","1","0","10041101","オーエド町","10041"
"0","201","2020/05/25 20:59:59","1","0","0","2020/05/18 12:00:00","0","bgm_M223","0","bgm_M223","1","0","10041201","オーエド町","10041"
"200","201","2020/06/14 20:59:59","0","0","0","2020/05/31 12:00:00","0","bgm_M375","0","bgm_M375","1","0","10042101","不思議の国","10042"
"100","201","2020/06/14 20:59:59","0","0","0","2020/05/31 12:00:00","0","bgm_M375","0","bgm_M375","1","0","10042201","不思議の国","10042"
"100","201","2020/06/23 20:59:59","1","0","0","2020/06/16 12:00:00","0","bgm_M237","0","bgm_M237","1","12","10043101","サンレインビーチ","10043"
"0","201","2020/06/23 20:59:59","0","0","0","2020/06/16 12:00:00","0","bgm_M237","0","bgm_M237","1","0","10043201","サンレインビーチ","10043"
"90","201","2020/07/14 20:59:59","1","0","0","2020/06/30 12:00:00","0","bgm_M380A","0","bgm_M380A","1","0","10044101","ウィッシュビーチ周辺","10044"
"0","201","2020/07/14 20:59:59","2","0","0","2020/06/30 12:00:00","0","bgm_M380B_02","0","bgm_M380B","1","0","10044102","星降る天の川","10044"
"0","201","2020/07/14 20:59:59","0","0","0","2020/06/30 12:00:00","0","bgm_M380B_02","0","bgm_M380B","1","0","10044201","星降る天の川","10044"
"150","201","2020/07/23 20:59:59","0","0","0","2020/07/16 12:00:00","0","bgm_M245_02","0","bgm_M245","1","0","10045101","マホマホ王国避暑地？","10045"
"0","201","2020/07/23 20:59:59","0","0","0","2020/07/16 12:00:00","0","bgm_M245_02","0","bgm_M245","1","0","10045201","マホマホ王国避暑地？","10045"
"122","201","2020/08/14 20:59:59","0","0","0","2020/07/31 12:00:00","0","bgm_M393","0","bgm_M393","1","0","10046101","ビーチボールパーク","10046"
"0","201","2020/08/14 20:59:59","0","0","0","2020/07/31 12:00:00","0","bgm_M393","0","bgm_M393","1","0","10046201","ビーチボールパーク","10046"
"70","201","2020/08/23 20:59:59","1","0","0","2020/08/16 12:00:00","0","bgm_M254","0","bgm_M254","1","0","10047101","聖テレサ女学院","10047"
"0","201","2020/08/23 20:59:59","0","0","0","2020/08/16 12:00:00","0","bgm_M254","0","bgm_M254","1","0","10047201","聖テレサ女学院","10047"
"80","201","2020/09/14 20:59:59","1","0","0","2020/08/31 12:00:00","0","bgm_M403","0","bgm_M403","1","0","10048101","王都ランドソル","10048"
"0","201","2020/09/14 20:59:59","1","0","0","2020/08/31 12:00:00","0","bgm_M403","0","bgm_M403","1","0","10048201","王都ランドソル","10048"
"0","201","2020/09/24 20:59:59","1","0","0","2020/09/17 12:00:00","0","bgm_M265_Top","0","bgm_M265","1","0","10049101","テラーハウス周辺","10049"
"0","201","2020/09/24 20:59:59","2","1","202","2020/09/17 12:00:00","0","bgm_M265_Top","0","bgm_M265","1","0","10049102","ゴーストグレイヴ","10049"
"0","201","2020/09/24 20:59:59","1","0","0","2020/09/17 12:00:00","0","bgm_M265_Top","0","bgm_M265","1","0","10049201","ゴーストグレイヴ","10049"
"128","201","2020/10/14 20:59:59","0","0","0","2020/09/30 12:00:00","0","bgm_M413","0","bgm_M413","1","0","10050101","ハロウィンパーク","10050"
"0","201","2020/10/14 20:59:59","0","0","0","2020/09/30 12:00:00","0","bgm_M413","0","bgm_M413","1","0","10050201","ハロウィンパーク","10050"
"90","201","2020/10/23 20:59:59","0","0","0","2020/10/16 12:00:00","0","bgm_M273","0","bgm_M273","1","0","10051101","エルピス島 開拓キャンプ一帯","10051"
"0","201","2020/10/23 20:59:59","0","0","0","2020/10/16 12:00:00","0","bgm_M273","0","bgm_M273","1","0","10051201","エルピス島 開拓キャンプ一帯","10051"
"90","201","2020/11/14 20:59:59","1","0","0","2020/10/31 12:00:00","0","bgm_M421","0","bgm_M421","1","0","10052101","王都ランドソル","10052"
"0","201","2020/11/14 20:59:59","1","0","0","2020/10/31 12:00:00","0","bgm_M421","0","bgm_M421","1","0","10052201","王都ランドソル","10052"
"70","201","2020/11/21 20:59:59","1","0","0","2020/11/10 12:00:00","0","bgm_M228","0","bgm_M228","1","0","10053101","ランドソル近郊","10053"
"0","201","2020/11/21 20:59:59","2","0","0","2020/11/10 12:00:00","0","bgm_M228","0","bgm_M228","1","0","10053102","郊外の村","10053"
"0","201","2020/11/21 20:59:59","1","0","0","2020/11/10 12:00:00","0","bgm_M228","0","bgm_M228","1","0","10053201","郊外の村","10053"
"60","201","2020/12/14 20:59:59","1","0","0","2020/11/30 12:00:00","0","bgm_M426","0","bgm_M426","1","0","10054101","デビュタント・シャングリ・ラ会場","10054"
"0","201","2020/12/14 20:59:59","1","0","0","2020/11/30 12:00:00","0","bgm_M426","0","bgm_M426","1","0","10054201","デビュタント・シャングリ・ラ会場","10054"
"0","201","2020/12/23 20:59:59","1","0","0","2020/12/16 12:00:00","0","bgm_M281","0","bgm_M281","1","0","10055101","王都ランドソル 郊外","10055"
"0","201","2020/12/23 20:59:59","2","0","0","2020/12/16 12:00:00","0","bgm_M281","0","bgm_M281","1","11","10055102","王都ランドソル 中央広場","10055"
"0","201","2020/12/23 20:59:59","1","0","0","2020/12/16 12:00:00","0","bgm_M281","0","bgm_M281","1","0","10055201","王都ランドソル 中央広場","10055"
"95","201","2021/01/14 20:59:59","1","0","0","2020/12/31 12:00:00","0","bgm_M435","0","bgm_M435","1","0","10056101","港町・オーマ","10056"
"0","201","2021/01/14 20:59:59","1","0","0","2020/12/31 12:00:00","0","bgm_M435","0","bgm_M435","1","0","10056201","港町・オーマ","10056"
"30","201","2021/01/22 20:59:59","1","0","0","2021/01/15 12:00:00","0","bgm_M294","0","bgm_M294","1","0","10057101","ギルドレース　１区→２区","10057"
"30","201","2021/01/22 20:59:59","2","0","0","2021/01/15 12:00:00","0","bgm_M294","0","bgm_M294","1","0","10057102","ギルドレース　３区→４区","10057"
"0","201","2021/01/22 20:59:59","1","0","0","2021/01/15 12:00:00","0","bgm_M294","0","bgm_M294","1","0","10057201","ギルドレース　３区→４区","10057"
"70","201","2021/02/20 20:59:59","1","0","0","2021/01/31 12:00:00","0","bgm_M442A","0","bgm_M442A","1","0","10058101","ランドソル近郊","10058"
"0","201","2021/02/20 20:59:59","0","0","0","2021/01/31 12:00:00","0","bgm_M442A","0","bgm_M442A","1","0","10058201","ランドソル近郊","10058"
"25","201","2021/02/20 20:59:59","0","0","0","2021/02/10 12:00:00","0","bgm_M442B","0","bgm_M442B","1","0","10059101","エルフの里　清らかな森","10059"
"0","201","2021/02/20 20:59:59","0","0","0","2021/02/10 12:00:00","0","bgm_M442B","0","bgm_M442B","1","0","10059201","エルフの里　清らかな森","10059"
"90","201","2021/02/23 20:59:59","1","0","0","2021/02/16 12:00:00","0","bgm_M316","0","bgm_M316","1","0","10060101","王都ランドソル","10060"
"0","201","2021/02/23 20:59:59","1","0","0","2021/02/16 12:00:00","0","bgm_M316","0","bgm_M316","1","0","10060201","王都ランドソル","10060"
"0","201","2021/03/14 20:59:59","1","0","0","2021/02/28 12:00:00","0","bgm_M451","0","bgm_M451","1","0","10061101","ランドソル近郊","10061"
"0","201","2021/03/14 20:59:59","2","0","0","2021/02/28 12:00:00","0","bgm_M451","0","bgm_M451","1","0","10061102","辺境の地","10061"
"0","201","2021/03/14 20:59:59","0","0","0","2021/02/28 12:00:00","0","bgm_M451","0","bgm_M451","1","0","10061201","辺境の地","10061"
"70","201","2021/03/24 20:59:59","1","0","0","2021/03/08 12:00:00","0","bgm_M330","0","bgm_M330","1","0","10062101","ランドソル近郊","10062"
"0","201","2021/03/24 20:59:59","0","0","0","2021/03/08 12:00:00","0","bgm_M330","0","bgm_M330","1","0","10062201","ランドソル近郊","10062"
"40","201","2021/03/24 20:59:59","0","0","0","2021/03/16 15:00:00","0","bgm_M341","0","bgm_M341","1","0","10063101","ムーサの町","10063"
"0","201","2021/03/24 20:59:59","0","0","0","2021/03/16 15:00:00","0","bgm_M341","0","bgm_M341","1","0","10063201","ムーサの町","10063"
"91","201","2021/04/14 20:59:59","1","0","0","2021/03/31 12:00:00","0","bgm_M457","0","bgm_M457","1","0","10064101","聖テレサ女学院 聖学祭会場","10064"
"0","201","2021/04/14 20:59:59","0","0","0","2021/03/31 12:00:00","0","bgm_M457","0","bgm_M457","1","0","10064201","聖テレサ女学院 聖学祭会場","10064"
"45","201","2021/04/25 20:59:59","1","0","0","2021/04/18 12:00:00","0","bgm_M343","0","bgm_M343","1","0","10065101","聖テレサ女学院","10065"
"0","201","2021/04/25 20:59:59","0","0","0","2021/04/18 12:00:00","0","bgm_M343","0","bgm_M343","1","0","10065201","聖テレサ女学院","10065"
"90","201","2021/05/14 20:59:59","1","0","0","2021/04/30 12:00:00","0","bgm_M467","0","bgm_M467","1","0","10066101","異時間軸のランドソル","10066"
"0","201","2021/05/14 20:59:59","2","0","0","2021/04/30 12:00:00","0","bgm_M467","0","bgm_M467","1","0","10066102","タイムトンネル","10066"
"0","201","2021/05/14 20:59:59","0","0","0","2021/04/30 12:00:00","0","bgm_M467","0","bgm_M467","1","0","10066201","タイムトンネル","10066"
"0","201","2021/05/25 20:59:59","1","0","0","2021/05/18 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10067101","エリザベスパーク","10067"
"0","201","2021/05/25 20:59:59","2","0","0","2021/05/18 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10067102","王都ランドソル","10067"
"0","201","2021/05/25 20:59:59","3","0","0","2021/05/18 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10067103","エリザベスパーク","10067"
"0","201","2021/05/25 20:59:59","1","0","0","2021/05/18 12:00:00","0","bgm_M351","0","bgm_M351","1","0","10067201","エリザベスパーク","10067"
"0","201","2021/06/14 20:59:59","1","0","0","2021/05/31 12:00:00","0","bgm_M478_Lofi","40","bgm_M478","1","0","10068101","おもちゃ工場","10068"
"0","201","2021/06/14 20:59:59","2","0","0","2021/05/31 12:00:00","0","bgm_M478_Lofi","0","bgm_M478","1","0","10068102","王都ランドソル","10068"
"0","201","2021/06/14 20:59:59","0","0","0","2021/05/31 12:00:00","0","bgm_M478_Lofi","0","bgm_M478","1","0","10068201","王都ランドソル","10068"
"200","201","2021/06/25 20:59:59","0","0","0","2021/06/18 12:00:00","0","bgm_M375","0","bgm_M375","1","0","10069101","不思議の国","10069"
"100","201","2021/06/25 20:59:59","0","0","0","2021/06/18 12:00:00","0","bgm_M375","0","bgm_M375","1","0","10069201","不思議の国","10069"
"0","201","2021/07/14 20:59:59","1","0","0","2021/06/30 12:00:00","0","bgm_M486","0","bgm_M486","1","0","10070101","王都ランドソル","10070"
"58","201","2021/07/14 20:59:59","2","0","0","2021/06/30 12:00:00","0","bgm_M486","0","bgm_M486","1","0","10070102","とある無人島","10070"
"0","201","2021/07/14 20:59:59","3","0","0","2021/06/30 12:00:00","0","bgm_M486","0","bgm_M486","1","0","10070103","王都ランドソル","10070"
