b5968f3e4f7b4b6d287342d026c79c7a46c4097f85c043b1c090383ed89218d7,8f1dc7f5448a45269f58d7c5315cbf0fe96fb63884f8a9747579dd23a8f64920,f19e238f8e563fe433a913336cab2ca040915202006ce1fe7aaf0927a9cbefd6,97bd831064b6d03d0669f657d015bd919e666923add3dec5b1bf3baaf57cfdbe,e5fbe4b6df4b00a53e4d95bfaf248cbcafc8f483a1dbb97de0d2dd27e671a8c8,8979b2ea893e2dca7fe3b4910d947703817dbf3407a9e1ef85e2d015dbdf97e3,4244fbbacd3aaa7e420a7e615291283c0d12c7fb632b311c0e34e585ff15aaa6,415c7923ebe00a91b10cd5b2d917c8768fa4aed6912c96cddfacb411fee3613e,5f4601d0b74feb932347eb5f800cb5890fe570d9f11d7dbb21f2889538711006,4d32aa2cc5495cf3c90feb4a940798d439fa18848856e8885587e4010b412ce9,598a44217c41dffbb26323b6865d313bf9c9275ba04611f1d1ecf94feaf5fb30
"23","","","","","se_10053800","","","se_fpc_water_random","302","13020001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","23","1","-180","-850","<unit_id>","302","13020002"
"5","1.75","0","cmn_swm_flutterKick_floatRing_blue","22","1","-180","-850","1","302","13020003"
"31","1","","","-850","1","1","-180","1","302","13020004"
"91","","","","","0","","","0","302","13020005"
"2","","","","-180","<unit_id>","","10","1050","302","13020006"
"2","","","","-180","1","","10","1050","302","13020007"
"33","","","","-180","1","","10","1050","302","13020008"
"23","","","","","se_10053800","","","se_fpc_water_random","303","13030001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","23","1","-180","-850","<unit_id>","303","13030002"
"5","1.75","0","cmn_swm_flutterKick_floatRing","22","1","-180","-850","1","303","13030003"
"31","1","","","-850","1","1","-180","1","303","13030004"
"91","","","","","0","","","0","303","13030005"
"2","","","","-180","<unit_id>","","10","1050","303","13030006"
"2","","","","-180","1","","10","1050","303","13030007"
"33","","","","-180","1","","10","1050","303","13030008"
"23","","","","","se_10053800","","","se_fpc_water_random","351","13510001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","23","1","-180","-850","<unit_id>","351","13510002"
"5","1.75","0","cmn_swm_flutterKick_floatBoad","22","1","-180","-850","1","351","13510003"
"31","1","","","-850","1","1","-180","1","351","13510004"
"91","","","","","0","","","0","351","13510005"
"2","","","","-180","<unit_id>","","10","1050","351","13510006"
"2","","","","-180","1","","10","1050","351","13510007"
"33","","","","-180","1","","10","1050","351","13510008"
"23","","","","","se_10053800","","","se_fpc_water_random","352","13520001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","23","1","-180","-850","<unit_id>","352","13520002"
"5","1.75","0","cmn_swm_flutterKick_floatBoad_blue","22","1","-180","-850","1","352","13520003"
"31","1","","","-850","1","1","-180","1","352","13520004"
"91","","","","","0","","","0","352","13520005"
"2","","","","-180","<unit_id>","","10","1050","352","13520006"
"2","","","","-180","1","","10","1050","352","13520007"
"33","","","","-180","1","","10","1050","352","13520008"
"23","","","","","se_10053800","","","se_fpc_water_random","401","14010001"
"1","1.75","0","cmn_float","22","1","-180","-850","<unit_id>","401","14010002"
"31","1","","","-850","6","1","-180","6","401","14010003"
"91","","","","","0","","","0","401","14010004"
"2","","","","-180","<unit_id>","","10","1050","401","14010005"
"33","","","","-180","6","","10","1050","401","14010006"
"23","","","","","se_10053800","","","se_fpc_water_random","402","14020001"
"1","1.75","0","cmn_float_4","22","1","-180","-850","<unit_id>","402","14020002"
"31","1","","","-850","6","1","-180","6","402","14020003"
"91","","","","","0","","","0","402","14020004"
"2","","","","-180","<unit_id>","","10","1050","402","14020005"
"33","","","","-180","6","","10","1050","402","14020006"
"23","","","","","se_10053800","","","se_fpc_water_random","451","14510001"
"1","1.75","0","cmn_crawl","22","1","-180","-850","<unit_id>","451","14510002"
"31","1","","","-850","1","1","-180","1","451","14510003"
"91","","","","","0","","","0","451","14510004"
"2","","","","-180","<unit_id>","","10","1050","451","14510005"
"33","","","","-180","1","","10","1050","451","14510006"
"23","","","","","se_10053800","","","se_fpc_water_random","501","15010001"
"1","1.75","0","cmn_surfing","45","1","-250","-850","<unit_id>","501","15010002"
"5","1.75","0","cmn_surfing","44","6","-250","-850","6","501","15010003"
"31","1","","","-850","11","1","-250","11","501","15010004"
"91","","","","","0","","","0","501","15010005"
"2","","","","-250","<unit_id>","","6","1800","501","15010006"
"2","","","","-250","6","","6","1800","501","15010007"
"33","","","","-250","11","","6","1800","501","15010008"
"23","","","","","se_10053800","","","se_10053800_surfing_wave","501","15010009"
"23","","","","","se_10053800","","","se_fpc_water_random","851","18510001"
"1","1.75","0","cmn_surfing","45","1","-125","-850","107511","851","18510002"
"1","1.75","0","cmn_surfing","45","1","-250","-1100","107611","851","18510003"
"1","1.75","0","cmn_surfing","45","1","-125","-1350","107811","851","18510004"
"5","1.75","0","cmn_surfing","44","6","-125","-850","1","851","18510005"
"5","1.75","0","cmn_surfing","44","6","-250","-1100","2","851","18510006"
"5","1.75","0","cmn_surfing","44","6","-125","-1350","3","851","18510007"
"31","1","","","-850","11","1","-125","1","851","18510008"
"31","1","","","-1100","11","1","-250","2","851","18510009"
"31","1","","","-1350","11","1","-125","3","851","18510010"
"2","","","","-125","107511","","6","2350","851","18510011"
"2","","","","-250","107611","","6","2100","851","18510012"
"2","","","","-125","107811","","6","1850","851","18510013"
"2","","","","-125","1","","6","2350","851","18510014"
"2","","","","-250","2","","6","2100","851","18510015"
"2","","","","-125","3","","6","1850","851","18510016"
"33","","","","-125","1","","6","2350","851","18510017"
"33","","","","-250","2","","6","2100","851","18510018"
"33","","","","-125","3","","6","1850","851","18510019"
"23","","","","","se_10053800","","","se_10053800_surfing_wave","851","18510020"
"93","","","","","0.3","","","","851","18510021"
"21","","","","","vo_fpc","","0","vo_fpc_85101","851","18510022"
"23","","","","","se_10053800","","","se_fpc_water_random","852","18520001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-850","122411","852","18520002"
"1","1.75","0","cmn_swm_flutterKick_floatRing","33","1","-250","-1100","122511","852","18520003"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-1350","122611","852","18520004"
"5","1.75","0","cmn_swm_flutterKick_floatRing","12","1","-125","-850","1","852","18520005"
"5","1.75","0","cmn_swm_flutterKick_floatRing_blue","32","1","-250","-1100","2","852","18520006"
"5","1.75","0","cmn_swm_flutterKick_floatRing_pink","12","1","-125","-1350","3","852","18520007"
"31","1","","","-850","7","1","-125","1","852","18520008"
"31","1","","","-1100","1","1","-250","2","852","18520009"
"31","1","","","-1350","7","1","-125","3","852","18520010"
"2","","","","-125","122411","","10","1750","852","18520011"
"2","","","","-250","122511","","10","1500","852","18520012"
"2","","","","-125","122611","","10","1250","852","18520013"
"2","","","","-125","1","","10","1750","852","18520014"
"2","","","","-250","2","","10","1500","852","18520015"
"2","","","","-125","3","","10","1250","852","18520016"
"33","","","","-125","1","","10","1750","852","18520017"
"33","","","","-250","2","","10","1500","852","18520018"
"33","","","","-125","3","","10","1250","852","18520019"
"23","","","","","se_10053800","","","se_fpc_water_random","853","18530001"
"1","1.75","0","cmn_swm_breastStroke","12","1","-125","-850","117211","853","18530002"
"1","1.75","0","cmn_swm_breastStroke","32","1","-250","-1100","117311","853","18530003"
"1","1.75","0","cmn_swm_breastStroke","12","1","-125","-1350","117411","853","18530004"
"31","1","","","-850","2","1","-125","1","853","18530005"
"31","1","","","-1100","2","1","-250","2","853","18530006"
"31","1","","","-1350","2","1","-125","3","853","18530007"
"2","","","","-125","117211","","10","1750","853","18530008"
"2","","","","-250","117311","","10","1500","853","18530009"
"2","","","","-125","117411","","10","1250","853","18530010"
"33","","","","-125","1","","10","1750","853","18530011"
"33","","","","-250","2","","10","1500","853","18530012"
"33","","","","-125","3","","10","1250","853","18530013"
"23","","","","","se_10053800","","","se_fpc_water_random","854","18540001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-850","122711","854","18540002"
"1","1.75","0","cmn_swm_flutterKick_floatRing","33","1","-250","-1100","122811","854","18540003"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-1350","122911","854","18540004"
"5","1.75","0","cmn_swm_flutterKick_floatBoad","12","1","-125","-850","1","854","18540005"
"5","1.75","0","cmn_swm_flutterKick_floatBoad_blue","32","1","-250","-1100","2","854","18540006"
"5","1.75","0","cmn_swm_flutterKick_floatBoad","12","1","-125","-1350","3","854","18540007"
"31","1","","","-850","7","1","-125","1","854","18540008"
"31","1","","","-1100","1","1","-250","2","854","18540009"
"31","1","","","-1350","7","1","-125","3","854","18540010"
"2","","","","-125","122711","","10","1750","854","18540011"
"2","","","","-250","122811","","10","1500","854","18540012"
"2","","","","-125","122911","","10","1250","854","18540013"
"2","","","","-125","1","","10","1750","854","18540014"
"2","","","","-250","2","","10","1500","854","18540015"
"2","","","","-125","3","","10","1250","854","18540016"
"33","","","","-125","1","","10","1750","854","18540017"
"33","","","","-250","2","","10","1500","854","18540018"
"33","","","","-125","3","","10","1250","854","18540019"
"23","","","","","se_10053800","","","se_fpc_water_random","855","18550001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-850","113411","855","18550002"
"1","1.75","0","cmn_swm_flutterKick_floatRing","33","1","-250","-1100","113511","855","18550003"
"5","1.75","0","cmn_swm_flutterKick_floatBoad","12","1","-125","-850","1","855","18550004"
"5","1.75","0","cmn_swm_flutterKick_floatBoad_blue","32","1","-250","-1100","2","855","18550005"
"31","1","","","-850","7","1","-125","1","855","18550006"
"31","1","","","-1100","1","1","-250","2","855","18550007"
"2","","","","-125","113411","","10","1750","855","18550008"
"2","","","","-250","113511","","10","1500","855","18550009"
"2","","","","-125","1","","10","1750","855","18550010"
"2","","","","-250","2","","10","1500","855","18550011"
"33","","","","-125","1","","10","1750","855","18550012"
"33","","","","-250","2","","10","1500","855","18550013"
"23","","","","","se_10053800","","","se_fpc_water_random","856","18560001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","110311","856","18560002"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","107711","856","18560003"
"5","1.75","0","cmn_swm_tread_pink","12","1","-125","-850","1","856","18560004"
"5","1.75","0","cmn_swm_tread","32","1","-250","-1100","2","856","18560005"
"31","1","","","-850","13","1","-125","1","856","18560006"
"31","1","","","-1100","3","1","-250","2","856","18560007"
"2","","","","-125","110311","","13.5","1750","856","18560008"
"2","","","","-250","107711","","13.5","1500","856","18560009"
"2","","","","-125","1","","13.5","1750","856","18560010"
"2","","","","-250","2","","13.5","1500","856","18560011"
"33","","","","-125","1","","13.5","1750","856","18560012"
"33","","","","-250","2","","13.5","1500","856","18560013"
"23","","","","","se_10053800","","","se_fpc_water_random","857","18570001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","110411","857","18570002"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","110511","857","18570003"
"1","1.75","0","cmn_swm_tread","13","1","-125","-1350","115711","857","18570004"
"1","1.75","0","cmn_boat_relax","33","1","-250","-1600","110611","857","18570005"
"5","1.75","0","cmn_swm_tread_blue","12","1","-125","-850","1","857","18570006"
"5","1.75","0","cmn_swm_tread","32","1","-250","-1100","2","857","18570007"
"5","1.75","0","cmn_swm_tread_pink","12","1","-125","-1350","3","857","18570008"
"5","1.75","0","cmn_boat_idle_l","32","2","-250","-1600","4","857","18570009"
"31","1","","","-850","13","1","-125","1","857","18570010"
"31","1","","","-1100","3","1","-250","2","857","18570011"
"31","1","","","-1350","13","1","-125","3","857","18570012"
"31","1","","","-1600","116","1","-250","4","857","18570013"
"2","","","","-125","110411","","13.5","1750","857","18570014"
"2","","","","-250","110511","","13.5","1500","857","18570015"
"2","","","","-125","115711","","13.5","1250","857","18570016"
"2","","","","-250","110611","","13.5","1000","857","18570017"
"2","","","","-125","1","","13.5","1750","857","18570018"
"2","","","","-250","2","","13.5","1500","857","18570019"
"2","","","","-125","3","","13.5","1250","857","18570020"
"2","","","","-250","4","","13.5","1000","857","18570021"
"33","","","","-125","1","","13.5","1750","857","18570022"
"33","","","","-250","2","","13.5","1500","857","18570023"
"33","","","","-125","3","","13.5","1250","857","18570024"
"33","","","","-250","4","","13.5","1000","857","18570025"
"23","","","","","se_10053800","","","se_fpc_water_random","858","18580001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","126711","858","18580002"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","126711","858","18580003"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","126811","858","18580004"
"1","1.75","0","cmn_swm_tread","13","1","-125","-1350","108011","858","18580005"
"1","1.75","0","cmn_boat_cat","33","1","-250","-1600","107911","858","18580006"
"5","1.75","0","cmn_swm_tread_pink","12","1","-125","-850","1","858","18580007"
"5","1.75","0","cmn_swm_tread","32","1","-250","-1100","2","858","18580008"
"5","1.75","0","cmn_swm_tread_blue","12","1","-125","-1350","3","858","18580009"
"5","1.75","0","cmn_boat_idle_l","32","2","-250","-1600","4","858","18580010"
"31","1","","","-850","13","1","-125","1","858","18580011"
"31","1","","","-1100","3","1","-250","2","858","18580012"
"31","1","","","-1350","13","1","-125","3","858","18580013"
"31","1","","","-1600","116","1","-250","4","858","18580014"
"2","","","","-125","126711","","13.5","1750","858","18580015"
"2","","","","-250","126811","","13.5","1500","858","18580016"
"2","","","","-125","108011","","13.5","1250","858","18580017"
"2","","","","-250","107911","","13.5","1000","858","18580018"
"2","","","","-125","1","","13.5","1750","858","18580019"
"2","","","","-250","2","","13.5","1500","858","18580020"
"2","","","","-125","3","","13.5","1250","858","18580021"
"2","","","","-250","4","","13.5","1000","858","18580022"
"33","","","","-125","1","","13.5","1750","858","18580023"
"33","","","","-250","2","","13.5","1500","858","18580024"
"33","","","","-125","3","","13.5","1250","858","18580025"
"33","","","","-250","4","","13.5","1000","858","18580026"
"23","","","","","se_10053800","","","se_fpc_water_random","859","18590001"
"1","1.75","0","cmn_surfing","45","1","-125","-850","113111","859","18590002"
"1","1.75","0","cmn_surfing","45","1","-250","-1100","113211","859","18590003"
"1","1.75","0","cmn_surfing","45","1","-125","-1350","113311","859","18590004"
"1","1.75","0","cmn_surfing","45","1","-250","-1600","117011","859","18590005"
"5","1.75","0","cmn_surfing","44","6","-125","-850","1","859","18590006"
"5","1.75","0","cmn_surfing","44","6","-250","-1100","2","859","18590007"
"5","1.75","0","cmn_surfing","44","6","-125","-1350","3","859","18590008"
"5","1.75","0","cmn_surfing","44","6","-250","-1600","4","859","18590009"
"31","1","","","-850","11","1","-125","1","859","18590010"
"31","1","","","-1100","11","1","-250","2","859","18590011"
"31","1","","","-1350","11","1","-125","3","859","18590012"
"31","1","","","-1600","11","1","-250","4","859","18590013"
"2","","","","-125","113111","","6","2350","859","18590014"
"2","","","","-250","113211","","6","2100","859","18590015"
"2","","","","-125","113311","","6","1850","859","18590016"
"2","","","","-250","117011","","6","1600","859","18590017"
"2","","","","-125","1","","6","2350","859","18590018"
"2","","","","-250","2","","6","2100","859","18590019"
"2","","","","-125","3","","6","1850","859","18590020"
"2","","","","-250","4","","6","1600","859","18590021"
"33","","","","-125","1","","6","2350","859","18590022"
"33","","","","-250","2","","6","2100","859","18590023"
"33","","","","-125","3","","6","1850","859","18590024"
"33","","","","-250","4","","6","1600","859","18590025"
"23","","","","","se_10053800","","","se_10053800_surfing_wave","859","18590026"
"93","","","","","0.3","","","","859","18590027"
"21","","","","","vo_fpc","","0","vo_fpc_85901","859","18590028"
"23","","","","","se_10053800","","","se_fpc_water_random","860","18600001"
"1","1.75","0","cmn_boat_relax_l","23","1","-180","-850","110011","860","18600002"
"1","1.75","0","cmn_boat_relax","23","1","-180","-1200","110111","860","18600003"
"5","1.75","0","cmn_boat_idle_blue","22","2","-180","-850","1","860","18600004"
"5","1.75","0","cmn_boat_idle_l","22","2","-180","-1200","2","860","18600005"
"31","1","","","-850","116","1","-180","1","860","18600006"
"31","1","","","-1200","116","1","-180","2","860","18600007"
"2","","","","-180","110011","","13.5","1750","860","18600008"
"2","","","","-180","110111","","13.5","1400","860","18600009"
"2","","","","-180","1","","13.5","1750","860","18600010"
"2","","","","-180","2","","13.5","1400","860","18600011"
"33","","","","-180","1","","13.5","1750","860","18600012"
"33","","","","-180","2","","13.5","1400","860","18600013"
"93","","","","","2.7","","","","860","18600014"
"21","","","","","vo_fpc","","0","vo_fpc_86001","860","18600015"
"23","","","","","se_10053800","","","se_fpc_water_random","861","18610001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","129511","861","18610002"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","129411","861","18610003"
"1","1.75","0","cmn_swm_tread","13","1","-125","-1350","129311","861","18610004"
"5","1.75","0","cmn_swm_tread_pink","12","1","-125","-850","1","861","18610005"
"5","1.75","0","cmn_swm_tread_blue","32","1","-250","-1100","2","861","18610006"
"5","1.75","0","cmn_swm_tread","12","1","-125","-1350","3","861","18610007"
"31","1","","","-850","13","1","-125","1","861","18610008"
"31","1","","","-1100","3","1","-250","2","861","18610009"
"31","1","","","-1350","13","1","-125","3","861","18610010"
"2","","","","-125","129511","","13.5","1750","861","18610011"
"2","","","","-250","129411","","13.5","1500","861","18610012"
"2","","","","-125","129311","","13.5","1250","861","18610013"
"2","","","","-125","1","","13.5","1750","861","18610014"
"2","","","","-250","2","","13.5","1500","861","18610015"
"2","","","","-125","3","","13.5","1250","861","18610016"
"33","","","","-125","1","","13.5","1750","861","18610017"
"33","","","","-250","2","","13.5","1500","861","18610018"
"33","","","","-125","3","","13.5","1250","861","18610019"
"23","","","","","se_10053800","","","se_fpc_water_random","862","18620001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","126711","862","18620002"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","126811","862","18620003"
"5","1.66","0","02_neneka_floatRing","22","21","-180","-1350","21","862","18620004"
"5","1.75","0","cmn_swm_tread","12","1","-125","-850","1","862","18620005"
"5","1.75","0","cmn_swm_tread_blue","32","1","-250","-1100","2","862","18620006"
"31","1","","","-850","13","1","-125","1","862","18620007"
"31","1","","","-1100","3","1","-250","2","862","18620008"
"31","1","","","-1350","102","1","-180","3","862","18620009"
"2","","","","-125","126711","","13.5","1750","862","18620010"
"2","","","","-250","126811","","13.5","1500","862","18620011"
"2","","","","-180","21","","13.5","1250","862","18620012"
"2","","","","-125","1","","13.5","1750","862","18620013"
"2","","","","-250","2","","13.5","1500","862","18620014"
"33","","","","-125","1","","13.5","1750","862","18620015"
"33","","","","-250","2","","13.5","1500","862","18620016"
"33","","","","-180","3","","13.5","1250","862","18620017"
"23","","","","","se_10053800","","","se_fpc_water_random","863","18630001"
"1","1.75","1","cmn_float","22","1","-180","-1100","126911","863","18630002"
"1","1.75","0","cmn_float","12","1","-125","-1350","127011","863","18630003"
"1","1.75","0","cmn_float","22","1","-180","-1600","127111","863","18630004"
"31","1","","","-1070","6","1","-180","2","863","18630005"
"31","1","","","-1350","6","1","-125","3","863","18630006"
"31","1","","","-1600","6","1","-180","4","863","18630007"
"2","","","","-180","126911","","13.5","1500","863","18630008"
"2","","","","-125","127011","","13.5","1250","863","18630009"
"2","","","","-180","127111","","13.5","1000","863","18630010"
"33","","","","-180","2","","13.5","1530","863","18630011"
"33","","","","-125","3","","13.5","1250","863","18630012"
"33","","","","-180","4","","13.5","1000","863","18630013"
"93","","","","","2.3","","","","863","18630014"
"21","","","","","vo_fpc","","0","vo_fpc_86301","863","18630015"
"23","","","","","se_10053800","","","se_fpc_water_random","864","18640001"
"1","1.75","0","cmn_surfing","45","1","-125","-850","107811","864","18640002"
"1","1.75","0","cmn_surfing","45","1","-250","-1100","110011","864","18640003"
"5","1.75","0","cmn_surfing","44","6","-125","-850","1","864","18640004"
"5","1.75","0","cmn_surfing","44","6","-250","-1100","2","864","18640005"
"31","1","","","-850","11","1","-125","1","864","18640006"
"31","1","","","-1100","11","1","-250","2","864","18640007"
"2","","","","-125","107811","","6","2350","864","18640008"
"2","","","","-250","110011","","6","2100","864","18640009"
"2","","","","-125","1","","6","2350","864","18640010"
"2","","","","-250","2","","6","2100","864","18640011"
"33","","","","-125","1","","6","2350","864","18640012"
"33","","","","-250","2","","6","2100","864","18640013"
"23","","","","","se_10053800","","","se_10053800_surfing_wave","864","18640014"
"93","","","","","0.2","","","","864","18640015"
"21","","","","","vo_fpc","","0","vo_fpc_86401","864","18640016"
"23","","","","","se_10053800","","","se_fpc_water_random","865","18650001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-850","110311","865","18650002"
"1","1.75","0","cmn_swm_flutterKick_floatRing","33","1","-250","-1100","113111","865","18650003"
"5","1.75","0","cmn_swm_flutterKick_floatRing_pink","12","1","-125","-850","1","865","18650004"
"5","1.75","0","cmn_swm_flutterKick_floatRing_blue","32","1","-250","-1100","2","865","18650005"
"31","1","","","-850","7","1","-125","1","865","18650006"
"31","1","","","-1100","1","1","-250","2","865","18650007"
"2","","","","-125","110311","","10","1750","865","18650008"
"2","","","","-250","113111","","10","1500","865","18650009"
"2","","","","-125","1","","10","1750","865","18650010"
"2","","","","-250","2","","10","1500","865","18650011"
"33","","","","-125","1","","10","1750","865","18650012"
"33","","","","-250","2","","10","1500","865","18650013"
"23","","","","","se_10053800","","","se_fpc_water_random","866","18660001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-850","113411","866","18660002"
"1","1.75","0","cmn_swm_flutterKick_floatRing","33","1","-250","-1100","115711","866","18660003"
"5","1.75","0","cmn_swm_flutterKick_floatRing_pink","12","1","-125","-850","1","866","18660004"
"5","1.75","0","cmn_swm_flutterKick_floatRing_blue","32","1","-250","-1100","2","866","18660005"
"31","1","","","-850","7","1","-125","1","866","18660006"
"31","1","","","-1100","1","1","-250","2","866","18660007"
"2","","","","-125","113411","","10","1750","866","18660008"
"2","","","","-250","115711","","10","1500","866","18660009"
"2","","","","-125","1","","10","1750","866","18660010"
"2","","","","-250","2","","10","1500","866","18660011"
"33","","","","-125","1","","10","1750","866","18660012"
"33","","","","-250","2","","10","1500","866","18660013"
"23","","","","","se_10053800","","","se_fpc_water_random","867","18670001"
"1","1.75","0","cmn_swm_tread","13","1","-125","-850","113211","867","18670002"
"1","1.75","0","cmn_swm_tread","33","1","-250","-1100","127111","867","18670003"
"5","1.75","0","cmn_swm_tread_pink","12","1","-125","-850","1","867","18670004"
"5","1.75","0","cmn_swm_tread_blue","32","1","-250","-1100","2","867","18670005"
"31","1","","","-850","13","1","-125","1","867","18670006"
"31","1","","","-1100","3","1","-250","2","867","18670007"
"2","","","","-125","113211","","13.5","1750","867","18670008"
"2","","","","-250","127111","","13.5","1500","867","18670009"
"2","","","","-125","1","","13.5","1750","867","18670010"
"2","","","","-250","2","","13.5","1500","867","18670011"
"33","","","","-125","1","","13.5","1750","867","18670012"
"33","","","","-250","2","","13.5","1500","867","18670013"
"23","","","","","se_10053800","","","se_fpc_water_random","868","18680001"
"1","1.75","0","cmn_swm_diving","12","1","-125","-850","117011","868","18680002"
"1","1.75","0","cmn_swm_diving","22","1","-180","-1100","117111","868","18680003"
"31","1","","","-850","9","1","-125","1","868","18680004"
"31","1","","","-1100","9","1","-180","2","868","18680005"
"2","","","","-125","117011","","13.5","1750","868","18680006"
"2","","","","-180","117111","","13.5","1500","868","18680007"
"33","","","","-125","1","","13.5","1750","868","18680008"
"33","","","","-180","2","","13.5","1500","868","18680009"
"23","","","","","se_10053800","","","se_fpc_water_random","869","18690001"
"1","1.75","0","cmn_swm_flutterKick_floatRing","13","1","-125","-850","110511","869","18690002"
"1","1.75","0","cmn_swm_flutterKick_floatRing","33","1","-250","-1100","110011","869","18690003"
"5","1.75","0","cmn_swm_flutterKick_floatBoad","12","1","-125","-850","1","869","18690004"
"5","1.75","0","cmn_swm_flutterKick_floatBoad_blue","32","1","-250","-1100","2","869","18690005"
