924fe7fc2076c0bac015834a5b255890733d1b14a21aefd7b5028801c97ad4a1,f348ab6c187eac8603c6a7d11b87d129fd72f26c79acd1e196dcbd580708d278,05a3fced708b6dc65440faa50d2dd643cef2bccc99c03c7a9fca36f04c735ef4,4e3ff1137f4fbafff97fdf529ed5a5a4d47ac56d805cf775e659a449d210617b,9f46146a8d6934c6878b7dac65e7efd7711c2937e1ce3253d1e5a75419ac47f0,432023712fcbf751c7c233b047d233b1a7084ae78c2018257d508a4a4435b6d5,9c21e9cb2378492cc94dcae31d1398b17d10e72fb5a80152927a500642b8464c,e27946541e04b3d401354387b83d141dd04d8a51683acbcf5117facaeaeb7a1e,c87eda9db280be60b5805f47a1cd6d2aff6bbda6aff5505b96a91cc4b67996f9
"320030306","67","13","122","0.65","2","2","502003303","0"
"320030306","49","-74","123","0.65","3","3","0","0"
"320030307","13","-49","124","0.7","1","1","502003308","0"
"320030307","62","-4","125","0.85","3","2","502003309","0"
"320030307","50","59","126","0.65","2","3","0","0"
"320030308","-10","0","127","1.05","1","1","0","0"
"320030309","-10","-15","128","1.05","1","1","0","0"
"320030310","-45","-85","129","0.43","1","1","0","0"
"320030310","-45","85","130","0.43","2","2","0","0"
"320030406","11","43.5","131","0.7","1","1","502003402","0"
"320030406","67","13","132","0.65","2","2","502003403","0"
"320030406","49","-74","133","0.65","3","3","0","0"
"320030407","13","-49","134","0.7","1","1","502003408","0"
"320030407","62","-4","135","0.85","3","2","502003409","0"
"320030407","50","59","136","0.65","2","3","0","0"
"320030408","-10","0","137","1.05","1","1","0","0"
"320030409","-10","-15","138","1.05","1","1","0","0"
"320030410","-45","-85","139","0.43","1","1","0","0"
"320030410","-45","85","140","0.43","2","2","0","0"
"320030506","11","43.5","141","0.7","1","1","502003502","0"
"320030506","67","13","142","0.65","2","2","502003503","0"
"320030506","49","-74","143","0.65","3","3","0","0"
"320030507","13","-49","144","0.7","1","1","502003508","0"
"320030507","62","-4","145","0.85","3","2","502003509","0"
"320030507","50","59","146","0.65","2","3","0","0"
"320030508","-10","0","147","1.05","1","1","0","0"
"320030509","-10","-15","148","1.05","1","1","0","0"
"320030510","-45","-85","149","0.43","1","1","0","0"
"320030510","-45","85","150","0.43","2","2","0","0"
"320040106","49","-74","151","0.7","1","1","502004103","0"
"320040106","67","13","152","0.85","3","2","502004104","0"
"320040106","11","43.5","153","0.65","2","3","0","0"
"320040107","50","59","154","0.7","1","1","502004107","0"
"320040107","62","-4","155","0.85","3","2","502004109","0"
"320040107","13","-49","156","0.65","2","3","0","0"
"320040108","-10","0","157","0.8","1","1","0","0"
"320040109","20","30","158","0.9","1","1","0","0"
"320040110","-25","20","159","1","1","1","0","0"
"320040206","49","-74","160","0.7","1","1","502004203","0"
"320040206","67","13","161","0.85","3","2","502004204","0"
"320040206","11","43.5","162","0.65","2","3","0","0"
"320040207","50","59","163","0.7","1","1","502004207","0"
"320040207","62","-4","164","0.85","3","2","502004209","0"
"320040207","13","-49","165","0.65","2","3","0","0"
"320040208","-10","0","166","0.8","1","1","0","0"
"320040209","20","30","167","0.9","1","1","0","0"
"320040210","-25","20","168","1","1","1","0","0"
"320040306","49","-74","169","0.7","1","1","502004303","0"
"320040306","67","13","170","0.85","3","2","502004304","0"
"320040306","11","43.5","171","0.65","2","3","0","0"
"320040307","50","59","172","0.7","1","1","502004307","0"
"320040307","62","-4","173","0.85","3","2","502004309","0"
"320040307","13","-49","174","0.65","2","3","0","0"
"320040308","-10","0","175","0.8","1","1","0","0"
"320040309","20","30","176","0.9","1","1","0","0"
"320040310","-25","20","177","1","1","1","0","0"
"320040406","49","-74","178","0.7","1","1","502004403","0"
"320040406","67","13","179","0.85","3","2","502004404","0"
"320040406","11","43.5","180","0.65","2","3","0","0"
"320040407","50","59","181","0.7","1","1","502004407","0"
"320040407","62","-4","182","0.85","3","2","502004409","0"
"320040407","13","-49","183","0.65","2","3","0","0"
"320040408","-10","0","184","0.8","1","1","0","0"
"320040409","20","30","185","0.9","1","1","0","0"
"320040410","-25","20","186","1","1","1","0","0"
"320040506","49","-74","187","0.7","1","1","502004503","0"
"320040506","67","13","188","0.85","3","2","502004504","0"
"320040506","11","43.5","189","0.65","2","3","0","0"
"320040507","50","59","190","0.7","1","1","502004507","0"
"320040507","62","-4","191","0.85","3","2","502004509","0"
"320040507","13","-49","192","0.65","2","3","0","0"
"320040508","-10","0","193","0.8","1","1","0","0"
"320040509","20","30","194","0.9","1","1","0","0"
"320040510","-25","20","195","1","1","1","0","0"
"320050106","40","-74","196","0.7","2","1","502005101","0"
"320050106","67","13","197","1","3","2","502005103","0"
"320050106","11","43.5","198","0.65","1","3","0","0"
"320050107","50","59","199","0.7","2","1","502005106","0"
"320050107","62","30","200","0.9","3","2","502005108","0"
"320050107","13","-49","201","0.65","1","3","0","0"
"320050108","10","5","202","0.75","1","1","0","0"
"320050109","10","-10","203","0.75","1","1","0","0"
"320050110","-25","20","204","1","1","1","0","0"
"320050206","40","-74","205","0.7","2","1","502005201","0"
"320050206","67","13","206","1","3","2","502005203","0"
"320050206","11","43.5","207","0.65","1","3","0","0"
"320050207","50","59","208","0.7","2","1","502005206","0"
"320050207","62","30","209","0.9","3","2","502005208","0"
"320050207","13","-49","210","0.65","1","3","0","0"
"320050208","10","5","211","0.75","1","1","0","0"
"320050209","10","-10","212","0.75","1","1","0","0"
"320050210","-25","20","213","1","1","1","0","0"
"320050306","40","-74","214","0.7","2","1","502005301","0"
"320050306","67","13","215","1","3","2","502005303","0"
"320050306","11","43.5","216","0.65","1","3","0","0"
"320050307","50","59","217","0.7","2","1","502005306","0"
"320050307","62","30","218","0.9","3","2","502005308","0"
"320050307","13","-49","219","0.65","1","3","0","0"
"320050308","10","5","220","0.75","1","1","0","0"
"320050309","10","-10","221","0.75","1","1","0","0"
"320050310","-25","20","222","1","1","1","0","0"
"320050406","40","-74","223","0.7","2","1","502005401","0"
"320050406","67","13","224","1","3","2","502005403","0"
"320050406","11","43.5","225","0.65","1","3","0","0"
"320050407","50","59","226","0.7","2","1","502005406","0"
"320050407","62","30","227","0.9","3","2","502005408","0"
"320050407","13","-49","228","0.65","1","3","0","0"
"320050408","10","5","229","0.75","1","1","0","0"
"320050409","10","-10","230","0.75","1","1","0","0"
"320050410","-25","20","231","1","1","1","0","0"
"320050506","40","-74","232","0.7","2","1","502005501","0"
"320050506","67","13","233","1","3","2","502005503","0"
"320050506","11","43.5","234","0.65","1","3","0","0"
"320050507","50","59","235","0.7","2","1","502005506","0"
"320050507","62","30","236","0.9","3","2","502005508","0"
"320050507","13","-49","237","0.65","1","3","0","0"
"320050508","10","5","238","0.75","1","1","0","0"
"320050509","10","-10","239","0.75","1","1","0","0"
"320050510","-25","20","240","1","1","1","0","0"
"320060106","40","-74","241","0.7","2","1","502006101","0"
"320060106","67","13","242","0.7","3","2","502006103","0"
"320060106","11","43.5","243","0.65","1","3","0","0"
"320060107","50","59","244","0.7","2","1","502006106","0"
"320060107","62","30","245","0.9","3","2","502006108","0"
"320060107","13","-49","246","0.65","1","3","0","0"
"320060108","10","5","247","1","1","1","0","0"
"320060109","10","-10","248","1.2","1","1","0","0"
"320060110","-25","20","249","1","1","1","0","0"
"320060206","40","-74","250","0.7","2","1","502006201","0"
"320060206","67","13","251","0.7","3","2","502006203","0"
"320060206","11","43.5","252","0.65","1","3","0","0"
"320060207","50","59","253","0.7","2","1","502006206","0"
"320060207","62","30","254","0.9","3","2","502006208","0"
"320060207","13","-49","255","0.65","1","3","0","0"
"320060208","10","5","256","1","1","1","0","0"
"320060209","10","-10","257","1.2","1","1","0","0"
"320060210","-25","20","258","1","1","1","0","0"
"320060306","40","-74","259","0.7","2","1","502006301","0"
"320060306","67","13","260","0.7","3","2","502006303","0"
"320060306","11","43.5","261","0.65","1","3","0","0"
"320060307","50","59","262","0.7","2","1","502006306","0"
"320060307","62","30","263","0.9","3","2","502006308","0"
"320060307","13","-49","264","0.65","1","3","0","0"
"320060308","10","5","265","1","1","1","0","0"
"320060309","10","-10","266","1.2","1","1","0","0"
"320060310","-25","20","267","1","1","1","0","0"
"320060406","40","-74","268","0.7","2","1","502006401","0"
"320060406","67","13","269","0.7","3","2","502006403","0"
"320060406","11","43.5","270","0.65","1","3","0","0"
"320060407","50","59","271","0.7","2","1","502006406","0"
"320060407","62","30","272","0.9","3","2","502006408","0"
"320060407","13","-49","273","0.65","1","3","0","0"
"320060408","10","5","274","1","1","1","0","0"
"320060409","10","-10","275","1.2","1","1","0","0"
"320060410","-25","20","276","1","1","1","0","0"
"320060506","40","-74","277","0.7","2","1","502006501","0"
"320060506","67","13","278","0.7","3","2","502006503","0"
"320060506","11","43.5","279","0.65","1","3","0","0"
"320060507","50","59","280","0.7","2","1","502006506","0"
"320060507","62","30","281","0.9","3","2","502006508","0"
"320060507","13","-49","282","0.65","1","3","0","0"
"320060508","10","5","283","1","1","1","0","0"
"320060509","10","-10","284","1.2","1","1","0","0"
"320060510","-25","20","285","1","1","1","0","0"
"320070106","40","-74","286","0.7","2","1","502007101","0"
"320070106","67","43","287","0.7","3","2","502007103","0"
"320070106","11","43.5","288","0.65","1","3","0","0"
"320070107","50","59","289","0.7","2","1","502007106","0"
"320070107","62","30","290","0.9","3","2","502007108","0"
"320070107","13","-49","291","0.65","1","3","0","0"
"320070108","20","5","292","0.9","1","1","0","0"
"320070109","20","0","293","0.9","1","1","0","0"
"320070110","-20","-20","294","1","1","1","0","0"
"320070206","40","-74","295","0.7","2","1","502007201","0"
"320070206","67","43","296","0.7","3","2","502007203","0"
"320070206","11","43.5","297","0.65","1","3","0","0"
"320070207","50","59","298","0.7","2","1","502007206","0"
"320070207","62","30","299","0.9","3","2","502007208","0"
"320070207","13","-49","300","0.65","1","3","0","0"
"320070208","20","5","301","0.9","1","1","0","0"
"320070209","20","0","302","0.9","1","1","0","0"
"320070210","-20","-20","303","1","1","1","0","0"
"320070306","40","-74","304","0.7","2","1","502007301","0"
"320070306","67","43","305","0.7","3","2","502007303","0"
"320070306","11","43.5","306","0.65","1","3","0","0"
"320070307","50","59","307","0.7","2","1","502007306","0"
"320070307","62","30","308","0.9","3","2","502007308","0"
"320070307","13","-49","309","0.65","1","3","0","0"
"320070308","20","5","310","0.9","1","1","0","0"
"320070309","20","0","311","0.9","1","1","0","0"
"320070310","-20","-20","312","1","1","1","0","0"
"320070406","40","-74","313","0.7","2","1","502007401","0"
"320070406","67","43","314","0.7","3","2","502007403","0"
"320070406","11","43.5","315","0.65","1","3","0","0"
"320070407","50","59","316","0.7","2","1","502007406","0"
"320070407","62","30","317","0.9","3","2","502007408","0"
"320070407","13","-49","318","0.65","1","3","0","0"
"320070408","20","5","319","0.9","1","1","0","0"
"320070409","20","0","320","0.9","1","1","0","0"
"320070410","-20","-20","321","1","1","1","0","0"
"320070506","40","-74","322","0.7","2","1","502007501","0"
"320070506","67","43","323","0.7","3","2","502007503","0"
"320070506","11","43.5","324","0.65","1","3","0","0"
"320070507","50","59","325","0.7","2","1","502007506","0"
"320070507","62","30","326","0.9","3","2","502007508","0"
"320070507","13","-49","327","0.65","1","3","0","0"
"320070508","20","5","328","0.9","1","1","0","0"
"320070509","20","0","329","0.9","1","1","0","0"
"320070510","-20","-20","330","1","1","1","0","0"
"320080106","40","-74","331","0.7","2","1","502008101","0"
"320080106","67","43","332","0.9","3","2","502008103","0"
"320080106","11","43.5","333","0.65","1","3","0","0"
"320080107","50","59","334","0.7","2","1","502008106","0"
"320080107","62","30","335","0.9","3","2","502008108","0"
"320080107","13","-49","336","0.65","1","3","0","0"
"320080108","20","5","337","0.8","1","1","0","0"
"320080109","20","0","338","1.1","1","1","0","0"
"320080110","-20","-20","339","1","1","1","0","0"
"320080206","40","-74","340","0.7","2","1","502008201","0"
"320080206","67","43","341","0.9","3","2","502008203","0"
"320080206","11","43.5","342","0.65","1","3","0","0"
"320080207","50","59","343","0.7","2","1","502008206","0"
"320080207","62","30","344","0.9","3","2","502008208","0"
"320080207","13","-49","345","0.65","1","3","0","0"
"320080208","20","5","346","0.8","1","1","0","0"
"320080209","20","0","347","1.1","1","1","0","0"
"320080210","-20","-20","348","1","1","1","0","0"
"320080306","40","-74","349","0.7","2","1","502008301","0"
"320080306","67","43","350","0.9","3","2","502008303","0"
"320080306","11","43.5","351","0.65","1","3","0","0"
"320080307","50","59","352","0.7","2","1","502008306","0"
"320080307","62","30","353","0.9","3","2","502008308","0"
"320080307","13","-49","354","0.65","1","3","0","0"
"320080308","20","5","355","0.8","1","1","0","0"
"320080309","20","0","356","1.1","1","1","0","0"
"320080310","-20","-20","357","1","1","1","0","0"
"320080406","40","-74","358","0.7","2","1","502008401","0"
"320080406","67","43","359","0.9","3","2","502008403","0"
"320080406","11","43.5","360","0.65","1","3","0","0"
"320080407","50","59","361","0.7","2","1","502008406","0"
"320080407","62","30","362","0.9","3","2","502008408","0"
"320080407","13","-49","363","0.65","1","3","0","0"
"320080408","20","5","364","0.8","1","1","0","0"
"320080409","20","0","365","1.1","1","1","0","0"
"320080410","-20","-20","366","1","1","1","0","0"
"320080506","40","-74","367","0.7","2","1","502008501","0"
"320080506","67","43","368","0.9","3","2","502008503","0"
"320080506","11","43.5","369","0.65","1","3","0","0"
"320080507","50","59","370","0.7","2","1","502008506","0"
"320080507","62","30","371","0.9","3","2","502008508","0"
"320080507","13","-49","372","0.65","1","3","0","0"
"320080508","20","5","373","0.8","1","1","0","0"
"320080509","20","0","374","1.1","1","1","0","0"
"320080510","-20","-20","375","1","1","1","0","0"
"320090106","40","-74","376","0.7","2","1","502009101","0"
"320090106","67","13","377","1","3","2","502009103","0"
"320090106","11","43.5","378","0.65","1","3","0","0"
"320090107","50","-68","379","0.7","2","1","502009106","0"
"320090107","62","30","380","0.9","3","2","502009108","0"
"320090107","13","29","381","0.65","1","3","0","0"
"320090108","10","5","382","0.75","1","1","0","0"
"320090109","10","0","383","1","1","1","0","0"
"320090110","-20","-20","384","1","1","1","0","0"
"320090206","40","-74","385","0.7","2","1","502009201","0"
"320090206","67","13","386","1","3","2","502009203","0"
"320090206","11","43.5","387","0.65","1","3","0","0"
"320090207","50","-68","388","0.7","2","1","502009206","0"
"320090207","62","30","389","0.9","3","2","502009208","0"
"320090207","13","29","390","0.65","1","3","0","0"
"320090208","10","5","391","0.75","1","1","0","0"
"320090209","10","0","392","1","1","1","0","0"
"320090210","-20","-20","393","1","1","1","0","0"
"320090306","40","-74","394","0.7","2","1","502009301","0"
"320090306","67","13","395","1","3","2","502009303","0"
"320090306","11","43.5","396","0.65","1","3","0","0"
"320090307","50","-68","397","0.7","2","1","502009306","0"
"320090307","62","30","398","0.9","3","2","502009308","0"
"320090307","13","29","399","0.65","1","3","0","0"
"320090308","10","5","400","0.75","1","1","0","0"
"320090309","10","0","401","1","1","1","0","0"
"320090310","-20","-20","402","1","1","1","0","0"
"320090406","40","-74","403","0.7","2","1","502009401","0"
"320090406","67","13","404","1","3","2","502009403","0"
"320090406","11","43.5","405","0.65","1","3","0","0"
"320090407","50","-68","406","0.7","2","1","502009406","0"
"320090407","62","30","407","0.9","3","2","502009408","0"
"320090407","13","29","408","0.65","1","3","0","0"
"320090408","10","5","409","0.75","1","1","0","0"
"320090409","10","0","410","1","1","1","0","0"
"320090410","-20","-20","411","1","1","1","0","0"
"320090506","40","-74","412","0.7","2","1","502009501","0"
"320090506","67","13","413","1","3","2","502009503","0"
"320090506","11","43.5","414","0.65","1","3","0","0"
"320090507","50","-68","415","0.7","2","1","502009506","0"
"320090507","62","30","416","0.9","3","2","502009508","0"
"320090507","13","29","417","0.65","1","3","0","0"
"320090508","10","5","418","0.75","1","1","0","0"
"320090509","10","0","419","1","1","1","0","0"
"320090510","-20","-20","420","1","1","1","0","0"
"320100106","40","-74","421","0.7","2","1","502010101","0"
"320100106","67","13","422","1","3","2","502010103","0"
"320100106","11","43.5","423","0.65","1","3","0","0"
"320100107","50","-68","424","0.7","2","1","502010106","0"
"320100107","62","30","425","0.9","3","2","502010108","0"
"320100107","13","29","426","0.65","1","3","0","0"
"320100108","60","40","427","0.9","1","1","0","0"
"320100109","10","0","428","1","1","1","0","0"
"320100110","-35","-20","429","1","1","1","0","0"
"320100206","40","-74","430","0.7","2","1","502010201","0"
"320100206","67","13","431","1","3","2","502010203","0"
"320100206","11","43.5","432","0.65","1","3","0","0"
"320100207","50","-68","433","0.7","2","1","502010206","0"
"320100207","62","30","434","0.9","3","2","502010208","0"
"320100207","13","29","435","0.65","1","3","0","0"
"320100208","60","40","436","0.9","1","1","0","0"
"320100209","10","0","437","1","1","1","0","0"
"320100210","-35","-20","438","1","1","1","0","0"
"320100306","40","-74","439","0.7","2","1","502010301","0"
"320100306","67","13","440","1","3","2","502010303","0"
"320100306","11","43.5","441","0.65","1","3","0","0"
"320100307","50","-68","442","0.7","2","1","502010306","0"
"320100307","62","30","443","0.9","3","2","502010308","0"
"320100307","13","29","444","0.65","1","3","0","0"
"320100308","60","40","445","0.9","1","1","0","0"
"320100309","10","0","446","1","1","1","0","0"
"320100310","-35","-20","447","1","1","1","0","0"
"320100406","40","-74","448","0.7","2","1","502010401","0"
"320100406","67","13","449","1","3","2","502010403","0"
"320100406","11","43.5","450","0.65","1","3","0","0"
"320100407","50","-68","451","0.7","2","1","502010406","0"
"320100407","62","30","452","0.9","3","2","502010408","0"
"320100407","13","29","453","0.65","1","3","0","0"
"320100408","60","40","454","0.9","1","1","0","0"
"320100409","10","0","455","1","1","1","0","0"
"320100410","-35","-20","456","1","1","1","0","0"
"320100506","40","-74","457","0.7","2","1","502010501","0"
"320100506","67","13","458","1","3","2","502010503","0"
"320100506","11","43.5","459","0.65","1","3","0","0"
"320100507","50","-68","460","0.7","2","1","502010506","0"
"320100507","62","30","461","0.9","3","2","502010508","0"
"320100507","13","29","462","0.65","1","3","0","0"
"320100508","60","40","463","0.9","1","1","0","0"
"320100509","10","0","464","1","1","1","0","0"
"320100510","-35","-20","465","1","1","1","0","0"
"320110106","40","-74","466","0.7","2","1","502011101","0"
"320110106","67","13","467","1","3","2","502011103","0"
"320110106","11","43.5","468","0.65","1","3","0","0"
"320110107","50","-98","469","0.7","2","1","502011106","0"
"320110107","72","0","470","1.1","3","2","502011108","0"
"320110107","13","49","471","0.65","1","3","0","0"
"320110108","30","-40","472","0.75","1","1","0","0"
"320110109","50","20","473","1.2","1","1","0","0"
"320110110","-35","-20","474","1.1","1","1","0","0"
"320110206","40","-74","475","0.7","2","1","502011201","0"
"320110206","67","13","476","1","3","2","502011203","0"
"320110206","11","43.5","477","0.65","1","3","0","0"
"320110207","50","-98","478","0.7","2","1","502011206","0"
"320110207","72","0","479","1.1","3","2","502011208","0"
"320110207","13","49","480","0.65","1","3","0","0"
"320110208","30","-40","481","0.75","1","1","0","0"
"320110209","50","20","482","1.2","1","1","0","0"
"320110210","-35","-20","483","1.1","1","1","0","0"
"320110306","40","-74","484","0.7","2","1","502011301","0"
"320110306","67","13","485","1","3","2","502011303","0"
"320110306","11","43.5","486","0.65","1","3","0","0"
"320110307","50","-98","487","0.7","2","1","502011306","0"
"320110307","72","0","488","1.1","3","2","502011308","0"
"320110307","13","49","489","0.65","1","3","0","0"
"320110308","30","-40","490","0.75","1","1","0","0"
"320110309","50","20","491","1.2","1","1","0","0"
"320110310","-35","-20","492","1.1","1","1","0","0"
"320110406","40","-74","493","0.7","2","1","502011401","0"
"320110406","67","13","494","1","3","2","502011403","0"
"320110406","11","43.5","495","0.65","1","3","0","0"
"320110407","50","-98","496","0.7","2","1","502011406","0"
"320110407","72","0","497","1.1","3","2","502011408","0"
"320110407","13","49","498","0.65","1","3","0","0"
"320110408","30","-40","499","0.75","1","1","0","0"
"320110409","50","20","500","1.2","1","1","0","0"
"320110410","-35","-20","501","1.1","1","1","0","0"
"320110506","40","-74","502","0.7","2","1","502011501","0"
"320110506","67","13","503","1","3","2","502011503","0"
"320110506","11","43.5","504","0.65","1","3","0","0"
"320110507","50","-98","505","0.7","2","1","502011506","0"
"320110507","72","0","506","1.1","3","2","502011508","0"
"320110507","13","49","507","0.65","1","3","0","0"
"320110508","30","-40","508","0.75","1","1","0","0"
"320110509","50","20","509","1.2","1","1","0","0"
"320110510","-35","-20","510","1.1","1","1","0","0"
