2580e584fafaf87092788947808845f6e9cbd454423b4cea2f4a89af34e178b1,dd4268a45b88e1130182f46cc63568455f0004744a0eedc7c8a6d1a75642a45b,70bf4865e85960850f0c7354406ae49fbe49d40845149c83330854ed6582243c,fe3d34432083a238c1a0802d9842316f5bbe147e520d8b38dbf3a59c6441b516,2710d6bb111aa6ea58ce112fa099d1e580d494085e2462a1e83b1ff3539504b3,2121a21824f9a98b9fb93d7c4d7c2cf35fad3132aed68520257bbc2b70a77cd3,5475410774f87b687d36f012f65952cd74da5f2f63f1fd79b76c74f9c2711571,a356ffd47884044ebf305600ca4e9cc93418115c8e186c8182cc5d030fb38753,482cc218539226912404fa055c0ab81cfd3cbf2e9d4a20b109fcc5e67cbc8f5b,1bf5af2e3684c335091526ba51332a6fcf293c03ed7b114b669a7af59b358846,c7fe314f1c99b20cef6ff79a194cf320abd5ab9cd3d2bcff3cdd301e667822c9,cb40145e2672e0abad41039872f7c4ef9232d2c480c3a93bc6267ccefc23ea58,165c821a1d9e611ec3e9391e6756295a4097c6c44199fbaa8ef1ab21aaf9af4e,b1c5d4eecdfa0015f2cf3753184483573accba0eb205722108f353bb799920ed,3a621729329eed680b9d0987ff5e9021caf4a0a3c4a7f3064cb68968aa341910,7db015f8d636f4590f42895fc0393d2b93f448f1370194cfd21d62eb3fb714b4,a6cf5d59bb1e50e9822310a78f3e8b369ac16d95c717e6903b8150727652937a,b2d49d76deefeb9388052db18abf54d6487fe0c1acd91b240c579e214bed243f,f806a77df33a8daae41593c559c231fbf0919affaf3d417acf5af7396ad83c49
"10039","","1","0","1.5","0","2","90","0","5","50","0","84","0","1","5013322","1","0","610039005"
"10039","","1","0","1.5","0","3","90","0","5","0","0","84","0","1","0","1","0","610039006"
"10040","","1.5","0","5.5","600","1","160","5040321","5","0","610040401","-20","0","1","5040322","2","3","610040004"
"10040","","1.7","0","1.5","0","2","160","0","5","60","0","-35","0","1","5040323","1","0","610040005"
"10040","","1.7","0","1.5","0","3","160","0","5","0","0","-35","0","1","0","1","0","610040006"
"10041","","0.9","0","1.5","600","1","90","0","5","0","610041401","1","0","1","5015321","2","3","610041004"
"10041","","1.3","0","1.5","0","2","90","0","5","42","0","-50","0","1","5015322","1","0","610041005"
"10041","","1.3","0","1.5","0","3","90","0","5","0","0","-50","0","1","0","1","0","610041006"
"10042","","1.7","0","5.5","0","1","160","5042321","5","60","0","-20","6500000","1","5042322","5","0","610042004"
"10042","311100_detail_idle","1.61","0","1.5","600","2","160","0","5","0","610042402","-20","0","1","5042323","2","3","610042005"
"10042","","1.7","0","1.5","0","3","160","0","5","0","0","-20","0","1","0","1","0","610042006"
"10043","","1.25","0","1.5","0","1","90","5019321","5","0","610043401","-50","200","1","5019322","4","0","610043004"
"10043","","1.25","0","1.5","0","2","90","0","5","67","0","-50","0","1","5019323","1","0","610043005"
"10043","","1.25","0","1.5","0","3","90","0","5","0","0","-50","0","1","0","1","0","610043006"
"10044","","1.8","0","1.5","600","1","166","5044321","5","70","0","-54","0","1","5044322","1","3","610044004"
"10044","","1.8","0","1.5","0","2","166","0","5","30","0","-54","0","1","5044323","1","0","610044005"
"10044","","1.8","0","1.5","0","3","166","0","5","0","0","-54","0","1","0","1","0","610044006"
"10045","","1","0","1.5","0","1","90","5021321","5","65","0","0","0","1","5021322","1","0","610045004"
"10045","","1","0","1.5","0","2","90","0","5","0","0","0","30","1","5021323","3","0","610045005"
"10045","","1","0","1.5","0","3","90","0","5","0","0","0","0","1","0","1","0","610045006"
"10046","","1.7","0","5.5","0","1","169","5046321","5","30","0","-35","0","1","5046322","1","0","610046004"
"10046","","1.7","0","1.5","600","2","169","0","5","0","610046402","-15","0","1","5046323","2","3","610046005"
"10046","","1.7","0","1.5","0","3","169","0","5","0","0","-35","0","1","0","1","0","610046006"
"10047","","1.25","0","1.5","0","1","90","5023321","5","75","0","-50","0","1","5023322","1","0","610047004"
"10047","","1.25","0","1.5","0","2","90","0","5","40","0","-50","0","1","5023323","1","0","610047005"
"10047","","1.25","0","1.5","0","3","90","0","5","0","0","-50","0","1","0","1","0","610047006"
"10048","","1.25","0","5.5","0","1","172","5048321","5","35","0","-35","0","1","5048322","1","0","610048004"
"10048","","1.25","0","1.5","600","2","172","0","5","0","610048402","-35","0","1","5048323","2","3","610048005"
"10048","","1.25","0","1.5","0","3","172","0","5","0","0","-35","0","1","0","1","0","610048006"
"10049","","1.25","0","5.5","600","1","90","5025321","5","0","610049401","-50","0","1","5025322","2","3","610049004"
"10049","","1.25","0","1.5","0","2","90","0","5","63","0","-50","0","1","5025323","1","0","610049005"
"10049","","1.25","0","1.5","0","3","90","0","5","0","0","-50","0","1","0","1","0","610049006"
"10050","","1.25","0","5.5","0","1","175","5050321","5","0","610050401","-35","35","1","5050322","3","0","610050004"
"10050","","1.25","0","1.5","0","2","175","0","5","75","0","-35","0","1","5050323","1","0","610050005"
"10050","","1.25","0","1.5","0","3","175","0","5","0","0","-35","0","1","0","1","0","610050006"
"10051","","1.25","0","5.5","600","1","130","5027321","5","80","0","-50","0","1","5027322","1","3","610051004"
"10051","","1.25","0","1.5","600","2","130","0","5","0","610051501","-50","0","1","5027323","2","0","610051005"
"10051","","1.25","0","1.5","0","3","130","0","5","0","0","-50","0","1","0","1","0","610051006"
"10052","","1.7","0","5.5","0","1","178","5052321","5","79","0","-75","0","1","5052322","1","0","610052004"
"10052","","1.7","0","1.5","0","2","178","0","5","36","0","-75","0","1","5052323","1","0","610052005"
"10052","","1.7","0","1.5","0","3","178","0","5","0","0","-75","0","1","0","1","0","610052006"
"10053","","0.9","0","1.5","600","1","133","0","5","0","610053401","50","0","1","5017321","2","3","610053004"
"10053","","1","0","1.5","0","2","133","0","5","69","0","84","0","1","5017322","1","0","610053005"
"10053","","1","0","1.5","0","3","133","0","5","0","0","84","0","1","0","1","0","610053006"
"10054","","1.7","0","5.5","0","1","181","5054321","5","28","0","-75","0","1","5054322","1","0","610054004"
"10054","","1.3","0","1.5","600","2","181","0","5","0","610054402","-40","0","1","5054323","2","0","610054005"
"10054","","1.7","0","1.5","0","3","181","0","5","0","0","-75","0","1","0","1","0","610054006"
"10055","","1.5","0","5.5","600","1","136","5029321","5","0","610055401","0","0","1","5029322","2","3","610055004"
"10055","","1.5","0","1.5","0","2","136","0","5","73","0","0","0","1","5029323","1","0","610055005"
"10055","","1.5","0","1.5","0","3","136","0","5","0","0","0","0","1","0","1","0","610055006"
"10056","","2","0","5.5","600","1","175","5056321","5","80","0","-20","0","1","5056322","1","3","610056004"
"10056","","2","0","1.5","0","2","175","0","5","55","0","-20","0","1","5056323","1","0","610056005"
"10056","","2","0","1.5","0","3","175","0","5","0","0","-20","0","1","0","1","0","610056006"
"10057","","1.25","0","5.5","600","1","139","5031321","5","0","610057401","-50","0","1","5031322","2","3","610057004"
"10057","","1.25","0","1.5","0","2","139","0","5","60","0","-50","0","1","5031323","1","0","610057005"
"10057","","1.25","0","1.5","0","3","139","0","5","0","0","-50","0","1","0","1","0","610057006"
"10058","","1.75","0","5.5","600","1","178","5058321","5","0","610058401","5","35","1","5058322","3","3","610058004"
"10058","","1.75","0","1.5","600","2","178","0","5","68","0","5","0","1","5058323","1","0","610058005"
"10058","","1.75","0","1.5","0","3","178","0","5","0","0","5","0","1","0","1","0","610058006"
"10059","","1.55","0","5.5","600","1","178","5059321","5","75","0","-20","0","1","5059322","1","3","610059004"
"10059","","1.15","0","1.5","600","2","178","0","5","0","610059402","0","0","1","5059323","2","0","610059005"
"10059","","1.55","0","1.5","0","3","178","0","5","0","0","-20","0","1","0","1","0","610059006"
"10060","","1.25","0","5.5","600","1","142","5033321","5","56","0","-50","0","1","5033322","1","3","610060004"
"10060","","1.25","0","1.5","600","2","142","0","5","0","610060402","-50","0","1","5033323","2","0","610060005"
"10060","","1.25","0","1.5","0","3","142","0","5","0","0","-50","0","1","0","1","0","610060006"
"10061","","0.83","0","5.5","600","1","181","5061321","5","0","610061401","-47","0","1","5061322","2","3","610061004"
"10061","","0.83","0","1.5","600","2","181","0","5","80","0","-47","0","1","5061323","1","0","610061005"
"10061","","0.83","0","1.5","0","3","181","0","5","0","0","-47","0","1","0","1","0","610061006"
"10062","","2.5","0","5.5","600","1","145","5035321","5","0","610062401","5","0","1","5035322","2","3","610062004"
"10062","","2.5","0","1.5","600","2","145","0","5","0","610062402","5","0","1","5035323","2","0","610062005"
"10062","","2.5","0","1.5","0","3","145","0","5","0","0","5","0","1","0","1","0","610062006"
"10063","","0.4","0","5.5","600","1","145","5036321","5","73","0","-50","0","1","5036322","1","3","610063004"
"10063","","0.4","0","1.5","600","2","145","0","5","37","0","-50","0","1","5036323","1","0","610063005"
"10063","","0.4","0","1.5","0","3","145","0","5","0","0","-50","0","1","0","1","0","610063006"
"10064","","1.25","0","5.5","600","1","184","5064321","5","67","0","-50","0","1","5064322","1","3","610064004"
"10064","","1.25","0","1.5","600","2","184","0","5","40","0","-50","0","1","5064323","1","0","610064005"
"10064","","1.25","0","1.5","0","3","184","0","5","0","0","-50","0","1","0","1","0","610064006"
"10065","","1.5","0","5.5","600","1","148","5038321","5","0","610065401","-20","0","1","5038322","2","3","610065004"
"10065","310700_detail_idle","2","0","1.5","0","2","148","0","5","67","0","-20","0","1","5038323","1","0","610065005"
"10065","","1.8","0","1.5","0","3","148","0","5","0","0","-20","0","1","0","1","0","610065006"
"10066","","1","0","5.5","600","1","186","5066321","5","94","610066401","-50","9000000","1","5066322","5","3","610066004"
"10066","","1","0","1.5","600","2","186","0","5","0","610066402","-50","0","1","5066323","2","0","610066005"
"10066","","1","0","1.5","0","3","186","0","5","0","0","-50","0","1","0","1","0","610066006"
"10067","","1.5","0","5.5","600","1","151","5040321","5","0","610067401","-20","0","1","5040322","2","3","610067004"
"10067","","1.7","0","1.5","0","2","151","0","5","68","0","-35","0","1","5040323","1","0","610067005"
"10067","","1.7","0","1.5","0","3","151","0","5","0","0","-35","0","1","0","1","0","610067006"
"10068","","1.7","0","5.5","600","1","189","5068321","5","56","0","-47","0","1","5068322","1","3","610068004"
"10068","","1.5","0","1.5","600","2","189","0","5","0","610068402","-47","0","1","5068323","2","0","610068005"
"10068","","1.7","0","1.5","0","3","189","0","5","0","0","-47","0","1","0","1","0","610068006"
"10069","","1.7","0","5.5","0","1","154","5042321","5","72","0","-20","2400000","1","5042322","5","0","610069004"
"10069","311100_detail_idle","1.7","0","1.5","600","2","154","0","5","0","610069402","-20","0","1","5042323","2","3","610069005"
"10069","","1.7","0","1.5","0","3","154","0","5","0","0","-20","0","1","0","1","0","610069006"
"10070","","2","1","5.5","600","1","192","5070321","5","0","610070401","-50","0","1","5070322","2","3","610070004"
"10070","","2","1","1.5","600","2","192","0","5","0","610070402","-50","0","1","5070323","2","0","610070005"
"10070","","2","0","1.5","0","3","192","0","0","0","0","-50","0","1","0","1","0","610070006"
"10071","","1.8","0","1.5","600","1","157","5044321","5","72","0","-54","0","1","5044322","1","3","610071004"
"10071","","1.8","0","1.5","0","2","157","0","5","44","0","-54","0","1","5044323","1","0","610071005"
"10071","","1.8","0","1.5","0","3","157","0","5","0","0","-54","0","1","0","1","0","610071006"
"10072","","1.3","0","5.5","600","1","195","5072321","5","0","610072401","-120","30","1","5072322","3","3","610072004"
"10072","","1","0","1.5","600","2","195","0","5","0","610072402","-80","0","1","5072323","2","0","610072005"
"10072","","1.3","0","1.5","0","3","195","0","5","0","0","-120","0","1","0","1","0","610072006"
"10073","","1.7","0","5.5","0","1","160","5046321","5","60","0","-35","0","1","5046322","1","0","610073004"
"10073","","1.7","0","1.5","600","2","160","0","5","0","610073402","-15","0","1","5046323","2","3","610073005"
"10073","","1.7","0","1.5","0","3","160","0","5","0","0","-35","0","1","0","1","0","610073006"
"10074","","1.18","0","5.5","600","1","198","5074321","5","0","610074401","-30","0","1","5074322","2","3","610074004"
"10074","","1.55","0","1.5","600","2","198","0","5","0","610074402","-30","40","1","5074323","3","0","610074005"
"10074","","1.55","0","1.5","0","3","198","0","5","0","0","-45","0","1","0","1","0","610074006"
"10075","","1.25","0","5.5","0","1","163","5048321","5","71","0","-35","0","1","5048322","1","0","610075004"
"10075","","1.25","0","1.5","600","2","163","0","5","0","610075402","-35","0","1","5048323","2","3","610075005"
"10075","","1.25","0","1.5","0","3","163","0","5","0","0","-35","0","1","0","1","0","610075006"
"10076","","2.2","0","5.5","600","1","200","5076321","5","0","610076401","-40","0","1","5076322","2","3","610076004"
"10076","","2.4","0","1.5","0","2","200","0","5","97","610076402","-40","0","1","5076323","1","0","610076005"
"10076","","2.4","0","1.5","0","3","200","0","5","0","0","-55","0","1","0","1","0","610076006"
"10077","","1.25","0","5.5","0","1","166","5050321","5","0","610077401","-35","35","1","5050322","3","0","610077004"
"10077","","1.25","0","1.5","0","2","166","0","5","49","0","-35","0","1","5050323","1","0","610077005"
"10077","","1.25","0","1.5","0","3","166","0","5","0","0","-35","0","1","0","1","0","610077006"
"10078","","1.55","0","1.5","0","1","203","5078321","5","79","0","-45","0","1","5078322","1","0","610078004"
"10078","","1.55","0","1.5","0","2","203","0","5","0","0","-45","490","1","5078323","4","0","610078005"
"10078","","1.55","0","1.5","0","3","203","0","5","0","0","-45","0","1","0","1","0","610078006"
"10079","","1.7","0","5.5","0","1","169","5052321","5","77","0","-75","0","1","5052322","1","0","610079004"
"10079","","1.7","0","1.5","0","2","169","0","5","47","0","-75","0","1","5052323","1","0","610079005"
"10079","","1.7","0","1.5","0","3","169","0","5","0","0","-75","0","1","0","1","0","610079006"
"10080","","1.4","0","5.5","600","1","206","5080321","5","0","610080401","-70","0","1","5080322","2","3","610080004"
"10080","","1.5","0","1.5","0","2","206","0","5","67","610080402","-70","0","1","5080323","1","0","610080005"
"10080","","1.5","0","1.5","0","3","206","0","5","0","0","-70","0","1","0","1","0","610080006"
"10081","","1.7","0","5.5","0","1","172","5054321","5","48","0","-75","0","1","5054322","1","0","610081004"
"10081","","1.3","0","1.5","600","2","172","0","5","0","610081402","-40","0","1","5054323","2","0","610081005"
"10081","","1.7","0","1.5","0","3","172","0","5","0","0","-75","0","1","0","1","0","610081006"
"10082","","2","0","5.5","600","1","209","5082321","5","0","610082401","-20","20","1","5082322","3","3","610082004"
"10082","","2","0","1.5","0","2","209","0","5","49","0","-20","0","1","5082323","1","0","610082005"
"10082","","2","0","1.5","0","3","209","0","5","0","0","-20","0","1","0","1","0","610082006"
"10083","","2","0","5.5","600","1","172","5056321","5","77","0","-20","0","1","5056322","1","3","610083004"
"10083","","2","0","1.5","0","2","172","0","5","45","0","-20","0","1","5056323","1","0","610083005"
"10083","","2","0","1.5","0","3","172","0","5","0","0","-20","0","1","0","1","0","610083006"
"10084","","1.35","0","5.5","600","1","212","5084321","5","0","610084401","5","0","1","5084322","2","3","610084004"
"10084","","1.35","0","1.5","600","2","212","0","5","0","0","5","10","1","5084323","3","0","610084005"
"10084","","1.35","0","1.5","0","3","212","0","5","0","0","5","0","1","0","1","0","610084006"
"10085","","0.95","0","5.5","600","1","212","5085321","5","0","610085401","-20","0","1","5085322","2","3","610085004"
"10085","","1.2","0","1.5","600","2","212","0","5","75","0","-20","0","1","5085323","1","0","610085005"
"10085","","1.2","0","1.5","0","3","212","0","5","0","0","-20","0","1","0","1","0","610085006"
"10086","","1.75","0","5.5","600","1","172","5058321","5","0","610086401","5","20","1","5058322","3","3","610086004"
"10086","","1.75","0","1.5","600","2","172","0","5","70","0","5","0","1","5058323","1","0","610086005"
"10086","","1.75","0","1.5","0","3","172","0","5","0","0","5","0","1","0","1","0","610086006"
"10087","","1.55","0","5.5","600","1","172","5059321","5","71","0","-20","0","1","5059322","1","3","610087004"
"10087","","1.15","0","1.5","600","2","172","0","5","0","610087402","0","0","1","5059323","2","0","610087005"
"10087","","1.55","0","1.5","0","3","172","0","5","0","0","-20","0","1","0","1","0","610087006"
"10088","","1.4","0","5.5","600","1","215","5088321","5","0","610088401","-70","15","1","5088322","3","3","610088004"
"10088","","1.5","0","1.5","0","2","215","0","5","75","610088402","-70","0","1","5088323","1","0","610088005"
"10088","","1.5","0","1.5","0","3","215","0","5","0","0","-70","0","1","0","1","0","610088006"
"10089","","0.83","0","5.5","600","1","172","5061321","5","0","610089401","-47","0","1","5061322","2","3","610089004"
"10089","","0.83","0","1.5","600","2","172","0","5","60","0","-47","0","1","5061323","1","0","610089005"
"10089","","0.83","0","1.5","0","3","172","0","5","0","0","-47","0","1","0","1","0","610089006"
"10090","","1.18","0","5.5","600","1","218","5090321","5","78","0","-45","0","1","5090322","1","3","610090004"
"10090","","1.18","0","1.5","0","2","218","0","5","0","0","-45","550","1","5090323","4","0","610090005"
"10090","","1.18","0","1.5","0","3","218","0","5","0","0","-45","0","1","0","1","0","610090006"
"10091","","1.25","0","5.5","600","1","172","5064321","5","76","0","-50","0","1","5064322","1","3","610091004"
"10091","","1.25","0","1.5","600","2","172","0","5","50","0","-50","0","1","5064323","1","0","610091005"
"10091","","1.25","0","1.5","0","3","172","0","5","0","0","-50","0","1","0","1","0","610091006"
"10092","","1.4","0","5.5","600","1","220","5092321","5","60","0","-50","0","1","5092322","1","3","610092004"
"10092","","1.15","0","1.5","600","2","220","0","5","0","610092402","-20","0","1","5092323","2","0","610092005"
"10092","","1.4","0","1.5","0","3","220","0","5","0","0","-50","0","1","0","1","0","610092006"
"10093","","1","0","5.5","600","1","172","5066321","5","75","610093401","-50","2500000","1","5066322","5","3","610093004"
"10093","","1","0","1.5","600","2","172","0","5","0","610093402","-50","0","1","5066323","2","0","610093005"
"10093","","1","0","1.5","0","3","172","0","5","0","0","-50","0","1","0","1","0","610093006"
"10094","","2.2","0","5.5","600","1","223","5094321","5","0","610094401","-50","10","1","5094322","3","3","610094004"
"10094","","2.2","0","1.5","0","2","223","0","5","84","0","-50","0","1","5094323","1","0","610094005"
"10094","","2.2","0","1.5","0","3","223","0","5","0","0","-50","0","1","0","1","0","610094006"
"10095","","1.7","0","5.5","600","1","172","5068321","5","66","0","-47","0","1","5068322","1","3","610095004"
"10095","","1.5","0","1.5","600","2","172","0","5","0","610095402","-47","0","1","5068323","2","0","610095005"
"10095","","1.7","0","1.5","0","3","172","0","5","0","0","-47","0","1","0","1","0","610095006"
"10096","","1.3","0","5.5","600","1","226","5096321","5","76","0","-120","0","1","5096322","1","3","610096004"
"10096","","1","0","1.5","600","2","226","0","5","0","610096402","-80","0","1","5096323","2","0","610096005"
"10096","","1.3","0","1.5","0","3","226","0","5","0","0","-120","0","1","0","1","0","610096006"
"10097","","2","1","5.5","600","1","172","5070321","5","0","610097401","-50","0","1","5070322","2","3","610097004"
"10097","","2","1","1.5","600","2","172","0","5","0","610097402","-50","0","1","5070323","2","0","610097005"
"10097","","2","0","1.5","0","3","172","0","0","0","0","-50","0","1","0","1","0","610097006"
"10098","","1.3","0","5.5","600","1","229","5098321","5","0","610098401","-120","0","1","5098322","2","3","610098004"
"10098","","1.1","0","1.5","600","2","229","0","5","0","610098402","-80","0","1","5098323","2","0","610098005"
"10098","","1.3","0","1.5","0","3","229","0","5","0","0","-85","0","1","0","1","0","610098006"
"10099","","1.3","0","5.5","600","1","172","5072321","5","0","610099401","-100","25","1","5072322","3","3","610099004"
"10099","","1","0","1.5","600","2","172","0","5","0","610099402","-80","0","1","5072323","2","0","610099005"
"10099","","1.3","0","1.5","0","3","172","0","5","0","0","-120","0","1","0","1","0","610099006"
"10100","","1.1","0","5.5","600","1","232","5100321","5","0","610100401","-50","0","1","5100322","2","3","610100004"
"10100","","1.5","0","1.5","600","2","232","0","5","70","0","-70","0","1","5100323","1","0","610100005"
"10100","","1.5","0","1.5","0","3","232","0","5","0","610100110","-70","0","1","0","1","0","610100006"
"10101","","1.18","0","5.5","600","1","175","5074321","5","0","610101401","-30","0","1","5074322","2","3","610101004"
"10101","","1.55","0","1.5","600","2","175","0","5","0","610101402","-30","25","1","5074323","3","0","610101005"
"10101","","1.55","0","1.5","0","3","175","0","5","0","0","-45","0","1","0","1","0","610101006"
"10102","","1.25","0","5.5","600","1","235","5102321","5","32","0","-85","0","1","5102322","1","3","610102004"
"10102","","1.1","0","1.5","600","2","235","0","5","0","610102402","-80","0","1","5102323","2","0","610102005"
"10102","","1.25","0","1.5","0","3","235","0","5","0","0","-85","0","1","0","1","0","610102006"
"10103","","2.2","0","5.5","600","1","178","5076321","5","0","610103401","-40","0","1","5076322","2","3","610103004"
"10103","","2.4","0","1.5","0","2","178","0","5","97","610103402","-40","0","1","5076323","1","0","610103005"
"10103","","2.4","0","1.5","0","3","178","0","5","0","0","-55","0","1","0","1","0","610103006"
