28ba37a92251669f40511945f127148d68d363411f20431a3381490b8ed42758,bb8f96b96d5f75c9e0e4ccd145f9f8430172baa41d8a430de573358d1b4e79c9,e9d27c918c9471bf0e00ba6eed03154103ae156bfd26a65a20a6c0cb2464d2a9,676a4a3dfe9b59a7366e508b25e1e30b01ef6736a85af2e3408cea342ea2aee3,dccfadf55132fa2bfc391f970f6d5be48a44932c5e38fcd05b62bb420152d5b0,33a79ec52ac937a16ea7622db79420e13a14595dab89b453cf9b7d02e8342f81,33ce4139336bef47f22f0c4c74a0bd08620499f1ba2ccd2961c1abdb4dec3e91,ac54288dcf2dffb873c60cbd72e875b93f2b49755c2b014d231e8a91b17f5c0a,56fafcdf6df95ba23093afc41f7edd772803069588ef98941d10f905352a1e51,c3d74fbb99715958d34b5fb8978ff24b86dc139866fea445e55b3c55c153f9f5,66d915d8ec031f8cdc9e5231af8baa4f05502697c81bb5561d97504e7c591df5
"","122911","","1","","","0.2","lsv_idle_normal_joyR","1009801","3","1009801026"
"","122711","","1","","","0.2","lsv_talk_normal","1009801","3","1009801027"
"","vo_lsv","","0","","0","","vo_lsv_0122","1009801","21","1009801028"
"0","122711","0","10","1","1","0","この日記をみんなで書いて、\nみゅ～ちゃんとの思い出を\n作っていこうね。","1009801","11","1009801029"
"","0","","","","","","","1009801","91","1009801030"
"","122711","","1","","","0.2","lsv_idle_normal","1009801","3","1009801031"
"","122911","","1","","","0.2","lsv_idle_normal","1009801","3","1009801032"
"0.2","122811","","0","1","lsv_talk_cool_loop","0","lsv_talk_cool","1009801","3","1009801033"
"","vo_lsv","","0","","0","","vo_lsv_0123","1009801","21","1009801034"
"0","122811","0","10","1","1","0","それにしても…キョウカは\n日記もまじめだねー\n先生に見せるみたい！","1009801","11","1009801035"
"","0","","","","","","","1009801","91","1009801036"
"","122811","","1","","","0.2","lsv_talk_bitter","1009801","3","1009801037"
"","vo_lsv","","0","","0","","vo_lsv_0124","1009801","21","1009801038"
"0","122811","0","10","1","1","0","ミソギたちしか読まないんだし\nもっとふざけちゃっても\nいいのに～♪","1009801","11","1009801039"
"","0","","","","","","","1009801","91","1009801040"
"","122811","","1","","","0.2","lsv_idle_joy","1009801","3","1009801041"
"","122711","","1","","","0.2","lsv_talk_anger2","1009801","3","1009801042"
"","vo_lsv","","0","","0","","vo_lsv_0125","1009801","21","1009801043"
"0","122711","0","10","1","1","0","ふ、ふざけて書くなんて…！\n私にはできないよっ。","1009801","11","1009801044"
"","0","","","","","","","1009801","91","1009801045"
"","122711","","1","","","0.2","lsv_idle_anger2","1009801","3","1009801046"
"","122911","","1","","","0.2","lsv_talk_normal","1009801","3","1009801047"
"","vo_lsv","","0","","0","","vo_lsv_0126","1009801","21","1009801048"
"0","122911","0","10","1","1","0","大丈夫だよ～\nミミは、キョウカちゃんの\n日記もいいなって思うもん♪","1009801","11","1009801049"
"","0","","","","","","","1009801","91","1009801050"
"","122911","","1","","","0.2","lsv_idle_normal_joyR","1009801","3","1009801051"
"0.2","122711","","0","1","lsv_talk_guts2_anger_loop","0","lsv_talk_guts2_anger","1009801","3","1009801052"
"","vo_lsv","","0","","0","","vo_lsv_0127","1009801","21","1009801053"
"0","122711","0","10","1","1","0","と、とにかくっ！　この日記は\nみゅ～ちゃんのことを知って\nいくためにも書くんだよ？","1009801","11","1009801054"
"","0","","","","","","","1009801","91","1009801055"
"","122711","","1","","","0.2","lsv_talk_normal_worry","1009801","3","1009801056"
"","vo_lsv","","0","","0","","vo_lsv_0128","1009801","21","1009801057"
"0","122711","0","10","1","1","0","どんな生き物かわからないと\n育てるのも大変だし…\nそのこと、忘れないようにね？","1009801","11","1009801058"
"","0","","","","","","","1009801","91","1009801059"
"","122711","","1","","","0.2","lsv_idle_normal","1009801","3","1009801060"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_hello","1009801","3","1009801061"
"0.2","122911","","0","1","lsv_idle_normal_joyR","0","lsv_hello","1009801","3","1009801062"
"","vo_lsv","","0","","0","","vo_lsv_0129","1009801","21","1009801063"
"0","122811","0","10","1","1","0","はーい！","1009801","11","1009801064"
"0","122911","0","10","1","1","0","はーい！","1009801","11","1009801065"
"","0","","","","","","","1009801","91","1009801066"
"","122711","","1","","","0.2","lsv_idle_normal","1009801","3","1009801067"
"","122911","","1","","","0.2","lsv_talk_surprise","1009801","3","1009801068"
"","vo_lsv","","0","","0","","vo_lsv_0130","1009801","21","1009801069"
"0","122911","0","10","1","1","0","みゅ～ちゃんはふしぎだよね～\nはじめて会ったときは\nびっくりしちゃった！","1009801","11","1009801070"
"","0","","","","","","","1009801","91","1009801071"
"","122911","","1","","","0.2","lsv_idle_normal_suprise1","1009801","3","1009801072"
"0.2","122811","","0","1","lsv_talk_cool_loop","0","lsv_talk_cool","1009801","3","1009801073"
"","vo_lsv","","0","","0","","vo_lsv_0131","1009801","21","1009801074"
"0","122811","0","10","1","1","0","タマゴも石みたいだったしね！\nねっ、にいちゃんは、\nどんな生き物だと思う？","1009801","11","1009801075"
"","0","","","","","","","1009801","91","1009801076"
"0.2","122711","","0","1","lsv_look_idle_normal","0","lsv_choice","1009801","3","1009801077"
"0.2","122811","","0","1","lsv_look_idle_normal","0","lsv_choice","1009801","3","1009801078"
"0.2","122911","","0","1","lsv_look_idle_normal","0","lsv_choice","1009801","3","1009801079"
"","0.1","","","","","","0","1009801","93","1009801080"
"0.2","122711","","-235","2","0.33","","-452","1009801","2","1009801081"
"0.2","122811","","-220","2","0.33","","420","1009801","2","1009801082"
"0.2","122911","","-250","2","0.33","","545","1009801","2","1009801083"
"","0","","1","","","0.2","0","1009801","22","1009801084"
"","怪獣の赤ちゃん。","","0","","","","1009801088","1009801","103","1009801085"
"","おっきなナメクジ。","","0","","","","1009801102","1009801","103","1009801086"
"","毒のある生き物。","","0","","","","1009801115","1009801","103","1009801087"
"0.2","122711","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801088"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801089"
"0.2","122911","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801090"
"","0.1","","","","","","0","1009801","93","1009801091"
"0.2","122711","","-235","2","0.33","","-200","1009801","2","1009801092"
"0.2","122811","","-220","2","0.33","","100","1009801","2","1009801093"
"0.2","122911","","-250","2","0.33","","270","1009801","2","1009801094"
"","0.7","","","","","","0","1009801","93","1009801095"
"","122911","","1","","","0.2","lsv_talk_wish_joy","1009801","3","1009801096"
"","vo_lsv","","0","","0","","vo_lsv_0132","1009801","21","1009801097"
"0","122911","0","10","1","1","0","怪獣さんっ？\nきっと、おっきくなるね～♪\nお城よりもおっきくなるかな？","1009801","11","1009801098"
"","0","","","","","","","1009801","91","1009801099"
"","122911","","1","","","0.2","lsv_idle_normal","1009801","3","1009801100"
"","1009801129","","","","","","","1009801","101","1009801101"
"0.2","122711","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801102"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801103"
"0.2","122911","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801104"
"","0.1","","","","","","0","1009801","93","1009801105"
"0.2","122711","","-235","2","0.33","","-200","1009801","2","1009801106"
"0.2","122811","","-220","2","0.33","","100","1009801","2","1009801107"
"0.2","122911","","-250","2","0.33","","270","1009801","2","1009801108"
"","0.7","","","","","","0","1009801","93","1009801109"
"","122811","","1","","","0.2","lsv_talk_bitter_sad","1009801","3","1009801110"
"","vo_lsv","","0","","0","","vo_lsv_0133","1009801","21","1009801111"
"0","122811","0","10","1","1","0","えー、ナメクジ～？\nあんまりかっこよくないけど…\n塩は近づけないようにしとく？","1009801","11","1009801112"
"","0","","","","","","","1009801","91","1009801113"
"","1009801129","","","","","","","1009801","101","1009801114"
"0.2","122711","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801115"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801116"
"0.2","122911","","0","1","lsv_idle_normal","0","lsv_choice","1009801","3","1009801117"
"","0.1","","","","","","0","1009801","93","1009801118"
"0.2","122711","","-235","2","0.33","","-200","1009801","2","1009801119"
"0.2","122811","","-220","2","0.33","","100","1009801","2","1009801120"
"0.2","122911","","-250","2","0.33","","270","1009801","2","1009801121"
"","0.7","","","","","","0","1009801","93","1009801122"
"","122711","","1","","","0.2","lsv_talk_normal_worry","1009801","3","1009801123"
"","vo_lsv","","0","","0","","vo_lsv_0134","1009801","21","1009801124"
"0","122711","0","10","1","1","0","みんなでナデナデしたから\nそれはありえませんよ。\nなにより…かわいいですし。","1009801","11","1009801125"
"","0","","","","","","","1009801","91","1009801126"
"","122711","","1","","","0.2","lsv_idle_normal","1009801","3","1009801127"
"","1009801129","","","","","","","1009801","101","1009801128"
"","0","","","","","","","1009801","91","1009801129"
"0.2","122811","","0","1","lsv_talk_arm_crossed_loop_joy","0","lsv_talk_arm_crossed_joy","1009801","3","1009801130"
"","vo_lsv","","0","","0","","vo_lsv_0135","1009801","21","1009801131"
"0","122811","0","10","1","1","0","まあ、なんにしてもさ？\n育ててみればわかるよ！\nということで、がんばろー！","1009801","11","1009801132"
"","0","","","","","","","1009801","91","1009801133"
"0.2","122811","","0","1","lsv_idle_normal_joy","0","lsv_handsup_joy","1009801","3","1009801134"
"0.2","122911","","0","1","lsv_idle_normal_joy","0","lsv_handsup_joy","1009801","3","1009801135"
"0.2","122711","","0","1","lsv_idle_normal_joy","0","lsv_handsup_joy2","1009801","3","1009801136"
"","vo_lsv","","0","","0","","vo_lsv_0136","1009801","21","1009801137"
"0","122811","0","10","1","1","0","おー！","1009801","11","1009801138"
"0","122911","0","10","1","1","0","おー！","1009801","11","1009801139"
"0","122711","0","10","1","1","0","おー！","1009801","11","1009801140"
"","0","","","","","","","1009801","91","1009801141"
"","0","","","","","","0.2","1009801","22","1009801142"
"","0.2","","","","","","","1009801","93","1009801143"
"","","","","","","","","1009801","102","1009801144"
"0","122911","0","1","0","0","0","7","1009801","12","1009801145"
"","122911","","1","","","0.2","lsv_talk_joy3","1009801","3","1009801146"
"","3","","","","","","0","1009801","93","1009801147"
"","122911","","1","","","0.2","lsv_idle_normal_joyR","1009801","3","1009801148"
"0","122811","0","1","0","0","0","6","1009801","12","1009801149"
"0.2","122811","","0","1","lsv_talk_guts1_loop","0","lsv_talk_guts1","1009801","3","1009801150"
"","3","","","","","","0","1009801","93","1009801151"
"","122811","","1","","","0.2","lsv_idle_joy","1009801","3","1009801152"
"0","122711","0","1","0","0","0","10","1009801","12","1009801153"
"","122711","","1","","","0.2","lsv_talk_joy1_normal","1009801","3","1009801154"
"","3","","","","","","0","1009801","93","1009801155"
"","122711","","1","","","0.2","lsv_idle_normal_joy","1009801","3","1009801156"
"","1009801145","","","","","","","1009801","101","1009801157"
"0","333","","1","0","1","1","1","1009801","6","1009801158"
"","122711","","","","","","1","1009801","4","1009801159"
"","122711","","1","","","0.2","lsv_run","1009801","3","1009801160"
"","122711","","-235","0","0.8","","-750","1009801","2","1009801161"
"","122811","","","","","","0","1009801","4","1009801162"
"","122811","","1","","","0.2","lsv_run","1009801","3","1009801163"
"","122811","","-220","0","0.8","","750","1009801","2","1009801164"
"","122911","","","","","","0","1009801","4","1009801165"
"","122911","","1","","","0.2","lsv_run","1009801","3","1009801166"
"","122911","","-250","0","0.8","","850","1009801","2","1009801167"
"","0.6","","","","","","","1009801","93","1009801168"
"0","122711","","1","0","1","0.2","1","1009801","6","1009801169"
"0","122811","","1","0","1","0.2","1","1009801","6","1009801170"
"0","122911","","1","0","1","0.2","1","1009801","6","1009801171"
"","0","","","","","","","1009801","91","1009801172"
"0","1","lsv_idle_normal","102","-235","-650","1.95","122911","1009802","1","1009802001"
"1","1","lsv_idle_normal","100","-220","650","1.95","122811","1009802","1","1009802002"
"1","1","lsv_idle_normal","101","-250","750","1.95","122711","1009802","1","1009802003"
"0","1","lsv_white_loop","0","0","0","1","333","1009802","5","1009802004"
"0","333","","1","0","1","0","1","1009802","6","1009802005"
"0","122911","","1","0","1","0","1","1009802","6","1009802006"
"0","122811","","1","0","1","0","1","1009802","6","1009802007"
"0","122711","","1","0","1","0","1","1009802","6","1009802008"
"","1","","","","","","0","1009802","93","1009802009"
"0","333","","1","0.4","1","0.8","1","1009802","6","1009802010"
"","122911","","1","","","0.2","lsv_walk","1009802","3","1009802011"
"","122911","","-235","0","2","","-200","1009802","2","1009802012"
"0","122911","","1","1","1","0.4","1","1009802","6","1009802013"
"","122811","","1","","","0.2","lsv_walk","1009802","3","1009802014"
"","122811","","-220","0","2","","100","1009802","2","1009802015"
"0","122811","","1","1","1","0.4","1","1009802","6","1009802016"
"","122711","","1","","","0.2","lsv_walk","1009802","3","1009802017"
"","122711","","-250","0","2","","270","1009802","2","1009802018"
"0","122711","","1","1","1","0.4","1","1009802","6","1009802019"
"","2","","","","","","0","1009802","93","1009802020"
"","122911","","1","","","0.2","lsv_idle_normal","1009802","3","1009802021"
"","122811","","1","","","0.2","lsv_idle_normal","1009802","3","1009802022"
"","122711","","1","","","0.2","lsv_idle_normal","1009802","3","1009802023"
"","0.6","","","","","","0","1009802","93","1009802024"
"","122811","","1","","","0.2","lsv_talk_sad_dead","1009802","3","1009802025"
"","vo_lsv","","0","","0","","vo_lsv_0221","1009802","21","1009802026"
"0","122811","0","10","1","1","0","もう一回海に行ってみたけど\nみゅ～ちゃんの家族は\n見つからなかったねー","1009802","11","1009802027"
"","0","","","","","","","1009802","91","1009802028"
"","122811","","1","","","0.2","lsv_idle_sad_talk1","1009802","3","1009802029"
"","122711","","1","","","0.2","lsv_talk_thinking_sadR","1009802","3","1009802030"
"","vo_lsv","","0","","0","","vo_lsv_0222","1009802","21","1009802031"
"0","122711","0","10","1","1","0","うん。それどころか、\nわからないことが\nますます増えちゃったね。","1009802","11","1009802032"
"","0","","","","","","","1009802","91","1009802033"
"","122711","","1","","","0.2","lsv_idle_normal_suprise1","1009802","3","1009802034"
"","122811","","1","","","0.2","lsv_idle_normal","1009802","3","1009802035"
"","122911","","1","","","0.2","lsv_talk_normal","1009802","3","1009802036"
"","vo_lsv","","0","","0","","vo_lsv_0223","1009802","21","1009802037"
"0","122911","0","10","1","1","0","でも、みゅ～ちゃんの\nごはんのことはわかったよ～\nミミたちと同じのでいいって♪","1009802","11","1009802038"
"","0","","","","","","","1009802","91","1009802039"
"","122911","","1","","","0.2","lsv_idle_normal_joyR","1009802","3","1009802040"
"","122711","","1","","","0.2","lsv_talk_normal","1009802","3","1009802041"
"","vo_lsv","","0","","0","","vo_lsv_0224","1009802","21","1009802042"
"0","122711","0","10","1","1","0","あ、確かにそうだね。\nそのことがわかったのは\nよかったと思う。","1009802","11","1009802043"
"","0","","","","","","","1009802","91","1009802044"
"","122711","","1","","","0.2","lsv_idle_normal","1009802","3","1009802045"
"","122911","","1","","","0.2","lsv_talk_surprise","1009802","3","1009802046"
"","vo_lsv","","0","","0","","vo_lsv_0225","1009802","21","1009802047"
"0","122911","0","10","1","1","0","みゅ～ちゃんは、どんな\nごはんが好きになるのかな～？\nおにいちゃんならわかる？","1009802","11","1009802048"
"","0","","","","","","","1009802","91","1009802049"
"","122911","","1","","","0.2","lsv_idle_surprise_talkjoy","1009802","3","1009802050"
"0.2","122911","","0","1","lsv_look_idle_normal","0","lsv_choice","1009802","3","1009802051"
"0.2","122811","","0","1","lsv_look_idle_normal","0","lsv_choice","1009802","3","1009802052"
"0.2","122711","","0","1","lsv_look_idle_normal","0","lsv_choice","1009802","3","1009802053"
"","0.1","","","","","","0","1009802","93","1009802054"
"0.2","122911","","-235","2","0.33","","-452","1009802","2","1009802055"
"0.2","122811","","-220","2","0.33","","420","1009802","2","1009802056"
"0.2","122711","","-250","2","0.33","","545","1009802","2","1009802057"
"","0","","1","","","0.2","0","1009802","22","1009802058"
"","ケーキ。","","0","","","","1009802062","1009802","103","1009802059"
"","リンゴ。","","0","","","","1009802086","1009802","103","1009802060"
"","パン。","","0","","","","1009802109","1009802","103","1009802061"
"0.2","122911","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802062"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802063"
"0.2","122711","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802064"
"","0.1","","","","","","0","1009802","93","1009802065"
"0.2","122911","","-235","2","0.33","","-200","1009802","2","1009802066"
"0.2","122811","","-220","2","0.33","","100","1009802","2","1009802067"
"0.2","122711","","-250","2","0.33","","270","1009802","2","1009802068"
"","0.7","","","","","","0","1009802","93","1009802069"
"","122911","","1","","","0.2","lsv_talk_joy3","1009802","3","1009802070"
"","vo_lsv","","0","","0","","vo_lsv_0226","1009802","21","1009802071"
"0","122911","0","10","1","1","0","ケーキ、おいしいもんね～\nミミもだ～い好きっ♪","1009802","11","1009802072"
"","0","","","","","","","1009802","91","1009802073"
"","122911","","1","","","0.2","lsv_idle_normal_joy","1009802","3","1009802074"
"","122811","","1","","","0.2","lsv_talk_wish_joy","1009802","3","1009802075"
"","vo_lsv","","0","","0","","vo_lsv_0227","1009802","21","1009802076"
"0","122811","0","10","1","1","0","ケーキ…それなら\nどのケーキが好きなのかも\n調べたほうがいいね、絶対！","1009802","11","1009802077"
"","0","","","","","","","1009802","91","1009802078"
"","122811","","1","","","0.2","lsv_idle_wish_joy","1009802","3","1009802079"
"0.2","122711","","0","1","lsv_talk_doya_shy_loop","0","lsv_talk_doya_shy","1009802","3","1009802080"
"","vo_lsv","","0","","0","","vo_lsv_0228","1009802","21","1009802081"
"0","122711","0","10","1","1","0","そう言って、いろんなケーキを\n食べたいだけなんじゃ…\nでも、私も賛成っ♪","1009802","11","1009802082"
"","0","","","","","","","1009802","91","1009802083"
"","122711","","1","","","0.2","lsv_idle_doya","1009802","3","1009802084"
"","1009802133","","","","","","","1009802","101","1009802085"
"0.2","122911","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802086"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802087"
"0.2","122711","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802088"
"","0.1","","","","","","0","1009802","93","1009802089"
"0.2","122911","","-235","2","0.33","","-200","1009802","2","1009802090"
"0.2","122811","","-220","2","0.33","","100","1009802","2","1009802091"
"0.2","122711","","-250","2","0.33","","270","1009802","2","1009802092"
"","0.7","","","","","","0","1009802","93","1009802093"
"","122711","","1","","","0.2","lsv_talk_thinking_joyR","1009802","3","1009802094"
"","vo_lsv","","0","","0","","vo_lsv_0229","1009802","21","1009802095"
"0","122711","0","10","1","1","0","リンゴ…くだものですか。\n健康的でいいと思います。","1009802","11","1009802096"
"","0","","","","","","","1009802","91","1009802097"
"","122711","","1","","","0.2","lsv_idle_normal_joy","1009802","3","1009802098"
"0.2","122911","","0","1","lsv_talk_guts2_joy_loop","0","lsv_talk_guts2_joy","1009802","3","1009802099"
"","vo_lsv","","0","","0","","vo_lsv_0230","1009802","21","1009802100"
"0","122911","0","10","1","1","0","ミミ、ウサギさんの形に\n切ったリンゴ好き～♪","1009802","11","1009802101"
"","0","","","","","","","1009802","91","1009802102"
"","122911","","1","","","0.2","lsv_idle_normal_joyR","1009802","3","1009802103"
"0.2","122811","","0","1","lsv_talk_guts2_loop","0","lsv_talk_guts2","1009802","3","1009802104"
"","vo_lsv","","0","","0","","vo_lsv_0231","1009802","21","1009802105"
"0","122811","0","10","1","1","0","ミソギたちも切ってあげよっ！\nむずかしそうだけど、\nきっとなんとかなるって！","1009802","11","1009802106"
"","0","","","","","","","1009802","91","1009802107"
"","1009802133","","","","","","","1009802","101","1009802108"
"0.2","122911","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802109"
"0.2","122811","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802110"
"0.2","122711","","0","1","lsv_idle_normal","0","lsv_choice","1009802","3","1009802111"
"","0.1","","","","","","0","1009802","93","1009802112"
"0.2","122911","","-235","2","0.33","","-200","1009802","2","1009802113"
"0.2","122811","","-220","2","0.33","","100","1009802","2","1009802114"
"0.2","122711","","-250","2","0.33","","270","1009802","2","1009802115"
"","0.7","","","","","","0","1009802","93","1009802116"
"","122811","","1","","","0.2","lsv_talk_normal_worry","1009802","3","1009802117"
"","vo_lsv","","0","","0","","vo_lsv_0232","1009802","21","1009802118"
"0","122811","0","10","1","1","0","パンかぁ…なんか普通だなー\nミソギたちも毎日食べてるし","1009802","11","1009802119"
"","0","","","","","","","1009802","91","1009802120"
"","122811","","1","","","0.2","lsv_idle_normal_suprise1","1009802","3","1009802121"
"","122711","","1","","","0.2","lsv_talk_normal","1009802","3","1009802122"
"","vo_lsv","","0","","0","","vo_lsv_0233","1009802","21","1009802123"
"0","122711","0","10","1","1","0","でも、嫌いだったら毎日は\n食べられないよ。\nそれに、アレンジもできるし。","1009802","11","1009802124"
"","0","","","","","","","1009802","91","1009802125"
"","122711","","1","","","0.2","lsv_idle_normal","1009802","3","1009802126"
"","122911","","1","","","0.2","lsv_talk_wish_joy","1009802","3","1009802127"
"","vo_lsv","","0","","0","","vo_lsv_0234","1009802","21","1009802128"
"0","122911","0","10","1","1","0","サンドイッチなら、\nミミたちにも作れるかも！\n作ってみよ～♪","1009802","11","1009802129"
"","0","","","","","","","1009802","91","1009802130"
"","122911","","1","","","0.2","lsv_idle_wish_joyR","1009802","3","1009802131"
"","1009802133","","","","","","","1009802","101","1009802132"
"","0","","","","","","","1009802","91","1009802133"
"","","","","","","","","1009802","102","1009802134"
"","0","","","","","","0.2","1009802","22","1009802135"
"","0.2","","","","","","","1009802","93","1009802136"
"0","122811","0","1","0","0","0","11","1009802","12","1009802137"
"0.2","122811","","0","1","lsv_surprise3_kira_loop","0.2","lsv_surprise3_kira","1009802","3","1009802138"
"","3","","","","","","0","1009802","93","1009802139"
"","122811","","1","","","0.2","lsv_idle_normal_joy","1009802","3","1009802140"
"0","122711","0","1","0","0","0","10","1009802","12","1009802141"
"","122711","","1","","","0.2","lsv_talk_joy3_dere","1009802","3","1009802142"
"","3","","","","","","0","1009802","93","1009802143"
"","122711","","1","","","0.2","lsv_idle_normal_joy","1009802","3","1009802144"
"0","122911","0","1","0","0","0","7","1009802","12","1009802145"
"","122911","","1","","","0.2","lsv_talk_memory","1009802","3","1009802146"
"","3","","","","","","0","1009802","93","1009802147"
"","122911","","1","","","0.2","lsv_idle_normal_joyR","1009802","3","1009802148"
"","1009802137","","","","","","","1009802","101","1009802149"
"0","333","","1","0","1","1","1","1009802","6","1009802150"
"","122911","","","","","","1","1009802","4","1009802151"
"","122911","","1","","","0.2","lsv_run","1009802","3","1009802152"
"","122911","","-235","0","0.8","","-750","1009802","2","1009802153"
"","122811","","","","","","0","1009802","4","1009802154"
"","122811","","1","","","0.2","lsv_run","1009802","3","1009802155"
"","122811","","-220","0","0.8","","750","1009802","2","1009802156"
"","122711","","","","","","0","1009802","4","1009802157"
"","122711","","1","","","0.2","lsv_run","1009802","3","1009802158"
"","122711","","-250","0","0.8","","850","1009802","2","1009802159"
"","0.6","","","","","","","1009802","93","1009802160"
"0","122911","","1","0","1","0.2","1","1009802","6","1009802161"
"0","122811","","1","0","1","0.2","1","1009802","6","1009802162"
"0","122711","","1","0","1","0.2","1","1009802","6","1009802163"
"","0","","","","","","","1009802","91","1009802164"
"0","1","lsv_idle_normal","101","-220","-700","1.95","100411","1009803","1","1009803001"
"0","1","lsv_idle_normal","100","-235","-550","1.95","103611","1009803","1","1009803002"
"0","1","lsv_idle_normal","102","-250","-800","1.95","102011","1009803","1","1009803003"
"0","1","lsv_white_loop","0","0","0","1","333","1009803","5","1009803004"
"0","333","","1","0","1","0","1","1009803","6","1009803005"
"","3","","-630","1.3","110","0","13","1009803","31","1009803006"
"0","100411","","1","0","1","0","1","1009803","6","1009803007"
"0","103611","","1","0","1","0","1","1009803","6","1009803008"
"0","102011","","1","0","1","0","1","1009803","6","1009803009"
"","1","","","","","","0","1009803","93","1009803010"
"0","333","","1","0.4","1","0.8","1","1009803","6","1009803011"
"","100411","","1","","","0.2","lsv_walk_glad","1009803","3","1009803012"
"","100411","","-220","0","2","","-100","1009803","2","1009803013"
"0","100411","","1","1","1","0.4","1","1009803","6","1009803014"
"","103611","","1","","","0.2","lsv_walk_glad2","1009803","3","1009803015"
"","103611","","-235","0","2.2","","100","1009803","2","1009803016"
"0","103611","","1","1","1","0.4","1","1009803","6","1009803017"
"","102011","","1","","","0.2","lsv_walk_glad","1009803","3","1009803018"
"","102011","","-250","0","2","","-270","1009803","2","1009803019"
"0","102011","","1","1","1","0.4","1","1009803","6","1009803020"
"","13","","","","","","1","1009803","32","1009803021"
"","13","","110","0","2","","-180","1009803","33","1009803022"
"","2","","","","","","","1009803","93","1009803023"
"","13","","","","","","0","1009803","32","1009803024"
"","100411","","1","","","0.2","lsv_idle_normal","1009803","3","1009803025"
"","102011","","1","","","0.2","lsv_idle_normal","1009803","3","1009803026"
"","0.2","","","","","","","1009803","93","1009803027"
"","103611","","","","","","1","1009803","4","1009803028"
