627c7cae3ec31c45bcfa12456db605aa3db41cc36f07f8f61fabeef2ed9cda53,d300f2498fff6ecf5d4a60238fe582a6c58e3ce5130a009208a5840c0424264f,5865c06438f62bb7edb1f0a974787c578f88795927f067859f775ebf9a8f30d2,814511201eca236d8fb265e6fef3136920f126989ff59fbe5ba7150b658974b8,d3b51b003fc6ef86d562cc32cca082d85bcbd73c979c2a1f4dfafaca53ab08ef,c00139fb255b37adab4d738272a771096de922fed8e9db6af87c1419b43c0bfb,1aed71587e5058c0c855ca092eecefeda2165e8778f22b9d134e9f14b3d6cdc3,18ec5616b2c5a379a472eb9c245d0861e1ad091467d0187c4bf0791cc138f7e4,4ce341e800d017ed116834fca6b65e71c65029e3fac6ecaf9f77b4934c1f774d,6e70a7df05092c772acbf1bf09fd194991c4f31fc02b6568f3f02596f225206d,60571249f5230133ef1a6768d1f8fd884dad3b7b59dccd6ddd973ce000d9760c,5f8f2b91c73f27abbea5afd0652cb39c24324817a20027c7f0cfefbbb7c83a76,e495aa5d536be934598f4c0b8e383ec4903e4dfb488978c240589c4418b0ca8c,7433270ceb5a8393dd150c212cdebe60a4da4b834dd56bcf226b1e0215f74284,207aa0a353606b68d2cf2f8510f11fc1841c380e15c923834ea182da78e623a1,458eb8e7d3810bbdef32e05bf39e3d02e2b7345d3b7a338fce33f402c4b70151
"26","9427","0","4","0","0","0","","0","","0","0","0","107","0","10"
"27","9428","0","4","0","0","0","","0","","0","0","0","108","0","11"
"28","9429","0","4","0","0","0","","0","","0","0","0","109","0","16"
"29","9430","0","4","0","0","0","","0","","0","0","0","110","0","17"
"2","9432","0","6","0","0","0","","0","","0","0","0","111","0","24"
"2","9432","0","6","0","0","0","","0","","0","0","0","112","0","25"
"1","9319","0","5","0","0","908","","0","","0","0","0","113","0","26"
"2","9319","0","7","0","0","0","","0","","0","0","0","114","0","27"
"1","9319","0","5","0","0","908","","0","","0","0","0","115","0","28"
"3","9433","0","6","0","0","0","","0","","0","0","0","116","0","29"
"4","9432","0","6","0","0","0","","0","","0","0","0","117","0","30"
"1","9319","0","5","0","0","908","","0","","0","0","0","118","0","31"
"1","9319","0","5","0","0","908","","0","","0","0","0","119","0","32"
"4","9434","0","6","0","0","0","","0","","0","0","0","120","0","33"
"5","9432","0","6","0","0","0","","0","","0","0","0","121","0","34"
"6","9435","0","6","0","0","0","","0","","0","0","0","122","0","35"
"7","9435","0","6","0","0","0","","0","","0","0","0","123","0","36"
"8","9435","0","6","0","0","0","","0","","0","0","0","124","0","37"
"9","9435","0","6","0","0","0","","0","","0","0","0","125","0","38"
"10","9435","0","6","0","0","0","","0","","0","0","0","126","0","39"
"1","9319","0","5","0","0","908","","0","","0","0","0","127","0","40"
"4","9434","0","6","0","0","0","","0","","0","0","0","128","0","41"
"5","9432","0","6","0","0","0","","0","","0","0","0","129","0","42"
"6","9437","0","6","0","0","0","","0","","0","0","0","130","0","43"
"7","9436","0","6","0","0","0","","0","","0","0","0","131","0","44"
"8","9436","0","6","0","0","0","","0","","0","0","0","132","0","45"
"9","9436","0","6","0","0","0","","0","","0","0","0","133","0","46"
"10","9436","0","6","0","0","0","","0","","0","0","0","134","0","47"
"11","9436","0","6","0","0","0","","0","","0","0","0","135","0","48"
"12","9438","0","6","0","0","0","","0","","0","0","0","136","0","49"
