5b4594db3c58f5a9ac2bd104932a820c8e7986877e6ee07806f004d25bf5219b,eb80b98414cbc054b5b7e5eaf009b27d6ac601d3fe682f5e754c7f00046d76d7,5dd9d1cdf7e7a705471994754c2d700403f94b04ac107bb7b4f1031c95812675,972a07c0787df4ac6936ffa2492bd6a1c29f07c6d5f3712a736c0779a0892519,a0c4a44d63bd80953db4da3ef01ef81f4db4ff2b4f9b27e2e8e90870c7856176
"4","31","246","41","246"
"4","97","247","41","247"
"4","45","248","74","248"
"4","81","249","65","249"
"4","72","250","86","250"
"5","47","251","30","251"
"5","88","252","30","252"
"5","85","253","52","253"
"5","79","254","70","254"
"5","39","255","32","255"
"5","99","256","32","256"
"5","50","257","90","257"
"5","85","258","60","258"
"5","38","259","35","259"
"5","100","260","35","260"
"5","52","261","64","261"
"5","81","262","52","262"
"5","44","263","31","263"
"5","91","264","31","264"
"5","58","265","50","265"
"5","79","266","62","266"
"5","47","267","30","267"
"5","88","268","30","268"
"5","50","269","71","269"
"5","82","270","54","270"
"5","38","271","35","271"
"5","97","272","35","272"
"5","50","273","70","273"
"5","70","274","55","274"
"5","50","275","95","275"
"5","46","276","30","276"
"5","89","277","30","277"
"5","49","278","50","278"
"5","66","279","70","279"
"5","86","280","60","280"
"5","44","281","31","281"
"5","91","282","31","282"
"5","73","283","75","283"
"5","85","284","65","284"
"5","50","285","48","285"
"5","41","286","31","286"
"5","94","287","31","287"
"5","50","288","90","288"
"5","86","289","65","289"
"5","68","290","50","290"
"5","46","291","31","291"
"5","89","292","31","292"
"5","59","293","60","293"
"5","70","294","47","294"
"5","69","295","75","295"
"5","44","296","32","296"
"5","88","297","32","297"
"5","52","298","90","298"
"5","58","299","52","299"
"5","83","300","72","300"
"5","41","301","33","301"
"5","96","302","33","302"
"5","50","303","65","303"
"5","63","304","80","304"
"5","81","305","52","305"
"5","44","306","30","306"
"5","91","307","30","307"
"5","54","308","45","308"
"5","62","309","67","309"
"5","83","310","55","310"
"5","50","311","30","311"
"5","85","312","30","312"
"5","50","313","56","313"
"5","63","314","90","314"
"5","82","315","67","315"
"5","46","316","30","316"
"5","91","317","30","317"
"5","68","318","60","318"
"5","82","319","48","319"
"5","83","320","75","320"
"2","98","321","59","321"
"2","26","322","58","322"
"2","107","323","72","323"
"2","83","324","61","324"
"2","65","325","63","325"
"2","33","326","58","326"
"2","57","327","57","327"
"2","107","328","72","328"
"2","39","329","57","329"
"2","92","330","55","330"
