c12ce392124093f7e189deebe1f85b03f018df7c5e29c827b7cf1cbfe3ca7873,4f483c41bab24bba9f22ae607517b574eb8d94fd6329a80376164728ce85ce12,5994506e48e1face3e60355d5fafee77d9c78b721363079b6f31cb3395a3ec3b,619725adf1c91593aa5ed8bba4980f9f09179255ab10caf5e56502267baba4e3,7d2073eaeca80640a242013e91da16a8191727588bbac74ca1e7bd702ff77f77,67fd360203251f7558470fed2fb7d334ba737874894e4ef6c2c6fce244fd5849
"65","3","1","75","600","2365"
"66","3","1","75","600","2440"
"67","3","1","75","600","2515"
"68","3","1","75","600","2590"
"69","3","1","75","600","2665"
"70","3","1","75","600","2740"
"71","4","1","100","600","2840"
"72","4","1","100","600","2940"
"73","4","1","100","600","3040"
"74","4","1","100","600","3140"
"75","4","1","100","600","3240"
"76","4","1","100","600","3340"
"77","4","1","100","600","3440"
"78","4","1","100","600","3540"
"79","4","1","100","600","3640"
"80","4","1","100","600","3740"
"81","4","1","125","600","3865"
"82","4","1","125","600","3990"
"83","4","1","125","600","4115"
"84","4","1","125","600","4240"
"85","4","1","125","600","4365"
"86","4","1","125","600","4490"
"87","4","1","125","600","4615"
"88","4","1","125","600","4740"
"89","4","1","125","600","4865"
"90","4","1","125","600","4990"
"91","5","1","150","600","5140"
"92","5","1","150","600","5290"
"93","5","1","150","600","5440"
"94","5","1","150","600","5590"
"95","5","1","150","600","5740"
"96","5","1","150","600","5890"
"97","5","1","150","600","6040"
"98","5","1","150","600","6190"
"99","5","1","150","600","6340"
"100","5","1","150","600","6490"
"101","5","1","175","600","6665"
"102","5","1","175","600","6840"
"103","5","1","175","600","7015"
"104","5","1","175","600","7190"
"105","5","1","175","600","7365"
"106","5","1","175","600","7540"
"107","5","1","175","600","7715"
"108","5","1","175","600","7890"
"109","5","1","175","600","8065"
"110","5","1","175","600","8240"
"111","6","1","200","600","8440"
"112","6","1","200","600","8640"
"113","6","1","200","600","8840"
"114","6","1","200","600","9040"
"115","6","1","200","600","9240"
"116","6","1","200","600","9440"
"117","6","1","200","600","9640"
"118","6","1","200","600","9840"
"119","6","1","200","600","10040"
"120","6","1","200","600","10240"
"121","6","1","225","600","10465"
"122","6","1","225","600","10690"
"123","6","1","225","600","10915"
"124","6","1","225","600","11140"
"125","6","1","225","600","11365"
"126","6","1","225","600","11590"
"127","6","1","225","600","11815"
"128","6","1","225","600","12040"
"129","6","1","225","600","12265"
"130","6","1","225","600","12490"
"131","7","1","250","600","12740"
"132","7","1","250","600","12990"
"133","7","1","250","600","13240"
"134","7","1","250","600","13490"
"135","7","1","250","600","13740"
"136","7","1","250","600","13990"
"137","7","1","250","600","14240"
"138","7","1","250","600","14490"
"139","7","1","250","600","14740"
"140","7","1","250","600","14990"
"141","8","1","250","600","15240"
"142","8","1","250","600","15490"
"143","8","1","250","600","15740"
"144","8","1","250","600","15990"
"145","8","1","250","600","16240"
"146","8","1","250","600","16490"
"147","8","1","250","600","16740"
"148","8","1","250","600","16990"
"149","8","1","250","600","17240"
"150","8","1","250","600","17490"
"151","9","1","250","600","17740"
"152","9","1","250","600","17990"
"153","9","1","250","600","18240"
"154","9","1","250","600","18490"
"155","9","1","250","600","18740"
"156","9","1","250","600","18990"
"157","9","1","250","600","19240"
"158","9","1","250","600","19490"
"159","9","1","250","600","19740"
"160","9","1","250","600","19990"
"161","10","1","250","600","20240"
"162","10","1","250","600","20490"
"163","10","1","250","600","20740"
"164","10","1","250","600","20990"
"165","10","1","250","600","21240"
"166","10","1","250","600","21490"
"167","10","1","250","600","21740"
"168","10","1","250","600","21990"
"169","10","1","250","600","22240"
"170","10","1","250","600","22490"
"171","11","1","250","600","22740"
"172","11","1","250","600","22990"
"173","11","1","250","600","23240"
"174","11","1","250","600","23490"
"175","11","1","250","600","23740"
"176","11","1","250","600","23990"
"177","11","1","250","600","24240"
"178","11","1","250","600","24490"
"179","11","1","250","600","24740"
"180","11","1","250","600","24990"
"181","12","1","250","600","25240"
"182","12","1","250","600","25490"
"183","12","1","250","600","25740"
"184","12","1","250","600","25990"
"185","12","1","250","600","26240"
"186","12","1","250","600","26490"
"187","12","1","250","600","26740"
"188","12","1","250","600","26990"
"189","12","1","250","600","27240"
"190","12","1","250","600","27490"
"191","13","1","250","600","27740"
"192","13","1","250","600","27990"
"193","13","1","250","600","28240"
"194","13","1","250","600","28490"
"195","13","1","250","600","28740"
"196","13","1","250","600","28990"
"197","13","1","250","600","29240"
"198","13","1","250","600","29490"
"199","13","1","250","600","29740"
"200","13","1","250","600","29990"
"201","14","1","250","600","30240"
"202","14","1","250","600","30490"
"203","14","1","250","600","30740"
"204","14","1","250","600","30990"
"205","14","1","250","600","31240"
"206","14","1","250","600","31490"
"207","14","1","250","600","31740"
"208","14","1","250","600","31990"
"209","14","1","250","600","32240"
"210","14","1","250","600","32490"
"211","15","1","250","680","32740"
"212","15","1","250","680","32990"
"213","15","1","250","680","33240"
"214","15","1","250","680","33490"
"215","15","1","250","680","33740"
"216","15","1","250","680","33990"
"217","15","1","250","680","34240"
"218","15","1","250","680","34490"
"219","15","1","250","680","34740"
"220","15","1","250","680","34990"
"221","16","1","250","680","35240"
"222","16","1","250","680","35490"
"223","16","1","250","680","35740"
"224","16","1","250","680","35990"
"225","16","1","250","680","36240"
"226","16","1","250","680","36490"
"227","16","1","250","680","36740"
"228","16","1","250","680","36990"
"229","16","1","250","680","37240"
"230","16","1","250","680","37490"
"231","17","1","250","680","37740"
"232","17","1","250","680","37990"
"233","17","1","250","680","38240"
"234","17","1","250","680","38490"
"235","17","1","250","680","38740"
"236","17","1","250","680","38990"
"237","17","1","250","680","39240"
"238","17","1","250","680","39490"
"239","17","1","250","680","39740"
"240","17","1","250","680","39990"
"241","18","1","250","680","40240"
"242","18","1","250","680","40490"
"243","18","1","250","680","40740"
"244","18","1","250","680","40990"
"245","18","1","250","680","41240"
"246","18","1","250","680","41490"
"247","18","1","250","680","41740"
"248","18","1","250","680","41990"
"249","18","1","250","680","42240"
"250","18","1","250","680","42490"
"251","19","1","250","680","42740"
"252","19","1","250","680","42990"
"253","19","1","250","680","43240"
"254","19","1","250","680","43490"
"255","19","1","250","680","43740"
"256","19","1","250","680","43990"
"257","19","1","250","680","44240"
"258","19","1","250","680","44490"
"259","19","1","250","680","44740"
"260","19","1","250","680","44990"
"261","20","1","250","680","45240"
"262","20","1","250","680","45490"
"263","20","1","250","680","45740"
"264","20","1","250","680","45990"
"265","20","1","250","680","46240"
"266","20","1","250","680","46490"
"267","20","1","250","680","46740"
"268","20","1","250","680","46990"
"269","20","1","250","680","47240"
"270","20","1","250","680","47490"
"271","21","1","250","680","47740"
"272","21","1","250","680","47990"
"273","21","1","250","680","48240"
"274","21","1","250","680","48490"
"275","21","1","250","680","48740"
"276","21","1","250","680","48990"
"277","21","1","250","680","49240"
"278","21","1","250","680","49490"
"279","21","1","250","680","49740"
"280","21","1","250","680","49990"
"281","22","1","250","680","50240"
"282","22","1","250","680","50490"
"283","22","1","250","680","50740"
"284","22","1","250","680","50990"
"285","22","1","250","680","51240"
"286","22","1","250","680","51490"
"287","22","1","250","680","51740"
"288","22","1","250","680","51990"
"289","22","1","250","680","52240"
"290","22","1","250","680","52490"
"291","23","1","250","680","52740"
"292","23","1","250","680","52990"
"293","23","1","250","680","53240"
"294","23","1","250","680","53490"
"295","23","1","250","680","53740"
"296","23","1","250","680","53990"
"297","23","1","250","680","54240"
"298","23","1","250","680","54490"
"299","23","1","250","680","54740"
"300","23","1","250","680","54990"
"301","24","1","250","680","55240"
"302","24","1","250","680","55490"
"303","24","1","250","680","55740"
"304","24","1","250","680","55990"
"305","24","1","250","680","56240"
"306","24","1","250","680","56490"
"307","24","1","250","680","56740"
"308","24","1","250","680","56990"
"309","24","1","250","680","57240"
"310","24","1","250","680","57490"
"311","25","1","250","680","57740"
"312","25","1","250","680","57990"
"313","25","1","250","680","58240"
"314","25","1","250","680","58490"
"315","25","1","250","680","58740"
"316","25","1","250","680","58990"
"317","25","1","250","680","59240"
"318","25","1","250","680","59490"
"319","25","1","250","680","59740"
"320","25","1","250","680","59990"
"321","26","1","250","680","60240"
"322","26","1","250","680","60490"
"323","26","1","250","680","60740"
"324","26","1","250","680","60990"
"325","26","1","250","680","61240"
"326","26","1","250","680","61490"
"327","26","1","250","680","61740"
"328","26","1","250","680","61990"
"329","26","1","250","680","62240"
"330","26","1","250","680","62490"
"331","27","1","250","680","62740"
"332","27","1","250","680","62990"
"333","27","1","250","680","63240"
"334","27","1","250","680","63490"
"335","27","1","250","680","63740"
"336","27","1","250","680","63990"
"337","27","1","250","680","64240"
"338","27","1","250","680","64490"
"339","27","1","250","680","64740"
"340","27","1","250","680","64990"
"341","28","1","250","680","65240"
"342","28","1","250","680","65490"
"343","28","1","250","680","65740"
"344","28","1","250","680","65990"
"345","28","1","250","680","66240"
"346","28","1","250","680","66490"
"347","28","1","250","680","66740"
"348","28","1","250","680","66990"
"349","28","1","250","680","67240"
"350","28","1","250","680","67490"
"0","1","2","50","200000","50"
"1","1","2","10","500000","60"
"2","1","2","15","500000","75"
"3","1","2","20","500000","95"
"4","1","2","25","500000","120"
"5","1","2","30","500000","150"
