c8bdf6e5a24f249ce68e355e02e5c4626041510b0911147a5c5227c1ba7cd106,e67b660bf86ae8dee026179e7650bde21d3f0357445e42f5441e50f83733228b,deb89ed023be5fe1e7eb10564e384fec99e6a5c82a4e74b152b6892e035f90bc,5d17164f6c85dfe636ed9e1824eb61be3b5f862ccd83440c56664e7ceeaa0f4f,a3767ba32dd70ad67fcda6c941feb8c1a134648c4de91ee06c9aeac041ed4758,7e3f781cdbe05a180c1304e659dec663d9defa2522b4fd08593020995520867d,06ddb78d061fd4e5fcef8b7724e51fd5ad2a4e75c9e674a10e6806dd30635505,4e93aed88e35fabbed220d9993515770d0e53cc44a5108ebd08d5d45ba5346c6,abe4d781d655ff72bbf7e6734d81790de03924b44f9b9d11639ce0547195e841,683b87a0cd7376f46fb50796a33d2de1564594ffd9fb7a09426319f163533da9,30379f0bd279d4504d22d4ecc69eb15bf250e075a340ed3b085c854fa729fe42,0df47bc42e72d8aec5644cd4ed507ace749d0d0b122d519d6cb12a336d2f2e01
"51","3","1","3001","30","0","0","30","29","0","10511","0"
"100","2","2","3101","31","0","0","31","30","0","11001","0"
"101","1","3","3201","32","0","0","32","31","0","11011","0"
"104","4","4","3301","33","0","0","33","32","0","11041","0"
"100","3","3","3401","34","0","0","34","33","0","11001","0"
"104","4","2","3501","35","0","0","35","34","0","11041","0"
"103","2","3","3601","36","0","0","36","35","0","11031","0"
"102","1","2","3701","37","0","0","37","36","0","11021","0"
"50","2","1","3801","38","0","0","38","37","0","10501","0"
"102","3","3","3901","39","0","0","39","38","0","11021","0"
"104","4","4","4001","40","0","0","40","39","0","11041","0"
"100","1","3","4101","41","0","0","41","40","0","11001","0"
"52","3","2","4201","42","0","0","42","41","0","10521","0"
"104","4","1","4301","43","0","0","43","42","0","11041","0"
"103","1","2","4401","44","0","0","44","43","0","11031","0"
"104","4","1","4501","45","0","0","45","44","0","11041","0"
"101","3","3","4601","46","0","0","46","45","0","11011","0"
"102","1","4","4701","47","0","0","47","46","0","11021","0"
"104","4","2","4801","48","0","0","48","47","0","11041","0"
"103","2","3","4901","49","0","0","49","48","0","11031","0"
"104","4","2","5001","50","0","0","50","49","0","11041","0"
"101","2","1","5101","51","0","0","51","50","0","11011","0"
"102","3","2","5201","52","0","0","52","51","0","11021","0"
"104","4","3","5301","53","0","0","53","52","0","11041","0"
"52","1","4","5401","54","0","0","54","53","0","10521","0"
"103","3","3","5501","55","0","0","55","54","0","11031","0"
"104","4","4","5601","56","0","0","56","55","0","11041","0"
"100","1","2","5701","57","0","0","57","56","0","11001","0"
"101","3","3","5801","58","0","0","58","57","0","11011","0"
"103","2","4","5901","59","0","0","59","58","0","11031","0"
"104","4","3","6001","60","0","0","60","59","0","11041","0"
"102","1","1","6101","61","0","0","61","60","0","11021","0"
"50","3","2","6201","62","0","0","62","61","0","10501","0"
"104","4","1","6301","63","0","0","63","62","0","11041","0"
"103","2","2","6401","64","0","0","64","63","0","11031","0"
"102","1","3","6501","65","0","0","65","64","0","11021","0"
"104","4","2","6601","66","0","0","66","65","0","11041","0"
"52","1","3","6701","67","0","0","67","66","0","10521","0"
"102","2","2","6801","68","0","0","68","67","0","11021","0"
"104","4","4","6901","69","0","0","69","68","0","11041","0"
"103","2","3","7001","70","0","0","70","69","0","11031","0"
"101","3","2","7101","71","0","0","71","70","0","11011","0"
"100","2","3","7201","72","0","0","72","71","0","11001","0"
"104","4","1","7301","73","0","0","73","72","0","11041","0"
"103","1","1","7401","74","0","0","74","73","0","11031","0"
"102","3","3","7501","75","0","0","75","74","0","11021","0"
"50","1","4","7601","76","0","0","76","75","0","10501","0"
"104","4","3","7701","77","0","0","77","76","0","11041","0"
"101","2","2","7801","78","0","0","78","77","0","11011","0"
"100","3","3","7901","79","0","0","79","78","0","11001","0"
"104","4","2","8001","80","0","0","80","79","0","11041","0"
"52","3","1","8101","81","0","0","81","80","0","10521","0"
"101","1","2","8201","82","0","0","82","81","0","11011","0"
"50","3","4","8301","83","0","0","83","82","0","10501","0"
"103","1","3","8401","84","0","0","84","83","0","11031","0"
"104","4","2","8501","85","0","0","85","84","0","11041","0"
"100","2","3","8601","86","0","0","86","85","0","11001","0"
"102","2","2","8701","87","0","0","87","86","0","11021","0"
"103","2","1","8801","88","0","0","88","87","0","11031","0"
"104","4","3","8901","89","0","0","89","88","0","11041","0"
"102","1","2","9001","90","0","0","90","89","0","11021","0"
"104","4","3","9101","91","0","0","91","90","0","11041","0"
"50","3","4","9201","92","0","0","92","91","0","10501","0"
"104","4","3","9301","93","0","0","93","92","0","11041","0"
"102","1","2","9401","94","0","0","94","93","0","11021","0"
"103","2","2","9501","95","0","0","95","94","0","11031","0"
"104","4","3","9601","96","0","0","96","95","0","11041","0"
"104","4","2","9701","97","0","0","97","96","0","11041","0"
"101","2","2","9801","98","0","0","98","97","0","11011","0"
"104","4","3","9901","99","0","0","99","98","0","11041","0"
"102","1","1","10001","100","0","0","100","99","0","11021","0"
"103","3","3","10101","101","0","0","101","100","0","11031","0"
"104","4","4","10201","102","0","0","102","101","0","11041","0"
"50","3","2","10301","103","0","0","103","102","0","10501","0"
"100","1","3","10401","104","0","0","104","103","0","11001","0"
"104","4","4","10501","105","0","0","105","104","0","11041","0"
"103","2","2","10601","106","0","0","106","105","0","11031","0"
"104","4","1","10701","107","0","0","107","106","0","11041","0"
"103","2","3","10801","108","0","0","108","107","0","11031","0"
"100","3","3","10901","109","0","0","109","108","0","11001","0"
"104","4","1","11001","110","0","0","110","109","0","11041","0"
"101","3","2","11101","111","0","0","111","110","0","11011","0"
"104","4","4","11201","112","0","0","112","111","0","11041","0"
"102","1","3","11301","113","0","0","113","112","0","11021","0"
"104","4","2","11401","114","0","0","114","113","0","11041","0"
"103","2","4","11501","115","0","0","115","114","0","11031","0"
"104","4","3","11601","116","0","0","116","115","0","11041","0"
"102","2","2","11701","117","0","0","117","116","0","11021","0"
"104","4","2","11801","118","0","0","118","117","0","11041","0"
"52","3","1","11901","119","0","0","119","118","0","10521","0"
"104","4","3","12001","120","0","0","120","119","0","11041","0"
"102","1","3","12101","121","0","0","121","120","0","11021","0"
"103","3","4","12201","122","0","0","122","121","0","11031","0"
"100","2","2","12301","123","0","0","123","122","0","11001","0"
"102","1","1","12401","124","0","0","124","123","0","11021","0"
"104","4","3","12501","125","0","0","125","124","0","11041","0"
"101","2","2","12601","126","0","0","126","125","0","11011","0"
"100","3","1","12701","127","0","0","127","126","0","11001","0"
"50","2","2","12801","128","0","0","128","127","0","10501","0"
"104","4","3","12901","129","0","0","129","128","0","11041","0"
"101","1","1","13001","130","0","0","130","129","0","11011","0"
"103","3","3","13101","131","0","0","131","130","0","11031","0"
"104","4","4","13201","132","0","0","132","131","0","11041","0"
"102","3","3","13301","133","0","0","133","132","0","11021","0"
"100","1","3","13401","134","0","0","134","133","0","11001","0"
"104","4","2","13501","135","0","0","135","134","0","11041","0"
"104","4","1","13601","136","0","0","136","135","0","11041","0"
"101","1","1","13701","137","0","0","137","136","0","11011","0"
"100","2","3","13801","138","0","0","138","137","0","11001","0"
"104","4","4","13901","139","0","0","139","138","0","11041","0"
"101","3","2","14001","140","0","0","140","139","0","11011","0"
"104","4","1","14101","141","0","0","141","140","0","11041","0"
"52","3","2","14201","142","0","0","142","141","0","10521","0"
"100","2","3","14301","143","0","0","143","142","0","11001","0"
"103","1","4","14401","144","0","0","144","143","0","11031","0"
"104","4","2","14501","145","0","0","145","144","0","11041","0"
"104","4","3","14601","146","0","0","146","145","0","11041","0"
"102","2","2","14701","147","0","0","147","146","0","11021","0"
"103","2","1","14801","148","0","0","148","147","0","11031","0"
"104","4","3","14901","149","0","0","149","148","0","11041","0"
"102","3","3","15001","150","0","0","150","149","0","11021","0"
"103","1","4","15101","151","0","0","151","150","0","11031","0"
"104","4","2","15201","152","0","0","152","151","0","11041","0"
"102","2","1","15301","153","0","0","153","152","0","11021","0"
"104","4","3","15401","154","0","0","154","153","0","11041","0"
"101","3","2","15501","155","0","0","155","154","0","11011","0"
"104","4","4","15601","156","0","0","156","155","0","11041","0"
"100","3","1","15701","157","0","0","157","156","0","11001","0"
"50","2","2","15801","158","0","0","158","157","0","10501","0"
"104","4","3","15901","159","0","0","159","158","0","11041","0"
"101","1","1","16001","160","0","0","160","159","0","11011","0"
"103","3","3","16101","161","0","0","161","160","0","11031","0"
"104","4","4","16201","162","0","0","162","161","0","11041","0"
"102","3","3","16301","163","0","0","163","162","0","11021","0"
"100","1","3","16401","164","0","0","164","163","0","11001","0"
"104","4","2","16501","165","0","0","165","164","0","11041","0"
"104","4","1","16601","166","0","0","166","165","0","11041","0"
"101","1","1","16701","167","0","0","167","166","0","11011","0"
"100","2","3","16801","168","0","0","168","167","0","11001","0"
"104","4","4","16901","169","0","0","169","168","0","11041","0"
"101","3","2","17001","170","0","0","170","169","0","11011","0"
"104","4","1","17101","171","0","0","171","170","0","11041","0"
"52","3","2","17201","172","0","0","172","171","0","10521","0"
"100","2","3","17301","173","0","0","173","172","0","11001","0"
"103","1","4","17401","174","0","0","174","173","0","11031","0"
"104","4","2","17501","175","0","0","175","174","0","11041","0"
"104","4","3","17601","176","0","0","176","175","0","11041","0"
"102","2","2","17701","177","0","0","177","176","0","11021","0"
"103","2","1","17801","178","0","0","178","177","0","11031","0"
"104","4","3","17901","179","0","0","179","178","0","11041","0"
"102","3","3","18001","180","0","0","180","179","0","11021","0"
"103","1","4","18101","181","0","0","181","180","0","11031","0"
"104","4","2","18201","182","0","0","182","181","0","11041","0"
"102","2","1","18301","183","0","0","183","182","0","11021","0"
"104","4","3","18401","184","0","0","184","183","0","11041","0"
"101","3","2","18501","185","0","0","185","184","0","11011","0"
"104","4","4","18601","186","0","0","186","185","0","11041","0"
