b0589e09f05581f5fb302f117c2ecb315e9d5cccdcf2a0a4f1711f86cfc2c3bf,179ae58da12b42810f6a2ecc238159433fdce3d3e83d1b0f0a4168a949ebe110,15a73ecb914c5a3ecba5b9749bfa19441640a0eb9eb5abf8487336158767e338,ba3069434e829a22afad0c6ed3b2749b6582b02d1849b495477fcdd36cd202b5,2a426d902e184b5b7eac531a0ad03aca3d46dc09d767db528c1c37a65a2d4efe,a2ece2e3043565cafb71332200a28c61dbf79ad884eb16fd91abf6562f7c81bb,6cab57ca04f36a39f5ecf1acfa9ac1f27a91395b19439b88d45760229e61748f,2640b78a1d1d440e2b5b79dcb55b5d7bd62750d9b4b7c10086bc439d40c16ef6,d3d425e18cae5375af36f6ff2d8acb443d0b4d8adfbcbf6325ec2a0ea6fdc899,1318e850d97849e0885646fc643ffae0aa660d9f5188811f4ff48748e52e4096,fe0a389cbcffb2d61fa15b34a38bbede5fa3f3fa3b856a2870c54be21bc503b5,9a3fcdb12aa219f93c7bdd7505b715fb1db07751b9819c7da9aea70ad5eb4bb5,ef1569f4d2fa10d983a9a47baa701267ae5cbe5bb86ae58c0eecd96d63a0b057,78e1a4a1a53ad296959b7c4e88ec5265ad3f18a517564ad9cf4936b9b2332107
"ランドソル中央部","209","202","bgm_M135","3","bgm_M135","1","20007103","1","201","1","0","0","20007"
"ランドソル郊外","0","0","bgm_M135","1","bgm_M135","31","20007201","0","201","1","0","0","20007"
"ランドソル近郊","0","0","bgm_M162","0","bgm_M162","0","20008101","0","201","1","0","35","20008"
"ランドソル近郊","0","0","bgm_M162","0","bgm_M162","0","20008201","0","201","1","0","0","20008"
"サレンディア救護院","0","0","bgm_M171","1","bgm_M171","11","20009101","0","201","1","0","110","20009"
"王都ランドソル","0","0","bgm_M171","1","bgm_M171","0","20009201","0","201","1","0","0","20009"
"神殿への参道","0","0","bgm_M182","1","bgm_M182","0","20010101","0","201","1","180","1","20010"
"神殿への参道","0","0","bgm_M182","1","bgm_M182","0","20010201","0","201","1","0","0","20010"
"王都ランドソル","0","0","bgm_M189","1","bgm_M189","0","20011101","0","201","1","0","0","20011"
"キッチンスタジアム","0","0","bgm_M189","2","bgm_M189","0","20011102","0","201","1","0","110","20011"
"キッチンスタジアム","0","0","bgm_M189","1","bgm_M189","0","20011201","0","201","1","0","0","20011"
"王都ランドソル","0","0","bgm_M206","1","bgm_M206","0","20012101","0","201","1","0","115","20012"
"王都ランドソル","0","0","bgm_M206","1","bgm_M206","0","20012201","0","201","1","0","0","20012"
"ガストロス山","0","0","bgm_M215","1","bgm_M215","0","20013101","0","201","1","0","100","20013"
"光の裂け目","208","202","bgm_M215","2","bgm_M215","11","20013102","1","201","1","0","0","20013"
"光の裂け目","0","0","bgm_M215","1","bgm_M215","0","20013201","0","201","1","0","0","20013"
"オーエド町","0","0","bgm_M223","1","bgm_M223","0","20014101","0","201","1","0","120","20014"
"オーエド町","0","0","bgm_M223","1","bgm_M223","0","20014201","0","201","1","0","0","20014"
"サンレインビーチ","0","0","bgm_M237","1","bgm_M237","12","20015101","0","201","1","0","98","20015"
"サンレインビーチ","0","0","bgm_M237","0","bgm_M237","0","20015201","0","201","1","0","0","20015"
"マホマホ王国避暑地？","0","0","bgm_M245","0","bgm_M245_02","0","20016101","0","201","1","0","150","20016"
"マホマホ王国避暑地？","0","0","bgm_M245","0","bgm_M245_02","0","20016201","0","201","1","0","0","20016"
"聖テレサ女学院","0","0","bgm_M254","1","bgm_M254","0","20017101","0","201","1","0","70","20017"
"聖テレサ女学院","0","0","bgm_M254","0","bgm_M254","0","20017201","0","201","1","0","0","20017"
"テラーハウス周辺","0","0","bgm_M265","1","bgm_M265_Top","0","20018101","0","201","1","0","0","20018"
"ゴーストグレイヴ","0","202","bgm_M265","2","bgm_M265_Top","0","20018102","1","201","1","0","0","20018"
"ゴーストグレイヴ","0","0","bgm_M265","1","bgm_M265_Top","0","20018201","0","201","1","0","0","20018"
"エルピス島 開拓キャンプ一帯","0","0","bgm_M273","0","bgm_M273","0","20019101","0","201","1","0","90","20019"
"エルピス島 開拓キャンプ一帯","0","0","bgm_M273","0","bgm_M273","0","20019201","0","201","1","0","0","20019"
"王都ランドソル 郊外","0","0","bgm_M281","1","bgm_M281","0","20020101","0","201","1","0","0","20020"
"王都ランドソル 中央広場","0","0","bgm_M281","2","bgm_M281","11","20020102","0","201","1","0","0","20020"
"王都ランドソル 中央広場","0","0","bgm_M281","1","bgm_M281","0","20020201","0","201","1","0","0","20020"
"ギルドレース　１区→２区","0","0","bgm_M294","1","bgm_M294","0","20021101","0","201","1","0","30","20021"
"ギルドレース　３区→４区","0","0","bgm_M294","2","bgm_M294","0","20021102","0","201","1","0","30","20021"
"ギルドレース　３区→４区","0","0","bgm_M294","1","bgm_M294","0","20021201","0","201","1","0","0","20021"
"王都ランドソル","0","0","bgm_M316","1","bgm_M316","0","20022101","0","201","1","0","87","20022"
"王都ランドソル","0","0","bgm_M316","1","bgm_M316","0","20022201","0","201","1","0","0","20022"
"聖テレサ女学院","0","0","bgm_M343","1","bgm_M343","0","20023101","0","201","1","0","45","20023"
"聖テレサ女学院","0","0","bgm_M343","0","bgm_M343","0","20023201","0","201","1","0","0","20023"
"エリザベスパーク","0","0","bgm_M351","1","bgm_M351","0","20024101","0","201","1","0","0","20024"
"王都ランドソル","0","0","bgm_M351","2","bgm_M351","0","20024102","0","201","1","0","0","20024"
"エリザベスパーク","0","0","bgm_M351","3","bgm_M351","0","20024103","0","201","1","0","0","20024"
"エリザベスパーク","0","0","bgm_M351","1","bgm_M351","0","20024201","0","201","1","0","0","20024"
"不思議の国","0","0","bgm_M375","0","bgm_M375","0","20025101","0","201","1","0","200","20025"
"不思議の国","0","0","bgm_M375","0","bgm_M375","0","20025201","0","201","1","0","100","20025"
"ウィッシュビーチ周辺","0","0","bgm_M380A","1","bgm_M380A","0","20026101","0","201","1","0","90","20026"
"星降る天の川","0","0","bgm_M380B","2","bgm_M380B_02","0","20026102","0","201","1","0","0","20026"
"星降る天の川","0","0","bgm_M380B","0","bgm_M380B_02","0","20026201","0","201","1","0","0","20026"
"ビーチボールパーク","0","0","bgm_M393","0","bgm_M393","0","20027101","0","201","1","0","115","20027"
"ビーチボールパーク","0","0","bgm_M393","0","bgm_M393","0","20027201","0","201","1","0","0","20027"
"王都ランドソル","0","0","bgm_M403","1","bgm_M403","0","20028101","0","201","1","0","80","20028"
"王都ランドソル","0","0","bgm_M403","1","bgm_M403","0","20028201","0","201","1","0","0","20028"
"ハロウィンパーク","0","0","bgm_M413","0","bgm_M413","0","20029101","0","201","1","0","128","20029"
"ハロウィンパーク","0","0","bgm_M413","0","bgm_M413","0","20029201","0","201","1","0","0","20029"
"王都ランドソル","0","0","bgm_M421","1","bgm_M421","0","20030101","0","201","1","0","80","20030"
"王都ランドソル","0","0","bgm_M421","1","bgm_M421","0","20030201","0","201","1","0","0","20030"
"デビュタント・シャングリ・ラ会場","0","0","bgm_M426","1","bgm_M426","0","20031101","0","201","1","0","60","20031"
"デビュタント・シャングリ・ラ会場","0","0","bgm_M426","1","bgm_M426","0","20031201","0","201","1","0","0","20031"
"港町・オーマ","0","0","bgm_M435","1","bgm_M435","0","20032101","0","201","1","0","100","20032"
"港町・オーマ","0","0","bgm_M435","1","bgm_M435","0","20032201","0","201","1","0","0","20032"
"ランドソル近郊","0","0","bgm_M442A","1","bgm_M442A","0","20033101","0","201","1","0","70","20033"
"ランドソル近郊","0","0","bgm_M442A","0","bgm_M442A","0","20033201","0","201","1","0","0","20033"
"エルフの里　清らかな森","0","0","bgm_M442B","0","bgm_M442B","0","20034101","0","201","1","0","25","20034"
"エルフの里　清らかな森","0","0","bgm_M442B","0","bgm_M442B","0","20034201","0","201","1","0","0","20034"
"ランドソル近郊","0","0","bgm_M451","1","bgm_M451","0","20035101","0","201","1","0","0","20035"
"辺境の地","0","0","bgm_M451","2","bgm_M451","0","20035102","0","201","1","0","0","20035"
"辺境の地","0","0","bgm_M451","0","bgm_M451","0","20035201","0","201","1","0","0","20035"
"聖テレサ女学院 聖学祭会場","0","0","bgm_M457","1","bgm_M457","0","20036101","0","201","1","0","91","20036"
"聖テレサ女学院 聖学祭会場","0","0","bgm_M457","0","bgm_M457","0","20036201","0","201","1","0","0","20036"
"異時間軸のランドソル","0","0","bgm_M467","1","bgm_M467","0","20037101","0","201","1","0","90","20037"
"タイムトンネル","0","0","bgm_M467","2","bgm_M467","0","20037102","0","201","1","0","0","20037"
"タイムトンネル","0","0","bgm_M467","0","bgm_M467","0","20037201","0","201","1","0","0","20037"
"おもちゃ工場","0","0","bgm_M478","1","bgm_M478_Lofi","0","20038101","0","201","1","40","0","20038"
"王都ランドソル","0","0","bgm_M478","2","bgm_M478_Lofi","0","20038102","0","201","1","0","0","20038"
"王都ランドソル","0","0","bgm_M478","0","bgm_M478_Lofi","0","20038201","0","201","1","0","0","20038"
"王都ランドソル","0","0","bgm_M486","1","bgm_M486","0","20039101","0","201","1","0","0","20039"
"とある無人島","0","0","bgm_M486","2","bgm_M486","0","20039102","0","201","1","0","58","20039"
"王都ランドソル","0","0","bgm_M486","3","bgm_M486","0","20039103","0","201","1","0","0","20039"
"王都ランドソル","0","0","bgm_M486","0","bgm_M486","0","20039201","0","201","1","0","0","20039"
"カルミナサマーライブ会場","0","0","bgm_M496","1","bgm_M496","0","20040101","0","201","1","0","100","20040"
"カルミナサマーライブ会場","0","0","bgm_M496","0","bgm_M496","0","20040201","0","201","1","0","0","20040"
"王都ランドソル","0","0","bgm_M508","1","bgm_M508","0","20041101","0","201","1","0","0","20041"
"オーエド町","0","0","bgm_M508","2","bgm_M508","0","20041102","0","201","1","0","45","20041"
"オーエド町","0","0","bgm_M508","0","bgm_M508","0","20041201","0","201","1","0","0","20041"
"王都ランドソル","0","0","bgm_M520","1","bgm_M520","0","20042101","0","201","1","0","128","20042"
"王都ランドソル","0","0","bgm_M520","2","bgm_M520","0","20042102","0","201","1","0","0","20042"
"王都ランドソル","0","0","bgm_M520","1","bgm_M520","31","20042201","0","201","1","0","0","20042"
"王都ランドソル","0","0","bgm_M527","1","bgm_M527","0","20043101","0","201","1","0","40","20043"
"ランドソル近郊","0","0","bgm_M527","2","bgm_M527","0","20043102","0","201","1","0","0","20043"
"ランドソル近郊","0","0","bgm_M527","0","bgm_M527","0","20043201","0","201","1","0","0","20043"
"スイーツコンテスト会場","0","0","bgm_M536","1","bgm_M536","0","20044101","0","201","1","0","70","20044"
"スイーツコンテスト会場","0","0","bgm_M536","0","bgm_M536","0","20044201","0","201","1","0","0","20044"
"ランドソル近郊","0","0","bgm_M543","1","bgm_M543","0","20045101","0","201","1","0","0","20045"
"港町・オーマ","0","0","bgm_M543","2","bgm_M543","0","20045102","0","201","1","0","0","20045"
"タパスビーチ周辺","0","0","bgm_M543","3","bgm_M543","0","20045103","0","201","1","0","0","20045"
"ガストロス山","0","0","bgm_M543","4","bgm_M543","0","20045104","0","201","1","0","0","20045"
"ガストロス山","0","0","bgm_M543","0","bgm_M543","0","20045201","0","201","1","0","0","20045"
"王都ランドソル","0","0","bgm_M552","1","bgm_M552_03","0","20046101","0","201","1","0","0","20046"
"ランドソル近郊","0","0","bgm_M552","2","bgm_M552_03","0","20046102","0","201","1","0","0","20046"
"イリス樹海","0","0","bgm_M552","3","bgm_M552_03","0","20046103","0","201","1","0","0","20046"
"フローラ湖畔","0","0","bgm_M552","4","bgm_M552_03","0","20046104","0","201","1","0","0","20046"
"フローラ湖畔","0","0","bgm_M552","0","bgm_M552_03","0","20046201","0","201","1","0","0","20046"
"王都ランドソル","0","0","bgm_M553","1","bgm_M553","0","20047101","0","201","1","0","40","20047"
"世界と世界の狭間","0","0","bgm_M553","2","bgm_M553","0","20047102","0","201","1","0","0","20047"
"世界と世界の狭間","0","0","bgm_M553","0","bgm_M553","0","20047201","0","201","1","0","0","20047"
"サレンディア救護院内","0","0","bgm_M565","1","bgm_M565","0","20048101","0","201","1","0","0","20048"
"エリザベスパーク　牧場温泉","0","0","bgm_M565","2","bgm_M565","0","20048102","0","201","1","0","0","20048"
"エリザベスパーク　牧場温泉","0","0","bgm_M565","0","bgm_M565","0","20048201","0","201","1","0","0","20048"
"ランドソル郊外","0","0","bgm_M574","1","bgm_M574","0","20049101","0","201","1","0","0","20049"
"カジノホール","0","0","bgm_M574","2","bgm_M574","0","20049102","0","201","1","0","0","20049"
"カジノホール","0","0","bgm_M574","0","bgm_M574","0","20049201","0","201","1","0","0","20049"
"呪われた海賊島","0","0","bgm_M582","1","bgm_M582","0","20050101","0","201","1","0","0","20050"
"呪われた海賊島","0","0","bgm_M582","0","bgm_M582","0","20050201","0","201","1","0","0","20050"
"キャンピングフィールド","0","0","bgm_M595","1","bgm_M595","0","20051101","0","201","1","0","128","20051"
"キャンピングフィールド","0","0","bgm_M595","0","bgm_M595","0","20051201","0","201","1","0","0","20051"
"王都ランドソル","0","0","bgm_M601","1","bgm_M601","0","20052101","0","201","1","0","0","20052"
"サマーゲームリゾート","0","0","bgm_M601","2","bgm_M601","0","20052102","0","201","1","0","80","20052"
"サマーゲームリゾート","0","0","bgm_M601","0","bgm_M601","0","20052201","0","201","1","0","0","20052"
"ちいさな出会いの海岸","0","0","bgm_M608","1","bgm_M608","0","20053101","0","201","1","0","0","20053"
"リトルリリカル秘密基地近辺","0","0","bgm_M608","2","bgm_M608","0","20053102","0","201","1","0","0","20053"
"ちいさな出会いの海岸","0","0","bgm_M608","3","bgm_M608","0","20053103","0","201","1","0","0","20053"
"ちいさな出会いの海岸","0","0","bgm_M608","0","bgm_M608","0","20053201","0","201","1","0","0","20053"
"最果てを目指す旅路","0","0","bgm_M618","1","bgm_M618","0","20054101","0","201","1","0","0","20054"
"世界の果ての森","0","0","bgm_M618","2","bgm_M618","0","20054102","0","201","1","0","30","20054"
"世界の果ての森","0","0","bgm_M618","0","bgm_M618","0","20054201","0","201","1","0","0","20054"
"ランフェス会場","0","0","bgm_M623","1","bgm_M623","0","20055101","0","201","1","0","115","20055"
"ランフェス会場","0","0","bgm_M623","1","bgm_M623","0","20055201","0","201","1","0","0","20055"
"王都ランドソル","0","0","bgm_M630","1","bgm_M630","0","20056101","0","201","1","0","0","20056"
"和平活動の道のり","0","0","bgm_M630","2","bgm_M630","0","20056102","0","201","1","0","30","20056"
"和平活動の道のり","0","0","bgm_M630","0","bgm_M630","0","20056201","0","201","1","0","0","20056"
"ランドソル 繁華街","0","0","bgm_M638","1","bgm_M638","11","20057101","0","201","1","0","110","20057"
"ランドソル 繁華街","0","0","bgm_M638","0","bgm_M638","0","20057201","0","201","1","0","0","20057"
"オーエド町","0","0","bgm_M647","1","bgm_M647","0","20058101","0","201","1","0","45","20058"
"オーエド町","0","0","bgm_M647","0","bgm_M647","0","20058201","0","201","1","0","0","20058"
"王都ランドソル 女神の祭典","0","0","bgm_M659","1","bgm_M659","0","20059101","0","201","1","0","85","20059"
"王都ランドソル 女神の祭典","0","0","bgm_M659","1","bgm_M659","0","20059201","0","201","1","0","0","20059"
"王都ランドソル 女神の祭典","0","0","bgm_M660","1","bgm_M660","0","20060101","0","201","1","0","0","20060"
"追想の楽園","0","0","bgm_M660","2","bgm_M660","0","20060102","0","201","1","0","0","20060"
"追想の楽園","0","0","bgm_M660","0","bgm_M660","0","20060201","0","201","1","0","0","20060"
"ランドソル 市街地","0","0","bgm_M668","1","bgm_M668","0","20061101","0","201","1","0","108","20061"
"ランドソル 市街地","0","0","bgm_M668","1","bgm_M668","0","20061201","0","201","1","0","0","20061"
"レンジャー合宿所周辺","0","0","bgm_MC017","1","bgm_MC017","0","20062101","0","201","1","0","128","20062"
"レンジャー合宿所周辺","0","0","bgm_MC017","0","bgm_MC017","0","20062201","0","201","1","0","0","20062"
"フリーマーケット会場","0","0","bgm_MC026","1","bgm_MC026","0","20063101","0","201","1","0","0","20063"
"叡智の森周辺","0","0","bgm_MC026","2","bgm_MC026","0","20063102","0","201","1","0","110","20063"
"叡智の森周辺","0","0","bgm_MC026","0","bgm_MC026","0","20063201","0","201","1","0","0","20063"
"魔族の街","0","0","bgm_MC036","1","bgm_MC036","0","20064101","0","201","1","0","45","20064"
"魔族の街","0","0","bgm_MC036","0","bgm_MC036","0","20064201","0","201","1","0","0","20064"
"ランドソル近郊","0","0","bgm_MC046","1","bgm_MC046","0","20065101","0","201","1","0","0","20065"
"夏のオーマ","0","0","bgm_MC046","2","bgm_MC046","0","20065102","0","201","1","0","110","20065"
"夏のオーマ","0","0","bgm_MC046","1","bgm_MC046","0","20065201","0","201","1","0","0","20065"
"ヴィ・ランドソル","0","0","bgm_MC056","1","bgm_MC056","0","20066101","0","201","1","0","0","20066"
"ヴィ・ランドソル","0","0","bgm_MC056","2","bgm_MC056","0","20066102","0","201","1","0","110","20066"
"ヴィ・ランドソル","0","0","bgm_MC056","1","bgm_MC056","0","20066201","0","201","1","0","0","20066"
"赤く染まりしランドソル","0","0","bgm_MC110","1","bgm_MC110_02","0","20067101","0","201","1","0","85","20067"
"赤く染まりしランドソル","0","0","bgm_MC110","1","bgm_MC110_02","0","20067201","0","201","1","0","0","20067"
"黒き薔薇が咲く場所へ","0","0","bgm_MC111","1","bgm_MC111","0","20068101","0","201","1","0","85","20068"
"黒き薔薇が咲く場所へ","0","0","bgm_MC111","0","bgm_MC111","0","20068201","0","201","1","0","0","20068"
"アンブローズ魔法学園","0","0","bgm_MC063","1","bgm_MC063","0","20069101","0","201","1","0","128","20069"
"アンブローズ魔法学園","0","0","bgm_MC063","0","bgm_MC063","0","20069201","0","201","1","0","0","20069"
"砂漠の国　サラサリア周辺","0","0","bgm_MC075","1","bgm_MC075","0","20070101","0","201","1","0","128","20070"
"砂漠の国　サラサリア周辺","0","0","bgm_MC075","0","bgm_MC075","0","20070201","0","201","1","0","0","20070"
"王都ランドソル","0","0","bgm_MC082","1","bgm_MC082","0","20071101","0","201","1","0","0","20071"
"王都ランドソル","0","0","bgm_MC082","0","bgm_MC082","0","20071201","0","201","1","0","0","20071"
"ランドソル 繁華街","0","0","bgm_MC091","1","bgm_MC091","0","20072101","0","201","1","0","50","20072"
"ランドソル 繁華街","0","0","bgm_MC091","0","bgm_MC091","0","20072201","0","201","1","0","0","20072"
"エルフの森周辺","0","0","bgm_MC099","1","bgm_MC099","0","20073101","0","201","1","0","0","20073"
"大晦日の王都ランドソル","0","0","bgm_MC099","2","bgm_MC099","0","20073102","0","201","1","0","0","20073"
"大晦日の王都ランドソル","0","0","bgm_MC099","0","bgm_MC099","0","20073201","0","201","1","0","0","20073"
"テミス銀嶺","0","0","bgm_MC124","1","bgm_MC124","0","20074101","0","201","1","0","0","20074"
"聖テレサ女学院","0","0","bgm_MC124","2","bgm_MC124","0","20074102","0","201","1","0","0","20074"
"聖テレサ女学院","0","0","bgm_MC124","0","bgm_MC124","0","20074201","0","201","1","0","0","20074"
"訓練キャンプ","0","0","bgm_MC136","1","bgm_MC136","0","20075101","0","201","1","0","50","20075"
"訓練キャンプ","0","0","bgm_MC136","0","bgm_MC136","0","20075201","0","201","1","0","0","20075"
"フラワーヴィレッジ周辺","0","0","bgm_MC143","1","bgm_MC143","0","20076101","0","201","1","0","50","20076"
"フラワーヴィレッジ周辺","0","0","bgm_MC143","0","bgm_MC143","0","20076201","0","201","1","0","0","20076"
"グランドリームパーク","0","0","bgm_MC147","1","bgm_MC147_03","0","20077101","0","201","1","64","0","20077"
"グランドリームパーク","0","0","bgm_MC147","0","bgm_MC147_03","0","20077201","0","201","1","0","0","20077"
"レッツゴー、イイコトクラブ！","0","0","bgm_MC156","0","bgm_MC156","0","20078101","0","201","1","0","0","20078"
"レッツゴー、イイコトクラブ！","0","0","bgm_MC156","0","bgm_MC156","0","20078201","0","201","1","0","0","20078"
