00aa5fc42061618cae293d74b5a58fd3ca908ac1074a9ed5327672e3b85e4e2b,124eafee966a42e49523c70a41208ea49eac2c7f65bf1922f3a90be6ac64ed91,cd9f8d186aca90a2350415acf8ffe2c8b3e25aa841521a8f3099c03a593b7e7f,803073f379dbbfd942275c9235913836752f8ab41f4e7d49f207cddce3a8d76e,07743c4e0d56e87fdb53f84cc94d6b1d48fbeb9743240b4d9059df65ae814c33,d04b4fb007b8e48cdfb3d750b857427946f39c62eba2a7cb22660a53cb6364fc,cbacdccea60d30e6ea988a94faedc3e87a6d0e1f65633752b2a4da85c8550863,939c567549eca442360ee6fc9b046f9291c6528eae2ada22c329eae3dc5444b0,918dba50c3a9572ecc2e7d5c4ef5f0c005dcedb5bb40f8af3cc4ce9553374c20,aab3a9aca5c3bd3769e031d039c2f91b4c5217d9cbf25bd97e23ddd88aee3ac6,48dd59d2120f88c3d0b21438b11b562f902743fdd0a516fe6adeb061d69402db
"906601","イノリ","5042004","0","1000","2","0","0","20025","0","4"
"106701","ホマレ","5042004","-40","1000","2","0","0","20025","-40","5"
"113101","ルカ","0","-40","1000","1","0","0","20026","-40","1"
"113301","ナナカ","0","0","1000","1","0","0","20026","0","2"
"113201","アンナ","0","0","1000","1","0","0","20026","0","3"
"113801","ヨリ","0","0","1000","1","0","0","20028","0","1"
"113701","アカリ","0","0","1000","1","0","0","20028","0","2"
"113901","ツムギ","0","0","1000","1","0","0","20029","0","1"
"114001","レイ","0","0","1000","1","0","0","20029","0","2"
"114101","マツリ","0","0","1000","1","0","0","20029","0","3"
"114201","モニカ","0","0","1000","1","0","0","20030","0","1"
"114301","トモ","0","0","1000","1","0","0","20030","0","2"
"114401","アキノ","0","0","1000","1","0","0","20031","0","1"
"114501","サレン","0","0","1000","1","0","0","20031","0","2"
"111801","ぺコリーヌ","0","0","1000","1","0","0","20032","0","1"
"111901","コッコロ","0","0","1000","1","0","0","20032","0","2"
"112001","キャル","0","0","1000","1","0","0","20032","0","3"
"114701","ムイミ","5056002","0","1000","1","0","0","20032","0","4"
"115001","ネネカ","5056002","0","1000","1","0","0","20032","0","5"
"115801","リマ","0","0","1000","1","0","0","20035","0","1"
"116001","マホ","5061002","0","1000","1","0","0","20035","0","2"
"115901","マコト","5061003","0","1000","1","0","0","20035","0","3"
"116501","イノリ","0","0","1000","1","0","0","20037","0","1"
"116601","カヤ","0","0","1000","1","0","0","20037","0","2"
"116701","アオイ","0","0","1000","1","0","0","20038","0","1"
"117701","カオリ","0","0","1000","1","0","0","20042","0","1"
"117801","ニノン","0","0","1000","1","0","0","20042","0","2"
"117901","スズナ","0","0","1000","1","0","0","20042","0","3"
"119001","イオ","0","0","1000","1","0","0","20043","0","1"
"119101","クウカ","0","0","1000","1","0","0","20043","0","2"
"121301","クルミ","0","0","1000","1","0","0","20048","0","1"
"121401","ミサキ","0","0","1000","1","0","0","20048","0","2"
"121501","アユミ","0","0","1000","1","0","0","20049","0","1"
"121601","イノリ","0","0","1000","1","0","0","20049","0","2"
"122201","ユカリ","0","0","1000","1","0","0","20051","0","1"
"122101","アオイ","0","0","1000","1","0","0","20051","0","2"
"123401","ジュン","0","0","1000","1","0","0","20051","0","3"
"123101","マホ","0","0","1000","1","0","0","20054","0","1"
"123201","アヤネ","0","0","1000","1","0","0","20054","0","2"
"123601","トモ","0","0","1000","1","0","0","20055","0","1"
"123501","リン","0","0","1000","1","0","0","20055","0","2"
"123701","ナナカ","0","0","1000","1","0","0","20055","0","3"
"123901","マツリ","0","0","1000","1","0","0","20056","0","1"
"123801","クリスティーナ","0","0","1000","1","0","0","20056","0","2"
"125201","モニカ","0","0","1000","1","0","0","20061","0","1"
"125101","タマキ","0","0","1000","1","0","0","20061","0","2"
"127101","シノブ","0","0","1000","1","0","0","20066","0","1"
"127001","クウカ","0","0","1000","1","0","0","20066","0","2"
"126901","ランファ","0","0","1000","1","0","0","20066","0","3"
"427101","ドクロ親父","0","0","1000","1","0","0","20066","0","4"
"130801","スズメ","0","0","1000","1","0","0","10168","0","1"
"130701","キョウカ","0","0","1000","1","0","0","10168","0","2"
