8aac2102e95dff134368ad169c5f5b0ca78a55a92b99964ddf8f85d647a025d2,e77a4b636896a16219f3445a9de94c1abb4e5a229f497478887c698ceead8cf6,35dd7351ccdfcb7b1226606019f31e82a2c25f9c27d2f8891cebaf8b011e0e72,20cb8448a3b9e62760723cbd4b84895626951fbe2323c7349bcc17635829d89a,d264f86296bb2bcb9332ce57b9ea3eab4c1bd3056eea6d8424affb6a59416cf6,198783e92093bc181ff623bcb61e146f2c416eb8eb718fece0f42cfac9813d41,0fb8edfac04f70100004d48f133c0d051c5eefeb10bff3c85e27add6f73a21f8,480723e269817c88f62209b6f338a9a6a2845fb8220236216ac5f7b47032fdfd,5ce3d56550a2e8c1f69620436c539db673256987d1df5536e7cd6918490b1451,5c568920dad8d14584c8b6c9dfc71d4cf808778b035a9fe0ae0e002bef017bd7,059dd1d159ee6a66679cb6a7c87558a7d1ae7ee1bcada2bea30a618b72c3df64,7a684df9db25b05313b5f63a12c075d1ec866564f45d56e72e1b346c132d6770
"0","0","0","0","0","4","2","4","1009803","1","0","100980304"
"0","0","110","2","0","5","0","1","1009803","0","0.561","100980305"
"0","0","0","0","0","6","1.561","4","1009803","1","0","100980306"
"0","vo_lsv","0","0","vo_lsv_0302","7","0","2","1009803","0","0","100980307"
"110","0","320","2","0","8","0","1","1009803","0","1.3","100980308"
"0","0","0","0","0","9","1.3","4","1009803","1","0","100980309"
"0","0","227","3","0","10","0","1","1009803","0","1.2","100980310"
"0","0","0","0","0","11","2.2","4","1009803","1","0","100980311"
"0","vo_lsv","0","0","vo_lsv_0303","12","0","2","1009803","0","0","100980312"
"0","0","280","4","0","13","0","1","1009803","0","2.1","100980313"
"0","0","0","0","0","14","2.1","4","1009803","1","0","100980314"
"0","0","195","5","0","15","0","1","1009803","0","1.2","100980315"
"0","0","0","0","0","16","2.2","4","1009803","1","0","100980316"
"0","vo_lsv","0","0","vo_lsv_0304","17","0","2","1009803","0","0","100980317"
"0","0","300","6","0","18","0","1","1009803","0","1.305","100980318"
"0","0","0","0","0","19","1.305","4","1009803","1","0","100980319"
"0","0","325","7","0","20","0","1","1009803","0","2.181","100980320"
"0","0","0","0","0","21","2.781","4","1009803","1","0","100980321"
"0","0","250","8","0","22","0","1","1009803","0","1.32","100980322"
"0","0","0","0","0","23","2.32","4","1009803","1","0","100980323"
"0","vo_lsv","0","0","vo_lsv_0305","24","0","2","1009803","0","0","100980324"
"0","0","300","9","0","25","0","1","1009803","0","2.453","100980325"
"0","0","0","0","0","26","2.453","4","1009803","1","0","100980326"
"0","0","215","10","0","27","0","1","1009803","0","1.547","100980327"
"0","0","0","0","0","28","2.547","4","1009803","1","0","100980328"
"0","vo_lsv","0","0","vo_lsv_0306","29","0","2","1009803","0","0","100980329"
"0","0","300","11","0","30","0","1","1009803","0","1.95","100980330"
"0","0","0","0","0","31","2.95","4","1009803","1","0","100980331"
"0","vo_lsv","0","0","vo_lsv_0307","32","0","2","1009803","0","0","100980332"
"0","0","240","12","0","33","0","1","1009803","0","1.39","100980333"
"0","0","0","0","0","1","0.8","4","1009804","1","0","100980401"
"0","vo_lsv","0","0","vo_lsv_0401","2","0","2","1009804","0","0","100980402"
"0","0","300","1","0","3","0","1","1009804","0","2.4","100980403"
"0","0","0","0","0","4","2.4","4","1009804","1","0","100980404"
"0","0","150","2","0","5","0","1","1009804","0","0.6","100980405"
"0","0","0","0","0","6","1.6","4","1009804","1","0","100980406"
"0","vo_lsv","0","0","vo_lsv_0402","7","0","2","1009804","0","0","100980407"
"0","0","355","3","0","8","0","1","1009804","0","2.35","100980408"
"0","0","0","0","0","9","3.35","4","1009804","1","0","100980409"
"0","vo_lsv","0","0","vo_lsv_0403","10","0","2","1009804","0","0","100980410"
"0","0","300","4","0","11","0","1","1009804","0","1.669","100980411"
"0","0","0","0","0","12","2.1","4","1009804","1","0","100980412"
"0","0","230","5","0","13","0","1","1009804","0","1.7","100980413"
"0","0","0","0","0","14","2","4","1009804","1","0","100980414"
"0","0","230","6","0","15","0","1","1009804","0","1.35","100980415"
"0","0","0","0","0","16","2.85","4","1009804","1","0","100980416"
"0","vo_lsv","0","0","vo_lsv_0404","17","0","2","1009804","0","0","100980417"
"0","0","327","7","0","18","0","1","1009804","0","1.51","100980418"
"0","0","0","0","0","19","1.61","4","1009804","1","0","100980419"
"0","0","300","8","0","20","0","1","1009804","0","1.29","100980420"
"0","0","0","0","0","21","1.949","4","1009804","1","0","100980421"
"0","0","300","9","0","22","0","1","1009804","0","1.925","100980422"
"0","0","0","0","0","1","0.8","4","1009805","1","0","100980501"
"0","vo_lsv","0","0","vo_lsv_0501","2","0","2","1009805","0","0","100980502"
"0","0","300","1","0","3","0","1","1009805","0","2.115","100980503"
"0","0","0","0","0","4","3.115","4","1009805","1","0","100980504"
"0","vo_lsv","0","0","vo_lsv_0502","5","0","2","1009805","0","0","100980505"
"0","0","310","2","0","6","0","1","1009805","0","1.743","100980506"
"0","0","0","0","0","7","2.743","4","1009805","1","0","100980507"
"0","vo_lsv","0","0","vo_lsv_0503","8","0","2","1009805","0","0","100980508"
"0","0","300","3","0","9","0","1","1009805","0","1.86","100980509"
"0","0","0","0","0","10","2.26","4","1009805","1","0","100980510"
"0","0","300","4","0","11","0","1","1009805","0","1.667","100980511"
"0","0","0","0","0","12","2.324","4","1009805","1","0","100980512"
"0","0","310","5","0","13","0","1","1009805","0","2.168","100980513"
"0","0","0","0","0","14","3.168","4","1009805","1","0","100980514"
"0","vo_lsv","0","0","vo_lsv_0504","15","0","2","1009805","0","0","100980515"
"0","0","300","6","0","16","0","1","1009805","0","1.752","100980516"
"0","0","0","0","0","17","2.276","4","1009805","1","0","100980517"
"0","0","300","7","0","18","0","1","1009805","0","1.43","100980518"
"0","0","0","0","0","19","1.43","4","1009805","1","0","100980519"
"0","0","125","8","0","20","0","1","1009805","0","0.749","100980520"
"0","0","0","0","0","21","1.749","4","1009805","1","0","100980521"
"0","vo_lsv","0","0","vo_lsv_0505","22","0","2","1009805","0","0","100980522"
"125","0","300","8","0","23","0","1","1009805","0","0.65","100980523"
"0","0","0","0","0","24","0.65","4","1009805","1","0","100980524"
"0","0","300","9","0","25","0","1","1009805","0","1.753","100980525"
"0","0","0","0","0","26","1.753","4","1009805","1","0","100980526"
"0","0","160","10","0","27","0","1","1009805","0","0.929","100980527"
"0","0","0","0","0","28","1.929","4","1009805","1","0","100980528"
"0","vo_lsv","0","0","vo_lsv_0506","29","0","2","1009805","0","0","100980529"
"160","0","300","10","0","30","0","1","1009805","0","0.536","100980530"
"0","0","0","0","0","31","0.536","4","1009805","1","0","100980531"
"0","0","327","11","0","32","0","1","1009805","0","1.438","100980532"
"0","0","0","0","0","33","1.438","4","1009805","1","0","100980533"
"0","0","300","12","0","34","0","1","1009805","0","2.426","100980534"
"0","0","0","0","0","1","0.8","4","1009806","1","0","100980601"
"0","vo_lsv","0","0","vo_lsv_0601","2","0","2","1009806","0","0","100980602"
"0","0","330","1","0","3","0","1","1009806","0","2.5","100980603"
"0","0","0","0","0","4","2.5","4","1009806","1","0","100980604"
"0","0","270","2","0","5","0","1","1009806","0","1.5","100980605"
"0","0","0","0","0","6","2.5","4","1009806","1","0","100980606"
"0","vo_lsv","0","0","vo_lsv_0602","7","0","2","1009806","0","0","100980607"
"0","0","325","3","0","8","0","1","1009806","0","1.9","100980608"
"0","0","0","0","0","9","1.9","4","1009806","1","0","100980609"
"0","0","300","4","0","10","0","1","1009806","0","1.744","100980610"
"0","0","0","0","0","11","2.329","4","1009806","1","0","100980611"
"0","0","300","5","0","12","0","1","1009806","0","1.049","100980612"
"0","0","0","0","0","13","1.049","4","1009806","1","0","100980613"
"0","0","210","6","0","14","0","1","1009806","0","1.093","100980614"
"0","0","0","0","0","15","2.093","4","1009806","1","0","100980615"
"0","vo_lsv","0","0","vo_lsv_0603","16","0","2","1009806","0","0","100980616"
"0","0","300","7","0","17","0","1","1009806","0","1.9","100980617"
"0","0","0","0","0","18","1.9","4","1009806","1","0","100980618"
"0","0","300","8","0","19","0","1","1009806","0","2.4","100980619"
"0","0","0","0","0","20","2.4","4","1009806","1","0","100980620"
"0","0","300","9","0","21","0","1","1009806","0","1.65","100980621"
"0","0","0","0","0","22","2.65","4","1009806","1","0","100980622"
"0","vo_lsv","0","0","vo_lsv_0604","23","0","2","1009806","0","0","100980623"
"0","0","300","10","0","24","0","1","1009806","0","1.763","100980624"
"0","0","0","0","0","25","1.763","4","1009806","1","0","100980625"
"0","0","205","11","0","26","0","1","1009806","0","1.308","100980626"
"0","0","0","0","0","27","2.308","4","1009806","1","0","100980627"
"0","vo_lsv","0","0","vo_lsv_0605","28","0","2","1009806","0","0","100980628"
"205","0","320","11","0","29","0","1","1009806","0","1","100980629"
"0","0","0","0","0","30","1","4","1009806","1","0","100980630"
"0","0","270","12","0","31","0","1","1009806","0","1.853","100980631"
"0","0","0","0","0","1","0.8","4","1009807","1","0","100980701"
"0","vo_lsv","0","0","vo_lsv_0701","2","0","2","1009807","0","0","100980702"
"0","0","300","1","0","3","0","1","1009807","0","1.355","100980703"
"0","0","0","0","0","4","1.355","4","1009807","1","0","100980704"
"0","0","300","2","0","5","0","1","1009807","0","1.126","100980705"
"0","0","0","0","0","6","1.126","4","1009807","1","0","100980706"
"0","0","300","3","0","7","0","1","1009807","0","1.641","100980707"
"0","0","0","0","0","8","2","4","1009807","1","0","100980708"
"0","vo_lsv","0","0","vo_lsv_0702","9","0","2","1009807","0","0","100980709"
"0","0","300","4","0","10","0","1","1009807","0","1.325","100980710"
"0","0","0","0","0","11","1.325","4","1009807","1","0","100980711"
"0","0","327","5","0","12","0","1","1009807","0","1.891","100980712"
"0","0","0","0","0","13","2.437","4","1009807","1","0","100980713"
"0","0","327","6","0","14","0","1","1009807","0","1.93","100980714"
"0","0","0","0","0","15","2.93","4","1009807","1","0","100980715"
"0","vo_lsv","0","0","vo_lsv_0703","16","0","2","1009807","0","0","100980716"
"0","0","300","7","0","17","0","1","1009807","0","1.84","100980717"
"0","0","0","0","0","18","2.361","4","1009807","1","0","100980718"
"0","0","300","8","0","19","0","1","1009807","0","1.38","100980719"
"0","0","0","0","0","20","1.38","4","1009807","1","0","100980720"
"0","0","300","9","0","21","0","1","1009807","0","1.399","100980721"
"0","0","0","0","0","22","2.399","4","1009807","1","0","100980722"
"0","vo_lsv","0","0","vo_lsv_0704","23","0","2","1009807","0","0","100980723"
"0","0","300","10","0","24","0","1","1009807","0","2.268","100980724"
"0","0","0","0","0","25","2.268","4","1009807","1","0","100980725"
"0","0","300","11","0","26","0","1","1009807","0","1.299","100980726"
"0","0","0","0","0","1","0.8","4","1009808","1","0","100980801"
"0","vo_lsv","0","0","vo_lsv_0801","2","0","2","1009808","0","0","100980802"
"0","0","300","1","0","3","0","1","1009808","0","1.4","100980803"
"0","0","0","0","0","4","1.4","4","1009808","1","0","100980804"
"0","0","300","2","0","5","0","1","1009808","0","1","100980805"
"0","0","0","0","0","6","2","4","1009808","1","0","100980806"
"0","vo_lsv","0","0","vo_lsv_0802","7","0","2","1009808","0","0","100980807"
"0","0","300","3","0","8","0","1","1009808","0","1.6","100980808"
"0","0","0","0","0","9","1.8","4","1009808","1","0","100980809"
"0","0","300","4","0","10","0","1","1009808","0","1","100980810"
"0","0","0","0","0","11","1","4","1009808","1","0","100980811"
"0","0","300","5","0","12","0","1","1009808","0","1.5","100980812"
"0","0","0","0","0","13","2.5","4","1009808","1","0","100980813"
"0","vo_lsv","0","0","vo_lsv_0803","14","0","2","1009808","0","0","100980814"
"0","0","320","6","0","15","0","1","1009808","0","1.9","100980815"
"0","0","0","0","0","16","2.5","4","1009808","1","0","100980816"
"0","0","240","7","0","17","0","1","1009808","0","1.3","100980817"
"0","0","0","0","0","18","2.3","4","1009808","1","0","100980818"
"0","vo_lsv","0","0","vo_lsv_0804","19","0","2","1009808","0","0","100980819"
"0","0","300","8","0","20","0","1","1009808","0","1.3","100980820"
"0","0","0","0","0","21","1.3","4","1009808","1","0","100980821"
"0","0","300","9","0","22","0","1","1009808","0","1.5","100980822"
"0","0","0","0","0","23","2.5","4","1009808","1","0","100980823"
"0","vo_lsv","0","0","vo_lsv_0805","24","0","2","1009808","0","0","100980824"
"0","0","300","10","0","25","0","1","1009808","0","1.4","100980825"
"0","0","0","0","0","26","2.6","4","1009808","1","0","100980826"
"0","vo_lsv","0","0","vo_lsv_0806","27","0","2","1009808","0","0","100980827"
"15","0","327","11","0","28","0","1","1009808","0","1.363","100980828"
"0","0","0","0","0","1","0.8","4","1009809","1","0","100980901"
"0","vo_lsv","0","0","vo_lsv_0901","2","0","2","1009809","0","0","100980902"
"0","0","300","1","0","3","0","1","1009809","0","2.1","100980903"
"0","0","0","0","0","4","2.9","4","1009809","1","0","100980904"
"0","vo_lsv","0","0","vo_lsv_0902","5","0","2","1009809","0","0","100980905"
"0","0","327","2","0","6","0","1","1009809","0","2.46","100980906"
"0","0","0","0","0","7","2.64","4","1009809","1","0","100980907"
"0","0","327","3","0","8","0","1","1009809","0","1.845","100980908"
"0","0","0","0","0","9","1.85","4","1009809","1","0","100980909"
"0","0","300","4","0","10","0","1","1009809","0","1.735","100980910"
"0","0","0","0","0","11","2","4","1009809","1","0","100980911"
"0","vo_lsv","0","0","vo_lsv_0903","12","0","2","1009809","0","0","100980912"
"0","0","327","5","0","13","0","1","1009809","0","2.484","100980913"
"0","0","0","0","0","14","2.663","4","1009809","1","0","100980914"
"0","0","327","6","0","15","0","1","1009809","0","1.546","100980915"
"0","0","0","0","0","16","1.55","4","1009809","1","0","100980916"
"0","0","327","7","0","17","0","1","1009809","0","1.205","100980917"
"0","0","0","0","0","18","1.5","4","1009809","1","0","100980918"
"0","vo_lsv","0","0","vo_lsv_0904","19","0","2","1009809","0","0","100980919"
"0","0","327","8","0","20","0","1","1009809","0","2.079","100980920"
"0","0","0","0","0","21","2.4","4","1009809","1","0","100980921"
"0","0","327","9","0","22","0","1","1009809","0","2.05","100980922"
"0","0","0","0","0","23","2.35","4","1009809","1","0","100980923"
"0","0","327","10","0","24","0","1","1009809","0","2.55","100980924"
"0","0","0","0","0","1","0.8","4","1009810","1","0","100981001"
"0","vo_lsv","0","0","vo_lsv_1001","2","0","2","1009810","0","0","100981002"
"0","0","300","1","0","3","0","1","1009810","0","1.707","100981003"
"0","0","0","0","0","4","1.717","4","1009810","1","0","100981004"
"0","0","90","2","0","5","0","1","1009810","0","0.75","100981005"
"0","0","0","0","0","6","1.15","4","1009810","1","0","100981006"
"92","0","327","2","0","7","0","1","1009810","0","1.46","100981007"
"0","0","0","0","0","8","1.66","4","1009810","1","0","100981008"
"0","0","327","3","0","9","0","1","1009810","0","2.03","100981009"
"0","0","0","0","0","10","2.23","4","1009810","1","0","100981010"
"0","0","327","4","0","11","0","1","1009810","0","1.732","100981011"
"0","0","0","0","0","12","2.5","4","1009810","1","0","100981012"
"0","vo_lsv","0","0","vo_lsv_1002","13","0","2","1009810","0","0","100981013"
"0","0","300","5","0","14","0","1","1009810","0","1.9","100981014"
"0","0","0","0","0","15","1.949","4","1009810","1","0","100981015"
"0","0","327","6","0","16","0","1","1009810","0","2.05","100981016"
"0","0","0","0","0","17","2.08","4","1009810","1","0","100981017"
"0","0","130","7","0","18","0","1","1009810","0","0.8","100981018"
"0","0","0","0","0","19","2","4","1009810","1","0","100981019"
"0","vo_lsv","0","0","vo_lsv_1003","20","0","2","1009810","0","0","100981020"
"135","0","300","7","0","21","0","1","1009810","0","1.575","100981021"
"0","0","0","0","0","22","1.6","4","1009810","1","0","100981022"
"0","0","190","8","0","23","0","1","1009810","0","1.243","100981023"
"0","0","0","0","0","24","3","4","1009810","1","0","100981024"
"0","vo_lsv","0","0","vo_lsv_1004","25","0","2","1009810","0","0","100981025"
"0","0","196","9","0","26","0","1","1009810","0","1.867","100981026"
"0","0","0","0","0","27","2.067","4","1009810","1","0","100981027"
"198","0","327","9","0","28","0","1","1009810","0","0.956","100981028"
"0","0","0","0","0","29","1","4","1009810","1","0","100981029"
"0","0","260","10","0","30","0","1","1009810","0","1.851","100981030"
"0","0","0","0","0","31","1.88","4","1009810","1","0","100981031"
"0","0","160","11","0","32","0","1","1009810","0","1.172","100981032"
"0","0","0","0","0","33","2.5","4","1009810","1","0","100981033"
"0","vo_lsv","0","0","vo_lsv_1005","34","0","2","1009810","0","0","100981034"
"0","0","88","12","0","35","0","1","1009810","0","0.95","100981035"
"0","0","0","0","0","36","1.1","4","1009810","1","0","100981036"
"90","0","230","12","0","37","0","1","1009810","0","1.392","100981037"
"0","0","0","0","0","1","0.8","4","1009811","1","0","100981101"
"0","vo_lsv","0","0","vo_lsv_1101","2","0","2","1009811","0","0","100981102"
"0","0","300","1","0","3","0","1","1009811","0","1.813","100981103"
"0","0","0","0","0","4","2","4","1009811","1","0","100981104"
"0","0","280","2","0","5","0","1","1009811","0","1.065","100981105"
"0","0","0","0","0","6","1.095","4","1009811","1","0","100981106"
"0","0","327","3","0","7","0","1","1009811","0","2.176","100981107"
"0","0","0","0","0","8","3.1","4","1009811","1","0","100981108"
"0","vo_lsv","0","0","vo_lsv_1102","9","0","2","1009811","0","0","100981109"
"0","0","280","4","0","10","0","1","1009811","0","1.283","100981110"
"0","0","0","0","0","11","1.31","4","1009811","1","0","100981111"
"0","0","327","5","0","12","0","1","1009811","0","2.351","100981112"
"0","0","0","0","0","13","2.381","4","1009811","1","0","100981113"
"0","0","327","6","0","14","0","1","1009811","0","2.037","100981114"
"0","0","0","0","0","15","3","4","1009811","1","0","100981115"
"0","vo_lsv","0","0","vo_lsv_1103","16","0","2","1009811","0","0","100981116"
"0","0","327","7","0","17","0","1","1009811","0","2.637","100981117"
"0","0","0","0","0","18","3.23","4","1009811","1","0","100981118"
"0","0","327","8","0","19","0","1","1009811","0","1.789","100981119"
"0","0","0","0","0","20","1.81","4","1009811","1","0","100981120"
"0","0","80","9","0","21","0","1","1009811","0","0.763","100981121"
"0","0","0","0","0","22","0.893","4","1009811","1","0","100981122"
"82","0","327","9","0","23","0","1","1009811","0","1.079","100981123"
"0","0","0","0","0","24","1.1","4","1009811","1","0","100981124"
"0","0","195","10","0","25","0","1","1009811","0","1.424","100981125"
"0","0","0","0","0","26","2.5","4","1009811","1","0","100981126"
"0","vo_lsv","0","0","vo_lsv_1104","27","0","2","1009811","0","0","100981127"
"197","0","350","10","0","28","0","1","1009811","0","0.7","100981128"
"0","0","0","0","0","29","0.75","4","1009811","1","0","100981129"
"0","0","300","11","0","30","0","1","1009811","0","2.45","100981130"
"0","0","0","0","0","31","2.55","4","1009811","1","0","100981131"
"0","0","220","12","0","32","0","1","1009811","0","1.6","100981132"
"0","0","0","0","0","1","0.8","4","1009812","1","0","100981201"
"0","vo_lsv","0","0","vo_lsv_1201","2","0","2","1009812","0","0","100981202"
"0","0","300","1","0","3","0","1","1009812","0","2.379","100981203"
"0","0","0","0","0","4","3.5","4","1009812","1","0","100981204"
"0","vo_lsv","0","0","vo_lsv_1202","5","0","2","1009812","0","0","100981205"
"0","0","327","2","0","6","0","1","1009812","0","1.623","100981206"
"0","0","0","0","0","7","1.63","4","1009812","1","0","100981207"
"15","0","327","3","0","8","0","1","1009812","0","2.644","100981208"
"0","0","0","0","0","9","3.5","4","1009812","1","0","100981209"
"0","vo_lsv","0","0","vo_lsv_1203","10","0","2","1009812","0","0","100981210"
"0","0","300","4","0","11","0","1","1009812","0","1.502","100981211"
"0","0","0","0","0","12","1.51","4","1009812","1","0","100981212"
"15","0","327","5","0","13","0","1","1009812","0","2.171","100981213"
"0","0","0","0","0","14","2.2","4","1009812","1","0","100981214"
"0","0","180","6","0","15","0","1","1009812","0","1.319","100981215"
"0","0","0","0","0","16","1.8","4","1009812","1","0","100981216"
"0","vo_lsv","0","0","vo_lsv_1204","17","0","2","1009812","0","0","100981217"
"182","0","300","6","0","18","0","1","1009812","0","1.03","100981218"
"0","0","0","0","0","19","2","4","1009812","1","0","100981219"
"0","vo_lsv","0","0","vo_lsv_1205","20","0","2","1009812","0","0","100981220"
"0","0","300","7","0","21","0","1","1009812","0","1.96","100981221"
"0","0","0","0","0","22","2","4","1009812","1","0","100981222"
"15","0","327","8","0","23","0","1","1009812","0","2.137","100981223"
"0","0","0","0","0","24","3.5","4","1009812","1","0","100981224"
"0","vo_lsv","0","0","vo_lsv_1206","25","0","2","1009812","0","0","100981225"
"0","0","300","9","0","26","0","1","1009812","0","1.602","100981226"
"0","0","0","0","0","27","1.7","4","1009812","1","0","100981227"
"15","0","327","10","0","28","0","1","1009812","0","2.476","100981228"
"0","0","0","0","0","29","3.5","4","1009812","1","0","100981229"
"0","vo_lsv","0","0","vo_lsv_1207","30","0","2","1009812","0","0","100981230"
"0","0","300","11","0","31","0","1","1009812","0","1.155","100981231"
"0","0","0","0","0","32","1.18","4","1009812","1","0","100981232"
"15","0","200","12","0","33","0","1","1009812","0","1.28","100981233"
"0","0","0","0","0","1","0.8","4","1009813","1","0","100981301"
"0","vo_lsv","0","0","vo_lsv_1301","2","0","2","1009813","0","0","100981302"
"0","0","300","1","0","3","0","1","1009813","0","2.09","100981303"
"0","0","0","0","0","4","2.12","4","1009813","1","0","100981304"
"15","0","340","2","0","5","0","1","1009813","0","2.649","100981305"
"0","0","0","0","0","6","3.6","4","1009813","1","0","100981306"
"0","vo_lsv","0","0","vo_lsv_1302","7","0","2","1009813","0","0","100981307"
"0","0","300","3","0","8","0","1","1009813","0","2.138","100981308"
"0","0","0","0","0","9","2.17","4","1009813","1","0","100981309"
"0","0","327","4","0","10","0","1","1009813","0","2.111","100981310"
"0","0","0","0","0","11","2.45","4","1009813","1","0","100981311"
"0","0","327","5","0","12","0","1","1009813","0","2","100981312"
"0","0","0","0","0","13","2.3","4","1009813","1","0","100981313"
"0","0","290","6","0","14","0","1","1009813","0","1.354","100981314"
"0","0","0","0","0","15","3","4","1009813","1","0","100981315"
"0","vo_lsv","0","0","vo_lsv_1303","16","0","2","1009813","0","0","100981316"
"0","0","300","7","0","17","0","1","1009813","0","1.539","100981317"
"0","0","0","0","0","18","1.569","4","1009813","1","0","100981318"
"0","0","90","8","0","19","0","1","1009813","0","0.732","100981319"
"0","0","0","0","0","20","1.08","4","1009813","1","0","100981320"
"92","0","300","8","0","21","0","1","1009813","0","1.207","100981321"
"0","0","0","0","0","22","1.407","4","1009813","1","0","100981322"
"0","0","327","9","0","23","0","1","1009813","0","1.798","100981323"
"0","0","0","0","0","24","2.7","4","1009813","1","0","100981324"
"0","vo_lsv","0","0","vo_lsv_1304","25","0","2","1009813","0","0","100981325"
"0","0","300","10","0","26","0","1","1009813","0","1.633","100981326"
"0","0","0","0","0","1","0.8","4","1009814","1","0","100981401"
