1239d0ce2228a6d74d21e03ff8cef3875a5353b79f93afa2ea1042a133de8607,bb51d4892171712864908922189dc8e55b384b263f33da7325ca87fe1650d249,c1bfefd66cfbd624e95d2d0d95ef2a7b4f3649d8a926dbc0a2fdab6b8e9561e6,c8b5c43848b6c94584e22d50d9f9b52ff21bd273163742f8272db7b280a7c002,7f47aa2de6f5dba47efde59b424b089352c6612abc2b0882a8d7d6c6e8f9663e,0a09fc41f79c711013cb51f2c12246b9e08bd8556a189cff4a1c9ec7ac1787de,c107aee8225afd57df7b3732278afa15c6175b7944657fa836583d9a8cdc771f,b2a90bb87d535a73b0abceff8023735e9c1ad1cc5e2d45e8a5d96f719415d20c,dc41111e0fb64f2687fe15c57f2b0e7ece5a5847fcee148cf7bcd15be317a57e,4a1db72264d954186a2e63abf01367e1f39187bb3443b174cc04535ade8c0c92,87ed92d42d944acb1cfb662265770f55e5eaf2bdc3e8740cf874d1517e93a333,ad569c2ad01617fd9bd0883086a77e6273f53c11c806ad5b2c183fa1ff172961,342eb40aad69a21bfdade84911939d155d73ca00c013e505712214592397674b,1a8e554cac2591015e9928104d9635e59759e9ed239bc5c1a7e6b04befdebee3,a30f5d94f5e02e11209acd2b2ac8b69930b88298e1722ccb36043d5420692627
"180","1512","0","1","15","100","151","1513","2022/03/01 5:00:00","2816","0","1","0","1511","0"
"138","1612","0","1","16","100","161","1613","2022/03/02 5:00:00","2816","0","1","0","1611","0"
"97","1712","0","1","17","100","171","1713","2022/03/03 5:00:00","2816","0","1","0","1711","0"
"56","1812","0","1","18","100","181","1813","2022/03/04 5:00:00","2816","0","1","0","1811","0"
"150","1912","0","1","19","100","191","1913","2022/03/05 5:00:00","2816","0","1","0","1911","0"
"100","2012","0","1","20","100","201","2013","2022/03/06 5:00:00","2816","0","1","0","2011","0"
"15","2112","0","1","21","100","211","2113","2022/03/07 5:00:00","2816","0","1","0","2111","0"
"-25","2212","0","1","22","100","221","2213","2022/03/08 5:00:00","2816","0","1","0","2211","0"
"-66","2312","0","1","23","100","231","2313","2022/03/09 5:00:00","2816","0","1","0","2311","0"
"-107","2412","0","1","24","100","241","2413","2022/03/10 5:00:00","2816","0","1","0","2411","0"
"-149","2512","0","1","25","100","251","2513","2022/03/11 5:00:00","2816","0","1","0","2511","0"
"-188","2612","0","1","26","100","261","2613","2022/03/12 5:00:00","2816","0","1","0","2611","0"
"-96","2712","0","1","27","100","271","2713","2022/03/13 5:00:00","2816","0","1","0","2711","0"
"-133","2812","0","1","28","100","281","2813","2022/03/14 5:00:00","2816","0","1","0","2811","0"
"-174","2912","0","1","29","100","291","2913","2022/03/15 5:00:00","2816","0","1","0","2911","0"
"-230","3012","0","1","30","100","301","3013","2022/03/16 5:00:00","2816","0","1","0","3011","0"
"-272","3112","0","1","31","100","311","3113","2022/03/17 5:00:00","2816","0","1","0","3111","0"
"-313","3212","0","1","32","100","321","3213","2022/03/18 5:00:00","2816","0","1","0","3211","0"
"-240","3312","0","1","33","100","331","3313","2022/03/19 5:00:00","2816","0","1","0","3311","0"
"-260","3412","0","1","34","100","341","3413","2022/03/20 5:00:00","2816","0","1","0","3411","0"
"-280","3512","0","1","35","100","351","3513","2022/03/21 5:00:00","2816","0","1","0","3511","0"
"-354","3612","0","1","36","100","361","3613","2022/03/22 5:00:00","2816","0","1","0","3611","0"
"-395","3712","0","1","37","100","371","3713","2022/03/23 5:00:00","2816","0","1","0","3711","0"
"-436","3812","0","1","38","100","381","3813","2022/03/24 5:00:00","2816","0","1","0","3811","0"
"-477","3912","0","1","39","100","391","3913","2022/03/25 5:00:00","2816","0","1","0","3911","0"
"-400","4012","0","1","40","100","401","4013","2022/03/26 5:00:00","2816","0","1","0","4011","0"
"-438","4112","0","1","41","100","411","4113","2022/03/27 5:00:00","2816","0","1","0","4111","0"
"0","4212","0","1","42","100","421","4213","2022/03/28 5:00:00","2816","0","1","0","4211","0"
"371","4312","0","2","43","200","431","4313","2022/03/29 5:00:00","2816","0","2","0","4311","0"
"343","4412","0","2","44","200","441","4413","2022/03/30 5:00:00","2816","0","2","0","4411","0"
"260","4512","105801","2","45","200","451","4513","2022/03/31 5:00:00","2816","9105803","2","0","4511","0"
"313","4612","0","2","46","200","461","4613","2022/04/01 5:00:00","2816","0","2","0","4611","0"
"285","4712","0","2","47","200","471","4713","2022/04/02 5:00:00","2816","0","2","0","4711","0"
"260","4812","102001","2","48","200","481","4813","2022/04/03 5:00:00","2816","9102003","2","0","4811","0"
"257","4912","0","2","49","200","491","4913","2022/04/04 5:00:00","2816","0","2","0","4911","0"
"173","5012","100201","2","50","200","501","5013","2022/04/05 5:00:00","2816","9100203","2","0","5011","0"
"227","5112","0","2","51","200","511","5113","2022/04/06 5:00:00","2816","0","2","0","5111","0"
"57","5212","105501","2","52","200","521","5213","2022/04/07 5:00:00","2816","9105503","2","0","5211","0"
"197","5312","0","2","53","200","531","5313","2022/04/08 5:00:00","2816","0","2","0","5311","0"
"169","5412","0","2","54","200","541","5413","2022/04/09 5:00:00","2816","0","2","0","5411","0"
"-55","5512","101601","2","55","200","551","5513","2022/04/10 5:00:00","2816","9101603","2","0","5511","0"
"141","5612","0","2","56","200","561","5613","2022/04/11 5:00:00","2816","0","2","0","5611","0"
"111","5712","0","2","57","200","571","5713","2022/04/12 5:00:00","2816","0","2","0","5711","0"
"81","5812","0","2","58","200","581","5813","2022/04/13 5:00:00","2816","0","2","0","5811","0"
"53","5912","0","2","59","200","591","5913","2022/04/14 5:00:00","2816","0","2","0","5911","0"
"-180","6012","0","2","60","200","601","6013","2022/04/15 5:00:00","2816","0","2","0","6011","0"
"-210","6112","0","2","61","200","611","6113","2022/04/16 5:00:00","2816","0","2","0","6111","0"
"-221","6212","106701","2","62","200","621","6213","2022/04/17 5:00:00","2816","9106703","2","0","6211","0"
"24","6312","0","2","63","200","631","6313","2022/04/18 5:00:00","2816","0","2","0","6311","0"
"-6","6412","0","2","64","200","641","6413","2022/04/19 5:00:00","2816","0","2","0","6411","0"
"-33","6512","0","2","65","200","651","6513","2022/04/20 5:00:00","2816","0","2","0","6511","0"
"-63","6612","0","2","66","200","661","6613","2022/04/21 5:00:00","2816","0","2","0","6611","0"
"-91","6712","0","2","67","200","671","6713","2022/04/22 5:00:00","2816","0","2","0","6711","0"
"-121","6812","0","2","68","200","681","6813","2022/04/23 5:00:00","2816","0","2","0","6811","0"
"-150","6912","0","2","69","200","691","6913","2022/04/24 5:00:00","2816","0","2","0","6911","0"
"-180","7012","0","2","70","200","701","7013","2022/04/25 5:00:00","2816","0","2","0","7011","0"
"-208","7112","0","2","71","200","711","7113","2022/04/26 5:00:00","2816","0","2","0","7111","0"
"-236","7212","0","2","72","200","721","7213","2022/04/27 5:00:00","2816","0","2","0","7211","0"
"-266","7312","0","2","73","200","731","7313","2022/04/28 5:00:00","2816","0","2","0","7311","0"
"-295","7412","0","2","74","200","741","7413","2022/04/29 5:00:00","2816","0","2","0","7411","0"
"-360","7512","0","2","75","200","751","7513","2022/04/30 5:00:00","2816","0","2","0","7511","1"
"344","7612","0","3","76","100","761","7613","2022/05/01 5:00:00","2816","0","1","0","7611","0"
"306","7712","0","3","77","100","771","7713","2022/05/02 5:00:00","2816","0","1","0","7711","0"
"390","7812","0","3","78","100","781","7813","2022/05/03 5:00:00","2816","0","1","0","7811","0"
"267","7912","0","3","79","100","791","7913","2022/05/04 5:00:00","2816","0","1","0","7911","0"
"254","8012","104401","3","80","100","801","8013","2022/05/05 5:00:00","2816","9104403","1","0","8011","0"
"230","8112","0","3","81","100","811","8113","2022/05/06 5:00:00","2816","0","1","0","8111","0"
"192","8212","0","3","82","100","821","8213","2022/05/07 5:00:00","2816","0","1","0","8211","0"
"284","8312","0","3","83","100","831","8313","2022/05/08 5:00:00","2816","0","1","0","8311","0"
"153","8412","0","3","84","100","841","8413","2022/05/09 5:00:00","2816","0","1","0","8411","0"
"0","8512","102301","3","85","100","851","8513","2022/05/10 5:00:00","2816","9102303","1","0","8511","0"
"-207","8612","105901","3","86","100","861","8613","2022/05/11 5:00:00","2816","9105903","1","0","8611","0"
"116","8712","0","3","87","100","871","8713","2022/05/12 5:00:00","2816","0","1","0","8711","0"
"78","8812","0","3","88","100","881","8813","2022/05/13 5:00:00","2816","0","1","0","8811","0"
"173","8912","0","3","89","100","891","8913","2022/05/14 5:00:00","2816","0","1","0","8911","0"
"145","9012","0","3","90","100","901","9013","2022/05/15 5:00:00","2816","0","1","0","9011","0"
"40","9112","0","3","91","100","911","9113","2022/05/16 5:00:00","2816","0","1","0","9111","0"
"0","9212","0","3","92","100","921","9213","2022/05/17 5:00:00","2816","0","1","0","9211","0"
"-36","9312","0","3","93","100","931","9313","2022/05/18 5:00:00","2816","0","1","0","9311","0"
"-75","9412","0","3","94","100","941","9413","2022/05/19 5:00:00","2816","0","1","0","9411","0"
"-111","9512","0","3","95","100","951","9513","2022/05/20 5:00:00","2816","0","1","0","9511","0"
"-113","9612","0","3","96","100","961","9613","2022/05/21 5:00:00","2816","0","1","0","9611","0"
"-150","9712","0","3","97","100","971","9713","2022/05/22 5:00:00","2816","0","1","0","9711","0"
"-226","9812","0","3","98","100","981","9813","2022/05/23 5:00:00","2816","0","1","0","9811","0"
"0","9912","0","3","99","100","991","9913","2022/05/24 5:00:00","2816","0","1","0","9911","0"
"-70","10012","0","3","100","100","1001","10013","2022/05/25 5:00:00","2816","0","1","0","10011","0"
"-171","10112","0","3","101","100","1011","10113","2022/05/26 5:00:00","2816","0","1","0","10111","0"
"-263","10212","0","3","102","100","1021","10213","2022/05/27 5:00:00","2816","0","1","0","10211","0"
"-302","10312","0","3","103","100","1031","10313","2022/05/28 5:00:00","2816","0","1","0","10311","0"
"-245","10412","0","3","104","100","1041","10413","2022/05/29 5:00:00","2816","0","1","0","10411","0"
"-318","10512","0","3","105","100","1051","10513","2022/05/30 5:00:00","2816","0","1","0","10511","0"
"-348","10612","0","3","106","100","1061","10613","2022/05/31 5:00:00","2816","0","1","0","10611","1"
"328","10712","0","4","107","300","1071","10713","2022/06/01 5:00:00","2816","0","0","0","10711","0"
"287","10812","0","4","108","300","1081","10813","2022/06/02 5:00:00","2816","0","0","0","10811","0"
"220","10912","104201","4","109","300","1091","10913","2022/06/03 5:00:00","2816","9104203","0","0","10911","0"
"360","11012","0","4","110","300","1101","11013","2022/06/04 5:00:00","2816","0","0","0","11011","0"
"324","11112","0","4","111","300","1111","11113","2022/06/05 5:00:00","2816","0","0","0","11111","0"
"110","11212","104001","4","112","300","1121","11213","2022/06/06 5:00:00","2816","9104003","0","0","11211","0"
"246","11312","0","4","113","300","1131","11313","2022/06/07 5:00:00","2816","0","0","0","11311","0"
"205","11412","0","4","114","300","1141","11413","2022/06/08 5:00:00","2816","0","0","0","11411","0"
"-70","11512","102101","4","115","300","1151","11513","2022/06/09 5:00:00","2816","9102103","0","0","11511","0"
"334","11612","0","4","116","300","1161","11613","2022/06/10 5:00:00","2816","0","0","0","11611","0"
"280","11712","0","4","117","300","1171","11713","2022/06/11 5:00:00","2816","0","0","0","11711","0"
"164","11812","0","4","118","300","1181","11813","2022/06/12 5:00:00","2816","0","0","0","11811","0"
"123","11912","0","4","119","300","1191","11913","2022/06/13 5:00:00","2816","0","0","0","11911","0"
"82","12012","0","4","120","300","1201","12013","2022/06/14 5:00:00","2816","0","0","0","12011","0"
"122","12112","0","4","121","300","1211","12113","2022/06/15 5:00:00","2816","0","0","0","12111","0"
"92","12212","0","4","122","300","1221","12213","2022/06/16 5:00:00","2816","0","0","0","12211","0"
"-100","12312","106301","4","123","300","1231","12313","2022/06/17 5:00:00","2816","9106303","0","0","12311","0"
"41","12412","0","4","124","300","1241","12413","2022/06/18 5:00:00","2816","0","0","0","12411","0"
"0","12512","0","4","125","300","1251","12513","2022/06/19 5:00:00","2816","0","0","0","12511","0"
"70","12612","0","4","126","300","1261","12613","2022/06/20 5:00:00","2816","0","0","0","12611","0"
"31","12712","0","4","127","300","1271","12713","2022/06/21 5:00:00","2816","0","0","0","12711","0"
"-41","12812","0","4","128","300","1281","12813","2022/06/22 5:00:00","2816","0","0","0","12811","0"
"-82","12912","0","4","129","300","1291","12913","2022/06/23 5:00:00","2816","0","0","0","12911","0"
"-123","13012","0","4","130","300","1301","13013","2022/06/24 5:00:00","2816","0","0","0","13011","0"
"-180","13112","106501","4","131","300","1311","13113","2022/06/25 5:00:00","2816","9106503","0","0","13111","0"
"-164","13212","0","4","132","300","1321","13213","2022/06/26 5:00:00","2816","0","0","0","13211","0"
"-205","13312","0","4","133","300","1331","13313","2022/06/27 5:00:00","2816","0","0","0","13311","0"
"-246","13412","0","4","134","300","1341","13413","2022/06/28 5:00:00","2816","0","0","0","13411","0"
"-287","13512","0","4","135","300","1351","13513","2022/06/29 5:00:00","2816","0","0","0","13511","0"
"-370","13612","0","4","136","300","1361","13613","2022/06/30 5:00:00","2816","0","0","0","13611","1"
"357","13712","0","5","137","400","1371","13713","2022/07/01 5:00:00","2816","0","3","0","13711","0"
"319","13812","0","5","138","400","1381","13813","2022/07/02 5:00:00","2816","0","3","0","13811","0"
"330","13912","0","5","139","400","1391","13913","2022/07/03 5:00:00","2816","0","3","0","13911","0"
"305","14012","0","5","140","400","1401","14013","2022/07/04 5:00:00","2816","0","3","0","14011","0"
"310","14112","100901","5","141","400","1411","14113","2022/07/05 5:00:00","2816","9100903","3","0","14111","0"
"282","14212","0","5","142","400","1421","14213","2022/07/06 5:00:00","2816","0","3","0","14211","0"
"133","14312","101701","5","143","400","1431","14313","2022/07/07 5:00:00","2816","9101703","3","0","14311","0"
"246","14412","0","5","144","400","1441","14413","2022/07/08 5:00:00","2816","0","3","0","14411","0"
"209","14512","0","5","145","400","1451","14513","2022/07/09 5:00:00","2816","0","3","0","14511","0"
"172","14612","0","5","146","400","1461","14613","2022/07/10 5:00:00","2816","0","3","0","14611","0"
"129","14712","105601","5","147","400","1471","14713","2022/07/11 5:00:00","2816","9105603","3","0","14711","0"
"134","14812","0","5","148","400","1481","14813","2022/07/12 5:00:00","2816","0","3","0","14811","0"
"97","14912","0","5","149","400","1491","14913","2022/07/13 5:00:00","2816","0","3","0","14911","0"
"60","15012","0","5","150","400","1501","15013","2022/07/14 5:00:00","2816","0","3","0","15011","0"
"22","15112","0","5","151","400","1511","15113","2022/07/15 5:00:00","2816","0","3","0","15111","0"
"-12","15212","0","5","152","400","1521","15213","2022/07/16 5:00:00","2816","0","3","0","15211","0"
"-49","15312","0","5","153","400","1531","15313","2022/07/17 5:00:00","2816","0","3","0","15311","0"
"-86","15412","0","5","154","400","1541","15413","2022/07/18 5:00:00","2816","0","3","0","15411","0"
"-29","15512","0","5","155","400","1551","15513","2022/07/19 5:00:00","2816","0","3","0","15511","0"
"-55","15612","0","5","156","400","1561","15613","2022/07/20 5:00:00","2816","0","3","0","15611","0"
"-124","15712","0","5","157","400","1571","15713","2022/07/21 5:00:00","2816","0","3","0","15711","0"
"-161","15812","0","5","158","400","1581","15813","2022/07/22 5:00:00","2816","0","3","0","15811","0"
"-199","15912","0","5","159","400","1591","15913","2022/07/23 5:00:00","2816","0","3","0","15911","0"
"-235","16012","0","5","160","400","1601","16013","2022/07/24 5:00:00","2816","0","3","0","16011","0"
"0","16112","106801","5","161","400","1611","16113","2022/07/25 5:00:00","2816","9106803","3","0","16111","0"
"-272","16212","0","5","162","400","1621","16213","2022/07/26 5:00:00","2816","0","3","0","16211","0"
"-309","16312","0","5","163","400","1631","16313","2022/07/27 5:00:00","2816","0","3","0","16311","0"
"-172","16412","105301","5","164","400","1641","16413","2022/07/28 5:00:00","2816","9105303","3","0","16411","0"
"-299","16512","0","5","165","400","1651","16513","2022/07/29 5:00:00","2816","0","3","0","16511","0"
"-233","16612","102701","5","166","400","1661","16613","2022/07/30 5:00:00","2816","9102703","3","0","16611","0"
"-356","16712","0","5","167","400","1671","16713","2022/07/31 5:00:00","2816","0","3","0","16711","1"
"306","16812","0","6","168","400","1681","16813","2022/08/01 5:00:00","2816","0","3","0","16811","0"
"226","16912","0","6","169","400","1691","16913","2022/08/02 5:00:00","2816","0","3","0","16911","0"
"146","17012","0","6","170","400","1701","17013","2022/08/03 5:00:00","2816","0","3","0","17011","0"
"66","17112","0","6","171","400","1711","17113","2022/08/04 5:00:00","2816","0","3","0","17111","0"
"-14","17212","0","6","172","400","1721","17213","2022/08/05 5:00:00","2816","0","3","0","17211","0"
"-94","17312","0","6","173","400","1731","17313","2022/08/06 5:00:00","2816","0","3","0","17311","0"
"270","17412","110801","6","174","400","1741","17413","2022/08/07 5:00:00","2816","9110803","3","0","17411","0"
"-174","17512","0","6","175","400","1751","17513","2022/08/08 5:00:00","2816","0","3","0","17511","0"
"55","17612","104301","6","176","400","1761","17613","2022/08/09 5:00:00","2816","9104303","3","0","17611","0"
"50","17712","100401","6","177","400","1771","17713","2022/08/10 5:00:00","2816","9100403","3","0","17711","0"
"-120","17812","103701","6","178","400","1781","17813","2022/08/11 5:00:00","2816","9103703","3","0","17811","0"
"-210","17822","106101","6","179","400","1782","17823","2022/08/11 5:00:00","2816","9106103","3","0","17821","0"
"-254","17912","0","6","180","400","1791","17913","2022/08/12 5:00:00","2816","0","3","0","17911","0"
"-369","18012","0","6","181","400","1801","18013","2022/08/13 5:00:00","2816","0","3","0","18011","1"
"295","18112","101801","7","182","400","1811","18113","2022/08/14 5:00:00","2816","9101803","3","0","18111","0"
"326","18212","0","7","183","400","1821","18213","2022/08/15 5:00:00","2816","0","3","0","18211","0"
"271","18312","0","7","184","400","1831","18313","2022/08/16 5:00:00","2816","0","3","0","18311","0"
"216","18412","0","7","185","400","1841","18413","2022/08/17 5:00:00","2816","0","3","0","18411","0"
"161","18512","0","7","186","400","1851","18513","2022/08/18 5:00:00","2816","0","3","0","18511","0"
"106","18612","0","7","187","400","1861","18613","2022/08/19 5:00:00","2816","0","3","0","18611","0"
"51","18712","0","7","188","400","1871","18713","2022/08/20 5:00:00","2816","0","3","0","18711","0"
"150","18812","101301","7","189","400","1881","18813","2022/08/21 5:00:00","2816","9101303","3","0","18811","0"
"-4","18912","0","7","190","400","1891","18913","2022/08/22 5:00:00","2816","0","3","0","18911","0"
"-59","19012","0","7","191","400","1901","19013","2022/08/23 5:00:00","2816","0","3","0","19011","0"
"-114","19112","0","7","192","400","1911","19113","2022/08/24 5:00:00","2816","0","3","0","19111","0"
"5","19212","101101","7","193","400","1921","19213","2022/08/25 5:00:00","2816","9101103","3","0","19211","0"
"-169","19312","0","7","194","400","1931","19313","2022/08/26 5:00:00","2816","0","3","0","19311","0"
"-130","19412","100101","7","195","400","1941","19413","2022/08/27 5:00:00","2816","9100103","3","0","19411","0"
"-224","19512","0","7","196","400","1951","19513","2022/08/28 5:00:00","2816","0","3","0","19511","0"
"-279","19612","0","7","197","400","1961","19613","2022/08/29 5:00:00","2816","0","3","0","19611","0"
"-369","19712","0","7","198","400","1971","19713","2022/08/30 5:00:00","2816","0","3","0","19711","0"
"-250","19812","103001","7","199","400","1981","19813","2022/08/31 5:00:00","2816","9103003","3","0","19811","1"
"571","19912","0","8","200","500","1991","19913","2022/09/01 5:00:00","2816","0","0","0","19911","0"
"480","20012","106001","8","201","500","2001","20013","2022/09/02 5:00:00","2816","9106003","0","0","20011","0"
"516","20112","0","8","202","500","2011","20113","2022/09/03 5:00:00","2816","0","0","0","20111","0"
"461","20212","0","8","203","500","2021","20213","2022/09/04 5:00:00","2816","0","0","0","20211","0"
"390","20312","101501","8","204","500","2031","20313","2022/09/05 5:00:00","2816","9101503","0","0","20311","0"
"406","20412","0","8","205","500","2041","20413","2022/09/06 5:00:00","2816","0","0","0","20411","0"
"340","20512","105401","8","206","500","2051","20513","2022/09/07 5:00:00","2816","9105403","0","0","20511","0"
"351","20612","0","8","207","500","2061","20613","2022/09/08 5:00:00","2816","0","0","0","20611","0"
"296","20712","0","8","208","500","2071","20713","2022/09/09 5:00:00","2816","0","0","0","20711","0"
"241","20812","0","8","209","500","2081","20813","2022/09/10 5:00:00","2816","0","0","0","20811","0"
"186","20912","0","8","210","500","2091","20913","2022/09/11 5:00:00","2816","0","0","0","20911","0"
"170","21012","118501","8","211","500","2101","21013","2022/09/12 5:00:00","2816","9118503","0","0","21011","0"
"131","21112","0","8","212","500","2111","21113","2022/09/13 5:00:00","2816","0","0","0","21111","0"
"76","21212","0","8","213","500","2121","21213","2022/09/14 5:00:00","2816","0","0","0","21211","0"
"50","21312","110901","8","214","500","2131","21313","2022/09/15 5:00:00","2816","9110903","0","0","21311","0"
"21","21412","0","8","215","500","2141","21413","2022/09/16 5:00:00","2816","0","0","0","21411","0"
"-34","21512","0","8","216","500","2151","21513","2022/09/17 5:00:00","2816","0","0","0","21511","0"
"-89","21612","0","8","217","500","2161","21613","2022/09/18 5:00:00","2816","0","0","0","21611","0"
"-120","21712","118001","8","218","500","2171","21713","2022/09/19 5:00:00","2816","9118003","0","0","21711","0"
"-144","21812","0","8","219","500","2181","21813","2022/09/20 5:00:00","2816","0","0","0","21811","0"
"-199","21912","0","8","220","500","2191","21913","2022/09/21 5:00:00","2816","0","0","0","21911","0"
"-270","22012","101001","8","221","500","2201","22013","2022/09/22 5:00:00","2816","9101003","0","0","22011","0"
"-254","22112","0","8","222","500","2211","22113","2022/09/23 5:00:00","2816","0","0","0","22111","0"
"-309","22212","0","8","223","500","2221","22213","2022/09/24 5:00:00","2816","0","0","0","22211","0"
"-364","22312","0","8","224","500","2231","22313","2022/09/25 5:00:00","2816","0","0","0","22311","0"
"-419","22412","0","8","225","500","2241","22413","2022/09/26 5:00:00","2816","0","0","0","22411","0"
"-474","22512","0","8","226","500","2251","22513","2022/09/27 5:00:00","2816","0","0","0","22511","0"
"-529","22612","0","8","227","500","2261","22613","2022/09/28 5:00:00","2816","0","0","0","22611","0"
"-370","22712","106601","8","228","500","2271","22713","2022/09/29 5:00:00","2816","9106603","0","0","22711","0"
"-579","22812","0","8","229","500","2281","22813","2022/09/30 5:00:00","2816","0","0","0","22811","1"
"383","22912","0","9","230","500","2291","22913","2022/10/01 5:00:00","2816","0","0","0","22911","0"
"339","23012","0","9","231","500","2301","23013","2022/10/02 5:00:00","2816","0","0","0","23011","0"
"296","23112","0","9","232","500","2311","23113","2022/10/03 5:00:00","2816","0","0","0","23111","0"
"290","23212","102801","9","233","500","2321","23213","2022/10/04 5:00:00","2816","9102803","0","0","23211","0"
"253","23312","0","9","234","500","2331","23313","2022/10/05 5:00:00","2816","0","0","0","23311","0"
"210","23412","0","9","235","500","2341","23413","2022/10/06 5:00:00","2816","0","0","0","23411","0"
"167","23512","0","9","236","500","2351","23513","2022/10/07 5:00:00","2816","0","0","0","23511","0"
"200","23612","0","9","237","500","2361","23613","2022/10/08 5:00:00","2816","0","0","0","23611","0"
"180","23712","0","9","238","500","2371","23713","2022/10/09 5:00:00","2816","0","0","0","23711","0"
"130","23812","100801","9","239","500","2381","23813","2022/10/10 5:00:00","2816","9100803","0","0","23811","0"
"125","23912","0","9","240","500","2391","23913","2022/10/11 5:00:00","2816","0","0","0","23911","0"
"83","24012","0","9","241","500","2401","24013","2022/10/12 5:00:00","2816","0","0","0","24011","0"
"100","24112","0","9","242","500","2411","24113","2022/10/13 5:00:00","2816","0","0","0","24111","0"
"80","24212","0","9","243","500","2421","24213","2022/10/14 5:00:00","2816","0","0","0","24211","0"
"41","24312","0","9","244","500","2431","24313","2022/10/15 5:00:00","2816","0","0","0","24311","0"
"-1","24412","0","9","245","500","2441","24413","2022/10/16 5:00:00","2816","0","0","0","24411","0"
"-43","24512","0","9","246","500","2451","24513","2022/10/17 5:00:00","2816","0","0","0","24511","0"
"10","24612","0","9","247","500","2461","24613","2022/10/18 5:00:00","2816","0","0","0","24611","0"
"-10","24712","0","9","248","500","2471","24713","2022/10/19 5:00:00","2816","0","0","0","24711","0"
"-10","24812","0","9","249","500","2481","24813","2022/10/20 5:00:00","2816","0","0","0","24811","0"
"-40","24912","0","9","250","500","2491","24913","2022/10/21 5:00:00","2816","0","0","0","24911","0"
"-85","25012","0","9","251","500","2501","25013","2022/10/22 5:00:00","2816","0","0","0","25011","0"
"-127","25112","0","9","252","500","2511","25113","2022/10/23 5:00:00","2816","0","0","0","25111","0"
"-130","25212","104901","9","253","500","2521","25213","2022/10/24 5:00:00","2816","9104903","0","0","25211","0"
"-270","25312","104701","9","254","500","2531","25313","2022/10/25 5:00:00","2816","9104703","0","0","25311","0"
"-169","25412","0","9","255","500","2541","25413","2022/10/26 5:00:00","2816","0","0","0","25411","0"
"-211","25512","0","9","256","500","2551","25513","2022/10/27 5:00:00","2816","0","0","0","25511","0"
"-253","25612","0","9","257","500","2561","25613","2022/10/28 5:00:00","2816","0","0","0","25611","0"
"-295","25712","0","9","258","500","2571","25713","2022/10/29 5:00:00","2816","0","0","0","25711","0"
"-337","25812","0","9","259","500","2581","25813","2022/10/30 5:00:00","2816","0","0","0","25811","0"
"-379","25912","0","9","260","500","2591","25913","2022/10/31 5:00:00","2816","0","0","0","25911","1"
"600","26012","0","10","261","500","2601","26013","2022/11/01 5:00:00","2816","0","0","0","26011","0"
"560","26112","0","10","262","500","2611","26113","2022/11/02 5:00:00","2816","0","0","0","26111","0"
