5d4c3bee8463ee84b9168c24f7305a8ab0bec1ad498cc585b00c0eb43bca5b0c,f5513770000ca67d0e78d6599b9476e704877c141a44fd07f2766906782f3245,5abd925917fd47bcc37b2f8bdaf71f88a0a6403a8af720cffc2de9c6fbe4d749,ccc5b757e9cc78e38ef20345d3fd8f31a00c1b0d03979d30c4fe47abad854b82,e49a5b03b00efc0b2b1d7f585c683cc20553002c51947566006664d1367be752,7333e7bcb416e624119d2d660b4702bcf9a1f645a54232f31f25b1e3864225d4,6f3b626bdb05233b9dd843586fbcb1b2e86e1d8fc7085a05703df7110748dcb5,b03ef757a8378e7889843c288a0dbbae023765b1871de17e594837c9579e2819,16b17cdcbc7ae7cc2e8925c162ff96bd0d7e8d629521aacb0da96232e69b2439,b3fddf3cca45a7682c9f6b024b05ab8e0534f63df6f71d7baea0fa7e27222b9a,3706a80d0d906808c3a4c7e88745c9c683b81bd2c53607c06c583b19a3097204
"100","5","idle_single","10201","0.6","-263","100","54","1500","1102010003","0"
"0","31","","10201","0","1","102000","0","0","1102010004",""
"1","31","","10201","0","1","102001","1500","-263","1102010005",""
"2","31","","10201","0","1","102002","0","0","1102010006",""
"3","31","","10201","0","1","102003","-132","-136","1102010007",""
"4","31","","10201","0","1","102004","0","0","1102010008",""
"10","31","","10201","0","1","1","0","0","1102010009",""
"20","31","","10201","0","1","2","0","0","1102010010",""
"30","31","","10201","0","1","3","0","0","1102010011",""
"0","91","","10201","","","0","","","1102010012",""
"1","32","","10201","","","0","","","1102010013",""
"1","32","","10201","","","10","","","1102010014",""
"se_caravan_dice_get_intro","23","","10201","","","se_caravan","0","","1102010015",""
"getDice_idle","3","","10201","0","","1","1","","1102010016",""
"run_getDice","3","","10201","0","1","100","0","eat_loop","1102010017","0"
"1","32","","10201","","","1","","","1102010018",""
"344","2","","10201","","11","100","-263","2","1102010019",""
"344","33","","10201","","11","1","-263","2","1102010020",""
"1","32","","10201","","","2","","","1102010021",""
"0","93","","10201","","","1.7","","","1102010022",""
"getDice_curious","3","","10201","0.2","","1","1","","1102010023","0"
"vo_caravan_event_002_000","21","","10201","","","vo_caravan","0","0","1102010024",""
"0","93","","10201","","","1.5","","","1102010025",""
"se_caravan_dice_get_outro_1","23","","10201","","","se_caravan","0","","1102010026",""
"vo_caravan_event_002_001","21","","10201","","","vo_caravan","0","0.1","1102010027",""
"spit_in","3","","10201","0.1","","100","0","","1102010028",""
"getDice_1","3","","10201","0","","2","0","","1102010029",""
"getDice_panic_1","3","","10201","0.1","","1","0","","1102010030",""
"0","93","","10201","","","0.5","","","1102010031",""
"spit_out","3","","10201","0","1","100","0","idle_single","1102010032","0"
"0","93","","10201","","","1.4","","","1102010033",""
"joy_single","3","","10201","0.2","1","100","0","idle_single","1102010034","0"
"0","93","","10201","","","0.1","","","1102010035",""
"1","32","","10201","","","3","","","1102010036",""
"0","93","","10201","","","0.5","","","1102010037",""
"vo_caravan_event_002_002","21","","10201","","","vo_caravan","0","0","1102010038",""
"0","93","","10201","","","1.3","","","1102010039",""
"0","101","","10201","","","1102010041","","","1102010040",""
"1","35","","10201","","","4","","","1102010041",""
"1","32","","10201","","","4","","","1102010042",""
"1","32","","10201","","","20","","","1102010043",""
"0","32","","10201","","","1","","","1102010044",""
"0","93","","10201","","","0.4","","","1102010045",""
"","92","","10201","","","","","","1102010046",""
"1","35","","10201","","","30","","","1102010047",""
"1","32","","10201","","","30","","","1102010048",""
"0","93","","10201","","","0.2","","","1102010049",""
"1","6","","10201","0","0","1","1","1","1102010050","0"
"1","6","","10201","0","0","2","1","1","1102010051","0"
"1","6","","10201","0","0","100","1","1","1102010052","0"
"0","32","","10201","","","0","","","1102010053",""
"0","32","","10201","","","2","","","1102010054",""
"0","32","","10201","","","3","","","1102010055",""
"0","32","","10201","","","4","","","1102010056",""
"0","32","","10201","","","10","","","1102010057",""
"0","93","","10201","","","0.3","","","1102010058",""
"1","5","empty","10202","0.9","-325","2","50","-205","1102020001","0"
"2","5","empty","10202","0.9","-325","102000","58","-205","1102020002","0"
"100","5","idle_single","10202","0.6","-263","100","54","1500","1102020003","0"
"0","31","","10202","0","1","102000","0","0","1102020004",""
"1","31","","10202","0","1","102001","1500","-263","1102020005",""
"2","31","","10202","0","1","102002","0","0","1102020006",""
"3","31","","10202","0","1","102003","-132","-136","1102020007",""
"4","31","","10202","0","1","102005","0","0","1102020008",""
"10","31","","10202","0","1","1","0","0","1102020009",""
"20","31","","10202","0","1","2","0","0","1102020010",""
"30","31","","10202","0","1","3","0","0","1102020011",""
"0","91","","10202","","","0","","","1102020012",""
"1","32","","10202","","","0","","","1102020013",""
"1","32","","10202","","","10","","","1102020014",""
"se_caravan_dice_get_intro","23","","10202","","","se_caravan","0","","1102020015",""
"getDice_idle","3","","10202","0","","1","1","","1102020016",""
"run_getDice","3","","10202","0","1","100","0","eat_loop","1102020017","0"
"1","32","","10202","","","1","","","1102020018",""
"344","2","","10202","","11","100","-263","2","1102020019",""
"344","33","","10202","","11","1","-263","2","1102020020",""
"1","32","","10202","","","2","","","1102020021",""
"0","93","","10202","","","1.7","","","1102020022",""
"getDice_curious","3","","10202","0.2","","1","1","","1102020023","0"
"vo_caravan_event_003_000","21","","10202","","","vo_caravan","0","0","1102020024",""
"0","93","","10202","","","1.5","","","1102020025",""
"se_caravan_dice_get_outro_2","23","","10202","","","se_caravan","0","","1102020026",""
"vo_caravan_event_003_001","21","","10202","","","vo_caravan","0","0","1102020027",""
"spit_in","3","","10202","0.1","1","100","0","idle_single","1102020028","0"
"getDice_2","3","","10202","0","","2","0","","1102020029",""
"getDice_panic_2","3","","10202","0.1","","1","0","","1102020030",""
"0","93","","10202","","","2.5","","","1102020031",""
"joy_single","3","","10202","0.2","1","100","0","idle_single","1102020032","0"
"0","93","","10202","","","0.5","","","1102020033",""
"vo_caravan_event_003_002","21","","10202","","","vo_caravan","0","0.1","1102020034",""
"0","93","","10202","","","0.1","","","1102020035",""
"1","32","","10202","","","3","","","1102020036",""
"0","93","","10202","","","1.6","","","1102020037",""
"0","101","","10202","","","1102020039","","","1102020038",""
"1","35","","10202","","","4","","","1102020039",""
"1","32","","10202","","","4","","","1102020040",""
"1","32","","10202","","","20","","","1102020041",""
"0","32","","10202","","","1","","","1102020042",""
"0","93","","10202","","","0.4","","","1102020043",""
"","92","","10202","","","","","","1102020044",""
"1","35","","10202","","","30","","","1102020045",""
"1","32","","10202","","","30","","","1102020046",""
"0","93","","10202","","","0.2","","","1102020047",""
"1","6","","10202","0","0","1","1","1","1102020048","0"
"1","6","","10202","0","0","2","1","1","1102020049","0"
"1","6","","10202","0","0","100","1","1","1102020050","0"
"0","32","","10202","","","0","","","1102020051",""
"0","32","","10202","","","2","","","1102020052",""
"0","32","","10202","","","3","","","1102020053",""
"0","32","","10202","","","4","","","1102020054",""
"0","32","","10202","","","10","","","1102020055",""
"0","32","","10202","","","20","","","1102020056",""
"0","93","","10202","","","0.3","","","1102020057",""
"1","5","magicitem_1","10301","1","0","1","20","0","1103010001","0"
"2","5","magicitem_2","10301","1","0","2","19","0","1103010002","0"
"3","5","magicitem_3","10301","1","0","3","18","0","1103010003","0"
"4","5","magicitem_kyaru","10301","1","0","103000","21","0","1103010004","0"
"10","31","","10301","0","1","103000","0","0","1103010005",""
"11","31","","10301","0","1","103001","0","0","1103010006",""
"12","31","","10301","0","1","103002","0","0","1103010007",""
"13","31","","10301","0","1","103003","0","0","1103010008",""
"14","31","","10301","0","1","103007","0","0","1103010009",""
"19","31","","10301","0","1","103011","0","0","1103010010",""
"15","31","","10301","1","1","1","0","0","1103010011",""
"16","31","","10301","0","1","2","0","0","1103010012",""
"17","31","","10301","0","1","3","0","0","1103010013",""
"18","31","","10301","0","1","4","0","0","1103010014",""
"0","35","","10301","1","1","18","0","0","1103010015",""
"1","32","","10301","","","18","","","1103010016",""
"0","91","","10301","","","0","","","1103010017",""
"1","32","","10301","","","10","","","1103010018",""
"1","32","","10301","","","11","","","1103010019",""
"1","32","","10301","","","12","","","1103010020",""
"1","32","","10301","","","13","","","1103010021",""
"1","32","","10301","","","19","","","1103010022",""
"magicitem_1","3","","10301","0","","1","0","","1103010023",""
"magicitem_2","3","","10301","0","","2","0","","1103010024",""
"magicitem_3","3","","10301","0","","3","0","","1103010025",""
"magicitem_kyaru","3","","10301","0","","4","0","","1103010026",""
"vo_caravan_event_004_000","21","","10301","","","vo_caravan","0","2.17","1103010027",""
"vo_caravan_event_004_001","21","","10301","","","vo_caravan","1","3.2","1103010028",""
"vo_caravan_event_004_002","21","","10301","","","vo_caravan","2","4.9","1103010029",""
"0","93","","10301","","","7","","","1103010030",""
"0","32","","10301","","","18","","","1103010031",""
"0","93","","10301","","","0.67","","","1103010032",""
"1","101","","10301","","","1103010034","","","1103010033",""
"1","35","","10301","","","14","","","1103010034",""
"1","32","","10301","","","14","","","1103010035",""
"1","32","","10301","","","16","","","1103010036",""
"0","32","","10301","","","19","","","1103010037",""
"1","35","","10301","","","18","","","1103010038",""
"0","93","","10301","","","0.4","","","1103010039",""
"","92","","10301","","","","","","1103010040",""
"1","35","","10301","","","17","","","1103010041",""
"1","32","","10301","","","17","","","1103010042",""
"0","93","","10301","","","0.2","","","1103010043",""
"0","6","","10301","0.01","0","1","0","0","1103010044","0"
"0","6","","10301","0.01","0","2","0","0","1103010045","0"
"0","6","","10301","0.01","0","3","0","0","1103010046","0"
"0","6","","10301","0.01","0","4","0","0","1103010047","0"
"0","32","","10301","","","10","","","1103010048",""
"0","32","","10301","","","11","","","1103010049",""
"0","32","","10301","","","12","","","1103010050",""
"0","32","","10301","","","13","","","1103010051",""
"0","32","","10301","","","14","","","1103010052",""
"0","32","","10301","","","15","","","1103010053",""
"0","32","","10301","","","16","","","1103010054",""
"0","32","","10301","","","18","","","1103010055",""
"0","93","","10301","","","0.3","","","1103010056",""
"1","5","magicitem_1","10302","1","0","4","20","0","1103020001","0"
"2","5","magicitem_2","10302","1","0","3","19","0","1103020002","0"
"3","5","magicitem_3","10302","1","0","1","18","0","1103020003","0"
"4","5","magicitem_pekorine","10302","1","0","103000","21","0","1103020004","0"
"10","31","","10302","0","1","103000","0","0","1103020005",""
"11","31","","10302","0","1","103001","0","0","1103020006",""
"12","31","","10302","0","1","103002","0","0","1103020007",""
"13","31","","10302","0","1","103004","-25","9","1103020008",""
"14","31","","10302","0","1","103008","0","0","1103020009",""
"19","31","","10302","0","1","103011","0","0","1103020010",""
"15","31","","10302","1","1","1","0","0","1103020011",""
"16","31","","10302","0","1","2","0","0","1103020012",""
"17","31","","10302","0","1","3","0","0","1103020013",""
"18","31","","10302","0","1","4","0","0","1103020014",""
"0","35","","10302","1","1","18","0","0","1103020015",""
"1","32","","10302","","","18","","","1103020016",""
"0","91","","10302","","","0","","","1103020017",""
"1","32","","10302","","","10","","","1103020018",""
"1","32","","10302","","","11","","","1103020019",""
"1","32","","10302","","","12","","","1103020020",""
"1","32","","10302","","","13","","","1103020021",""
"1","32","","10302","","","19","","","1103020022",""
"magicitem_1","3","","10302","0","","1","0","","1103020023",""
"magicitem_2","3","","10302","0","","2","0","","1103020024",""
"magicitem_3","3","","10302","0","","3","0","","1103020025",""
"magicitem_pekorine","3","","10302","0","","4","0","","1103020026",""
"vo_caravan_event_006_000","21","","10302","","","vo_caravan","0","2.17","1103020027",""
"vo_caravan_event_006_001","21","","10302","","","vo_caravan","1","3.2","1103020028",""
"vo_caravan_event_006_002","21","","10302","","","vo_caravan","2","4.9","1103020029",""
"0","93","","10302","","","7","","","1103020030",""
"0","32","","10302","","","18","","","1103020031",""
"0","93","","10302","","","0.67","","","1103020032",""
"1","101","","10302","","","1103020034","","","1103020033",""
"1","35","","10302","","","14","","","1103020034",""
"1","32","","10302","","","14","","","1103020035",""
"1","32","","10302","","","16","","","1103020036",""
"0","32","","10302","","","19","","","1103020037",""
"1","35","","10302","","","18","","","1103020038",""
"0","93","","10302","","","0.4","","","1103020039",""
"","92","","10302","","","","","","1103020040",""
"1","35","","10302","","","17","","","1103020041",""
"1","32","","10302","","","17","","","1103020042",""
"0","93","","10302","","","0.2","","","1103020043",""
"0","6","","10302","0.01","0","1","0","0","1103020044","0"
"0","6","","10302","0.01","0","2","0","0","1103020045","0"
"0","6","","10302","0.01","0","3","0","0","1103020046","0"
"0","6","","10302","0.01","0","4","0","0","1103020047","0"
"0","32","","10302","","","10","","","1103020048",""
"0","32","","10302","","","11","","","1103020049",""
"0","32","","10302","","","12","","","1103020050",""
"0","32","","10302","","","13","","","1103020051",""
"0","32","","10302","","","14","","","1103020052",""
"0","32","","10302","","","15","","","1103020053",""
"0","32","","10302","","","16","","","1103020054",""
"0","32","","10302","","","18","","","1103020055",""
"0","93","","10302","","","0.3","","","1103020056",""
"1","5","magicitem_1","10303","1","0","3","20","0","1103030001","0"
"2","5","magicitem_2","10303","1","0","1","19","0","1103030002","0"
"3","5","magicitem_3","10303","1","0","2","18","0","1103030003","0"
"4","5","magicitem_kokkoro","10303","1","0","103000","21","0","1103030004","0"
"10","31","","10303","0","1","103000","0","0","1103030005",""
"11","31","","10303","0","1","103001","0","0","1103030006",""
"12","31","","10303","0","1","103002","0","0","1103030007",""
"13","31","","10303","0","1","103005","8","-35","1103030008",""
"14","31","","10303","0","1","103009","0","0","1103030009",""
"19","31","","10303","0","1","103012","0","0","1103030010",""
"15","31","","10303","1","1","1","0","0","1103030011",""
"16","31","","10303","0","1","2","0","0","1103030012",""
"17","31","","10303","0","1","3","0","0","1103030013",""
"18","31","","10303","0","1","4","0","0","1103030014",""
"0","35","","10303","1","1","18","0","0","1103030015",""
"1","32","","10303","","","18","","","1103030016",""
"0","91","","10303","","","0","","","1103030017",""
"1","32","","10303","","","10","","","1103030018",""
"1","32","","10303","","","11","","","1103030019",""
"1","32","","10303","","","12","","","1103030020",""
"1","32","","10303","","","13","","","1103030021",""
"1","32","","10303","","","19","","","1103030022",""
"magicitem_1","3","","10303","0","","1","0","","1103030023",""
"magicitem_2","3","","10303","0","","2","0","","1103030024",""
"magicitem_3","3","","10303","0","","3","0","","1103030025",""
"magicitem_kokkoro","3","","10303","0","","4","0","","1103030026",""
"vo_caravan_event_005_000","21","","10303","","","vo_caravan","0","2.17","1103030027",""
"vo_caravan_event_005_001","21","","10303","","","vo_caravan","1","3.2","1103030028",""
"vo_caravan_event_005_002","21","","10303","","","vo_caravan","2","4.9","1103030029",""
"0","93","","10303","","","7","","","1103030030",""
"0","32","","10303","","","18","","","1103030031",""
"0","93","","10303","","","0.67","","","1103030032",""
"1","101","","10303","","","1103030034","","","1103030033",""
"1","35","","10303","","","14","","","1103030034",""
"1","32","","10303","","","14","","","1103030035",""
"1","32","","10303","","","16","","","1103030036",""
"0","32","","10303","","","19","","","1103030037",""
"1","35","","10303","","","18","","","1103030038",""
"0","93","","10303","","","0.4","","","1103030039",""
"","92","","10303","","","","","","1103030040",""
"1","35","","10303","","","17","","","1103030041",""
"1","32","","10303","","","17","","","1103030042",""
"0","93","","10303","","","0.2","","","1103030043",""
"0","6","","10303","0.01","0","1","0","0","1103030044","0"
"0","6","","10303","0.01","0","2","0","0","1103030045","0"
"0","6","","10303","0.01","0","3","0","0","1103030046","0"
"0","6","","10303","0.01","0","4","0","0","1103030047","0"
"0","32","","10303","","","10","","","1103030048",""
"0","32","","10303","","","11","","","1103030049",""
"0","32","","10303","","","12","","","1103030050",""
"0","32","","10303","","","13","","","1103030051",""
"0","32","","10303","","","14","","","1103030052",""
"0","32","","10303","","","15","","","1103030053",""
"0","32","","10303","","","16","","","1103030054",""
"0","32","","10303","","","18","","","1103030055",""
"0","93","","10303","","","0.3","","","1103030056",""
"1","5","magicitem_1","10304","1","0","1","20","0","1103040001","0"
"2","5","magicitem_2","10304","1","0","2","19","0","1103040002","0"
"3","5","magicitem_3","10304","1","0","4","18","0","1103040003","0"
"4","5","magicitem_kyaru","10304","1","0","103000","21","0","1103040004","0"
"10","31","","10304","0","1","103000","0","0","1103040005",""
"11","31","","10304","0","1","103001","0","0","1103040006",""
"12","31","","10304","0","1","103002","0","0","1103040007",""
"13","31","","10304","0","1","103006","0","0","1103040008",""
"14","31","","10304","0","1","103010","0","0","1103040009",""
"19","31","","10304","0","1","103011","0","0","1103040010",""
"15","31","","10304","1","1","1","0","0","1103040011",""
"16","31","","10304","0","1","2","0","0","1103040012",""
"17","31","","10304","0","1","3","0","0","1103040013",""
"18","31","","10304","0","1","4","0","0","1103040014",""
"0","35","","10304","1","1","18","0","0","1103040015",""
"1","32","","10304","","","18","","","1103040016",""
"0","91","","10304","","","0","","","1103040017",""
"1","32","","10304","","","10","","","1103040018",""
"1","32","","10304","","","11","","","1103040019",""
"1","32","","10304","","","12","","","1103040020",""
"1","32","","10304","","","13","","","1103040021",""
"1","32","","10304","","","19","","","1103040022",""
"magicitem_1","3","","10304","0","","1","0","","1103040023",""
"magicitem_2","3","","10304","0","","2","0","","1103040024",""
"magicitem_3","3","","10304","0","","3","0","","1103040025",""
"magicitem_kyaru2","3","","10304","0","","4","0","","1103040026",""
"vo_caravan_event_007_000","21","","10304","","","vo_caravan","0","2.17","1103040027",""
"vo_caravan_event_007_001","21","","10304","","","vo_caravan","1","3.2","1103040028",""
"vo_caravan_event_007_002","21","","10304","","","vo_caravan","2","4.9","1103040029",""
"0","93","","10304","","","7","","","1103040030",""
"0","32","","10304","","","18","","","1103040031",""
"0","93","","10304","","","0.67","","","1103040032",""
"1","101","","10304","","","1103040034","","","1103040033",""
"1","35","","10304","","","14","","","1103040034",""
"1","32","","10304","","","14","","","1103040035",""
"1","32","","10304","","","16","","","1103040036",""
"0","32","","10304","","","19","","","1103040037",""
"1","35","","10304","","","18","","","1103040038",""
"0","93","","10304","","","0.4","","","1103040039",""
"","92","","10304","","","","","","1103040040",""
"1","35","","10304","","","17","","","1103040041",""
"1","32","","10304","","","17","","","1103040042",""
"0","93","","10304","","","0.2","","","1103040043",""
"0","6","","10304","0.01","0","1","0","0","1103040044","0"
"0","6","","10304","0.01","0","2","0","0","1103040045","0"
"0","6","","10304","0.01","0","3","0","0","1103040046","0"
"0","6","","10304","0.01","0","4","0","0","1103040047","0"
"0","32","","10304","","","10","","","1103040048",""
"0","32","","10304","","","11","","","1103040049",""
"0","32","","10304","","","12","","","1103040050",""
"0","32","","10304","","","13","","","1103040051",""
"0","32","","10304","","","14","","","1103040052",""
"0","32","","10304","","","15","","","1103040053",""
"0","32","","10304","","","16","","","1103040054",""
"0","32","","10304","","","18","","","1103040055",""
"0","93","","10304","","","0.3","","","1103040056",""
"1","5","empty","10401","0.95","-270","3","55","-250","1104010001","0"
"2","5","empty","10401","0.95","-270","104000","57","-250","1104010002","0"
"3","5","empty","10401","0.95","-260","5","50","150","1104010003","0"
"4","5","empty","10401","0.95","-260","5","52","150","1104010004","0"
"0","31","","10401","0","1","104000","220","0","1104010005",""
"1","31","","10401","0","1","104001","0","0","1104010006",""
"2","31","","10401","0","1","104002","-225","-235","1104010007",""
"3","31","","10401","0","1","104003","0","0","1104010008",""
"4","31","","10401","0","1","104004","0","0","1104010009",""
"6","31","","10401","0","1","104006","400","0","1104010010",""
"10","31","","10401","0","1","1","0","0","1104010011",""
"20","31","","10401","0","1","2","0","0","1104010012",""
"30","31","","10401","0","1","3","0","0","1104010013",""
"50","31","","10401","0","1","5","0","0","1104010014",""
"0","91","","10401","","","0","","","1104010015",""
"1","32","","10401","","","50","","","1104010016",""
"1","32","","10401","","","0","","","1104010017",""
"1","32","","10401","","","10","","","1104010018",""
"0","93","","10401","","","0.5","","","1104010019",""
"se_caravan_event_kyaru_A","23","","10401","","","se_caravan","0","","1104010020",""
"vo_caravan_event_98011_000","21","","10401","","","vo_caravan","0","0.2","1104010021",""
"1","32","","10401","","","6","","","1104010022",""
"turnSkip_1_karin","3","","10401","0","","3","0","","1104010023","0"
"turnSkip_1_pen","3","","10401","0","","4","0","","1104010024","0"
"turnSkip_1","3","","10401","0","","1","0","","1104010025","0"
"turnSkip_1","3","","10401","0","","2","0","","1104010026","0"
"0","33","","10401","","8","0","0","0.7","1104010027",""
"-250","2","","10401","","8","3","-260","0.7","1104010028",""
"-250","2","","10401","","8","4","-260","0.7","1104010029",""
"0","33","","10401","","8","6","0","0.7","1104010030",""
"0","93","","10401","","","4.3","","","1104010031",""
"se_caravan_event_kyaru_1turn_B","23","","10401","","","se_caravan","0","","1104010032",""
"vo_caravan_event_98011_001","21","","10401","","","vo_caravan","0","0.533","1104010033",""
"0","93","","10401","","","0.833","","","1104010034",""
"1","32","","10401","","","3","","","1104010035",""
"0","93","","10401","","","0.3003","","","1104010036",""
"1","32","","10401","","","1","","","1104010037",""
"0","93","","10401","","","1.0337","","","1104010038",""
"vo_caravan_event_98011_002","21","","10401","","","vo_caravan","0","","1104010039",""
"1","32","","10401","","","2","","","1104010040",""
"0","93","","10401","","","0.833","","","1104010041",""
"0","101","","10401","","","1104010043","","","1104010042",""
"1","35","","10401","","","4","","","1104010043",""
"1","32","","10401","","","4","","","1104010044",""
"1","32","","10401","","","20","","","1104010045",""
"0","93","","10401","","","0.4","","","1104010046",""
"","92","","10401","","","","","","1104010047",""
"1","35","","10401","","","30","","","1104010048",""
"1","32","","10401","","","30","","","1104010049",""
"0","93","","10401","","","0.2","","","1104010050",""
"1","6","","10401","0","0","1","1","1","1104010051","0"
"1","6","","10401","0","0","2","1","1","1104010052","0"
"1","6","","10401","0","0","3","1","1","1104010053","0"
"1","6","","10401","0","0","4","1","1","1104010054","0"
"0","32","","10401","","","0","","","1104010055",""
"0","32","","10401","","","1","","","1104010056",""
"0","32","","10401","","","2","","","1104010057",""
"0","32","","10401","","","3","","","1104010058",""
"0","32","","10401","","","4","","","1104010059",""
"0","32","","10401","","","6","","","1104010060",""
"0","32","","10401","","","10","","","1104010061",""
"0","32","","10401","","","20","","","1104010062",""
"0","32","","10401","","","50","","","1104010063",""
"0","93","","10401","","","0.3","","","1104010064",""
"1","5","empty","10402","0.95","-270","3","55","-250","1104020001","0"
"2","5","empty","10402","0.95","-270","104000","57","-250","1104020002","0"
"3","5","empty","10402","0.95","-260","5","50","100","1104020003","0"
"4","5","empty","10402","0.95","-260","5","52","100","1104020004","0"
"0","31","","10402","0","1","104000","220","0","1104020005",""
"1","31","","10402","0","1","104001","0","0","1104020006",""
"2","31","","10402","0","1","104002","-205","-245","1104020007",""
"3","31","","10402","0","1","104003","0","0","1104020008",""
"5","31","","10402","0","1","104005","0","0","1104020009",""
"6","31","","10402","0","1","104006","265","0","1104020010",""
"10","31","","10402","0","1","1","0","0","1104020011",""
"20","31","","10402","0","1","2","0","0","1104020012",""
"30","31","","10402","0","1","3","0","0","1104020013",""
"50","31","","10402","0","1","5","0","0","1104020014",""
"0","91","","10402","","","0","","","1104020015",""
"1","32","","10402","","","50","","","1104020016",""
"1","32","","10402","","","0","","","1104020017",""
"1","32","","10402","","","10","","","1104020018",""
"0","93","","10402","","","0.5","","","1104020019",""
"se_caravan_event_kyaru_A","23","","10402","","","se_caravan","0","","1104020020",""
"vo_caravan_event_98012_000","21","","10402","","","vo_caravan","0","0.2","1104020021",""
"1","32","","10402","","","6","","","1104020022",""
"turnSkip_2_karin","3","","10402","0","","3","0","","1104020023","0"
"turnSkip_2_pen","3","","10402","0","","4","0","","1104020024","0"
"turnSkip_2","3","","10402","0","","1","0","","1104020025","0"
"turnSkip_2","3","","10402","0","","2","0","","1104020026","0"
"0","33","","10402","","8","0","0","0.7","1104020027",""
"-250","2","","10402","","8","3","-260","0.7","1104020028",""
"-250","2","","10402","","8","4","-260","0.7","1104020029",""
"0","33","","10402","","8","6","0","0.7","1104020030",""
"0","93","","10402","","","4.3","","","1104020031",""
"se_caravan_event_kyaru_2turn_B","23","","10402","","","se_caravan","0","","1104020032",""
"vo_caravan_event_98012_001","21","","10402","","","vo_caravan","0","0.63","1104020033",""
"vo_caravan_event_98012_002","21","","10402","","","vo_caravan","0","2.2","1104020034",""
"0","93","","10402","","","2.5","","","1104020035",""
"1","32","","10402","","","3","","","1104020036",""
"0","93","","10402","","","0.3","","","1104020037",""
"1","32","","10402","","","1","","","1104020038",""
"0","93","","10402","","","1.067","","","1104020039",""
"vo_caravan_event_98012_003","21","","10402","","","vo_caravan","0","","1104020040",""
"1","32","","10402","","","2","","","1104020041",""
"0","93","","10402","","","0.933","","","1104020042",""
"0","101","","10402","","","1104020044","","","1104020043",""
"1","35","","10402","","","5","","","1104020044",""
"1","32","","10402","","","5","","","1104020045",""
"1","32","","10402","","","20","","","1104020046",""
"0","93","","10402","","","0.4","","","1104020047",""
"","92","","10402","","","","","","1104020048",""
