ab851d5b4f5faa3f3b4a226c0e332831521eb8eb58c2ac089753fb2b04104b43,ae7b3531626f3730710f82a39738666275b8d7da8e70bb040ded2c5c9c486bc7,39ea72b13d70dd0ee3ce5193f675777a4ccfb6f90e8f06b743099661c9798e4b,28d59090232caee5100af87d00ddb4a7444538134595743982bd2f40fb716c23,96b9dd8e42f29a1b8cdaf04561e441d3b31540d2fee2eea573d238d0f2aebffe,3822f8fe3d08e7463f0178b88a1075cc62da7f4b2cdb598d36793aa1d7a6cee9,10da0463f072df3654cb594c7e3ba68966a669e5f5d3f2fb2f0b2f2925c6cd7c,d2f40007400244d29a189d548aff51796cea0698cc8e7f51cb55be9ced6839a1,694a78f0116118f6c92f961ab72d2b2444cb14b74d4d0f3ece12f291b5204b90,1cfbffacb81071264ec1316c02185495247231fcf440cd3da46995c33b2e596c
"751","705","220","0","2","500000","0","0","0","25021"
"811","801","1100","0","2","500000","0","0","0","25021"
"911","901","220","0","2","500000","0","0","0","25021"
"921","902","220","0","2","500000","0","0","0","25021"
"931","903","220","0","2","500000","0","0","0","25021"
"941","904","220","0","2","500000","0","0","0","25021"
"951","905","220","0","2","500000","0","0","0","25021"
"1011","1001","1100","0","2","500000","0","0","0","25021"
"1111","1101","220","0","2","500000","0","0","0","25021"
"1121","1102","220","0","2","500000","0","0","0","25021"
"1131","1103","220","0","2","500000","0","0","0","25021"
"1141","1104","220","0","2","500000","0","0","0","25021"
"1151","1105","220","0","2","500000","0","0","0","25021"
"1211","1201","220","0","2","500000","0","0","0","25021"
"1221","1202","220","0","2","500000","0","0","0","25021"
"1231","1203","220","0","2","500000","0","0","0","25021"
"1241","1204","220","0","2","500000","0","0","0","25021"
"1251","1205","220","0","2","500000","0","0","0","25021"
"1311","1301","220","0","2","500000","0","0","0","25021"
"1321","1302","220","0","2","500000","0","0","0","25021"
"1331","1303","220","0","2","500000","0","0","0","25021"
"1341","1304","220","0","2","500000","0","0","0","25021"
"1351","1305","220","0","2","500000","0","0","0","25021"
"1411","1401","220","0","2","500000","0","0","0","25021"
"1421","1402","220","0","2","500000","0","0","0","25021"
"1431","1403","220","0","2","500000","0","0","0","25021"
"1441","1404","220","0","2","500000","0","0","0","25021"
"1451","1405","220","0","2","500000","0","0","0","25021"
"1511","1501","220","0","2","500000","0","0","0","25021"
"1521","1502","220","0","2","500000","0","0","0","25021"
"1531","1503","220","0","2","500000","0","0","0","25021"
"1541","1504","220","0","2","500000","0","0","0","25021"
"1551","1505","220","0","2","500000","0","0","0","25021"
"1611","1601","1100","0","2","500000","0","0","0","25021"
"1711","1701","1100","0","2","500000","0","0","0","25021"
"1811","1801","220","0","2","500000","0","0","0","25021"
"1821","1802","220","0","2","500000","0","0","0","25021"
"1831","1803","220","0","2","500000","0","0","0","25021"
"1841","1804","220","0","2","500000","0","0","0","25021"
"1851","1805","220","0","2","500000","0","0","0","25021"
"1911","1901","220","0","2","500000","0","0","0","25021"
"1921","1902","220","0","2","500000","0","0","0","25021"
"1931","1903","220","0","2","500000","0","0","0","25021"
"1941","1904","220","0","2","500000","0","0","0","25021"
"1951","1905","220","0","2","500000","0","0","0","25021"
"2011","2001","220","0","2","500000","0","0","0","25021"
"2021","2002","220","0","2","500000","0","0","0","25021"
"2031","2003","220","0","2","500000","0","0","0","25021"
"2041","2004","220","0","2","500000","0","0","0","25021"
"2051","2005","220","0","2","500000","0","0","0","25021"
"2111","2101","1100","0","2","500000","0","0","0","25021"
"2211","2201","220","0","2","500000","0","0","0","25021"
"2221","2202","220","0","2","500000","0","0","0","25021"
"2231","2203","220","0","2","500000","0","0","0","25021"
"2241","2204","220","0","2","500000","0","0","0","25021"
"2251","2205","220","0","2","500000","0","0","0","25021"
"2311","2301","220","0","2","500000","0","0","0","25021"
"2321","2302","220","0","2","500000","0","0","0","25021"
"2331","2303","220","0","2","500000","0","0","0","25021"
"2341","2304","220","0","2","500000","0","0","0","25021"
"2351","2305","220","0","2","500000","0","0","0","25021"
"2411","2401","220","0","2","500000","0","0","0","25021"
"2421","2402","220","0","2","500000","0","0","0","25021"
"2431","2403","220","0","2","500000","0","0","0","25021"
"2441","2404","220","0","2","500000","0","0","0","25021"
"2451","2405","220","0","2","500000","0","0","0","25021"
"2511","2501","220","0","2","500000","0","0","0","25021"
"2521","2502","220","0","2","500000","0","0","0","25021"
"2531","2503","220","0","2","500000","0","0","0","25021"
"2541","2504","220","0","2","500000","0","0","0","25021"
"2551","2505","220","0","2","500000","0","0","0","25021"
"2611","2601","470","0","2","510000","0","0","0","25021"
"2621","2602","470","0","2","510000","0","0","0","25021"
"2631","2603","470","0","2","510000","0","0","0","25021"
"2711","2701","280","0","2","510000","0","0","0","25021"
"2721","2702","280","0","2","510000","0","0","0","25021"
"2731","2703","280","0","2","510000","0","0","0","25021"
"2741","2704","280","0","2","510000","0","0","0","25021"
"2751","2705","280","0","2","510000","0","0","0","25021"
"2811","2801","280","0","2","510000","0","0","0","25021"
"2821","2802","280","0","2","510000","0","0","0","25021"
"2831","2803","280","0","2","510000","0","0","0","25021"
"2841","2804","280","0","2","510000","0","0","0","25021"
"2851","2805","280","0","2","510000","0","0","0","25021"
"2911","2901","280","0","2","510000","0","0","0","25021"
"2921","2902","280","0","2","510000","0","0","0","25021"
"2931","2903","280","0","2","510000","0","0","0","25021"
"2941","2904","280","0","2","510000","0","0","0","25021"
"2951","2905","280","0","2","510000","0","0","0","25021"
"3011","3001","280","0","2","510000","0","0","0","25021"
"3021","3002","280","0","2","510000","0","0","0","25021"
"3031","3003","280","0","2","510000","0","0","0","25021"
"3041","3004","280","0","2","510000","0","0","0","25021"
"3051","3005","280","0","2","510000","0","0","0","25021"
"3111","3101","280","0","2","510000","0","0","0","25021"
"3121","3102","280","0","2","510000","0","0","0","25021"
"3131","3103","280","0","2","510000","0","0","0","25021"
"3141","3104","280","0","2","510000","0","0","0","25021"
"3151","3105","280","0","2","510000","0","0","0","25021"
"3211","3201","280","0","2","510000","0","0","0","25021"
"3221","3202","280","0","2","510000","0","0","0","25021"
"3231","3203","280","0","2","510000","0","0","0","25021"
"3241","3204","280","0","2","510000","0","0","0","25021"
"3251","3205","280","0","2","510000","0","0","0","25021"
"3311","3301","280","0","2","510000","0","0","0","25021"
"3321","3302","280","0","2","510000","0","0","0","25021"
"3331","3303","280","0","2","510000","0","0","0","25021"
"3341","3304","280","0","2","510000","0","0","0","25021"
"3351","3305","280","0","2","510000","0","0","0","25021"
"3411","3401","280","0","2","510000","0","0","0","25021"
"3421","3402","280","0","2","510000","0","0","0","25021"
"3431","3403","280","0","2","510000","0","0","0","25021"
"3441","3404","280","0","2","510000","0","0","0","25021"
"3451","3405","280","0","2","510000","0","0","0","25021"
"3511","3501","280","0","2","510000","0","0","0","25021"
"3521","3502","280","0","2","510000","0","0","0","25021"
"3531","3503","280","0","2","510000","0","0","0","25021"
"3541","3504","280","0","2","510000","0","0","0","25021"
"3551","3505","280","0","2","510000","0","0","0","25021"
"3611","3601","280","0","2","510000","0","0","0","25021"
"3621","3602","280","0","2","510000","0","0","0","25021"
"3631","3603","280","0","2","510000","0","0","0","25021"
"3641","3604","280","0","2","510000","0","0","0","25021"
"3651","3605","280","0","2","510000","0","0","0","25021"
"3711","3701","280","0","2","510000","0","0","0","25021"
"3721","3702","280","0","2","510000","0","0","0","25021"
"3731","3703","280","0","2","510000","0","0","0","25021"
"3741","3704","280","0","2","510000","0","0","0","25021"
"3751","3705","280","0","2","510000","0","0","0","25021"
"3811","3801","280","0","2","510000","0","0","0","25021"
"3821","3802","280","0","2","510000","0","0","0","25021"
"3831","3803","280","0","2","510000","0","0","0","25021"
"3841","3804","280","0","2","510000","0","0","0","25021"
"3851","3805","280","0","2","510000","0","0","0","25021"
"3911","3901","280","0","2","510000","0","0","0","25021"
"3921","3902","280","0","2","510000","0","0","0","25021"
"3931","3903","280","0","2","510000","0","0","0","25021"
"3941","3904","280","0","2","510000","0","0","0","25021"
"3951","3905","280","0","2","510000","0","0","0","25021"
"4011","4001","280","0","2","510000","0","0","0","25021"
"4021","4002","280","0","2","510000","0","0","0","25021"
"4031","4003","280","0","2","510000","0","0","0","25021"
"4041","4004","280","0","2","510000","0","0","0","25021"
"4051","4005","280","0","2","510000","0","0","0","25021"
"4111","4101","280","0","2","510000","0","0","0","25021"
"4121","4102","280","0","2","510000","0","0","0","25021"
"4131","4103","280","0","2","510000","0","0","0","25021"
"4141","4104","280","0","2","510000","0","0","0","25021"
"4151","4105","280","0","2","510000","0","0","0","25021"
"4211","4201","280","0","2","510000","0","0","0","25021"
"4221","4202","280","0","2","510000","0","0","0","25021"
"4231","4203","280","0","2","510000","0","0","0","25021"
"4241","4204","280","0","2","510000","0","0","0","25021"
"4251","4205","280","0","2","510000","0","0","0","25021"
"4311","4301","280","0","2","510000","0","0","0","25021"
"4321","4302","280","0","2","510000","0","0","0","25021"
"4331","4303","280","0","2","510000","0","0","0","25021"
"4341","4304","280","0","2","510000","0","0","0","25021"
"4351","4305","280","0","2","510000","0","0","0","25021"
"4411","4401","280","0","2","510000","0","0","0","25021"
"4421","4402","280","0","2","510000","0","0","0","25021"
"4431","4403","280","0","2","510000","0","0","0","25021"
"4441","4404","280","0","2","510000","0","0","0","25021"
"4451","4405","280","0","2","510000","0","0","0","25021"
"4511","4501","280","0","2","510000","0","0","0","25021"
"4521","4502","280","0","2","510000","0","0","0","25021"
"4531","4503","280","0","2","510000","0","0","0","25021"
"4541","4504","280","0","2","510000","0","0","0","25021"
"4551","4505","280","0","2","510000","0","0","0","25021"
"4611","4601","280","0","2","510000","0","0","0","25021"
"4621","4602","280","0","2","510000","0","0","0","25021"
"4631","4603","280","0","2","510000","0","0","0","25021"
"4641","4604","280","0","2","510000","0","0","0","25021"
"4651","4605","280","0","2","510000","0","0","0","25021"
"4711","4701","280","0","2","510000","0","0","0","25021"
"4721","4702","280","0","2","510000","0","0","0","25021"
"4731","4703","280","0","2","510000","0","0","0","25021"
"4741","4704","280","0","2","510000","0","0","0","25021"
"4751","4705","280","0","2","510000","0","0","0","25021"
"4811","4801","280","0","2","510000","0","0","0","25021"
"4821","4802","280","0","2","510000","0","0","0","25021"
"4831","4803","280","0","2","510000","0","0","0","25021"
"4841","4804","280","0","2","510000","0","0","0","25021"
"4851","4805","280","0","2","510000","0","0","0","25021"
"4911","4901","280","0","2","510000","0","0","0","25021"
"4921","4902","280","0","2","510000","0","0","0","25021"
"4931","4903","280","0","2","510000","0","0","0","25021"
"4941","4904","280","0","2","510000","0","0","0","25021"
"4951","4905","280","0","2","510000","0","0","0","25021"
"5011","5001","280","0","2","510000","0","0","0","25021"
"5021","5002","280","0","2","510000","0","0","0","25021"
"5031","5003","280","0","2","510000","0","0","0","25021"
"5041","5004","280","0","2","510000","0","0","0","25021"
"5051","5005","280","0","2","510000","0","0","0","25021"
"5111","5101","280","0","2","510000","0","0","0","25021"
"5121","5102","280","0","2","510000","0","0","0","25021"
"5131","5103","280","0","2","510000","0","0","0","25021"
"5141","5104","280","0","2","510000","0","0","0","25021"
"5151","5105","280","0","2","510000","0","0","0","25021"
"5211","5201","280","0","2","510000","0","0","0","25021"
"5221","5202","280","0","2","510000","0","0","0","25021"
"5231","5203","280","0","2","510000","0","0","0","25021"
"5241","5204","280","0","2","510000","0","0","0","25021"
"5251","5205","280","0","2","510000","0","0","0","25021"
"5311","5301","280","0","2","510000","0","0","0","25021"
"5321","5302","280","0","2","510000","0","0","0","25021"
"5331","5303","280","0","2","510000","0","0","0","25021"
"5341","5304","280","0","2","510000","0","0","0","25021"
"5351","5305","280","0","2","510000","0","0","0","25021"
"5411","5401","640","0","2","520000","0","0","0","25021"
"5421","5402","640","0","2","520000","0","0","0","25021"
"5431","5403","640","0","2","520000","0","0","0","25021"
"5511","5501","380","0","2","520000","0","0","0","25021"
"5521","5502","380","0","2","520000","0","0","0","25021"
"5531","5503","380","0","2","520000","0","0","0","25021"
"5541","5504","380","0","2","520000","0","0","0","25021"
"5551","5505","380","0","2","520000","0","0","0","25021"
"5611","5601","950","0","2","520000","0","0","0","25021"
"5621","5602","950","0","2","520000","0","0","0","25021"
"5711","5701","380","0","2","520000","0","0","0","25021"
"5721","5702","380","0","2","520000","0","0","0","25021"
"5731","5703","380","0","2","520000","0","0","0","25021"
"5741","5704","380","0","2","520000","0","0","0","25021"
"5751","5705","380","0","2","520000","0","0","0","25021"
"5811","5801","380","0","2","520000","0","0","0","25021"
"5821","5802","380","0","2","520000","0","0","0","25021"
"5831","5803","380","0","2","520000","0","0","0","25021"
"5841","5804","380","0","2","520000","0","0","0","25021"
"5851","5805","380","0","2","520000","0","0","0","25021"
"5911","5901","380","0","2","520000","0","0","0","25021"
"5921","5902","380","0","2","520000","0","0","0","25021"
"5931","5903","380","0","2","520000","0","0","0","25021"
"5941","5904","380","0","2","520000","0","0","0","25021"
"5951","5905","380","0","2","520000","0","0","0","25021"
"6011","6001","950","0","2","520000","0","0","0","25021"
"6021","6002","950","0","2","520000","0","0","0","25021"
"6111","6101","380","0","2","520000","0","0","0","25021"
"6121","6102","380","0","2","520000","0","0","0","25021"
"6131","6103","380","0","2","520000","0","0","0","25021"
"6141","6104","380","0","2","520000","0","0","0","25021"
"6151","6105","380","0","2","520000","0","0","0","25021"
"6211","6201","380","0","2","520000","0","0","0","25021"
"6221","6202","380","0","2","520000","0","0","0","25021"
"6231","6203","380","0","2","520000","0","0","0","25021"
"6241","6204","380","0","2","520000","0","0","0","25021"
"6251","6205","380","0","2","520000","0","0","0","25021"
"6311","6301","380","0","2","520000","0","0","0","25021"
"6321","6302","380","0","2","520000","0","0","0","25021"
"6331","6303","380","0","2","520000","0","0","0","25021"
"6341","6304","380","0","2","520000","0","0","0","25021"
"6351","6305","380","0","2","520000","0","0","0","25021"
"6411","6401","380","0","2","520000","0","0","0","25021"
"6421","6402","380","0","2","520000","0","0","0","25021"
"6431","6403","380","0","2","520000","0","0","0","25021"
"6441","6404","380","0","2","520000","0","0","0","25021"
"6451","6405","380","0","2","520000","0","0","0","25021"
"6511","6501","380","0","2","520000","0","0","0","25021"
"6521","6502","380","0","2","520000","0","0","0","25021"
"6531","6503","380","0","2","520000","0","0","0","25021"
"6541","6504","380","0","2","520000","0","0","0","25021"
"6551","6505","380","0","2","520000","0","0","0","25021"
"6611","6601","1900","0","2","520000","0","0","0","25021"
"6711","6701","380","0","2","520000","0","0","0","25021"
"6721","6702","380","0","2","520000","0","0","0","25021"
"6731","6703","380","0","2","520000","0","0","0","25021"
"6741","6704","380","0","2","520000","0","0","0","25021"
"6751","6705","380","0","2","520000","0","0","0","25021"
"6811","6801","380","0","2","520000","0","0","0","25021"
"6821","6802","380","0","2","520000","0","0","0","25021"
"6831","6803","380","0","2","520000","0","0","0","25021"
"6841","6804","380","0","2","520000","0","0","0","25021"
"6851","6805","380","0","2","520000","0","0","0","25021"
"6911","6901","380","0","2","520000","0","0","0","25021"
"6921","6902","380","0","2","520000","0","0","0","25021"
"6931","6903","380","0","2","520000","0","0","0","25021"
"6941","6904","380","0","2","520000","0","0","0","25021"
"6951","6905","380","0","2","520000","0","0","0","25021"
"7011","7001","380","0","2","520000","0","0","0","25021"
"7021","7002","380","0","2","520000","0","0","0","25021"
"7031","7003","380","0","2","520000","0","0","0","25021"
"7041","7004","380","0","2","520000","0","0","0","25021"
"7051","7005","380","0","2","520000","0","0","0","25021"
"7111","7101","380","0","2","520000","0","0","0","25021"
"7121","7102","380","0","2","520000","0","0","0","25021"
"7131","7103","380","0","2","520000","0","0","0","25021"
"7141","7104","380","0","2","520000","0","0","0","25021"
"7151","7105","380","0","2","520000","0","0","0","25021"
"7211","7201","1900","0","2","520000","0","0","0","25021"
"7311","7301","380","0","2","520000","0","0","0","25021"
"7321","7302","380","0","2","520000","0","0","0","25021"
"7331","7303","380","0","2","520000","0","0","0","25021"
"7341","7304","380","0","2","520000","0","0","0","25021"
"7351","7305","380","0","2","520000","0","0","0","25021"
"7411","7401","380","0","2","520000","0","0","0","25021"
"7421","7402","380","0","2","520000","0","0","0","25021"
"7431","7403","380","0","2","520000","0","0","0","25021"
"7441","7404","380","0","2","520000","0","0","0","25021"
"7451","7405","380","0","2","520000","0","0","0","25021"
"7511","7501","380","0","2","520000","0","0","0","25021"
"7521","7502","380","0","2","520000","0","0","0","25021"
"7531","7503","380","0","2","520000","0","0","0","25021"
"7541","7504","380","0","2","520000","0","0","0","25021"
"7551","7505","380","0","2","520000","0","0","0","25021"
"7611","7601","380","0","2","520000","0","0","0","25021"
"7621","7602","380","0","2","520000","0","0","0","25021"
"7631","7603","380","0","2","520000","0","0","0","25021"
"7641","7604","380","0","2","520000","0","0","0","25021"
"7651","7605","380","0","2","520000","0","0","0","25021"
"7711","7701","1900","0","2","520000","0","0","0","25021"
"7811","7801","950","0","2","520000","0","0","0","25021"
"7821","7802","950","0","2","520000","0","0","0","25021"
"7911","7901","380","0","2","520000","0","0","0","25021"
"7921","7902","380","0","2","520000","0","0","0","25021"
"7931","7903","380","0","2","520000","0","0","0","25021"
"7941","7904","380","0","2","520000","0","0","0","25021"
"7951","7905","380","0","2","520000","0","0","0","25021"
"8011","8001","380","0","2","520000","0","0","0","25021"
"8021","8002","380","0","2","520000","0","0","0","25021"
"8031","8003","380","0","2","520000","0","0","0","25021"
"8041","8004","380","0","2","520000","0","0","0","25021"
"8051","8005","380","0","2","520000","0","0","0","25021"
"8111","8101","380","0","2","520000","0","0","0","25021"
"8121","8102","380","0","2","520000","0","0","0","25021"
"8131","8103","380","0","2","520000","0","0","0","25021"
"8141","8104","380","0","2","520000","0","0","0","25021"
"8151","8105","380","0","2","520000","0","0","0","25021"
"8211","8201","460","0","2","530000","0","0","0","25021"
"8221","8202","460","0","2","530000","0","0","0","25021"
"8231","8203","460","0","2","530000","0","0","0","25021"
"8241","8204","460","0","2","530000","0","0","0","25021"
"8251","8205","460","0","2","530000","0","0","0","25021"
"8311","8301","460","0","2","530000","0","0","0","25021"
"8321","8302","460","0","2","530000","0","0","0","25021"
"8331","8303","460","0","2","530000","0","0","0","25021"
"8341","8304","460","0","2","530000","0","0","0","25021"
"8351","8305","460","0","2","530000","0","0","0","25021"
"8411","8401","460","0","2","530000","0","0","0","25021"
"8421","8402","460","0","2","530000","0","0","0","25021"
"8431","8403","460","0","2","530000","0","0","0","25021"
"8441","8404","460","0","2","530000","0","0","0","25021"
"8451","8405","460","0","2","530000","0","0","0","25021"
"8511","8501","460","0","2","530000","0","0","0","25021"
"8521","8502","460","0","2","530000","0","0","0","25021"
"8531","8503","460","0","2","530000","0","0","0","25021"
"8541","8504","460","0","2","530000","0","0","0","25021"
"8551","8505","460","0","2","530000","0","0","0","25021"
"8611","8601","460","0","2","530000","0","0","0","25021"
"8621","8602","460","0","2","530000","0","0","0","25021"
"8631","8603","460","0","2","530000","0","0","0","25021"
"8641","8604","460","0","2","530000","0","0","0","25021"
"8651","8605","460","0","2","530000","0","0","0","25021"
"8711","8701","460","0","2","530000","0","0","0","25021"
"8721","8702","460","0","2","530000","0","0","0","25021"
"8731","8703","460","0","2","530000","0","0","0","25021"
"8741","8704","460","0","2","530000","0","0","0","25021"
"8751","8705","460","0","2","530000","0","0","0","25021"
"8811","8801","460","0","2","530000","0","0","0","25021"
"8821","8802","460","0","2","530000","0","0","0","25021"
"8831","8803","460","0","2","530000","0","0","0","25021"
"8841","8804","460","0","2","530000","0","0","0","25021"
"8851","8805","460","0","2","530000","0","0","0","25021"
"8911","8901","460","0","2","530000","0","0","0","25021"
"8921","8902","460","0","2","530000","0","0","0","25021"
"8931","8903","460","0","2","530000","0","0","0","25021"
"8941","8904","460","0","2","530000","0","0","0","25021"
"8951","8905","460","0","2","530000","0","0","0","25021"
"9011","9001","460","0","2","530000","0","0","0","25021"
"9021","9002","460","0","2","530000","0","0","0","25021"
"9031","9003","460","0","2","530000","0","0","0","25021"
"9041","9004","460","0","2","530000","0","0","0","25021"
"9051","9005","460","0","2","530000","0","0","0","25021"
"9111","9101","460","0","2","530000","0","0","0","25021"
"9121","9102","460","0","2","530000","0","0","0","25021"
"9131","9103","460","0","2","530000","0","0","0","25021"
"9141","9104","460","0","2","530000","0","0","0","25021"
"9151","9105","460","0","2","530000","0","0","0","25021"
"9211","9201","460","0","2","530000","0","0","0","25021"
"9221","9202","460","0","2","530000","0","0","0","25021"
"9231","9203","460","0","2","530000","0","0","0","25021"
"9241","9204","460","0","2","530000","0","0","0","25021"
"9251","9205","460","0","2","530000","0","0","0","25021"
"9311","9301","460","0","2","530000","0","0","0","25021"
"9321","9302","460","0","2","530000","0","0","0","25021"
"9331","9303","460","0","2","530000","0","0","0","25021"
"9341","9304","460","0","2","530000","0","0","0","25021"
"9351","9305","460","0","2","530000","0","0","0","25021"
"9411","9401","460","0","2","530000","0","0","0","25021"
"9421","9402","460","0","2","530000","0","0","0","25021"
"9431","9403","460","0","2","530000","0","0","0","25021"
"9441","9404","460","0","2","530000","0","0","0","25021"
"9451","9405","460","0","2","530000","0","0","0","25021"
"9511","9501","460","0","2","530000","0","0","0","25021"
"9521","9502","460","0","2","530000","0","0","0","25021"
"9531","9503","460","0","2","530000","0","0","0","25021"
"9541","9504","460","0","2","530000","0","0","0","25021"
"9551","9505","460","0","2","530000","0","0","0","25021"
"9611","9601","460","0","2","530000","0","0","0","25021"
"9621","9602","460","0","2","530000","0","0","0","25021"
"9631","9603","460","0","2","530000","0","0","0","25021"
"9641","9604","460","0","2","530000","0","0","0","25021"
"9651","9605","460","0","2","530000","0","0","0","25021"
"9711","9701","460","0","2","530000","0","0","0","25021"
"9721","9702","460","0","2","530000","0","0","0","25021"
"9731","9703","460","0","2","530000","0","0","0","25021"
"9741","9704","460","0","2","530000","0","0","0","25021"
"9751","9705","460","0","2","530000","0","0","0","25021"
"9811","9801","460","0","2","530000","0","0","0","25021"
"9821","9802","460","0","2","530000","0","0","0","25021"
"9831","9803","460","0","2","530000","0","0","0","25021"
"9841","9804","460","0","2","530000","0","0","0","25021"
"9851","9805","460","0","2","530000","0","0","0","25021"
"9911","9901","460","0","2","530000","0","0","0","25021"
"9921","9902","460","0","2","530000","0","0","0","25021"
"9931","9903","460","0","2","530000","0","0","0","25021"
"9941","9904","460","0","2","530000","0","0","0","25021"
"9951","9905","460","0","2","530000","0","0","0","25021"
"10011","10001","460","0","2","530000","0","0","0","25021"
"10021","10002","460","0","2","530000","0","0","0","25021"
"10031","10003","460","0","2","530000","0","0","0","25021"
"10041","10004","460","0","2","530000","0","0","0","25021"
"10051","10005","460","0","2","530000","0","0","0","25021"
"10111","10101","460","0","2","530000","0","0","0","25021"
"10121","10102","460","0","2","530000","0","0","0","25021"
"10131","10103","460","0","2","530000","0","0","0","25021"
"10141","10104","460","0","2","530000","0","0","0","25021"
"10151","10105","460","0","2","530000","0","0","0","25021"
"10211","10201","460","0","2","530000","0","0","0","25021"
"10221","10202","460","0","2","530000","0","0","0","25021"
"10231","10203","460","0","2","530000","0","0","0","25021"
"10241","10204","460","0","2","530000","0","0","0","25021"
"10251","10205","460","0","2","530000","0","0","0","25021"
"10311","10301","460","0","2","530000","0","0","0","25021"
"10321","10302","460","0","2","530000","0","0","0","25021"
"10331","10303","460","0","2","530000","0","0","0","25021"
"10341","10304","460","0","2","530000","0","0","0","25021"
"10351","10305","460","0","2","530000","0","0","0","25021"
"10411","10401","460","0","2","530000","0","0","0","25021"
"10421","10402","460","0","2","530000","0","0","0","25021"
"10431","10403","460","0","2","530000","0","0","0","25021"
"10441","10404","460","0","2","530000","0","0","0","25021"
"10451","10405","460","0","2","530000","0","0","0","25021"
"10511","10501","460","0","2","530000","0","0","0","25021"
"10521","10502","460","0","2","530000","0","0","0","25021"
"10531","10503","460","0","2","530000","0","0","0","25021"
"10541","10504","460","0","2","530000","0","0","0","25021"
"10551","10505","460","0","2","530000","0","0","0","25021"
"10611","10601","460","0","2","530000","0","0","0","25021"
"10621","10602","460","0","2","530000","0","0","0","25021"
"10631","10603","460","0","2","530000","0","0","0","25021"
"10641","10604","460","0","2","530000","0","0","0","25021"
"10651","10605","460","0","2","530000","0","0","0","25021"
"10711","10701","460","0","2","530000","0","0","0","25021"
"10721","10702","460","0","2","530000","0","0","0","25021"
"10731","10703","460","0","2","530000","0","0","0","25021"
"10741","10704","460","0","2","530000","0","0","0","25021"
"10751","10705","460","0","2","530000","0","0","0","25021"
"10811","10801","460","0","2","530000","0","0","0","25021"
"10821","10802","460","0","2","530000","0","0","0","25021"
"10831","10803","460","0","2","530000","0","0","0","25021"
"10841","10804","460","0","2","530000","0","0","0","25021"
"10851","10805","460","0","2","530000","0","0","0","25021"
"10911","10901","460","0","2","530000","0","0","0","25021"
"10921","10902","460","0","2","530000","0","0","0","25021"
"10931","10903","460","0","2","530000","0","0","0","25021"
"10941","10904","460","0","2","530000","0","0","0","25021"
"10951","10905","460","0","2","530000","0","0","0","25021"
"11011","11001","580","0","2","540000","0","0","0","25021"
"11021","11002","580","0","2","540000","0","0","0","25021"
"11031","11003","580","0","2","540000","0","0","0","25021"
"11041","11004","580","0","2","540000","0","0","0","25021"
"11051","11005","580","0","2","540000","0","0","0","25021"
"11111","11101","580","0","2","540000","0","0","0","25021"
"11121","11102","580","0","2","540000","0","0","0","25021"
"11131","11103","580","0","2","540000","0","0","0","25021"
