151233aef2c9cca7fdf47c9016874a4d0e78a5abc424c32b93f916289ade6690,3e77bc722d2e9423ba3fb1eb4d22ab84713eadf3ef83ee1ee1eb0683a67e04ca,545d992f0b0ffd0a50a2c47cebcfed8084b3c440173d7df37f58b53ec399945f,d9581ad73b59a1290b4301248b67cb2fa1ebba9fd826b1fcf79db69f2464c104,af26e2bd4e783ff90c022618b90d28f1ecf91351484caa8be036ef788f2e2ff2,85fa26f672dca5d494308177bfdad4c013dd09b277109fd45737e4173cb5daee,691c7dca8a1900fdf45f6d5b46613bd8ac8628e714f4719b1c6607bb2d2f1c64,4c8ab354477e3ba7a0b9785a228237696cf8dc3280afc6683eea60f798812244,425fef8b4e177b999b465551e35fc0dae55e801bbf8b178f912203e2bf7ccbb8,06fe1750da6284e4729b62b73410269940e24f5d4b22829864324afec182ae5b,1d994f3d35a18b9674e373aceb87b7f6e33117a257364431c26c3201bddabb29
"203003","1","1","-5","102","203","60","nop_idle_wish","1","103631","1.2"
"204001","1","1","0","100","204","-60","nop_idle_normal","0","101231","1.2"
"204002","1","1","0","101","204","60","nop_idle_normal","1","104011","1.2"
"204003","1","1","-5","102","204","-130","nop_idle_normal","0","101511","1.2"
"205001","1","1","0","100","205","-80","nop_idle_normal","0","103111","1.2"
"205002","1","1","0","101","205","60","nop_idle_sad","1","102211","1.2"
"205003","1","1","-5","104","205","-150","nop_05_miyako_idle_normal","0","100711","1.2"
"205004","1","1","-5","103","205","130","nop_idle_joy1","1","100611","1.2"
"205005","1","5","0","102","205","-20","nop_skull_idle","1","2051","1.2"
"206001","1","1","-5","102","206","-130","nop_idle_arm_crossed","0","104731","1.2"
"206002","1","1","-5","103","206","130","nop_idle_arm_crossed","1","107131","1.2"
"206003","1","1","0","100","206","-60","nop_idle_normal","0","103731","1.2"
"206004","1","1","0","101","206","60","nop_idle_joy1","1","100511","1.2"
"207001","1","1","0","100","207","-60","nop_idle_normal","0","102831","1.2"
"207002","1","1","0","101","207","60","nop_idle_normal","1","102111","1.2"
"207003","1","1","-5","102","207","-130","nop_idle_normal","0","102511","1.2"
"207004","1","1","-5","103","207","130","nop_idle_normal","1","102311","1.2"
"208001","1","1","0","100","208","-60","nop_idle_joy_normal","0","101011","1.2"
"208002","1","1","0","101","208","60","nop_idle_arm_crossed","1","104331","1.2"
"208003","1","1","-5","102","208","-130","nop_idle_joy1","0","101711","1.2"
"208004","1","1","-5","103","208","130","nop_idle_normal","1","101431","1.2"
"209001","1","1","0","100","209","-60","nop_idle_joy1","0","103311","1.2"
"209002","1","1","-5","102","209","-130","nop_idle_joy_normal","0","105211","1.2"
"209003","1","1","0","101","209","60","nop_idle_sad2","1","102611","1.2"
"209004","1","1","-5","103","209","130","nop_idle_normal","1","103811","1.2"
"210001","1","1","0","100","210","-60","nop_idle_joy1","0","103231","1.2"
"210002","1","1","-5","103","210","130","nop_10_yukari_02","1","103411","1.2"
"210003","1","5","-5","104","210","130","nop_10_yukari_02","1","11","1.2"
"210004","1","1","0","101","210","60","nop_idle_doya","1","104811","1.2"
"210005","1","1","-5","102","210","-130","nop_idle_joy_normal","0","104611","1.2"
"211001","1","1","0","100","211","-60","nop_11_anna_idle_arm_crossed","0","100911","1.2"
"211002","1","1","0","101","211","60","nop_idle_joy_normal","1","101311","1.2"
"211003","1","1","-5","102","211","-130","nop_11_eriko_idle_wish","0","102711","1.2"
"211004","1","1","-5","103","211","130","nop_idle_normal","1","105111","1.2"
"212001","1","1","0","100","212","60","nop_idle_joy1","1","101831","1.2"
"212002","1","1","0","101","212","-60","nop_idle_joy_normal","0","101611","1.2"
"212003","1","1","-5","102","212","-130","nop_idle_joy_normal","0","105011","1.2"
"213001","1","1","0","100","213","60","nop_idle_normal_joy","1","105331","1.2"
"213002","1","1","0","101","213","-60","nop_13_kuka_idle_memory2","0","104511","1.2"
"213003","1","1","-5","102","213","-130","nop_idle_joy1","0","103031","1.2"
"213004","1","1","-20","103","213","-200","nop_idle_thinking","0","100811","1.2"
"213005","1","1","-20","104","213","130","nop_idle_sad","1","105511","1.2"
"214001","1","1","0","100","214","60","nop_idle_normal","1","106831","1.2"
"214002","1","1","0","101","214","-60","nop_idle_normal","0","101131","1.2"
"214003","1","1","-5","103","214","-130","nop_idle_normal","0","104931","1.2"
"215001","1","1","0","100","215","60","nop_idle_joy1","1","102931","1.2"
"215002","1","1","0","101","215","-60","nop_idle_wish","0","104211","1.2"
"215003","1","1","-5","102","215","-130","nop_idle_normal","0","105411","1.2"
"216001","1","1","0","100","216","60","nop_idle_normal","1","106731","1.2"
"216002","1","1","0","101","216","-60","nop_idle_joy1","0","106631","1.2"
"216003","1","1","-5","103","216","-130","nop_16_kaya_idle_normal2","0","106531","1.2"
"216004","1","5","0","101","216","140","nop_rago_idle","1","2","1.2"
"217001","1","1","0","100","217","60","nop_idle_normal","1","111031","1.2"
"217002","1","1","0","101","217","-60","nop_idle_joy2","0","110931","1.2"
"217003","1","1","-5","103","217","-130","nop_17_chloe_idle_normal2","0","110831","1.2"
"217004","1","5","0","102","217","-60","NoItem_idle","0","1","1.2"
"218001","1","1","0","100","218","-40","nop_18_muimi_idle_joy_normal","1","114711","1.2"
"218002","1","1","0","101","218","40","nop_18_karin_idle_normal","0","118511","1.2"
"218003","1","1","-5","102","218","-130","nop_idle_normal","0","115031","1.2"
"218004","1","1","-5","103","218","130","nop_idle_joy1","1","118031","1.2"
"301001","111831","3","","1","301","","","","nop_talk_joy1","0.2"
"301002","111831","11","0","8","301","0","0.5","0","次は何を食べましょうか。\nキャルちゃんは何がいいです？","0"
"301003","301002","91","","","301","","","","",""
"301004","111831","3","","1","301","","","","nop_idle_joy_normal","0.2"
"301005","112031","3","1","0","301","nop_idle_doya","","0.3","nop_18_neneka_humu","0.2"
"301006","112031","11","0","8","301","0","0.5","0","そうねー\n普段は食べられない珍しい物とかどう？","0"
"301007","301006","91","","","301","","","","",""
"301008","120831","3","1","0","301","nop_talk_arm_crossed_loop","","0","nop_talk_arm_crossed","0.2"
"301009","120831","11","0","8","301","0","0.5","0","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0"
"301010","301009","91","","","301","","","","",""
"301011","120831","3","","1","301","","","","nop_idle_arm_crossed","0.2"
"301012","120931","3","1","0","301","nop_11_anna_huhuStand_loop","","0","nop_11_anna_huhuStand_in","0.2"
"301013","120931","11","0","8","301","0","0.5","0","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0"
"301014","1","93","","","301","","","","0",""
"301015","120931","3","1","0","301","nop_11_anna_ahahaStand_loop","","0","nop_11_anna_ahahaStand_in","0.2"
"301016","301013","91","","","301","","","","",""
"301017","120931","3","1","1","301","","","","nop_11_anna_ahahaStand_loop","0.2"
"301018","111931","3","1","0","301","nop_01_coccoro_an_loop","","0","nop_01_coccoro_an_in","0.2"
"301019","111931","11","0","8","301","0","0.5","0","シェフィさま。こちらをどうぞ。\nはい、あーん。","0"
"301020","0.2","93","","","301","","","","0",""
"301021","120731","4","","","301","","","","0",""
"301022","0.8","93","","","301","","","","0",""
"301023","120731","3","1","0","301","nop_idle_shy","","0.2","nop_surprise","0.2"
"301024","301019","91","","","301","","","","",""
"301025","120731","3","","1","301","","","","nop_talk_shy","0.2"
"301026","120731","11","0","8","301","0","0.5","0","コ、コッコロさん……\n恥ずかしいわ……","0"
"301027","301026","91","","","301","","","","",""
"301028","120731","3","","1","301","","","","nop_idle_shy","0.2"
"301029","0.5","93","","","301","","","","0",""
"301030","111931","3","1","0","301","nop_idle_normal","","0","nop_01_coccoro_an_out","0.2"
"301031","1","93","","","301","","","","0",""
"301032","120731","4","","","301","","","","1",""
"301033","120731","3","","1","301","","","","nop_idle_joy1","0.2"
"302001","108831","11","0","8","302","0","0.5","0","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0"
"302002","108831","3","","1","302","","","","nop_talk_joy3_blink","0.2"
"302003","2.75","93","","","302","","","","1",""
"302004","108831","3","","1","302","","","","nop_talk_joy1_normal","0.2"
"302005","302001","91","","","302","","","","",""
"302006","108831","3","1","1","302","","","","nop_idle_joy_normal","0.2"
"302007","108931","11","0","8","302","0","0.5","0","今年もいい年にしないとね。","0"
"302008","108931","3","","1","302","","","","nop_talk_joy1_normal","0.2"
"302009","302007","91","","","302","","","","",""
"302010","108931","3","","1","302","","","","nop_idle_normal","0.2"
"302011","108731","11","0","8","302","0","0.5","0","みんながいればきっと大丈夫だよ！","0"
"302012","108731","3","","1","302","","","","nop_talk_joy2","0.2"
"302013","302011","91","","","302","","","","",""
"302014","108731","3","1","1","302","","","","nop_idle_joy1","0.2"
"302015","0","91","","","302","","","","",""
"303001","102011","11","0","8","303","0","0.5","0","わあ！　おっきい会場だね！\nお料理もたくさん！","0"
"303002","102011","3","","1","303","","","","nop_talk_joy2","0.2"
"303003","303001","91","","","303","","","","",""
"303004","102011","3","1","1","303","","","","nop_idle_joy1","0.2"
"303005","100411","11","0","8","303","0","0.5","0","えっへっへ、これは\nイタズラしがいがあるねー","0"
"303006","100411","3","","1","303","","","","nop_talk_joy2","0.2"
"303007","303005","91","","","303","","","","",""
"303008","100411","3","1","1","303","","","","nop_idle_normal","0.2"
"303009","103631","11","0","8","303","0","0.5","0","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0"
"303010","103631","3","","1","303","","","","nop_talk_wish","0.2"
"303011","303009","91","","","303","","","","",""
"303012","103631","3","","1","303","","","","nop_idle_wish","0.2"
"304001","101511","11","0","8","304","0","0.5","0","立派な新年会ね。\nみんな笑顔で素敵だわ。","0"
"304002","101511","3","","1","304","","","","nop_talk_normal","0.2"
"304003","1.5","93","","","304","","","","0",""
"304004","101511","3","","1","304","","","","nop_talk_joy3","0.2"
"304005","304001","91","","","304","","","","",""
"304006","101511","3","","1","304","","","","nop_idle_joy1","0.2"
"304007","101231","11","0","8","304","0","0.5","0","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0"
"304008","101231","3","","1","304","","","","nop_idle_surprise_kira","0.2"
"304009","1.5","93","","","304","","","","0",""
"304010","101231","3","","1","304","","","","nop_talk_joy2","0.2"
"304011","304007","91","","","304","","","","",""
"304012","101231","3","","1","304","","","","nop_idle_joy_normal","0.2"
"304013","104011","11","0","8","304","0","0.5","0","はわわ……キラキラした人が\nいっぱいいます～！","0"
"304014","104011","3","","1","304","","","","nop_idle_surprise2","0.2"
"304015","304013","91","","","304","","","","",""
"304016","104011","3","1","1","304","","","","nop_idle_normal","0.2"
"304017","101511","3","","1","304","","","","nop_idle_normal","0.2"
"304018","101231","3","","1","304","","","","nop_idle_normal","0.2"
"305001","100711","11","0","8","305","0","0.5","0","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0"
"305002","100711","3","","1","305","","","","nop_05_miyako_talk_anger","0.2"
"305003","305001","91","","","305","","","","",""
"305004","100711","3","1","1","305","","","","nop_05_miyako_idle_anger","0.2"
"305005","103111","11","0","8","305","0","0.5","0","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0"
"305006","103111","3","","1","305","","","","nop_talk_worry","0.2"
"305007","305005","91","","","305","","","","",""
"305008","103111","3","1","1","305","","","","nop_idle_worry","0.2"
"305009","100611","11","0","8","305","0","0.5","0","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0"
"305010","100611","3","","1","305","","","","nop_talk_surprise_kira","0.2"
"305011","2","93","","","305","","","","0",""
"305012","100611","3","","1","305","","","","nop_talk_memory","0.2"
"305013","305009","91","","","305","","","","",""
"305014","100611","3","","1","305","","","","nop_idle_memory2","0.2"
"305015","102211","11","0","8","305","0","0.5","0","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0"
"305016","102211","3","","1","305","","","","nop_talk_sad","0.2"
"305017","2.8","93","","","305","","","","0",""
"305018","102211","3","","1","305","","","","nop_talk_anger2","0.2"
"305019","305015","91","","","305","","","","",""
"305020","102211","3","1","1","305","","","","nop_idle_anger2","0.2"
"306001","107131","11","0","8","306","0","0.5","0","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0"
"306002","107131","3","1","0","306","nop_06_cris_ahaha_loop","","0","nop_06_cris_ahaha_in","0.2"
"306003","1.5","93","","","306","","","","0",""
"306004","107131","3","1","0","306","nop_talk_arm_crossed_loop","","0.2","nop_talk_arm_crossed","0.2"
"306005","306001","91","","","306","","","","",""
"306006","107131","3","1","1","306","","","","nop_idle_arm_crossed","0.2"
"306007","100511","11","0","8","306","0","0.5","0","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0"
"306008","100511","3","","1","306","","","","nop_talk_surprise_kira","0.2"
"306009","4.5","93","","","306","","","","0",""
"306010","100511","3","","1","306","","","","nop_talk_joy2","0.2"
"306011","306007","91","","","306","","","","",""
"306012","100511","3","","1","306","","","","nop_idle_normal","0.2"
"306013","103731","11","0","8","306","0","0.5","0","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0"
"306014","103731","3","","1","306","","","","nop_talk_worry","0.2"
"306015","306013","91","","","306","","","","",""
"306016","103731","3","1","1","306","","","","nop_idle_worry","0.2"
"306017","104731","11","0","8","306","0","0.5","0","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0"
"306018","104731","3","","1","306","","","","nop_talk_arm_crossed_loop","0.2"
"306019","306017","91","","","306","","","","",""
"306020","104731","3","1","1","306","","","","nop_idle_arm_crossed","0.2"
"307001","102831","11","0","8","307","0","0.5","0","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0"
"307002","102831","3","","1","307","","","","nop_talk_surprise1","0.2"
"307003","1.2","93","","","307","","","","0",""
"307004","102831","3","","1","307","","","","nop_talk_joy1_normal","0.2"
"307005","307001","91","","","307","","","","",""
"307006","102831","3","1","1","307","","","","nop_idle_normal","0.2"
"307007","102111","11","0","8","307","0","0.5","0","はーい、ママ・サレン！\nみんないい子にしてるよ。","0"
"307008","102111","3","","1","307","","","","nop_talk_joy3_dere","0.2"
"307009","1.7","93","","","307","","","","0",""
"307010","102111","3","","1","307","","","","nop_talk_wish","0.2"
"307011","307007","91","","","307","","","","",""
"307012","102511","11","0","8","307","0","0.5","0","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0"
"307013","102511","3","1","0","307","nop_talk_guts3_loop","","0","nop_talk_guts3_NoBlink","0.2"
"307014","307012","91","","","307","","","","",""
"307015","102311","11","0","8","307","0","0.5","0","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0"
"307016","102311","3","","1","307","","","","nop_talk_worry","0.2"
"307017","307015","91","","","307","","","","",""
"307018","102311","3","","1","307","","","","nop_idle_normal","0.2"
"307019","102111","3","1","1","307","","","","nop_idle_normal","0.2"
"307020","102511","3","1","1","307","","","","nop_idle_normal","0.2"
"308001","101011","11","0","8","308","0","0.5","0","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0"
"308002","101011","3","","1","308","","","","nop_talk_joy3_blink2","0.2"
"308003","1.5","93","","1","308","","","","1",""
"308004","101011","3","","1","308","","","","nop_talk_joy1","0.2"
"308005","308001","91","","","308","","","","",""
"308006","101011","3","1","1","308","","","","nop_idle_joy_normal","0.2"
"308007","104331","11","0","8","308","0","0.5","0","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0"
"308008","104331","3","1","0","308","nop_talk_arm_crossed_loop2","","0.2","nop_talk_arm_crossed2","0.2"
"308009","3","93","","1","308","","","","1",""
"308010","104331","3","","1","308","","","","nop_talk_thinking","0.2"
"308011","308007","91","","","308","","","","",""
"308012","104331","3","1","1","308","","","","nop_idle_thinking","0.2"
"308013","101711","11","0","8","308","0","0.5","0","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0"
"308014","101711","3","","1","308","","","","nop_talk_joy1_wink","0.2"
"308015","2.5","93","","1","308","","","","1",""
"308016","101711","3","","1","308","","","","nop_talk_joy2","0.2"
"308017","308013","91","","","308","","","","",""
"308018","101711","3","1","1","308","","","","nop_idle_joy1","0.2"
"308019","101431","11","0","8","308","0","0.5","0","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0"
"308020","101431","3","","1","308","","","","nop_talk_joy3_blink2","0.2"
"308021","3","93","","1","308","","","","1",""
"308022","101431","3","1","0","308","nop_talk_arm_crossed_loop","","0.2","nop_talk_arm_crossed","0.2"
"308023","308019","91","","","308","","","","",""
"308024","101431","3","","1","308","","","","nop_idle_arm_crossed","0.2"
"308025","0","91","","1","308","","","","",""
"309001","103311","11","0","8","309","0","0.5","0","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0"
"309002","103311","3","1","0","309","nop_talk_guts2_loop","","0.2","nop_talk_guts2","0.2"
"309003","2.5","93","","","309","","","","1",""
"309004","103311","3","","1","309","","","","nop_talk_joy2","0.2"
"309005","309001","91","","","309","","","","",""
"309006","103311","3","1","1","309","","","","nop_idle_joy1","0.2"
"309007","105211","11","0","8","309","0","0.5","0","舞踏会が開けそうな会場ね。\n素敵だわ。","0"
"309008","105211","3","","1","309","","","","nop_talk_joy1_normal","0.2"
"309009","2","93","","","309","","","","1",""
"309010","105211","3","","1","309","","","","nop_talk_memory","0.2"
"309011","309007","91","","","309","","","","",""
"309012","105211","3","1","1","309","","","","nop_idle_memory","0.2"
"309013","102611","11","0","8","309","0","0.5","0","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0"
"309014","102611","3","","1","309","","","","nop_talk_sad2","0.2"
"309015","1.5","93","","","309","","","","1",""
"309016","102611","3","","1","309","","","","nop_talk_worry","0.2"
"309017","309013","91","","","309","","","","",""
"309018","102611","3","1","1","309","","","","nop_idle_worry","0.2"
"309019","103811","11","0","8","309","0","0.5","0","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0"
"309020","103811","3","","1","309","","","","nop_talk_joy3_blink","0.2"
"309021","309019","91","","","309","","","","",""
"309022","103811","3","","1","309","","","","nop_idle_normal_joy","0.2"
"309023","0","91","","","309","","","","",""
"310001","103231","11","0","8","310","0","0.5","0","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0"
"310002","103231","3","","1","310","","","","nop_talk_joy1","0.2"
"310003","310001","91","","","310","","","","",""
"310004","103231","3","1","1","310","","","","nop_idle_joy1","0.2"
"310005","104611","11","0","8","310","0","0.5","0","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0"
"310006","104611","3","","1","310","","","","nop_talk_joy2","0.2"
"310007","2.5","93","","","310","","","","1",""
"310008","104611","3","","1","310","","","","nop_talk_thinking","0.2"
"310009","310005","91","","","310","","","","",""
"310010","104611","3","","1","310","","","","nop_idle_thinking","0.2"
"310011","103411","11","0","8","310","0","0.5","0","みんな～、あけおめ～！\nなんちゃって。ヒック。","0"
"310012","103411","3","","1","310","","","","nop_10_yukari_04","0.2"
"310013","11","3","","1","310","","","","nop_10_yukari_04","0.2"
"310014","2.5","93","","","310","","","","1",""
"310015","103411","3","1","0","310","nop_10_yukari_02","","0.5","nop_10_yukari_06","0.2"
"310016","11","3","1","0","310","nop_10_yukari_02","","0.5","nop_10_yukari_06","0.2"
"310017","310011","91","","","310","","","","",""
"310018","104811","11","0","8","310","0","0.5","0","え？　ユカリさん？\nもう酔っぱらっちゃってる……","0"
"310019","104811","3","","1","310","","","","nop_talk_surprise1","0.2"
"310020","104811","4","","","310","","","","0",""
"310021","1","93","","","310","","","","1",""
"310022","104811","3","","1","310","","","","nop_talk_worry","0.2"
"310023","310018","91","","","310","","","","",""
"310024","104811","3","1","1","310","","","","nop_idle_worry","0.2"
"310025","0","91","","","310","","","","",""
"311001","102711","3","","1","311","","","","nop_talk_wish","0.2"
"311002","102711","11","0","8","311","0","0.5","0","この広い会場のどこかに\nあのおかたの存在を感じますわ……","0"
"311003","311002","91","","","311","","","","",""
"311004","102711","3","","1","311","","","","nop_idle_wish","0.2"
"311005","100911","3","1","0","311","nop_11_anna_huhuStand_loop","","0","nop_11_anna_huhuStand_in","0.2"
"311006","100911","11","0","8","311","0","0.5","0","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0"
"311007","311006","91","","","311","","","","",""
"311008","100911","3","","1","311","","","","nop_11_anna_huhuStand_loop","0.2"
"311009","101311","3","","1","311","","","","nop_talk_joy2","0.2"
"311010","101311","11","0","8","311","0","0.5","0","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","0"
"311011","311010","91","","","311","","","","",""
