09ec7e67ae22ba5d49f18fe74f186270fcda4a5b72d4617c035bd44b195700a0,b405c3126f44aa1b577e8e3098c1c2c842fb4414bb42e705e0c7daf061d1c5ab,990c0abf9ea21e3a6fe5cdb4c860db965106fcc9ba43a21ea763ae2fce6578ee,b7a06d0da18854a4c6508849b758bb6ba514b5319fb8d23fdf173ae7cbbf7044,bafa88523234068b8fec4509830e985687052491203c7726b5ce1a3ecc0418fc,3a445b0a93378e66a6b7b0c7f1cce0d1c1819fed7e00e8821c37ae09aedccd96,4950eebaef60026558f4798f8df377380cd835cf867a16ee64ddf3b9098e8ddb,e66717025cdc755a69aae87fb817db0d94a52558766d773e4d322ea56cec6c51,fe0b40374f07c499a21919c28260f868772e38bf53887096efc6dcb20f9f5379,ca680ce50f13236d4bdc1708dceaa15fffdf5142a33eda4a55aa494117c33d33,ea61fa7cbfb054cb3595c339a38a4b45930d031d628a6fdaaa3750f4afe99201,d1011ef0f00ea48aa5c96d4ce7fbff8cf764bceb751cba7caae95cb36ca08e39,2446929ceb29310f781dda0de70c9fbdad3683d099e652477d620aed50a46a9f,20b71ea5649a33fa0a8427724f0ac3a291c138732f368488e52f6977e1c5984e,a1595080253ed69fb5b14d445988ad872ff2f7d054f8b8bc523c90e3f054cf6c,64304b8ac8a804506d0d1f51f1be8f57019e27a174b14b5b5dbb98da8ec70770,0a6c8c9c688b7be984d09e0168758ea114784575140b82d9427298214e3eaa00,7e3ee7a705b5004d8f611b4f3d2582a4651e55a22c334fa79ba4b2dcfd4320eb,0cd552365cb91a654f1df9a5ebd5e778d99b8891a9b74a5cc37d1f744234c434,e291ffbfff9ebd5d897f8a3b9679e5165dcd421dd2563785ce27f0d748cf7d19,ecab7d741843185242d95c95636b14e6caf49fbafb9d297dd40e494332fb16f7
"0","3","45","{0}ダメージ分の物理無効バリアを展開する","100201103","2160","0","0","6","3","0","0","2","18","1","0","1","45","0","99","無効ダメージ量+{0}"
"0","3","2","味方全体の行動速度100％アップ","100201104","2160","0","0","8","3","1","0","2","18","1","0","2","0","0","99",""
"0","3","20","敵単体に{0}の魔法ダメージ","100201201","-1","0","0","1","1","0","0","1","1.6","1","0","2","20","0","1","魔法ダメージ+{0}"
"0","3","1","敵単体の物理攻撃力を{0}ダウン","100201202","-1","12","0","10","1","1","1","1","7.5","1","0","11","7.5","0","1","物理攻撃力ダウン+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100250101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100251101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法防御力を{0}アップ","100251102","0","1","0","90","0","0","0","0","0","1","0","5","30","0","0",""
"0","3","60","敵単体に{0}の物理ダメージ","100300101","-1","0","0","1","1","0","0","1","4.8","1","0","1","60","0","1","物理ダメージ+{0}"
"0","3","20","敵単体に{0}の物理ダメージ","100300201","-1","0","0","1","1","0","0","1","1.6","1","0","1","20","0","1","物理ダメージ+{0}"
"0","7","0","","100300301","0","0","100300302","28","1","0","100300303","2","0","1","0","677","0","0","1",""
"0","3","0.5","","100300302","4320","0","0","18","1","0","100300305","1","1.8","1","0","1","0","0","1",""
"0","3","1","","100300303","4320","0","0","18","1","0","100300306","1","1.8","1","0","1","0","0","1",""
"0","7","0","","100300304","0","0","100300305","28","1","0","100300306","2","0","1","0","677","0","0","1",""
"0","3","20","敵単体に{0}の物理ダメージ","100300305","-1","0","0","1","1","0","0","1","1.6","1","0","1","20","0","1","物理ダメージ+{0}"
"0","3","40","","100300306","-1","0","0","1","1","0","0","1","3.2","1","0","1","40","0","1",""
"0","3","120","敵単体に{0}の物理ダメージ","100301101","-1","0","0","1","1","0","0","1","9.6","1","0","1","120","0","1","物理ダメージ+{0}"
"0","7","1","一定時間風の刃を纏う","100301102","0","1","0","35","1","0","0","2","18","1","0","0","77","0","1",""
"0","7","1","","100301201","0","0","100301202","28","1","0","100301203","2","1","1","0","677","2","0","1",""
"0","3","20","敵単体に{0}の物理ダメージ","100301202","-1","0","0","1","1","0","0","1","1.6","1","0","1","20","0","1","物理ダメージ+{0}"
"0","3","40","","100301203","-1","0","0","1","1","0","0","1","3.2","1","0","1","40","0","1",""
"0","3","1","敵単体の物理防御力を{0}ダウン","100301204","-1","12","0","10","1","1","1","1","0.6","1","0","21","0.6","0","1","物理防御力ダウン+{0}"
"0","3","1","","100301205","-1","24","0","10","1","1","1","1","1.2","1","0","21","1.2","0","1",""
"0","7","0","","100301301","0","0","100301302","28","1","0","100301303","2","0","1","0","677","0","0","1",""
"0","3","40","敵単体に{0}の物理ダメージ","100301302","-1","0","0","1","1","0","0","1","3.2","1","0","1","40","0","1","物理ダメージ+{0}"
"0","3","80","","100301303","-1","0","0","1","1","0","0","1","6.4","1","0","1","80","0","1",""
"0","7","0","","100301304","0","0","100301305","28","1","0","100301306","2","0","1","0","677","0","0","1",""
"0","3","40","敵単体に{0}の物理ダメージ","100301305","-1","0","0","1","1","0","0","1","3.2","1","0","1","40","0","1","物理ダメージ+{0}"
"0","3","80","","100301306","-1","0","0","1","1","0","0","1","6.4","1","0","1","80","0","1",""
"0","7","0","","100301307","0","0","100301308","28","1","0","100301309","2","0","1","0","677","0","0","1",""
"0","7","1","自分の受ける行動不能を１回まで無効化する","100301308","-1","0","0","100","1","0","0","2","12","1","0","1","0","0","1",""
"0","7","2","","100301309","-1","0","0","100","1","0","0","2","24","1","0","1","0","0","1",""
"0","7","-1","","100301310","-1","0","0","22","1","0","10030102","2","0","1","0","1","0","0","1",""
"0","0","1","自分の物理攻撃力を{0}アップ","100350101","0","1","0","90","0","0","0","0","15","1","0","2","15","0","0","物理攻撃力アップ+{0}"
"0","0","1","自分の物理攻撃力を{0}アップ","100351101","0","1","0","90","0","0","0","0","15","1","0","2","15","0","0","物理攻撃力アップ+{0}"
"0","0","1","自分の最大ＨＰを{0}アップさせる","100351102","0","1","0","90","0","0","0","0","0","1","0","1","1125","0","0",""
"0","3","0","","100400101","2160","0","0","7","2","0","0","1","0","1","1","1","0","0","1",""
"0","1","20.4","範囲内の敵に{0}の物理ダメージ","100400102","300","0","0","1","2","0","0","1","1.62","1","0","1","20.4","0","99","物理ダメージ+{0}"
"0","3","8","敵単体に{0}の物理ダメージ","100400201","2160","0","0","1","3","0","0","1","0.6","1","1","1","8","0","1","物理ダメージ+{0}"
"0","3","8","敵単体を暗闇状態にする","100400202","2160","0","0","12","3","0","0","1","100","1","1","70","0","0","1","暗闇の確定成功Ｌｖ+1"
"0","14","10","敵単体に{0}の物理ダメージ","100400301","2160","0","0","1","2","0","0","1","0.8","1","0","1","10","0","1","物理ダメージ+{0}"
"0","1","1","敵単体の物理攻撃力を{0}ダウン","100400302","2160","99","0","10","2","1","1","1","3.75","1","0","11","3.75","0","1","物理攻撃力ダウン+{0}"
"0","7","1","自分の物理攻撃力を{0}アップ","100400303","0","99","0","10","1","1","1","2","5.5","1","0","10","5.5","0","1","物理攻撃力アップ+{0}"
"0","3","27","敵全体に{0}の物理ダメージ","100401101","2160","0","0","1","3","0","0","1","2.16","1","0","1","27","0","99","物理ダメージ+{0}"
"0","3","1","敵全体の物理攻撃力を{0}ダウン","100401102","2160","18","0","10","3","0","1","1","30","1","0","11","30","0","99","物理攻撃力ダウン+{0}"
"0","3","1","敵全体の物理クリティカルを{0}ダウン","100401103","2160","18","0","10","3","0","0","1","1.25","1","0","61","100","0","99","物理クリティカルダウン+{0}"
"0","3","2","敵全体の物理攻撃クリティカル時のダメージを{0}％ダウン","100401104","2160","18","0","10","3","0","0","1","0","1","0","111","25","0","99",""
"0","3","20","敵単体に{0}の物理ダメージ","100401201","2160","0","0","1","3","0","0","1","1.6","1","1","1","20","0","1","物理ダメージ+{0}"
"0","3","10","敵単体を暗闇状態にする","100401202","2160","0","0","12","3","0","0","1","100","1","1","80","0","0","1","暗闇の確定成功Ｌｖ+1"
"0","3","0","","100401203","2160","0","0","7","3","0","0","1","0","1","1","1","0","0","1",""
"0","1","1","範囲内の敵の物理攻撃力を{0}ダウン","100401204","200","180","0","10","2","0","1","1","5","1","0","11","5","0","99","物理攻撃力ダウン+{0}"
"0","0","1","自分の物理防御力を{0}アップ","100450101","0","1","0","90","0","0","0","0","2","1","0","3","2","0","0","物理防御力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","100451101","0","1","0","90","0","0","0","0","2","1","0","3","2","0","0","物理防御力アップ+{0}"
"0","0","1","自分の物理攻撃力を{0}アップ","100451102","0","1","0","90","0","0","0","0","0","1","0","2","225","0","0",""
"0","3","100","","100500101","2160","0","0","2","1","0","0","1","0","1","2","3","0","0","1",""
"0","3","100","","100500102","2160","0","0","7","1","0","0","1","0","1","2","1","0","0","1",""
"0","3","30","範囲内の敵に{0}の物理ダメージ","100500103","300","0","0","1","2","0","0","1","2.4","1","0","1","30","0","99","物理ダメージ+{0}"
"0","3","3.4","範囲内の敵に{0}の物理ダメージ","100500201","300","0","0","1","2","0","0","1","0.27","1","0","1","3.4","0","99","物理ダメージ+{0}"
"0","3","0","範囲内の敵を一定時間行動不能にする","100500202","300","0","0","8","2","0","0","1","2","1","0","7","0","0","99","スタンの確定成功Ｌｖ+1"
"0","3","10","範囲内の敵に{0}の物理ダメージ","100500301","300","0","0","1","2","0","0","1","0.8","1","0","1","10","0","99","物理ダメージ+{0}"
"0","3","100","","100501101","2160","0","0","2","1","0","0","1","0","1","2","3","0","0","1",""
"0","3","100","","100501102","2160","0","0","7","1","0","0","1","0","1","2","1","0","0","1",""
"0","3","30","範囲内の敵に{0}の物理ダメージ","100501103","450","0","0","1","2","0","0","1","2.4","1","0","1","30","0","99","物理ダメージ+{0}"
"0","7","1","","100501104","0","0","0","26","1","0","3","2","0","1","0","100501103","0.00005","0","1",""
"0","7","1","","100501105","0","0","0","26","1","0","1","2","0","1","0","100501106","1","0","1",""
"0","7","45","{0}ダメージ分の物理魔法無効バリアを展開する","100501106","0","0","0","6","1","0","0","2","18","1","0","5","45","0","1","無効ダメージ量+{0}"
"0","3","3.4","範囲内の敵に{0}の物理ダメージ","100501201","300","0","0","1","2","0","0","1","0.54","1","0","1","3.4","0","99","物理ダメージ+{0}"
"0","3","0","範囲内の敵を一定時間行動不能にする","100501202","300","0","0","8","2","0","0","1","2","1","0","7","0","0","99","スタンの確定成功Ｌｖ+1"
"0","7","1","自分の物理防御力を{0}アップ","100501203","0","12","0","10","1","0","1","2","2.24","1","0","20","2.24","0","1","物理防御力アップ+{0}"
"0","7","1","自分の魔法防御力を{0}アップ","100501204","0","12","0","10","1","0","1","2","2.24","1","0","40","2.24","0","1","魔法防御力アップ+{0}"
"0","0","1","自分の物理攻撃力を{0}アップ","100550101","0","1","0","90","0","0","0","0","15","1","0","2","15","0","0","物理攻撃力アップ+{0}"
"0","0","1","自分の物理攻撃力を{0}アップ","100551101","0","1","0","90","0","0","0","0","15","1","0","2","15","0","0","物理攻撃力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","100551102","0","1","0","90","0","0","0","0","0","1","0","3","30","0","0",""
"0","3","4","","100600101","2160","0","0","32","3","0","0","2","1","1","0","0","4","0","99",""
"0","3","1","味方全体の魔法攻撃力を{0}アップ","100600102","2160","18","0","10","3","0","1","2","4.5","1","0","30","4.5","0","99","魔法攻撃力アップ+{0}"
"0","3","20","敵単体に{0}の魔法ダメージ","100600201","-1","0","0","1","1","0","0","1","1.6","1","0","2","20","0","1","魔法ダメージ+{0}"
"0","3","1","敵単体の魔法防御力を{0}ダウン","100600301","-1","12","0","10","1","1","1","1","1","1","0","41","1","0","1","魔法防御力ダウン+{0}"
"0","3","4","","100601101","2160","0","0","32","3","0","0","2","1","1","0","0","4","0","99",""
"0","3","1","味方全体の魔法攻撃力を{0}アップ","100601102","2160","18","0","10","3","0","1","2","24","1","0","30","24","0","99","魔法攻撃力アップ+{0}"
"0","3","1","味方全体の魔法クリティカルを{0}アップ","100601103","2160","18","0","10","3","0","1","2","0","1","0","70","100","0","99",""
"0","3","1","敵全体の魔法防御力を{0}ダウン","100601104","2160","18","0","10","3","0","1","1","0.66","1","0","41","0.66","0","99","魔法防御力ダウン+{0}"
"0","3","25","敵単体に{0}の魔法ダメージ","100601201","-1","0","0","1","1","0","0","1","2","1","0","2","25","0","1","魔法ダメージ+{0}"
"0","3","1","敵単体の魔法防御力を{0}ダウン","100601202","-1","12","0","10","1","1","1","1","0.2","1","0","41","0.2","0","1","魔法防御力ダウン+{0}"
"0","3","25","敵単体に{0}の魔法ダメージ","100610101","-1","0","0","1","1","0","0","1","2","1","0","2","25","0","1","魔法ダメージ+{0}"
"0","3","15","敵単体に{0}の魔法ダメージ","100610201","550","0","0","1","1","0","0","1","1.25","1","0","2","15","0","99","魔法ダメージ+{0}"
"0","3","1204","","100620101","2160","0","0","32","3","0","0","2","1","1","0","0","0","0","99",""
"0","3","1","味方全体の魔法攻撃力を{0}アップ","100620102","2160","18","0","10","3","0","1","2","8.5","1","0","30","-1195.5","0","99","魔法攻撃力アップ+{0}"
"0","3","1204","","100621101","2160","0","0","32","3","0","0","2","1","1","0","0","0","0","99",""
"0","3","1","味方全体の魔法攻撃力を{0}アップ","100621102","2160","18","0","10","3","0","1","2","28","1","0","30","-1172","0","99","魔法攻撃力アップ+{0}"
"0","3","1","味方全体の魔法クリティカルを{0}アップ","100621103","2160","18","0","10","3","0","1","2","0","1","0","70","100","0","99",""
"0","3","1","敵全体の魔法防御力を{0}ダウン","100621104","2160","18","0","10","3","0","1","1","0.66","1","0","41","0.66","0","99","魔法防御力ダウン+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100650101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100651101","0","1","0","90","0","0","0","0","15","1","0","4","240","0","0","魔法攻撃力アップ+{0}"
"0","3","45","敵単体に{0}の物理ダメージ","100700101","-1","0","0","1","1","0","0","1","3.6","1","0","1","45","0","1","物理ダメージ+{0}"
"0","7","1","自分のＨＰを{0}回復","100700102","0","1","0","4","3","0","0","2","12","1","0","1","12","0","1","ＨＰ回復量+{0}"
"0","7","3","一定時間無敵状態になる","100700201","0","0","0","21","1","0","0","2","0","1","0","1","0.01","0","1","無敵時間+0.01秒"
"0","7","0","","100700202","0","0","0","18","0","0","100700203","0","2.4","1","0","1","0","0","1",""
"0","7","0","","100700203","0","0","0","21","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","1","自分のＨＰを{0}回復","100700301","0","1","0","4","1","0","0","2","7.5","1","0","1","7.5","0","1","ＨＰ回復量+{0}"
"0","3","60","敵単体に{0}の物理ダメージ","100701101","-1","0","0","1","1","0","0","1","4.8","1","0","1","60","0","1","物理ダメージ+{0}"
"0","7","1","自分のＨＰを{0}回復","100701102","0","1","0","4","3","0","0","2","12","1","0","1","12","0","1","ＨＰ回復量+{0}"
"0","7","1","自分の回避を{0}アップ","100701103","0","180","0","10","2","1","1","2","0.1","1","0","50","0.1","0","1","回避アップ+{0}"
"0","7","3","一定時間無敵状態になる","100701201","0","0","0","21","1","0","0","2","0","1","0","1","0.01","0","1","無敵時間+0.01秒"
"0","7","0","","100701202","0","0","0","18","0","0","100701203","0","2.4","1","0","1","0","0","1",""
"0","7","0","","100701203","0","0","0","21","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","1","自分の回避を{0}アップ","100701204","0","12","0","10","2","1","1","2","0.1","1","0","50","0.1","0","1","回避アップ+{0}"
"0","7","1","自分の物理防御力を{0}アップ","100701205","0","12","0","10","2","1","1","2","1.2","1","0","20","1.2","0","1","物理防御力アップ+{0}"
"0","7","6","一定時間無敵状態になる","100720201","0","0","0","21","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","0","","100720202","0","0","0","18","0","0","100720203","0","2.4","1","0","1","0","0","1",""
"0","7","0","","100720203","0","0","0","21","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","1","自分の物理防御力を{0}アップ","100720204","0","12","0","10","2","1","1","2","0.2","1","0","20","-60","0","1","物理防御力アップ+{0}"
"0","3","60","敵単体に{0}の物理ダメージ","100721101","-1","0","0","1","1","0","0","1","5.2","1","0","1","60","0","1","物理ダメージ+{0}"
"0","7","1","自分のＨＰを{0}回復","100721102","0","1","0","4","3","0","0","2","12","1","0","1","12","0","1","ＨＰ回復量+{0}"
"0","7","1","自分の回避を{0}アップ","100721103","0","180","0","10","2","1","1","2","0","1","0","50","30.1","0","1",""
"0","7","6","一定時間無敵状態になる","100721201","0","0","0","21","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","0","","100721202","0","0","0","18","0","0","100721203","0","2.4","1","0","1","0","0","1",""
"0","7","0","","100721203","0","0","0","21","1","0","0","2","0","1","0","1","0","0","1",""
"0","7","1","自分の回避を{0}アップ","100721204","0","12","0","10","2","1","1","2","0","1","0","50","30.1","0","1",""
"0","7","1","自分の物理防御力を{0}アップ","100721205","0","12","0","10","2","1","1","2","1.4","1","0","20","-58.8","0","1","物理防御力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","100750101","0","1","0","90","0","0","0","0","2","1","0","3","2","0","0","物理防御力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","100751101","0","1","0","90","0","0","0","0","2","1","0","3","32","0","0","物理防御力アップ+{0}"
"0","3","4.5","敵全体に{0}の魔法ダメージ","100800101","2160","0","0","1","3","0","0","1","0.405","1","0","2","4.5","0","99","魔法ダメージ+{0}"
"0","3","1","敵全体の物理防御力を{0}ダウン","100800102","2160","18","0","10","3","1","1","1","0.345","1","0","21","0.345","0","99","物理防御力ダウン+{0}"
"0","3","15","敵単体に{0}の魔法ダメージ","100800201","2160","0","0","1","3","0","0","1","1.2","1","1","2","15","0","1","魔法ダメージ+{0}"
"0","1","8","敵単体を暗闇状態にする","100800202","2160","0","0","12","3","0","0","1","100","1","0","40","0","0","1","暗闇の確定成功Ｌｖ+1"
"0","12","75","味方単体のＴＰを{0}回復","100800301","2160","0","0","16","3","0","0","2","0","1","0","1","2.5","0","1","ＴＰ回復量+{0}"
"0","3","20.25","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","100801101","2160","0","0","1","3","0","1","1","1.62","1","0","2","20.25","0","99","魔法ダメージ+{0}"
"0","3","1","敵全体の物理防御力を{0}ダウン","100801102","2160","18","0","10","3","1","1","1","0.7","1","0","21","0.7","0","99","物理防御力ダウン+{0}"
"0","3","4","敵全体を誘惑する","100801103","2160","0","0","11","3","0","0","1","100","1","0","0","0","0","99","誘惑の確定成功Ｌｖ+1"
"0","3","15","敵単体に{0}の魔法ダメージ","100801201","2160","0","0","1","3","0","0","1","1.2","1","1","2","15","0","1","魔法ダメージ+{0}"
"0","3","8","敵単体を暗闇状態にする","100801202","2160","0","0","12","3","0","0","1","100","1","1","40","0","0","1","暗闇の確定成功Ｌｖ+1"
"0","3","8","敵単体を誘惑する","100801203","2160","0","0","11","3","0","0","1","100","1","1","0","0","0","1","誘惑の確定成功Ｌｖ+1"
"0","12","725","味方単体のＴＰを{0}回復","100820301","2160","0","0","16","3","0","0","2","0","1","0","1","0","0","1",""
"0","1","1","味方単体の物理攻撃力を{0}アップ","100820302","2160","12","0","10","3","0","1","2","8","1","0","10","-2080","0","0","物理攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100850101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100851101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","0","魔法攻撃力アップ+{0}"
"0","0","1","自分の物理防御力を{0}アップ","100851102","0","1","0","90","0","0","0","0","0","1","0","3","30","0","0",""
"0","3","18","敵全体に{0}の魔法ダメージ","100900101","2160","0","0","1","3","0","0","1","1.44","1","0","2","18","0","99","魔法ダメージ+{0}"
"0","7","2","自分の物理防御力を0にする","100900102","0","99","0","10","1","2","1","2","0","1","0","21","100","0","1",""
"0","7","2","自分の魔法防御力を0にする","100900103","0","99","0","10","1","2","1","2","0","1","0","41","100","0","1",""
"0","3","20","敵単体に{0}の魔法ダメージ","100900201","-1","0","0","1","1","0","0","1","1.2","1","0","2","20","0","1","魔法ダメージ+{0}"
"0","7","100","","100900301","0","0","0","17","3","0","0","2","10","1","0","3","0","1","1",""
"0","3","25","範囲内の敵に{0}の魔法ダメージ","100900302","600","0","0","1","2","0","0","1","2","1","0","2","25","0","99","魔法ダメージ+{0}"
"0","7","0","","100900303","0","0","0","30","3","0","0","2","0","1","0","0","0","0","1",""
"0","7","1.9","","100900304","0","0","0","21","3","0","0","2","0","1","0","1","0","0","1",""
"0","7","1","自分の魔法攻撃力を{0}アップ","100901101","0","8","0","10","1","1","1","2","50","1","0","30","50","0","1","魔法攻撃力アップ+{0}"
"0","3","81.25","敵全体に{0}の魔法ダメージ","100901102","2160","0","0","1","3","0","0","1","6.5","1","0","2","81.25","0","99","魔法ダメージ+{0}"
"0","7","2","自分の物理防御力を初期値の100%ダウン","100901103","0","99","0","10","1","2","1","2","0","1","0","21","100","0","1",""
"0","7","2","自分の魔法防御力を初期値の100%ダウン","100901104","0","99","0","10","1","2","1","2","0","1","0","41","100","0","1",""
"0","3","20","敵単体に{0}の魔法ダメージ","100901201","-1","0","0","1","1","0","0","1","1.6","1","0","2","20","0","1","魔法ダメージ+{0}"
"0","3","1","敵単体の魔法防御力を{0}ダウン","100901202","2160","12","0","10","3","1","1","2","0.6","1","0","41","0.6","0","99","魔法防御力ダウン+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100950101","0","1","0","90","0","0","0","0","15","1","0","4","15","0","1","魔法攻撃力アップ+{0}"
"0","0","1","自分の魔法攻撃力を{0}アップ","100951101","0","1","0","90","0","0","0","0","15","1","0","4","240","0","0","魔法攻撃力アップ+{0}"
"0","3","1","味方全体の魔法攻撃力を{0}アップ","101000101","2160","18","0","10","3","0","1","2","15","1","0","30","15","0","99","魔法攻撃力アップ+{0}"
"0","3","1","味方全体の物理防御力を{0}アップ","101000102","2160","18","0","10","3","0","1","2","0.6","1","0","20","0.6","0","99","物理防御力アップ+{0}"
"0","3","50","味方全体のＴＰを固定量で{0}回復","101000103","2160","18","0","16","3","0","1","2","0","1","0","4","0","0","99",""
"0","5","1","味方単体のＨＰを{0}回復","101000201","2160","1","0","4","2","0","0","2","7.5","1","0","2","7.5","0","1","ＨＰ回復量+{0}"
"0","3","8","敵単体を暗闇状態にする","101000301","2160","0","0","12","1","0","0","1","100","1","1","40","0","0","1","暗闇の確定成功Ｌｖ+1"
"0","3","1","味方全体の魔法攻撃力を{0}アップ","101001101","2160","18","0","10","3","0","1","2","30","1","0","30","30","0","99","魔法攻撃力アップ+{0}"
"0","3","1","味方全体の魔法クリティカルを{0}アップ","101001102","2160","18","0","10","3","0","1","2","0","1","0","70","100","0","99",""
"0","3","1","味方全体の魔法攻撃クリティカル時のダメージを5％アップ","101001103","2160","18","0","10","3","0","1","2","0","1","0","120","5","0","99",""
"0","3","1","味方全体の物理防御力を{0}アップ","101001104","2160","18","0","10","3","0","1","2","1.1","1","0","20","1.1","0","99","物理防御力アップ+{0}"
"0","3","120","味方全体のＴＰを固定量で{0}回復","101001105","2160","0","0","16","3","0","1","2","0","1","0","4","0","0","99",""
