c305199bca10e7c0825926af28b68971fcb5746dbe20dfb8c86e0c2887e453bd,11c61b788bf0cb589ae7a37e8ae26864687586488324b1c7f1ba2b3300455dc6,ca2595780f71d0e083e158e10c62f886c979d1d1a0bee7385db873574b7d4790,2e06eddeac7334d1b4fa38a1fee6ab1c3e2bfc433858cc8ecadb4d286a0a5e89,6bfb106254b66c65e9d74162fb0394ee25e838c462777dffad4e5496a84ec814,391a4faad63be9ecff512aa205af9055d4fccb57c0ecb042fb30c89d5d5d68ee,fb5f08615fee4f551785d61a8babb705cc8017d5d39d3afd778efb264b9269dd,d3c495aaff69ebaddbf8b208a7183a4a5dc103d64fca23cbe2c16c01ad8bf3c8,c864e6b28dea437e7099e541900fe6fd67462b9a19192080ae66c593da4296d7,38edfa51dcb9d8cb289f8d158a9920702de2de956909507762ae3e144835a8fd,0a72c0d14ebe6dfc394a878c4a3f9bc599af629ec72f6a3b1e2ac1c875918948
"1","105801","500033","ペコリーヌ","80001","91002","8","","15","100","106"
"0","0","0","","70002","91002","8","","1","500","107"
"0","0","0","","70002","91002","8","","2","500","108"
"0","0","0","","70003","91002","8","","1","300","109"
"0","0","0","","70003","91002","8","","2","300","110"
"0","0","0","","70003","91002","8","","3","300","111"
"0","0","0","","80002","91002","8","","1","100","112"
"0","0","0","","80002","91002","8","","2","100","113"
"0","0","0","","80002","91002","8","","3","100","114"
"0","0","0","","80002","91002","8","","4","100","115"
"0","0","0","","80002","91002","8","","5","100","116"
"0","0","0","","80002","91002","8","","6","100","117"
"0","0","0","","80002","91002","8","","7","100","118"
"0","0","0","","80002","91002","8","","8","100","119"
"0","0","0","","80002","91002","8","","9","100","120"
"0","0","0","","80002","91002","8","","10","100","121"
"0","0","0","","80002","91002","8","","11","100","122"
"0","0","0","","80002","91002","8","","12","100","123"
"0","0","0","","80002","91002","8","","13","100","124"
"0","0","0","","80002","91002","8","","14","100","125"
"0","0","0","","80002","91002","8","","15","100","126"
"0","0","0","","40006","91002","8","","1","150","127"
"0","0","0","","40006","91002","8","","2","150","128"
"0","0","0","","40006","91002","8","","3","150","129"
"0","0","0","","40006","91002","8","","4","150","130"
"0","0","0","","40006","91002","8","","5","150","131"
"0","0","0","","40006","91002","8","","6","150","132"
"0","0","0","","40006","91002","8","","7","150","133"
"0","0","0","","40006","91002","8","","8","150","134"
"0","0","0","","40006","91002","8","","9","150","135"
"0","0","0","","40006","91002","8","","10","150","136"
"0","0","0","","40007","91002","8","","1","150","137"
"0","0","0","","40007","91002","8","","2","150","138"
"0","0","0","","40007","91002","8","","3","150","139"
"0","0","0","","40007","91002","8","","4","150","140"
"0","0","0","","40007","91002","8","","5","150","141"
"0","0","0","","40007","91002","8","","6","150","142"
"0","0","0","","40007","91002","8","","7","150","143"
"0","0","0","","40007","91002","8","","8","150","144"
"0","0","0","","40007","91002","8","","9","150","145"
"0","0","0","","40007","91002","8","","10","150","146"
"0","0","0","","40008","91002","8","","1","150","147"
"0","0","0","","40008","91002","8","","2","150","148"
"0","0","0","","40008","91002","8","","3","150","149"
"0","0","0","","40008","91002","8","","4","150","150"
"0","0","0","","40008","91002","8","","5","150","151"
"0","0","0","","40008","91002","8","","6","150","152"
"0","0","0","","40008","91002","8","","7","150","153"
"0","0","0","","40008","91002","8","","8","150","154"
"0","0","0","","40008","91002","8","","9","150","155"
"0","0","0","","40008","91002","8","","10","150","156"
"1","0","500371","","80003","91002","8","","1","100","157"
"1","0","500371","","80003","91002","8","","2","100","158"
"1","0","500033","","80003","91002","8","","3","100","159"
"1","0","500371","","80003","91002","8","","4","100","160"
"1","0","500033","","80003","91002","8","","5","100","161"
"1","0","500371","","80003","91002","8","","6","100","162"
"1","0","500367","","80003","91002","8","","7","100","163"
"1","0","500367","","80003","91002","8","","8","100","164"
"1","0","500367","","80003","91002","8","","9","100","165"
"1","0","500033","","80003","91002","8","","10","100","166"
"1","0","500033","","80003","91002","8","","11","100","167"
"1","0","500033","","80003","91002","8","","12","100","168"
"1","0","509020","","80003","91002","8","","13","100","169"
"1","0","500371","","80003","91002","8","","14","100","170"
"1","0","500033","","80003","91002","8","","15","100","171"
"0","0","0","","70004","91002","8","","1","500","183"
"0","0","0","","70004","91002","8","","2","500","184"
"0","0","0","","70005","91002","8","","1","300","185"
"0","0","0","","70005","91002","8","","2","300","186"
"0","0","0","","70005","91002","8","","3","300","187"
"0","0","530101","","80004","91002","8","","1","100","188"
"0","0","530102","","80004","91002","8","","2","100","189"
"0","0","530103","","80004","91002","8","","3","100","190"
"0","0","530104","","80004","91002","8","","4","100","191"
"0","0","530105","","80004","91002","8","","5","100","192"
"0","0","530106","","80004","91002","8","","6","100","193"
"0","0","530107","","80004","91002","8","","7","100","194"
"0","0","530108","","80004","91002","8","","8","100","195"
"0","0","530109","","80004","91002","8","","9","100","196"
"0","0","530110","","80004","91002","8","","10","100","197"
"0","0","530111","","80004","91002","8","","11","100","198"
"0","0","530112","","80004","91002","8","","12","100","199"
"0","0","530113","","80004","91002","8","","13","100","200"
"0","0","530114","","80004","91002","8","","14","100","201"
"0","0","530115","","80004","91002","8","","15","100","202"
"0","0","530116","","80004","91002","8","","16","100","203"
"0","0","530117","","80004","91002","8","","17","100","204"
"0","0","530117","","80004","2805","7","","17","1","205"
"0","0","0","","40009","91002","8","","1","150","206"
"0","0","0","","40009","91002","8","","2","150","207"
"0","0","0","","40009","91002","8","","3","150","208"
"0","0","0","","40009","91002","8","","4","150","209"
"0","0","0","","40009","91002","8","","5","150","210"
"0","0","0","","40009","91002","8","","6","150","211"
"0","0","0","","40009","91002","8","","7","150","212"
"0","0","0","","40009","91002","8","","8","150","213"
"0","0","0","","40009","91002","8","","9","150","214"
"0","0","0","","40009","91002","8","","10","150","215"
"0","0","500367","","80005","91002","8","","1","100","216"
"0","0","500367","","80005","91002","8","","2","100","217"
"0","0","500367","","80005","91002","8","","3","100","218"
"0","0","500367","","80005","91002","8","","4","100","219"
"0","0","500367","","80005","91002","8","","5","100","220"
"0","0","500367","","80005","91002","8","","6","100","221"
"0","0","500367","","80005","91002","8","","7","100","222"
"0","0","500367","","80005","91002","8","","8","100","223"
"0","0","500367","","80005","91002","8","","9","100","224"
"0","0","500367","","80005","91002","8","","10","100","225"
"0","0","500367","","80005","91002","8","","11","100","226"
"0","0","500367","","80005","91002","8","","12","100","227"
"0","0","500367","","80005","91002","8","","13","100","228"
"0","0","500367","","80005","91002","8","","14","100","229"
"0","0","500367","","80005","91002","8","","15","100","230"
"0","0","0","","70006","91002","8","","1","500","231"
"0","0","0","","70006","91002","8","","2","500","232"
"0","0","0","","70007","91002","8","","1","300","233"
"0","0","0","","70007","91002","8","","2","300","234"
"0","0","0","","70007","91002","8","","3","300","235"
"0","0","0","","40010","91002","8","","1","150","236"
"0","0","0","","40010","91002","8","","2","150","237"
"0","0","0","","40010","91002","8","","3","150","238"
"0","0","0","","40010","91002","8","","4","150","239"
"0","0","0","","40010","91002","8","","5","150","240"
"0","0","0","","40010","91002","8","","6","150","241"
"0","0","0","","40010","91002","8","","7","150","242"
"0","0","0","","40010","91002","8","","8","150","243"
"0","0","0","","40010","91002","8","","9","150","244"
"0","0","0","","40010","91002","8","","10","150","245"
"0","0","530121","","80006","91002","8","","1","100","246"
"0","0","530122","","80006","91002","8","","2","100","247"
"0","0","530123","","80006","91002","8","","3","100","248"
"0","0","530124","","80006","91002","8","","4","100","249"
"0","0","530125","","80006","91002","8","","5","100","250"
"0","0","530126","","80006","91002","8","","6","100","251"
"0","0","530127","","80006","91002","8","","7","100","252"
"0","0","530128","","80006","91002","8","","8","100","253"
"0","0","530129","","80006","91002","8","","9","100","254"
"0","0","530130","","80006","91002","8","","10","100","255"
"0","0","530131","","80006","91002","8","","11","100","256"
"0","0","530132","","80006","91002","8","","12","100","257"
"0","0","530133","","80006","91002","8","","13","100","258"
"0","0","530134","","80006","91002","8","","14","100","259"
"0","0","530135","","80006","91002","8","","15","100","260"
"0","0","530136","","80006","91002","8","","16","100","261"
"0","0","530137","","80006","91002","8","","17","100","262"
"0","0","530137","","80006","2816","7","","17","1","263"
"0","0","530123","","80007","91002","8","","1","100","264"
"0","0","530124","","80007","91002","8","","2","100","265"
"0","0","530125","","80007","91002","8","","3","100","266"
"0","0","530126","","80007","91002","8","","4","100","267"
"0","0","530127","","80007","91002","8","","5","100","268"
"0","0","530128","","80007","91002","8","","6","100","269"
"0","0","530129","","80007","91002","8","","7","100","270"
"0","0","530130","","80007","91002","8","","8","100","271"
"0","0","530131","","80007","91002","8","","9","100","272"
"0","0","530132","","80007","91002","8","","10","100","273"
"0","0","530133","","80007","91002","8","","11","100","274"
"0","0","530134","","80007","91002","8","","12","100","275"
"0","0","530135","","80007","91002","8","","13","100","276"
"0","0","530136","","80007","91002","8","","14","100","277"
"0","0","530137","","80007","91002","8","","15","100","278"
"0","0","530137","","80007","9000215","16","","15","1","279"
"0","0","530137","","80007","9000216","16","","15","1","280"
"0","0","0","","70008","91002","8","","1","500","281"
"0","0","0","","70008","91002","8","","2","500","282"
"0","0","0","","70009","91002","8","","1","1000","283"
"0","0","530141","","80008","91002","8","","1","100","284"
"0","0","530142","","80008","91002","8","","2","100","285"
"0","0","530143","","80008","91002","8","","3","100","286"
"0","0","530144","","80008","91002","8","","4","100","287"
"0","0","530145","","80008","91002","8","","5","100","288"
"0","0","530146","","80008","91002","8","","6","100","289"
"0","0","530147","","80008","91002","8","","7","100","290"
"0","0","530148","","80008","91002","8","","8","100","291"
"0","0","530149","","80008","91002","8","","9","100","292"
"0","0","530150","","80008","91002","8","","10","100","293"
"0","0","530151","","80008","91002","8","","11","100","294"
"0","0","530152","","80008","91002","8","","12","100","295"
"0","0","530153","","80008","91002","8","","13","100","296"
"0","0","530154","","80008","91002","8","","14","100","297"
"0","0","530155","","80008","91002","8","","15","100","298"
"0","0","530156","","80008","91002","8","","16","100","299"
"0","0","530156","","80008","2830","7","","16","1","300"
"0","0","0","","20001","91002","8","","1","100","301"
"0","0","0","","20001","23001","2","","1","20","302"
"0","0","0","","20001","91002","8","","2","100","303"
"0","0","0","","20001","23001","2","","2","20","304"
"0","0","0","","20001","24016","2","","3","1","305"
"0","0","0","","20001","23001","2","","3","20","306"
"0","0","0","","20001","91002","8","","4","100","307"
"0","0","0","","20001","23001","2","","4","20","308"
"0","0","0","","20001","91002","8","","5","300","309"
"0","0","0","","20001","23001","2","","5","20","310"
"0","0","0","","20001","91002","8","","6","100","311"
"0","0","0","","20001","23001","2","","6","20","312"
"0","0","0","","20001","91002","8","","7","100","313"
"0","0","0","","20001","23001","2","","7","20","314"
"0","0","0","","20001","91002","8","","8","200","315"
"0","0","0","","20001","23001","2","","8","20","316"
"0","0","0","","20001","91002","8","","9","300","317"
"0","0","0","","20001","23001","2","","9","20","318"
"0","0","0","","20001","24016","2","","10","1","319"
"0","0","0","","20001","23001","2","","10","20","320"
"1","125801","0","リリ","40011","24001","2","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","1","1","321"
"1","126001","0","クリア","40011","24001","2","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","2","1","322"
"1","126101","0","プレシア","40011","24001","2","んーと。\nこれ、あげる。\nはい","3","1","323"
"2","125801","0","リリ","40011","24001","2","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","4","1","324"
"2","126001","0","クリア","40011","24001","2","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","5","1","325"
"2","126101","0","プレシア","40011","24001","2","お兄。\nきてくれて、うれしい","6","1","326"
"0","0","532001","","80009","91002","8","","1","100","327"
"0","0","532002","","80009","91002","8","","2","100","328"
"0","0","532003","","80009","91002","8","","3","100","329"
"0","0","532004","","80009","91002","8","","4","100","330"
"0","0","532005","","80009","91002","8","","5","100","331"
"0","0","532006","","80009","91002","8","","6","100","332"
"0","0","532007","","80009","91002","8","","7","100","333"
"0","0","532008","","80009","91002","8","","8","100","334"
"0","0","532009","","80009","91002","8","","9","100","335"
"0","0","532010","","80009","91002","8","","10","100","336"
"0","0","532011","","80009","91002","8","","11","100","337"
"0","0","532012","","80009","91002","8","","12","100","338"
"0","0","532013","","80009","91002","8","","13","100","339"
"0","0","532014","","80009","91002","8","","14","100","340"
"0","0","532015","","80009","91002","8","","15","100","341"
"0","0","0","","40012","24001","2","","1","1","342"
"0","0","0","","40012","24001","2","","2","1","343"
"0","0","0","","40012","4201402","18","","3","1","344"
"0","0","0","","40012","24001","2","","4","1","345"
"0","0","0","","40012","24001","2","","5","1","346"
"0","0","0","","40012","4203402","18","","6","1","347"
"0","0","0","","40012","24001","2","","7","1","348"
"0","0","0","","40012","9000229","16","","8","1","349"
"0","0","0","","70010","91002","8","","1","500","350"
"0","0","0","","70012","41000","2","","1","1","351"
"0","0","0","","70011","91002","8","","1","1000","352"
"0","0","530157","","80010","91002","8","","1","100","353"
"0","0","530158","","80010","91002","8","","2","100","354"
"0","0","530159","","80010","91002","8","","3","100","355"
"0","0","530160","","80010","91002","8","","4","100","356"
"0","0","530161","","80010","91002","8","","5","100","357"
"0","0","530162","","80010","91002","8","","6","100","358"
"0","0","530163","","80010","91002","8","","7","100","359"
"0","0","530164","","80010","91002","8","","8","100","360"
"0","0","530165","","80010","91002","8","","9","100","361"
"0","0","530166","","80010","91002","8","","10","100","362"
"0","0","530167","","80010","91002","8","","11","100","363"
"0","0","530168","","80010","91002","8","","12","100","364"
"0","0","530173","","80010","2844","7","","12","1","365"
"0","0","530169","","80010","91002","8","","13","100","366"
"0","0","530173","","80010","2846","7","","13","1","367"
"0","0","530170","","80010","91002","8","","14","100","368"
"0","0","530173","","80010","2845","7","","14","1","369"
"0","0","530171","","80010","91002","8","","15","100","370"
"0","0","530173","","80010","2843","7","","15","5","371"
"0","0","530172","","80010","91002","8","","16","100","372"
"0","0","530173","","80010","2842","7","","16","1","373"
"0","0","0","","40013","9000236","16","","1","1","374"
"0","0","0","","40013","9000237","16","","1","1","375"
"0","0","0","","40013","9000238","16","","1","1","376"
"0","0","0","","40013","9000239","16","","1","1","377"
"0","0","532001","","80011","91002","8","","1","100","378"
"0","0","532002","","80011","91002","8","","2","100","379"
"0","0","532003","","80011","91002","8","","3","100","380"
"0","0","532004","","80011","91002","8","","4","100","381"
"0","0","532005","","80011","91002","8","","5","100","382"
"0","0","532006","","80011","91002","8","","6","100","383"
"0","0","532007","","80011","91002","8","","7","100","384"
"0","0","532008","","80011","91002","8","","8","100","385"
"0","0","532009","","80011","91002","8","","9","100","386"
"0","0","532010","","80011","91002","8","","10","100","387"
"0","0","532011","","80011","91002","8","","11","100","388"
"0","0","532012","","80011","91002","8","","12","100","389"
"0","0","532013","","80011","91002","8","","13","100","390"
"0","0","532014","","80011","91002","8","","14","100","391"
"0","0","532015","","80011","91002","8","","15","100","392"
"0","0","0","","40014","4305403","18","","1","1","393"
"0","0","0","","40014","9000242","16","","2","1","394"
"0","0","0","","40015","91002","8","","1","500","395"
"0","0","0","","40015","90008","2","","2","3000","396"
"0","0","0","","40015","91002","8","","3","500","397"
"0","0","0","","40015","90008","2","","4","3000","398"
"0","0","0","","40015","91002","8","","5","1000","399"
