9dde1bf3d9672aa0fa44d68138d03114b9c5c485debaacd13551c2efc394cd04,57eef3760b581263c111de627f382b44f91ac0abcf4b7b5d9e32449db379fee1,b8d8040519a01a17c1ebacdc90b56d20b83b2acfff23f7b263542f809799629e,cd8567424fa2c463f96dfacf1db180c83720649c6780383d43929741670d02db,008eef3edd02461cd6f14faa60169bab716d0be6672e5d171abbe40559c21278,fb5268e5fe01653615391f05c7bf422a8fd1a71269fe64b6dae4ba4e4ae3bd3f
"1","10011003","113131","2","4","60000059"
"1","10011003","113162","2","4","60000060"
"1","10011003","113191","2","4","60000061"
"1","10011003","113221","2","4","60000062"
"1","10011003","113222","2","4","60000063"
"1","10011003","113252","2","4","60000064"
"1","10011003","113283","3","4","60000065"
"1","10011003","113342","3","4","60000066"
"1","10011003","113372","3","4","60000067"
"1","10011003","113401","3","4","60000068"
"1","10011003","113431","3","4","60000069"
"1","10011003","113521","3","4","60000070"
"1","10011003","113522","3","4","60000071"
"1","10011003","113551","3","4","60000072"
"1","10011003","113552","3","4","60000073"
"1","10011003","113553","3","4","60000074"
"1","10011003","113581","3","4","60000075"
"1","10011003","113611","3","4","60000076"
"1","10011003","113614","3","4","60000077"
"1","10011003","123041","2","4","60000078"
"1","10011003","123042","2","4","60000079"
"1","10011003","123072","2","4","60000080"
"1","10011003","123132","2","4","60000081"
"1","10011003","123161","2","4","60000082"
"1","10011003","123192","2","4","60000083"
"1","10011003","123193","2","4","60000084"
"1","10011003","123251","2","4","60000085"
"1","10011003","123281","3","4","60000086"
"1","10011003","123282","3","4","60000087"
"1","10011003","123311","3","4","60000088"
"1","10011003","123341","3","4","60000089"
"1","10011003","123343","3","4","60000090"
"1","10011003","123371","3","4","60000091"
"1","10011003","123432","3","4","60000092"
"1","10011003","123461","3","4","60000093"
"1","10011003","123491","3","4","60000094"
"1","10011003","123582","3","4","60000095"
"1","10011003","123583","3","4","60000096"
"1","10011003","123612","3","4","60000097"
"1","10011004","114011","2","4","60000098"
"1","10011004","114012","2","4","60000099"
"1","10011004","114041","2","4","60000100"
"1","10011004","114072","2","4","60000101"
"1","10011004","114102","2","4","60000102"
"1","10011004","114132","2","4","60000103"
"1","10011004","114162","2","4","60000104"
"1","10011004","114191","2","4","60000105"
"1","10011004","114221","2","4","60000106"
"1","10011004","114222","2","4","60000107"
"1","10011004","114252","2","4","60000108"
"1","10011004","114281","3","4","60000109"
"1","10011004","114282","3","4","60000110"
"1","10011004","114312","3","4","60000111"
"1","10011004","114341","3","4","60000112"
"1","10011004","114371","3","4","60000113"
"1","10011004","114372","3","4","60000114"
"1","10011004","114432","3","4","60000115"
"1","10011004","114461","3","4","60000116"
"1","10011004","114522","3","4","60000117"
"1","10011004","114551","3","4","60000118"
"1","10011004","114581","3","4","60000119"
"1","10011004","114611","2","4","60000120"
"1","10011004","124042","2","4","60000121"
"1","10011004","124071","2","4","60000122"
"1","10011004","124101","2","4","60000123"
"1","10011004","124131","2","4","60000124"
"1","10011004","124161","2","4","60000125"
"1","10011004","124192","2","4","60000126"
"1","10011004","124251","2","4","60000127"
"1","10011004","124311","3","4","60000128"
"1","10011004","124342","3","4","60000129"
"1","10011004","124401","3","4","60000130"
"1","10011004","124431","3","4","60000131"
"1","10011004","124491","3","4","60000132"
"1","10011004","124521","3","4","60000133"
"1","10012098","31012","100","2","60000134"
"1","10012099","31038","100","2","60000135"
"1","62001045","60001","100","2","62001045"
"3","62001046","60002","100","2","62001046"
