6230ca6c69a2d8fe8fef9f8c0fac1368461c7f98f60d2fe812ce555f0781aed8,ad094c0a7921f62b0525e1c47bfa45d7cf5ccee883048fcff4702d9e1230b7a0,c3f2b69820ddada2cd3eb3f4f232f44428bed0d704560879eac34e5a3ebc4a0b,527aa59dc19933ccf15147444bd51408ba50f931687b7ec86fd2fda535863d4f,cbcec17234481394fdb423f8fe5f6098c399776a70cb330e74d79ec97645e4ea,83d10f41b1b129fba85916fec08eebe8e99a69afe9bb9804fb1473e5b2cc1083,f4f4c334166ca0bbc516cb8c23fc4497bf13ba0a4c1cbd69f6d1de03d7f7e816,155973097b6ceae86d43996d1fa8276e7146d603b421db512a6ccf83f0852f1f,2e8c854c5ecb93bf70a1283c96328aae1cb18a61624430ef1d0c41025bce20f2,2479cec35916c6e93786991ee59a475e88b2e563e0e6e60b01ee552548b778e2,a073b1bbb147ed0e468556298ea78a781e58d4fe8393f8997a34cb7895fb748e,c394da666338537d1608750ed652712146d54d658f0092e7c1ad28bff8c2de8b,486666cb0ba52f1cbb1d54b1b2178316f73cc73e12c40d05b5a8aee0cb58badd,162cf588ecd92494921909e98de1d935d52382ace08bc93dcf1cb0b032653013,39e6189d08086690b55e6217301b9e919a37620e8c5dab2bf77a9b0096309333,435f000bef0a41c197f635c145f96bcc3b782876df795e90e8016add23b4bf29,df3c19182150b440ae96ca781aaf31d7ba8a8f9c21829145da41ce5b3c3d0348,6937ea9309d2a1e705c7d87f63e54050e566cd2683f6315fcdb9b5b943c474e2,23f288421f6f36699c4015e82111d0e29948187a48c0cb47f4ad76324e59abfb,1d0d8bb27db026f1b5dcbf303b1701924f9297c856677b794af11f39ab488fb7
"3","46","0","0","0","0","2","0","0","3100103","0","0","2","1002202","2","15","4","90006","20003","0"
"10","47","0","0","0","0","2","0","0","3100102","0","0","4","1002202","2","10","3","90006","20003","0"
"30","48","0","0","0","0","2","0","0","3100101","0","0","11","1002202","2","5","1","90006","20003","0"
"1","49","0","0","0","0","2","0","0","3100104","0","0","1","1002203","2","20","5","90006","20003","0"
"3","50","0","0","0","0","2","0","0","3100103","0","0","2","1002203","2","15","4","90006","20003","0"
"10","51","0","0","0","0","2","0","0","3100102","0","0","4","1002203","2","10","3","90006","20003","0"
"30","52","0","0","0","0","2","0","0","3100101","0","0","11","1002203","2","5","1","90006","20003","0"
"1","53","0","0","0","0","2","0","0","3100104","0","0","1","1002204","2","20","5","90006","20003","0"
"3","54","0","0","0","0","2","0","0","3100103","0","0","2","1002204","2","15","4","90006","20003","0"
"10","55","0","0","0","0","2","0","0","3100102","0","0","4","1002204","2","10","3","90006","20003","0"
"30","56","0","0","0","0","2","0","0","3100101","0","0","11","1002204","2","5","1","90006","20003","0"
"1","57","0","0","0","0","2","0","0","3100104","0","0","1","1002205","2","40","10","90006","20003","0"
"3","58","0","0","0","0","2","0","0","3100103","0","0","2","1002205","2","30","8","90006","20003","0"
"10","59","0","0","0","0","2","0","0","3100102","0","0","4","1002205","2","20","6","90006","20003","0"
"30","60","0","0","0","0","2","0","0","3100101","0","0","11","1002205","2","10","2","90006","20003","0"
"1","61","0","0","0","0","2","0","0","3100104","0","0","1","1002206","2","10","4","90006","20003","0"
"3","62","0","0","0","0","2","0","0","3100103","0","0","2","1002206","2","8","3","90006","20003","0"
"10","63","0","0","0","0","2","0","0","3100102","0","0","4","1002206","2","6","2","90006","20003","0"
"30","64","0","0","0","0","2","0","0","3100101","0","0","11","1002206","2","4","1","90006","20003","0"
"1","65","0","0","0","0","2","0","0","3100104","0","0","1","1002207","2","10","4","90006","20003","0"
"3","66","0","0","0","0","2","0","0","3100103","0","0","2","1002207","2","8","3","90006","20003","0"
"10","67","0","0","0","0","2","0","0","3100102","0","0","4","1002207","2","6","2","90006","20003","0"
"30","68","0","0","0","0","2","0","0","3100101","0","0","11","1002207","2","4","1","90006","20003","0"
"1","69","0","0","0","0","2","0","0","3100104","0","0","1","1002208","2","10","4","90006","20003","0"
"3","70","0","0","0","0","2","0","0","3100103","0","0","2","1002208","2","8","3","90006","20003","0"
"10","71","0","0","0","0","2","0","0","3100102","0","0","4","1002208","2","6","2","90006","20003","0"
"30","72","0","0","0","0","2","0","0","3100101","0","0","11","1002208","2","4","1","90006","20003","0"
"1","73","0","0","0","0","2","0","0","3100104","0","0","1","1002209","2","10","4","90006","20003","0"
"3","74","0","0","0","0","2","0","0","3100103","0","0","2","1002209","2","8","3","90006","20003","0"
"10","75","0","0","0","0","2","0","0","3100102","0","0","4","1002209","2","6","2","90006","20003","0"
"30","76","0","0","0","0","2","0","0","3100101","0","0","11","1002209","2","4","1","90006","20003","0"
"1","77","0","0","0","0","2","0","0","3100104","0","0","1","1002210","2","10","4","90006","20003","0"
"3","78","0","0","0","0","2","0","0","3100103","0","0","2","1002210","2","8","3","90006","20003","0"
"10","79","0","0","0","0","2","0","0","3100102","0","0","4","1002210","2","6","2","90006","20003","0"
"30","80","0","0","0","0","2","0","0","3100101","0","0","11","1002210","2","4","1","90006","20003","0"
"1","81","0","0","0","0","2","0","0","3100104","0","0","1","1003201","2","20","5","90006","20003","0"
"3","82","0","0","0","0","2","0","0","3100103","0","0","2","1003201","2","15","4","90006","20003","0"
"10","83","0","0","0","0","2","0","0","3100102","0","0","4","1003201","2","10","3","90006","20003","0"
"30","84","0","0","0","0","2","0","0","3100101","0","0","11","1003201","2","5","1","90006","20003","0"
"1","85","0","0","0","0","2","0","0","3100104","0","0","1","1003202","2","20","5","90006","20003","0"
"3","86","0","0","0","0","2","0","0","3100103","0","0","2","1003202","2","15","4","90006","20003","0"
"10","87","0","0","0","0","2","0","0","3100102","0","0","4","1003202","2","10","3","90006","20003","0"
"30","88","0","0","0","0","2","0","0","3100101","0","0","11","1003202","2","5","1","90006","20003","0"
"1","89","0","0","0","0","2","0","0","3100104","0","0","1","1003203","2","20","5","90006","20003","0"
"3","90","0","0","0","0","2","0","0","3100103","0","0","2","1003203","2","15","4","90006","20003","0"
"10","91","0","0","0","0","2","0","0","3100102","0","0","4","1003203","2","10","3","90006","20003","0"
"30","92","0","0","0","0","2","0","0","3100101","0","0","11","1003203","2","5","1","90006","20003","0"
"1","93","0","0","0","0","2","0","0","3100104","0","0","1","1003204","2","20","5","90006","20003","0"
"3","94","0","0","0","0","2","0","0","3100103","0","0","2","1003204","2","15","4","90006","20003","0"
"10","95","0","0","0","0","2","0","0","3100102","0","0","4","1003204","2","10","3","90006","20003","0"
"30","96","0","0","0","0","2","0","0","3100101","0","0","11","1003204","2","5","1","90006","20003","0"
"1","97","0","0","0","0","2","0","0","3100104","0","0","1","1003205","2","40","10","90006","20003","0"
"3","98","0","0","0","0","2","0","0","3100103","0","0","2","1003205","2","30","8","90006","20003","0"
"10","99","0","0","0","0","2","0","0","3100102","0","0","4","1003205","2","20","6","90006","20003","0"
"30","100","0","0","0","0","2","0","0","3100101","0","0","11","1003205","2","10","2","90006","20003","0"
"1","101","0","0","0","0","2","0","0","3100104","0","0","1","1003206","2","10","4","90006","20003","0"
"3","102","0","0","0","0","2","0","0","3100103","0","0","2","1003206","2","8","3","90006","20003","0"
"10","103","0","0","0","0","2","0","0","3100102","0","0","4","1003206","2","6","2","90006","20003","0"
"30","104","0","0","0","0","2","0","0","3100101","0","0","11","1003206","2","4","1","90006","20003","0"
"1","105","0","0","0","0","2","0","0","3100104","0","0","1","1003207","2","10","4","90006","20003","0"
"3","106","0","0","0","0","2","0","0","3100103","0","0","2","1003207","2","8","3","90006","20003","0"
"10","107","0","0","0","0","2","0","0","3100102","0","0","4","1003207","2","6","2","90006","20003","0"
"30","108","0","0","0","0","2","0","0","3100101","0","0","11","1003207","2","4","1","90006","20003","0"
"1","109","0","0","0","0","2","0","0","3100104","0","0","1","1003208","2","10","4","90006","20003","0"
"3","110","0","0","0","0","2","0","0","3100103","0","0","2","1003208","2","8","3","90006","20003","0"
"10","111","0","0","0","0","2","0","0","3100102","0","0","4","1003208","2","6","2","90006","20003","0"
"30","112","0","0","0","0","2","0","0","3100101","0","0","11","1003208","2","4","1","90006","20003","0"
"1","113","0","0","0","0","2","0","0","3100104","0","0","1","1003209","2","10","4","90006","20003","0"
"3","114","0","0","0","0","2","0","0","3100103","0","0","2","1003209","2","8","3","90006","20003","0"
"10","115","0","0","0","0","2","0","0","3100102","0","0","4","1003209","2","6","2","90006","20003","0"
"30","116","0","0","0","0","2","0","0","3100101","0","0","11","1003209","2","4","1","90006","20003","0"
"1","117","0","0","0","0","2","0","0","3100104","0","0","1","1003210","2","10","4","90006","20003","0"
"3","118","0","0","0","0","2","0","0","3100103","0","0","2","1003210","2","8","3","90006","20003","0"
"10","119","0","0","0","0","2","0","0","3100102","0","0","4","1003210","2","6","2","90006","20003","0"
"30","120","0","0","0","0","2","0","0","3100101","0","0","11","1003210","2","4","1","90006","20003","0"
"1","121","0","0","0","0","2","0","0","3100104","0","0","1","1004201","2","20","5","90006","20003","0"
"3","122","0","0","0","0","2","0","0","3100103","0","0","2","1004201","2","15","4","90006","20003","0"
"10","123","0","0","0","0","2","0","0","3100102","0","0","4","1004201","2","10","3","90006","20003","0"
"30","124","0","0","0","0","2","0","0","3100101","0","0","11","1004201","2","5","1","90006","20003","0"
"1","125","0","0","0","0","2","0","0","3100104","0","0","1","1004202","2","20","5","90006","20003","0"
"3","126","0","0","0","0","2","0","0","3100103","0","0","2","1004202","2","15","4","90006","20003","0"
"10","127","0","0","0","0","2","0","0","3100102","0","0","4","1004202","2","10","3","90006","20003","0"
"30","128","0","0","0","0","2","0","0","3100101","0","0","11","1004202","2","5","1","90006","20003","0"
"1","129","0","0","0","0","2","0","0","3100104","0","0","1","1004203","2","20","5","90006","20003","0"
"3","130","0","0","0","0","2","0","0","3100103","0","0","2","1004203","2","15","4","90006","20003","0"
"10","131","0","0","0","0","2","0","0","3100102","0","0","4","1004203","2","10","3","90006","20003","0"
"30","132","0","0","0","0","2","0","0","3100101","0","0","11","1004203","2","5","1","90006","20003","0"
"1","133","0","0","0","0","2","0","0","3100104","0","0","1","1004204","2","20","5","90006","20003","0"
"3","134","0","0","0","0","2","0","0","3100103","0","0","2","1004204","2","15","4","90006","20003","0"
"10","135","0","0","0","0","2","0","0","3100102","0","0","4","1004204","2","10","3","90006","20003","0"
"30","136","0","0","0","0","2","0","0","3100101","0","0","11","1004204","2","5","1","90006","20003","0"
"1","137","0","0","0","0","2","0","0","3100104","0","0","1","1004205","2","40","10","90006","20003","0"
"3","138","0","0","0","0","2","0","0","3100103","0","0","2","1004205","2","30","8","90006","20003","0"
"10","139","0","0","0","0","2","0","0","3100102","0","0","4","1004205","2","20","6","90006","20003","0"
"30","140","0","0","0","0","2","0","0","3100101","0","0","11","1004205","2","10","2","90006","20003","0"
"1","141","0","0","0","0","2","0","0","3100104","0","0","1","1004206","2","10","4","90006","20003","0"
"3","142","0","0","0","0","2","0","0","3100103","0","0","2","1004206","2","8","3","90006","20003","0"
"10","143","0","0","0","0","2","0","0","3100102","0","0","4","1004206","2","6","2","90006","20003","0"
"30","144","0","0","0","0","2","0","0","3100101","0","0","11","1004206","2","4","1","90006","20003","0"
"1","145","0","0","0","0","2","0","0","3100104","0","0","1","1004207","2","10","4","90006","20003","0"
"3","146","0","0","0","0","2","0","0","3100103","0","0","2","1004207","2","8","3","90006","20003","0"
"10","147","0","0","0","0","2","0","0","3100102","0","0","4","1004207","2","6","2","90006","20003","0"
"30","148","0","0","0","0","2","0","0","3100101","0","0","11","1004207","2","4","1","90006","20003","0"
"1","149","0","0","0","0","2","0","0","3100104","0","0","1","1004208","2","10","4","90006","20003","0"
"3","150","0","0","0","0","2","0","0","3100103","0","0","2","1004208","2","8","3","90006","20003","0"
"10","151","0","0","0","0","2","0","0","3100102","0","0","4","1004208","2","6","2","90006","20003","0"
"30","152","0","0","0","0","2","0","0","3100101","0","0","11","1004208","2","4","1","90006","20003","0"
"1","153","0","0","0","0","2","0","0","3100104","0","0","1","1004209","2","10","4","90006","20003","0"
"3","154","0","0","0","0","2","0","0","3100103","0","0","2","1004209","2","8","3","90006","20003","0"
"10","155","0","0","0","0","2","0","0","3100102","0","0","4","1004209","2","6","2","90006","20003","0"
"30","156","0","0","0","0","2","0","0","3100101","0","0","11","1004209","2","4","1","90006","20003","0"
"1","157","0","0","0","0","2","0","0","3100104","0","0","1","1004210","2","10","4","90006","20003","0"
"3","158","0","0","0","0","2","0","0","3100103","0","0","2","1004210","2","8","3","90006","20003","0"
"10","159","0","0","0","0","2","0","0","3100102","0","0","4","1004210","2","6","2","90006","20003","0"
"30","160","0","0","0","0","2","0","0","3100101","0","0","11","1004210","2","4","1","90006","20003","0"
