2b2407a34c18b3c812ba36e40fb11b0dad7fbffc137c22384b2d678f61d629e5,6948f437a408f213d9e619439182ea2f5d98dbe81eb957e473c961ff308bf994,96edf795de48ac32708cecef8e4fd846be20107989010a20e8e66d690ca700f8,c7e1d763957bf50c80cd161176eb85456a08433b08e2f8fae0152885fd98c0b4,4bf64e133fd2d4a27597558f06fe844d934d75db0664032db0eb6121c7072451,9c9c124c87b8f0f537b378256ed2c1bcd20960cbd7522f18465497958d6ddf9a,47eda786f7631a1ce9c764c92d35666d3c5f2d1f2d88aa900b148f223fc7d0f1
"81006602","0.7","0.7","1006602","0","313100","-25"
"81004001","1","1","1006701","0","310800","0"
"81004002","1","1","1006702","0","310800","0"
"81006801","1.25","1.25","1006801","0","313300","-26"
"81006802","1.25","1.25","1006802","0","313300","-26"
"81004201","1","1","1006901","0","311100","0"
"81004202","1","1","1006902","0","311100","0"
"81007001","1.25","1.25","1007001","0","314001","-30"
"81007002","1.25","1.25","1007002","0","314002","-30"
"81004401","1","1","1007101","0","311300","0"
"81004402","1","1","1007102","0","311300","0"
"81007201","0.77","0.77","1007201","0","314100","-27"
"81007202","0.77","0.77","1007202","0","314100","-27"
"81004601","1","1","1007301","0","311400","0"
"81004602","1","1","1007302","0","311400","0"
"81007401","1.33","1.33","1007401","0","314200","-33"
"81007402","1.33","1.33","1007402","0","314200","-33"
"81002405","1","1","1007501","0","311500","0"
"81002406","1","1","1007502","0","311500","0"
"81007601","1.7","1.7","1007601","0","314300","-20"
"81007602","1.7","1.7","1007602","0","314300","-20"
"81005001","1.4","1.4","1007701","0","311600","-28"
"81005002","1.4","1.4","1007702","0","311600","-28"
"81007801","1.25","1.25","1007801","0","314400","-33"
"81007802","1.25","1.25","1007802","0","314400","-33"
"81000605","1","1","1007901","0","312100","0"
"81003301","1","1","1007902","0","312100","0"
"81003006","1","1","1008001","0","314500","-20"
"81008002","1","1","1008002","0","314500","-20"
"81003005","1","1","1008101","0","312200","0"
"81003006","1","1","1008102","0","312200","0"
"81003205","1.6","1.6","1008201","0","314600","-25"
"81003206","1.6","1.6","1008202","0","314600","-25"
"81005601","1","1","1008301","0","312300","0"
"81005602","1","1","1008302","0","312302","0"
"100111","1","1","1008401","0","314700","0"
"100431","1","1","1008402","0","314700","0"
"81008501","0.9","0.9","1008501","0","314800","0"
"81008504","0.9","0.9","1008502","0","314800","0"
"100021","1.75","1.75","1008601","0","312600","0"
"100531","1.75","1.75","1008602","0","312600","0"
"101821","1","1","1008701","0","312700","0"
"101841","1","1","1008702","0","312700","0"
"81008801","0.8","0.8","1008801","0","315100","-20"
"81008802","0.8","0.8","1008802","0","315100","-20"
"81006101","0.65","0.65","1008901","0","312800","-27"
"81006102","0.65","0.65","1008902","0","312800","-27"
"102994","0.85","0.85","1009001","0","315400","-25"
"102997","0.85","0.85","1009002","0","315400","-25"
"81006401","1","1","1009101","0","313200","-30"
"81006402","1","1","1009102","0","313200","-30"
"103021","0.95","0.95","1009201","0","316000","-20"
"103011","0.95","0.95","1009202","0","316000","-20"
"81006601","0.7","0.7","1009301","0","313100","-25"
"81006602","0.7","0.7","1009302","0","313100","-25"
"102091","1.5","1.5","1009401","0","316200","-20"
"102111","1.5","1.5","1009402","0","316200","-20"
"81006801","1.25","1.25","1009501","0","313300","-26"
"81006802","1.25","1.25","1009502","0","313300","-26"
"102591","0.77","0.77","1009601","0","316300","-27"
"102601","0.77","0.77","1009602","0","316300","-27"
"81007001","1.25","1.25","1009701","0","314001","-30"
"81007002","1.25","1.25","1009702","0","314002","-30"
"81000405","0.8","0.8","1009801","0","316400","-27"
"81000406","0.8","0.8","1009802","0","316400","-27"
"81007201","0.77","0.77","1009901","0","314100","-27"
"81007202","0.77","0.77","1009902","0","314100","-27"
"81010001","0.95","0.95","1010001","0","316500","-20"
"81010002","0.95","0.95","1010002","0","316500","-20"
"81007401","1.33","1.33","1010101","0","314200","-33"
"81007402","1.33","1.33","1010102","0","314200","-33"
"81010201","0.8","0.8","1010201","0","316700","-27"
"81010202","0.8","0.8","1010202","0","316700","-27"
"81007601","1.7","1.7","1010301","0","314300","-20"
"81007602","1.7","1.7","1010302","0","314300","-20"
"100091","1","1","1010401","0","318000","-20"
"100381","1","1","1010402","0","318000","-20"
"81007801","1.25","1.25","1010501","0","314400","-33"
"81007802","1.25","1.25","1010502","0","314400","-33"
"101361","1","1","1010601","0","318200","-27"
"102961","1","1","1010602","0","318200","-27"
"81003006","1","1","1010701","0","314500","-20"
"81008002","1","1","1010702","0","314500","-20"
"81001505","1.1","1.1","1010801","0","318100","-17"
"81010802","1.1","1.1","1010802","0","318100","-17"
"81003205","1.6","1.6","1010901","0","314600","-25"
"81003206","1.6","1.6","1010902","0","314600","-25"
"101581","0.7","0.7","1011001","0","318500","-25"
"103141","0.7","0.7","1011002","0","318500","-25"
"103151","0.92","0.92","1011101","0","318600","-28"
"103161","0.92","0.92","1011102","0","318600","-28"
"100111","1","1","1011201","0","314700","0"
"100431","1","1","1011202","0","314700","0"
"81008501","0.9","0.9","1011301","0","314800","0"
"81008504","0.9","0.9","1011302","0","314800","0"
"81011401","1.1","1.1","1011401","0","318300","-27"
"81011402","1.1","1.1","1011402","0","318300","-27"
"81008801","0.8","0.8","1011501","0","315100","-20"
"81008802","0.8","0.8","1011502","0","315100","-20"
"102091","1.18","1.18","1011601","0","318800","0"
"102111","1.18","1.18","1011602","0","318800","0"
"102994","0.85","0.85","1011701","0","315400","-25"
"102997","0.85","0.85","1011702","0","315400","-25"
"81011801","1.1","1.1","1011801","0","319100","-25"
"81011802","1.1","1.1","1011802","0","319100","-25"
"103021","0.95","0.95","1011901","0","316000","-20"
"103011","0.95","0.95","1011902","0","316000","-20"
"81012001","1.1","1.1","1012001","0","318900","-17"
"81012002","1.1","1.1","1012002","0","318900","-17"
"102091","1.5","1.5","1012101","0","316200","-20"
"102111","1.5","1.5","1012102","0","316200","-20"
"81012207","1.4","1.4","1012201","0","319000","0"
"81012208","1.4","1.4","1012202","0","319000","0"
"102591","0.77","0.77","1012301","0","316300","-27"
"102601","0.77","0.77","1012302","0","316300","-27"
"103051","0.77","0.77","1012401","0","319300","-55"
"102601","0.77","0.77","1012402","0","319300","-55"
"81000405","0.8","0.8","1012501","0","316400","-27"
"81000406","0.8","0.8","1012502","0","316400","-27"
"81012601","1.18","1.18","1012601","0","319500","-30"
"81012602","1.18","1.18","1012602","0","319500","-30"
"81010001","0.95","0.95","1012701","0","316500","-20"
"81010002","0.95","0.95","1012702","0","316500","-20"
"101111","1.5","1.5","1012801","0","320000","0"
"101131","1.5","1.5","1012802","0","320000","0"
"81010201","0.8","0.8","1012901","0","316700","-27"
"81010202","0.8","0.8","1012902","0","316700","-27"
"81011401","1","1","1013001","0","313702","0"
"81013002","1","1","1013002","0","313702","0"
"100091","1","1","1013101","0","318000","-20"
"100381","1","1","1013102","0","318000","-20"
"100941","0.7","0.7","1013201","0","320200","-50"
"100961","0.7","0.7","1013202","0","320200","-50"
"100961","0.7","0.7","1013203","0","320200","-50"
"101361","1","1","1013301","0","318200","-27"
"102961","1","1","1013302","0","318200","-27"
"102961","1","1","1013303","0","318200","-27"
"81013401","1","1","1013401","-20","320300","-50"
"81013402","1","1","1013402","-20","320300","-50"
"81013402","1","1","1013403","-20","320300","-50"
"81001505","1.1","1.1","1013501","0","318100","-17"
"81010802","1.1","1.1","1013502","0","318100","-17"
"81010802","1.1","1.1","1013503","0","318100","-17"
"81013601","1","1","1013601","0","320400","0"
"81013602","1","1","1013602","0","320400","0"
"81013602","1","1","1013603","0","320400","0"
"81013701","0.65","0.65","1013701","0","320500","10"
"81013702","0.65","0.65","1013702","0","320500","10"
"81013702","0.65","0.65","1013703","0","320500","10"
"101581","0.7","0.7","1013801","0","318500","-25"
"103141","0.7","0.7","1013802","0","318500","-25"
"103141","0.7","0.7","1013803","0","318500","-25"
"103151","0.9","0.9","1013901","0","318600","0"
"103161","0.9","0.9","1013902","0","318600","0"
"103161","0.9","0.9","1013903","0","318600","0"
"101951","1.2","1.2","1014001","0","320700","-20"
"101951","1.2","1.2","1014002","0","320700","-20"
"101951","1.2","1.2","1014003","0","320700","-20"
"81011401","1.1","1.1","1014101","0","318300","-27"
"81011402","1.1","1.1","1014102","0","318300","-27"
"81011402","1.1","1.1","1014103","0","318300","-27"
"100371","1","1","1014201","0","320900","-10"
"100381","1","1","1014202","0","320900","-10"
"100381","1","1","1014203","0","320900","-10"
"102091","1.18","1.18","1014301","0","318800","0"
"102111","1.18","1.18","1014302","0","318800","0"
"102111","1.18","1.18","1014303","0","318800","0"
"100021","0.75","0.75","1014401","0","321100","-10"
"100691","0.75","0.75","1014402","0","321100","-10"
"100691","0.75","0.75","1014403","0","321100","-10"
"81011801","1.1","1.1","1014501","0","319100","-25"
"81011802","1.1","1.1","1014502","0","319100","-25"
"81011802","1.1","1.1","1014503","0","319100","-25"
"81014601","0.85","0.85","1014601","0","321200","-25"
"81014602","0.85","0.85","1014602","0","321200","-25"
"81014602","0.85","0.85","1014603","0","321200","-25"
"81012001","1.1","1.1","1014701","0","318900","-17"
"81012002","1.1","1.1","1014702","0","318900","-17"
"81012002","1.1","1.1","1014703","0","318900","-17"
"81014801","1.1","1.1","1014801","0","321300","-30"
"81014802","1.1","1.1","1014802","0","321300","-30"
"81014802","1.1","1.1","1014803","0","321300","-30"
"81012207","1.4","1.4","1014901","0","319000","0"
"81012208","1.4","1.4","1014902","0","319000","0"
"81012208","1.4","1.4","1014903","0","319000","0"
"81015001","0.91","0.91","1015001","0","321400","-10"
"81015001","0.91","0.91","1015002","0","321400","-10"
"81015001","0.91","0.91","1015003","0","321400","-10"
"103051","0.77","0.77","1015101","0","319300","-55"
"102601","0.77","0.77","1015102","0","319300","-55"
"102601","0.77","0.77","1015103","0","319300","-55"
"81015201","0.61","0.61","1015201","-20","321700","0"
"81015202","0.61","0.61","1015202","-20","321700","0"
"81015202","0.61","0.61","1015203","-20","321700","0"
"81001705","1","1","1015301","0","307400","0"
"81001706","1","1","1015302","0","307400","0"
"81001706","1","1","1015303","0","307400","0"
"100051","1","1","1015401","0","321800","-10"
"100931","1","1","1015402","0","321800","-10"
"100931","1","1","1015403","0","321800","-10"
"103311","1.18","1.18","1015501","0","319500","-30"
"103321","1.18","1.18","1015502","0","319500","-30"
"103321","1.18","1.18","1015503","0","319500","-30"
"81015601","0.73","0.73","1015601","0","322100","13"
"81015602","0.73","0.73","1015602","0","322100","13"
"81015602","0.73","0.73","1015603","0","322100","13"
"101111","1.5","1.5","1015701","0","320000","0"
"101131","1.5","1.5","1015702","0","320000","0"
"101131","1.5","1.5","1015703","0","320000","0"
"81003006","1.5","1.5","1015801","0","322200","-10"
"81008002","1.5","1.5","1015802","0","322200","-10"
"81008002","1.5","1.5","1015803","0","322200","-10"
"81011401","1","1","1015901","0","313702","0"
"81013002","1","1","1015902","0","313702","0"
"81013002","1","1","1015903","0","313702","0"
"81001205","1.33","1.33","1016001","-20","322400","-55"
"81001206","1.33","1.33","1016002","-20","322400","-55"
"81001206","1.33","1.33","1016003","-20","322400","-55"
"100941","0.7","0.7","1016101","0","320200","-50"
"100961","0.7","0.7","1016102","0","320200","-50"
"100961","0.7","0.7","1016103","0","320200","-50"
"81013401","1","1","1016301","-20","320300","-50"
"81013402","1","1","1016302","-20","320300","-50"
"81013402","1","1","1016303","-20","320300","-50"
"81013601","1","1","1016401","0","320400","0"
"81013602","1","1","1016402","0","320400","0"
"81013602","1","1","1016403","0","320400","0"
"81013701","0.65","0.65","1016501","0","320500","10"
"81013702","0.65","0.65","1016502","0","320500","10"
"81013702","0.65","0.65","1016503","0","320500","10"
"101951","1.2","1.2","1016601","0","320700","-20"
"101951","1.2","1.2","1016602","0","320700","-20"
"101951","1.2","1.2","1016603","0","320700","-20"
"100371","1","1","1016701","0","320900","-10"
"100381","1","1","1016702","0","320900","-10"
"100381","1","1","1016703","0","320900","-10"
"100021","0.75","0.75","1016801","0","321100","-10"
"100691","0.75","0.75","1016802","0","321100","-10"
"100691","0.75","0.75","1016803","0","321100","-10"
"81014601","0.85","0.85","1016901","0","321200","-25"
"81014602","0.85","0.85","1016902","0","321200","-25"
"81014602","0.85","0.85","1016903","0","321200","-25"
"81014801","1.1","1.1","1017001","0","321300","-30"
"81014802","1.1","1.1","1017002","0","321300","-30"
"81014802","1.1","1.1","1017003","0","321300","-30"
