edd7b1d56e6175ffedf7241c9c73efb8b07b9fd8ffffa31a3d8fd8895ac7cba6,7012d8dc66ae7a63377945aeef4b5152447d8fbb1ebb2b93882af7b5c7cf8b60,d80d176298653d1056356f758cce47950724ecc0c31d70403184beb3cb1e2b3d,0586c3e59b3ffa6f1e243a5c3e52755e1830106576d92e573d6cfc2413d65788,4cd12e0d9ebd6ded3931276cb4e0219281309ed5091e486eee08f511b56f820a,a6a3d37e5f38b2a43f7186c4e95c97d38204580696f8a1d970814f2fbb718ea0,f427e37668774db4eccf61729e57f245ba46a45a5df26d540b32ca2dd8451701
"6","2","10","0","1","2","7"
"10","1","10","0","1","11","8"
"10","1","10","0","2","8","9"
"8","1","11","0","1","9","1"
"0","1","11","0","2","5","2"
"12","1","11","0","2","6","3"
"5","1","11","0","1","1","4"
"10","1","11","0","2","5","5"
"12","1","11","0","2","6","6"
"4","1","11","0","1","1","7"
"0","1","11","0","1","11","8"
"0","1","11","0","1","6","9"
"10","1","11","0","2","1","10"
"11","1","11","0","1","6","11"
"12","1","11","0","2","1","12"
"6","1","11","0","2","5","13"
"7","1","11","0","1","10","14"
"7","1","11","0","2","4","15"
"4","1","12","0","2","11","1"
"5","1","12","0","1","1","2"
"10","1","12","0","2","6","3"
"10","1","12","0","2","5","4"
"0","1","12","0","1","11","5"
"0","1","12","0","2","6","6"
"17","1","12","0","2","12","7"
"1","1","12","0","1","5","8"
"2","1","12","0","1","1","9"
"10","1","12","0","2","6","10"
"10","1","12","0","2","4","11"
"0","1","12","0","1","1","12"
"13","1","12","0","1","5","13"
"8","1","12","0","2","11","14"
"10","1","12","0","1","8","15"
"10","1","13","0","1","11","1"
"8","1","13","0","3","11","2"
"0","1","13","0","2","6","3"
"10","1","13","0","1","11","4"
"7","1","13","0","2","11","5"
"6","1","13","0","3","2","6"
"0","1","13","1500","3","1","7"
"5","3","13","0","1","11","8"
"10","1","13","0","3","5","9"
"4","1","13","0","2","1","10"
"4","1","13","0","1","1","11"
"6","1","13","0","3","6","12"
"6","1","13","0","1","4","13"
"10","3","13","0","1","9","14"
"10","1","13","0","3","8","15"
"6","1","13","0","1","4","16"
"0","1","13","0","3","1","17"
"8","1","13","0","2","8","18"
"0","1","14","0","1","11","1"
"13","2","14","0","1","2","2"
"10","1","14","0","3","11","3"
"10","1","14","0","1","1","4"
"10","2","14","0","1","4","5"
"0","1","14","0","2","11","6"
"0","1","14","0","2","1","7"
"10","1","14","0","1","1","8"
"12","1","14","0","3","12","9"
"12","1","14","0","3","12","10"
"0","1","14","0","3","5","11"
"12","1","14","0","1","5","12"
"6","2","14","0","1","10","13"
"10","1","14","0","1","11","14"
"6","3","14","0","1","10","15"
"10","1","14","0","1","11","16"
"6","3","14","0","1","2","17"
"6","2","14","0","1","10","18"
"4","1","14","0","1","11","19"
"10","1","14","0","2","8","20"
"4","3","14","0","1","8","21"
"10","1","15","0","2","12","1"
"12","1","15","0","1","12","2"
"12","1","15","0","3","11","3"
"6","1","15","0","1","11","4"
"12","1","15","0","2","12","5"
"0","1","15","0","2","5","6"
"12","1","15","0","1","11","7"
"0","1","15","0","1","1","8"
"0","1","15","0","1","5","9"
"12","2","15","0","1","12","10"
"0","1","15","0","3","11","11"
"11","1","15","0","3","12","12"
"9","1","15","0","2","1","13"
"12","1","15","0","1","1","14"
"0","1","15","0","1","12","15"
"9","1","15","0","1","12","16"
"4","1","15","0","2","11","17"
"4","3","15","0","1","11","18"
"12","1","15","0","2","5","19"
"0","1","15","0","2","12","20"
"7","1","15","0","2","12","21"
"12","3","15","0","1","12","22"
"7","3","15","0","1","1","23"
"0","1","15","0","3","4","24"
"10","3","15","0","1","4","25"
"0","1","15","0","2","8","26"
"0","1","15","0","1","11","27"
"0","1","15","0","2","11","28"
"0","1","16","0","1","6","1"
"10","1","16","0","2","11","2"
"0","1","16","0","3","12","3"
"0","1","16","0","2","4","4"
"12","1","16","0","1","6","5"
"0","1","16","0","1","6","6"
"4","1","16","0","2","4","7"
"4","1","16","0","3","5","8"
"0","1","16","0","3","1","9"
"17","1","16","0","1","12","10"
"0","1","16","0","2","11","11"
"10","1","16","0","3","1","12"
"11","1","16","0","2","11","13"
"0","1","16","0","3","11","14"
"12","1","16","0","1","12","15"
"10","1","16","0","1","11","16"
"10","1","16","0","1","11","17"
"6","1","16","0","1","6","18"
"6","1","16","0","2","11","19"
"8","1","16","0","3","1","20"
"8","1","16","0","3","5","21"
"9","1","16","0","1","4","22"
"10","1","16","0","1","11","23"
"4","1","17","0","1","11","1"
"10","3","17","0","1","4","2"
"4","1","17","0","1","11","3"
"0","1","17","0","1","1","4"
"10","2","17","0","1","1","5"
"4","1","17","0","2","11","6"
"10","2","17","0","1","1","7"
"4","1","17","0","2","11","8"
"0","1","17","0","3","1","9"
"10","2","17","0","1","8","10"
"12","1","17","0","1","12","11"
"4","1","17","0","3","11","12"
"4","3","17","0","1","1","13"
"10","1","17","0","1","11","14"
"0","2","17","0","1","1","15"
"4","2","17","0","1","11","16"
"7","2","17","0","1","8","17"
"0","1","17","0","1","11","18"
"6","3","17","0","1","2","19"
"10","1","17","0","1","10","20"
"10","1","17","0","2","11","21"
"7","1","17","0","3","8","22"
"4","1","18","0","1","11","1"
"13","2","18","0","1","5","2"
"10","1","18","0","1","4","3"
"10","1","18","0","2","4","4"
"10","1","18","0","3","11","5"
"7","3","18","0","1","5","6"
"10","1","18","0","1","11","7"
"10","1","18","0","3","4","8"
"10","1","18","0","2","11","9"
"6","3","18","0","1","5","10"
"10","1","18","0","1","11","11"
"10","1","18","0","2","11","12"
"10","1","18","0","3","4","13"
"8","2","18","0","1","5","14"
"6","2","18","0","1","6","15"
"0","1","18","0","3","10","16"
"0","1","18","0","2","10","17"
"0","1","18","0","1","10","18"
"7","2","18","0","1","10","19"
"10","1","18","0","1","8","20"
"10","1","18","0","1","11","21"
"9","2","18","0","1","2","22"
"0","2","19","0","1","13","1"
"8","2","19","0","1","4","2"
"0","2","19","0","1","8","3"
"10","2","20","0","1","14","1"
"0","2","20","0","1","8","2"
"13","2","21","0","1","15","1"
"0","2","22","0","1","15","1"
"0","2","22","0","1","13","2"
"0","2","23","0","1","42","1"
"0","2","23","0","1","72","2"
"0","2","24","0","1","43","1"
"0","2","25","0","1","44","1"
"0","2","26","0","1","45","1"
"0","2","27","0","1","46","1"
"0","2","28","0","1","47","1"
"0","2","29","0","1","14","1"
"0","1","30","0","1","15","1"
"0","1","30","0","2","8","2"
"13","1","30","0","1","10","3"
"13","1","30","0","2","10","4"
"9","1","30","0","2","12","5"
"6","1","30","0","1","72","6"
"8","2","30","0","1","2","7"
"0","2","30","0","1","13","8"
"8","1","31","0","1","4","1"
"0","1","31","0","2","1","2"
"6","1","31","0","1","10","3"
"0","1","31","0","2","4","4"
"7","1","31","0","1","9","5"
"0","1","31","0","2","1","6"
"6","1","32","0","1","10","1"
"13","1","32","0","2","10","2"
"0","1","32","0","3","1","3"
"11","1","32","0","2","2","4"
"8","1","32","0","1","2","5"
"0","1","32","0","3","1","6"
"7","1","32","0","3","72","7"
"0","1","33","0","3","6","1"
"13","3","33","0","1","10","2"
"3","1","33","0","3","3","3"
"0","3","33","0","1","72","4"
"2","1","33","0","3","12","5"
"6","2","34","0","1","4","1"
"7","1","34","0","1","5","2"
"0","1","34","0","2","1","3"
"8","1","34","0","2","12","4"
"0","1","34","0","1","1","5"
"0","2","34","0","1","15","6"
"0","2","35","0","1","8","1"
"10","2","35","0","1","72","2"
"0","2","35","0","1","13","3"
"0","2","36","0","1","4","1"
"6","1","36","0","1","6","2"
"0","1","36","0","1","1","3"
"10","1","36","0","2","72","4"
"0","1","36","0","2","9","5"
"7","2","36","0","2","2","6"
"7","2","37","0","1","8","1"
"0","1","37","0","1","4","2"
"0","1","37","0","2","5","3"
"6","2","37","0","1","13","4"
"10","2","38","0","1","13","1"
"8","1","38","0","1","5","2"
"7","1","38","0","2","6","3"
"0","1","38","0","1","1","4"
"7","1","38","0","2","9","5"
"13","1","38","0","2","15","6"
"0","2","38","0","1","8","7"
"6","2","39","0","1","4","1"
"13","1","39","0","1","6","2"
"10","1","39","0","2","72","3"
"6","2","39","0","1","13","4"
