5d49442e91a91a4c948f7bf8752760924927e5aafbc00f26ee3360fbbd19fb0f,ea1281628e1d6bf9f11d60ed3f574540c52ead813d24f07acaa353214ec8ac20,00319f9e9029f9b1c97b1b6d78abab19a75d0ed9d6d5e893b48019e258f846bd,9ffc04086cac53e4d95491cc8346dff04e9b902b43a151bf1793122c71e1a481,50b93ca102565aa5990b69a1fe1756905c0a0652166ee0cde50f1e4ddab392af,8bf2f60e54f23a905e02ad178bd239034086a46c7396f69d5bebae9720bef2d8,951aec5f054567c93e90047a7d58a2fb417856b6a71321d4c2a687d4364cee44,45fe15a6bb62e755a4b38856e5ef064961a3fbbf9e84976a9317d20ddca10855,e9a1f816f732c06c4a0e0f304d0949ba5b3acf98d01fb24856dd4068d72f0940,4ac21c92d7513431cfe4a29ba76e27d4f951fc2fcbfee7e78a82c6c785e9e91c,acc035d9be57859c1a900ccef6e9d0277dd1705871e80c33cac618523c621592,d2b62ee3d410e2d3c98980f94fe4e2ac0fbe58c7a92a68c57b625199d5686b86,bfea00590b895ebbe4a2a4cc83d3dc0c0f2420600f30de0d94049434141c37d2,f7fa6415563f853297076993d634757ace697cdffd85f00f516c1e3da3e383ac,15ce402a2e26a1ae85d41b53d8d6d4f3c77f361bb60b68283cd8af10731dd14e,d5c52e4369f6beae43d2727a93127cfccb071983315fdd35cbef5ddb50b6b6cd
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1008102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1008103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1008104"
"90006","2","0","31042","100","0","91002","2","0","0","150","2","0","8","0","1008105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1008106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1008107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1008108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1008109"
"90006","2","0","31042","100","0","91002","1","0","0","80","2","0","8","0","1008110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1008111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1008112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1008113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1008114"
"90006","2","0","31042","100","0","91002","1","0","0","80","2","0","8","0","1008115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1008116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1009101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1009102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1009103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1009104"
"90006","2","0","31043","100","0","91002","2","0","0","150","2","0","8","0","1009105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1009106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1009107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1009108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1009109"
"90006","2","0","31043","100","0","91002","1","0","0","80","2","0","8","0","1009110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1009111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1009112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1009113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1009114"
"90006","2","0","31043","100","0","91002","1","0","0","80","2","0","8","0","1009115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1009116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1010101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1010102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1010103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1010104"
"90006","2","0","31022","100","0","91002","2","0","0","150","2","0","8","0","1010105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1010106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1010107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1010108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1010109"
"90006","2","0","31022","100","0","91002","1","0","0","80","2","0","8","0","1010110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1010111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1010112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1010113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1010114"
"90006","2","0","31022","100","0","91002","1","0","0","80","2","0","8","0","1010115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1010116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1011101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1011102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1011103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1011104"
"90006","2","0","31025","100","0","91002","2","0","0","150","2","0","8","0","1011105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1011106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1011107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1011108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1011109"
"90006","2","0","31025","100","0","91002","1","0","0","80","2","0","8","0","1011110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1011111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1011112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1011113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1011114"
"90006","2","0","31025","100","0","91002","1","0","0","80","2","0","8","0","1011115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1011116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1012101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1012102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1012103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1012104"
"90006","2","0","31018","100","0","91002","2","0","0","150","2","0","8","0","1012105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1012106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1012107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1012108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1012109"
"90006","2","0","31018","100","0","91002","1","0","0","80","2","0","8","0","1012110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1012111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1012112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1012113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1012114"
"90006","2","0","31018","100","0","91002","1","0","0","80","2","0","8","0","1012115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1012116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1013101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1013102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1013103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1013104"
"90006","2","0","31042","100","0","91002","2","0","0","150","2","0","8","0","1013105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1013106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1013107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1013108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1013109"
"90006","2","0","31042","100","0","91002","1","0","0","80","2","0","8","0","1013110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1013111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1013112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1013113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1013114"
"90006","2","0","31042","100","0","91002","1","0","0","80","2","0","8","0","1013115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1013116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1014101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1014102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1014103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1014104"
"90006","2","0","31043","100","0","91002","2","0","0","150","2","0","8","0","1014105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1014106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1014107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1014108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1014109"
"90006","2","0","31043","100","0","91002","1","0","0","80","2","0","8","0","1014110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1014111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1014112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1014113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1014114"
"90006","2","0","31043","100","0","91002","1","0","0","80","2","0","8","0","1014115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1014116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1015101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1015102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1015103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1015104"
"90006","2","0","31025","100","0","91002","2","0","0","150","2","0","8","0","1015105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1015106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1015107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1015108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1015109"
"90006","2","0","31025","100","0","91002","1","0","0","80","2","0","8","0","1015110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1015111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1015112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1015113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1015114"
"90006","2","0","31025","100","0","91002","1","0","0","80","2","0","8","0","1015115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1015116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1016101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1016102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1016103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1016104"
"90006","2","0","31022","100","0","91002","2","0","0","150","2","0","8","0","1016105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1016106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1016107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1016108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1016109"
"90006","2","0","31022","100","0","91002","1","0","0","80","2","0","8","0","1016110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1016111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1016112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1016113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1016114"
"90006","2","0","31022","100","0","91002","1","0","0","80","2","0","8","0","1016115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1016116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1017101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1017102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1017103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1017104"
"90006","2","0","31018","100","0","91002","2","0","0","150","2","0","8","0","1017105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1017106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1017107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1017108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1017109"
"90006","2","0","31018","100","0","91002","1","0","0","80","2","0","8","0","1017110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1017111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1017112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1017113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1017114"
"90006","2","0","31018","100","0","91002","1","0","0","80","2","0","8","0","1017115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1017116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1018101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1018102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1018103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1018104"
"90006","2","0","31042","100","0","91002","2","0","0","150","2","0","8","0","1018105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1018106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1018107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1018108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1018109"
"90006","2","0","31042","100","0","91002","1","0","0","80","2","0","8","0","1018110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1018111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1018112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1018113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1018114"
"90006","2","0","31042","100","0","91002","1","0","0","80","2","0","8","0","1018115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1018116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1019101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1019102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1019103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1019104"
"90006","2","0","31043","100","0","91002","2","0","0","150","2","0","8","0","1019105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1019106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1019107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1019108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1019109"
"90006","2","0","31043","100","0","91002","1","0","0","80","2","0","8","0","1019110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1019111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1019112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1019113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1019114"
"90006","2","0","31043","100","0","91002","1","0","0","80","2","0","8","0","1019115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1019116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1020101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1020102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1020103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1020104"
"90006","2","0","31025","100","0","91002","2","0","0","150","2","0","8","0","1020105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1020106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1020107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1020108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1020109"
"90006","2","0","31025","100","0","91002","1","0","0","80","2","0","8","0","1020110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1020111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1020112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1020113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1020114"
"90006","2","0","31025","100","0","91002","1","0","0","80","2","0","8","0","1020115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1020116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1021101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1021102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1021103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1021104"
"90006","2","0","31022","100","0","91002","2","0","0","150","2","0","8","0","1021105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1021106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1021107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1021108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1021109"
"90006","2","0","31022","100","0","91002","1","0","0","80","2","0","8","0","1021110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1021111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1021112"
"90006","2","0","0","50","0","91002","0","0","0","30","2","0","8","0","1021113"
"90006","2","0","0","60","0","91002","0","0","0","40","2","0","8","0","1021114"
"90006","2","0","31022","100","0","91002","1","0","0","80","2","0","8","0","1021115"
"0","0","0","0","0","0","94002","0","0","0","25000","0","0","12","0","1021116"
"90006","2","0","0","20","0","91002","0","0","0","40","2","0","8","0","1022101"
"90006","2","0","0","30","0","91002","0","0","0","50","2","0","8","0","1022102"
"90006","2","0","0","40","0","91002","0","0","0","75","2","0","8","0","1022103"
"90006","2","0","0","50","0","91002","0","0","0","100","2","0","8","0","1022104"
"90006","2","0","31018","100","0","91002","2","0","0","150","2","0","8","0","1022105"
"90006","2","0","0","20","0","91002","0","0","0","20","2","0","8","0","1022106"
"90006","2","0","0","30","0","91002","0","0","0","25","2","0","8","0","1022107"
"90006","2","0","0","40","0","91002","0","0","0","30","2","0","8","0","1022108"
"90006","2","0","0","50","0","91002","0","0","0","40","2","0","8","0","1022109"
"90006","2","0","31018","100","0","91002","1","0","0","80","2","0","8","0","1022110"
"90006","2","0","0","30","0","91002","0","0","0","20","2","0","8","0","1022111"
"90006","2","0","0","40","0","91002","0","0","0","25","2","0","8","0","1022112"
