af95a321a4bbc52474560ef7d8d2503e27c688791f95c07f53d36f27c186a622,e338248983ac4a6e0531d1de7c0c8b85b195213a626d322f23d56aea01a7c7f6,b9411a77ec4e1363d32e0e421647ad935b506a9b1b5c39ba674eedf67fb4c7bd,c32053824de888df80f257f8a768b283521df2f63f7e921f48c1e51b8d96a515,55f4e69fc28c4e0e9243fd82f02fe60b71cdadf2ac7e34c38c7d051adc59bc04,e665918e8d7b1a17832e9bfcab035fec0cc14eb5ebc44ef227192f13c9589528,31fcac7a3d631293fa0e8ae43a843c3462c4f55738b89021b26d6940be433b14,43c3224e66fd6fee0a16c95847be084fbec89836b3296e9b967a31f2557eb313,b9366be5188ed8fbdd3a84001d99ed5649c8e2cd5ee96491d03ef559af8ea3c1,b14f5832fa53d403ea6c7882e350e635f484fe54fdd66506296b12400ab054cf,12693a33f5a8bd3e0b285ecd5220720203ae523c8802f3e349427636948657f3,88eb6836292526a7fad252f0b44f08356222a9544c3a36955d86f98812cb3aaf,a62ac56491a3622a262d86906d2029f88c664254756afad3e18e55c8085ed8b7,06616de07663ad97ed1a8c6710b777253bc46399d900fc8d26ca99966363b904,c13d280a1b37f5f10920e0a51a539c29e8ad5b132c576777281c50746401a681,b20fdd08a2e4c3bbaa91f5c4d6c9f77630d0ca114bcca78966a5ad45dd58c5cc,29a5bbd9fa22be1053a9eba2c1076a386881e99c6601021f417cc3780aaef811,84d877816bd772c0879d85a339364f153968bda2c76473ae6a5d4c8ee817578c,ee179e6db44cb65ed9e5de8c5643fb806693eb622741e74fdeed0059ae73726a,9ef295072ebce4a17df483c4cf35513d6880ab5e017c40802f543c38f865e16a,9bc424b0f18e272ce1828d8923286e0827458712d1f56e3ec7150f2acb588768,d9737498b56a928d6907c3364f9814cabf9b6e5766a7b0e25729d070e72904e5,17b095e2c880e6ecf42cc92640c9b35185d0135bf008be72976ae594f04e4f75,42ca211697580b1a6f4f170a8ad8b1592b22fde966f4f549765dec75a8a50808,c682246b97286cf0721d76082641ae1efe55f8b562e9f574114cc8c2626b2b5a,9352aafb1e4e30977490eb4219ea5b45862f4979b6ceff6f9c43c0a804bf78e1,046585a8c1506cfe3b39f15bcb71c5fdbe7acef8dd1994c7e40c23b88d5031ab,c7782c9d2f5bb581e43a1edf121470d9be31fe847957e532c6100d17b3bea18f,3d23d500e88809243e443aca9b90e12eaa51babba9dc473f7cf74823d4c9e723,c5f979390217045dadc12b315e63f0af1f79e322384908c744642443ad0fb21d,c1a818e85535582762efede4bbcf16a16b2ee021aca4b68469afa31c217b9dc8,8a664464bba1786671f5ceef46adcef11ee32949cc6fb448b8454eefc69121ce,eb083307e407503adb1f23418fdb231d631ebea39ae2287a836a2ac30035594c,9769b61b8c30c5e83b4b705e5260d017cf27ce40c7ded6bad77bb127a3b509e5,1347a5fdcc2aa66ed8eabaa8a9f91f142172dd4e810d8c9672fdf142103ba4a2,abea3f2fadded5929eae0c8ccf9e64d46c2d81f1a91e88bde606c7cee6628ac9,748f4a3a664666b0b71ab052c800e08f5ca572cf9f91634f5e37dd56b99436ef,e2ae1392da5d33c64f9c7d6dbf9b795141f504da82b918155c0953025bd2f2d8,333a8355565f50c87cf22c120ead40d183bc76253d8d47e6423167578dc6c0e5,f23ae120310742b7c8bd4905fdea0af5d057abfedaf5cf185598e7538ab16464
"1563","20","20","0","20","20","16","20","20","0","13","0","10","20","20","10","0","20","0","200000006","20","0","30","0","670010020","0","20","20","20","20","186","20","1","1","20","20","0","1","0","200100"
"1784","21","21","0","21","21","18","21","21","0","15","0","10","21","21","10","0","21","0","200000006","21","0","30","0","670010021","0","21","21","21","21","206","21","1","1","21","21","0","1","0","200100"
"2005","22","22","0","22","22","20","22","22","0","17","0","10","22","22","10","0","22","0","200000006","22","0","30","0","670010022","0","22","22","22","22","225","22","1","1","22","22","0","1","0","200100"
"2225","23","23","0","23","23","21","23","23","0","18","0","10","23","23","10","0","23","0","200000006","23","0","30","0","670010023","0","23","23","23","23","245","23","1","1","23","23","0","1","0","200100"
"2446","24","24","0","24","24","23","24","24","0","20","0","10","24","24","10","0","24","0","200000006","24","0","30","0","670010024","0","24","24","24","24","264","24","1","1","24","24","0","1","0","200100"
"2701","25","25","0","25","25","24","25","25","0","21","0","10","25","25","10","0","25","0","200000006","25","0","30","0","670010025","0","25","25","25","25","267","25","1","1","25","25","0","1","0","200100"
"2956","26","26","0","26","26","24","26","26","0","21","0","10","26","26","10","0","26","0","200000006","26","0","30","0","670010026","0","26","26","26","26","269","26","1","1","26","26","0","1","0","200100"
"3211","27","27","0","27","27","24","27","27","0","21","0","10","27","27","10","0","27","0","200000006","27","0","30","0","670010027","0","27","27","27","27","289","27","1","1","27","27","0","1","0","200100"
"3466","28","28","0","28","28","25","28","28","0","21","0","10","28","28","10","0","28","0","200000006","28","0","30","0","670010028","0","28","28","28","28","309","28","1","1","28","28","0","1","0","200100"
"3721","29","29","0","29","29","25","29","29","0","22","0","10","29","29","10","0","29","0","200000006","29","0","30","0","670010029","0","29","29","29","29","330","29","1","1","29","29","0","1","0","200100"
"3976","30","30","0","30","30","25","30","30","0","22","0","10","30","30","10","0","30","0","200000006","30","0","30","0","670010030","0","30","30","30","30","350","30","1","1","30","30","0","1","0","200100"
"4232","31","31","0","31","31","26","31","31","0","22","0","10","31","31","10","0","31","0","200000006","31","0","30","0","670010031","0","31","31","31","31","370","31","1","1","31","31","0","1","0","200100"
"4487","32","32","0","32","32","26","32","32","0","22","0","10","32","32","10","0","32","0","200000006","32","0","30","0","670010032","0","32","32","32","32","390","32","1","1","32","32","0","1","0","200100"
"4742","33","33","0","33","33","26","33","33","0","22","0","10","33","33","10","0","33","0","200000006","33","0","30","0","670010033","0","33","33","33","33","410","33","1","1","33","33","0","1","0","200100"
"4997","34","34","0","34","34","26","34","34","0","23","0","10","34","34","10","0","34","0","200000006","34","0","30","0","670010034","0","34","34","34","34","431","34","1","1","34","34","0","1","0","200100"
"5252","35","35","0","35","35","27","35","35","0","23","0","10","35","35","10","0","35","0","200000006","35","0","30","0","670010035","0","35","35","35","35","451","35","1","1","35","35","0","1","0","200100"
"5507","36","36","0","36","36","27","36","36","0","23","0","10","36","36","10","0","36","0","200000006","36","0","30","0","670010036","0","36","36","36","36","471","36","1","1","36","36","0","1","0","200100"
"5667","37","37","0","37","37","31","37","37","0","27","0","10","37","37","10","0","37","0","200000006","37","0","30","0","670010037","0","37","37","37","37","516","37","1","1","37","37","0","1","0","200100"
"5826","38","38","0","38","38","35","38","38","0","31","0","10","38","38","10","0","38","0","200000006","38","0","30","0","670010038","0","38","38","38","38","562","38","1","1","38","38","0","1","0","200100"
"5986","39","39","0","39","39","39","39","39","0","35","0","10","39","39","10","0","39","0","200000006","39","0","30","0","670010039","0","39","39","39","39","607","39","1","1","39","39","0","1","0","200100"
"7437","40","40","0","40","40","40","40","40","0","36","0","10","40","40","10","0","40","0","200000006","40","0","30","0","670010040","0","40","40","40","40","712","40","1","1","40","40","0","1","0","200100"
"8888","41","41","0","41","41","40","41","41","0","36","0","10","41","41","10","0","41","0","200000006","41","0","30","0","670010041","0","41","41","41","41","816","41","1","1","41","41","0","1","0","200100"
"9321","42","42","0","42","42","41","42","42","0","36","0","10","42","42","10","0","42","0","200000006","42","0","30","0","670010042","0","42","42","42","42","913","42","1","1","42","42","0","1","0","200100"
"9754","43","43","0","43","43","41","43","43","0","36","0","10","43","43","10","0","43","0","200000006","43","0","30","0","670010043","0","43","43","43","43","1010","43","1","1","43","43","0","1","0","200100"
"10008","44","44","0","44","44","45","44","44","0","38","0","10","44","44","10","0","44","0","200000006","44","0","30","0","670010044","0","44","44","44","44","1079","44","1","1","44","44","0","1","0","200100"
"10263","45","45","0","45","45","49","45","45","0","41","0","10","45","45","10","0","45","0","200000006","45","0","30","0","670010045","0","45","45","45","45","1148","45","1","1","45","45","0","1","0","200100"
"10517","46","46","0","46","46","53","46","46","0","43","0","10","46","46","10","0","46","0","200000006","46","0","30","0","670010046","0","46","46","46","46","1217","46","1","1","46","46","0","1","0","200100"
"10771","47","47","0","47","47","57","47","47","0","45","0","10","47","47","10","0","47","0","200000006","47","0","30","0","670010047","0","47","47","47","47","1286","47","1","1","47","47","0","1","0","200100"
"11026","48","48","0","48","48","61","48","48","0","48","0","10","48","48","10","0","48","0","200000006","48","0","30","0","670010048","0","48","48","48","48","1355","48","1","1","48","48","0","1","0","200100"
"11280","49","49","0","49","49","65","49","49","0","50","0","10","49","49","10","0","49","0","200000006","49","0","30","0","670010049","0","49","49","49","49","1424","49","1","1","49","49","0","1","0","200100"
"11534","50","50","0","50","50","69","50","50","0","52","0","10","50","50","10","0","50","0","200000006","50","0","30","0","670010050","0","50","50","50","50","1493","50","1","1","50","50","0","1","0","200100"
"11789","51","51","0","51","51","73","51","51","0","55","0","10","51","51","10","0","51","0","200000006","51","0","30","0","670010051","0","51","51","51","51","1562","51","1","1","51","51","0","1","0","200100"
"12043","52","52","0","52","52","77","52","52","0","57","0","10","52","52","10","0","52","0","200000006","52","0","30","0","670010052","0","52","52","52","52","1632","52","1","1","52","52","0","1","0","200100"
"12297","53","53","0","53","53","81","53","53","0","59","0","10","53","53","10","0","53","0","200000006","53","0","30","0","670010053","0","53","53","53","53","1701","53","1","1","53","53","0","1","0","200100"
"12552","54","54","0","54","54","85","54","54","0","62","0","10","54","54","10","0","54","0","200000006","54","0","30","0","670010054","0","54","54","54","54","1770","54","1","1","54","54","0","1","0","200100"
"12806","55","55","0","55","55","89","55","55","0","64","0","10","55","55","10","0","55","0","200000006","55","0","30","0","670010055","0","55","55","55","55","1839","55","1","1","55","55","0","1","0","200100"
"13060","56","56","0","56","56","93","56","56","0","66","0","10","56","56","10","0","56","0","200000006","56","0","30","0","670010056","0","56","56","56","56","1908","56","1","1","56","56","0","1","0","200100"
"13315","57","57","0","57","57","97","57","57","0","69","0","10","57","57","10","0","57","0","200000006","57","0","30","0","670010057","0","57","57","57","57","1977","57","1","1","57","57","0","1","0","200100"
"13569","58","58","0","58","58","101","58","58","0","71","0","10","58","58","10","0","58","0","200000006","58","0","30","0","670010058","0","58","58","58","58","2046","58","1","1","58","58","0","1","0","200100"
"13823","59","59","0","59","59","105","59","59","0","73","0","10","59","59","10","0","59","0","200000006","59","0","30","0","670010059","0","59","59","59","59","2115","59","1","1","59","59","0","1","0","200100"
"14078","60","60","0","60","60","109","60","60","0","76","0","10","60","60","10","0","60","0","200000006","60","0","30","0","670010060","0","60","60","60","60","2184","60","1","1","60","60","0","1","0","200100"
"14332","61","61","0","61","61","113","61","61","0","78","0","10","61","61","10","0","61","0","200000006","61","0","30","0","670010061","0","61","61","61","61","2253","61","1","1","61","61","0","1","0","200100"
"15514","62","62","0","62","62","113","62","62","0","79","0","10","62","62","10","0","62","0","200000006","62","0","30","0","670010062","0","62","62","62","62","2280","62","1","1","62","62","0","1","0","200100"
"16696","63","63","0","63","63","114","63","63","0","79","0","10","63","63","10","0","63","0","200000006","63","0","30","0","670010063","0","63","63","63","63","2306","63","1","1","63","63","0","1","0","200100"
"17878","64","64","0","64","64","114","64","64","0","80","0","10","64","64","10","0","64","0","200000006","64","0","30","0","670010064","0","64","64","64","64","2333","64","1","1","64","64","0","1","0","200100"
"19060","65","65","0","65","65","114","65","65","0","81","0","10","65","65","10","0","65","0","200000006","65","0","30","0","670010065","0","65","65","65","65","2359","65","1","1","65","65","0","1","0","200100"
"20242","66","66","0","66","66","115","66","66","0","82","0","10","66","66","10","0","66","0","200000006","66","0","30","0","670010066","0","66","66","66","66","2386","66","1","1","66","66","0","1","0","200100"
"21425","67","67","0","67","67","115","67","67","0","82","0","10","67","67","10","0","67","0","200000006","67","0","30","0","670010067","0","67","67","67","67","2412","67","1","1","67","67","0","1","0","200100"
"22607","68","68","0","68","68","115","68","68","0","83","0","10","68","68","10","0","68","0","200000006","68","0","30","0","670010068","0","68","68","68","68","2439","68","1","1","68","68","0","1","0","200100"
"23789","69","69","0","69","69","116","69","69","0","84","0","10","69","69","10","0","69","0","200000006","69","0","30","0","670010069","0","69","69","69","69","2466","69","1","1","69","69","0","1","0","200100"
"24971","70","70","0","70","70","116","70","70","0","85","0","10","70","70","10","0","70","0","200000006","70","0","30","0","670010070","0","70","70","70","70","2492","70","1","1","70","70","0","1","0","200100"
"26153","71","71","0","71","71","116","71","71","0","85","0","10","71","71","10","0","71","0","200000006","71","0","30","0","670010071","0","71","71","71","71","2519","71","1","1","71","71","0","1","0","200100"
"924","1","1","0","1","1","8","1","1","0","10","0","10","1","1","10","0","1","0","200000001","1","0","30","0","670020001","0","1","1","1","1","108","1","1","1","1","1","0","1","0","200200"
"927","2","2","0","2","2","8","2","2","0","10","0","10","2","2","10","0","2","0","200000001","2","0","30","0","670020002","0","2","2","2","2","111","2","1","1","2","2","0","1","0","200200"
"930","3","3","0","3","3","8","3","3","0","10","0","10","3","3","10","0","3","0","200000001","3","0","30","0","670020003","0","3","3","3","3","114","3","1","1","3","3","0","1","0","200200"
"933","4","4","0","4","4","9","4","4","0","11","0","10","4","4","10","0","4","0","200000001","4","0","30","0","670020004","0","4","4","4","4","117","4","1","1","4","4","0","1","0","200200"
"936","5","5","0","5","5","9","5","5","0","11","0","10","5","5","10","0","5","0","200000001","5","0","30","0","670020005","0","5","5","5","5","120","5","1","1","5","5","0","1","0","200200"
"939","6","6","0","6","6","9","6","6","0","11","0","10","6","6","10","0","6","0","200000001","6","0","30","0","670020006","0","6","6","6","6","123","6","1","1","6","6","0","1","0","200200"
"942","7","7","0","7","7","10","7","7","0","12","0","10","7","7","10","0","7","0","200000001","7","0","30","0","670020007","0","7","7","7","7","126","7","1","1","7","7","0","1","0","200200"
"945","8","8","0","8","8","10","8","8","0","12","0","10","8","8","10","0","8","0","200000001","8","0","30","0","670020008","0","8","8","8","8","129","8","1","1","8","8","0","1","0","200200"
"948","9","9","0","9","9","10","9","9","0","12","0","10","9","9","10","0","9","0","200000001","9","0","30","0","670020009","0","9","9","9","9","132","9","1","1","9","9","0","1","0","200200"
"951","10","10","0","10","10","11","10","10","0","13","0","10","10","10","10","0","10","0","200000001","10","0","30","0","670020010","0","10","10","10","10","135","10","1","1","10","10","0","1","0","200200"
"954","11","11","0","11","11","11","11","11","0","13","0","10","11","11","10","0","11","0","200000001","11","0","30","0","670020011","0","11","11","11","11","138","11","1","1","11","11","0","1","0","200200"
"957","12","12","0","12","12","11","12","12","0","13","0","10","12","12","10","0","12","0","200000001","12","0","30","0","670020012","0","12","12","12","12","141","12","1","1","12","12","0","1","0","200200"
"960","13","13","0","13","13","12","13","13","0","14","0","10","13","13","10","0","13","0","200000001","13","0","30","0","670020013","0","13","13","13","13","144","13","1","1","13","13","0","1","0","200200"
"963","14","14","0","14","14","12","14","14","0","14","0","10","14","14","10","0","14","0","200000001","14","0","30","0","670020014","0","14","14","14","14","147","14","1","1","14","14","0","1","0","200200"
"966","15","15","0","15","15","13","15","15","0","15","0","10","15","15","10","0","15","0","200000001","15","0","30","0","670020015","0","15","15","15","15","151","15","1","1","15","15","0","1","0","200200"
"1322","16","16","0","16","16","13","16","16","0","15","0","10","16","16","10","0","16","0","200000001","16","0","30","0","670020016","0","16","16","16","16","175","16","1","1","16","16","0","1","0","200200"
"1678","17","17","0","17","17","13","17","17","0","15","0","10","17","17","10","0","17","0","200000001","17","0","30","0","670020017","0","17","17","17","17","199","17","1","1","17","17","0","1","0","200200"
"1884","18","18","0","18","18","13","18","18","0","15","0","10","18","18","10","0","18","0","200000001","18","0","30","0","670020018","0","18","18","18","18","207","18","1","1","18","18","0","1","0","200200"
"2090","19","19","0","19","19","14","19","19","0","16","0","10","19","19","10","0","19","0","200000001","19","0","30","0","670020019","0","19","19","19","19","215","19","1","1","19","19","0","1","0","200200"
"2296","20","20","0","20","20","14","20","20","0","16","0","10","20","20","10","0","20","0","200000001","20","0","30","0","670020020","0","20","20","20","20","223","20","1","1","20","20","0","1","0","200200"
"2377","21","21","0","21","21","14","21","21","0","17","0","10","21","21","10","0","21","0","200000001","21","0","30","0","670020021","0","21","21","21","21","237","21","1","1","21","21","0","1","0","200200"
"2458","22","22","0","22","22","14","22","22","0","17","0","10","22","22","10","0","22","0","200000001","22","0","30","0","670020022","0","22","22","22","22","251","22","1","1","22","22","0","1","0","200200"
"2658","23","23","0","23","23","14","23","23","0","17","0","10","23","23","10","0","23","0","200000001","23","0","30","0","670020023","0","23","23","23","23","251","23","1","1","23","23","0","1","0","200200"
"2829","24","24","0","24","24","16","24","24","0","19","0","10","24","24","10","0","24","0","200000001","24","0","30","0","670020024","0","24","24","24","24","268","24","1","1","24","24","0","1","0","200200"
"2999","25","25","0","25","25","18","25","25","0","21","0","10","25","25","10","0","25","0","200000001","25","0","30","0","670020025","0","25","25","25","25","285","25","1","1","25","25","0","1","0","200200"
"3170","26","26","0","26","26","19","26","26","0","24","0","10","26","26","10","0","26","0","200000001","26","0","30","0","670020026","0","26","26","26","26","302","26","1","1","26","26","0","1","0","200200"
"3340","27","27","0","27","27","21","27","27","0","26","0","10","27","27","10","0","27","0","200000001","27","0","30","0","670020027","0","27","27","27","27","319","27","1","1","27","27","0","1","0","200200"
"3511","28","28","0","28","28","23","28","28","0","28","0","10","28","28","10","0","28","0","200000001","28","0","30","0","670020028","0","28","28","28","28","336","28","1","1","28","28","0","1","0","200200"
"4632","29","29","0","29","29","23","29","29","0","29","0","10","29","29","10","0","29","0","200000001","29","0","30","0","670020029","0","29","29","29","29","380","29","1","1","29","29","0","1","0","200200"
"4717","30","30","0","30","30","23","30","30","0","29","0","10","30","30","10","0","30","0","200000001","30","0","30","0","670020030","0","30","30","30","30","412","30","1","1","30","30","0","1","0","200200"
"4802","31","31","0","31","31","23","31","31","0","28","0","10","31","31","10","0","31","0","200000001","31","0","30","0","670020031","0","31","31","31","31","443","31","1","1","31","31","0","1","0","200200"
"4887","32","32","0","32","32","23","32","32","0","28","0","10","32","32","10","0","32","0","200000001","32","0","30","0","670020032","0","32","32","32","32","432","32","1","1","32","32","0","1","0","200200"
"4972","33","33","0","33","33","23","33","33","0","28","0","10","33","33","10","0","33","0","200000001","33","0","30","0","670020033","0","33","33","33","33","420","33","1","1","33","33","0","1","0","200200"
"5985","34","34","0","34","34","24","34","34","0","28","0","10","34","34","10","0","34","0","200000001","34","0","30","0","670020034","0","34","34","34","34","499","34","1","1","34","34","0","1","0","200200"
"6241","35","35","0","35","35","27","35","35","0","32","0","10","35","35","10","0","35","0","200000001","35","0","30","0","670020035","0","35","35","35","35","525","35","1","1","35","35","0","1","0","200200"
"6497","36","36","0","36","36","30","36","36","0","36","0","10","36","36","10","0","36","0","200000001","36","0","30","0","670020036","0","36","36","36","36","550","36","1","1","36","36","0","1","0","200200"
"6752","37","37","0","37","37","32","37","37","0","39","0","10","37","37","10","0","37","0","200000001","37","0","30","0","670020037","0","37","37","37","37","576","37","1","1","37","37","0","1","0","200200"
"7008","38","38","0","38","38","35","38","38","0","43","0","10","38","38","10","0","38","0","200000001","38","0","30","0","670020038","0","38","38","38","38","601","38","1","1","38","38","0","1","0","200200"
"7387","39","39","0","39","39","33","39","39","0","42","0","10","39","39","10","0","39","0","200000001","39","0","30","0","670020039","0","39","39","39","39","671","39","1","1","39","39","0","1","0","200200"
"8119","40","40","0","40","40","35","40","40","0","44","0","10","40","40","10","0","40","0","200000001","40","0","30","0","670020040","0","40","40","40","40","679","40","1","1","40","40","0","1","0","200200"
"9635","41","41","0","41","41","37","41","41","0","46","0","10","41","41","10","0","41","0","200000001","41","0","30","0","670020041","0","41","41","41","41","729","41","1","1","41","41","0","1","0","200200"
"11151","42","42","0","42","42","38","42","42","0","47","0","10","42","42","10","0","42","0","200000001","42","0","30","0","670020042","0","42","42","42","42","778","42","1","1","42","42","0","1","0","200200"
"11476","43","43","0","43","43","38","43","43","0","47","0","10","43","43","10","0","43","0","200000001","43","0","30","0","670020043","0","43","43","43","43","790","43","1","1","43","43","0","1","0","200200"
"11802","44","44","0","44","44","39","44","44","0","47","0","10","44","44","10","0","44","0","200000001","44","0","30","0","670020044","0","44","44","44","44","802","44","1","1","44","44","0","1","0","200200"
"12127","45","45","0","45","45","39","45","45","0","47","0","10","45","45","10","0","45","0","200000001","45","0","30","0","670020045","0","45","45","45","45","814","45","1","1","45","45","0","1","0","200200"
"13833","46","46","0","46","46","40","46","46","0","48","0","10","46","46","10","0","46","0","200000001","46","0","30","0","670020046","0","46","46","46","46","971","46","1","1","46","46","0","1","0","200200"
"15539","47","47","0","47","47","40","47","47","0","49","0","10","47","47","10","0","47","0","200000001","47","0","30","0","670020047","0","47","47","47","47","1128","47","1","1","47","47","0","1","0","200200"
"17245","48","48","0","48","48","41","48","48","0","50","0","10","48","48","10","0","48","0","200000001","48","0","30","0","670020048","0","48","48","48","48","1284","48","1","1","48","48","0","1","0","200200"
"18951","49","49","0","49","49","41","49","49","0","51","0","10","49","49","10","0","49","0","200000001","49","0","30","0","670020049","0","49","49","49","49","1441","49","1","1","49","49","0","1","0","200200"
