8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"","0","","","","1009801","103","1009801115","","毒のある生き物。","1009801087"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122711","1009801088"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122811","1009801089"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122911","1009801090"
"","","","","","1009801","93","0","","0.1","1009801091"
"0.2","-235","0.33","","","1009801","2","-200","2","122711","1009801092"
"0.2","-220","0.33","","","1009801","2","100","2","122811","1009801093"
"0.2","-250","0.33","","","1009801","2","270","2","122911","1009801094"
"","","","","","1009801","93","0","","0.7","1009801095"
"","1","","","0.2","1009801","3","lsv_talk_wish_joy","","122911","1009801096"
"","0","0","","","1009801","21","vo_lsv_0132","","vo_lsv","1009801097"
"0","10","1","0","0","1009801","11","怪獣さんっ？\nきっと、おっきくなるね～♪\nお城よりもおっきくなるかな？","1","122911","1009801098"
"","","","","","1009801","91","","","0","1009801099"
"","1","","","0.2","1009801","3","lsv_idle_normal","","122911","1009801100"
"","","","","","1009801","101","","","1009801129","1009801101"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122711","1009801102"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122811","1009801103"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122911","1009801104"
"","","","","","1009801","93","0","","0.1","1009801105"
"0.2","-235","0.33","","","1009801","2","-200","2","122711","1009801106"
"0.2","-220","0.33","","","1009801","2","100","2","122811","1009801107"
"0.2","-250","0.33","","","1009801","2","270","2","122911","1009801108"
"","","","","","1009801","93","0","","0.7","1009801109"
"","1","","","0.2","1009801","3","lsv_talk_bitter_sad","","122811","1009801110"
"","0","0","","","1009801","21","vo_lsv_0133","","vo_lsv","1009801111"
"0","10","1","0","0","1009801","11","えー、ナメクジ～？\nあんまりかっこよくないけど…\n塩は近づけないようにしとく？","1","122811","1009801112"
"","","","","","1009801","91","","","0","1009801113"
"","","","","","1009801","101","","","1009801129","1009801114"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122711","1009801115"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122811","1009801116"
"0.2","0","lsv_idle_normal","","0","1009801","3","lsv_choice","1","122911","1009801117"
"","","","","","1009801","93","0","","0.1","1009801118"
"0.2","-235","0.33","","","1009801","2","-200","2","122711","1009801119"
"0.2","-220","0.33","","","1009801","2","100","2","122811","1009801120"
"0.2","-250","0.33","","","1009801","2","270","2","122911","1009801121"
"","","","","","1009801","93","0","","0.7","1009801122"
"","1","","","0.2","1009801","3","lsv_talk_normal_worry","","122711","1009801123"
"","0","0","","","1009801","21","vo_lsv_0134","","vo_lsv","1009801124"
"0","10","1","0","0","1009801","11","みんなでナデナデしたから\nそれはありえませんよ。\nなにより…かわいいですし。","1","122711","1009801125"
"","","","","","1009801","91","","","0","1009801126"
"","1","","","0.2","1009801","3","lsv_idle_normal","","122711","1009801127"
"","","","","","1009801","101","","","1009801129","1009801128"
"","","","","","1009801","91","","","0","1009801129"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009801","3","lsv_talk_arm_crossed_joy","1","122811","1009801130"
"","0","0","","","1009801","21","vo_lsv_0135","","vo_lsv","1009801131"
"0","10","1","0","0","1009801","11","まあ、なんにしてもさ？\n育ててみればわかるよ！\nということで、がんばろー！","1","122811","1009801132"
"","","","","","1009801","91","","","0","1009801133"
"0.2","0","lsv_idle_normal_joy","","0","1009801","3","lsv_handsup_joy","1","122811","1009801134"
"0.2","0","lsv_idle_normal_joy","","0","1009801","3","lsv_handsup_joy","1","122911","1009801135"
"0.2","0","lsv_idle_normal_joy","","0","1009801","3","lsv_handsup_joy2","1","122711","1009801136"
"","0","0","","","1009801","21","vo_lsv_0136","","vo_lsv","1009801137"
"0","10","1","0","0","1009801","11","おー！","1","122811","1009801138"
"0","10","1","0","0","1009801","11","おー！","1","122911","1009801139"
"0","10","1","0","0","1009801","11","おー！","1","122711","1009801140"
"","","","","","1009801","91","","","0","1009801141"
"","","","","","1009801","22","0.2","","0","1009801142"
"","","","","","1009801","93","","","0.2","1009801143"
"","","","","","1009801","102","","","","1009801144"
"0","1","0","0","0","1009801","12","7","0","122911","1009801145"
"","1","","","0.2","1009801","3","lsv_talk_joy3","","122911","1009801146"
"","","","","","1009801","93","0","","3","1009801147"
"","1","","","0.2","1009801","3","lsv_idle_normal_joyR","","122911","1009801148"
"0","1","0","0","0","1009801","12","6","0","122811","1009801149"
"0.2","0","lsv_talk_guts1_loop","","0","1009801","3","lsv_talk_guts1","1","122811","1009801150"
"","","","","","1009801","93","0","","3","1009801151"
"","1","","","0.2","1009801","3","lsv_idle_joy","","122811","1009801152"
"0","1","0","0","0","1009801","12","10","0","122711","1009801153"
"","1","","","0.2","1009801","3","lsv_talk_joy1_normal","","122711","1009801154"
"","","","","","1009801","93","0","","3","1009801155"
"","1","","","0.2","1009801","3","lsv_idle_normal_joy","","122711","1009801156"
"","","","","","1009801","101","","","1009801145","1009801157"
"0","1","1","","1","1009801","6","1","0","333","1009801158"
"","","","","","1009801","4","1","","122711","1009801159"
"","1","","","0.2","1009801","3","lsv_run","","122711","1009801160"
"","-235","0.8","","","1009801","2","-750","0","122711","1009801161"
"","","","","","1009801","4","0","","122811","1009801162"
"","1","","","0.2","1009801","3","lsv_run","","122811","1009801163"
"","-220","0.8","","","1009801","2","750","0","122811","1009801164"
"","","","","","1009801","4","0","","122911","1009801165"
"","1","","","0.2","1009801","3","lsv_run","","122911","1009801166"
"","-250","0.8","","","1009801","2","850","0","122911","1009801167"
"","","","","","1009801","93","","","0.6","1009801168"
"0","1","1","","0.2","1009801","6","1","0","122711","1009801169"
"0","1","1","","0.2","1009801","6","1","0","122811","1009801170"
"0","1","1","","0.2","1009801","6","1","0","122911","1009801171"
"","","","","","1009801","91","","","0","1009801172"
"0","102","-650","lsv_idle_normal","1.95","1009802","1","122911","-235","1","1009802001"
"1","100","650","lsv_idle_normal","1.95","1009802","1","122811","-220","1","1009802002"
"1","101","750","lsv_idle_normal","1.95","1009802","1","122711","-250","1","1009802003"
"0","0","0","lsv_white_loop","1","1009802","5","333","0","1","1009802004"
"0","1","1","","0","1009802","6","1","0","333","1009802005"
"0","1","1","","0","1009802","6","1","0","122911","1009802006"
"0","1","1","","0","1009802","6","1","0","122811","1009802007"
"0","1","1","","0","1009802","6","1","0","122711","1009802008"
"","","","","","1009802","93","0","","1","1009802009"
"0","1","1","","0.8","1009802","6","1","0.4","333","1009802010"
"","1","","","0.2","1009802","3","lsv_walk","","122911","1009802011"
"","-235","2","","","1009802","2","-200","0","122911","1009802012"
"0","1","1","","0.4","1009802","6","1","1","122911","1009802013"
"","1","","","0.2","1009802","3","lsv_walk","","122811","1009802014"
"","-220","2","","","1009802","2","100","0","122811","1009802015"
"0","1","1","","0.4","1009802","6","1","1","122811","1009802016"
"","1","","","0.2","1009802","3","lsv_walk","","122711","1009802017"
"","-250","2","","","1009802","2","270","0","122711","1009802018"
"0","1","1","","0.4","1009802","6","1","1","122711","1009802019"
"","","","","","1009802","93","0","","2","1009802020"
"","1","","","0.2","1009802","3","lsv_idle_normal","","122911","1009802021"
"","1","","","0.2","1009802","3","lsv_idle_normal","","122811","1009802022"
"","1","","","0.2","1009802","3","lsv_idle_normal","","122711","1009802023"
"","","","","","1009802","93","0","","0.6","1009802024"
"","1","","","0.2","1009802","3","lsv_talk_sad_dead","","122811","1009802025"
"","0","0","","","1009802","21","vo_lsv_0221","","vo_lsv","1009802026"
"0","10","1","0","0","1009802","11","もう一回海に行ってみたけど\nみゅ～ちゃんの家族は\n見つからなかったねー","1","122811","1009802027"
"","","","","","1009802","91","","","0","1009802028"
"","1","","","0.2","1009802","3","lsv_idle_sad_talk1","","122811","1009802029"
"","1","","","0.2","1009802","3","lsv_talk_thinking_sadR","","122711","1009802030"
"","0","0","","","1009802","21","vo_lsv_0222","","vo_lsv","1009802031"
"0","10","1","0","0","1009802","11","うん。それどころか、\nわからないことが\nますます増えちゃったね。","1","122711","1009802032"
"","","","","","1009802","91","","","0","1009802033"
"","1","","","0.2","1009802","3","lsv_idle_normal_suprise1","","122711","1009802034"
"","1","","","0.2","1009802","3","lsv_idle_normal","","122811","1009802035"
"","1","","","0.2","1009802","3","lsv_talk_normal","","122911","1009802036"
"","0","0","","","1009802","21","vo_lsv_0223","","vo_lsv","1009802037"
"0","10","1","0","0","1009802","11","でも、みゅ～ちゃんの\nごはんのことはわかったよ～\nミミたちと同じのでいいって♪","1","122911","1009802038"
"","","","","","1009802","91","","","0","1009802039"
"","1","","","0.2","1009802","3","lsv_idle_normal_joyR","","122911","1009802040"
"","1","","","0.2","1009802","3","lsv_talk_normal","","122711","1009802041"
"","0","0","","","1009802","21","vo_lsv_0224","","vo_lsv","1009802042"
"0","10","1","0","0","1009802","11","あ、確かにそうだね。\nそのことがわかったのは\nよかったと思う。","1","122711","1009802043"
"","","","","","1009802","91","","","0","1009802044"
"","1","","","0.2","1009802","3","lsv_idle_normal","","122711","1009802045"
"","1","","","0.2","1009802","3","lsv_talk_surprise","","122911","1009802046"
"","0","0","","","1009802","21","vo_lsv_0225","","vo_lsv","1009802047"
"0","10","1","0","0","1009802","11","みゅ～ちゃんは、どんな\nごはんが好きになるのかな～？\nおにいちゃんならわかる？","1","122911","1009802048"
"","","","","","1009802","91","","","0","1009802049"
"","1","","","0.2","1009802","3","lsv_idle_surprise_talkjoy","","122911","1009802050"
"0.2","0","lsv_look_idle_normal","","0","1009802","3","lsv_choice","1","122911","1009802051"
"0.2","0","lsv_look_idle_normal","","0","1009802","3","lsv_choice","1","122811","1009802052"
"0.2","0","lsv_look_idle_normal","","0","1009802","3","lsv_choice","1","122711","1009802053"
"","","","","","1009802","93","0","","0.1","1009802054"
"0.2","-235","0.33","","","1009802","2","-452","2","122911","1009802055"
"0.2","-220","0.33","","","1009802","2","420","2","122811","1009802056"
"0.2","-250","0.33","","","1009802","2","545","2","122711","1009802057"
"","1","","","0.2","1009802","22","0","","0","1009802058"
"","0","","","","1009802","103","1009802062","","ケーキ。","1009802059"
"","0","","","","1009802","103","1009802086","","リンゴ。","1009802060"
"","0","","","","1009802","103","1009802109","","パン。","1009802061"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122911","1009802062"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122811","1009802063"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122711","1009802064"
"","","","","","1009802","93","0","","0.1","1009802065"
"0.2","-235","0.33","","","1009802","2","-200","2","122911","1009802066"
"0.2","-220","0.33","","","1009802","2","100","2","122811","1009802067"
"0.2","-250","0.33","","","1009802","2","270","2","122711","1009802068"
"","","","","","1009802","93","0","","0.7","1009802069"
"","1","","","0.2","1009802","3","lsv_talk_joy3","","122911","1009802070"
"","0","0","","","1009802","21","vo_lsv_0226","","vo_lsv","1009802071"
"0","10","1","0","0","1009802","11","ケーキ、おいしいもんね～\nミミもだ～い好きっ♪","1","122911","1009802072"
"","","","","","1009802","91","","","0","1009802073"
"","1","","","0.2","1009802","3","lsv_idle_normal_joy","","122911","1009802074"
"","1","","","0.2","1009802","3","lsv_talk_wish_joy","","122811","1009802075"
"","0","0","","","1009802","21","vo_lsv_0227","","vo_lsv","1009802076"
"0","10","1","0","0","1009802","11","ケーキ…それなら\nどのケーキが好きなのかも\n調べたほうがいいね、絶対！","1","122811","1009802077"
"","","","","","1009802","91","","","0","1009802078"
"","1","","","0.2","1009802","3","lsv_idle_wish_joy","","122811","1009802079"
"0.2","0","lsv_talk_doya_shy_loop","","0","1009802","3","lsv_talk_doya_shy","1","122711","1009802080"
"","0","0","","","1009802","21","vo_lsv_0228","","vo_lsv","1009802081"
"0","10","1","0","0","1009802","11","そう言って、いろんなケーキを\n食べたいだけなんじゃ…\nでも、私も賛成っ♪","1","122711","1009802082"
"","","","","","1009802","91","","","0","1009802083"
"","1","","","0.2","1009802","3","lsv_idle_doya","","122711","1009802084"
"","","","","","1009802","101","","","1009802133","1009802085"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122911","1009802086"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122811","1009802087"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122711","1009802088"
"","","","","","1009802","93","0","","0.1","1009802089"
"0.2","-235","0.33","","","1009802","2","-200","2","122911","1009802090"
"0.2","-220","0.33","","","1009802","2","100","2","122811","1009802091"
"0.2","-250","0.33","","","1009802","2","270","2","122711","1009802092"
"","","","","","1009802","93","0","","0.7","1009802093"
"","1","","","0.2","1009802","3","lsv_talk_thinking_joyR","","122711","1009802094"
"","0","0","","","1009802","21","vo_lsv_0229","","vo_lsv","1009802095"
"0","10","1","0","0","1009802","11","リンゴ…くだものですか。\n健康的でいいと思います。","1","122711","1009802096"
"","","","","","1009802","91","","","0","1009802097"
"","1","","","0.2","1009802","3","lsv_idle_normal_joy","","122711","1009802098"
"0.2","0","lsv_talk_guts2_joy_loop","","0","1009802","3","lsv_talk_guts2_joy","1","122911","1009802099"
"","0","0","","","1009802","21","vo_lsv_0230","","vo_lsv","1009802100"
"0","10","1","0","0","1009802","11","ミミ、ウサギさんの形に\n切ったリンゴ好き～♪","1","122911","1009802101"
"","","","","","1009802","91","","","0","1009802102"
"","1","","","0.2","1009802","3","lsv_idle_normal_joyR","","122911","1009802103"
"0.2","0","lsv_talk_guts2_loop","","0","1009802","3","lsv_talk_guts2","1","122811","1009802104"
"","0","0","","","1009802","21","vo_lsv_0231","","vo_lsv","1009802105"
"0","10","1","0","0","1009802","11","ミソギたちも切ってあげよっ！\nむずかしそうだけど、\nきっとなんとかなるって！","1","122811","1009802106"
"","","","","","1009802","91","","","0","1009802107"
"","","","","","1009802","101","","","1009802133","1009802108"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122911","1009802109"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122811","1009802110"
"0.2","0","lsv_idle_normal","","0","1009802","3","lsv_choice","1","122711","1009802111"
"","","","","","1009802","93","0","","0.1","1009802112"
"0.2","-235","0.33","","","1009802","2","-200","2","122911","1009802113"
"0.2","-220","0.33","","","1009802","2","100","2","122811","1009802114"
"0.2","-250","0.33","","","1009802","2","270","2","122711","1009802115"
"","","","","","1009802","93","0","","0.7","1009802116"
"","1","","","0.2","1009802","3","lsv_talk_normal_worry","","122811","1009802117"
"","0","0","","","1009802","21","vo_lsv_0232","","vo_lsv","1009802118"
"0","10","1","0","0","1009802","11","パンかぁ…なんか普通だなー\nミソギたちも毎日食べてるし","1","122811","1009802119"
"","","","","","1009802","91","","","0","1009802120"
"","1","","","0.2","1009802","3","lsv_idle_normal_suprise1","","122811","1009802121"
"","1","","","0.2","1009802","3","lsv_talk_normal","","122711","1009802122"
"","0","0","","","1009802","21","vo_lsv_0233","","vo_lsv","1009802123"
"0","10","1","0","0","1009802","11","でも、嫌いだったら毎日は\n食べられないよ。\nそれに、アレンジもできるし。","1","122711","1009802124"
"","","","","","1009802","91","","","0","1009802125"
"","1","","","0.2","1009802","3","lsv_idle_normal","","122711","1009802126"
"","1","","","0.2","1009802","3","lsv_talk_wish_joy","","122911","1009802127"
"","0","0","","","1009802","21","vo_lsv_0234","","vo_lsv","1009802128"
"0","10","1","0","0","1009802","11","サンドイッチなら、\nミミたちにも作れるかも！\n作ってみよ～♪","1","122911","1009802129"
"","","","","","1009802","91","","","0","1009802130"
"","1","","","0.2","1009802","3","lsv_idle_wish_joyR","","122911","1009802131"
"","","","","","1009802","101","","","1009802133","1009802132"
"","","","","","1009802","91","","","0","1009802133"
"","","","","","1009802","102","","","","1009802134"
"","","","","","1009802","22","0.2","","0","1009802135"
"","","","","","1009802","93","","","0.2","1009802136"
"0","1","0","0","0","1009802","12","11","0","122811","1009802137"
"0.2","0","lsv_surprise3_kira_loop","","0.2","1009802","3","lsv_surprise3_kira","1","122811","1009802138"
"","","","","","1009802","93","0","","3","1009802139"
"","1","","","0.2","1009802","3","lsv_idle_normal_joy","","122811","1009802140"
"0","1","0","0","0","1009802","12","10","0","122711","1009802141"
"","1","","","0.2","1009802","3","lsv_talk_joy3_dere","","122711","1009802142"
"","","","","","1009802","93","0","","3","1009802143"
"","1","","","0.2","1009802","3","lsv_idle_normal_joy","","122711","1009802144"
"0","1","0","0","0","1009802","12","7","0","122911","1009802145"
"","1","","","0.2","1009802","3","lsv_talk_memory","","122911","1009802146"
"","","","","","1009802","93","0","","3","1009802147"
"","1","","","0.2","1009802","3","lsv_idle_normal_joyR","","122911","1009802148"
"","","","","","1009802","101","","","1009802137","1009802149"
"0","1","1","","1","1009802","6","1","0","333","1009802150"
"","","","","","1009802","4","1","","122911","1009802151"
"","1","","","0.2","1009802","3","lsv_run","","122911","1009802152"
"","-235","0.8","","","1009802","2","-750","0","122911","1009802153"
"","","","","","1009802","4","0","","122811","1009802154"
"","1","","","0.2","1009802","3","lsv_run","","122811","1009802155"
"","-220","0.8","","","1009802","2","750","0","122811","1009802156"
"","","","","","1009802","4","0","","122711","1009802157"
"","1","","","0.2","1009802","3","lsv_run","","122711","1009802158"
"","-250","0.8","","","1009802","2","850","0","122711","1009802159"
"","","","","","1009802","93","","","0.6","1009802160"
"0","1","1","","0.2","1009802","6","1","0","122911","1009802161"
"0","1","1","","0.2","1009802","6","1","0","122811","1009802162"
"0","1","1","","0.2","1009802","6","1","0","122711","1009802163"
"","","","","","1009802","91","","","0","1009802164"
"0","101","-700","lsv_idle_normal","1.95","1009803","1","100411","-220","1","1009803001"
"0","100","-550","lsv_idle_normal","1.95","1009803","1","103611","-235","1","1009803002"
"0","102","-800","lsv_idle_normal","1.95","1009803","1","102011","-250","1","1009803003"
"0","0","0","lsv_white_loop","1","1009803","5","333","0","1","1009803004"
"0","1","1","","0","1009803","6","1","0","333","1009803005"
"","-630","110","","0","1009803","31","13","1.3","3","1009803006"
"0","1","1","","0","1009803","6","1","0","100411","1009803007"
"0","1","1","","0","1009803","6","1","0","103611","1009803008"
"0","1","1","","0","1009803","6","1","0","102011","1009803009"
"","","","","","1009803","93","0","","1","1009803010"
"0","1","1","","0.8","1009803","6","1","0.4","333","1009803011"
"","1","","","0.2","1009803","3","lsv_walk_glad","","100411","1009803012"
"","-220","2","","","1009803","2","-100","0","100411","1009803013"
"0","1","1","","0.4","1009803","6","1","1","100411","1009803014"
"","1","","","0.2","1009803","3","lsv_walk_glad2","","103611","1009803015"
"","-235","2.2","","","1009803","2","100","0","103611","1009803016"
"0","1","1","","0.4","1009803","6","1","1","103611","1009803017"
"","1","","","0.2","1009803","3","lsv_walk_glad","","102011","1009803018"
"","-250","2","","","1009803","2","-270","0","102011","1009803019"
"0","1","1","","0.4","1009803","6","1","1","102011","1009803020"
"","","","","","1009803","32","1","","13","1009803021"
"","110","2","","","1009803","33","-180","0","13","1009803022"
"","","","","","1009803","93","","","2","1009803023"
"","","","","","1009803","32","0","","13","1009803024"
"","1","","","0.2","1009803","3","lsv_idle_normal","","100411","1009803025"
"","1","","","0.2","1009803","3","lsv_idle_normal","","102011","1009803026"
"","","","","","1009803","93","","","0.2","1009803027"
"","","","","","1009803","4","1","","103611","1009803028"
