d72ffcc1240400f64bce62c265b6864674b79ad0bc3c4a256338eaf1eec2eb62,2e7dd9c184e4e9d3bd46b241507dacec091c2abc9d11396547b6739b81474c92,f70796c8aaf8585b9cfd29222cea937b79fb0d1537314b24c849f962cd44beac,ebb7f5097238b7c52d8ddf6743a37973ada14d218c4c1e24f0a9aa0ea822ba24,693825f905f5d3e6e8f6c11491b0ba6bb2e610ccf17a566d13f9f406b8957e93,fd7f96e7c20e531f043261af68d6b80ae9088bc9cadc0f1c514f46cb96a962f3,86deb9befbf306bc72563023517422edb411be13394978b7a8c83f10c14a7766,a023d9b91bce7d326d666f544d451d20795223c4d887a98052767461af6bb92f,30116e32119be0d0509ea1d8039d4fbece071d1d98e11d44cc6018edfd6a11ef,406e6ccdae680eb4c8e55bf2a1a4487d2d3c7eead8914466eb39ed235e0c5da6,129a23b81cef88a954bac3a66c38dfcf4c5b26e88e2c78c79f997efe6e0a0fb4,b32a096f5bea89193869be52d2ec1690e0f95dd0b5e82c58ee73757795ee49d3,dda63c30a6d2c0059c6763a84e31136eac826600c91fac2e465f1450e6a6a57e,1b662998c2ed033379739e172afbe542152c4424dfda9a7ca3c9042a38eb1c42,4599212ca5019c44a38a4c517111137861448f2efcb8b7d221955d03266fd1db
"2213","100","2212","2211","0","1","0","2816","0","-25","221","22","1","2022/03/08 5:00:00","0"
"2313","100","2312","2311","0","1","0","2816","0","-66","231","23","1","2022/03/09 5:00:00","0"
"2413","100","2412","2411","0","1","0","2816","0","-107","241","24","1","2022/03/10 5:00:00","0"
"2513","100","2512","2511","0","1","0","2816","0","-149","251","25","1","2022/03/11 5:00:00","0"
"2613","100","2612","2611","0","1","0","2816","0","-188","261","26","1","2022/03/12 5:00:00","0"
"2713","100","2712","2711","0","1","0","2816","0","-96","271","27","1","2022/03/13 5:00:00","0"
"2813","100","2812","2811","0","1","0","2816","0","-133","281","28","1","2022/03/14 5:00:00","0"
"2913","100","2912","2911","0","1","0","2816","0","-174","291","29","1","2022/03/15 5:00:00","0"
"3013","100","3012","3011","0","1","0","2816","0","-230","301","30","1","2022/03/16 5:00:00","0"
"3113","100","3112","3111","0","1","0","2816","0","-272","311","31","1","2022/03/17 5:00:00","0"
"3213","100","3212","3211","0","1","0","2816","0","-313","321","32","1","2022/03/18 5:00:00","0"
"3313","100","3312","3311","0","1","0","2816","0","-240","331","33","1","2022/03/19 5:00:00","0"
"3413","100","3412","3411","0","1","0","2816","0","-260","341","34","1","2022/03/20 5:00:00","0"
"3513","100","3512","3511","0","1","0","2816","0","-280","351","35","1","2022/03/21 5:00:00","0"
"3613","100","3612","3611","0","1","0","2816","0","-354","361","36","1","2022/03/22 5:00:00","0"
"3713","100","3712","3711","0","1","0","2816","0","-395","371","37","1","2022/03/23 5:00:00","0"
"3813","100","3812","3811","0","1","0","2816","0","-436","381","38","1","2022/03/24 5:00:00","0"
"3913","100","3912","3911","0","1","0","2816","0","-477","391","39","1","2022/03/25 5:00:00","0"
"4013","100","4012","4011","0","1","0","2816","0","-400","401","40","1","2022/03/26 5:00:00","0"
"4113","100","4112","4111","0","1","0","2816","0","-438","411","41","1","2022/03/27 5:00:00","0"
"4213","100","4212","4211","0","1","0","2816","0","0","421","42","1","2022/03/28 5:00:00","0"
"4313","200","4312","4311","0","2","0","2816","0","371","431","43","2","2022/03/29 5:00:00","0"
"4413","200","4412","4411","0","2","0","2816","0","343","441","44","2","2022/03/30 5:00:00","0"
"4513","200","4512","4511","0","2","9105803","2816","105801","260","451","45","2","2022/03/31 5:00:00","0"
"4613","200","4612","4611","0","2","0","2816","0","313","461","46","2","2022/04/01 5:00:00","0"
"4713","200","4712","4711","0","2","0","2816","0","285","471","47","2","2022/04/02 5:00:00","0"
"4813","200","4812","4811","0","2","9102003","2816","102001","260","481","48","2","2022/04/03 5:00:00","0"
"4913","200","4912","4911","0","2","0","2816","0","257","491","49","2","2022/04/04 5:00:00","0"
"5013","200","5012","5011","0","2","9100203","2816","100201","173","501","50","2","2022/04/05 5:00:00","0"
"5113","200","5112","5111","0","2","0","2816","0","227","511","51","2","2022/04/06 5:00:00","0"
"5213","200","5212","5211","0","2","9105503","2816","105501","57","521","52","2","2022/04/07 5:00:00","0"
"5313","200","5312","5311","0","2","0","2816","0","197","531","53","2","2022/04/08 5:00:00","0"
"5413","200","5412","5411","0","2","0","2816","0","169","541","54","2","2022/04/09 5:00:00","0"
"5513","200","5512","5511","0","2","9101603","2816","101601","-55","551","55","2","2022/04/10 5:00:00","0"
"5613","200","5612","5611","0","2","0","2816","0","141","561","56","2","2022/04/11 5:00:00","0"
"5713","200","5712","5711","0","2","0","2816","0","111","571","57","2","2022/04/12 5:00:00","0"
"5813","200","5812","5811","0","2","0","2816","0","81","581","58","2","2022/04/13 5:00:00","0"
"5913","200","5912","5911","0","2","0","2816","0","53","591","59","2","2022/04/14 5:00:00","0"
"6013","200","6012","6011","0","2","0","2816","0","-180","601","60","2","2022/04/15 5:00:00","0"
"6113","200","6112","6111","0","2","0","2816","0","-210","611","61","2","2022/04/16 5:00:00","0"
"6213","200","6212","6211","0","2","9106703","2816","106701","-221","621","62","2","2022/04/17 5:00:00","0"
"6313","200","6312","6311","0","2","0","2816","0","24","631","63","2","2022/04/18 5:00:00","0"
"6413","200","6412","6411","0","2","0","2816","0","-6","641","64","2","2022/04/19 5:00:00","0"
"6513","200","6512","6511","0","2","0","2816","0","-33","651","65","2","2022/04/20 5:00:00","0"
"6613","200","6612","6611","0","2","0","2816","0","-63","661","66","2","2022/04/21 5:00:00","0"
"6713","200","6712","6711","0","2","0","2816","0","-91","671","67","2","2022/04/22 5:00:00","0"
"6813","200","6812","6811","0","2","0","2816","0","-121","681","68","2","2022/04/23 5:00:00","0"
"6913","200","6912","6911","0","2","0","2816","0","-150","691","69","2","2022/04/24 5:00:00","0"
"7013","200","7012","7011","0","2","0","2816","0","-180","701","70","2","2022/04/25 5:00:00","0"
"7113","200","7112","7111","0","2","0","2816","0","-208","711","71","2","2022/04/26 5:00:00","0"
"7213","200","7212","7211","0","2","0","2816","0","-236","721","72","2","2022/04/27 5:00:00","0"
"7313","200","7312","7311","0","2","0","2816","0","-266","731","73","2","2022/04/28 5:00:00","0"
"7413","200","7412","7411","0","2","0","2816","0","-295","741","74","2","2022/04/29 5:00:00","0"
"7513","200","7512","7511","0","2","0","2816","0","-360","751","75","2","2022/04/30 5:00:00","1"
"7613","100","7612","7611","0","1","0","2816","0","344","761","76","3","2022/05/01 5:00:00","0"
"7713","100","7712","7711","0","1","0","2816","0","306","771","77","3","2022/05/02 5:00:00","0"
"7813","100","7812","7811","0","1","0","2816","0","390","781","78","3","2022/05/03 5:00:00","0"
"7913","100","7912","7911","0","1","0","2816","0","267","791","79","3","2022/05/04 5:00:00","0"
"8013","100","8012","8011","0","1","9104403","2816","104401","254","801","80","3","2022/05/05 5:00:00","0"
"8113","100","8112","8111","0","1","0","2816","0","230","811","81","3","2022/05/06 5:00:00","0"
"8213","100","8212","8211","0","1","0","2816","0","192","821","82","3","2022/05/07 5:00:00","0"
"8313","100","8312","8311","0","1","0","2816","0","284","831","83","3","2022/05/08 5:00:00","0"
"8413","100","8412","8411","0","1","0","2816","0","153","841","84","3","2022/05/09 5:00:00","0"
"8513","100","8512","8511","0","1","9102303","2816","102301","0","851","85","3","2022/05/10 5:00:00","0"
"8613","100","8612","8611","0","1","9105903","2816","105901","-207","861","86","3","2022/05/11 5:00:00","0"
"8713","100","8712","8711","0","1","0","2816","0","116","871","87","3","2022/05/12 5:00:00","0"
"8813","100","8812","8811","0","1","0","2816","0","78","881","88","3","2022/05/13 5:00:00","0"
"8913","100","8912","8911","0","1","0","2816","0","173","891","89","3","2022/05/14 5:00:00","0"
"9013","100","9012","9011","0","1","0","2816","0","145","901","90","3","2022/05/15 5:00:00","0"
"9113","100","9112","9111","0","1","0","2816","0","40","911","91","3","2022/05/16 5:00:00","0"
"9213","100","9212","9211","0","1","0","2816","0","0","921","92","3","2022/05/17 5:00:00","0"
"9313","100","9312","9311","0","1","0","2816","0","-36","931","93","3","2022/05/18 5:00:00","0"
"9413","100","9412","9411","0","1","0","2816","0","-75","941","94","3","2022/05/19 5:00:00","0"
"9513","100","9512","9511","0","1","0","2816","0","-111","951","95","3","2022/05/20 5:00:00","0"
"9613","100","9612","9611","0","1","0","2816","0","-113","961","96","3","2022/05/21 5:00:00","0"
"9713","100","9712","9711","0","1","0","2816","0","-150","971","97","3","2022/05/22 5:00:00","0"
"9813","100","9812","9811","0","1","0","2816","0","-226","981","98","3","2022/05/23 5:00:00","0"
"9913","100","9912","9911","0","1","0","2816","0","0","991","99","3","2022/05/24 5:00:00","0"
"10013","100","10012","10011","0","1","0","2816","0","-70","1001","100","3","2022/05/25 5:00:00","0"
"10113","100","10112","10111","0","1","0","2816","0","-171","1011","101","3","2022/05/26 5:00:00","0"
"10213","100","10212","10211","0","1","0","2816","0","-263","1021","102","3","2022/05/27 5:00:00","0"
"10313","100","10312","10311","0","1","0","2816","0","-302","1031","103","3","2022/05/28 5:00:00","0"
"10413","100","10412","10411","0","1","0","2816","0","-245","1041","104","3","2022/05/29 5:00:00","0"
"10513","100","10512","10511","0","1","0","2816","0","-318","1051","105","3","2022/05/30 5:00:00","0"
"10613","100","10612","10611","0","1","0","2816","0","-348","1061","106","3","2022/05/31 5:00:00","1"
"10713","300","10712","10711","0","0","0","2816","0","328","1071","107","4","2022/06/01 5:00:00","0"
"10813","300","10812","10811","0","0","0","2816","0","287","1081","108","4","2022/06/02 5:00:00","0"
"10913","300","10912","10911","0","0","9104203","2816","104201","220","1091","109","4","2022/06/03 5:00:00","0"
"11013","300","11012","11011","0","0","0","2816","0","360","1101","110","4","2022/06/04 5:00:00","0"
"11113","300","11112","11111","0","0","0","2816","0","324","1111","111","4","2022/06/05 5:00:00","0"
"11213","300","11212","11211","0","0","9104003","2816","104001","110","1121","112","4","2022/06/06 5:00:00","0"
"11313","300","11312","11311","0","0","0","2816","0","246","1131","113","4","2022/06/07 5:00:00","0"
"11413","300","11412","11411","0","0","0","2816","0","205","1141","114","4","2022/06/08 5:00:00","0"
"11513","300","11512","11511","0","0","9102103","2816","102101","-70","1151","115","4","2022/06/09 5:00:00","0"
"11613","300","11612","11611","0","0","0","2816","0","334","1161","116","4","2022/06/10 5:00:00","0"
"11713","300","11712","11711","0","0","0","2816","0","280","1171","117","4","2022/06/11 5:00:00","0"
"11813","300","11812","11811","0","0","0","2816","0","164","1181","118","4","2022/06/12 5:00:00","0"
"11913","300","11912","11911","0","0","0","2816","0","123","1191","119","4","2022/06/13 5:00:00","0"
"12013","300","12012","12011","0","0","0","2816","0","82","1201","120","4","2022/06/14 5:00:00","0"
"12113","300","12112","12111","0","0","0","2816","0","122","1211","121","4","2022/06/15 5:00:00","0"
"12213","300","12212","12211","0","0","0","2816","0","92","1221","122","4","2022/06/16 5:00:00","0"
"12313","300","12312","12311","0","0","9106303","2816","106301","-100","1231","123","4","2022/06/17 5:00:00","0"
"12413","300","12412","12411","0","0","0","2816","0","41","1241","124","4","2022/06/18 5:00:00","0"
"12513","300","12512","12511","0","0","0","2816","0","0","1251","125","4","2022/06/19 5:00:00","0"
"12613","300","12612","12611","0","0","0","2816","0","70","1261","126","4","2022/06/20 5:00:00","0"
"12713","300","12712","12711","0","0","0","2816","0","31","1271","127","4","2022/06/21 5:00:00","0"
"12813","300","12812","12811","0","0","0","2816","0","-41","1281","128","4","2022/06/22 5:00:00","0"
"12913","300","12912","12911","0","0","0","2816","0","-82","1291","129","4","2022/06/23 5:00:00","0"
"13013","300","13012","13011","0","0","0","2816","0","-123","1301","130","4","2022/06/24 5:00:00","0"
"13113","300","13112","13111","0","0","9106503","2816","106501","-180","1311","131","4","2022/06/25 5:00:00","0"
"13213","300","13212","13211","0","0","0","2816","0","-164","1321","132","4","2022/06/26 5:00:00","0"
"13313","300","13312","13311","0","0","0","2816","0","-205","1331","133","4","2022/06/27 5:00:00","0"
"13413","300","13412","13411","0","0","0","2816","0","-246","1341","134","4","2022/06/28 5:00:00","0"
"13513","300","13512","13511","0","0","0","2816","0","-287","1351","135","4","2022/06/29 5:00:00","0"
"13613","300","13612","13611","0","0","0","2816","0","-370","1361","136","4","2022/06/30 5:00:00","1"
"13713","400","13712","13711","0","3","0","2816","0","357","1371","137","5","2022/07/01 5:00:00","0"
"13813","400","13812","13811","0","3","0","2816","0","319","1381","138","5","2022/07/02 5:00:00","0"
"13913","400","13912","13911","0","3","0","2816","0","330","1391","139","5","2022/07/03 5:00:00","0"
"14013","400","14012","14011","0","3","0","2816","0","305","1401","140","5","2022/07/04 5:00:00","0"
"14113","400","14112","14111","0","3","9100903","2816","100901","310","1411","141","5","2022/07/05 5:00:00","0"
"14213","400","14212","14211","0","3","0","2816","0","282","1421","142","5","2022/07/06 5:00:00","0"
"14313","400","14312","14311","0","3","9101703","2816","101701","133","1431","143","5","2022/07/07 5:00:00","0"
"14413","400","14412","14411","0","3","0","2816","0","246","1441","144","5","2022/07/08 5:00:00","0"
"14513","400","14512","14511","0","3","0","2816","0","209","1451","145","5","2022/07/09 5:00:00","0"
"14613","400","14612","14611","0","3","0","2816","0","172","1461","146","5","2022/07/10 5:00:00","0"
"14713","400","14712","14711","0","3","9105603","2816","105601","129","1471","147","5","2022/07/11 5:00:00","0"
"14813","400","14812","14811","0","3","0","2816","0","134","1481","148","5","2022/07/12 5:00:00","0"
"14913","400","14912","14911","0","3","0","2816","0","97","1491","149","5","2022/07/13 5:00:00","0"
"15013","400","15012","15011","0","3","0","2816","0","60","1501","150","5","2022/07/14 5:00:00","0"
"15113","400","15112","15111","0","3","0","2816","0","22","1511","151","5","2022/07/15 5:00:00","0"
"15213","400","15212","15211","0","3","0","2816","0","-12","1521","152","5","2022/07/16 5:00:00","0"
"15313","400","15312","15311","0","3","0","2816","0","-49","1531","153","5","2022/07/17 5:00:00","0"
"15413","400","15412","15411","0","3","0","2816","0","-86","1541","154","5","2022/07/18 5:00:00","0"
"15513","400","15512","15511","0","3","0","2816","0","-29","1551","155","5","2022/07/19 5:00:00","0"
"15613","400","15612","15611","0","3","0","2816","0","-55","1561","156","5","2022/07/20 5:00:00","0"
"15713","400","15712","15711","0","3","0","2816","0","-124","1571","157","5","2022/07/21 5:00:00","0"
"15813","400","15812","15811","0","3","0","2816","0","-161","1581","158","5","2022/07/22 5:00:00","0"
"15913","400","15912","15911","0","3","0","2816","0","-199","1591","159","5","2022/07/23 5:00:00","0"
"16013","400","16012","16011","0","3","0","2816","0","-235","1601","160","5","2022/07/24 5:00:00","0"
"16113","400","16112","16111","0","3","9106803","2816","106801","0","1611","161","5","2022/07/25 5:00:00","0"
"16213","400","16212","16211","0","3","0","2816","0","-272","1621","162","5","2022/07/26 5:00:00","0"
"16313","400","16312","16311","0","3","0","2816","0","-309","1631","163","5","2022/07/27 5:00:00","0"
"16413","400","16412","16411","0","3","9105303","2816","105301","-172","1641","164","5","2022/07/28 5:00:00","0"
"16513","400","16512","16511","0","3","0","2816","0","-299","1651","165","5","2022/07/29 5:00:00","0"
"16613","400","16612","16611","0","3","9102703","2816","102701","-233","1661","166","5","2022/07/30 5:00:00","0"
"16713","400","16712","16711","0","3","0","2816","0","-356","1671","167","5","2022/07/31 5:00:00","1"
"16813","400","16812","16811","0","3","0","2816","0","306","1681","168","6","2022/08/01 5:00:00","0"
"16913","400","16912","16911","0","3","0","2816","0","226","1691","169","6","2022/08/02 5:00:00","0"
"17013","400","17012","17011","0","3","0","2816","0","146","1701","170","6","2022/08/03 5:00:00","0"
"17113","400","17112","17111","0","3","0","2816","0","66","1711","171","6","2022/08/04 5:00:00","0"
"17213","400","17212","17211","0","3","0","2816","0","-14","1721","172","6","2022/08/05 5:00:00","0"
"17313","400","17312","17311","0","3","0","2816","0","-94","1731","173","6","2022/08/06 5:00:00","0"
"17413","400","17412","17411","0","3","9110803","2816","110801","270","1741","174","6","2022/08/07 5:00:00","0"
"17513","400","17512","17511","0","3","0","2816","0","-174","1751","175","6","2022/08/08 5:00:00","0"
"17613","400","17612","17611","0","3","9104303","2816","104301","55","1761","176","6","2022/08/09 5:00:00","0"
"17713","400","17712","17711","0","3","9100403","2816","100401","50","1771","177","6","2022/08/10 5:00:00","0"
"17813","400","17812","17811","0","3","9103703","2816","103701","-120","1781","178","6","2022/08/11 5:00:00","0"
"17823","400","17822","17821","0","3","9106103","2816","106101","-210","1782","179","6","2022/08/11 5:00:00","0"
"17913","400","17912","17911","0","3","0","2816","0","-254","1791","180","6","2022/08/12 5:00:00","0"
"18013","400","18012","18011","0","3","0","2816","0","-369","1801","181","6","2022/08/13 5:00:00","1"
"18113","400","18112","18111","0","3","9101803","2816","101801","295","1811","182","7","2022/08/14 5:00:00","0"
"18213","400","18212","18211","0","3","0","2816","0","326","1821","183","7","2022/08/15 5:00:00","0"
"18313","400","18312","18311","0","3","0","2816","0","271","1831","184","7","2022/08/16 5:00:00","0"
"18413","400","18412","18411","0","3","0","2816","0","216","1841","185","7","2022/08/17 5:00:00","0"
"18513","400","18512","18511","0","3","0","2816","0","161","1851","186","7","2022/08/18 5:00:00","0"
"18613","400","18612","18611","0","3","0","2816","0","106","1861","187","7","2022/08/19 5:00:00","0"
"18713","400","18712","18711","0","3","0","2816","0","51","1871","188","7","2022/08/20 5:00:00","0"
"18813","400","18812","18811","0","3","9101303","2816","101301","150","1881","189","7","2022/08/21 5:00:00","0"
"18913","400","18912","18911","0","3","0","2816","0","-4","1891","190","7","2022/08/22 5:00:00","0"
"19013","400","19012","19011","0","3","0","2816","0","-59","1901","191","7","2022/08/23 5:00:00","0"
"19113","400","19112","19111","0","3","0","2816","0","-114","1911","192","7","2022/08/24 5:00:00","0"
"19213","400","19212","19211","0","3","9101103","2816","101101","5","1921","193","7","2022/08/25 5:00:00","0"
"19313","400","19312","19311","0","3","0","2816","0","-169","1931","194","7","2022/08/26 5:00:00","0"
"19413","400","19412","19411","0","3","9100103","2816","100101","-130","1941","195","7","2022/08/27 5:00:00","0"
"19513","400","19512","19511","0","3","0","2816","0","-224","1951","196","7","2022/08/28 5:00:00","0"
"19613","400","19612","19611","0","3","0","2816","0","-279","1961","197","7","2022/08/29 5:00:00","0"
"19713","400","19712","19711","0","3","0","2816","0","-369","1971","198","7","2022/08/30 5:00:00","0"
"19813","400","19812","19811","0","3","9103003","2816","103001","-250","1981","199","7","2022/08/31 5:00:00","1"
"19913","500","19912","19911","0","0","0","2816","0","571","1991","200","8","2022/09/01 5:00:00","0"
"20013","500","20012","20011","0","0","9106003","2816","106001","480","2001","201","8","2022/09/02 5:00:00","0"
"20113","500","20112","20111","0","0","0","2816","0","516","2011","202","8","2022/09/03 5:00:00","0"
"20213","500","20212","20211","0","0","0","2816","0","461","2021","203","8","2022/09/04 5:00:00","0"
"20313","500","20312","20311","0","0","9101503","2816","101501","390","2031","204","8","2022/09/05 5:00:00","0"
"20413","500","20412","20411","0","0","0","2816","0","406","2041","205","8","2022/09/06 5:00:00","0"
"20513","500","20512","20511","0","0","9105403","2816","105401","340","2051","206","8","2022/09/07 5:00:00","0"
"20613","500","20612","20611","0","0","0","2816","0","351","2061","207","8","2022/09/08 5:00:00","0"
"20713","500","20712","20711","0","0","0","2816","0","296","2071","208","8","2022/09/09 5:00:00","0"
"20813","500","20812","20811","0","0","0","2816","0","241","2081","209","8","2022/09/10 5:00:00","0"
"20913","500","20912","20911","0","0","0","2816","0","186","2091","210","8","2022/09/11 5:00:00","0"
"21013","500","21012","21011","0","0","9118503","2816","118501","170","2101","211","8","2022/09/12 5:00:00","0"
"21113","500","21112","21111","0","0","0","2816","0","131","2111","212","8","2022/09/13 5:00:00","0"
"21213","500","21212","21211","0","0","0","2816","0","76","2121","213","8","2022/09/14 5:00:00","0"
"21313","500","21312","21311","0","0","9110903","2816","110901","50","2131","214","8","2022/09/15 5:00:00","0"
"21413","500","21412","21411","0","0","0","2816","0","21","2141","215","8","2022/09/16 5:00:00","0"
"21513","500","21512","21511","0","0","0","2816","0","-34","2151","216","8","2022/09/17 5:00:00","0"
"21613","500","21612","21611","0","0","0","2816","0","-89","2161","217","8","2022/09/18 5:00:00","0"
"21713","500","21712","21711","0","0","9118003","2816","118001","-120","2171","218","8","2022/09/19 5:00:00","0"
"21813","500","21812","21811","0","0","0","2816","0","-144","2181","219","8","2022/09/20 5:00:00","0"
"21913","500","21912","21911","0","0","0","2816","0","-199","2191","220","8","2022/09/21 5:00:00","0"
"22013","500","22012","22011","0","0","9101003","2816","101001","-270","2201","221","8","2022/09/22 5:00:00","0"
"22113","500","22112","22111","0","0","0","2816","0","-254","2211","222","8","2022/09/23 5:00:00","0"
"22213","500","22212","22211","0","0","0","2816","0","-309","2221","223","8","2022/09/24 5:00:00","0"
"22313","500","22312","22311","0","0","0","2816","0","-364","2231","224","8","2022/09/25 5:00:00","0"
"22413","500","22412","22411","0","0","0","2816","0","-419","2241","225","8","2022/09/26 5:00:00","0"
"22513","500","22512","22511","0","0","0","2816","0","-474","2251","226","8","2022/09/27 5:00:00","0"
"22613","500","22612","22611","0","0","0","2816","0","-529","2261","227","8","2022/09/28 5:00:00","0"
"22713","500","22712","22711","0","0","9106603","2816","106601","-370","2271","228","8","2022/09/29 5:00:00","0"
"22813","500","22812","22811","0","0","0","2816","0","-579","2281","229","8","2022/09/30 5:00:00","1"
"22913","500","22912","22911","0","0","0","2816","0","383","2291","230","9","2022/10/01 5:00:00","0"
"23013","500","23012","23011","0","0","0","2816","0","339","2301","231","9","2022/10/02 5:00:00","0"
"23113","500","23112","23111","0","0","0","2816","0","296","2311","232","9","2022/10/03 5:00:00","0"
"23213","500","23212","23211","0","0","9102803","2816","102801","290","2321","233","9","2022/10/04 5:00:00","0"
"23313","500","23312","23311","0","0","0","2816","0","253","2331","234","9","2022/10/05 5:00:00","0"
"23413","500","23412","23411","0","0","0","2816","0","210","2341","235","9","2022/10/06 5:00:00","0"
"23513","500","23512","23511","0","0","0","2816","0","167","2351","236","9","2022/10/07 5:00:00","0"
"23613","500","23612","23611","0","0","0","2816","0","200","2361","237","9","2022/10/08 5:00:00","0"
"23713","500","23712","23711","0","0","0","2816","0","180","2371","238","9","2022/10/09 5:00:00","0"
"23813","500","23812","23811","0","0","9100803","2816","100801","130","2381","239","9","2022/10/10 5:00:00","0"
"23913","500","23912","23911","0","0","0","2816","0","125","2391","240","9","2022/10/11 5:00:00","0"
"24013","500","24012","24011","0","0","0","2816","0","83","2401","241","9","2022/10/12 5:00:00","0"
"24113","500","24112","24111","0","0","0","2816","0","100","2411","242","9","2022/10/13 5:00:00","0"
"24213","500","24212","24211","0","0","0","2816","0","80","2421","243","9","2022/10/14 5:00:00","0"
"24313","500","24312","24311","0","0","0","2816","0","41","2431","244","9","2022/10/15 5:00:00","0"
"24413","500","24412","24411","0","0","0","2816","0","-1","2441","245","9","2022/10/16 5:00:00","0"
"24513","500","24512","24511","0","0","0","2816","0","-43","2451","246","9","2022/10/17 5:00:00","0"
"24613","500","24612","24611","0","0","0","2816","0","10","2461","247","9","2022/10/18 5:00:00","0"
"24713","500","24712","24711","0","0","0","2816","0","-10","2471","248","9","2022/10/19 5:00:00","0"
"24813","500","24812","24811","0","0","0","2816","0","-10","2481","249","9","2022/10/20 5:00:00","0"
"24913","500","24912","24911","0","0","0","2816","0","-40","2491","250","9","2022/10/21 5:00:00","0"
"25013","500","25012","25011","0","0","0","2816","0","-85","2501","251","9","2022/10/22 5:00:00","0"
"25113","500","25112","25111","0","0","0","2816","0","-127","2511","252","9","2022/10/23 5:00:00","0"
"25213","500","25212","25211","0","0","9104903","2816","104901","-130","2521","253","9","2022/10/24 5:00:00","0"
"25313","500","25312","25311","0","0","9104703","2816","104701","-270","2531","254","9","2022/10/25 5:00:00","0"
"25413","500","25412","25411","0","0","0","2816","0","-169","2541","255","9","2022/10/26 5:00:00","0"
"25513","500","25512","25511","0","0","0","2816","0","-211","2551","256","9","2022/10/27 5:00:00","0"
"25613","500","25612","25611","0","0","0","2816","0","-253","2561","257","9","2022/10/28 5:00:00","0"
"25713","500","25712","25711","0","0","0","2816","0","-295","2571","258","9","2022/10/29 5:00:00","0"
"25813","500","25812","25811","0","0","0","2816","0","-337","2581","259","9","2022/10/30 5:00:00","0"
"25913","500","25912","25911","0","0","0","2816","0","-379","2591","260","9","2022/10/31 5:00:00","1"
"26013","500","26012","26011","0","0","0","2816","0","600","2601","261","10","2022/11/01 5:00:00","0"
"26113","500","26112","26111","0","0","0","2816","0","560","2611","262","10","2022/11/02 5:00:00","0"
