e7f41f8cc6a2f469d9971640e36c16d2be4a3a14a680800cd6d265ef06549e77,14ac2bd758fd6d3c94f34cfed3b0ebe7b05b275ed4caea422dd22bc0bc20cc8a,b66528415b46c767b1573c78b865e5076016ee8f20ed339ed5a2ee7df9a4cbb6,829844551f2392f4f6681dd79af1887e2e8b11912f1fea55ff5c0d2c7aaf8590,b10f4264ae150019749e1ac07a56df9b36e81542884f59025ff55fd2fe24a11c,8a879399a1fc774440edd50dcf447f99849d787b191f200f3b4b0b75aecf9941,e3dd2df187c6bbe22a9a66456813013f25215c6a4cde1be7b6079faa730845d5,6cc1437a721b18c4667663842b6b51daf7e364ebc37fa0470471e5fb2a39a011,5440a1dd9633a437b4e749f3ecf782088d815eed3921b6f6292b2cbed1a8e77d,1543788d6ee284583543844948e12be3f01e4a1895572b665c7c2e7d1089c6b9,942a5559146bbb1a0d781198f991f090d7606fae3d3b84fe31decdbb4c6a0dd3,86281384fbd155a69517259c68f6d9f2ff55258dd9e191e94c52acb5c4ad09f8,8f79370198d361ea38e515d81a4fa91e8abf18e4cafeb990ffe1680fa151b526,3cfdb024ffc4309e2eeea11c9b000a741fe8bb25d9b80c32b905d13d2fc32a06,e208f89eac944c934c2abcc04adf2d226037075d9bfa0de0c01f45101276ac29,12d587ab12f61b005a8671ce864242f032908d7c3e19cc8205c143f4d0655633,709c5325bf5780b779a98a439b13e06919f008ccca6dc20defae23f96a7ebd0a,cfaebdddaf45807241d64991d07ac5fbbb1b987f013031d57cd0f0fad8845031
"28","6000","0","50","0","0","0","8","6000","91002","0","0","0","0","0","0","0","0"
"29","6100","0","50","0","0","0","8","6100","91002","0","0","0","0","0","0","0","0"
"30","6200","0","50","0","0","0","8","6200","91002","0","0","0","0","0","0","0","0"
"31","6300","0","50","0","0","0","8","6300","91002","0","0","0","0","0","0","0","0"
"32","6400","0","50","0","0","0","8","6400","91002","0","0","0","0","0","0","0","0"
"33","6500","0","50","0","0","0","8","6500","91002","0","0","0","0","0","0","0","0"
"34","6600","0","50","0","0","0","8","6600","91002","0","0","0","0","0","0","0","0"
"35","6700","0","50","0","0","0","8","6700","91002","0","0","0","0","0","0","0","0"
"36","6800","0","50","0","0","0","8","6800","91002","0","0","0","0","0","0","0","0"
"37","6900","0","50","0","0","0","8","6900","91002","0","0","0","0","0","0","0","0"
"38","7000","0","50","0","0","0","8","7000","91002","0","0","0","0","0","0","0","0"
"39","7100","0","50","0","0","0","8","7100","91002","0","0","0","0","0","0","0","0"
"40","7200","0","50","0","0","0","8","7200","91002","0","0","0","0","0","0","0","0"
"41","7300","0","50","0","0","0","8","7300","91002","0","0","0","0","0","0","0","0"
"42","7400","0","50","0","0","0","8","7400","91002","0","0","0","0","0","0","0","0"
"43","7500","0","50","0","0","0","8","7500","91002","0","0","0","0","0","0","0","0"
"44","7600","0","50","0","0","0","8","7600","91002","0","0","0","0","0","0","0","0"
"45","7700","0","50","0","0","0","8","7700","91002","0","0","0","0","0","0","0","0"
"46","7800","0","50","0","0","0","8","7800","91002","0","0","0","0","0","0","0","0"
"47","7900","0","50","0","0","0","8","7900","91002","0","0","0","0","0","0","0","0"
"48","8000","0","50","0","0","0","8","8000","91002","0","0","0","0","0","0","0","0"
"49","8100","0","15","0","0","0","8","8100","91002","0","0","0","0","0","0","0","0"
"50","8200","0","15","0","0","0","8","8200","91002","0","0","0","0","0","0","0","0"
"51","8300","0","15","0","0","0","8","8300","91002","0","0","0","0","0","0","0","0"
"52","8400","0","15","0","0","0","8","8400","91002","0","0","0","0","0","0","0","0"
"53","8500","0","15","0","0","0","8","8500","91002","0","0","0","0","0","0","0","0"
"54","8600","0","15","0","0","0","8","8600","91002","0","0","0","0","0","0","0","0"
"55","8700","0","15","0","0","0","8","8700","91002","0","0","0","0","0","0","0","0"
"56","8800","0","15","0","0","0","8","8800","91002","0","0","0","0","0","0","0","0"
"57","8900","0","15","0","0","0","8","8900","91002","0","0","0","0","0","0","0","0"
"58","9000","0","15","0","0","0","8","9000","91002","0","0","0","0","0","0","0","0"
"59","9100","0","15","0","0","0","8","9100","91002","0","0","0","0","0","0","0","0"
"60","9200","0","15","0","0","0","8","9200","91002","0","0","0","0","0","0","0","0"
"61","9300","0","15","0","0","0","8","9300","91002","0","0","0","0","0","0","0","0"
"62","9400","0","15","0","0","0","8","9400","91002","0","0","0","0","0","0","0","0"
"63","9500","0","15","0","0","0","8","9500","91002","0","0","0","0","0","0","0","0"
"64","9600","0","15","0","0","0","8","9600","91002","0","0","0","0","0","0","0","0"
"65","9700","0","15","0","0","0","8","9700","91002","0","0","0","0","0","0","0","0"
"66","9800","0","15","0","0","0","8","9800","91002","0","0","0","0","0","0","0","0"
"67","9900","0","15","0","0","0","8","9900","91002","0","0","0","0","0","0","0","0"
"68","10000","0","15","0","0","0","8","10000","91002","0","0","0","0","0","0","0","0"
"69","10100","0","15","0","0","0","8","10100","91002","0","0","0","0","0","0","0","0"
"70","10200","0","15","0","0","0","8","10200","91002","0","0","0","0","0","0","0","0"
"71","10300","0","15","0","0","0","8","10300","91002","0","0","0","0","0","0","0","0"
"72","10400","0","15","0","0","0","8","10400","91002","0","0","0","0","0","0","0","0"
"73","10500","0","15","0","0","0","8","10500","91002","0","0","0","0","0","0","0","0"
"74","10600","0","15","0","0","0","8","10600","91002","0","0","0","0","0","0","0","0"
"75","10700","0","15","0","0","0","8","10700","91002","0","0","0","0","0","0","0","0"
"76","10800","0","15","0","0","0","8","10800","91002","0","0","0","0","0","0","0","0"
"77","10900","0","15","0","0","0","8","10900","91002","0","0","0","0","0","0","0","0"
"78","11000","0","15","0","0","0","8","11000","91002","0","0","0","0","0","0","0","0"
"79","11100","0","15","0","0","0","8","11100","91002","0","0","0","0","0","0","0","0"
"80","11200","0","15","0","0","0","8","11200","91002","0","0","0","0","0","0","0","0"
"81","11300","0","15","0","0","0","8","11300","91002","0","0","0","0","0","0","0","0"
"82","11400","0","15","0","0","0","8","11400","91002","0","0","0","0","0","0","0","0"
"83","11500","0","15","0","0","0","8","11500","91002","0","0","0","0","0","0","0","0"
"84","11600","0","15","0","0","0","8","11600","91002","0","0","0","0","0","0","0","0"
"85","11700","0","15","0","0","0","8","11700","91002","0","0","0","0","0","0","0","0"
"86","11800","0","15","0","0","0","8","11800","91002","0","0","0","0","0","0","0","0"
"87","11900","0","15","0","0","0","8","11900","91002","0","0","0","0","0","0","0","0"
"88","12000","0","15","0","0","0","8","12000","91002","0","0","0","0","0","0","0","0"
"89","12100","0","15","0","0","0","8","12100","91002","0","0","0","0","0","0","0","0"
"90","12200","0","15","0","0","0","8","12200","91002","0","0","0","0","0","0","0","0"
"91","12300","0","15","0","0","0","8","12300","91002","0","0","0","0","0","0","0","0"
"92","12400","0","15","0","0","0","8","12400","91002","0","0","0","0","0","0","0","0"
"93","12500","0","15","0","0","0","8","12500","91002","0","0","0","0","0","0","0","0"
"94","12600","0","15","0","0","0","8","12600","91002","0","0","0","0","0","0","0","0"
"95","12700","0","15","0","0","0","8","12700","91002","0","0","0","0","0","0","0","0"
"96","12800","0","15","0","0","0","8","12800","91002","0","0","0","0","0","0","0","0"
"97","12900","0","15","0","0","0","8","12900","91002","0","0","0","0","0","0","0","0"
"98","13000","0","15","0","0","0","8","13000","91002","0","0","0","0","0","0","0","0"
"99","13100","0","15","0","0","0","8","13100","91002","0","0","0","0","0","0","0","0"
"100","13200","0","15","0","0","0","8","13200","91002","0","0","0","0","0","0","0","0"
"101","13300","0","15","0","0","0","8","13300","91002","0","0","0","0","0","0","0","0"
"102","13400","0","15","0","0","0","8","13400","91002","0","0","0","0","0","0","0","0"
"103","13500","0","15","0","0","0","8","13500","91002","0","0","0","0","0","0","0","0"
"104","13600","0","15","0","0","0","8","13600","91002","0","0","0","0","0","0","0","0"
"105","13700","0","15","0","0","0","8","13700","91002","0","0","0","0","0","0","0","0"
"106","13800","0","15","0","0","0","8","13800","91002","0","0","0","0","0","0","0","0"
"107","13900","0","15","0","0","0","8","13900","91002","0","0","0","0","0","0","0","0"
"108","14000","0","15","0","0","0","8","14000","91002","0","0","0","0","0","0","0","0"
"109","14100","0","15","0","0","0","8","14100","91002","0","0","0","0","0","0","0","0"
"110","14200","0","15","0","0","0","8","14200","91002","0","0","0","0","0","0","0","0"
"111","14300","0","15","0","0","0","8","14300","91002","0","0","0","0","0","0","0","0"
"112","14400","0","15","0","0","0","8","14400","91002","0","0","0","0","0","0","0","0"
"113","14500","0","15","0","0","0","8","14500","91002","0","0","0","0","0","0","0","0"
"114","14600","0","15","0","0","0","8","14600","91002","0","0","0","0","0","0","0","0"
"115","14700","0","15","0","0","0","8","14700","91002","0","0","0","0","0","0","0","0"
"116","14800","0","15","0","0","0","8","14800","91002","0","0","0","0","0","0","0","0"
"117","14900","0","15","0","0","0","8","14900","91002","0","0","0","0","0","0","0","0"
"118","15000","0","15","0","0","0","8","15000","91002","0","0","0","0","0","0","0","0"
