c3c1d3c65598848cbdc5f9493dc1e927fe2265c4cf81a175f751c0386d09c7d1,b4781808ff5ac09dd90656430947e2d6af1fd4c53988f83065b86e5a8f26e9ef,3ac56e1c60978b65c33a2c1847ddea0b4f71a95d415824453521ce1d370eab28,814aabc6c9104df83e5c219cf20f0c1d4a432973a04dbf641d5f957f0f62774b,3875d028d163d1ebc8b8bd8407675cb331c736e7b468e8e2ea6c7973fa9535d6,f5aaa3b488287a3510b2966bfc02457d264e1006e959ea11a9e40f7cd6c5197f,ea450ff870b5936799fc37ef3f470dac2448053ff74f7525f5f4594ef70afca2,2273cc47bb96e6433bc80717fc7f6b738c02c5a0022c00b69f3ad97cf2941616,aefcc8dfac833a73dafb4ba7b49841017d72a9715487dcfedf38955acea9d30a,21e57e29ce18d992a9922714f3e8601d9acce9e9298385ede377fdb5187089c4,8d28455c95647348df8b3281f3505a811b77f9b7928ca2f403aa58b67bc3e351,3abe863488aa5e73c0d22fd38ad917522733baa351239e016612e558106d6244,75804c45f77fcd019ed01f81ed716422859fdebd7c20f88cdf021b2635a3e34c,28f849b7cdde4bc9a0300c2653e08d05aa653bdb68c25230da24f957f3e209fc,9225764ac10907e036d4e05ca7fd3d25ea950b2c7f79517bb8e7222932ce151e,1be9271db759d0996cbeea5d68a9129a5780ea12a7a07b10c5571945a4e1d515
"1","2","2000","0","デイリージュエルパック{1}日目のアイテムセット","3","0","1","2","0","87","デイリージュエルパック未受け取り分のジュエル","403","104","17001001","30"
"0","1","0","1","","3","3","0","1","0","88","","0","103","0","7"
"0","1","0","1","","3","3","0","1","0","89","","0","103","0","30"
"20","4","0","0","","0","0","3","0","9421","101","","0","0","0","0"
"21","4","0","0","","0","0","4","0","9422","102","","0","0","0","0"
"22","4","0","0","","0","0","5","0","9423","103","","0","0","0","0"
"23","4","0","0","","0","0","6","0","9424","104","","0","0","0","0"
"24","4","0","0","","0","0","7","0","9425","105","","0","0","0","0"
"25","4","0","0","","0","0","8","0","9426","106","","0","0","0","0"
"26","4","0","0","","0","0","10","0","9427","107","","0","0","0","0"
"27","4","0","0","","0","0","11","0","9428","108","","0","0","0","0"
"28","4","0","0","","0","0","16","0","9429","109","","0","0","0","0"
"29","4","0","0","","0","0","17","0","9430","110","","0","0","0","0"
"2","6","0","0","","0","0","24","0","9432","111","","0","0","0","0"
"2","6","0","0","","0","0","25","0","9432","112","","0","0","0","0"
"1","5","0","0","","0","0","26","0","9319","113","","0","908","0","0"
"1","7","0","0","","0","0","27","0","9319","114","","0","0","0","0"
"1","5","0","0","","0","0","28","0","9319","115","","0","908","0","0"
"18","6","0","0","","0","0","29","0","9433","116","","0","0","0","0"
"4","6","0","0","","0","0","30","0","9432","117","","0","0","0","0"
"1","5","0","0","","0","0","31","0","9319","118","","0","908","0","0"
"1","5","0","0","","0","0","32","0","9319","119","","0","908","0","0"
"4","6","0","0","","0","0","33","0","9434","120","","0","0","0","0"
"5","6","0","0","","0","0","34","0","9432","121","","0","0","0","0"
"6","6","0","0","","0","0","35","0","9435","122","","0","0","0","0"
"7","6","0","0","","0","0","36","0","9435","123","","0","0","0","0"
"8","6","0","0","","0","0","37","0","9435","124","","0","0","0","0"
"9","6","0","0","","0","0","38","0","9435","125","","0","0","0","0"
"10","6","0","0","","0","0","39","0","9435","126","","0","0","0","0"
"1","5","0","0","","0","0","40","0","9319","127","","0","908","0","0"
"4","6","0","0","","0","0","41","0","9434","128","","0","0","0","0"
"5","6","0","0","","0","0","42","0","9432","129","","0","0","0","0"
"6","6","0","0","","0","0","43","0","9437","130","","0","0","0","0"
"7","6","0","0","","0","0","44","0","9436","131","","0","0","0","0"
"8","6","0","0","","0","0","45","0","9436","132","","0","0","0","0"
"9","6","0","0","","0","0","46","0","9436","133","","0","0","0","0"
"10","6","0","0","","0","0","47","0","9436","134","","0","0","0","0"
"11","6","0","0","","0","0","48","0","9436","135","","0","0","0","0"
"17","6","0","0","","0","0","49","0","9438","136","","0","0","0","0"
"16","6","0","0","","0","0","50","0","9439","137","","0","0","0","0"
"1","5","0","0","","0","0","51","0","9440","138","","0","908","0","0"
"19","6","0","0","","0","0","52","0","9441","139","","0","0","0","0"
"2","5","0","0","","0","0","53","0","9319","140","","0","908","0","0"
"3","6","0","0","","0","0","54","0","9432","141","","0","0","0","0"
"4","6","0","0","","0","0","55","0","9434","142","","0","0","0","0"
"5","6","0","0","","0","0","56","0","9437","143","","0","0","0","0"
"6","6","0","0","","0","0","57","0","9436","144","","0","0","0","0"
"7","6","0","0","","0","0","58","0","9436","145","","0","0","0","0"
"8","6","0","0","","0","0","59","0","9436","146","","0","0","0","0"
"9","6","0","0","","0","0","60","0","9436","147","","0","0","0","0"
"10","6","0","0","","0","0","61","0","9436","148","","0","0","0","0"
"11","6","0","0","","0","0","62","0","9436","149","","0","0","0","0"
"12","6","0","0","","0","0","63","0","9436","150","","0","0","0","0"
"13","6","0","0","","0","0","64","0","9436","151","","0","0","0","0"
"15","6","0","0","","0","0","65","0","9438","152","","0","0","0","0"
"1","5","0","0","","0","0","66","0","9442","153","","0","908","0","0"
"3","5","0","0","","0","0","67","0","9440","154","","0","908","0","0"
"4","6","0","0","","0","0","68","0","9441","155","","0","0","0","0"
"5","6","0","0","","0","0","69","0","9443","156","","0","0","0","0"
"6","6","0","0","","0","0","70","0","9433","157","","0","0","0","0"
"7","6","0","0","","0","0","71","0","9434","158","","0","0","0","0"
"8","6","0","0","","0","0","72","0","9437","159","","0","0","0","0"
"9","6","0","0","","0","0","73","0","9444","160","","0","0","0","0"
"10","6","0","0","","0","0","74","0","9436","161","","0","0","0","0"
"11","6","0","0","","0","0","75","0","9436","162","","0","0","0","0"
"12","6","0","0","","0","0","76","0","9436","163","","0","0","0","0"
"13","6","0","0","","0","0","77","0","9436","164","","0","0","0","0"
"14","6","0","0","","0","0","78","0","9436","165","","0","0","0","0"
"12","6","0","0","","0","0","79","0","9436","166","","0","0","0","0"
"13","6","0","0","","0","0","80","0","9436","167","","0","0","0","0"
"14","6","0","0","","0","0","81","0","9436","168","","0","0","0","0"
