ae30904b07961e83f0de9ab37d03df4d2fe5d0b7d1d0076a8b6a645fe7b35fcf,5ebf15abe54686ba9953d1bfc544b1719ea2a91ef75fec2c35f1dcdf1d9d4ff3,a6ea13cb0305a1fee2d20aacfdfefb14bbe2a33a97dcf7502822af3fc1c59c70,4faf31980673557b3585151e107cc4894b2309f4b692c561d1cd642ea80fae29,2b7a16ea5113bb9a8fbc143365666658e3d2eedc8215bd2f4fc8d9a0e8a4cad2,c5c3fc4ed70a9398456b2282eba3d885ce4c66165803c500959183b36c000138,00b4b0872630f4d0090d082b6675ee2622ac3974bda8fd7277fef42c358a8cd3,a46fb8e592306df4f5ab836265f07fe06354341b14168b8f8c536b4133193979,80ada95d86b671e0a23085ca0077b06d981c7e73fc3f65c9f0cb053dfb58336b,5f8a422fe5d321acc4699b9d2941deb9b0611d27196eaaefbfd0be33c56bb44c,faf64c1fb104b4471b6b6e9485d551cc20eb7dee5b4fef65b9e0e81e3a6d78ef,fa7740951331916f1d2d46b2758cfeed1d1126ae36655865a4eff18cbfce1f37,22437293f7e2d977468f5adc8818cf972a07c755de96195a7743d1a50b744981,38fb8685f63ecdfa666400c60e3002e0e48351105ca67b56932938d47f3e80fa,9d4c89a366ea1d65232fa8f97d2013f7234f0bd1e907f1ea2c6b2385f2aa077c,1f529aa1fbd2f3f249dad6891dce1ecdd6832aff18d92e13f3d204df99813730,433a38ebfa560a0029a7dd75e5b9f669e49c844ce9d8bbea43c4ad21e41077ed,3a31f64320a25357ffd1f526e62d6a5a61f15f0cc7afd0090c7abb60def280c8,3c3e10f1db2a48a662e006f7b74485566ad5c93717a41f9eb7e46ca85a10caef,141121c3587e369a6a1a60f61ff28f4542b0b74a1f62923f0f74d794e3e4f083,6e98b93d5c9bcfaa3c4b7c011d8fd757ab9541931c94b63b28037514142f4243,61c20c054e4488ff398d1e11d27df579378d8c42c82f76b1d7982aac618ce24c,2e44bf1d0713c11393d4afedc88c036d8b88cd03da29c00b0b3881c6f5ccb389,57ba96487625606c24bd02366f7f4215881c96457b46d55ca6b3a335f512d1e2,1dd639ef99a1c265ab930dc6a964ecd68be4d714062337be8d8a4013d64f43c2
"0","0","4","400","3","0","0","0","30","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","100301"
"0","0","5","500","3","0","0","1","40","0","0","2","600000","0","25001","0","15","2","30","0","0","0","0","0","100301"
"14","0","1","60","1","0","0","1","0","0","0","3","100000","0","32004","0","18","0","50","0","0","0","0","0","100401"
"7","0","1","30","2","0","0","1","0","0","0","2","100000","0","31004","0","11","0","50","0","0","0","0","0","100401"
"3","0","1","50","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","100401"
"6","0","2","150","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","100401"
"9","0","3","225","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","100401"
"12","0","4","270","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","100401"
"15","0","5","320","3","0","0","1","0","0","0","5","600000","0","25001","0","15","0","30","0","10","0","0","0","100401"
"0","0","1","0","1","0","0","1","0","0","0","3","100000","0","32005","0","18","0","50","0","0","1500","0","0","100501"
"0","0","1","0","2","0","0","1","0","0","0","2","100000","0","31005","0","11","0","50","0","0","1000","0","0","100501"
"2","0","1","40","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","2","0","100501"
"4","0","2","80","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","4","0","100501"
"6","0","3","120","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","6","0","100501"
"8","0","4","160","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","8","0","100501"
"10","0","5","200","3","0","0","1","0","0","0","5","600000","0","25001","0","15","0","30","0","0","0","10","0","100501"
"0","0","1","0","1","160","0","1","0","0","10","3","100000","0","32006","0","18","0","50","0","0","0","0","0","100601"
"0","0","1","0","2","80","0","1","0","0","5","2","100000","0","31006","0","11","0","50","0","0","0","0","0","100601"
"0","0","1","0","3","90","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","100601"
"0","0","2","0","3","180","0","0","0","0","5","0","200000","0","25001","0","15","0","15","0","0","0","0","0","100601"
"0","0","3","0","3","270","0","0","0","0","10","0","400000","0","25001","0","15","0","20","0","0","0","0","0","100601"
"0","0","4","0","3","360","0","0","0","0","15","0","500000","0","25001","0","15","0","25","0","0","0","0","0","100601"
"0","0","5","0","3","450","0","1","0","0","20","5","600000","0","25001","0","15","0","30","0","0","0","0","0","100601"
"10","0","1","0","1","0","0","1","0","0","0","0","100000","0","32007","0","18","0","50","0","4","1500","0","0","100701"
"15","0","1","0","2","0","0","1","0","0","0","0","100000","0","31007","0","11","0","50","0","5","1000","0","0","100701"
"6","0","1","0","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","2","0","0","0","100701"
"12","0","2","0","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","4","0","0","0","100701"
"18","0","3","0","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","6","0","0","0","100701"
"24","0","4","0","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","8","0","0","0","100701"
"30","0","5","0","3","0","0","1","0","0","0","0","600000","0","25001","0","15","0","30","0","10","0","0","0","100701"
"0","0","1","0","1","240","0","1","0","0","0","5","100000","0","32008","0","18","0","50","0","0","0","0","0","100801"
"0","0","1","0","2","120","0","1","0","0","0","3","100000","0","31008","0","11","0","50","0","0","0","0","0","100801"
"0","0","1","0","3","130","0","0","0","0","5","0","100000","0","25001","0","15","0","10","0","0","0","0","0","100801"
"0","0","2","0","3","260","0","0","0","0","10","0","200000","0","25001","0","15","0","15","0","0","0","0","0","100801"
"0","0","3","0","3","390","0","0","0","0","15","0","400000","0","25001","0","15","0","20","0","0","0","0","0","100801"
"0","0","4","0","3","520","0","0","0","0","20","0","500000","0","25001","0","15","0","25","0","0","0","0","0","100801"
"0","0","5","0","3","650","0","1","0","0","25","2","600000","1","25001","0","15","0","30","0","0","0","0","0","100801"
"0","0","1","0","1","360","0","1","0","0","10","5","100000","0","32009","0","18","0","50","0","0","0","0","0","100901"
"0","0","1","0","2","180","0","1","0","0","10","3","100000","0","31009","0","11","0","50","0","0","0","0","0","100901"
"0","0","1","0","3","180","0","0","0","0","10","0","100000","0","25001","0","15","0","10","0","0","0","0","0","100901"
"0","0","2","0","3","360","0","0","0","0","20","0","200000","0","25001","0","15","0","15","0","0","0","0","0","100901"
"0","0","3","0","3","540","0","0","0","0","20","0","400000","0","25001","0","15","0","20","0","0","0","0","0","100901"
"0","0","4","0","3","720","0","0","0","0","30","0","500000","0","25001","0","15","0","25","0","0","0","0","0","100901"
"0","0","5","0","3","900","0","1","0","0","50","2","600000","0","25001","0","15","0","30","0","0","0","0","0","100901"
"0","0","1","0","1","100","10","1","0","0","0","0","100000","0","32010","0","18","0","50","0","0","0","0","0","101001"
"0","0","1","0","2","60","10","1","0","0","0","0","100000","0","31010","0","11","0","50","0","0","0","0","0","101001"
"2","0","1","0","3","20","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101001"
"4","0","2","0","3","40","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101001"
"6","0","3","0","3","60","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101001"
"8","0","4","0","3","80","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101001"
"10","0","5","0","3","100","10","1","0","0","0","0","600000","0","25001","0","15","0","30","0","0","0","0","0","101001"
"0","0","1","160","1","0","0","1","0","0","0","5","100000","0","32011","0","18","0","50","0","0","0","0","0","101101"
"0","0","1","80","2","0","0","1","0","0","0","3","100000","0","31011","0","11","0","50","0","0","0","0","0","101101"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101101"
"0","0","2","200","3","0","0","0","10","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101101"
"0","0","3","300","3","0","0","0","20","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101101"
"0","0","4","400","3","0","0","0","30","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101101"
"0","0","5","500","3","0","0","1","40","0","0","2","600000","0","25001","0","15","2","30","0","0","0","0","0","101101"
"0","0","1","0","1","160","0","1","0","0","10","3","100000","0","32012","0","18","0","50","0","0","0","0","0","101201"
"0","0","1","0","2","80","0","1","0","0","5","2","100000","0","31012","0","11","0","50","0","0","0","0","0","101201"
"0","0","1","0","3","100","0","0","0","0","5","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101201"
"0","0","2","0","3","200","0","0","0","0","10","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101201"
"0","0","3","0","3","300","0","0","0","0","15","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101201"
"0","0","4","0","3","400","0","0","0","0","20","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101201"
"0","0","5","0","3","500","0","1","0","0","25","0","600000","0","25001","0","15","2","30","0","0","0","0","0","101201"
"0","0","1","0","1","160","0","1","0","0","10","3","100000","0","32013","0","18","0","50","0","0","0","0","0","101301"
"0","0","1","0","2","80","0","1","0","0","5","2","100000","0","31013","0","11","0","50","0","0","0","0","0","101301"
"0","0","1","0","3","85","0","0","0","0","5","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101301"
"0","0","2","0","3","170","0","0","0","0","10","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101301"
"0","0","3","0","3","255","0","0","0","0","15","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101301"
"0","0","4","0","3","340","0","0","0","0","20","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101301"
"0","0","5","0","3","425","0","1","0","0","25","5","600000","0","25001","0","15","2","30","0","0","0","0","0","101301"
"25","0","1","0","1","240","0","1","0","0","0","0","100000","0","32014","0","18","0","50","0","0","0","0","0","101401"
"0","0","1","0","2","120","0","1","0","0","0","0","100000","0","31014","0","11","0","50","0","0","0","25","0","101401"
"4","0","1","0","3","130","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","4","0","101401"
"8","0","2","0","3","260","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","8","0","101401"
"12","0","3","0","3","390","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","12","0","101401"
"16","0","4","0","3","520","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","16","0","101401"
"18","0","5","0","3","650","0","1","0","0","0","0","600000","0","25001","0","15","0","30","0","0","0","18","0","101401"
"0","0","1","0","1","160","0","1","0","0","0","5","100000","0","32015","0","18","0","50","0","0","0","0","0","101501"
"0","0","1","0","2","80","0","1","0","0","0","3","100000","0","31015","0","11","0","50","0","0","0","0","0","101501"
"0","0","1","0","3","100","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101501"
"0","0","2","0","3","220","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101501"
"0","0","3","0","3","330","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101501"
"0","0","4","0","3","440","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101501"
"0","0","5","0","3","550","0","1","0","0","0","2","600000","0","25001","0","15","0","30","0","0","0","0","0","101501"
"0","0","1","160","1","0","0","1","0","0","0","5","100000","0","32016","0","18","0","50","0","0","0","0","0","101601"
"0","0","1","80","2","0","0","1","0","0","0","3","100000","0","31016","0","11","0","50","0","0","0","0","0","101601"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101601"
"0","0","2","220","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101601"
"0","0","3","330","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101601"
"0","0","4","440","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101601"
"0","0","5","550","3","0","0","1","0","0","0","2","600000","0","25001","0","15","0","30","0","0","0","0","0","101601"
"0","0","1","160","1","0","0","1","0","0","0","5","100000","0","32017","0","18","0","50","0","0","0","0","0","101701"
"0","0","1","80","2","0","0","1","0","0","0","3","100000","0","31017","0","11","0","50","0","0","0","0","0","101701"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","101701"
"0","0","2","220","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","101701"
"0","0","3","330","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","101701"
"0","0","4","440","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","101701"
"0","0","5","500","3","0","0","1","0","0","0","2","600000","0","25001","0","15","2","30","0","0","0","0","0","101701"
"5","0","1","0","1","100","0","1","0","0","0","0","100000","0","32018","0","18","0","50","0","0","0","5","0","101801"
"1","0","1","0","2","60","0","1","0","0","0","0","100000","0","31018","0","11","0","50","0","0","170","2","0","101801"
"1","0","1","0","3","20","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","1","0","101801"
"2","0","2","0","3","40","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","2","0","101801"
"3","0","3","0","3","60","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","3","0","101801"
"4","0","4","0","3","80","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","4","0","101801"
"6","0","5","0","3","100","0","1","0","0","0","2","600000","0","25001","0","15","0","30","0","0","0","7","0","101801"
"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101901"
"0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101901"
"0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101901"
"0","0","1","160","1","0","0","1","30","0","0","5","100000","0","32020","0","18","0","50","0","0","0","0","0","102001"
"0","0","1","120","2","0","0","1","15","0","0","3","100000","0","31020","0","11","0","50","0","0","0","0","0","102001"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","102001"
"0","0","2","200","3","0","0","0","10","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","102001"
"0","0","3","300","3","0","0","0","20","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","102001"
"0","0","4","400","3","0","0","0","30","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","102001"
"0","0","5","450","3","0","0","1","50","10","0","2","600000","0","25001","0","15","0","30","0","0","0","0","0","102001"
"0","0","1","95","1","0","0","1","0","0","0","5","100000","0","32021","0","18","0","50","0","0","0","0","0","102101"
"0","0","1","55","2","0","0","1","0","0","0","5","100000","0","31021","0","11","0","50","0","0","0","0","0","102101"
"4","0","1","0","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","3","0","102101"
"8","0","2","10","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","6","0","102101"
"12","0","3","20","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","9","0","102101"
"16","0","4","30","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","12","0","102101"
"20","0","5","40","3","0","0","1","0","15","0","0","600000","0","25001","0","15","0","30","0","0","0","15","0","102101"
"0","0","1","0","1","160","0","1","0","0","10","3","100000","0","32022","0","18","0","50","0","0","0","0","0","102201"
"0","0","1","0","2","80","0","1","0","0","5","2","100000","0","31022","0","11","0","50","0","0","0","0","0","102201"
"0","0","1","0","3","90","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","102201"
"0","0","2","0","3","180","0","0","0","0","5","0","200000","0","25001","0","15","0","15","0","0","0","0","0","102201"
"0","0","3","0","3","270","0","0","0","0","10","0","400000","0","25001","0","15","0","20","0","0","0","0","0","102201"
"0","0","4","0","3","360","0","0","0","0","15","0","500000","0","25001","0","15","0","25","0","0","0","0","0","102201"
"0","0","5","0","3","450","0","1","0","0","20","5","600000","0","25001","0","15","0","30","0","0","0","0","0","102201"
"0","0","1","100","1","0","0","1","0","0","0","5","100000","0","32023","0","18","0","50","0","0","0","5","0","102301"
"5","0","1","0","2","0","0","1","0","0","0","5","100000","0","31023","0","11","0","50","0","0","0","0","0","102301"
"5","0","1","0","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","5","0","102301"
"10","0","2","0","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","10","0","102301"
"15","0","3","0","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","15","0","102301"
"20","0","4","0","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","20","0","102301"
"25","0","5","0","3","0","0","1","0","0","0","0","600000","0","25001","0","15","0","30","0","0","0","25","0","102301"
"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102401"
"0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102401"
"0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102401"
"0","0","1","0","1","160","0","1","0","0","10","3","100000","0","32025","0","18","0","50","0","0","0","0","0","102501"
"0","0","1","0","2","80","0","1","0","0","5","2","100000","0","31025","0","11","0","50","0","0","0","0","0","102501"
"0","0","1","0","3","100","0","0","0","0","5","0","100000","0","25001","0","15","0","10","0","0","0","0","0","102501"
"0","0","2","0","3","200","0","0","0","0","10","0","200000","0","25001","0","15","0","15","0","0","0","0","0","102501"
"0","0","3","0","3","300","0","0","0","0","15","0","400000","0","25001","0","15","0","20","0","0","0","0","0","102501"
"0","0","4","0","3","400","0","0","0","0","20","0","500000","0","25001","0","15","0","25","0","0","0","0","0","102501"
"0","0","5","0","3","500","0","1","0","0","25","0","600000","0","25001","0","15","2","30","0","0","0","0","0","102501"
"0","0","1","200","1","0","10","1","0","0","0","5","100000","0","32026","0","18","0","50","0","0","0","0","0","102601"
"0","0","1","100","2","0","10","1","0","0","0","3","100000","0","31026","0","11","0","50","0","0","0","0","0","102601"
"0","0","1","50","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","2","0","102601"
"0","0","2","100","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","4","0","102601"
"0","0","3","150","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","6","0","102601"
"0","0","4","200","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","8","0","102601"
"0","0","5","250","3","0","10","1","0","0","0","2","600000","0","25001","0","15","0","30","0","0","0","10","0","102601"
"0","0","1","200","1","0","0","1","100","0","0","0","100000","0","32027","0","18","0","50","0","0","0","0","0","102701"
"0","0","1","80","2","0","0","1","0","0","0","3","100000","0","31027","0","11","0","50","0","0","0","0","0","102701"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","102701"
"0","0","2","200","3","0","0","0","10","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","102701"
"0","0","3","300","3","0","0","0","20","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","102701"
"0","0","4","400","3","0","0","0","30","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","102701"
"0","0","5","500","3","0","0","1","40","0","0","2","600000","0","25001","0","15","2","30","0","0","0","0","0","102701"
"5","0","1","0","1","0","0","1","0","0","0","5","100000","0","32028","0","18","0","50","0","0","1500","5","0","102801"
"10","0","1","0","2","0","0","1","0","0","0","0","100000","0","31028","0","11","0","50","0","0","1000","10","0","102801"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","102801"
"0","0","2","200","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","102801"
"0","0","3","300","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","102801"
"0","0","4","400","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","102801"
"0","0","5","500","3","0","0","1","0","0","0","5","600000","0","25001","0","15","2","30","0","0","0","0","0","102801"
"7","0","1","0","1","0","0","1","0","0","0","0","100000","0","32029","0","18","0","50","0","0","1500","7","0","102901"
"10","0","1","0","2","0","0","1","0","0","0","0","100000","0","31029","0","11","0","50","0","0","1000","10","0","102901"
"4","0","1","0","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","4","0","102901"
"8","0","2","0","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","8","0","102901"
"12","0","3","0","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","12","0","102901"
"16","0","4","0","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","16","0","102901"
"20","0","5","0","3","0","0","1","0","20","0","5","600000","0","25001","0","15","0","30","0","0","0","20","0","102901"
"0","0","1","160","1","0","0","1","30","0","0","5","100000","0","32030","0","18","0","50","0","0","0","0","0","103001"
"0","0","1","120","2","0","0","1","15","0","0","3","100000","0","31030","0","11","0","50","0","0","0","0","0","103001"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","103001"
"0","0","2","200","3","0","0","0","10","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","103001"
"0","0","3","300","3","0","0","0","20","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","103001"
"0","0","4","400","3","0","0","0","30","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","103001"
"0","0","5","450","3","0","0","1","40","15","0","2","600000","0","25001","0","15","0","30","0","0","0","0","0","103001"
"5","0","1","0","1","0","0","1","0","0","0","5","100000","0","32031","0","18","0","50","0","0","1500","5","0","103101"
"10","0","1","0","2","0","0","1","0","0","0","0","100000","0","31031","0","11","0","50","0","0","1000","10","0","103101"
"0","0","1","100","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","103101"
"0","0","2","200","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","103101"
"0","0","3","300","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","103101"
"0","0","4","400","3","0","0","0","0","0","0","0","500000","0","25001","0","15","0","25","0","0","0","0","0","103101"
"0","0","5","500","3","0","0","1","0","0","0","5","600000","0","25001","0","15","2","30","0","0","0","0","0","103101"
"15","0","1","160","1","0","0","1","0","0","0","0","100000","0","32032","0","18","0","50","0","0","0","15","0","103201"
"10","0","1","80","2","0","0","1","0","0","0","3","100000","0","31032","0","11","0","50","0","0","0","10","0","103201"
"0","0","1","110","3","0","0","0","0","0","0","0","100000","0","25001","0","15","0","10","0","0","0","0","0","103201"
"0","0","2","220","3","0","0","0","0","0","0","0","200000","0","25001","0","15","0","15","0","0","0","0","0","103201"
"0","0","3","330","3","0","0","0","0","0","0","0","400000","0","25001","0","15","0","20","0","0","0","0","0","103201"
