49514b6b1e840636d88254da49d5d50f7854c2fe4efe6dff7e07f0ace5bc5a32,720054c3756da3d0dd5b810c892920f1fa2a11b1ba7e41e7cc8c33a1a002d78a,7ad5d7774da710b9c7d3a1f722febc7776cb6cc25caef0e46adc1f369d7c77c0,9f287c2d8950a73cfa084e2a44bb94bb9e5b10d1ce122ba3b441e5a1ce198434,63ebc5cd57aca73898b18c585b47f12a23299d5a08f5403ebb8d5646cb15596b,22c4fec94f1af32749753d9147d20f8742d292273b7b136b9c46bea04fa275ea,bed0b80d5388880567a120c571e96686efc63f7ec5d316b1f59d4d48d28af1be,a9732d2766d080edfb286f735079d557af03cc07732fe63b5e95340e5e1ee679,c9077e4428ae3c184181604192cd97c14b8846287eab13866af2705da3d5507e,c36a6addad001f834428c93a85c1dc7838efdd461e0107d7716929dc71aa51d6,6bdea9cfd9872885bdc4eeeebf9daa2bf0ee9d7e37e5b7c3b0afb672e891364c
"91002","2","284001034","10","25014","34","2","22","8","25021","101"
"91002","2","284001035","10","25014","35","2","22","8","25021","103"
"91002","2","284001036","10","25014","36","2","23","8","25021","106"
"91002","2","284001037","10","25014","37","2","23","8","25021","108"
"91002","2","284001038","10","25014","38","2","24","8","25021","111"
"91002","2","284001039","10","25014","39","2","25","8","25021","113"
"91002","2","284001040","30","25014","40","2","25","8","25021","115"
"91002","2","284001041","10","25014","41","2","26","8","25021","121"
"91002","2","284001042","10","25014","42","2","27","8","25021","123"
"91002","2","284001043","10","25014","43","2","28","8","25021","125"
"91002","2","284001044","10","25014","44","2","28","8","25021","128"
"91002","2","284001045","10","25014","45","2","29","8","25021","130"
"91002","2","284001046","10","25014","46","2","30","8","25021","132"
"91002","2","284001047","10","25014","47","2","30","8","25021","135"
"91002","2","284001048","10","25014","48","2","31","8","25021","137"
"91002","2","284001049","10","25014","49","2","31","8","25021","139"
"91002","2","284001050","30","25014","50","2","31","8","25021","142"
"91002","2","284001051","10","25014","51","2","32","8","25021","144"
"91002","2","284001052","10","25014","52","2","32","8","25021","146"
"91002","2","284001053","10","25014","53","2","32","8","25021","149"
"91002","2","284001054","10","25014","54","2","33","8","25021","152"
"91002","2","284001055","10","25014","55","2","33","8","25021","155"
"91002","2","284001056","10","25014","56","2","33","8","25021","157"
"91002","2","284001057","10","25014","57","2","34","8","25021","160"
"91002","2","284001058","10","25014","58","2","34","8","25021","163"
"91002","2","284001059","10","25014","59","2","34","8","25021","166"
"91002","2","284001060","30","25014","60","2","35","8","25021","169"
"91002","2","284001061","10","25014","61","2","35","8","25021","171"
"91002","2","284001062","10","25014","62","2","35","8","25021","174"
"91002","2","284001063","10","25014","63","2","36","8","25021","177"
"91002","2","284001064","10","25014","64","2","36","8","25021","180"
"91002","2","284001065","10","25014","65","2","36","8","25021","182"
"91002","2","284001066","10","25014","66","2","37","8","25021","185"
"91002","2","284001067","10","25014","67","2","37","8","25021","187"
"91002","2","284001068","10","25014","68","2","37","8","25021","190"
"91002","2","284001069","10","25014","69","2","38","8","25021","193"
"91002","2","284001070","30","25014","70","2","38","8","25021","196"
"91002","2","284001071","10","25014","71","2","39","8","25021","200"
"91002","2","284001072","10","25014","72","2","39","8","25021","204"
"91002","2","284001073","10","25014","73","2","40","8","25021","208"
"91002","2","284001074","10","25014","74","2","40","8","25021","212"
"91002","2","284001075","10","25014","75","2","41","8","25021","216"
"91002","2","284001076","10","25014","76","2","41","8","25021","220"
"91002","2","284001077","10","25014","77","2","42","8","25021","224"
"91002","2","284001078","10","25014","78","2","42","8","25021","228"
"91002","2","284001079","10","25014","79","2","43","8","25021","232"
"91002","2","284001080","30","25014","80","2","43","8","25021","236"
"91002","2","284001081","10","25014","81","2","44","8","25021","240"
"91002","2","284001082","10","25014","82","2","44","8","25021","244"
"91002","2","284001083","10","25014","83","2","45","8","25021","248"
"91002","2","284001084","10","25014","84","2","45","8","25021","252"
"91002","2","284001085","10","25014","85","2","46","8","25021","256"
"91002","2","284001086","10","25014","86","2","46","8","25021","260"
"91002","2","284001087","10","25014","87","2","47","8","25021","264"
"91002","2","284001088","10","25014","88","2","47","8","25021","268"
"91002","2","284001089","10","25014","89","2","48","8","25021","272"
"91002","2","284001090","30","25014","90","2","48","8","25021","276"
"91002","2","284001091","10","25014","91","2","49","8","25021","280"
"91002","2","284001092","10","25014","92","2","49","8","25021","284"
"91002","2","284001093","10","25014","93","2","50","8","25021","288"
"91002","2","284001094","10","25014","94","2","50","8","25021","292"
"91002","2","284001095","10","25014","95","2","51","8","25021","296"
"91002","2","284001096","10","25014","96","2","51","8","25021","300"
"91002","2","284001097","10","25014","97","2","52","8","25021","304"
"91002","2","284001098","10","25014","98","2","52","8","25021","308"
"91002","2","284001099","10","25014","99","2","53","8","25021","312"
"91002","2","284001100","30","25014","100","2","53","8","25021","316"
