8023417a92036814604d9090d1226198dd6877552056243597f78c384fcba9d5,2ad5e9659ca17710b8be57155f1ad0147feadd237caa4aeede3859286343e9ac,225a4e5702aa83f1e2ca389120d235ab333a83d5c8d496cac08bfca77f54b3c0,9167b2e734289deeea1bfcdf2d7c4a4caa3f11ce38247845a05c1b1a8e2fc86d,ee38164d824ab59067e38eae50d6b0e2c631406072f32b76aeaf30a7fa49bedb,e73aca0553af5bd3bda962ad29da0d23d8be40f386312aac92ac278606eb09fd,c71a7ef6ebd07c540675aaf33e5b9095496a32363fede629c8001c64dafe09e2,20ebcc43337e6721e64c0a46d89835c0254306cb5a053af7022f3ced6945a849,7ae625cb40d9db1eac4bd60cb84c553c4a850150502879ffe256def8abd1a8dd,cbfc2c3ad3b16c9e8daa49d98b37a097ec769001dd4fec82e133d39524f58ae9,be9b177c23ad53010e65fbf8986d2d6a6a8766216385450123b37a6e7f562024,27c5da32e1d87721f41a4b5a5be9ffcafb79c1d3334a4b6257a1f901e28f36c5,5f2e6000b2e51528988c12eee90b4b284c31338b23aac8b54d82051616bbba6e,19031fc6089d30dd13170e1a08ebed834e7a01eff6064886ad88af2c52417e4a,7d04004ebfca8aa5f73eecefd38635f21ec58e2cc931f7d57ff4de2e4768f276
"0","そう、\nオラのボケに突っ込める相方が…！","2","けんども\nそれには足りないモンが…","1.5","1","0","0","0","1033","1","野戸まひる","目指すはビッグな\nお笑い芸人だっぺ！","1","0"
"0","ちょ\nちょっと一杯飲んできます…！","2","ちょっと緊張しちゃって…","1.4","1","0","0","0","1034","1","綾瀬 ゆかり","あの…私…綾瀬ゆかりです…\nあの…ごめんなさい！","1","0"
"0","これ以上お話しすることは…\nないです！","2","知らない人とは話しちゃいけないので","1.5","1","0","0","0","1036","1","氷川 鏡華","氷川鏡華…です","1","0"
"0","私体が弱いから、\n30分に一度休憩しないと\nいけないんです。","2","……あ、アラーム。","1.4","1","0","0","0","1038","1","柏崎 栞","柏崎…栞です。","1","0"
"0","野に咲く花が、\n唯一の話相手です。","2","私、一人も友達がいなくて……","1.4","1","0","0","0","1040","1","双葉 碧","ふ、双葉碧です。","1","0"
"0","そう思っています。","2","私の歌声で、\n皆さんが幸せになってくれたらいいなって…","1.4","1","0","0","0","1042","1","三角 千歌","三角千歌です。","1","0"
"0","う、疑ってすまなかったな…","2","あぁ？\nお前のそいつの仲間か？","1.4","1","0","0","0","1043","1","安芸 真琴","安芸真琴だ。","1","0"
"0","わらわの偉大な力に\nひれ伏すがいい！\nはっはっは！","2","生けとし生ける全ての者よ！","1.4","1","0","0","0","1044","1","イリヤ・オーンスタイン","わらわこそは夜を総べる者！","1","0"
"0","ｌク、クウカに何かご用ですか!?","2","ぐふふふふ……はっ！","1.4","1","0","0","0","1045","1","遠見 空花","そこで騎士は妖精を乱暴に……","1","0"
"0","う～ん…\n猫ってホントに最高にゃ～♪","2","自由気ままで♪\n寝て遊んで、食べてケンカして…","1.4","1","0","0","0","1046","1","宮坂たまき","宮坂たまきにゃ♪\n猫はいいにゃよ？","1","0"
"0","…と思ったら\nバイトの時間だ！\nまたあとでね！","2","それでは早速クエストに…","1.4","1","0","0","0","1048","1","大神 美冬","大神美冬よ！","1","0"
"0","お姉ちゃんがぜ～んぶ\nやってあげるからね！","2","クエストもバトルも\n掃除も洗濯も","1.4","1","0","0","0","1049","1","星野静流","星野静流だよ！","1","0"
"0","学校では誰もが憧れる\nアイドル的な存在ってやつよ♪","2","見ての通りの\nセクシー美少女で","1.5","1","0","0","0","1050","1","玉泉美咲","アタシは玉泉美咲。","1","0"
"0","？？？？","2","？？？？","1.4","1","0","0","0","1052","1","リマ","？？？","1","0"
"0","そ、そこまでいうなら\nもらってやる","2","菓子でつろうなどと\n稚拙な策を……","1.5","1","0","0","0","1053","1","モニカ・ヴァイスヴィント","モニカ・ヴァイスヴィントだ。","1","0"
"0","そ、そこまでいうなら\nもらってやる","2","菓子でつろうなどと\n稚拙な策を……","1.5","1","0","0","0","1058","1","ペコリーヌ","モニカ・ヴァイスヴィントだ。","1","0"
"0","そ、そこまでいうなら\nもらってやる","2","菓子でつろうなどと\n稚拙な策を……","1.5","1","0","0","0","1059","1","コッコロ","モニカ・ヴァイスヴィントだ。","1","0"
"0","そ、そこまでいうなら\nもらってやる","2","菓子でつろうなどと\n稚拙な策を……","1.5","1","0","0","0","1060","1","キャル","モニカ・ヴァイスヴィントだ。","1","0"
