3c4d8d0ae9eac4e8f5e4f8c64879332c4bd4530e4901d44284f4d9cd5bc828cc,83f127721cc39f91074e029c6d1ebc927501ba94c221fd8e1a0ac9f534b2439f,44b1d61bbcf1fc7cdb0f8bebc19e90ef976b3655b87c262e01cdd25656210fdb,982f18410a0036af41f6250e5d7d61079e9038da0604920659e32e730e666e86,31bcb8e0591dfb82f801f02cdc3b700a365d86ee8b6ae55637b88a202c1212bc,5b8ddfdd7766bcfecf57f9c2bf8862a9d584857abcf1ef01e86702d5fb612404,c6c9662556d5f5dc030a76b52944041e0d048d4f285b28ba14f1507de33631a9,9bdac3130dac9ea415c31aac1ae3a7ed15882f56248db3ba23c1eac115c309c0,f3a9646abc11ff30407dc54317deebd74461fa5678fae0ca1a1cdd51b1bea805,2d87da94653c1402e68efd5f24ee13a9adeeca0fd04ffbbbb09d8935f679645e,c9edf50b73990e4a90a6d9a3e430e0cc0dadea40e278bd79537990bb8bcb8d66
"1","93","","","0","","0.5","","1021","",""
"1","4","","","1","","1","","1022","",""
"1","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","1023","1","0"
"1","93","","","0","","0.1","","1024","",""
"1","2","-140","","-57","0.4","1","","1025","0",""
"1","93","","","0","","1","","1026","",""
"1","3","0","","top_luis_experiment_failer_in","","1","0.2","1027","",""
"1","93","","","0","","2.3","","1028","",""
"1","3","0","","top_luis_experiment_failer_mix","","1","0.1","1029","",""
"1","93","","","0","","2.7","","1030","",""
"1","32","","","1","","13","","1031","",""
"1","3","0","","top_luis_experiment_failer_burst","","1","0.1","1032","",""
"1","93","","","0","","2.7","","1033","",""
"1","3","0","","top_luis_experiment_failer_out","","1","0.1","1034","",""
"1","93","","","0","","1.1","","1035","",""
"1","3","0","","top_luis_sit_out","idle_normal","1","0.2","1036","1","0"
"1","2","-130","","-100","0.3","1","","1037","0",""
"1","93","","","0","","1","","1038","",""
"1","3","0","","walk_normal","","1","0.2","1039","",""
"1","2","-103","","-216","1","1","","1040","0",""
"1","93","","","0","","1","","1041","",""
"1","3","0","","idle_normal","","1","0.1","1042","",""
"1","93","","","0","","0.8","","1043","",""
"1","32","","","0","","13","","1044","",""
"1","3","0","","top_luis_arm_crossed_in","top_luis_arm_crossed_idle","1","0.2","1045","1","0"
"1","93","","","0","","4","","1046","",""
"1","3","0","","top_luis_approach_in","top_luis_approach_idle","1","0.2","1047","1","0"
"1","93","","","0","","3.5","","1048","",""
"1","3","1","","top_luis_thinking","","1","0.2","1049","",""
"1","93","","","0","","3.5","","1050","",""
"1","3","1","","top_luis_walk_think","","1","0.2","1051","",""
"1","2","-103","","-495","2","1","","1052","0",""
"1","93","","","0","","2","","1053","",""
"1","4","","","0","","1","","1054","",""
"1","2","-103","","-216","2","1","","1055","0",""
"1","93","","","0","","2","","1056","",""
"1","3","1","","top_luis_notice","","1","0","1057","",""
"1","93","","","0","","1","","1058","",""
"1","3","1","","top_luis_walk_jog","","1","0.2","1059","",""
"1","2","-130","","-100","0.5","1","","1060","0",""
"1","93","","","0","","0.5","","1061","",""
"1","4","","","1","","1","","1062","",""
"1","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","1063","1","0"
"1","93","","","0","","0.1","","1064","",""
"1","2","-140","","-57","0.4","1","","1065","0",""
"1","93","","","0","","1","","1066","",""
"1","3","0","","top_luis_experiment_success_in","","1","0.2","1067","",""
"1","93","","","0","","2.3","","1068","",""
"1","3","0","","top_luis_experiment_success_mix","","1","0.1","1069","",""
"1","93","","","0","","2.7","","1070","",""
"1","32","","","1","","14","","1071","",""
"1","3","0","","top_luis_experiment_success_burst","","1","0.1","1072","",""
"1","93","","","0","","2.7","","1073","",""
"1","3","0","","top_luis_experiment_success_out","","1","0.1","1074","",""
"1","93","","","0","","1.1","","1075","",""
"1","3","0","","top_luis_sit_out","idle_normal","1","0.2","1076","1","0"
"1","2","-130","","-100","0.3","1","","1077","0",""
"1","93","","","0","","1","","1078","",""
"1","3","0","","walk_normal","","1","0.2","1079","",""
"1","2","-103","","-216","1","1","","1080","0",""
"1","93","","","0","","1","","1081","",""
"1","3","0","","idle_normal","","1","0.1","1082","",""
"1","93","","","0","","0.8","","1083","",""
"1","32","","","0","","14","","1084","",""
"1","101","0","","","0","1005","","1085","",""
"2","5","100","top_iroha_read","2","400","2","1.43","2001","-130","1"
"2","5","101","butterfly","11","980","11","1.4","2002","130","1"
"2","31","400","","11","-130","11","0","2003","1",""
"2","91","","","0","","0","","2004","",""
"2","3","1","","top_iroha_read","","2","0.2","2005","",""
"2","93","","","0","","9","","2006","",""
"2","4","","","1","","11","","2007","",""
"2","2","130","","-980","7","11","","2008","0",""
"2","93","","","0","","2.5","","2009","",""
"2","3","0","","top_iroha_read_notice","","2","0.2","2010","",""
"2","93","","","0","","0.6","","2011","",""
"2","3","0","","top_iroha_notice_to_run","top_iroha_run","2","0","2012","1","0"
"2","93","","","0","","0.4","","2013","",""
"2","32","","","1","","11","","2014","",""
"2","37","","","smokeR","","11","","2015","",""
"2","33","-130","","-980","4.2","11","","2016","0",""
"2","2","-130","","-980","4.2","2","","2017","0",""
"2","93","","","0","","4.2","","2018","",""
"2","32","","","0","","11","","2019","",""
"2","93","","","0","","1","","2020","",""
"2","4","","","0","","11","","2021","",""
"2","2","130","","980","7","11","","2022","0",""
"2","93","","","0","","1.5","","2023","",""
"2","32","","","1","","11","","2024","",""
"2","37","","","smokeL","","11","","2025","",""
"2","33","-130","","980","5.964","11","","2026","0",""
"2","3","1","","top_iroha_run_joy","","2","0","2027","",""
"2","4","","","0","","2","","2028","",""
"2","2","-130","","980","5.964","2","","2029","0",""
"2","93","","","0","","5.964","","2030","",""
"2","32","","","0","","11","","2031","",""
"2","93","","","0","","2","","2032","",""
"2","3","1","","top_iroha_walk","","2","0","2033","",""
"2","4","","","1","","2","","2034","",""
"2","2","-130","","400","3","2","","2035","0",""
"2","33","-130","","400","3","11","","2036","0",""
"2","93","","","0","","3","","2037","",""
"2","3","0","","top_iroha_walk_out","idle_normal","2","0.2","2038","1","0"
"2","93","","","0","","0.4","","2039","",""
"2","3","0","","top_iroha_sit_in","","2","0.2","2040","","0.2"
"2","93","","","0","","4","","2041","",""
"2","101","","","","","2005","","2042","",""
"3","5","100","top_sono_readPaper","3","350","3","1.38","3001","-130","1"
"3","31","475","","10","-18","10","1","3002","1",""
"3","91","","","0","","0","","3003","",""
"3","3","1","","top_sono_readPaper","","3","0.2","3004","",""
"3","93","","","0","","13.6","","3005","",""
"3","3","0","","top_sono_sit_out","top_sono_stretch","3","0.2","3006","1","0"
"3","93","","","0","","3.5","","3007","",""
"3","3","1","","top_sono_drink","","3","0.2","3008","",""
"3","93","","","","","10.5","","3009","",""
"3","3","0","","top_sono_sit_in","","3","0.2","3010","",""
"3","93","","","0","","2.6","","3011","",""
"3","101","","","","","3004","","3012","",""
"4","5","101","top_iroha_read","2","400","2","1.43","4001","-130","1"
"4","5","100","top_luis_thinking","1","-216","1","1.4","4002","-103","1"
"4","5","102","butterfly","11","980","11","1.4","4003","130","1"
"4","31","400","","11","-130","11","0","4004","1",""
"4","91","","","0","","0","","4005","",""
"4","3","1","","top_luis_thinking","","1","0.2","4006","",""
"4","3","1","","top_iroha_read","","2","0.2","4007","",""
"4","93","","","0","","9","","4008","",""
"4","4","","","1","","11","","4009","",""
"4","2","130","","-980","7","11","","4010","0",""
"4","93","","","0","","2.5","","4011","",""
"4","3","0","","top_iroha_read_notice","","2","0.2","4012","",""
"4","93","","","0","","0.6","","4013","",""
"4","3","0","","top_iroha_notice_to_run","top_iroha_run","2","0","4014","1","0"
"4","93","","","0","","0.4","","4015","",""
"4","32","","","1","","11","","4016","",""
"4","37","","","smokeR","","11","","4017","",""
"4","33","-130","","-980","4.2","11","","4018","0",""
"4","2","-130","","-980","4.2","2","","4019","0",""
"4","93","","","0","","1.9","","4020","",""
"4","3","0","","top_luis_surprise_in","top_luis_surprise_idle","1","0.2","4021","1","0"
"4","93","","","0","","2.3","","4022","",""
"4","32","","","0","","11","","4023","",""
"4","93","","","0","","1","","4024","",""
"4","4","","","0","","11","","4025","",""
"4","2","130","","980","7","11","","4026","0",""
"4","93","","","0","","1.5","","4027","",""
"4","32","","","1","","11","","4028","",""
"4","37","","","smokeL","","11","","4029","",""
"4","33","-130","","980","5.964","11","","4030","0",""
"4","3","1","","top_iroha_run_joy","","2","0","4031","",""
"4","4","","","0","","2","","4032","",""
"4","2","-130","","980","5.964","2","","4033","0",""
"4","93","","","0","","2.2","","4034","",""
"4","3","1","","top_luis_surprise_look","","1","0","4035","",""
"4","93","","","0","","3.764","","4036","",""
"4","3","1","","top_luis_thinking","","1","0.2","4037","",""
"4","32","","","0","","11","","4038","",""
"4","93","","","0","","2","","4039","",""
"4","3","1","","top_iroha_walk","","2","0","4040","",""
"4","4","","","1","","2","","4041","",""
"4","2","-130","","400","3","2","","4042","0",""
"4","33","-130","","400","3","11","","4043","0",""
"4","93","","","0","","3","","4044","",""
"4","3","0","","top_iroha_walk_out","idle_normal","2","0.2","4045","1","0"
"4","93","","","0","","0.4","","4046","",""
"4","3","0","","top_iroha_sit_in","","2","0.2","4047","","0.2"
"4","93","","","0","","4","","4048","",""
"4","101","","","","","4007","","4049","",""
"5","5","100","top_sono_readPaper","3","350","3","1.4","5001","-130","1"
"5","5","110","top_iroha_read_loop","2","452","2","1.4","5002","-130","1"
"5","91","","","0","","0","","5003","",""
"5","3","1","","top_iroha_read_loop","","2","0.2","5004","",""
"5","3","1","","top_sono_readPaper","","3","0.2","5005","",""
"5","93","","","0","","13.6","","5006","",""
"5","3","0","","top_sono_sit_out","top_sono_stretch","3","0.2","5007","1","0"
"5","2","-130","","287","0.3","3","","5008","0",""
"5","93","","","0","","3.5","","5009","",""
"5","3","1","","top_sono_drink","","3","0.2","5010","",""
"5","93","","","0","","2.6","","5011","",""
"5","3","0","","top_iroha_read_look","","2","0.4","5012","",""
"5","93","","","0","","7.9","","5013","",""
"5","3","0","","top_sono_sit_in","","3","0.2","5014","",""
"5","93","","","0","","0.1","","5015","",""
"5","3","1","","top_iroha_read_loop","","2","0.2","5016","",""
"5","2","-130","","350","0.3","3","","5017","0",""
"5","93","","","0","","2.5","","5018","",""
"5","101","","","","","5005","","5019","",""
"6","5","100","idle_normal","1","-216","1","1.4","6001","-103","1"
"6","5","101","top_sono_readPaper_loop","3","350","3","1.38","6002","-130","1"
"6","31","475","","10","-18","10","1","6003","1",""
"6","31","56","","13","-140","13","0","6004","1",""
"6","31","56","","14","-140","14","0","6005","1",""
"6","91","","","0","","0","","6006","",""
"6","3","1","","top_sono_readPaper_loop","","3","0.2","6007","",""
"6","3","0","","top_luis_arm_crossed_in","top_luis_arm_crossed_idle","1","0.2","6008","1","0"
"6","93","","","0","","4","","6009","",""
"6","3","0","","top_luis_approach_in","top_luis_approach_idle","1","0.2","6010","1","0"
"6","93","","","0","","3.5","","6011","",""
"6","3","1","","top_luis_thinking","","1","0.2","6012","",""
"6","93","","","0","","3.5","","6013","",""
"6","3","1","","top_luis_walk_think","","1","0.2","6014","",""
"6","2","-103","","-495","2","1","","6015","0",""
"6","93","","","0","","2","","6016","",""
"6","4","","","0","","1","","6017","",""
"6","2","-103","","-216","2","1","","6018","0",""
"6","93","","","0","","2","","6019","",""
"6","3","1","","top_luis_notice","","1","0","6020","",""
"6","93","","","0","","1","","6021","",""
"6","3","1","","top_luis_walk_jog","","1","0.2","6022","",""
"6","2","-130","","-100","0.5","1","","6023","0",""
"6","93","","","0","","0.5","","6024","",""
"6","4","","","1","","1","","6025","",""
"6","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","6026","1","0"
"6","93","","","0","","0.1","","6027","",""
"6","2","-140","","-57","0.4","1","","6028","0",""
"6","93","","","0","","0.4","","6029","",""
"6","2","-140","","-16","0","1","","6030","0",""
"6","4","","","0","","1","","6031","",""
"6","93","","","0","","0.6","","6032","",""
"6","3","0","","top_luis_experiment_failer_in","","1","0.2","6033","",""
"6","93","","","0","","2.3","","6034","",""
"6","3","0","","top_luis_experiment_failer_mix","","1","0.1","6035","",""
"6","93","","","0","","2.7","","6036","",""
"6","3","0","","top_sono_notice_in_surprise","top_sono_notice_loop_surprise","3","0.2","6037","1","0"
"6","32","","","1","","13","","6038","",""
"6","3","0","","top_luis_experiment_failer_burst","","1","0.1","6039","",""
"6","93","","","0","","2.7","","6040","",""
"6","3","1","","top_sono_readPaper_loop","","3","0.2","6041","",""
"6","3","0","","top_luis_experiment_failer_out","","1","0.1","6042","",""
"6","93","","","0","","1.1","","6043","",""
"6","3","0","","top_luis_sit_out","idle_normal","1","0.2","6044","1","0"
"6","4","","","1","","1","","6045","",""
"6","2","-140","","-57","0","1","","6046","0",""
"6","2","-130","","-100","0.3","1","","6047","0",""
"6","93","","","0","","1","","6048","",""
"6","3","0","","walk_normal","","1","0.2","6049","",""
"6","2","-103","","-216","1","1","","6050","0",""
"6","93","","","0","","1","","6051","",""
"6","3","0","","idle_normal","","1","0.1","6052","",""
"6","93","","","0","","0.8","","6053","",""
"6","32","","","0","","13","","6054","",""
"6","3","0","","top_luis_arm_crossed_in","top_luis_arm_crossed_idle","1","0.2","6055","1","0"
"6","93","","","0","","4","","6056","",""
"6","3","0","","top_luis_approach_in","top_luis_approach_idle","1","0.2","6057","1","0"
"6","93","","","0","","3.5","","6058","",""
"6","3","1","","top_luis_thinking","","1","0.2","6059","",""
"6","93","","","0","","3.5","","6060","",""
"6","3","1","","top_luis_walk_think","","1","0.2","6061","",""
"6","2","-103","","-495","2","1","","6062","0",""
"6","93","","","0","","2","","6063","",""
"6","4","","","0","","1","","6064","",""
"6","2","-103","","-216","2","1","","6065","0",""
"6","93","","","0","","2","","6066","",""
"6","3","1","","top_luis_notice","","1","0","6067","",""
"6","93","","","0","","1","","6068","",""
"6","3","1","","top_luis_walk_jog","","1","0.2","6069","",""
"6","2","-130","","-100","0.5","1","","6070","0",""
"6","93","","","0","","0.5","","6071","",""
"6","4","","","1","","1","","6072","",""
"6","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","6073","1","0"
"6","93","","","0","","0.1","","6074","",""
"6","2","-140","","-57","0.4","1","","6075","0",""
"6","93","","","0","","0.4","","6076","",""
"6","2","-140","","-16","0","1","","6077","0",""
"6","4","","","0","","1","","6078","",""
"6","93","","","0","","0.6","","6079","",""
"6","3","0","","top_luis_experiment_success_in","","1","0.2","6080","",""
"6","93","","","0","","2.3","","6081","",""
"6","3","0","","top_luis_experiment_success_mix","","1","0.1","6082","",""
"6","93","","","0","","2.7","","6083","",""
"6","3","0","","top_sono_notice_in_dere","top_sono_notice_loop_dere","3","0.2","6084","1","0"
"6","32","","","1","","14","","6085","",""
"6","3","0","","top_luis_experiment_success_burst","","1","0.1","6086","",""
"6","93","","","0","","2.7","","6087","",""
"6","3","1","","top_sono_readPaper_loop","","3","0.2","6088","",""
"6","3","0","","top_luis_experiment_success_out","","1","0.1","6089","",""
"6","93","","","0","","1.1","","6090","",""
"6","3","0","","top_luis_sit_out","idle_normal","1","0.2","6091","1","0"
"6","4","","","1","","1","","6092","",""
"6","2","-140","","-57","0","1","","6093","0",""
"6","2","-130","","-100","0.3","1","","6094","0",""
"6","93","","","0","","1","","6095","",""
"6","3","0","","walk_normal","","1","0.2","6096","",""
"6","2","-103","","-216","1","1","","6097","0",""
"6","93","","","0","","1","","6098","",""
"6","3","0","","idle_normal","","1","0.1","6099","",""
"6","93","","","0","","0.8","","6100","",""
"6","32","","","0","","14","","6101","",""
"6","101","0","","","0","6008","","6102","",""
"7","5","100","idle_normal","1","-216","1","1.4","7001","-103","1"
"7","5","110","top_iroha_read_loop","2","452","2","1.43","7002","-130","1"
"7","5","101","top_sono_readPaper_loop","3","350","3","1.38","7003","-130","1"
"7","5","111","butterfly","11","980","11","1.4","7004","130","1"
"7","31","452","","11","-130","11","0","7005","1",""
"7","31","56","","14","-140","14","0","7006","1",""
"7","91","","","0","","0","","7007","",""
"7","3","1","","top_iroha_read_loop","","2","0.2","7008","",""
"7","3","1","","top_sono_readPaper_loop","","3","0.2","7009","",""
"7","3","0","","top_luis_arm_crossed_in","top_luis_arm_crossed_idle","1","0.2","7010","1","0"
"7","93","","","0","","4","","7011","",""
"7","3","0","","top_luis_approach_in","top_luis_approach_idle","1","0.2","7012","1","0"
"7","93","","","0","","3.5","","7013","",""
"7","3","1","","top_luis_thinking","","1","0.2","7014","",""
"7","93","","","0","","3.5","","7015","",""
"7","3","1","","top_luis_walk_think","","1","0.2","7016","",""
"7","2","-103","","-495","2","1","","7017","0",""
"7","93","","","0","","2","","7018","",""
"7","4","","","0","","1","","7019","",""
"7","2","-103","","-216","2","1","","7020","0",""
"7","93","","","0","","2","","7021","",""
"7","3","1","","top_luis_notice","","1","0","7022","",""
"7","93","","","0","","1","","7023","",""
"7","3","1","","top_luis_walk_jog","","1","0.2","7024","",""
"7","2","-130","","-100","0.5","1","","7025","0",""
"7","93","","","0","","0.5","","7026","",""
"7","4","","","1","","1","","7027","",""
"7","3","0","","top_luis_sit_in","top_luis_sit_idle","1","0.2","7028","1","0"
"7","93","","","0","","0.1","","7029","",""
"7","2","-140","","-57","0.4","1","","7030","0",""
"7","93","","","0","","0.4","","7031","",""
"7","2","-140","","-16","0","1","","7032","0",""
"7","4","","","0","","1","","7033","",""
"7","93","","","0","","0.6","","7034","",""
"7","3","0","","top_luis_experiment_success_in","","1","0.2","7035","",""
"7","93","","","0","","2.3","","7036","",""
"7","3","0","","top_luis_experiment_success_mix","","1","0.1","7037","",""
"7","93","","","0","","2.7","","7038","",""
"7","3","0","","top_sono_notice_in_dere","top_sono_notice_loop_dere","3","0.2","7039","1","0"
"7","3","1","","top_iroha_read_look_light","","2","0.2","7040","",""
"7","32","","","1","","14","","7041","",""
"7","3","0","","top_luis_experiment_success_burst","","1","0.1","7042","",""
"7","93","","","0","","2.7","","7043","",""
"7","3","1","","top_sono_readPaper_loop","","3","0.2","7044","",""
"7","3","1","","top_iroha_read","","2","0.2","7045","",""
"7","3","0","","top_luis_experiment_success_out","","1","0.1","7046","",""
"7","93","","","0","","1.1","","7047","",""
"7","3","0","","top_luis_sit_out","idle_normal","1","0.2","7048","1","0"
"7","4","","","1","","1","","7049","",""
"7","2","-140","","-57","0","1","","7050","0",""
"7","2","-130","","-100","0.3","1","","7051","0",""
"7","93","","","0","","1","","7052","",""
"7","3","0","","walk_normal","","1","0.2","7053","",""
"7","2","-103","","-216","1","1","","7054","0",""
"7","93","","","0","","1","","7055","",""
"7","3","0","","idle_normal","","1","0.1","7056","",""
"7","93","","","0","","0.8","","7057","",""
"7","32","","","0","","14","","7058","",""
"7","3","1","","top_luis_thinking","","1","0.2","7059","",""
"7","93","","","0","","5.1","","7060","",""
"7","4","","","1","","11","","7061","",""
"7","2","130","","-980","7","11","","7062","0",""
"7","93","","","0","","2.5","","7063","",""
"7","3","0","","top_iroha_read_notice","","2","0.2","7064","",""
"7","93","","","0","","0.6","","7065","",""
"7","3","0","","top_iroha_notice_to_run","top_iroha_run","2","0","7066","1","0"
"7","93","","","0","","0.4","","7067","",""
"7","32","","","1","","11","","7068","",""
"7","37","","","smokeR","","11","","7069","",""
"7","33","-130","","-980","4.2","11","","7070","0",""
"7","2","-130","","-980","4.2","2","","7071","0",""
"7","93","","","0","","0.2","","7072","",""
"7","3","0","","top_sono_notice_in_surprise","top_sono_notice_loop_surprise","3","0.2","7073","1","0"
"7","93","","","0","","1.7","","7074","",""
"7","3","0","","top_luis_surprise_in","top_luis_surprise_idle","1","0.2","7075","1","0"
"7","93","","","0","","2.5","","7076","",""
"7","32","","","0","","11","","7077","",""
"7","93","","","0","","1","","7078","",""
"7","4","","","0","","11","","7079","",""
"7","2","130","","980","7","11","","7080","0",""
"7","93","","","0","","1.5","","7081","",""
"7","32","","","1","","11","","7082","",""
"7","37","","","smokeL","","11","","7083","",""
"7","33","-130","","980","5.964","11","","7084","0",""
"7","3","1","","top_iroha_run_joy","","2","0","7085","",""
"7","4","","","0","","2","","7086","",""
"7","2","-130","","980","5.964","2","","7087","0",""
"7","93","","","0","","2.2","","7088","",""
"7","3","1","","top_luis_surprise_look","","1","0","7089","",""
"7","93","","","0","","1.8","","7090","",""
"7","3","1","","top_sono_notice_loop_look","","3","0","7091","",""
"7","93","","","0","","1.964","","7092","",""
"7","32","","","0","","11","","7093","",""
"7","93","","","0","","0.5","","7094","",""
"7","3","1","","top_luis_thinking","","1","0.2","7095","",""
"7","93","","","0","","1.5","","7096","",""
"7","3","1","","top_iroha_walk","","2","0","7097","",""
"7","4","","","1","","2","","7098","",""
"7","2","-130","","1032","0","2","","7099","0",""
"7","33","-130","","1032","0","11","","7100","0",""
"7","2","-130","","452","3","2","","7101","0",""
"7","33","-130","","452","3","11","","7102","0",""
"7","93","","","0","","3","","7103","",""
"7","3","0","","top_iroha_walk_out","idle_normal","2","0.2","7104","1","0"
"7","93","","","0","","0.4","","7105","",""
"7","3","0","","top_iroha_sit_in","top_iroha_read_loop","2","0.2","7106","1","0.2"
"7","3","1","","top_sono_readPaper","","3","0.2","7107","",""
"7","93","","","0","","4","","7108","",""
"7","93","","","0","","9.6","","7109","",""
"7","3","0","","top_sono_sit_out","top_sono_stretch","3","0.2","7110","1","0"
"7","2","-130","","287","0.3","3","","7111","0",""
"7","93","","","0","","3.5","","7112","",""
"7","3","1","","top_sono_drink","","3","0.2","7113","",""
"7","93","","","0","","2.6","","7114","",""
"7","3","0","","top_iroha_read_look","","2","0.4","7115","",""
"7","93","","","0","","3.5","","7116","",""
"7","3","1","","top_luis_thinking_look","","1","0.2","7117","",""
"7","93","","","0","","2.9","","7118","",""
"7","3","1","","top_luis_thinking","","1","0.2","7119","",""
"7","93","","","0","","1.5","","7120","",""
"7","3","0","","top_sono_sit_in","","3","0.2","7121","",""
"7","93","","","0","","0.1","","7122","",""
"7","3","1","","top_iroha_read_loop","","2","0.2","7123","",""
"7","2","-130","","350","0.3","3","","7124","0",""
"7","93","","","0","","2.5","","7125","",""
"7","3","1","","top_sono_readPaper_loop","","3","0.2","7126","",""
"7","93","","","0","","1","","7127","",""
"7","101","","","","","7012","","7128","",""
"11","5","100","sit_readPaper","3","350","3","1.4","11001","-130","1"
"11","5","102","empty","1","950","1","1.5","11002","-150","0"
"11","31","475","","10","-18","10","1","11003","1",""
"11","31","350","","11","-130","11","0","11004","1",""
"11","91","","","0","","0","","11005","",""
"11","93","","","1","","0.5","","11006","",""
"11","21","0","","vo_alces_1100","0","vo_alces","","11007","",""
"11","11","10","0.5","…………\n…………","1","3","10","11008","0","0"
"11","91","0","","","0","0","","11009","",""
"11","3","0","","sit_readPaperTurn","sit_readPaper","3","0.2","11010","1","0"
"11","93","","","1","","1","","11011","",""
"11","93","","","0","","1","","11012","",""
"11","3","1","","sit_readPaper_surprise","","3","0.2","11013","",""
"11","21","0","","vo_alces_1101","0","vo_alces","","11014","",""
"11","11","10","0.5","…………\n…………","1","3","10","11015","0","0"
"11","91","0","","","0","0","","11016","",""
"11","93","","","0","","1","","11017","",""
"11","23","","","se_alces_emotion_exQuestion","","se_alces","","11018","",""
"11","12","0.2","","3","0","3","10","11019","0","0"
"11","3","0","","sit_readPaper_notice_in","sit_readPaper_notice_loop","3","0.1","11020","1","0"
"11","93","","","0","","1.2","","11021","",""
"11","3","0","","sit_readPaper_kira_in","sit_readPaper_kira_talk","3","0.2","11022","1","0"
"11","21","0","","vo_alces_1102","0","vo_alces","","11023","",""
"11","11","10","3.2","……っ！！\nトマト３個入りパック150ルピ！？\n神か！？","1","3","0","11024","0","0"
"11","91","","","","","0","","11025","",""
"11","22","","","0.5","","0","","11026","",""
"11","3","1","","sit_out_readPaper_light","","3","0.2","11027","",""
"11","93","","","0","","0.5","","11028","",""
"11","3","1","","sono_walletPick_in","","3","0.2","11029","",""
"11","93","","","0","","1.8","","11030","",""
"11","3","0","","sono_walk_quick_R_in","sono_walk_quick_R","3","0.2","11031","1","0"
"11","32","","","1","","11","","11032","",""
"11","2","-130","","1500","3.3","3","","11033","0",""
"11","33","-130","","1500","3.3","11","","11034","0",""
"11","93","","","0","","1","","11035","",""
"11","3","0","","luis_walk_furimuki_in","luis_walk_furimuki","1","0.2","11036","1","0"
"11","2","-150","","350","4","1","","11037","0",""
"11","93","","","0","","4","","11038","",""
"11","3","0","","luis_walk_to_idle","luis_sad_idle","1","0.2","11039","1","0"
"11","23","","","se_alces_emotion_question","","se_alces","","11040","",""
"11","12","1.3","","5","0","1","0","11041","0","0"
"11","93","","","0","","2.1","","11042","",""
"11","3","1","","idle_normal","","1","0.2","11043","",""
"11","22","","","0","","0","","11044","",""
"11","93","","","0","","3","","11045","",""
"11","101","0","","","0","11045","","11046","",""
"12","5","101","luis_run_dash_pain","1","400","1","1.45","12001","-190","0"
"12","5","102","empty","1001","-85","10","1.45","12002","-190","0"
"12","31","400","","11","-190","11","","12003","1",""
"12","13","","","130","","1","","12004","",""
"12","1","102","empty","105111","1050","1","1.45","12005","-190","1"
"12","5","103","empty","1002","1050","10","1.45","12006","-190","1"
"12","31","-85","","12","-190","12","0","12007","1",""
"12","91","","","0","","0","","12008","",""
"12","2","-190","","-85","1.3","1","","12009","0",""
"12","33","-190","","-85","1.3","11","","12010","0",""
"12","32","","","1","","11","","12011","",""
"12","37","","","sweatR_run","","11","","12012","",""
"12","93","","","0","","1.3","","12013","",""
"12","3","0","","luis_run_turn","anger_talk_Ex0001","1","0.2","12014","1","0"
"12","21","0","","vo_alces_1200","0","vo_alces","","12015","",""
"12","11","10","1","ちょ、あの人なんで\n私を追いかけてくるの！？","1","1","0","12016","0","0"
"12","91","0","","","0","0","","12017","",""
"12","3","1","","sad_talk_normalR","","1","0.2","12018","",""
