99ed6c7926e465e59d4c9e15e1d50111629bfeadd8d8c366c601abd3a0c2b81d,74a5f2a2665a05304516573bc6ca794d7e3847978427112d3890d495cea96319,be71a16f8f853aa344f19233c7c1c557e6dc1d6f6c20c403d1b0475c42b65431,f957587c1b56ab33881c6c733b43dac8ed5cadcdec9cb7c30ce7c2382a54c638,a46e049d1d1b234bafe20886da1c191fdafbe6010084944ead9dd459050ae2a5,4f2df695ad69b9ec02ae357f0d6839af1c64815b4e92f31901e6a96867c2c7ff,5f80f9156d3fabda7d7ae845c8d394b124096caa30c41a3f12f5e921a21c5341,eb0eae2cdad117cf46897b115d10fffcaa580ba789a50b7366b0743fe92a9f64,8a3a10f662e61829d1eb6f82a84e24e73d84b8a97ae33295f3cd1e85e7d13767,69338ba1f33280779f300588030dd801eb2e3634f6244b6bc9e1e2463cb65a17
"やばいですね★","0","2111002","0","ちぇる～ん☆","どるるるる～ん★","1","0","0","夢はスーパースター☆☆★"
"最も人口が多い","0","2111003","0","獣の耳と尻尾がある","尖った長い耳","1","0","0","二つの角を頭部に持つ"
"パォン","0","2111004","0","クォン","カォン","1","0","0","キャォン"
"高価","0","2111005","0","輝く","成長","1","0","0","教育"
"鉄","0","2120002","0","銅","銀","1","0","0","金"
"ハツ","0","2120004","0","ラバー","レバー","1","0","0","モツ"
"バシャウマ","0","2120005","0","タケウマ","トラウマ","1","0","0","ストレス"
"分雨","0","2120006","0","秒雨","時雨","1","0","0","雷雨"
"銅","0","2120009","0","銀","鉄","1","0","0","金"
"大青柱","0","2120011","0","大赤柱","大黒柱","1","0","0","大白柱"
"電源","0","2120012","0","電車","電報","1","0","0","電灯"
"お酢","0","2120013","0","しょうゆ","みりん","1","0","0","みそ"
"しぶみ","0","2120014","0","ですぎ","でがらし","1","0","0","こいめ"
"じょうしゅ","0","2120016","0","うわて","かみて","1","0","0","じょうず"
"よせき","0","2120017","0","よりせき","よせ","1","0","0","よるせき"
"フライアウェイ","0","2120018","0","ロングウェイ","フリーウェイ","1","0","0","レールウェイ"
"腕押し","0","2120021","0","釘","かすがい","1","0","0","念仏"
"鼻","0","2120022","0","眉","爪","1","0","0","尻"
"念仏","0","2120023","0","小判","論語","1","0","0","かすがい"
"花瓶","0","2120025","0","とっくり","ひょうたん","1","0","0","巾着"
"牛","0","2120026","0","馬","雀","1","0","0","虎"
"一長一短","0","2120027","0","一鳥一石","一朝一夕","1","0","0","一兆一億"
"6つ","0","2120028","0","2つ","4つ","1","0","0","8つ"
"herro","0","2120029","0","hallo","hello","1","0","0","harro"
"一進一退","0","2120031","0","不言実行","優柔不断","1","0","0","日進月歩"
"日曜日","0","2120033","0","木曜日","金曜日","1","0","0","月曜日"
"木曜日","0","2120034","0","金曜日","水曜日","1","0","0","火曜日"
"ダンシングメッセージ","0","2120035","0","ダビングメッセージ","ダイイングメッセージ","1","0","0","ダイビングメッセージ"
"犬","0","2120036","0","牛","馬","1","0","0","獅子"
"クローゼット","0","2120037","0","川","トイレ","1","0","0","キッチン"
"かいまみる","0","2120038","0","かんがえる","かんがみる","1","0","0","こころみる"
"五百万","0","2120039","0","三百万","八百万","1","0","0","二百万"
"猿","0","2120042","0","熊","蛇","1","0","0","猪"
"状態","0","2120045","0","瀕死","一死","1","0","0","すべて正しい"
"追跡","0","2120046","0","人物","不信","1","0","0","すべて正しい"
"両替","0","2120047","0","紙幣","硬化","1","0","0","すべて正しい"
"しぶんごれつ","0","2120048","0","はちめんろっぴ","きゅうしいっしょう","1","0","0","さんしゃさんよう"
"しめんそか","0","2120049","0","ひゃっぱちひゃくちゅう","せんざいいちぐう","1","0","0","いちもうだじん"
"計る","0","2120050","0","謀る","図る","1","0","0","測る"
"突く","0","2120051","0","着く","就く","1","0","0","付く"
"黒","0","2120053","0","赤","青","1","0","0","白"
"七分","0","2120054","0","三分","五分","1","0","0","二分"
"カップル","0","2120055","0","家族","敵同士","1","0","0","師弟"
"シイタケ","0","2120056","0","マツタケ","タケノコ","1","0","0","アスパラ"
"仕事","0","2120057","0","女","金","1","0","0","命"
"髪の毛","0","2120058","0","麻","真綿","1","0","0","糸"
"あご","0","2120059","0","耳","眉","1","0","0","うなじ"
"犬","0","2120060","0","鶴","亀","1","0","0","猫"
"猫","0","2120061","0","狸","狐","1","0","0","兎"
"ぼくらの防衛団","0","2121001","0","ばたんきゅー冒険団","バイバイぼっち団","1","0","0","バイトばっかり団"
"ザ・バタリオン・オブ・ゲヘナ・イモータルズ","0","2121002","0","ザ・バタリオン・オブ・ハデス・イモータル","ジ・オーダー・オブ・ゲヘナ・イモータルズ","1","0","0","ジ・オーダー・オブ・ハデス・イモータル"
"聖夜女君","0","2121003","0","誓約女君","絶対妻君","1","0","0","獰猛女君"
"しっぷうのめいひ","0","2121004","0","しっぷうのめいひめ","しっぷうのヘカーテ","1","0","0","しっぷうのダークプリンセス"
"1000","0","2121005","0","10000000","1000000","1","0","0","100000000"
"小指","0","2130004","0","親指","薬指","1","0","0","中指"
"親指","0","2130005","0","薬指","中指","1","0","0","人差し指"
"薬指","0","2130006","0","中指","人差し指","1","0","0","親指"
"野菜","0","2130007","0","肉","酒","1","0","0","米"
"頑固者","0","2130008","0","貧乏人","世間知らず","1","0","0","料理人"
"原","0","2130009","0","病","床","1","0","0","尾"
"西","0","2130011","0","東","南","1","0","0","北"
"居間","0","2130014","0","トイレ","台所","1","0","0","納戸"
"六","0","2130015","0","七","九","1","0","0","八"
"ギター","0","2130016","0","琴","三味線","1","0","0","ピアノ"
"千変万化","0","2130018","0","再三再四","天衣無法","1","0","0","馬耳東風"
"貴重","0","2130019","0","貢献","格下","1","0","0","穀物"
"金券","0","2130020","0","貝殻","掛軸","1","0","0","木刀"
"無芸大食","0","2130021","0","器用貧乏","羊頭苦肉","1","0","0","汚名返上"
"夏","0","2130022","0","春","秋","1","0","0","冬"
"チュウ","0","2130023","0","ホン","ハン","1","0","0","タン"
"サン","0","2130024","0","イツ","タン","1","0","0","コン"
"キン","0","2130025","0","イン","シン","1","0","0","テン"
"木伊乃","0","2130026","0","伊乃木","木乃伊","1","0","0","乃伊木"
"ちょうおんとう","0","2130027","0","さらゆ","ぬるまゆ","1","0","0","ねっとう"
"口風琴","0","2130028","0","手風琴","自鳴琴","1","0","0","鉄琴"
"線描","0","2130029","0","点描","素描","1","0","0","寸描"
"不注意","0","2130030","0","大胆","用心しすぎ","1","0","0","平凡"
"麻雀","0","2130031","0","将棋","囲碁","1","0","0","双六"
"食事","0","2130033","0","賭け事","釣り","1","0","0","女性"
"鯵","0","2130034","0","鮪","鰯","1","0","0","鰹"
"突然のチャンス","0","2130035","0","悪いときの助け船","良いときの邪魔者","1","0","0","災難続き"
"薔薇","0","2130036","0","菊","蓮","1","0","0","百合"
"梅","0","2130037","0","桜","菊","1","0","0","松"
"いっき","0","2130039","0","いちまつ","いちる","1","0","0","いっぺん"
"生け花","0","2130041","0","タコ漁","サイコロ博打","1","0","0","指圧"
"カエル","0","2130044","0","カマキリ","クモ","1","0","0","ヤモリ"
"ネコ","0","2130045","0","カエル","カラス","1","0","0","スズムシ"
"居候","0","2130046","0","盗人","江戸っ子","1","0","0","武士"
"カモ","0","2130047","0","カラス","キジ","1","0","0","サギ"
"草","0","2130048","0","カビ","苔","1","0","0","芽"
"ずいし","0","2130049","0","ついかく","すいこう","1","0","0","すいさつ"
"車","0","2130050","0","刀","翼","1","0","0","獅子"
"酢をつける","0","2130052","0","塩をつける","味噌をつける","1","0","0","辛子をつける"
"筆いね","0","2130053","0","筆むぎ","筆まめ","1","0","0","筆あわ"
"あまねく","0","2130054","0","しばらく","ようやく","1","0","0","ことごとく"
"詩","0","2130055","0","詩集","詩人","1","0","0","詩を書く"
"あけび","0","2130058","0","びわ","いちじく","1","0","0","ざくろ"
"ぜんまい","0","2130059","0","わらび","うど","1","0","0","つくし"
"おみなえし","0","2130061","0","しょうぶ","かきつばた","1","0","0","さるすべり"
"ディープエターナル＝ディヴァイダー","0","2131001","0","ディープエターナル＝エアスラッシャー","エターナルアビス＝ディヴァイダー","1","0","0","エターナルアビス＝エアスラッシャー"
"アビステクノロジー・ヘルコード","0","2131002","0","アポカリプスコード・スリーシックス","ギアスアポクリフォ・タイラントコード","1","0","0","ギアスグリモワール・ナンバーオブサタン"
"百点満点","0","2131003","0","百貨店","百面相","1","0","0","百人一首"
"お仕事","0","2131004","0","胸の内","推し事","1","0","0","愛言葉"
"ファイト","0","2131005","0","クルーズ","キャンプ","1","0","0","マラソン"
"ヤゴ","0","2210001","0","アオダイショウ","オタマジャクシ","1","0","0","ゲンゴロウ"
"しっぽ","0","2210003","0","翼","角","1","0","0","耳"
"サンゴ","0","2210004","0","ダンゴ","イナゴ","1","0","0","ロンゴ"
"コウノトリ","0","2210005","0","ペリカン","カラス","1","0","0","オウム"
"オニオン","0","2210006","0","ガーリック","ジンジャー","1","0","0","ターメリック"
"ドリアン","0","2210007","0","マンゴー","アボカド","1","0","0","ランブータン"
"パール","0","2210008","0","パンジー","パクチー","1","0","0","パーシー"
"ハクサイ","0","2210009","0","ピーマン","ニンジン","1","0","0","キュウリ"
"鳥類","0","2210011","0","哺乳類","魚類","1","0","0","は虫類"
"慣れ","0","2210012","0","罷免","免疫","1","0","0","自己防衛"
"口","0","2210013","0","鼻","耳","1","0","0","目"
"イヌ科","0","2210015","0","リス科","イタチ科","1","0","0","ネコ科"
"おじいさん","0","2210016","0","お父さん","お母さん","1","0","0","おばあさん"
"耳","0","2210018","0","口","鼻","1","0","0","目"
"アユ","0","2210019","0","サバ","サケ","1","0","0","コイ"
"ヒツジ","0","2210020","0","パンダ","ラクダ","1","0","0","ゴリラ"
"ライオン","0","2210021","0","ダチョウ","チーター","1","0","0","トラ"
"キツツキ","0","2210022","0","カッコウ","オウム","1","0","0","フクロウ"
"物知らず","0","2210024","0","情知らず","親知らず","1","0","0","八重歯"
"コウノトリ","0","2210025","0","フラミンゴ","クジャク","1","0","0","ライチョウ"
"タカアシガニ","0","2210026","0","ズワイガニ","タラバガニ","1","0","0","モクズガニ"
"レモン糖","0","2210027","0","ミカン糖","ブドウ糖","1","0","0","イチゴ糖"
"シイタケ","0","2210029","0","マツタケ","ソデタケ","1","0","0","マイタケ"
"キャビア","0","2210030","0","フォアグラ","トリュフ","1","0","0","ナツメグ"
"解体動物","0","2210032","0","剛体動物","軟体動物","1","0","0","変体動物"
"レタス","0","2210034","0","モヤシ","ピーマン","1","0","0","キャベツ"
"なたまめ","0","2210035","0","えんどうまめ","そらまめ","1","0","0","くろまめ"
"ヒラメ筋","0","2210037","0","上腕一頭筋","上腕二頭筋","1","0","0","上腕五頭筋"
"黄","0","2210040","0","青","赤","1","0","0","緑"
"5匹","0","2210041","0","20匹","1匹","1","0","0","10匹"
"前脚","0","2210042","0","鼻","耳","1","0","0","尻尾"
"湖","0","2210045","0","川","海","1","0","0","池"
"首が360度回る","0","2210046","0","地上を高速で走る","くちばしが膨らむ","1","0","0","木をつついて穴をあける"
"ペンション","0","2210047","0","サンゴ","貝","1","0","0","小石"
"サザンカ","0","2210048","0","アサガオ","サクラ","1","0","0","キク"
"くしゃみ","0","2210049","0","しゃっくり","いびき","1","0","0","あくび"
"頭あい骨","0","2210050","0","頭とう骨","頭がい骨","1","0","0","頭こう骨"
"46℃前後","0","2210051","0","26℃前後","36℃前後","1","0","0","56℃前後"
"カマドウマ","0","2210052","0","キリギリス","カメレオン","1","0","0","ハンミョウ"
"タバスコウオ","0","2210054","0","コショウウオ","サンショウウオ","1","0","0","シチミトウガラシウオ"
"ツキノワグマ","0","2210056","0","ホッキョクグマ","クマゲラ","1","0","0","ヒグマ"
"すっぱい","0","2210057","0","にがい","あつい","1","0","0","あまい"
"トンボ","0","2210058","0","セミ","ホタル","1","0","0","ハチ"
"ホットドッグ","0","2210059","0","ソルティドッグ","ブルドッグ","1","0","0","アメリカンドッグ"
"ツツジ","0","2210060","0","モミジ","イチョウ","1","0","0","ハゼノキ"
"キョウカ","0","2211001","0","ミソギ","ユニ","1","0","0","ミミ"
"～であーる","0","2211002","0","～ガオッ","～ッス","1","0","0","～だぴょん♪"
"コッコロ","0","2211003","0","ぺコリーヌ","キャル","1","0","0","シェフィ"
"イオせんせー","0","2211004","0","イオっち","ちゃんイオ","1","0","0","イオ殿"
"クリア","0","2211005","0","リリ","ミソラ","1","0","0","プレシア"
"このみ","0","2220001","0","やしのみ","くまのみ","1","0","0","ゆのみ"
"アジサイ","0","2220002","0","タンポポ","サザンカ","1","0","0","アサガオ"
"6本","0","2220005","0","10本","8本","1","0","0","12本"
"ミカン科","0","2220006","0","バラ科","ナス科","1","0","0","ウリ科"
"トノガメ","0","2220007","0","ジジガメ","オサガメ","1","0","0","ババガメ"
"パイナップル","0","2220008","0","パパイヤ","キーウィ","1","0","0","マンゴー"
"カミ","0","2220009","0","ミミ","アシ","1","0","0","カカト"
"血液を作る","0","2220010","0","食べ物を消化する","役に立っていない","1","0","0","解毒の機能がある"
"チンパンジー","0","2220012","0","ゴリラ","ニホンザル","1","0","0","オランウータン"
"クツワムシ","0","2220015","0","マツムシ","スズムシ","1","0","0","クワガタムシ"
"アマゾネスオオカブト","0","2220016","0","アキレスオオカブト","ヘラクレスオオカブト","1","0","0","ペルセウスオオカブト"
"3つ","0","2220017","0","2つ","4つ","1","0","0","分かれていない"
"ヒグマ","0","2220018","0","ツキノワグマ","ホッキョクグマ","1","0","0","アメリカクロクマ"
"テントウムシ","0","2220019","0","クワガタ","カマキリ","1","0","0","セミ"
"貯頬","0","2220020","0","肌頬","頬袋","1","0","0","頬冠"
"カノコユリ","0","2220021","0","ベニバナクサギ","コチョウラン","1","0","0","ボタンキンバイ"
"心房","0","2220022","0","脂肪","細胞","1","0","0","棍棒"
"バッタ","0","2220023","0","キリギリス","コオロギ","1","0","0","アリ"
"サメ","0","2220024","0","アンコウ","フグ","1","0","0","シャチ"
"め","0","2220025","0","い","く","1","0","0","て"
"イカ","0","2220026","0","ウニ","クラゲ","1","0","0","タコ"
"イカ","0","2220027","0","クラゲ","ウニ","1","0","0","タコ"
"羊","0","2220028","0","犬","牛","1","0","0","ラクダ"
"うさぎ","0","2220030","0","なぎさ","さなぎ","1","0","0","さかき"
"カメレオン","0","2220031","0","ヘビ","ワニ","1","0","0","カバ"
"チンパンジー","0","2220033","0","ゴリラ","マントヒヒ","1","0","0","オランウータン"
"カナブン","0","2220034","0","カブトムシ","クワガタ","1","0","0","カマキリ"
"7週間後","0","2220038","0","7ヵ月後","7年後","1","0","0","7日後"
"アジサイ","0","2220040","0","ヒマワリ","ウメ","1","0","0","コスモス"
"頭","0","2220042","0","手","足","1","0","0","腰"
"和名","0","2220043","0","本名","学名","1","0","0","実名"
"モモ・サピエンス","0","2220044","0","ホモ・アジエンス","ホモ・サピエンス","1","0","0","イモ・アジエンス"
"カブトムシ","0","2220046","0","セミ","トンボ","1","0","0","スズムシ"
"束子植物","0","2220047","0","硝子植物","種子植物","1","0","0","芥子植物"
"毛頭血管","0","2220048","0","毛様血管","毛細血管","1","0","0","毛深血管"
"両生類","0","2220049","0","鳥類","貝類","1","0","0","魚類"
"カニ","0","2220050","0","エビ","クラゲ","1","0","0","フジツボ"
"ヤマアラシ","0","2220051","0","ハリネズミ","アルマジロ","1","0","0","オオアリクイ"
"脂質","0","2220052","0","たんぱく質","水","1","0","0","炭水化物"
"スズメ","0","2220054","0","カッコウ","ライチョウ","1","0","0","カワセミ"
"骨","0","2220056","0","毛","皮膚","1","0","0","脂肪"
"泌尿器","0","2220057","0","循環器","呼吸器","1","0","0","消化器"
"イカ","0","2220058","0","タコ","ウニ","1","0","0","エビ"
"法子","0","2220059","0","法師","胞子","1","0","0","奉仕"
"マツタケ","0","2220060","0","マイタケ","シメジ","1","0","0","ナメコ"
"リリ","0","2221001","0","キョウカ","ミミ","1","0","0","イノリ"
"トライロッカー","0","2221002","0","タラトイガー","トラタイガー","1","0","0","トラライオン"
"ぺんぺこりん","0","2221003","0","ぽんこりん","ぺんぽこりん","1","0","0","ぷんぽこりん"
"ミサキ","0","2221004","0","トモ","ミヤコ","1","0","0","クルミ"
"ワニドロロ","0","2221005","0","ワニゴン","ドロゲーター","1","0","0","タテマツリワニ"
"アルガン","0","2230001","0","アルヘナ","アルベド","1","0","0","アルキン"
"トラベリング","0","2230003","0","アイドリング","シバリング","1","0","0","シャーリング"
"腎臓","0","2230005","0","肝臓","膵臓","1","0","0","心臓"
"ピーナッツ","0","2230007","0","ピーラー","ピーヘン","1","0","0","ピーチ"
"マウンティング","0","2230008","0","グルーミング","クラッタリング","1","0","0","ギャザリング"
"イヌザメ科","0","2230010","0","ネコザメ科","ネズミザメ科","1","0","0","イタチザメ科"
"ポピーマリー","0","2230012","0","デイジーマリー","ローズマリー","1","0","0","サンフラワーマリー"
"スリット","0","2230013","0","レバー","フランジ","1","0","0","ラチェット"
"フジ","0","2230014","0","スミレ","アジサイ","1","0","0","シダレザクラ"
"根","0","2230015","0","葉","実","1","0","0","茎"
"ミラクルフルーツ","0","2230016","0","ジャックフルーツ","ドラゴンフルーツ","1","0","0","パッションフルーツ"
"ホウレンソウ","0","2230017","0","キャベツ","ブロッコリー","1","0","0","チンゲンサイ"
"こんご","0","2230018","0","でいご","ぜいご","1","0","0","けいご"
"人間のほうが多い","0","2230019","0","キリンのほうが多い","同じ","1","0","0","個体によって違う"
"ジャコウクマ科","0","2230021","0","ジャコウイヌ科","ジャコウネコ科","1","0","0","ジャコウウマ科"
"セリ科","0","2230022","0","キク科","シソ科","1","0","0","イネ科"
"縞模様","0","2230023","0","黒","白","1","0","0","赤"
"ヌートリア","0","2230024","0","ビーバー","カピバラ","1","0","0","チンチラ"
"ドジョウ","0","2230026","0","ウナギ","ナマズ","1","0","0","マグロ"
"ヒマワリトンボ","0","2230027","0","バナナトンボ","ムギワラトンボ","1","0","0","タンポポトンボ"
"カブトムシ","0","2230028","0","トンボ","カイコ","1","0","0","クワガタ"
"鰆","0","2230029","0","山女魚","鰻","1","0","0","鮪"
"1つ","0","2230030","0","2つ","3つ","1","0","0","5つ"
"ホホジロザメ","0","2230031","0","マンタ","シーラカンス","1","0","0","ミミックオクトパス"
"侍帽筋","0","2230032","0","兵帽筋","僧帽筋","1","0","0","王帽筋"
"尾ひれ","0","2230033","0","目","うろこ","1","0","0","口"
"YY","0","2230034","0","XX","XY","1","0","0","XZ"
"7本","0","2230036","0","15本","0本","1","0","0","23本"
"スズキ","0","2230037","0","サトウ","イトウ","1","0","0","タカハシ"
"イヌ科","0","2230038","0","リス科","イタチ科","1","0","0","ネコ科"
"ブタ科","0","2230040","0","ネコ科","イヌ科","1","0","0","ジャコウネコ科"
"ヤゴ","0","2230043","0","イモムシ","ボウフラ","1","0","0","アリジゴク"
"カブトムシ","0","2230044","0","クモ","カマキリ","1","0","0","クワガタ"
"ふり返り","0","2230045","0","おうむ返し","こむら返り","1","0","0","生き返り"
"スミレ科","0","2230046","0","ツツジ科","イネ科","1","0","0","ユリ科"
"広葉樹","0","2230048","0","針葉樹","落葉樹","1","0","0","常緑樹"
"カロロフィル","0","2230049","0","ケロロフィル","クロロフィル","1","0","0","キロロフィル"
"ニワトリ","0","2230050","0","カッコウ","フクロウ","1","0","0","ハト"
"星見草","0","2230051","0","月夜草","月見草","1","0","0","星夜草"
"ウグイス貝","0","2230052","0","カラス貝","オウム貝","1","0","0","スズメ貝"
"カイカイ","0","2230053","0","マイマイ","アイアイ","1","0","0","ハイハイ"
"カツオ筋","0","2230055","0","アナゴ筋","ヒラメ筋","1","0","0","マグロ筋"
"石油","0","2230058","0","水","脂肪","1","0","0","夢"
"タヌキ","0","2230059","0","イヌ","ネコ","1","0","0","キツネ"
"ラッパー","0","2230061","0","ペッパー","ケッパー","1","0","0","アッパー"
"ノエルの淑女","0","2231001","0","マスク・ド・ジュン","聖女仮面","1","0","0","白銀マスク"
"コッコロ","0","2231002","0","アヤネ","アオイ","1","0","0","イリヤ"
"カスタネット","0","2231003","0","太鼓","タンバリン","1","0","0","マラカス"
"クロエ","0","2231004","0","チエル","ユニ","1","0","0","アオイ"
"ニノン","0","2231005","0","エリコ","スズナ","1","0","0","キャル"
"2","0","2310002","0","0","1","1","0","0","0.5"
"火星","0","2310003","0","太陽","月","1","0","0","水星"
"火星","0","2310005","0","水星","土星","1","0","0","金星"
"トルコ石","0","2310006","0","エメラルド","ルビー","1","0","0","真珠"
"寒帯低気圧","0","2310009","0","温帯低気圧","熱帯低気圧","1","0","0","乾燥帯低気圧"
"ミリバール","0","2310010","0","ヘクトパスカル","デシベル","1","0","0","キログラム"
"キログラム","0","2310011","0","メートル","カロリー","1","0","0","リットル"
"24","0","2310012","0","12","6","1","0","0","9"
"36時間","0","2310014","0","12時間","24時間","1","0","0","48時間"
"1kgの砂","0","2310015","0","1kgの鉄","すべて同じ","1","0","0","1kgの綿"
"1520分","0","2310016","0","1360分","1440分","1","0","0","1600分"
"E","0","2310017","0","N","M","1","0","0","W"
"黄夜","0","2310018","0","黒夜","白夜","1","0","0","赤夜"
"白","0","2310019","0","赤","黒","1","0","0","ピンク"
"60度","0","2310020","0","30度","45度","1","0","0","90度"
"ブルーホール","0","2310021","0","レッドホール","ブラックホール","1","0","0","ホワイトホール"
"360度","0","2310023","0","180度","720度","1","0","0","540度"
"22","0","2310024","0","20","21","1","0","0","23"
"泥の川","0","2310025","0","湯の川","天の川","1","0","0","紀の川"
"水素","0","2310026","0","窒素","質素","1","0","0","炭素"
"10メートル","0","2310027","0","0.1メートル","0.01メートル","1","0","0","100メートル"
"スパッツ","0","2310028","0","ワルツ","ヘルツ","1","0","0","ワッツ"
"ショール","0","2310030","0","クロール","スコール","1","0","0","イコール"
"人工衛星との衝突","0","2310031","0","ロケットとの衝突","隕石との衝突","1","0","0","地面からの爆発"
"165.24日","0","2310032","0","265.24日","365.24日","1","0","0","465.24日"
"約49.5日","0","2310034","0","約39.5日","約29.5日","1","0","0","約59.5日"
"割層","0","2310035","0","切層","断層","1","0","0","高層"
"酸化","0","2310036","0","爆発","沸騰","1","0","0","液化"
"寒点","0","2310037","0","固点","氷点","1","0","0","冷点"
"6キロ","0","2310038","0","4キロ","2キロ","1","0","0","8キロ"
"5050","0","2310039","0","50","0","1","0","0","-500"
"金環日食","0","2310041","0","部分日食","皆既日食","1","0","0","全体日食"
"反発","0","2310042","0","反抗","抵抗","1","0","0","対立"
"マイル","0","2310043","0","ホイル","コイル","1","0","0","ネイル"
"デシリットル","0","2310044","0","ミリリットル","ミリメートル","1","0","0","キロリットル"
"150","0","2310045","0","160","200","1","0","0","155"
"3－2","0","2310047","0","3＋2","3×2","1","0","0","2＋3"
"三日月","0","2310049","0","半月","満月","1","0","0","新月"
"銅","0","2310051","0","銀","銭","1","0","0","鉄"
"未絶体","0","2310052","0","不導体","半導体","1","0","0","中縁体"
"R波","0","2310053","0","Q波","P波","1","0","0","S波"
"米1合","0","2310054","0","1円玉100枚","水1リットル","1","0","0","1万円札で100万円"
"黒潮","0","2310056","0","赤潮","干潮","1","0","0","満潮"
"高さ","0","2310059","0","底辺","円周率","1","0","0","2"
"霰","0","2310060","0","雷","霜","1","0","0","雹"
"1100","0","2311001","0","1480","1200","1","0","0","1000"
"700","0","2311002","0","460","630","1","0","0","540"
"5400","0","2311003","0","1600","6400","1","0","0","7980"
"トーゴク","0","2311004","0","オーマ","ランドソル","1","0","0","セントールス"
"1150ルピ","0","2311005","0","1000ルピ","1100ルピ","1","0","0","950ルピ"
"180度","0","2320001","0","0度","90度","1","0","0","360度"
"7本","0","2320004","0","2本","5本","1","0","0","9本"
"キミレス","0","2320005","0","ボクレス","アンタレス","1","0","0","オイラレス"
"ゼミナール","0","2320006","0","ノネナール","ルミノール","1","0","0","ファール"
"600℃","0","2320008","0","60℃","6000℃","1","0","0","60000℃"
