4cdfafbc5d2ace9354b2d81b7ed5a3c1b0ebed596d1596a5cba02ab84b4cf3e6,f465e4cbe9ae21ba08efd926b6d77b94a35534fbdeaa456985e31cb1ff4b3e5d,7eb77055f4f7aaaef5afb32540e049e9b9796661150a36ad3fc738cf7f27464d,d5b0154b9e67d59f2cb48b91c75f70fb55b68a2e666567e87df79901e6f5023e,22be264c58381d05d4daa8a7c196850bae22c7c536304f13f3e6b8833ef5c411,cfd48818df9a0bb140cd850c8abdba5cd308b0f4a054163bca64c5d654d243b5,862fee6f85d9844b14c28053f287481447a1e8280bd20930c92e1cdb42383a64,83fea78cb390860fc8ff61ed18d95f979a0dd11da65ad76eda4324b745d12628,c437d9eaa0cfe92f8c1f0b2158f86bb3f39124d49fbdd2d718b9934a6a20045c,b80812e92c754dd8785cc2fb371926bfea6f59c79ae3a2db17920e137e67573a,95576911761ba0c98923a74afa91458e5080ccc5824a5f7199238e74db4d4ffc,4650fb1255a1e80cc1565a551cd247e89b5a39c200edaf7e38d8c94cde2a2fa8,2b9b99e64fd034f8a84858cac74fbb7ac8d20f03f1b40c10ebaf3aefbe7fc1dc,f3c01e5ed40c128c52970a16fbed5bfbd1c6336392497f95b10198a7de6e8491,acbaec5997155208c3d1af76d1fca25c5f8c71df4d0f2d927f5f4d2635f34876,50ce8ea9b8e29289ffcb65a972a7bfa1a033f9196baf873aebf464cf22ba60d1,739c34cd48eb1bbfea73f17f3f0635b71b5fffc226f6429f4426e18050d91736,cc7c84bc582c82e4bfa00df098e574123c639be355bc637d905d109c8ecce37a
"0","1002001","0","bgm_M220","4004101","100584","2500000000000","1002","巨影復活","1","bgm_M220","1250000000001","15","2020/04/01","バトル オブ ランドソル 巨影復活　～04/01 23：59","480","2020/04/01 7:59:59","1"
"0","1002002","0","bgm_M220","4004102","100584","1250000000000","1002","巨影復活","2","bgm_M220","750000000001","16","2020/04/01 8:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","300","2020/04/01 12:59:59","1"
"0","1002003","0","bgm_M220","4004103","100584","750000000000","1002","巨影復活","3","bgm_M220","250000000001","17","2020/04/01 13:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","300","2020/04/01 17:59:59","1"
"0","1002001","0","bgm_M220","4004104","100584","250000000000","1002","巨影復活","1","bgm_M220","125000000001","18","2020/04/01 18:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","120","2020/04/01 19:59:59","1"
"0","1002002","0","bgm_M220","0","100584","125000000000","1002","巨影復活","2","bgm_M220","0","19","2020/04/01 20:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","240","2020/04/01 23:59:59","1"
"0","1002004","0","bgm_M220","4004109","100584","0","1002","巨影復活","1","bgm_M220","0","22","2020/04/01","バトル オブ ランドソル 巨影復活　～04/01 23：59","480","2020/04/01 7:59:59","1"
"0","1002005","0","bgm_M220","0","100584","0","1002","巨影復活","2","bgm_M220","0","23","2020/04/01 8:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","300","2020/04/01 12:59:59","1"
"0","1002006","0","bgm_M220","0","100584","0","1002","巨影復活","3","bgm_M220","0","24","2020/04/01 13:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","300","2020/04/01 17:59:59","1"
"0","1002004","0","bgm_M220","0","100584","0","1002","巨影復活","1","bgm_M220","0","25","2020/04/01 18:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","180","2020/04/01 20:59:59","1"
"0","1002005","0","bgm_M220","0","100584","0","1002","巨影復活","2","bgm_M220","0","26","2020/04/01 21:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","60","2020/04/01 21:59:59","1"
"0","1002006","0","bgm_M220","0","100584","0","1002","巨影復活","3","bgm_M220","0","27","2020/04/01 22:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","60","2020/04/01 22:59:59","1"
"0","1002004","0","bgm_M220","0","100584","0","1002","巨影復活","1","bgm_M220","0","28","2020/04/01 23:00:00","バトル オブ ランドソル 巨影復活　～04/01 23：59","60","2020/04/01 23:59:59","1"
