caba4afc3f4cb1015ae41d4b5b2fb7b1a188410333fe5381e18a33aeb81b3d21,5d4b96a3ddbc1ac9f70f4a82f8ab4b20ad4ef16b9ee14e4d3cd049ad80068e09,7900a1bab6ca8a943af27bf89b78dbf8c2da3c339c5b0488b49276187eaf8396,4c2e3bbd68e3affde39385204a046264f0669d0331d95cfdbbe844f0e1aa2ad0,7b0159fb3a82d84ed018244279b0bd45a6ef92a70c38723098bab034d3557ab1,41e2cb59bbe1d304b0c7a72e82e12512136170c1738788ff055ae68f997ad1c7,0148bc8909266bfe523b82f63f9a484b9229eb4616f5f511df65b131fe6edad6,b08657429b3e237f40d18b0943092b5a8078b75d8059272460ae279f37ebe0f4,9a89905dbf0aaf4760d24fb28ed71af64b168c82292d0e3c055b5de48a33db97,e64f90996362892af39ea21379c337b471cf982ccd45ac4aedb1d70dbefe9a52,0375472484accb10eb90933544cb95e30e4a185cfd087f9678eb642014b51f82,7215474341526d50f232435017eecbce24fce50377843977a9256ce6d663d3da
"0","0","0","0","1","1005801","0.25","0","52","45","11","100580145"
"0","0","1","0","4","1005801","0","0.25","0","46","0","100580146"
"52","0","0","0","1","1005801","1.817","0","280","47","11","100580147"
"0","0","1","0","4","1005801","0","3.312","0","48","0","100580148"
"280","0","0","0","1","1005801","0.666","0","372","49","11","100580149"
"0","0","1","0","4","1005801","0","1.17","0","50","0","100580150"
"0","0","0","0","1","1005801","1.616","0","217","51","12","100580151"
"0","0","1","0","4","1005801","0","4.15","0","52","0","100580152"
"0","vo_ske","0","vo_ske_0108","2","1005801","0","0","0","53","0","100580153"
"0","0","0","0","1","1005801","1.198","0","142","54","13","100580154"
"0","0","1","0","4","1005801","0","2.442","0","55","0","100580155"
"0","0","0","0","1","1005801","1.934","0","267","56","14","100580156"
"0","0","1","0","4","1005801","0","4.434","0","57","0","100580157"
"0","0","1","0","4","1005802","0","0.8","0","1","0","100580201"
"0","vo_ske","0","vo_ske_0201","2","1005802","0","0","0","2","0","100580202"
"0","0","0","0","1","1005802","1.122","0","130","3","1","100580203"
"0","0","1","0","4","1005802","0","1.689","0","4","0","100580204"
"130","0","0","0","1","1005802","1.13","0","327","5","1","100580205"
"0","0","1","0","4","1005802","0","2.883","0","6","0","100580206"
"0","vo_ske","0","vo_ske_0202","2","1005802","0","0","0","7","0","100580207"
"0","0","0","0","1","1005802","1.057","0","119","8","2","100580208"
"0","0","1","0","4","1005802","0","1.962","0","9","0","100580209"
"119","0","0","0","1","1005802","1.166","0","266","10","2","100580210"
"0","0","1","0","4","1005802","0","1.747","0","11","0","100580211"
"266","0","0","0","1","1005802","1.216","0","389","12","2","100580212"
"0","0","1","0","4","1005802","0","1.216","0","13","0","100580213"
"0","0","0","0","1","1005802","1.868","0","272","14","3","100580214"
"0","0","1","0","4","1005802","0","3.78","0","15","0","100580215"
"0","vo_ske","0","vo_ske_0203","2","1005802","0","0","0","16","0","100580216"
"0","0","0","0","1","1005802","0.655","0","90","17","4","100580217"
"0","0","1","0","4","1005802","0","1.632","0","18","0","100580218"
"90","0","0","0","1","1005802","1.586","0","270","19","4","100580219"
"0","0","1","0","4","1005802","0","2.357","0","20","0","100580220"
"270","0","0","0","1","1005802","0.386","0","336","21","4","100580221"
"0","0","1","0","4","1005802","0","0.386","0","22","0","100580222"
"0","0","0","0","1","1005802","0.872","0","110","23","5","100580223"
"0","0","1","0","4","1005802","0","3.189","0","24","0","100580224"
"0","vo_ske","0","vo_ske_0204","2","1005802","0","0","0","25","0","100580225"
"110","0","0","0","1","1005802","1.065","0","241","26","5","100580226"
"0","0","1","0","4","1005802","0","1.882","0","27","0","100580227"
"241","0","0","0","1","1005802","0.888","0","359","28","5","100580228"
"0","0","1","0","4","1005802","0","0.888","0","29","0","100580229"
"0","0","0","0","1","1005802","0.607","0","66","30","6","100580230"
"0","0","1","0","4","1005802","0","1.21","0","31","0","100580231"
"66","0","0","0","1","1005802","0.933","0","158","32","6","100580232"
"0","0","1","0","4","1005802","0","2.332","0","33","0","100580233"
"158","0","0","0","1","1005802","1.649","0","360","34","6","100580234"
"0","0","1","0","4","1005802","0","4.223","0","35","0","100580235"
"0","vo_ske","0","vo_ske_0205","2","1005802","0","0","0","36","0","100580236"
"0","0","0","0","1","1005802","0.349","0","102","37","7","100580237"
"0","0","1","0","4","1005802","0","1.46","0","38","0","100580238"
"102","0","0","0","1","1005802","1.532","0","285","39","7","100580239"
"0","0","1","0","4","1005802","0","2.11","0","40","0","100580240"
"285","0","0","0","1","1005802","0.341","0","336","41","7","100580241"
"0","0","1","0","4","1005802","0","0.341","0","42","0","100580242"
"0","0","0","0","1","1005802","1.202","0","176","43","8","100580243"
"0","0","1","0","4","1005802","0","3.101","0","44","0","100580244"
"0","vo_ske","0","vo_ske_0206","2","1005802","0","0","0","45","0","100580245"
"0","0","0","0","1","1005802","0.706","0","85","46","9","100580246"
"0","0","1","0","4","1005802","0","1.796","0","47","0","100580247"
"85","0","0","0","1","1005802","1.854","0","331","48","9","100580248"
"0","0","1","0","4","1005802","0","2.709","0","49","0","100580249"
"0","0","0","0","1","1005802","1.202","0","139","50","10","100580250"
"0","0","1","0","4","1005802","0","3.52","0","51","0","100580251"
"0","vo_ske","0","vo_ske_0207","2","1005802","0","0","0","52","0","100580252"
"139","0","0","0","1","1005802","0.754","0","228","53","10","100580253"
"0","0","1","0","4","1005802","0","1.291","0","54","0","100580254"
"228","0","0","0","1","1005802","0.505","0","293","55","10","100580255"
"0","0","1","0","4","1005802","0","2.624","0","56","0","100580256"
"0","vo_ske","0","vo_ske_0208","2","1005802","0","0","0","57","0","100580257"
"0","0","0","0","1","1005802","1.061","0","130","58","11","100580258"
"0","0","1","0","4","1005802","0","1.6","0","59","0","100580259"
"130","0","0","0","1","1005802","1.645","0","310","60","11","100580260"
"0","0","1","0","4","1005802","0","2.3","0","61","0","100580261"
"0","0","0","0","1","1005802","1.616","0","240","62","12","100580262"
"0","0","1","0","4","1005802","0","3.913","0","63","0","100580263"
"0","vo_ske","0","vo_ske_0209","2","1005802","0","0","0","64","0","100580264"
"0","0","0","0","1","1005802","1.258","0","128","65","13","100580265"
"0","0","1","0","4","1005802","0","3.579","0","66","0","100580266"
"0","vo_ske","0","vo_ske_0210","2","1005802","0","0","0","67","0","100580267"
"0","0","0","0","1","1005802","1.496","0","250","68","14","100580268"
"0","0","1","0","4","1005802","0","3.996","0","69","0","100580269"
"0","0","1","0","4","1005803","0","0.8","0","1","0","100580301"
"0","vo_ske","0","vo_ske_0301","2","1005803","0","0","0","2","0","100580302"
"0","0","0","0","1","1005803","1.797","0","200","3","1","100580303"
"0","0","1","0","4","1005803","0","2.514","0","4","0","100580304"
"200","0","0","0","1","1005803","0.612","0","304","5","1","100580305"
"0","0","1","0","4","1005803","0","0.612","0","6","0","100580306"
"0","0","0","0","1","1005803","0.464","0","56","7","2","100580307"
"0","0","1","0","4","1005803","0","0.889","0","8","0","100580308"
"56","0","0","0","1","1005803","1.164","0","179","9","2","100580309"
"0","0","1","0","4","1005803","0","2.59","0","10","0","100580310"
"0","vo_ske","0","vo_ske_0302","2","1005803","0","0","0","11","0","100580311"
"179","0","0","0","1","1005803","1.185","0","316","12","2","100580312"
"0","0","1","0","4","1005803","0","1.185","0","13","0","100580313"
"0","0","0","0","1","1005803","0.952","0","137","14","3","100580314"
"0","0","1","0","4","1005803","0","1.747","0","15","0","100580315"
"137","0","0","0","1","1005803","0.961","0","219","16","3","100580316"
"0","0","1","0","4","1005803","0","2.398","0","17","0","100580317"
"0","vo_ske","0","vo_ske_0303","2","1005803","0","0","0","18","0","100580318"
"0","0","0","0","1","1005803","1.401","0","188","19","4","100580319"
"0","0","1","0","4","1005803","0","1.935","0","20","0","100580320"
"188","0","0","0","1","1005803","1.288","0","356","21","4","100580321"
"0","0","1","0","4","1005803","0","2.418","0","22","0","100580322"
"0","vo_ske","0","vo_ske_0304","2","1005803","0","0","0","23","0","100580323"
"0","0","0","0","1","1005803","0.619","0","55","24","5","100580324"
"0","0","1","0","4","1005803","0","1.407","0","25","0","100580325"
"55","0","0","0","1","1005803","2.1","0","333","26","5","100580326"
"0","0","1","0","4","1005803","0","4.561","0","27","0","100580327"
"0","vo_ske","0","vo_ske_0305","2","1005803","0","0","0","28","0","100580328"
"0","0","0","0","1","1005803","2.309","0","280","29","6","100580329"
"0","0","1","0","4","1005803","0","3.378","0","30","0","100580330"
"0","0","0","0","1","1005803","0.664","0","79","31","7","100580331"
"0","0","1","0","4","1005803","0","1.555","0","32","0","100580332"
"79","0","0","0","1","1005803","1.706","0","328","33","7","100580333"
"0","0","1","0","4","1005803","0","4.399","0","34","0","100580334"
"0","vo_ske","0","vo_ske_0306","2","1005803","0","0","0","35","0","100580335"
"0","0","0","0","1","1005803","2.137","0","212","36","8","100580336"
"0","0","1","0","4","1005803","0","3.014","0","37","0","100580337"
"212","0","0","0","1","1005803","0.788","0","340","38","8","100580338"
"0","0","1","0","4","1005803","0","2.288","0","39","0","100580339"
"0","vo_ske","0","vo_ske_0307","2","1005803","0","0","0","40","0","100580340"
"0","0","0","0","1","1005803","2.054","0","267","41","9","100580341"
"0","0","1","0","4","1005803","0","2.931","0","42","0","100580342"
"267","0","0","0","1","1005803","0.801","0","358","43","9","100580343"
"0","0","1","0","4","1005803","0","1.48","0","44","0","100580344"
"0","0","0","0","1","1005803","2.75","0","347","45","10","100580345"
"0","0","1","0","4","1005803","0","5.052","0","46","0","100580346"
"0","vo_ske","0","vo_ske_0308","2","1005803","0","0","0","47","0","100580347"
"0","0","0","0","1","1005803","0.527","0","71","48","11","100580348"
"0","0","1","0","4","1005803","0","1.38","0","49","0","100580349"
"71","0","0","0","1","1005803","1.473","0","247","50","11","100580350"
"0","0","1","0","4","1005803","0","1.759","0","51","0","100580351"
"247","0","0","0","1","1005803","0.68","0","354","52","11","100580352"
"0","0","1","0","4","1005803","0","1.838","0","53","0","100580353"
"0","vo_ske","0","vo_ske_0309","2","1005803","0","0","0","54","0","100580354"
"0","0","0","0","1","1005803","0.477","0","63","55","12","100580355"
"0","0","1","0","4","1005803","0","1.108","0","56","0","100580356"
"63","0","0","0","1","1005803","2.144","0","323","57","12","100580357"
"0","0","1","0","4","1005803","0","3.802","0","58","0","100580358"
"0","vo_ske","0","vo_ske_0310","2","1005803","0","0","0","59","0","100580359"
"0","0","0","0","1","1005803","1.251","0","113","60","13","100580360"
"0","0","1","0","4","1005803","0","2.672","0","61","0","100580361"
"113","0","0","0","1","1005803","0.65","0","197","62","13","100580362"
"0","0","1","0","4","1005803","0","1.349","0","63","0","100580363"
"197","0","0","0","1","1005803","0.589","0","290","64","13","100580364"
"0","0","1","0","4","1005803","0","3.089","0","65","0","100580365"
"0","0","1","0","4","1005804","0","0.8","0","1","0","100580401"
"0","vo_ske","0","vo_ske_0401","2","1005804","0","0","0","2","0","100580402"
"0","0","0","0","1","1005804","1.769","0","186","3","1","100580403"
"0","0","1","0","4","1005804","0","3.723","0","4","0","100580404"
"0","vo_ske","0","vo_ske_0402","2","1005804","0","0","0","5","0","100580405"
"0","0","0","0","1","1005804","0.818","0","70","6","2","100580406"
"0","0","1","0","4","1005804","0","1.553","0","7","0","100580407"
"70","0","0","0","1","1005804","1.87","0","289","8","2","100580408"
"0","0","1","0","4","1005804","0","2.537","0","9","0","100580409"
"289","0","0","0","1","1005804","0.487","0","347","10","2","100580410"
"0","0","1","0","4","1005804","0","0.487","0","11","0","100580411"
"0","0","0","0","1","1005804","0.822","0","101","12","3","100580412"
"0","0","1","0","4","1005804","0","2.459","0","13","0","100580413"
"101","0","0","0","1","1005804","1.696","0","268","14","3","100580414"
"0","0","1","0","4","1005804","0","2.551","0","15","0","100580415"
"268","0","0","0","1","1005804","0.688","0","356","16","3","100580416"
"0","0","1","0","4","1005804","0","1.121","0","17","0","100580417"
"0","0","0","0","1","1005804","1.807","0","221","18","4","100580418"
"0","0","1","0","4","1005804","0","4.87","0","19","0","100580419"
"0","vo_ske","0","vo_ske_0403","2","1005804","0","0","0","20","0","100580420"
"0","0","0","0","1","1005804","0.78","0","101","21","5","100580421"
"0","0","1","0","4","1005804","0","2.288","0","22","0","100580422"
"101","0","0","0","1","1005804","1.497","0","324","23","5","100580423"
"0","0","1","0","4","1005804","0","3.177","0","24","0","100580424"
"0","vo_ske","0","vo_ske_0404","2","1005804","0","0","0","25","0","100580425"
"0","0","0","0","1","1005804","0.729","0","102","26","6","100580426"
"0","0","1","0","4","1005804","0","1.799","0","27","0","100580427"
"102","0","0","0","1","1005804","0.823","0","177","28","6","100580428"
"0","0","1","0","4","1005804","0","1.447","0","29","0","100580429"
"177","0","0","0","1","1005804","0.982","0","275","30","6","100580430"
"0","0","1","0","4","1005804","0","1.587","0","31","0","100580431"
"275","0","0","0","1","1005804","0.639","0","325","32","6","100580432"
"0","0","1","0","4","1005804","0","0.639","0","33","0","100580433"
"0","0","0","0","1","1005804","1.712","0","266","34","7","100580434"
"0","0","1","0","4","1005804","0","3.735","0","35","0","100580435"
"0","vo_ske","0","vo_ske_0405","2","1005804","0","0","0","36","0","100580436"
"0","0","0","0","1","1005804","0.793","0","58","37","8","100580437"
"0","0","1","0","4","1005804","0","2.073","0","38","0","100580438"
"58","0","0","0","1","1005804","0.405","0","80","39","8","100580439"
"0","0","1","0","4","1005804","0","1.081","0","40","0","100580440"
"80","0","0","0","1","1005804","0.962","0","228","41","8","100580441"
"0","0","1","0","4","1005804","0","3.994","0","42","0","100580442"
"0","vo_ske","0","vo_ske_0406","2","1005804","0","0","0","43","0","100580443"
"0","0","0","0","1","1005804","0.869","0","117","44","9","100580444"
"0","0","1","0","4","1005804","0","2.298","0","45","0","100580445"
"0","vo_ske","0","vo_ske_0407","2","1005804","0","0","0","46","0","100580446"
"117","0","0","0","1","1005804","1.07","0","242","47","9","100580447"
"0","0","1","0","4","1005804","0","2.401","0","48","0","100580448"
"0","vo_ske","0","vo_ske_0408","2","1005804","0","0","0","49","0","100580449"
"242","0","0","0","1","1005804","0.939","0","368","50","9","100580450"
"0","0","1","0","4","1005804","0","0.939","0","51","0","100580451"
"0","0","0","0","1","1005804","0.816","0","124","52","10","100580452"
"0","0","1","0","4","1005804","0","2.428","0","53","0","100580453"
"0","vo_ske","0","vo_ske_0409","2","1005804","0","0","0","54","0","100580454"
"124","0","0","0","1","1005804","0.626","0","172","55","10","100580455"
"0","0","1","0","4","1005804","0","1.776","0","56","0","100580456"
"172","0","0","0","1","1005804","1.439","0","360","57","10","100580457"
"0","0","1","0","4","1005804","0","1.439","0","58","0","100580458"
"0","0","0","0","1","1005804","0.447","0","71","59","11","100580459"
"0","0","1","0","4","1005804","0","2.012","0","60","0","100580460"
"0","vo_ske","0","vo_ske_0410","2","1005804","0","0","0","61","0","100580461"
"71","0","0","0","1","1005804","0.504","0","130","62","11","100580462"
"0","0","1","0","4","1005804","0","1.659","0","63","0","100580463"
"130","0","0","0","1","1005804","0.488","0","235","64","11","100580464"
"0","0","1","0","4","1005804","0","3.099","0","65","0","100580465"
"0","vo_ske","0","vo_ske_0411","2","1005804","0","0","0","66","0","100580466"
"0","0","0","0","1","1005804","0.743","0","89","67","12","100580467"
"0","0","1","0","4","1005804","0","1.683","0","68","0","100580468"
"89","0","0","0","1","1005804","2.16","0","319","69","12","100580469"
"0","0","1","0","4","1005804","0","3.689","0","70","0","100580470"
"0","0","0","0","1","1005804","1.846","0","220","71","13","100580471"
"0","0","1","0","4","1005804","0","4.239","0","72","0","100580472"
"0","vo_ske","0","vo_ske_0412","2","1005804","0","0","0","73","0","100580473"
"0","0","0","0","1","1005804","0.584","0","80","74","14","100580474"
"0","0","1","0","4","1005804","0","1.837","0","75","0","100580475"
"80","0","0","0","1","1005804","1.393","0","275","76","14","100580476"
"0","0","1","0","4","1005804","0","3.893","0","77","0","100580477"
"0","0","1","0","4","1005805","0","0.8","0","1","0","100580501"
"0","vo_ske","0","vo_ske_0501","2","1005805","0","0","0","2","0","100580502"
"0","0","0","0","1","1005805","1.013","0","123","3","1","100580503"
"0","0","1","0","4","1005805","0","1.598","0","4","0","100580504"
"123","0","0","0","1","1005805","1.062","0","271","5","1","100580505"
"0","0","1","0","4","1005805","0","2.428","0","6","0","100580506"
"0","vo_ske","0","vo_ske_0502","2","1005805","0","0","0","7","0","100580507"
"0","0","0","0","1","1005805","1.244","0","107","8","2","100580508"
"0","0","1","0","4","1005805","0","1.839","0","9","0","100580509"
"107","0","0","0","1","1005805","1.989","0","357","10","2","100580510"
"0","0","1","0","4","1005805","0","3.898","0","11","0","100580511"
"0","vo_ske","0","vo_ske_0503","2","1005805","0","0","0","12","0","100580512"
"0","0","0","0","1","1005805","1.43","0","188","13","3","100580513"
"0","0","1","0","4","1005805","0","1.915","0","14","0","100580514"
"188","0","0","0","1","1005805","0.906","0","309","15","3","100580515"
"0","0","1","0","4","1005805","0","2.75","0","16","0","100580516"
"0","vo_ske","0","vo_ske_0504","2","1005805","0","0","0","17","0","100580517"
"0","0","0","0","1","1005805","1.11","0","103","18","4","100580518"
"0","0","1","0","4","1005805","0","1.656","0","19","0","100580519"
"103","0","0","0","1","1005805","1.445","0","235","20","4","100580520"
"0","0","1","0","4","1005805","0","1.899","0","21","0","100580521"
"235","0","0","0","1","1005805","0.574","0","326","22","4","100580522"
"0","0","1","0","4","1005805","0","2.491","0","23","0","100580523"
"0","vo_ske","0","vo_ske_0505","2","1005805","0","0","0","24","0","100580524"
"0","0","0","0","1","1005805","1.192","0","167","25","5","100580525"
"0","0","1","0","4","1005805","0","1.943","0","26","0","100580526"
"167","0","0","0","1","1005805","0.864","0","279","27","5","100580527"
"0","0","1","0","4","1005805","0","1.47","0","28","0","100580528"
"279","0","0","0","1","1005805","0.713","0","340","29","5","100580529"
"0","0","1","0","4","1005805","0","3.073","0","30","0","100580530"
"0","vo_ske","0","vo_ske_0506","2","1005805","0","0","0","31","0","100580531"
"0","0","0","0","1","1005805","1.159","0","153","32","6","100580532"
"0","0","1","0","4","1005805","0","1.779","0","33","0","100580533"
"153","0","0","0","1","1005805","1.634","0","391","34","6","100580534"
"0","0","1","0","4","1005805","0","5.206","0","35","0","100580535"
"0","vo_ske","0","vo_ske_0507","2","1005805","0","0","0","36","0","100580536"
"0","0","0","0","1","1005805","1.363","0","183","37","7","100580537"
"0","0","1","0","4","1005805","0","2.334","0","38","0","100580538"
"183","0","0","0","1","1005805","1.128","0","343","39","7","100580539"
"0","0","1","0","4","1005805","0","3.267","0","40","0","100580540"
"0","vo_ske","0","vo_ske_0508","2","1005805","0","0","0","41","0","100580541"
"0","0","0","0","1","1005805","2.341","0","305","42","8","100580542"
"0","0","1","0","4","1005805","0","3.817","0","43","0","100580543"
"305","0","0","0","1","1005805","0.614","0","360","44","8","100580544"
"0","0","1","0","4","1005805","0","1.798","0","45","0","100580545"
"0","0","0","0","1","1005805","1.942","0","286","46","9","100580546"
"0","0","1","0","4","1005805","0","4.447","0","47","0","100580547"
"0","vo_ske","0","vo_ske_0509","2","1005805","0","0","0","48","0","100580548"
"0","0","0","0","1","1005805","0.441","0","108","49","10","100580549"
"0","0","1","0","4","1005805","0","1.691","0","50","0","100580550"
"108","0","0","0","1","1005805","2.177","0","382","51","10","100580551"
"0","0","1","0","4","1005805","0","4.215","0","52","0","100580552"
"0","vo_ske","0","vo_ske_0510","2","1005805","0","0","0","53","0","100580553"
"0","0","0","0","1","1005805","1.116","0","118","54","11","100580554"
"0","0","1","0","4","1005805","0","2.252","0","55","0","100580555"
"118","0","0","0","1","1005805","2.025","0","380","56","11","100580556"
"0","0","1","0","4","1005805","0","4.486","0","57","0","100580557"
"0","vo_ske","0","vo_ske_0511","2","1005805","0","0","0","58","0","100580558"
"0","0","0","0","1","1005805","0.473","0","64","59","12","100580559"
"0","0","1","0","4","1005805","0","1.015","0","60","0","100580560"
"64","0","0","0","1","1005805","0.759","0","164","61","12","100580561"
"0","0","1","0","4","1005805","0","2.172","0","62","0","100580562"
"0","0","0","0","1","1005805","2.606","0","362","63","13","100580563"
"0","0","1","0","4","1005805","0","5.313","0","64","0","100580564"
"0","vo_ske","0","vo_ske_0512","2","1005805","0","0","0","65","0","100580565"
"0","0","0","0","1","1005805","1.072","0","197","66","14","100580566"
"0","0","1","0","4","1005805","0","2.416","0","67","0","100580567"
"197","0","0","0","1","1005805","1.331","0","362","68","14","100580568"
"0","0","1","0","4","1005805","0","3.831","0","69","0","100580569"
"0","0","1","0","4","1005901","0","0.8","0","1","0","100590101"
"0","vo_ske","0","vo_ske_0601","2","1005901","0","0","0","2","0","100590102"
"0","0","0","0","1","1005901","1.86","0","198","3","1","100590103"
"0","0","1","0","4","1005901","0","2.5","0","4","0","100590104"
"198","0","0","0","1","1005901","1.2","0","365","5","1","100590105"
"0","0","1","0","4","1005901","0","3.1","0","6","0","100590106"
"0","vo_ske","0","vo_ske_0602","2","1005901","0","0","0","7","0","100590107"
"0","0","0","0","1","1005901","2.2","0","268","8","2","100590108"
"0","0","1","0","4","1005901","0","3.3","0","9","0","100590109"
"268","0","0","0","1","1005901","0.9","0","356","10","2","100590110"
"0","0","1","0","4","1005901","0","1.5","0","11","0","100590111"
"0","0","0","0","1","1005901","1.5","0","186","12","3","100590112"
"0","0","1","0","4","1005901","0","3.7","0","13","0","100590113"
"0","vo_ske","0","vo_ske_0603","2","1005901","0","0","0","14","0","100590114"
"186","0","0","0","1","1005901","1.5","0","381","15","3","100590115"
"0","0","1","0","4","1005901","0","1.5","0","16","0","100590116"
"0","0","0","0","1","1005901","0.3","0","50","17","4","100590117"
"0","0","1","0","4","1005901","0","1.5","0","18","0","100590118"
"50","0","0","0","1","1005901","0.8","0","132","19","4","100590119"
"0","0","1","0","4","1005901","0","1.5","0","20","0","100590120"
"132","0","0","0","1","1005901","1.9","0","378","21","4","100590121"
"0","0","1","0","4","1005901","0","4.5","0","22","0","100590122"
"0","vo_ske","0","vo_ske_0604","2","1005901","0","0","0","23","0","100590123"
"0","0","0","0","1","1005901","2.3","0","273","24","5","100590124"
"0","0","1","0","4","1005901","0","3.3","0","25","0","100590125"
"273","0","0","0","1","1005901","1.1","0","385","26","5","100590126"
"0","0","1","0","4","1005901","0","1.1","0","27","0","100590127"
"0","0","0","0","1","1005901","1.1","0","223","28","6","100590128"
"0","0","1","0","4","1005901","0","3.9","0","29","0","100590129"
"0","vo_ske","0","vo_ske_0605","2","1005901","0","0","0","30","0","100590130"
"0","0","0","0","1","1005901","0.5","0","76","31","7","100590131"
"0","0","1","0","4","1005901","0","1.7","0","32","0","100590132"
"76","0","0","0","1","1005901","1.2","0","210","33","7","100590133"
"0","0","1","0","4","1005901","0","1.9","0","34","0","100590134"
"210","0","0","0","1","1005901","0.9","0","292","35","7","100590135"
"0","0","1","0","4","1005901","0","2.6","0","36","0","100590136"
"0","vo_ske","0","vo_ske_0606","2","1005901","0","0","0","37","0","100590137"
"0","0","0","0","1","1005901","1.6","0","217","38","8","100590138"
"0","0","1","0","4","1005901","0","2","0","39","0","100590139"
"217","0","0","0","1","1005901","1","0","340","40","8","100590140"
"0","0","1","0","4","1005901","0","1","0","41","0","100590141"
"0","0","0","0","1","1005901","1.3","0","166","42","9","100590142"
"0","0","1","0","4","1005901","0","2.2","0","43","0","100590143"
"166","0","0","0","1","1005901","1.4","0","372","44","9","100590144"
"0","0","1","0","4","1005901","0","4","0","45","0","100590145"
"0","vo_ske","0","vo_ske_0607","2","1005901","0","0","0","46","0","100590146"
"0","0","0","0","1","1005901","1.1","0","115","47","10","100590147"
"0","0","1","0","4","1005901","0","1.8","0","48","0","100590148"
"115","0","0","0","1","1005901","1","0","220","49","10","100590149"
"0","0","1","0","4","1005901","0","2.3","0","50","0","100590150"
"220","0","0","0","1","1005901","1.4","0","366","51","10","100590151"
"0","0","1","0","4","1005901","0","3.4","0","52","0","100590152"
