60647178848c2116c003e67b2da6ee4e3b6be1ce73eb810574879a6a19463a62,60536a7e73a493b883303276627efd112f99cb29323e8913401d72698ea44027,29782e0fc2a6c89349ecc0528d52f4089d421082fe1ba34a4e7cdc42ca88972d,9369453f8e3b9c62d0d74c1e46c0d8e0a7f5aff86138a8d9a9cc5673de1d2b55,0a2a7d29f548ff3532785cff7f925600a2d76488d0b6e79d580d9421f1a11ed1,9b013ecd7eb1b1cbab8aaa891e0adb2a338a1f951416d4cf47b6e1811906d952,ea42ab27f5e3e68c510b25e58c1af1bd3819b8cd1a750437c862c5b4b30d99e5,bd3f2220fb99dc236a77362b17a17ec8f58c60502caa7adbd42c0bb1cfa426fe,01ec8f1654d3f20d9b73a32a78e62e01f63b37701c4c7c1d832e9c894674dab3
"21002004","60","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","54"
"21002004","2","-1","2030/12/31 23:59:59","1","22003","2","2018/01/01 5:00:00","55"
"21003001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","57"
"28002001","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","58"
"28002001","1000","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","59"
"28002002","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","60"
"28002002","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","61"
"28002003","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","62"
"28002003","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","63"
"28002004","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","64"
"28002004","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","65"
"28002005","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","66"
"28002005","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","67"
"28002006","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","68"
"28002006","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","69"
"28002007","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","70"
"28002007","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","71"
"28002008","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","72"
"28002008","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","73"
"28002009","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","74"
"28002009","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","75"
"28002010","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","76"
"28002010","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","77"
"28002011","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","78"
"28002011","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","79"
"28002012","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","80"
"28002012","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","81"
"28002013","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","82"
"28002013","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","83"
"28002014","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","84"
"28002014","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","85"
"26001001","30","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","86"
"26003001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","87"
"26008001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","88"
"24002001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","89"
"24004001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","90"
"21005001","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","91"
"21005002","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","92"
"21005003","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","93"
"21005004","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","94"
"21005005","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","95"
"21005006","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","96"
"21005007","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","97"
"21005018","30","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","98"
"21005028","30","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","99"
"21005038","40","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","100"
"26002001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","101"
"26002002","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","102"
"26002003","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","103"
"26002004","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","104"
"26002005","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","105"
"26002006","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","106"
"26002007","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","107"
"26002008","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","108"
"26002009","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","109"
"26002010","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","110"
"26005001","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","111"
"26005002","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","112"
"21007001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","113"
"28006001","1000","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","115"
"28005001","20","-1","2030/12/31 23:59:59","1","0","5","2018/01/01 5:00:00","116"
"28005001","10","-1","2030/12/31 23:59:59","1","20001","2","2018/01/01 5:00:00","117"
"15005001","1500","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","118"
"18001003","200","-1","2030/12/31 23:59:59","1","93001","6","2018/01/01 5:00:00","119"
"18001004","200","-1","2030/12/31 23:59:59","1","93001","6","2018/01/01 5:00:00","120"
"11101001","20","-1","2020/11/16 4:59:59","1","0","5","2018/01/01 5:00:00","121"
"11101001","2","-1","2020/11/16 4:59:59","1","20003","2","2018/01/01 5:00:00","122"
"21102001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","123"
"21103001","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","124"
"11001002","30","-1","2020/11/16 4:59:59","1","0","5","2018/01/01 5:00:00","128"
"11001002","30000","-1","2020/11/16 4:59:59","1","94002","12","2018/01/01 5:00:00","129"
"11001002","6","-1","2020/11/16 4:59:59","1","23001","2","2018/01/01 5:00:00","130"
"28007001","100","-1","2030/12/31 23:59:59","1","93001","6","2018/01/01 5:00:00","131"
"28007002","100","-1","2030/12/31 23:59:59","1","93001","6","2018/01/01 5:00:00","132"
"28007003","100","-1","2030/12/31 23:59:59","1","93001","6","2018/01/01 5:00:00","133"
"26013001","30","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","134"
"26014001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","135"
"21011001","80","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","136"
"21011001","2","-1","2030/12/31 23:59:59","1","22003","2","2018/01/01 5:00:00","137"
"26015001","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","138"
"26015002","10","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","139"
"21102002","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","140"
"28002015","400","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","141"
"28002015","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","142"
"28002015","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","143"
"28002016","400","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","144"
"28002016","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","145"
"28002016","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","146"
"28002017","400","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","147"
"28002017","3000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","148"
"28002017","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","149"
"28002018","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","150"
"28002018","3000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","151"
"28002018","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","152"
"28002019","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","153"
"28002019","3000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","154"
"28002019","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","155"
"28002020","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","156"
"28002020","5000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","157"
"28002020","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","158"
"28002021","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","159"
"28002021","5000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","160"
"28002021","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","161"
"28002022","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","162"
"28002022","5000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","163"
"28002022","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","164"
"28002023","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","165"
"28002023","5000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","166"
"28002023","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","167"
"28002024","600","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","168"
"28002024","5000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","169"
"28002024","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","170"
"28002025","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","171"
"28002025","7500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","172"
"28002025","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","173"
"28002026","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","174"
"28002026","7500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","175"
"28002026","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","176"
"28002027","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","177"
"28002027","7500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","178"
"28002027","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","179"
"28002028","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","180"
"28002028","10000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","181"
"28002028","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","182"
"28002029","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","183"
"28002029","10000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","184"
"28002029","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","185"
"28002030","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","186"
"28002030","10000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","187"
"28002030","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","188"
"28002031","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","189"
"28002031","10000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","190"
"28002031","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","191"
"28002032","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","192"
"28002032","10000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","193"
"28002032","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","194"
"28002033","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","195"
"28002033","15000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","196"
"28002033","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","197"
"28002034","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","198"
"28002034","15000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","199"
"28002034","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","200"
"28002035","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","201"
"28002035","15000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","202"
"28002035","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","203"
"28002036","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","204"
"28002036","15000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","205"
"28002036","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","206"
"28002037","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","207"
"28002037","15000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","208"
"28002037","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","209"
"28002038","1100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","210"
"28002038","15000000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","211"
"28002038","1500","-1","2030/12/31 23:59:59","1","90007","2","2018/01/01 5:00:00","212"
"26003002","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","213"
"26003002","10000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","214"
"26003003","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","215"
"26003003","10000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","216"
"26003004","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","217"
"26003004","10000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","218"
"26003005","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","219"
"26003005","50000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","220"
"26003006","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","221"
"26003006","50000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","222"
"26003007","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","223"
"26003007","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","224"
"26003008","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","225"
"26003008","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","226"
"26003009","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","227"
"26003009","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","228"
"26003010","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","229"
"26003010","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","230"
"26003011","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","231"
"26003011","200000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","232"
"26003012","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","233"
"26003012","200000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","234"
"26003013","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","235"
"26003013","200000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","236"
"26003014","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","237"
"26003014","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","238"
"26003015","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","239"
"26003015","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","240"
"26003016","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","241"
"26003016","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","242"
"26003017","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","243"
"26003017","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","244"
"26003018","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","245"
"26003018","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","246"
"26003019","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","247"
"26003019","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","248"
"26003020","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","249"
"26003020","500000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","250"
"26003021","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","251"
"26003021","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","252"
"26003022","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","253"
"26003022","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","254"
"26003023","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","255"
"26003023","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","256"
"26003024","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","257"
"26003024","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","258"
"26003025","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","259"
"26003025","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","260"
"26003026","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","261"
"26003026","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","262"
"26003027","50","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","263"
"26003027","750000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","264"
"26002011","350","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","265"
"26002012","350","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","266"
"26002013","350","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","267"
"26002014","350","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","268"
"26002015","550","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","269"
"26002016","550","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","270"
"26002017","550","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","271"
"26002018","550","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","272"
"26002019","550","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","273"
"26002020","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","274"
"26002021","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","275"
"26002022","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","276"
"26002023","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","277"
"26002024","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","278"
"26002025","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","279"
"26002026","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","280"
"26002027","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","281"
"26002028","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","282"
"26002029","800","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","283"
"26002030","1000","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","284"
"26002031","1000","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","285"
"28012001","100","-1","2030/12/31 23:59:59","1","0","5","2018/01/01 5:00:00","286"
"28012001","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","287"
"27004001","100","-1","2030/12/31 23:59:59","1","0","5","2018/01/01 5:00:00","288"
"27004001","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","289"
"27004002","100","-1","2030/12/31 23:59:59","1","0","5","2018/01/01 5:00:00","290"
"27004002","100000","-1","2030/12/31 23:59:59","1","94002","12","2018/01/01 5:00:00","291"
"11402001","10","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","292"
"15004001","60","199","2030/12/31 23:59:59","1","0","5","2022/12/16 5:00:00","293"
"15004001","100","199","2030/12/31 23:59:59","1","90007","2","2022/12/16 5:00:00","294"
"15004001","30","-1","2030/12/31 23:59:59","200","0","5","2022/12/16 5:00:00","295"
"15004001","100","-1","2030/12/31 23:59:59","200","90007","2","2022/12/16 5:00:00","296"
"21005039","100","-1","2030/12/31 23:59:59","1","91002","8","2018/01/01 5:00:00","297"
