eda8c55a1f5f26a3d367c077e133fc8d7404d75a72edc26cace512d4e5ec1019,d1fb7b13a99554aa21c88049abbb5c6601c03bdd2b80ff999f4cb9e6ecbb112f,707be3716a9d8b314330ed0c6c568400361a484271d221b9704acc48556e0975,c549f3f3bbf3b488d0b9547c7d254feeb306e72222f2bd884d2ebc20a46a848d,4f21a2bc92c879a6773f279465a80abbb0a9f9d5586009bfdb7aada7aa7c45a8,4ed395dd2716fa302ca98056ce0e66010964f3c540ef37864fa43a3f7129c879,bafd7771958e6dd57d4b8ea2a550e699591d3837181a466a833309023c6baa41,5604d13bd0040bdc663ce8a3906d3cf109583d1ad1c651cd41b6a0d4ed741fc1
"4","2","5","1","2","250","3","6211"
"4","2","5","1","4","250","3","6212"
"4","2","5","1","104","200","3","6311"
"4","2","5","1","103","1","3","6411"
"4","2","5","1","102","1","3","6511"
"4","2","5","1","104","200","3","6611"
"4","2","5","1","6","150","3","6711"
"4","2","5","1","7","150","3","6712"
"4","2","5","1","102","1","3","6811"
"4","2","5","1","104","200","3","6911"
"4","2","5","1","103","1","3","7011"
"4","2","5","1","101","2","3","7111"
"4","2","5","1","100","2","3","7211"
"4","2","5","1","104","200","3","7311"
"4","2","5","1","103","1","3","7411"
"4","2","5","1","102","1","3","7511"
"4","2","5","1","2","250","3","7611"
"4","2","5","1","4","250","3","7612"
"4","2","5","1","104","200","3","7711"
"4","2","5","1","101","2","3","7811"
"4","2","5","1","100","2","3","7911"
"4","2","5","1","104","200","3","8011"
"4","2","5","1","6","150","3","8111"
"4","2","5","1","7","150","3","8112"
"4","2","5","1","101","2","3","8211"
"4","2","5","1","2","250","3","8311"
"4","2","5","1","4","250","3","8312"
"4","2","5","1","103","1","3","8411"
"4","2","5","1","104","200","3","8511"
"4","2","5","1","100","2","3","8611"
"4","2","5","1","102","1","3","8711"
"4","2","5","1","103","1","3","8811"
"4","2","5","1","104","200","3","8911"
"4","2","5","1","102","1","3","9011"
"4","2","5","1","104","200","3","9111"
"4","2","5","1","2","250","3","9211"
"4","2","5","1","4","250","3","9212"
"4","2","5","1","104","200","3","9311"
"4","2","5","1","102","1","3","9411"
"4","2","5","1","103","1","3","9511"
"4","2","5","1","104","200","3","9611"
"4","2","5","1","104","200","3","9711"
"4","2","5","1","101","2","3","9811"
"4","2","5","1","104","200","3","9911"
"4","2","5","1","102","1","3","10011"
"4","2","5","1","103","1","3","10111"
"4","2","5","1","104","200","3","10211"
"4","2","5","1","2","250","3","10311"
"4","2","5","1","4","250","3","10312"
"4","2","5","1","100","2","3","10411"
"4","2","5","1","104","200","3","10511"
"4","2","5","1","103","1","3","10611"
"4","2","5","1","104","200","3","10711"
"4","2","5","1","103","1","3","10811"
"4","2","5","1","100","2","3","10911"
"4","2","5","1","104","200","3","11011"
"4","2","5","1","101","2","3","11111"
"4","2","5","1","104","200","3","11211"
"4","2","5","1","102","1","3","11311"
"4","2","5","1","104","200","3","11411"
"4","2","5","1","103","1","3","11511"
"4","2","5","1","104","200","3","11611"
"4","2","5","1","102","1","3","11711"
"4","2","5","1","104","200","3","11811"
"4","2","5","1","6","150","3","11911"
"4","2","5","1","7","150","3","11912"
"4","2","5","1","104","200","3","12011"
"4","2","5","1","102","1","3","12111"
"4","2","5","1","103","1","3","12211"
"4","2","5","1","100","2","3","12311"
"4","2","5","1","102","1","3","12411"
"4","2","5","1","104","200","3","12511"
"4","2","5","1","101","2","3","12611"
