ac2eac16a0a5195a158f5ee0092beae58f802808f0eae802ddf385702518f776,b165801a6985484347926d04df5af9cd6cca656fd1595f244e6b81bbef691255,989095422b277daf1406146b51d7c1efa7576026d84d2dffef965cf985bee683,2aa0199919598957ba75f1f378f7e22fb87a394ecce28b3a5a85509993c27dcc,23becbaa119710c52bf93728c1f5abe64c548fc441d7bd8e25bbabf3937e33f1,4ad93671cbe07e380573ad37090e93b8a9187ff7be20c9b7ab09a14226781a37,3449ed6c3c1894bee608ae9be28f4e8a1ee92c54f7f8049c62677ce824e13286,29a8207be872039a972d8d4959627f6469f393b872eaa9f4e4cf3b0a561ce15e,8e76d8207616ded0d8708e5583c7b9abcbdd027cee37b8cde62960bc6cb01bc0,29f2608eaa1c8c51f4f497783f79c893a0b3b543f93c0c0a9cb5f7c5ea550457,17a467c985b29e383d83467ed33b79ed8d5292ab5c8219365d0f74e848aef765,d183ed17ae9da3764586e6756be0f8cd850a42cd57d842a652bd5878b4120703,9ff5e77d3947713052424a8e7fa8843fdd0252ef778cac1c4abc62d5ef0321a2,4637eeedbcd766331c3095dec9e0ed4fdcee4a4d5a8df1027263e448b743e1b5,a942e6e45ac629e823bbb76cffd7c104d8e077d354180bff30a9c183b4f56f8a,54ee573e89f5aecb9242e8028c982bea2f7b2e9dd16f1bbc0e534040fcf78aad
"1003017","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1003018","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1004001","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1004002","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1004003","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1004004","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1004005","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1004006","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1004007","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1004008","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1004009","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1004010","400","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1004011","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1004012","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1004013","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1004014","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1004015","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1004016","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1004017","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1004018","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1005001","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1005002","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1005003","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1005004","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1005005","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1005006","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1005007","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1005008","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1005009","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1005010","400","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1005011","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1005012","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1005013","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1005014","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1005015","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1005016","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1005017","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1005018","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1006001","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1006002","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1006003","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1006004","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1006005","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1006006","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1006007","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1006008","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1006009","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1006010","400","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1006011","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1006012","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1006013","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1006014","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1006015","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1006016","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1006017","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1006018","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1007001","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1007002","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1007003","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1007004","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1007005","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1007006","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1007007","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1007008","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1007009","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1007010","400","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1007011","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1007012","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1007013","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1007014","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1007015","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1007016","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1007017","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1007018","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1008001","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1008002","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1008003","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1008004","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1008005","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1008006","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1008007","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1008008","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1008009","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1008010","400","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1008011","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25011"
"1008012","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25012"
"1008013","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25013"
"1008014","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25014"
"1008015","400","2","12","8","10","91002","94002","25021","50","2","2","500000","200","90008","25015"
"1008016","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1008017","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1008018","0","2","12","8","10","91002","94002","25021","50","0","2","500000","200","90008","0"
"1009001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1009002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1009003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1009004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1009005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1009006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1009007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1009008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1009009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1009010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1009011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1009012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1009013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1009014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1009015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1009016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1009017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1009018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1010001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1010002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1010003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1010004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1010005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1010006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1010007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1010008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1010009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1010010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1010011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1010012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1010013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1010014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1010015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1010016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1010017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1010018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1011001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1011002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1011003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1011004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1011005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1011006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1011007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1011008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1011009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1011010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1011011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1011012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1011013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1011014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1011015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1011016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1011017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1011018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1012001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1012002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1012003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1012004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1012005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1012006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1012007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1012008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1012009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1012010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1012011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1012012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1012013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1012014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1012015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1012016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1012017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1012018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1013001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1013002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1013003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1013004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1013005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1013006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1013007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1013008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1013009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1013010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1013011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1013012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1013013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1013014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1013015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1013016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1013017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1013018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1014001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1014002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1014003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1014004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1014005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1014006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1014007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1014008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1014009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1014010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1014011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1014012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1014013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1014014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1014015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1014016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1014017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1014018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1015001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1015002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1015003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1015004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1015005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1015006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1015007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1015008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1015009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1015010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1015011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1015012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1015013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1015014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1015015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1015016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1015017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1015018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1016001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1016002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1016003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1016004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1016005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1016006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1016007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1016008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1016009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1016010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1016011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1016012","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1016013","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1016014","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1016015","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1016016","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1016017","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1016018","0","2","12","8","10","91002","94002","25021","125","0","2","500000","200","90008","0"
"1017001","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1017002","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1017003","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1017004","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1017005","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25015"
"1017006","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
"1017007","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25012"
"1017008","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25013"
"1017009","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25014"
"1017010","1000","2","12","8","10","91002","94002","25001","10","2","2","500000","200","90008","25015"
"1017011","1000","2","12","8","10","91002","94002","25021","125","2","2","500000","200","90008","25011"
