306954af60d4a1daffe1c247678c4f441357afc01e6df663a835486292c01870,ca347b4793ea59dc1d5cd7db6152165067a2c960cdd4de66d1c7043684c92fb0,3241ab5a2e7eb72d2f674e29d30a28e2a39450e080c76f877d73a8f5605bec0a,d42d65a262accc720395999ed88a094609c6058a6498cfe0405a30252c53d222,5997d2ea1e49ac706236a5a07722137e04623670744d668498968d0fc6bbac3c,17cc71002175acfc5e61fd4ad782e98bbc7b1dd5588ab261daf7a197e61999cf,db2be72d332631e7181fdb0cb678b88e66ee828bb287f11e3d68ba2eacb6fb6d,d3442c7afb24339fbb0d79c060b50f75b4dca65bf970f596641f1aeb2ca61c35,e810d990df15d626612f4d20a58a354cdd4a37b8d5beeb2c010e4a548e105ca5,e4e34b756f057ba579247ebe4beef9464cd4d1e0c995f71cb94a265129e9b5e8,e654180ee5e1969caa783811ce91109a72265fbfe07e23324cc706fddaac7238,58f66e3b038d29caa483b460f18e3b37949b31dddde003c0fdd65bc8e0a5c3ec
"0","0","12","0","41","2.178","1120041","0","0","4","1","0"
"0","0","12","0","42","0","1120042","vo_nyx_0108","0","2","0","vo_nyx"
"3.765","0","12","400","43","0","1120043","0","9","1","0","0"
"0","0","12","0","44","4.495","1120044","0","0","4","1","0"
"0","0","12","0","45","0","1120045","vo_nyx_0109","0","2","0","vo_nyx"
"1.137","0","12","132","46","0","1120046","0","10","1","0","0"
"0","0","12","0","47","1.484","1120047","0","0","4","1","0"
"2.686","132","12","395","48","0","1120048","0","10","1","0","0"
"0","0","12","0","49","2.686","1120049","0","0","4","1","0"
"0.736","0","12","85","50","0","1120050","0","11","1","0","0"
"0","0","12","0","51","1.06","1120051","0","0","4","1","0"
"0","0","12","0","52","0","1120052","vo_nyx_0110","0","2","0","vo_nyx"
"0.353","85","12","133","53","0","1120053","0","11","1","0","0"
"0","0","12","0","54","1.137","1120054","0","0","4","1","0"
"0","0","12","0","55","0","1120055","vo_nyx_0111","0","2","0","vo_nyx"
"2.51","0","12","333","56","0","1120056","0","12","1","0","0"
"0","0","12","0","57","3.164","1120057","0","0","4","1","0"
"0","0","12","0","58","0","1120058","vo_nyx_0112","0","2","0","vo_nyx"
"1.532","0","12","145","59","0","1120059","0","13","1","0","0"
"0","0","12","0","60","1.62","1120060","0","0","4","1","0"
"1.367","145","12","336","61","0","1120061","0","13","1","0","0"
"0","0","12","0","62","2.245","1120062","0","0","4","1","0"
"0","0","12","0","63","0","1120063","vo_nyx_0113","0","2","0","vo_nyx"
"1.116","0","12","85","64","0","1120064","0","14","1","0","0"
"0","0","12","0","65","1.735","1120065","0","0","4","1","0"
"1.048","85","12","185","66","0","1120066","0","14","1","0","0"
"0","0","12","0","67","2.848","1120067","0","0","4","1","0"
"0","0","13","0","1","1","1130001","0","0","4","3","0"
"0","0","13","0","2","0","1130002","vo_nyx_0201","0","2","0","vo_nyx"
"0.382","0","13","40","3","0","1130003","0","1","1","0","0"
"0","0","13","0","4","0.672","1130004","0","0","4","1","0"
"0.65","40","13","82","5","0","1130005","0","1","1","0","0"
"0","0","13","0","6","1.115","1130006","0","0","4","1","0"
"2.158","82","13","286","7","0","1130007","0","1","1","0","0"
"0","0","13","0","8","2.541","1130008","0","0","4","1","0"
"0.914","286","13","365","9","0","1130009","0","1","1","0","0"
"0","0","13","0","10","0.914","1130010","0","0","4","1","0"
"1.72","0","13","220","11","0","1130011","0","2","1","0","0"
"0","0","13","0","12","1.5","1130012","0","0","4","1","0"
"0","0","13","0","13","2","1130013","0","0","4","3","0"
"0","0","13","0","14","1.726","1130014","0","0","4","1","0"
"0","0","13","0","15","0","1130015","vo_nyx_0202","0","2","0","vo_nyx"
"2.838","0","13","335","16","0","1130016","0","3","1","0","0"
"0","0","13","0","17","3.334","1130017","0","0","4","1","0"
"2.491","0","13","300","18","0","1130018","0","4","1","0","0"
"0","0","13","0","19","3.427","1130019","0","0","4","1","0"
"0","0","13","0","20","3","1130020","0","0","4","3","0"
"0","0","13","0","21","0","1130021","vo_nyx_0203","0","2","0","vo_nyx"
"0.475","0","13","47","22","0","1130022","0","5","1","0","0"
"0","0","13","0","23","0.872","1130023","0","0","4","1","0"
"1.001","47","13","119","24","0","1130024","0","5","1","0","0"
"0","0","13","0","25","1.492","1130025","0","0","4","1","0"
"1.73","119","13","310","26","0","1130026","0","5","1","0","0"
"0","0","13","0","27","2.045","1130027","0","0","4","1","0"
"0.87","310","13","395","28","0","1130028","0","5","1","0","0"
"0","0","13","0","29","1.949","1130029","0","0","4","1","0"
"0","0","13","0","30","0","1130030","vo_nyx_0204","0","2","0","vo_nyx"
"1.885","0","13","174","31","0","1130031","0","6","1","0","0"
"0","0","13","0","32","2.37","1130032","0","0","4","1","0"
"0.939","174","13","293","33","0","1130033","0","6","1","0","0"
"0","0","13","0","34","1.12","1130034","0","0","4","1","0"
"0.5","293","13","388","35","0","1130035","0","6","1","0","0"
"0","0","13","0","36","1.435","1130036","0","0","4","1","0"
"0","0","13","0","37","0","1130037","vo_nyx_0205","0","2","0","vo_nyx"
"0.58","0","13","34","38","0","1130038","0","7","1","0","0"
"0","0","13","0","39","0.976","1130039","0","0","4","1","0"
"1.425","34","13","176","40","0","1130040","0","7","1","0","0"
"0","0","13","0","41","1.683","1130041","0","0","4","1","0"
"0.85","176","13","275","42","0","1130042","0","7","1","0","0"
"0","0","13","0","43","1.9","1130043","0","0","4","1","0"
"0","0","13","0","44","4","1130044","0","0","4","3","0"
"0","0","13","0","45","0","1130045","vo_nyx_0206","0","2","0","vo_nyx"
"0.43","275","13","327","46","0","1130046","0","7","1","0","0"
"0","0","13","0","47","1.105","1130047","0","0","4","1","0"
"0.759","327","13","396","48","0","1130048","0","7","1","0","0"
"0","0","13","0","49","0.759","1130049","0","0","4","1","0"
"1.136","0","13","112","50","0","1130050","0","8","1","0","0"
"0","0","13","0","51","1.533","1130051","0","0","4","1","0"
"1.347","112","13","248","52","0","1130052","0","8","1","0","0"
"0","0","13","0","53","1.518","1130053","0","0","4","1","0"
"0.981","248","13","360","54","0","1130054","0","8","1","0","0"
"0","0","13","0","55","1.862","1130055","0","0","4","1","0"
"0","0","13","0","56","5","1130056","0","0","4","3","0"
"0","0","13","0","57","0","1130057","vo_nyx_0207","0","2","0","vo_nyx"
"0.44","0","13","51","58","0","1130058","0","9","1","0","0"
"0","0","13","0","59","0.9","1130059","0","0","4","1","0"
"1.404","51","13","205","60","0","1130060","0","9","1","0","0"
"0","0","13","0","61","1.74","1130061","0","0","4","1","0"
"0.986","205","13","325","62","0","1130062","0","9","1","0","0"
"0","0","13","0","63","1.187","1130063","0","0","4","1","0"
"0.437","325","13","377","64","0","1130064","0","9","1","0","0"
"0","0","13","0","65","0.437","1130065","0","0","4","1","0"
"0.7","0","13","84","66","0","1130066","0","10","1","0","0"
"0","0","13","0","67","1.317","1130067","0","0","4","1","0"
"2.659","84","13","376","68","0","1130068","0","10","1","0","0"
"0","0","13","0","69","2.717","1130069","0","0","4","1","0"
"1.834","0","13","190","70","0","1130070","0","11","1","0","0"
"0","0","13","0","71","3.084","1130071","0","0","4","1","0"
"0","0","13","0","72","0","1130072","vo_nyx_0208","0","2","0","vo_nyx"
"1.574","0","13","122","73","0","1130073","0","12","1","0","0"
"0","0","13","0","74","2.083","1130074","0","0","4","1","0"
"1.236","122","13","252","75","0","1130075","0","12","1","0","0"
"0","0","13","0","76","1.443","1130076","0","0","4","1","0"
"0.869","252","13","345","77","0","1130077","0","12","1","0","0"
"0","0","13","0","78","1.288","1130078","0","0","4","1","0"
"0.48","0","13","58","79","0","1130079","0","13","1","0","0"
"0","0","13","0","80","0.81","1130080","0","0","4","1","0"
"0.789","58","13","160","81","0","1130081","0","13","1","0","0"
"0","0","13","0","82","1.627","1130082","0","0","4","1","0"
"0","0","13","0","83","0","1130083","vo_nyx_0209","0","2","0","vo_nyx"
"0.707","160","13","250","84","0","1130084","0","13","1","0","0"
"0","0","13","0","85","2.507","1130085","0","0","4","1","0"
"0","0","14","0","1","1","1140001","0","0","4","3","0"
"0","0","14","0","2","0","1140002","vo_nyx_0301","0","2","0","vo_nyx"
"1.075","0","14","97","3","0","1140003","0","1","1","0","0"
"0","0","14","0","4","1.692","1140004","0","0","4","1","0"
"2.843","97","14","360","5","0","1140005","0","1","1","0","0"
"0","0","14","0","6","4","1140006","0","0","4","1","0"
"0","0","14","0","7","0","1140007","vo_nyx_0302","0","2","0","vo_nyx"
"1.567","0","14","135","8","0","1140008","0","2","1","0","0"
"0","0","14","0","9","1.964","1140009","0","0","4","1","0"
"0.78","135","14","230","10","0","1140010","0","2","1","0","0"
"0","0","14","0","11","2.076","1140011","0","0","4","1","0"
"0","0","14","0","12","0","1140012","vo_nyx_0303","0","2","0","vo_nyx"
"1.037","0","14","74","13","0","1140013","0","3","1","0","0"
"0","0","14","0","14","1.629","1140014","0","0","4","1","0"
"2.027","74","14","270","15","0","1140015","0","3","1","0","0"
"0","0","14","0","16","3.568","1140016","0","0","4","1","0"
"0","0","14","0","17","2","1140017","0","0","4","3","0"
"0","0","14","0","18","0","1140018","vo_nyx_0304","0","2","0","vo_nyx"
"1.38","270","14","380","19","0","1140019","0","3","1","0","0"
"0","0","14","0","20","1.419","1140020","0","0","4","1","0"
"0.491","0","14","58","21","0","1140021","0","4","1","0","0"
"0","0","14","0","22","0.545","1140022","0","0","4","1","0"
"2.409","58","14","316","23","0","1140023","0","4","1","0","0"
"0","0","14","0","24","3.711","1140024","0","0","4","1","0"
"0","0","14","0","25","0","1140025","vo_nyx_0305","0","2","0","vo_nyx"
"0.892","0","14","65","26","0","1140026","0","5","1","0","0"
"0","0","14","0","27","1.458","1140027","0","0","4","1","0"
"2.495","65","14","293","28","0","1140028","0","5","1","0","0"
"0","0","14","0","29","3.134","1140029","0","0","4","1","0"
"0.599","0","14","66","30","0","1140030","0","6","1","0","0"
"0","0","14","0","31","0.599","1140031","0","0","4","1","0"
"1.855","66","14","245","32","0","1140032","0","6","1","0","0"
"0","0","14","0","33","3.373","1140033","0","0","4","1","0"
"0","0","14","0","34","0","1140034","vo_nyx_0306","0","2","0","vo_nyx"
"1.629","0","14","175","35","0","1140035","0","7","1","0","0"
"0","0","14","0","36","3.34","1140036","0","0","4","1","0"
"0","0","14","0","37","0","1140037","vo_nyx_0307","0","2","0","vo_nyx"
"1.079","0","14","89","38","0","1140038","0","8","1","0","0"
"0","0","14","0","39","1.6","1140039","0","0","4","1","0"
"2.353","89","14","325","40","0","1140040","0","8","1","0","0"
"0","0","14","0","41","3.511","1140041","0","0","4","1","0"
"0","0","14","0","42","0","1140042","vo_nyx_0308","0","2","0","vo_nyx"
"0.511","325","14","400","43","0","1140043","0","8","1","0","0"
"0","0","14","0","44","0.511","1140044","0","0","4","1","0"
"1.154","0","14","75","45","0","1140045","0","9","1","0","0"
"0","0","14","0","46","1.511","1140046","0","0","4","1","0"
"3.186","75","14","405","47","0","1140047","0","9","1","0","0"
"0","0","14","0","48","4.034","1140048","0","0","4","1","0"
"0","0","14","0","49","0","1140049","vo_nyx_0309","0","2","0","vo_nyx"
"3.486","0","14","342","50","0","1140050","0","10","1","0","0"
"0","0","14","0","51","4.563","1140051","0","0","4","1","0"
"0","0","14","0","52","0","1140052","vo_nyx_0310","0","2","0","vo_nyx"
"0.815","0","14","105","53","0","1140053","0","11","1","0","0"
"0","0","14","0","54","2.384","1140054","0","0","4","1","0"
"0","0","14","0","55","0","1140055","vo_nyx_0311","0","2","0","vo_nyx"
"1.726","0","14","139","56","0","1140056","0","12","1","0","0"
"0","0","14","0","57","2.212","1140057","0","0","4","1","0"
"2.239","139","14","348","58","0","1140058","0","12","1","0","0"
"0","0","14","0","59","2.898","1140059","0","0","4","1","0"
"0.691","348","14","398","60","0","1140060","0","12","1","0","0"
"0","0","14","0","61","3","1140061","0","0","4","3","0"
"0","0","14","0","62","0.691","1140062","0","0","4","1","0"
"0.499","0","14","55","63","0","1140063","0","13","1","0","0"
"0","0","14","0","64","1.799","1140064","0","0","4","1","0"
"0","0","14","0","65","4","1140065","0","0","4","3","0"
"0","0","14","0","66","0","1140066","vo_nyx_0312","0","2","0","vo_nyx"
"0.674","55","14","128","67","0","1140067","0","13","1","0","0"
"0","0","14","0","68","1.251","1140068","0","0","4","1","0"
"0.959","128","14","201","69","0","1140069","0","13","1","0","0"
"0","0","14","0","70","1.676","1140070","0","0","4","1","0"
"1.894","201","14","365","71","0","1140071","0","13","1","0","0"
"0","0","14","0","72","1.894","1140072","0","0","4","1","0"
"0.844","0","14","100","73","0","1140073","0","14","1","0","0"
"0","0","14","0","74","2.644","1140074","0","0","4","1","0"
"0","0","22","0","1","1","1220001","0","0","4","3","0"
"0","0","22","0","2","0","1220002","vo_nyx_0401","0","2","0","vo_nyx"
"1.578","0","22","181","3","0","1220003","0","1","1","0","0"
"0","0","22","0","4","2.06","1220004","0","0","4","1","0"
"1.339","181","22","325","5","0","1220005","0","1","1","0","0"
"0","0","22","0","6","1.417","1220006","0","0","4","1","0"
"1.412","0","22","140","7","0","1220007","0","2","1","0","0"
"0","0","22","0","8","2.549","1220008","0","0","4","1","0"
"0","0","22","0","9","0","1220009","vo_nyx_0402","0","2","0","vo_nyx"
"1.74","140","22","326","10","0","1220010","0","2","1","0","0"
"0","0","22","0","11","2.249","1220011","0","0","4","1","0"
"0.455","326","22","390","12","0","1220012","0","2","1","0","0"
"0","0","22","0","13","0.455","1220013","0","0","4","1","0"
"1.361","0","22","188","14","0","1220014","0","3","1","0","0"
"0","0","22","0","15","2.433","1220015","0","0","4","1","0"
"0","0","22","0","16","0","1220016","vo_nyx_0403","0","2","0","vo_nyx"
"0.438","0","22","55","17","0","1220017","0","4","1","0","0"
"0","0","22","0","18","0.976","1220018","0","0","4","1","0"
"1.414","55","22","256","19","0","1220019","0","4","1","0","0"
"0","0","22","0","20","2.433","1220020","0","0","4","1","0"
"0","0","22","0","21","0","1220021","vo_nyx_0404","0","2","0","vo_nyx"
"1.829","0","22","213","22","0","1220022","0","5","1","0","0"
"0","0","22","0","23","2.237","1220023","0","0","4","1","0"
"1.018","213","22","340","24","0","1220024","0","5","1","0","0"
"0","0","22","0","25","1.965","1220025","0","0","4","1","0"
"0","0","22","0","26","2","1220026","0","0","4","3","0"
"0","0","22","0","27","0","1220027","vo_nyx_0405","0","2","0","vo_nyx"
"0.455","340","22","392","28","0","1220028","0","5","1","0","0"
"0","0","22","0","29","0.455","1220029","0","0","4","1","0"
"0.586","0","22","40","30","0","1220030","0","6","1","0","0"
"0","0","22","0","31","1.124","1220031","0","0","4","1","0"
"1.953","40","22","225","32","0","1220032","0","6","1","0","0"
"0","0","22","0","33","2.356","1220033","0","0","4","1","0"
"1.083","225","22","375","34","0","1220034","0","6","1","0","0"
"0","0","22","0","35","1.083","1220035","0","0","4","1","0"
"0.71","0","22","74","36","0","1220036","0","7","1","0","0"
"0","0","22","0","37","1.533","1220037","0","0","4","1","0"
"0.947","74","22","187","38","0","1220038","0","7","1","0","0"
"0","0","22","0","39","2","1220039","0","0","4","3","0"
"0","0","22","0","40","1.349","1220040","0","0","4","1","0"
"0.87","187","22","329","41","0","1220041","0","7","1","0","0"
"0","0","22","0","42","0.87","1220042","0","0","4","1","0"
"1.758","0","22","206","43","0","1220043","0","8","1","0","0"
"0","0","22","0","44","2.198","1220044","0","0","4","1","0"
"1.601","206","22","342","45","0","1220045","0","8","1","0","0"
"0","0","22","0","46","2.097","1220046","0","0","4","1","0"
"0.546","342","22","393","47","0","1220047","0","8","1","0","0"
"0","0","22","0","48","0.546","1220048","0","0","4","1","0"
"1.277","0","22","155","49","0","1220049","0","9","1","0","0"
"0","0","22","0","50","1.656","1220050","0","0","4","1","0"
"2.113","155","22","390","51","0","1220051","0","9","1","0","0"
"0","0","22","0","52","3.362","1220052","0","0","4","1","0"
"0","0","22","0","53","3","1220053","0","0","4","3","0"
"0","0","22","0","54","0","1220054","vo_nyx_0406","0","2","0","vo_nyx"
"2.628","0","22","263","55","0","1220055","0","10","1","0","0"
"0","0","22","0","56","3.131","1220056","0","0","4","1","0"
"0.846","263","22","345","57","0","1220057","0","10","1","0","0"
"0","0","22","0","58","1.249","1220058","0","0","4","1","0"
"0.516","345","22","396","59","0","1220059","0","10","1","0","0"
"0","0","22","0","60","0.593","1220060","0","0","4","1","0"
"2.285","0","22","318","61","0","1220061","0","11","1","0","0"
"0","0","22","0","62","3.475","1220062","0","0","4","1","0"
"0","0","22","0","63","4","1220063","0","0","4","3","0"
"0","0","22","0","64","0","1220064","vo_nyx_0407","0","2","0","vo_nyx"
"2.326","0","22","258","65","0","1220065","0","12","1","0","0"
"0","0","22","0","66","2.872","1220066","0","0","4","1","0"
"1.488","258","22","395","67","0","1220067","0","12","1","0","0"
"0","0","22","0","68","1.488","1220068","0","0","4","1","0"
"1.728","0","22","220","69","0","1220069","0","13","1","0","0"
"0","0","22","0","70","2.711","1220070","0","0","4","1","0"
"0","0","22","0","71","0","1220071","vo_nyx_0408","0","2","0","vo_nyx"
"0.408","0","22","40","72","0","1220072","0","15","1","0","0"
"0","0","22","0","73","0.929","1220073","0","0","4","1","0"
"1.122","40","22","152","74","0","1220074","0","15","1","0","0"
"0","0","22","0","75","2.922","1220075","0","0","4","1","0"
"0","0","23","0","1","1","1230001","0","0","4","3","0"
"0","0","23","0","2","0","1230002","vo_nyx_0501","0","2","0","vo_nyx"
"3.048","0","23","390","3","0","1230003","0","1","1","0","0"
"0","0","23","0","4","3.048","1230004","0","0","4","1","0"
"0.731","0","23","85","5","0","1230005","0","2","1","0","0"
"0","0","23","0","6","1.507","1230006","0","0","4","1","0"
"0","0","23","0","7","0","1230007","vo_nyx_0502","0","2","0","vo_nyx"
"2.093","85","23","302","8","0","1230008","0","2","1","0","0"
"0","0","23","0","9","2.341","1230009","0","0","4","1","0"
"0.644","302","23","378","10","0","1230010","0","2","1","0","0"
"0","0","23","0","11","0.993","1230011","0","0","4","1","0"
"1.737","0","23","195","12","0","1230012","0","3","1","0","0"
"0","0","23","0","13","2.616","1230013","0","0","4","1","0"
"0","0","23","0","14","0","1230014","vo_nyx_0503","0","2","0","vo_nyx"
"1.866","195","23","395","15","0","1230015","0","3","1","0","0"
"0","0","23","0","16","1.866","1230016","0","0","4","1","0"
"1.039","0","23","123","17","0","1230017","0","4","1","0","0"
"0","0","23","0","18","1.496","1230018","0","0","4","1","0"
"1.355","123","23","305","19","0","1230019","0","4","1","0","0"
"0","0","23","0","20","2.334","1230020","0","0","4","1","0"
"0","0","23","0","21","0","1230021","vo_nyx_0504","0","2","0","vo_nyx"
"0.422","0","23","45","22","0","1230022","0","6","1","0","0"
"0","0","23","0","23","0.845","1230023","0","0","4","1","0"
"2.026","45","23","308","24","0","1230024","0","6","1","0","0"
"0","0","23","0","25","2.563","1230025","0","0","4","1","0"
"0","0","23","0","26","0","1230026","vo_nyx_0505","0","2","0","vo_nyx"
"0.865","0","23","80","27","0","1230027","0","8","1","0","0"
"0","0","23","0","28","1.207","1230028","0","0","4","1","0"
"1.873","80","23","360","29","0","1230029","0","8","1","0","0"
"0","0","23","0","30","2.166","1230030","0","0","4","1","0"
"2.558","0","23","345","31","0","1230031","0","9","1","0","0"
"0","0","23","0","32","2","1230032","0","0","4","3","0"
"0","0","23","0","33","3.202","1230033","0","0","4","1","0"
"2.381","0","23","215","34","0","1230034","0","10","1","0","0"
"0","0","23","0","35","2.938","1230035","0","0","4","1","0"
"0","0","23","0","36","0","1230036","vo_nyx_0506","0","2","0","vo_nyx"
"1.241","215","23","400","37","0","1230037","0","10","1","0","0"
"0","0","23","0","38","1.657","1230038","0","0","4","1","0"
"2.871","0","23","375","39","0","1230039","0","11","1","0","0"
"0","0","23","0","40","3","1230040","0","0","4","3","0"
"0","0","23","0","41","3.435","1230041","0","0","4","1","0"
"0","0","23","0","42","0","1230042","vo_nyx_0507","0","2","0","vo_nyx"
"0.717","0","23","64","43","0","1230043","0","12","1","0","0"
"0","0","23","0","44","1.026","1230044","0","0","4","1","0"
"2.843","64","23","395","45","0","1230045","0","12","1","0","0"
"0","0","23","0","46","3.603","1230046","0","0","4","1","0"
"0","0","23","0","47","0","1230047","vo_nyx_0508","0","2","0","vo_nyx"
"1.417","0","23","130","48","0","1230048","0","13","1","0","0"
"0","0","23","0","49","2.029","1230049","0","0","4","1","0"
"1.78","130","23","335","50","0","1230050","0","13","1","0","0"
"0","0","23","0","51","3.58","1230051","0","0","4","1","0"
"0","0","24","0","1","1","1240001","0","0","4","3","0"
"0","0","24","0","2","0","1240002","vo_nyx_0601","0","2","0","vo_nyx"
"0.945","0","24","92","3","0","1240003","0","1","1","0","0"
"0","0","24","0","4","1.808","1240004","0","0","4","1","0"
"0","0","24","0","5","0","1240005","vo_nyx_0602","0","2","0","vo_nyx"
"3.225","0","24","395","6","0","1240006","0","2","1","0","0"
"0","0","24","0","7","4.362","1240007","0","0","4","1","0"
"0","0","24","0","8","0","1240008","vo_nyx_0603","0","2","0","vo_nyx"
"2.828","0","24","392","9","0","1240009","0","3","1","0","0"
"0","0","24","0","10","4.36","1240010","0","0","4","1","0"
"0","0","24","0","11","0","1240011","vo_nyx_0604","0","2","0","vo_nyx"
"1.212","0","24","150","12","0","1240012","0","4","1","0","0"
"0","0","24","0","13","2.171","1240013","0","0","4","1","0"
"1.656","150","24","350","14","0","1240014","0","4","1","0","0"
"0","0","24","0","15","2.769","1240015","0","0","4","1","0"
"0","0","24","0","16","0","1240016","vo_nyx_0605","0","2","0","vo_nyx"
"0.168","0","24","24","17","0","1240017","0","5","1","0","0"
"0","0","24","0","18","1.256","1240018","0","0","4","1","0"
"0.478","24","24","59","19","0","1240019","0","5","1","0","0"
"0","0","24","0","20","0.535","1240020","0","0","4","1","0"
"0.735","59","24","150","21","0","1240021","0","5","1","0","0"
"0","0","24","0","22","2.444","1240022","0","0","4","1","0"
"0","0","24","0","23","0","1240023","vo_nyx_0606","0","2","0","vo_nyx"
"1.607","0","24","183","24","0","1240024","0","7","1","0","0"
"0","0","24","0","25","2.16","1240025","0","0","4","1","0"
"2.119","183","24","400","26","0","1240026","0","7","1","0","0"
"0","0","24","0","27","2.647","1240027","0","0","4","1","0"
"1.802","0","24","205","28","0","1240028","0","8","1","0","0"
"0","0","24","0","29","2","1240029","0","0","4","3","0"
"0","0","24","0","30","2.817","1240030","0","0","4","1","0"
"0","0","24","0","31","0","1240031","vo_nyx_0607","0","2","0","vo_nyx"
"1.981","205","24","395","32","0","1240032","0","8","1","0","0"
"0","0","24","0","33","2.842","1240033","0","0","4","1","0"
"1.894","0","24","180","34","0","1240034","0","9","1","0","0"
"0","0","24","0","35","3.737","1240035","0","0","4","1","0"
"0","0","24","0","36","0","1240036","vo_nyx_0608","0","2","0","vo_nyx"
"0.82","180","24","209","37","0","1240037","0","9","1","0","0"
"0","0","24","0","38","1.754","1240038","0","0","4","1","0"
"2.752","209","24","400","39","0","1240039","0","9","1","0","0"
"0","0","24","0","40","3.272","1240040","0","0","4","1","0"
"0","0","24","0","41","3","1240041","0","0","4","3","0"
"0","0","24","0","42","0","1240042","vo_nyx_0609","0","2","0","vo_nyx"
"1.283","0","24","100","43","0","1240043","0","11","1","0","0"
"0","0","24","0","44","2.322","1240044","0","0","4","1","0"
"0","0","24","0","45","4","1240045","0","0","4","3","0"
"0","0","24","0","46","0","1240046","vo_nyx_0610","0","2","0","vo_nyx"
"0.86","0","24","80","47","0","1240047","0","12","1","0","0"
"0","0","24","0","48","0.86","1240048","0","0","4","1","0"
"1.242","80","24","112","49","0","1240049","0","12","1","0","0"
"0","0","24","0","50","2.086","1240050","0","0","4","1","0"
"0","0","24","0","51","5","1240051","0","0","4","3","0"
"0","0","24","0","52","0","1240052","vo_nyx_0611","0","2","0","vo_nyx"
"0.735","112","24","242","53","0","1240053","0","12","1","0","0"
"0","0","24","0","54","1.789","1240054","0","0","4","1","0"
"0","0","24","0","55","0","1240055","vo_nyx_0612","0","2","0","vo_nyx"
"1","0","24","56","56","0","1240056","0","13","1","0","0"
"0","0","24","0","57","2.104","1240057","0","0","4","1","0"
"0","0","24","0","58","6","1240058","0","0","4","3","0"
"0","0","24","0","59","0","1240059","vo_nyx_0613","0","2","0","vo_nyx"
"1.189","0","24","41","60","0","1240060","0","14","1","0","0"
