5cd5ea95c01f6a0c148873f690082c8bc571547f0a12a93a456aa3b577323cfa,b6f6b7cfbce9305439bb19e0c25e4560aadbaccbb16b46286d9d9665ddc19285,7a8df7f4e85e2a770bb78a21ac4eb4b9c35b7993e362ccc2049f84b38ab7776d,907487a7ba6487274c6f88f373ac2a015a3a235da640f7abc8fafb124cab3508,59b779335dab47859d08acf2c12730b0917819fe687b17883e9e48adc652f8d3,8355cd44d39aadb75b6f09e2ee1ee433a7cb7e079c4b4c528bbed391e94e48fa,c53053ae8427e2afc7eed13f4d8d5038d8e8b2c865a49cc4bb29dc491762ce74,43b4bf80c2125c8583c6c11cfa171513588f7972ce52e05b8c679888a52aa814,840b5064323bc994f950f8429737798d6ef9d53f3f3f84bbd84db0ad0ccc16bc,ff498c55c0375bc79cb5e8f265f5f4980657a3979a1c8bb52fb6a6172637684e,988afb0e153c73274d0d0baa5a22af062cb430ceb1ea31708a7b3bd50df3a915,4c49fee34fcc7059af2417df7bc5958d2d62c14973cf9138edfb078a2b7eedc1,77e21baabca79acec4b25855e44e7286af76e2c497df604e7537bafe47b99c2a,61cb41ee4fedf40793282ed489ffb719f631a904855caf5bbbef221bb9573d15,76b8fbb7969e20818da78fc292e508922ed4ff05f3d3add4bfa47633d8ae780b,f78e55fc452957f71698b7364e7f105b87aef27fa245bd0f5f3580c9eb9f51c7,603cb11f5c3a6a3962908e8754104119858780c663b52e5812f06f4971601631,74bf76a5d871f6d9e6f7335b821f249dc4d793d89d60122cbd76f8b7533ea5ef,83edb02e12f6730ef0e7ceadc9c37cdae4b4176cde2399a04a8be60b977e9cec
"1115","17934","48","17","24","100301","27","0","0","143","0","0","238","321","12780","7","1356","0","40"
"1115","19958","48","17","24","100301","28","0","0","143","0","0","245","326","14025","7","1380","0","40"
"1115","22063","48","17","24","100301","29","0","0","143","0","0","260","341","15210","7","1405","0","40"
"1115","24192","48","17","24","100301","30","0","0","143","0","0","290","371","16130","7","1431","0","40"
"1115","26550","48","17","24","100301","31","0","0","143","0","0","305","386","17315","7","1457","0","40"
"1115","29128","48","17","24","100301","32","0","0","143","0","0","305","386","18865","7","1483","0","40"
"1115","31789","48","17","24","100301","33","0","0","143","0","0","305","386","20515","7","1508","0","40"
"1115","34482","48","17","24","100301","34","0","0","143","0","0","320","401","22000","7","1532","0","40"
"1115","37354","48","17","24","100301","35","0","0","143","0","0","335","416","23485","7","1556","0","40"
"1115","40325","48","17","24","100301","36","0","0","143","0","0","351","432","24970","7","1580","0","40"
"100","10","0","0","0","100401","2","0","0","10","0","0","0","2","65","1","0","0","0"
"200","58","0","0","0","100401","3","0","0","25","0","0","0","5","185","2","0","0","0"
"360","135","0","0","0","100401","4","0","0","50","0","0","4","10","475","4","0","0","0"
"520","243","0","0","0","100401","5","0","0","80","0","0","10","17","985","7","0","0","0"
"820","429","0","3","0","100401","6","0","0","95","0","0","14","25","1515","11","0","0","0"
"1425","674","0","6","0","100401","7","0","0","120","0","0","20","34","1835","15","0","0","0"
"1985","912","0","6","9","100401","8","0","0","145","0","0","32","48","2735","15","10","0","0"
"1985","1157","0","6","23","100401","9","10","0","145","5","0","48","67","3480","22","30","0","0"
"1985","1392","0","6","28","100401","10","20","0","145","10","0","68","87","4330","27","60","0","15"
"1985","1695","3","6","28","100401","11","20","0","145","10","0","88","105","5030","32","86","0","35"
"2085","2037","6","6","28","100401","12","20","0","145","10","0","106","126","5430","39","108","0","55"
"2285","2425","6","6","28","100401","13","20","0","170","10","0","125","155","5630","41","151","0","55"
"2285","2845","6","6","28","100401","14","20","0","170","10","0","144","189","5830","41","215","0","57"
"2285","3314","9","6","28","100401","15","20","0","170","12","0","167","212","5830","43","289","0","57"
"2385","3815","17","6","28","100401","16","20","0","170","12","0","190","232","5830","45","378","0","57"
"2535","4337","22","6","28","100401","17","20","0","170","12","0","209","263","5930","45","465","0","57"
"2685","4884","22","6","28","100401","18","20","0","170","12","0","237","291","5990","50","573","0","57"
"2685","5553","22","6","28","100401","19","20","0","170","12","0","266","323","6085","52","655","0","57"
"2780","6292","22","6","28","100401","20","20","0","170","12","0","293","368","6185","52","696","0","57"
"2780","7020","22","6","28","100401","21","20","0","170","12","0","333","419","6430","52","740","0","57"
"2780","7888","22","6","28","100401","22","20","0","170","12","0","383","468","6660","52","788","0","57"
"2780","8928","22","6","28","100401","23","20","0","170","12","0","428","519","7065","52","817","0","57"
"2780","10110","22","6","28","100401","24","20","0","170","12","0","474","566","7385","52","835","0","57"
"2780","11440","22","6","28","100401","25","20","0","170","12","0","523","611","7705","52","867","0","57"
"2780","12898","22","6","28","100401","26","20","0","170","12","0","576","656","8000","52","902","0","57"
"2780","14495","22","6","28","100401","27","20","0","170","12","0","624","697","8455","52","929","0","57"
"2780","16211","22","6","28","100401","28","20","0","170","12","0","669","740","9000","52","963","0","57"
"2780","17592","22","6","28","100401","29","20","0","170","12","0","751","822","10655","52","986","0","57"
"2780","18978","22","6","28","100401","30","20","0","170","12","0","842","913","12805","52","1000","0","57"
"2780","20529","22","6","28","100401","31","20","0","170","12","0","925","996","15175","52","1014","0","57"
"2780","22273","22","6","28","100401","32","20","0","170","12","0","995","1066","17965","52","1027","0","57"
"2780","24101","22","6","28","100401","33","20","0","170","12","0","1061","1132","21205","52","1039","0","57"
"2780","25905","22","6","28","100401","34","20","0","170","12","0","1143","1214","24690","52","1051","0","57"
"2780","27832","22","6","28","100401","35","20","0","170","12","0","1226","1297","28585","52","1063","0","57"
"2780","29820","22","6","28","100401","36","20","0","170","12","0","1310","1381","32820","52","1075","0","57"
"125","12","0","0","0","100501","2","0","0","0","0","0","0","4","80","0","0","0","0"
"225","49","0","0","0","100501","3","0","0","0","0","0","0","8","350","1","0","0","0"
"275","110","0","0","0","100501","4","0","0","15","0","0","3","17","880","1","0","0","0"
"275","173","0","0","0","100501","5","0","0","15","0","0","11","28","1660","7","0","0","0"
"275","265","0","3","0","100501","6","0","0","15","0","0","19","48","2925","7","0","0","0"
"275","476","0","6","0","100501","7","0","0","40","0","0","29","66","3595","7","0","0","0"
"575","615","0","10","0","100501","8","0","0","40","0","0","49","87","4800","7","0","0","0"
"1025","788","0","14","5","100501","9","10","0","40","0","0","72","104","5635","12","0","0","15"
"1325","1027","5","17","10","100501","10","20","0","65","0","0","94","125","6415","12","0","0","15"
"1625","1305","10","20","10","100501","11","20","0","65","0","0","112","148","7295","12","30","0","25"
"1875","1564","10","20","12","100501","12","20","0","65","0","0","136","178","8135","12","80","0","35"
"2095","1861","10","20","17","100501","13","20","0","65","0","0","160","214","8655","12","126","0","37"
"2215","2191","10","20","17","100501","14","20","0","71","2","0","189","249","9045","12","162","0","39"
"2315","2575","10","20","17","100501","15","20","0","77","4","0","219","280","9235","14","202","0","39"
"2415","2930","10","20","17","100501","16","20","0","89","4","0","260","319","9365","14","236","0","39"
"2415","3244","14","20","17","100501","17","20","0","89","4","0","312","357","9655","17","280","0","39"
"2415","3595","18","20","17","100501","18","20","0","89","4","0","371","394","9935","20","352","0","39"
"2510","4029","18","20","17","100501","19","20","0","89","4","0","428","443","10305","20","409","0","39"
"2605","4501","18","20","17","100501","20","20","0","89","4","0","489","498","10590","25","436","0","39"
"2605","5022","18","20","17","100501","21","20","0","89","4","0","559","554","10800","30","488","0","39"
"2605","5725","18","20","17","100501","22","20","0","89","4","0","622","612","11290","30","587","0","39"
"2605","6562","18","20","17","100501","23","20","0","89","4","0","685","681","11605","30","681","0","39"
"2605","7465","18","20","17","100501","24","20","0","89","4","0","756","754","11925","30","746","0","39"
"2605","8484","18","20","17","100501","25","20","0","89","4","0","831","825","12540","30","813","0","39"
"2605","9621","18","20","17","100501","26","20","0","89","4","0","910","896","13290","30","864","0","39"
"2605","10886","18","20","17","100501","27","20","0","89","4","0","985","964","14290","30","892","0","39"
"2605","11991","18","20","17","100501","28","20","0","89","4","0","1064","1041","17330","30","911","0","39"
"2605","12893","18","20","17","100501","29","20","0","89","4","0","1153","1130","22690","30","921","0","39"
"2605","13832","18","20","17","100501","30","20","0","89","4","0","1247","1224","28565","30","931","0","39"
"2605","14808","18","20","17","100501","31","20","0","89","4","0","1345","1322","34730","30","941","0","39"
"2605","15821","18","20","17","100501","32","20","0","89","4","0","1446","1423","41265","30","951","0","39"
"2605","16891","18","20","17","100501","33","20","0","89","4","0","1549","1526","48415","30","961","0","39"
"2605","18018","18","20","17","100501","34","20","0","89","4","0","1654","1631","56345","30","971","0","39"
"2605","19183","18","20","17","100501","35","20","0","89","4","0","1760","1737","64985","30","981","0","39"
"2605","20385","18","20","17","100501","36","20","0","89","4","0","1867","1844","74185","30","991","0","39"
"75","0","0","0","0","100601","2","23","0","0","0","0","2","1","55","0","0","0","0"
"150","0","0","0","0","100601","3","78","0","0","0","0","7","2","150","0","0","0","0"
"200","0","0","0","0","100601","4","169","0","5","0","0","16","5","325","0","0","0","10"
"200","0","0","0","0","100601","5","322","0","15","0","0","32","7","625","0","0","0","10"
"200","0","0","0","0","100601","6","495","0","15","0","0","51","15","1155","0","0","0","25"
"200","26","0","0","0","100601","7","724","0","50","0","0","69","22","1515","0","0","0","30"
"200","26","0","0","4","100601","8","960","0","85","0","0","93","29","2115","0","0","0","60"
"200","26","0","0","9","100601","9","1224","0","85","5","0","120","40","2650","0","0","0","95"
"420","26","0","0","14","100601","10","1549","0","85","10","13","143","50","3240","0","0","0","105"
"640","26","0","0","14","100601","11","1880","0","101","10","28","167","66","3840","0","0","0","119"
"760","26","0","0","17","100601","12","2215","0","111","17","43","192","79","4200","0","0","0","135"
"980","26","0","0","17","100601","13","2582","0","121","19","69","217","102","4640","0","0","0","135"
"1220","26","0","0","17","100601","14","2954","0","133","19","93","250","130","4760","0","0","0","137"
"1220","26","0","0","17","100601","15","3356","0","133","21","109","282","157","4990","0","0","0","146"
"1320","26","0","0","17","100601","16","3805","0","133","21","129","316","183","5140","0","0","0","152"
"1320","26","0","0","17","100601","17","4258","0","158","21","144","353","216","5260","0","0","0","153"
"1320","26","0","0","17","100601","18","4708","0","173","21","169","397","248","5665","3","0","0","153"
"1320","26","0","0","17","100601","19","5206","0","173","21","193","447","287","6310","3","0","0","153"
"1415","26","0","0","17","100601","20","5797","0","173","21","240","493","327","6860","3","0","0","153"
"1515","26","0","0","17","100601","21","6452","0","173","21","288","543","370","7370","3","0","0","153"
"1515","26","0","0","17","100601","22","7171","0","173","21","318","603","420","8370","3","0","0","153"
"1515","26","0","0","17","100601","23","7937","0","173","21","318","672","474","10145","3","0","0","153"
"1515","26","0","0","17","100601","24","8818","0","173","21","333","738","533","11670","3","0","0","153"
"1515","26","0","0","17","100601","25","9964","0","173","21","355","798","587","12670","3","0","0","153"
"1515","26","0","0","17","100601","26","11385","0","173","21","377","847","630","13505","3","0","0","153"
"1515","26","0","0","17","100601","27","12944","0","173","21","394","890","670","14530","3","0","0","153"
"1515","26","0","0","17","100601","28","14609","0","173","21","411","933","712","15675","3","0","0","153"
"1515","26","0","0","17","100601","29","16394","0","173","21","429","979","758","16895","3","0","0","153"
"1515","26","0","0","17","100601","30","18267","0","173","21","447","1029","808","18270","3","0","0","153"
"1515","26","0","0","17","100601","31","20231","0","173","21","465","1080","859","19725","3","0","0","153"
"1515","26","0","0","17","100601","32","22285","0","173","21","483","1132","911","21260","3","0","0","153"
"1515","26","0","0","17","100601","33","24455","0","173","21","500","1186","965","22870","3","0","0","153"
"1515","26","0","0","17","100601","34","26760","0","173","21","517","1241","1020","24650","3","0","0","153"
"1515","26","0","0","17","100601","35","29157","0","173","21","534","1297","1076","26670","3","0","0","153"
"1515","26","0","0","17","100601","36","31636","0","173","21","551","1354","1133","28860","3","0","0","153"
"100","6","0","0","0","100701","2","0","0","0","0","0","0","3","80","2","0","0","0"
"200","46","0","0","0","100701","3","0","0","0","0","0","0","10","200","3","0","0","0"
"360","94","0","0","0","100701","4","0","0","0","0","0","5","20","550","7","0","0","0"
"520","190","0","0","0","100701","5","0","0","0","0","0","11","35","1060","10","0","0","0"
"890","323","0","0","0","100701","6","0","0","0","0","0","19","53","1740","14","0","0","0"
"1260","480","0","0","0","100701","7","0","0","0","0","0","34","76","2330","18","0","0","0"
"1585","593","0","0","0","100701","8","0","0","0","0","0","50","97","3510","28","0","0","0"
"1585","790","0","0","5","100701","9","10","0","0","0","0","70","124","4255","35","5","0","0"
"1585","1035","0","0","13","100701","10","20","0","0","0","0","90","152","5065","36","20","0","0"
"1585","1296","0","0","16","100701","11","20","0","0","0","0","110","177","5765","41","40","0","20"
"1685","1558","10","0","16","100701","12","20","0","0","0","0","132","205","6265","48","50","0","40"
"1785","1786","20","0","16","100701","13","20","0","0","0","0","165","245","6785","52","50","0","42"
"1785","2066","20","2","16","100701","14","20","0","0","2","0","204","285","7005","54","60","0","44"
"1885","2455","20","4","16","100701","15","20","0","0","4","0","239","317","7005","56","70","0","44"
"1985","2857","25","4","16","100701","16","20","0","0","4","0","269","357","7205","56","82","0","44"
"2135","3253","30","4","16","100701","17","20","0","0","4","0","296","401","7715","59","82","0","44"
"2285","3721","30","4","16","100701","18","20","0","0","4","0","334","439","8025","64","94","0","44"
"2380","4301","30","4","16","100701","19","20","0","0","4","0","375","484","8025","66","116","0","44"
"2475","4938","30","4","16","100701","20","20","0","0","4","0","419","536","8060","66","136","0","44"
"2475","5511","30","4","16","100701","21","20","0","0","4","0","486","590","8205","71","148","0","44"
"2475","6189","30","4","16","100701","22","20","0","0","4","0","552","656","8695","71","188","0","44"
"2475","6953","30","4","16","100701","23","20","0","0","4","0","622","742","9010","71","188","0","44"
"2475","7793","30","4","16","100701","24","20","0","0","4","0","697","830","9330","71","188","0","44"
"2475","8782","30","4","16","100701","25","20","0","0","4","0","772","912","9945","71","205","0","44"
"2475","9897","30","4","16","100701","26","20","0","0","4","0","851","990","10695","71","231","0","44"
"2475","11147","30","4","16","100701","27","20","0","0","4","0","926","1062","11695","71","249","0","44"
"2475","12226","30","4","16","100701","28","20","0","0","4","0","1007","1143","14735","71","258","0","44"
"2475","13384","30","4","16","100701","29","20","0","0","4","0","1094","1230","18005","71","267","0","44"
"2475","14579","30","4","16","100701","30","20","0","0","4","0","1186","1322","21790","71","276","0","44"
"2475","15520","30","4","16","100701","31","20","0","0","4","0","1288","1424","27955","71","276","0","44"
"2475","16499","30","4","16","100701","32","20","0","0","4","0","1393","1529","34490","71","276","0","44"
"2475","17534","30","4","16","100701","33","20","0","0","4","0","1500","1636","41640","71","276","0","44"
"2475","18625","30","4","16","100701","34","20","0","0","4","0","1609","1745","49570","71","276","0","44"
"2475","19754","30","4","16","100701","35","20","0","0","4","0","1719","1855","58210","71","276","0","44"
"2475","20920","30","4","16","100701","36","20","0","0","4","0","1830","1966","67410","71","276","0","44"
"75","0","0","0","0","100801","2","23","0","0","0","0","2","1","55","0","0","0","0"
"150","0","0","0","0","100801","3","78","0","0","0","0","7","2","150","0","0","0","0"
"200","0","0","0","0","100801","4","169","0","5","0","0","16","5","325","0","0","0","10"
"200","0","0","0","0","100801","5","322","0","15","0","0","32","7","625","0","0","0","10"
"200","0","0","0","0","100801","6","495","0","15","0","0","51","15","1155","0","0","0","25"
"200","26","0","0","0","100801","7","724","0","50","0","0","69","22","1515","0","0","0","30"
"200","52","0","0","4","100801","8","1003","0","50","0","0","91","29","1680","0","0","0","75"
"200","52","0","0","9","100801","9","1267","0","50","5","0","118","40","2215","0","0","0","110"
"300","52","0","0","14","100801","10","1566","0","85","10","16","140","52","2755","0","0","0","115"
"840","52","0","0","14","100801","11","1937","0","101","10","34","166","57","3175","0","0","0","129"
"960","52","0","0","17","100801","12","2352","0","127","17","59","185","64","3335","0","0","0","135"
"1080","52","0","0","17","100801","13","2797","0","137","22","93","204","77","3575","0","0","0","135"
"1320","52","0","0","17","100801","14","3253","0","149","22","127","229","93","3775","0","0","0","135"
"1440","52","0","0","17","100801","15","3747","0","149","22","157","251","110","4005","0","0","0","144"
"1440","52","0","0","17","100801","16","4294","0","149","22","193","273","126","4185","0","0","0","150"
"1440","52","0","0","17","100801","17","4848","0","174","22","228","301","145","4255","0","0","0","151"
"1440","52","0","0","17","100801","18","5401","0","199","22","268","334","168","4600","0","0","0","151"
"1440","52","0","0","17","100801","19","6004","0","199","22","317","371","194","5245","0","0","0","151"
"1440","52","0","0","17","100801","20","6727","0","199","22","388","402","219","5795","0","0","0","151"
"1540","52","0","0","17","100801","21","7443","0","199","22","459","447","251","6270","0","0","0","151"
"1640","52","0","0","17","100801","22","8302","0","199","22","525","490","284","7160","0","0","0","151"
"1640","52","0","0","17","100801","23","9263","0","199","22","555","540","319","8620","0","0","0","151"
"1640","52","0","0","17","100801","24","10345","0","199","22","570","590","354","10145","0","0","0","151"
"1640","52","0","0","17","100801","25","11732","0","199","22","607","625","382","11145","0","0","0","151"
"1640","52","0","0","17","100801","26","13434","0","199","22","641","648","399","11685","0","0","0","151"
"1640","52","0","0","17","100801","27","15298","0","199","22","665","665","413","12255","0","0","0","151"
"1640","52","0","0","17","100801","28","17287","0","199","22","689","681","428","12855","0","0","0","151"
"1640","52","0","0","17","100801","29","19415","0","199","22","714","699","446","13455","0","0","0","151"
"1640","52","0","0","17","100801","30","21668","0","199","22","740","719","466","14055","0","0","0","151"
"1640","52","0","0","17","100801","31","24030","0","199","22","766","739","486","14655","0","0","0","151"
"1640","52","0","0","17","100801","32","26501","0","199","22","792","759","506","15255","0","0","0","151"
"1640","52","0","0","17","100801","33","29107","0","199","22","817","780","527","15855","0","0","0","151"
"1640","52","0","0","17","100801","34","31867","0","199","22","841","802","549","16455","0","0","0","151"
"1640","52","0","0","17","100801","35","34757","0","199","22","865","824","571","17055","0","0","0","151"
"1640","52","0","0","17","100801","36","37748","0","199","22","889","847","594","17655","0","0","0","151"
"50","0","0","0","0","100901","2","26","0","0","0","0","3","0","55","0","0","0","0"
