4a66343402e19fe7f189a5d2ec3c66d4f4060dbc494cffcde1da22f3db2ff391,44847d06098ef3caf4cd16734ced16819f07a22eb7c563a4294cb5a172947396,ea72c6239ae82143b82fcd70734e6e2760b8452048a389912e2178d2cf85d526,264fbfde84a4384cdaec4d9a5a1b6a30ad9cfa75c530c8cfced345650721e4a7,0349829a2b696df6a3600eb910f8a1753b8ab45358382a40ee33c85def2a261d,d8e1d3eea57a8bb848059222838cce1045da8f82a253b76e7ed15aeb3a4c2d5d,6a058187c53d8d251d21a18deabd96659766f0ea5ba73a9368c3a67c35a86bf6,66160966f0460ead623067a33e71a7e98508611981902d1dd6b52be0faa7d0d9,83929367163b5c55e76765ce4e4cd938a2df936d6a2fc723b92b0526f0504bbe,c30ff42c4dd6cc5f59ee3d64b9c68370d9a8b8948b9669617fd40a135239850c,2ac1c316ee17b7e0a963c886e5efcf115af7ee8462241cb470f3ca100d9ccdfb,68f2b2ced24cb7079558954c89e0bc472043c5651ac186d2223237fa637d1651,8e701ef25c0378a620a18aa1d0f6cde8bd2227bf8ba76ace0e17eec4832c6ebc,bb57c9878eff111d00f79d52c5b7779037c1164dc31907db1f3bca86266517a2,0099df52c666da89a558c751c6ad071bfe8908818da706a2fc569379d265c47c,9d084d7b580bb8d0eb1ea53c2e8a0fbfe494cb7f5bed71f242fa1fb26ee48d69,5dd9506c9627786da2662a6366ca02b38bb7a1247ce6c2e55d865f856244ba22,aa1461a1bf338e52456af4a74ed6b0771ba25b9024e33ad98d8913f51ca0ae45,e416dde66b377349f8eea3ae7af5a9b31a98dd2aeb8ba9a0f793750c4350de20,d4e27cc998db799638c753acc694cb528565cbb63cb14eaad0a61a34e8b114fd,ded2934abfd6c34070dfb5a31087faf795da92dffd6bc3a72714d1aa02c3d255,6d1df63938f50b3e34e1546ae2625db955ffe2730d3cd7ee0090831ecea6fa15,48cf9ccf9b000735c3e4ed738bc3bf073f97d1274d3a16b8e41fbd6050afebb7,d0bfffde5785f129f259e5eb9ba31a90a8f6ef9834f4c6a9f765917e61e722a4
"10200101","3","1001","0","1001","7","1","0","0","1","102001","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10210101","3","1001","0","1001","7","1","0","0","1","102101","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10220101","3","1002","0","1002","7","1","0","0","1","102201","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10230101","3","1001","0","1001","7","1","0","0","1","102301","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10250101","3","1","0","1001","8","1","0","0","1002","102501","0","0","0","0","0","1001","1002","0","0","1","1001","0","0"
"10260101","4","1002","0","1002","12","1","0","0","1001","102601","0","0","0","0","0","1001","1001","1","1001","1","1","1002","1"
"10270101","3","1","0","1002","8","1","0","0","1002","102701","0","0","0","0","0","1002","1001","0","0","1","1001","0","0"
"10280101","3","1002","0","1002","7","1","0","0","1","102801","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10290101","3","1001","0","1001","9","1","0","0","1","102901","0","0","0","0","0","1","1002","1001","0","1002","1","0","0"
"10300101","3","1001","0","1001","7","1","0","0","1","103001","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10310101","3","1002","0","1002","7","1","0","0","1","103101","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10320101","3","1002","0","1002","7","1","0","0","1","103201","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10330101","3","1001","0","1001","7","1","0","0","1","103301","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10340101","4","1","0","1","8","1002","0","0","1","103401","0","0","0","0","0","1001","1002","0","0","1","1002","0","0"
"10360101","3","1002","0","1001","12","1","0","0","1002","103601","0","0","0","0","0","1","1002","1","1","1001","1001","1001","1002"
"10370101","3","1002","0","1001","10","1","0","0","1002","103701","0","0","0","0","0","1","1002","1001","1","1001","1001","0","0"
"10380101","3","1002","0","1002","7","1","0","0","1","103801","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10400101","3","1002","0","1002","7","1","0","0","1","104001","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10420101","3","1002","0","1002","7","1","0","0","1","104201","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10430101","3","1001","0","1001","7","1","0","0","1","104301","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10440101","3","1002","0","1002","12","1","0","0","1002","104401","0","0","0","0","0","1","1001","1","1","1001","1001","1001","1002"
"10450101","3","1","0","1002","9","1","0","0","1001","104501","0","0","0","0","0","1","1001","1002","0","1002","1001","0","0"
"10460101","3","1002","0","1002","7","1","0","0","1","104601","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10470101","3","1001","0","1001","7","1","0","0","1","104701","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10480101","3","1001","0","1001","7","1","0","0","1","104801","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10490101","3","1","0","1001","13","1","0","1001","1","104901","0","0","0","0","0","1","1002","1","1","1002","1001","1","1002"
"10500101","3","1002","0","1002","7","1","0","0","1","105001","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10510101","3","1001","0","1001","7","1","0","0","1","105101","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10520101","2","1002","0","1","7","1002","0","0","1","105201","0","0","0","0","0","1","1001","0","0","1002","0","0","0"
"10530101","4","0","0","1","6","1002","0","0","1","105301","0","0","0","0","0","1002","1001","0","0","1","0","0","0"
"10540101","4","1","0","1","11","1002","0","0","1","105401","0","0","0","0","0","1002","1001","1002","1","1","1","0","1001"
"10550101","3","1","0","1002","8","1","0","0","1","105501","0","0","0","0","0","1","1001","0","0","1001","1002","0","0"
"10560101","3","1","0","1002","9","1","0","0","1001","105601","0","0","0","0","0","1","1001","1002","0","1002","1001","0","0"
"10570101","3","1002","0","1002","7","1","0","0","1","105701","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10580101","3","1001","0","1001","7","1","0","0","1","105801","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10590101","3","1001","0","1001","9","1","0","0","1","105901","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10600101","3","1001","0","1001","7","1","0","0","1","106001","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10610101","3","1","0","1001","9","1","0","0","1002","106101","0","0","0","0","0","1001","1002","1001","0","1","1002","0","0"
"10610102","2","0","0","2002","3","2001","0","0","0","106101","0","0","0","0","0","0","2001","0","0","0","0","0","0"
"10630101","4","1001","0","1002","11","1","0","0","1002","106301","0","0","0","0","0","1002","1001","1002","1","1","1","0","1002"
"10640101","5","1","0","1001","11","1002","0","0","1","106401","0","0","0","0","0","1002","2001","1","1002","1001","1001","0","1"
"10650101","8","1002","0","1001","16","1001","1","1","1002","106501","0","0","0","1","1002","1001","1002","1","1002","1","1001","1001","1"
"10660101","3","1002","0","1002","9","1","0","0","1","106601","0","0","0","0","0","1","1001","1002","0","1001","1","0","0"
"10670101","4","1","0","1001","10","1002","0","0","1001","106701","0","0","0","0","0","1002","2001","1","1002","1","1001","0","0"
"10680101","3","1","0","1001","9","1","0","0","1002","106801","0","0","0","0","0","1001","1002","1001","0","1","1002","0","0"
"10680102","8","2003","0","2001","9","2002","0","0","2001","106801","0","0","0","0","0","2001","2002","2003","0","2002","2003","0","0"
"10690101","3","1001","0","1001","13","2001","0","1001","1001","106901","0","0","0","0","0","1002","1002","2001","1001","2001","2001","2001","1002"
"10700101","3","1001","0","1001","13","1","0","1001","1001","107001","0","0","0","0","0","1002","1002","1","1001","1","1","1","1002"
"10710101","3","1002","0","1002","13","1","0","1002","1002","107101","0","0","0","0","0","1001","1001","1","1002","1","1","1","1001"
"10750101","3","1001","0","1002","13","1","0","1002","1001","107501","0","0","0","0","0","1","1001","1","1","1","1002","1","1001"
"10760101","4","1001","0","1002","11","1","0","0","1002","107601","0","0","0","0","0","1002","1001","1002","1","1","1","0","1002"
"10770101","3","1002","0","1002","13","1","0","1002","1","107701","0","0","0","0","0","1","1001","1","1","1001","1","1","1001"
"10780101","3","1002","0","1001","13","1","0","1001","1002","107801","0","0","0","0","0","1","1002","1001","1","1001","1","1","1002"
"10790101","4","1001","0","1001","11","1","0","0","1002","107901","0","0","0","0","0","1","1002","1002","1","1","1","0","1"
"10800101","3","1","0","1001","8","1","0","0","1","108001","0","0","0","0","0","1001","1002","0","0","1002","1001","0","0"
"10810101","3","1002","0","1002","11","1","0","0","1","108101","0","0","0","0","0","1002","1001","1001","1","1001","1","0","1002"
"10820101","9","1","1001","1001","17","1","1","1001","1002","108201","0","0","0","1","1002","1002","1002","1","1002","1","1001","1002","1"
"10830101","3","1001","0","1001","10","1","0","0","1","108301","0","0","0","0","0","1","1002","1002","1001","1002","1","0","0"
"10840101","3","1002","0","1002","7","1","0","0","1","108401","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"10850101","3","1001","0","1001","7","1","0","0","1","108501","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10860101","3","0","0","1002","5","1","0","0","1001","108601","0","0","0","0","0","0","1001","0","0","1002","0","0","0"
"10870101","3","1002","0","1002","13","1","0","1","1002","108701","0","0","0","0","0","1","1001","1001","1","1001","1","1002","1"
"10880101","4","1","0","1001","10","1","0","0","1002","108801","0","0","0","0","0","1001","1002","1","1001","1","1002","0","0"
"10890101","3","0","0","1002","6","1001","0","0","1","108901","0","0","0","0","0","1","1001","0","0","1002","0","0","0"
"10900101","3","1001","0","1001","7","1","0","0","1","109001","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10910101","4","1","0","1","11","1001","0","0","1","109101","0","0","0","0","0","1001","1002","1002","1","1002","1","0","1001"
"10920101","3","1001","0","1001","7","1","0","0","1","109201","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10930101","3","0","0","1001","6","1","0","0","1002","109301","0","0","0","0","0","1001","1001","0","0","1","0","0","0"
"10940101","4","1","0","1","11","1001","0","0","1","109401","0","0","0","0","0","1001","1002","1002","1","1002","1","0","1001"
"10950101","3","1001","0","1001","7","1","0","0","1","109501","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10960101","4","1001","0","1001","7","1","0","0","1002","109601","0","0","0","0","0","1","1002","0","0","1001","0","0","0"
"10970101","5","1001","0","1","9","1001","0","0","1002","109701","0","0","0","0","0","1","1001","1002","0","1","1","0","0"
"10980101","3","1001","0","1001","7","1","0","0","1","109801","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"10990101","3","1002","0","1002","11","1","0","0","1001","109901","0","0","0","0","0","1001","1001","1001","1","1","1","0","1002"
"10990102","3","1002","0","1002","11","2001","0","0","1001","109901","0","0","0","0","0","1001","1001","1001","2001","2001","2001","0","1002"
"11000101","11","1001","0","1","12","1001","0","0","1","110001","0","0","0","0","0","1","1001","1001","1002","1001","1","1","1001"
"11000102","1","0","0","1001","3","1002","0","0","0","110001","0","0","0","0","0","0","1001","0","0","0","0","0","0"
"11010101","3","1001","0","1001","7","1","0","0","1","110101","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11020101","4","0","0","1","6","1002","0","0","1","110201","0","0","0","0","0","1002","1001","0","0","1","0","0","0"
"11030101","4","1","0","1","9","1002","0","0","1","110301","0","0","0","0","0","1002","1001","1002","0","1","1","0","0"
"11040101","3","1001","0","1001","7","1","0","0","1","110401","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11050101","4","1001","0","1001","11","1","0","0","1002","110501","0","0","0","0","0","1001","1002","1002","1","1","1","0","1001"
"11060101","3","1001","0","1001","11","1","0","0","1","110601","0","0","0","0","0","1","1002","1002","1","1002","1","0","1001"
"11070101","3","1001","0","1001","7","1","0","0","1","110701","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11080101","2","0","0","1002","6","1","0","0","1","110801","0","0","0","0","0","1","1001","0","0","1002","0","0","0"
"11090101","4","0","0","1","6","1002","0","0","1","110901","0","0","0","0","0","1002","1001","0","0","1","0","0","0"
"11100101","4","1","0","1002","8","1","0","0","1001","111001","0","0","0","0","0","1002","1001","0","0","1","1","0","0"
"11110101","3","1001","0","1001","7","1","0","0","1","111101","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11120101","3","1001","0","1002","12","1","0","0","1001","111201","0","0","0","0","0","1","1001","1","1001","1002","1002","1002","1"
"11130101","4","1001","0","1001","7","1001","0","0","1002","111301","0","0","0","0","0","1","1002","0","0","1001","0","0","0"
"11140101","7","1","0","1001","11","1","0","0","1001","111401","0","0","0","0","0","1001","2001","1002","1","1002","1","0","1001"
"11150101","3","1002","0","1002","13","1","0","1002","1002","111501","0","0","0","0","0","1001","1001","1","1002","1","1","1","1001"
"11160101","2","1","0","1002","11","1","0","0","1","111601","0","0","0","0","0","1","1001","1","1","1002","1002","0","1001"
"11170101","3","1001","0","1001","12","1","0","0","1001","111701","0","0","0","0","0","1","1002","1","1","1002","1002","1002","1001"
"11180101","3","1001","0","1002","12","1","0","0","1001","111801","0","0","0","0","0","1002","1001","1002","1","1","1","1002","1001"
"11190101","3","1001","0","1001","11","1","0","0","1","111901","0","0","0","0","0","1","1002","1002","1","1002","1","0","1001"
"11200101","3","1001","0","1001","8","1","0","0","1001","112001","0","0","0","0","0","1","1002","0","0","1002","1","0","0"
"11210101","5","1","0","1001","11","1","0","0","1002","112101","0","0","0","0","0","1001","1002","1001","1002","1","1","0","1"
"11220101","3","1001","0","1001","7","1","0","0","1","112201","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11230101","3","1002","0","1002","7","1","0","0","1","112301","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"11240101","3","1002","0","1002","7","1","0","0","1","112401","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"11250101","4","1","0","1001","7","1","0","0","1002","112501","0","0","0","0","0","1001","1002","0","0","1","0","0","0"
"11260101","4","1001","0","1","8","1001","0","0","1002","112601","0","0","0","0","0","1","1001","0","0","1001","1","0","0"
"11270101","3","1002","0","1002","9","1002","0","0","1","112701","0","0","0","0","0","1","1001","1","0","1002","1","0","0"
"11280101","5","1","0","1002","12","1","0","0","1002","112801","0","0","0","0","0","1002","1001","1001","1","1001","1002","1","1002"
"11290101","3","1001","0","1002","11","1001","0","0","1","112901","0","0","0","0","0","1","1001","1002","1","1002","1","0","1"
"11300101","3","1","0","1001","11","1","0","0","1002","113001","0","0","0","0","0","1001","1002","1","1","1","1002","0","1001"
"11310101","7","1001","0","1","13","1","0","1002","1001","113101","0","0","0","0","0","1002","1001","1002","1","1","1","1","1001"
"11320101","3","1001","0","1002","9","1","0","0","1001","113201","0","0","0","0","0","1002","1001","1002","0","1","1","0","0"
"11330101","3","1001","0","1001","11","1","0","0","1","113301","0","0","0","0","0","1","1002","1002","1","1002","1","0","1001"
"11340101","4","1001","0","1002","12","1001","0","0","1","113401","0","0","0","0","0","1","1001","1","1002","1002","1","1001","1"
"11350101","3","1","0","1002","13","1","0","1002","1","113501","0","0","0","0","0","1002","1001","1002","1","1001","1001","1001","1"
"11360101","3","1002","0","1001","13","1","0","1002","1002","113601","0","0","0","0","0","1","1002","1","1002","1001","1001","1001","1"
"11370101","3","1","0","1002","13","1","0","1002","1001","113701","0","0","0","0","0","1","1001","1002","1","1002","1001","1001","1"
"11380101","3","1001","0","1002","13","1","0","1002","1001","113801","0","0","0","0","0","1","1001","1","1002","1002","1002","1","1001"
"11390101","5","1002","0","1001","11","1","0","0","1002","113901","0","0","0","0","0","1","1002","1001","1","1001","1","0","1002"
"11400101","3","1","0","1001","11","1","0","0","1002","114001","0","0","0","0","0","1001","1002","1001","1","1","1002","0","1001"
"11410101","5","1001","0","1","10","1001","0","0","1002","114101","0","0","0","0","0","1","1002","1","1001","1","1002","0","0"
"11420101","6","1001","0","1","13","1002","0","1002","1001","114201","0","0","0","0","0","1","1001","1","1","1002","1002","1","1001"
"11430101","3","1001","0","1001","12","1","0","0","1001","114301","0","0","0","0","0","1002","1002","1001","1002","1","1","1001","1"
"11440101","4","1","0","1002","10","1","0","0","1002","114401","0","0","0","0","0","1002","1001","1","1002","1","1002","0","0"
"11450101","4","1001","0","1","10","1002","0","0","1001","114501","0","0","0","0","0","1002","1001","1002","1","1","1","0","0"
"11460101","4","1001","0","1001","7","1","0","0","1","114601","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11470101","4","1","0","1002","10","1","0","0","1002","114701","0","0","0","0","0","1002","1001","1","1002","1","1002","0","0"
"11500101","6","1","1001","1","17","1002","1","1","1001","115001","0","0","0","1","1002","1001","1001","1","1001","1","1002","1001","1"
"11550101","3","1001","0","1001","13","1","0","1001","1001","115501","0","0","0","0","0","1002","1002","1","1001","1","1","1","1002"
"11560101","6","1001","0","1001","10","1","0","0","1001","115601","0","0","0","0","0","1","1002","1001","1002","1002","1","0","0"
"11570101","3","1001","0","1002","12","1","0","0","1001","115701","0","0","0","0","0","1002","1001","1","1002","1","1","1","1001"
"11580101","2","0","0","2003","2","0","0","0","0","115801","0","0","0","0","0","0","2003","0","0","0","0","0","0"
"11580102","1","0","0","1","3","2002","0","0","0","115801","0","0","0","0","0","0","2001","0","0","0","0","0","0"
"11580103","1","0","0","1","5","1002","0","0","1","115801","0","0","0","0","0","0","1001","0","0","1002","0","0","0"
"11590101","3","1002","0","1002","8","1","0","0","1002","115901","0","0","0","0","0","1","1001","0","0","1001","1","0","0"
"11600101","4","1","0","1001","9","1","0","0","1001","116001","0","0","0","0","0","1002","1002","1","0","1","1001","0","0"
"11620101","2","0","0","1002","6","1","0","0","1001","116201","0","0","0","0","0","1","1001","0","0","1002","0","0","0"
"11630101","3","0","0","1","5","1001","0","0","1","116301","0","0","0","0","0","0","1002","0","0","1","0","0","0"
"11640101","4","1002","0","1001","10","2001","0","0","1002","116401","0","0","0","0","0","2001","1002","1001","2001","1001","2001","0","0"
"11650101","3","1001","0","1002","9","1","0","0","1001","116501","0","0","0","0","0","1","1001","1002","0","1002","1","0","0"
"11660101","3","1002","0","1001","9","1","0","0","1002","116601","0","0","0","0","0","1","1002","1","0","1001","1001","0","0"
"11670101","4","1","0","1002","10","1","0","0","1001","116701","0","0","0","0","0","1002","1001","1","1002","1","1001","0","0"
"11680101","3","1","0","1001","11","1","0","0","1001","116801","0","0","0","0","0","1001","1002","1001","1002","1002","1","0","1"
"11690101","12","1001","1002","1002","19","1","1","1","1002","116901","1001","0","1","1","1001","1002","1002","1002","1001","1","1","1001","1"
"11700101","3","1","0","1001","9","1","0","0","1001","117001","0","0","0","0","0","1002","1002","1","0","1","1001","0","0"
"11710101","5","1001","0","1001","12","1002","0","1002","1","117101","0","0","0","0","0","1","1","1","1","1001","1002","1","1001"
"11720101","6","1002","0","1","12","1001","0","0","1","117201","0","0","0","0","0","1","1001","1","1002","1001","1001","1002","1"
"11730101","7","1","0","1002","16","1","0","1","1001","117301","0","0","0","1","1002","1002","1001","1","1002","1","1001","1001","1"
"11740101","4","1002","0","1","10","1001","0","0","1","117401","0","0","0","0","0","1","1002","1","1001","1001","1","0","0"
"11750101","3","1001","0","1002","9","1","0","0","1001","117501","0","0","0","0","0","1002","1001","1002","0","1","1","0","0"
"11760101","6","1002","0","1002","16","1001","0","1001","1","117601","0","0","0","1002","1","1","1","1001","1","1002","1","1","1002"
"11770101","6","1002","1001","1001","17","1","1","1001","1002","117701","0","0","0","1002","1","1","1002","1","1001","1001","1001","1","1002"
"11780101","5","1001","0","1001","9","1","0","0","1002","117801","0","0","0","0","0","1","1002","1","0","1001","1002","0","0"
"11790101","3","1","0","1001","9","1","0","0","1001","117901","0","0","0","0","0","1002","1002","1002","0","1","1001","0","0"
"11800101","4","1","0","1002","13","1001","0","1001","1","118001","0","0","0","0","0","1001","1001","1002","1","1002","1001","1","1001"
"11810101","4","1","0","1002","10","1","0","0","1001","118101","0","0","0","0","0","1002","1001","1","1002","1","1001","0","0"
"11820101","8","1001","0","2001","16","1001","0","1001","1002","118201","0","0","0","1001","1001","1002","1002","1001","1001","1001","2001","2001","1002"
"11850101","4","1002","0","1001","10","2001","0","0","1002","118501","0","0","0","0","0","2001","1002","1001","2001","1001","2001","0","0"
"11860101","3","0","0","1001","4","1002","0","0","1001","118601","0","0","0","0","0","0","2001","0","0","0","0","0","0"
"11860102","2","0","0","1002","3","1001","0","0","0","118601","0","0","0","0","0","0","1001","0","0","0","0","0","0"
"11860103","2","0","0","1002","3","1001","0","0","0","118601","0","0","0","0","0","0","1001","0","0","0","0","0","0"
"11900101","3","1","0","1001","9","1","0","0","1002","119001","0","0","0","0","0","1","1002","1001","0","1001","1002","0","0"
"11910101","3","1002","0","1","7","1002","0","0","1","119101","0","0","0","0","0","1","1001","0","0","1001","0","0","0"
"11920101","3","1001","0","1001","7","1","0","0","1","119201","0","0","0","0","0","1","1002","0","0","1002","0","0","0"
"11930101","3","1001","0","1002","9","1","0","0","1001","119301","0","0","0","0","0","1","1001","1","0","1002","1002","0","0"
"11990101","4","1001","0","1001","8","1","0","0","1001","119901","0","0","0","0","0","1002","1002","0","0","1","1","0","0"
"12000101","3","1001","0","1002","7","1","0","0","1","120001","0","0","0","0","0","1","1001","0","0","1002","0","0","0"
"12070101","4","1","0","1002","7","1","0","0","1002","120701","0","0","0","0","0","1001","1001","0","0","1","0","0","0"
"12070102","1","0","0","2001","4","1","0","0","2002","120701","0","0","0","0","0","0","2002","0","0","0","0","0","0"
"12080101","9","1002","1","1002","18","1001","0","1","1","120801","0","0","1","1002","1","1","2001","1001","1","1001","1","1001","1"
"12090101","3","1001","0","1002","7","1","0","0","1001","120901","0","0","0","0","0","1002","1001","0","0","1","0","0","0"
"12100101","4","1002","0","1001","8","1","0","0","1002","121001","0","0","0","0","0","1001","1002","0","0","1","1","0","0"
"12110101","3","1002","0","1001","9","1","0","0","1002","121101","0","0","0","0","0","1001","1002","1001","0","1","1","0","0"
"12120101","4","1002","0","1001","10","1","0","0","1002","121201","0","0","0","0","0","1","1002","1001","1","1001","1","0","0"
"12120102","5","2001","0","1001","11","1002","0","0","2001","121201","0","0","0","0","0","1002","2001","1002","2001","1001","1001","0","2001"
"12130101","5","1001","0","1","8","1001","0","0","1","121301","0","0","0","0","0","1","1002","0","0","1002","1","0","0"
"12140101","4","1","0","1001","10","1","0","0","1002","121401","0","0","0","0","0","1001","1002","1","1001","1","1002","0","0"
"12150101","3","1002","0","1001","8","1","0","0","1002","121501","0","0","0","0","0","1","1002","0","0","1001","1","0","0"
"12160101","3","1","0","1001","9","1001","0","0","1","121601","0","0","0","0","0","1","1002","1001","0","1001","1002","0","0"
"12190101","3","1001","0","1002","9","1","0","0","1001","121901","0","0","0","0","0","1","1001","1","0","1002","1002","0","0"
"12200101","2","0","0","1001","5","1","0","0","1002","122001","0","0","0","0","0","0","2001","0","0","1","0","0","0"
"12210101","3","1002","0","1001","8","1","0","0","1","122101","0","0","0","0","0","1","1002","0","0","1001","1001","0","0"
"12220101","3","1002","0","1001","11","1","0","0","1002","122201","0","0","0","0","0","1","1002","1","1002","1001","1001","0","1"
"12230101","3","1002","0","1002","8","1","0","0","1002","122301","0","0","0","0","0","1","1001","0","0","1001","1","0","0"
"12230102","2","0","0","2002","3","2001","0","0","0","122301","0","0","0","0","0","0","2001","0","0","0","0","0","0"
"12240101","3","1002","0","1002","11","1","0","0","1001","122401","0","0","0","0","0","1001","1001","1","1001","1","1","0","1002"
"12250101","3","1002","0","1001","9","1","0","0","1002","122501","0","0","0","0","0","1","1002","1001","0","1001","1","0","0"
"12260101","8","1","0","1002","13","1","0","1","1001","122601","0","0","0","0","0","1001","1001","1001","1002","1","1","1002","1"
